X72n1439_001:0592a06	 自序	 自 序 
X72n1439_002:0624a01	三十六。在聞谷師太會下。受菩薩戒。後古航和尚。從	三 十 六 在 聞 谷 師 太 會 下 受 菩 薩 戒 後 古 航 和 尚 從 
X72n1439_002:0624a02	博山回。公同眾於鳳凰山下。創報親庵居之。每從請	博 山 回 公 同 眾 於 鳳 凰 山 下 創 報 親 庵 居 之 每 從 請 
X72n1439_002:0624a03	益。公父達宇居士。久依博山。留心參究。一日示微疾。	益 公 父 達 宇 居 士 久 依 博 山 留 心 參 究 一 日 示 微 疾 
X72n1439_002:0624a04	端坐廳堂。親朋圍繞。手捻數珠。念佛而化。眾皆嘆仰。	端 坐 廳 堂 親 朋 圍 繞 手 捻 數 珠 念 佛 而 化 眾 皆 嘆 仰 
X72n1439_002:0624a05	得未曾有。公益感發。遂矢志出家。先老人。本與公先	得未曾有 公 益 感 發 遂 矢 志 出 家 先 老 人 本 與 公 先 
X72n1439_002:0624a06	人。締世外交。最為莫逆。乃以書招之。丙申春。為達宇	人 締 世 外 交 最 為 莫 逆 乃 以 書 招 之 丙 申 春 為 達 宇 
X72n1439_002:0624a07	公營葬畢。即辭家人。直抵鼓山。老人一見。大喜曰。此	公 營 葬 畢 即 辭 家 人 直 抵 鼓 山 老 人 一 見 大 喜 曰 此 
X72n1439_002:0624a08	秀才出家榜樣也。即為剃落。居禪堂隨眾。每自念青	秀 才 出 家 榜 樣 也 即 為 剃 落 居 禪 堂 隨 眾 每 自 念 青 
X72n1439_002:0624a09	山白雲。常懷夢寐。今一旦得之。豈可作等閑看耶。是	山 白 雲 常 懷 夢 寐 今 一 旦 得 之 豈 可 作 等 閑 看 耶 是 
X72n1439_002:0624a10	以十餘年來。朝禪暮誦。操履愈嚴。山中為祈昇平。修	以 十 餘 年 來 朝 禪 暮 誦 操 履 愈 嚴 山 中 為 祈 昇 平 修 
X72n1439_002:0624a11	大悲懺三年。公皆與焉。最後眾推公主壇。公道宇魁	大 悲 懺 三 年 公 皆 與 焉 最 後 眾 推 公 主 壇 公 道 宇 魁 
X72n1439_002:0624a12	梧。執爐行道。威儀虔肅。眾望之以為須菩提從空而	梧 執 爐 行 道 威 儀 虔 肅 眾 望 之 以 為 須 菩 提 從 空 而 
X72n1439_002:0624a13	下也。丙午秋。得脾疾。飲食減少。精修不懈。臘月八日。	下 也 丙 午 秋 得 脾 疾 飲 食 減 少 精 修 不 懈 臘 月 八 日 
X72n1439_002:0624a14	為眾戒子羯磨。梵音琅然。至望後體漸衰憊。公遂無	為 眾 戒 子 羯 磨 梵 音 琅 然 至 望 後 體 漸 衰 憊 公 遂 無 
X72n1439_002:0624a15	意人世。決志往生。乃書偈四首。以見志曰。念佛通身	意 人 世 決 志 往 生 乃 書 偈 四 首 以 見 志 曰 念 佛 通 身 
X72n1439_002:0624a16	佛現。箇中那討背面。百千三昧法門。當下一時周徧。	佛 現 箇 中 那 討 背 面 百 千 三 昧 法 門 當 下 一 時 周 徧 
X72n1439_002:0624a17	摩頭佛上我頂。舉手佛光現前。要見時時得見。華開	摩 頭 佛 上 我 頂 舉 手 佛 光 現 前 要 見 時 時 得 見 華 開 
X72n1439_002:0624a18	誰說遲延。彌陀法界身。我亦法界體。今日空歸空。何	誰 說 遲 延 彌 陀 法 界 身 我 亦 法 界 體 今 日 空 歸 空 何 
X72n1439_002:0624a19	曾有此彼。西方在目前。何處不周圓。恒在寶蓮臺。經	曾 有 此 彼 西 方 在 目 前 何 處 不 周 圓 恒 在 寶 蓮 臺 經 
X72n1439_002:0624a20	行及坐眠。丁未正月四日夜。余率眾為公禮大悲懺。	行 及 坐 眠 丁 未 正 月 四 日 夜 余 率 眾 為 公 禮 大 悲 懺 
X72n1439_002:0624a21	禱觀世音。助公往生。懺畢往覘之。公奄然一息。偃臥	禱 觀 世 音 助 公 往 生 懺 畢 往 覘 之 公 奄 然 一 息 偃 臥 
X72n1439_002:0624a22	禪榻。余問曰。正恁麼時如何。公曰。某全體首楞嚴大	禪 榻 余 問 曰 正 恁 麼 時 如 何 公 曰 某 全 體 首 楞 嚴 大 
X72n1439_002:0624a23	定。余曰。正是受用處。公熈然合掌謝之。良久自起趺	定 余 曰 正 是 受 用 處 公 熈 然 合 掌 謝 之 良 久 自 起 趺 
X72n1439_002:0624a24	坐。泊然而化。世壽七十。僧臘一紀。留龕三日。茶毗斂	坐 泊 然 而 化 世 壽 七 十 僧 臘 一 紀 留 龕 三 日 茶 毗 斂 
X72n1439_002:0624b01	骨石。即於本年臘月大寒日。入舍利窟之海會塔。	骨 石 即 於 本 年 臘 月 大 寒 日 入 舍 利 窟 之 海 會 塔 
X72n1439_002:0624b02	道霈曰。余年十八。往遊董巖。道過潭陽。晤公于妙高	道 霈 曰 余 年 十 八 往 遊 董 巖 道 過 潭 陽 晤 公 于 妙 高 
X72n1439_002:0624b03	峰。見其儒服而佛行。與語甚懽。知為有道人也。後二	峰 見 其 儒 服 而 佛 行 與 語 甚 懽 知 為 有 道 人 也 後 二 
X72n1439_002:0624b04	十四年。公入鼓山披剃。獲與同堂。如隔世再逢。喜出	十 四 年 公 入 鼓 山 披 剃 獲 與 同 堂 如 隔 世 再 逢 喜 出 
X72n1439_002:0624b05	望外。方二年而先師遷化。余忝繼席。舉公教授新戒。	望 外 方 二 年 而 先 師 遷 化 余 忝 繼 席 舉 公 教 授 新 戒 
X72n1439_002:0624b06	葢以德不以臘也。公年近古稀。而精進如少壯時。居	葢 以 德 不 以 臘 也 公 年 近 古 稀 而 精 進 如 少 壯 時 居 
X72n1439_002:0624b07	常以此事相切磋。一語會心。未甞不手舞足蹈。今觀	常 以 此 事 相 切 磋 一 語 會 心 未 甞 不 手 舞 足 蹈 今 觀 
X72n1439_002:0624b08	其末後一段光明。知其所得者不淺。故為傳之。以示	其 末 後 一 段 光 明 知 其 所 得 者 不 淺 故 為 傳 之 以 示 
X72n1439_002:0624b09	諸來者。	諸 來 者 
X72n1439_002:0624b10	記	記 
X72n1439_002:0624b11	重修萬歲塔記	重 修 萬 歲 塔 記 
X72n1439_002:0624b12	昔閩忠懿王。於梁開平間。立寺于福城東南隅之補	昔 閩 忠 懿 王 於 梁 開 平 間 立 寺 于 福 城 東 南 隅 之 補 
X72n1439_002:0624b13	山。額曰萬歲。為祝釐也。寺後建磚浮圖七級。高一百	山 額 曰 萬 歲 為 祝 釐 也 寺 後 建 磚 浮 圖 七 級 高 一 百 
X72n1439_002:0624b14	五十尺。舉城皆見。極為壯麗。自梁至今垂千載。興修	五 十 尺 舉 城 皆 見 極 為 壯 麗 自 梁 至 今 垂 千 載 興 修 
X72n1439_002:0624b15	不一。弗可考也。崇禎間。住持靜菴。甞募緣重修。順治	不 一 弗 可 考 也 崇 禎 間 住 持 靜 菴 甞 募 緣 重 修 順 治 
X72n1439_002:0624b16	己亥。颶風大作。層級剝落。且有大榕。生於堂之上級。	己 亥 颶 風 大 作 層 級 剝 落 且 有 大 榕 生 於 堂 之 上 級 
X72n1439_002:0624b17	靜菴之孫一微。克承先志。乃謀諸封。君方公克之公。	靜 菴 之 孫 一 微 克 承 先 志 乃 謀 諸 封 君 方 公 克 之 公 
X72n1439_002:0624b18	慨然捐金倡緣。諸宰宮善信。各樂贊助。起手于康熈	慨 然 捐 金 倡 緣 諸 宰 宮 善 信 各 樂 贊 助 起 手 于 康 熈 
X72n1439_002:0624b19	二年癸卯五月甲戌。落成于七月庚辰。共費白金二	二 年 癸 卯 五 月 甲 戌 落 成 于 七 月 庚 辰 共 費 白 金 二 
X72n1439_002:0624b20	百餘兩。內外堅密。足垂永久。事竣。微乞余記其事。余	百 餘 兩 內 外 堅 密 足 垂 永 久 事 竣 微 乞 余 記 其 事 余 
X72n1439_002:0624b21	聞。塔廟所在。即有如來真身。八部諸天。及一切護塔	聞 塔 廟 所 在 即 有 如 來 真 身 八 部 諸 天 及 一 切 護 塔 
X72n1439_002:0624b22	善神。晝夜擁護。散花供養。又塔者取其矗雲插漢。高	善 神 晝 夜 擁 護 散 花 供 養 又 塔 者 取 其 矗 雲 插 漢 高 
X72n1439_002:0624b23	顯殊特。使一切含齒。戴髮。舉目即見。一瞻一禮。植菩	顯 殊 特 使 一 切 含 齒 戴 髮 舉 目 即 見 一 瞻 一 禮 植 菩 
X72n1439_002:0624b24	提種。法華經云。若人散亂心。入于塔廟中。一稱南無	提 種 法 華 經 云 若 人 散 亂 心 入 于 塔 廟 中 一 稱 南 無 
X72n1439_002:0624c01	佛。皆共成佛道。如是則建塔修塔。葢欲與大地羣生。	佛 皆 共 成 佛 道 如 是 則 建 塔 修 塔 葢 欲 與 大 地 羣 生 
X72n1439_002:0624c02	結成佛因緣。又即是供養如來真身。其功德利益。不	結 成 佛 因 緣 又 即 是 供養如來 真 身 其 功德利益 不 
X72n1439_002:0624c03	可思議。豈特區區為省會壯觀而已哉。是不可不記	可 思 議 豈 特 區 區 為 省 會 壯 觀 而 已 哉 是 不 可 不 記 
X72n1439_002:0624c04	也。因以付諸管城。	也 因 以 付 諸 管 城 
X72n1439_002:0624c05	光孝寺重修大雄寶殿記	光 孝 寺 重 修 大 雄 寶 殿 記 
X72n1439_002:0624c06	富沙據八閩上游。山川清淑。風物閒美。而俗尤雅嚮	富 沙 據 八 閩 上 游 山 川 清 淑 風 物 閒 美 而 俗 尤 雅 嚮 
X72n1439_002:0624c07	佛乘。郡城四郊。梵宇碁布。鐘磬交接。居然雒之嵩少	佛 乘 郡 城 四 郊 梵 宇 碁 布 鐘 磬 交 接 居 然 雒 之 嵩 少 
X72n1439_002:0624c08	杭之西湖。光孝在郡治之南。距城二里許。隔岸塵囂。	杭 之 西 湖 光 孝 在 郡 治 之 南 距 城 二 里 許 隔 岸 塵 囂 
X72n1439_002:0624c09	虹橋鎖斷。背獅峯而面雙水。極稱形勝。且寺基弘廠。	虹 橋 鎖 斷 背 獅 峯 而 面 雙 水 極 稱 形 勝 且 寺 基 弘 廠 
X72n1439_002:0624c10	曲徑重門。脩廊廣殿。金容晃耀。祇樹菁葱。凡信心登	曲 徑 重 門 脩 廊 廣 殿 金 容 晃 耀 祇 樹 菁 葱 凡 信 心 登 
X72n1439_002:0624c11	禮者。疑梵釋龍天之宮。從空而墮。不知身之在人間	禮 者 疑 梵 釋 龍 天 之 宮 從 空 而 墮 不 知 身 之 在 人 間 
X72n1439_002:0624c12	世也。按舊志。寺創自六朝。唐額隆興。宋為景德天寧	世 也 按 舊 志 寺 創 自 六 朝 唐 額 隆 興 宋 為 景 德 天 寧 
X72n1439_002:0624c13	萬壽。至紹興。改賜今額。元末兵燹寺弛。至洪武二年。	萬 壽 至 紹 興 改 賜 今 額 元 末 兵 燹 寺 弛 至 洪 武 二 年 
X72n1439_002:0624c14	僧原聳及徒惠開文佳者鼎修之。太師文敏楊公榮。	僧 原 聳 及 徒 惠 開 文 佳 者 鼎 修 之 太 師 文 敏 楊 公 榮 
X72n1439_002:0624c15	狀元丁公顯。各有碑記。而復燬於嘉靖辛酉島夷之	狀 元 丁 公 顯 各 有 碑 記 而 復 燬 於 嘉 靖 辛 酉 島 夷 之 
X72n1439_002:0624c16	變。是冬僧一正等。先搆小殿五楹。至萬曆丙子。中丞	變 是 冬 僧 一 正 等 先 搆 小 殿 五 楹 至 萬 曆 丙 子 中 丞 
X72n1439_002:0624c17	龐公尚鵬。欲蠲寺稅。而甌令曾公士彥。力贊之。始得	龐 公 尚 鵬 欲 蠲 寺 稅 而 甌 令 曾 公 士 彥 力 贊 之 始 得 
X72n1439_002:0624c18	以所蠲并募緣。重樹大殿。極為鉅麗。迄今已九十載	以 所 蠲 并 募 緣 重 樹 大 殿 極 為 鉅 麗 迄 今 已 九 十 載 
X72n1439_002:0624c19	矣。況經鼎革。戎馬蹂躪。雖佛像如生。而毀瓦腐椽。岌	矣 況 經 鼎 革 戎 馬 蹂 躪 雖 佛 像 如 生 而 毀 瓦 腐 椽 岌 
X72n1439_002:0624c20	然有棟橈之懼。康熙壬寅。建安邑侯山陰周公霞城。	然 有 棟 橈 之 懼 康 熙 壬 寅 建 安 邑 侯 山 陰 周 公 霞 城 
X72n1439_002:0624c21	以公餘之暇。往遊其間。智種頓發。恍若夙契。慨念今	以 公 餘 之 暇 往 遊 其 間 智 種 頓 發 恍 若 夙 契 慨 念 今 
X72n1439_002:0624c22	昔之頓易。興廢之靡常。愴然者久之。乃特捐俸為倡。	昔 之 頓 易 興 廢 之 靡 常 愴 然 者 久 之 乃 特 捐 俸 為 倡 
X72n1439_002:0624c23	命寺僧悟關洪緯等。募緣修葺。一時紳衿士庶。聞風	命 寺 僧 悟 關 洪 緯 等 募 緣 修 葺 一 時 紳 衿 士 庶 聞 風 
X72n1439_002:0624c24	響應。各舍所有。以勷厥舉。是役也。始工於壬寅夏六	響 應 各 舍 所 有 以 勷 厥 舉 是 役 也 始 工 於 壬 寅 夏 六 
X72n1439_002:0625a01	月。告竣於明年癸卯冬十月。共費白金千兩有奇。壯	月 告 竣 於 明 年 癸 卯 冬 十 月 共 費 白 金 千 兩 有 奇 壯 
X72n1439_002:0625a02	實牢固。有若鼎造。又明年甲辰季秋。余自石鼓來寶	實 牢 固 有 若 鼎 造 又 明 年 甲 辰 季 秋 余 自 石 鼓 來 寶 
X72n1439_002:0625a03	善。悟關洪緯輩來請記。余樂觀其功德之有成。故不	善 悟 關 洪 緯 輩 來 請 記 余 樂 觀 其 功 德 之 有 成 故 不 
X72n1439_002:0625a04	辭而為之言曰。昔世尊於靈山會上。以佛法付囑國	辭 而 為 之 言 曰 昔 世 尊 於 靈 山 會 上 以 佛 法 付 囑 國 
X72n1439_002:0625a05	王大臣者。政慮末法澆漓。正宗澹泊。苟非有力大士。	王 大 臣 者 政 慮 末 法 澆 漓 正 宗 澹 泊 苟 非 有 力 大 士 
X72n1439_002:0625a06	不足以振興之。仰惟。今上以幼冲之年。誕登寶位。統	不 足 以 振 興 之 仰 惟 今 上 以 幼 冲 之 年 誕 登 寶 位 統 
X72n1439_002:0625a07	有中外。在處興崇三寶。丕闡宗風。而周公以名進士	有 中 外 在 處 興 崇 三 寶 丕 闡 宗 風 而 周 公 以 名 進 士 
X72n1439_002:0625a08	起家。出領大邑。政事之餘。乃能雅留神於方外。新古	起 家 出 領 大 邑 政 事 之 餘 乃 能 雅 留 神 於 方 外 新 古 
X72n1439_002:0625a09	殿於將傾。聖君賢臣相與顯發。引斯民於正覺。贊皇	殿 於 將 傾 聖 君 賢 臣 相 與 顯 發 引 斯 民 於 正 覺 贊 皇 
X72n1439_002:0625a10	圖於永年。究其實地。皆從佛會中來。不忘佛囑。與廣	圖 於 永 年 究 其 實 地 皆 從 佛 會 中 來 不 忘 佛 囑 與 廣 
X72n1439_002:0625a11	大願力所致然耳。昔唐宰相裴休之父肅。先世為許	大 願 力 所 致 然 耳 昔 唐 宰 相 裴 休 之 父 肅 先 世 為 許 
X72n1439_002:0625a12	玄度。建越州塔。未終而化。後託生梁武帝之孫蕭詧。	玄 度 建 越 州 塔 未 終 而 化 後 託 生 梁 武 帝 之 孫 蕭 詧 
X72n1439_002:0625a13	因訪曇彥禪師。為入定觀其夙因。師云。許玄度來何	因 訪 曇 彥 禪 師 為 入 定 觀 其 夙 因 師 云 許 玄 度 來 何 
X72n1439_002:0625a14	暮。昔日浮圖今如故。後眾請師。修龍興大殿。師云。非	暮 昔 日 浮 圖 今 如 故 後 眾 請 師 修 龍 興 大 殿 師 云 非 
X72n1439_002:0625a15	吾所為。三百年後。自有非衣功德主。遂銘之。至唐三	吾 所 為 三 百 年 後 自 有 非 衣 功 德 主 遂 銘 之 至 唐 三 
X72n1439_002:0625a16	生為裴肅。果如其言。觀此。則昔甌令曾公贊龐撫公。	生 為 裴 肅 果 如 其 言 觀 此 則 昔 甌 令 曾 公 贊 龐 撫 公 
X72n1439_002:0625a17	以所蠲寺稅。鼎建斯殿。未滿百年。殿已朽獘。而周公	以 所 蠲 寺 稅 鼎 建 斯 殿 未 滿 百 年 殿 已 朽 獘 而 周 公 
X72n1439_002:0625a18	適臨建邑。乃特倡緣修葺。復還舊觀。庸詎知周公非	適 臨 建 邑 乃 特 倡 緣 修 葺 復 還 舊 觀 庸 詎 知 周 公 非 
X72n1439_002:0625a19	昔曾令公。乘其願力。復重來耶。因果不爽。事非徒然。	昔 曾 令 公 乘 其 願 力 復 重 來 耶 因 果 不 爽 事 非 徒 然 
X72n1439_002:0625a20	乃特發之。以告來者。是為記。	乃 特 發 之 以 告 來 者 是 為 記 
X72n1439_002:0625a21	紫雲佛頂庵知白玄公生淨土記	紫 雲 佛 頂 庵 知 白 玄 公 生 淨 土 記 
X72n1439_002:0625a22	甞聞之。古德云。佛法有什麼事。行得即是。葢入佛法	甞 聞 之 古 德 云 佛 法 有 什 麼 事 行 得 即 是 葢 入 佛 法 
X72n1439_002:0625a23	中出家。本為度生死。苟不能行。即於生死不得力。何	中 出 家 本 為 度 生 死 苟 不 能 行 即 於 生 死 不 得 力 何 
X72n1439_002:0625a24	佛法之足云。予觀近世出家。稱能行者。殊不多見。因	佛 法 之 足 云 予 觀 近 世 出 家 稱 能 行 者 殊 不 多 見 因 
X72n1439_002:0625b01	讀知白玄公傳。獨有感焉。公溫陵人。姓鄭氏。徵仕郎	讀 知 白 玄 公 傳 獨 有 感 焉 公 溫 陵 人 姓 鄭 氏 徵 仕 郎 
X72n1439_002:0625b02	謙初公仲子也。幼業儒。娶陳氏生一子。是為玄文上	謙 初 公 仲 子 也 幼 業 儒 娶 陳 氏 生 一 子 是 為 玄 文 上 
X72n1439_002:0625b03	人。文生不染俗。志慕出塵。公中歲陳氏卒。遂偕文蔬	人 文 生 不 染 俗 志 慕 出 塵 公 中 歲 陳 氏 卒 遂 偕 文 蔬 
X72n1439_002:0625b04	食修淨業。及文脫白。庵於紫雲。公就養。而清修之志	食 修 淨 業 及 文 脫 白 庵 於 紫 雲 公 就 養 而 清 修 之 志 
X72n1439_002:0625b05	彌篤。居常百事不干懷。靜坐一室。念佛不輟口。年八	彌 篤 居 常 百 事 不 干 懷 靜 坐 一 室 念 佛 不 輟 口 年 八 
X72n1439_002:0625b06	十。適予開法寺中。遂從剃染納戒。歎曰。何期衰暮逢	十 適 予 開 法 寺 中 遂 從 剃 染 納 戒 歎 曰 何 期 衰 暮 逢 
X72n1439_002:0625b07	此勝緣。喜不自勝。經二年。一日示微恙。偃臥禪榻。一	此 勝 緣 喜 不 自 勝 經 二 年 一 日 示 微 恙 偃 臥 禪 榻 一 
X72n1439_002:0625b08	息奄奄。乃寄語檀越。斯以西方相見。又與子文問答	息 奄 奄 乃 寄 語 檀 越 斯 以 西 方 相 見 又 與 子 文 問 答 
X72n1439_002:0625b09	訖。遂起趺坐。念佛化去。實康熈甲辰歲九月七日子	訖 遂 起 趺 坐 念 佛 化 去 實 康 熈 甲 辰 歲 九 月 七 日 子 
X72n1439_002:0625b10	時也。嗚呼。今童年出家。至於白首。而一句彌陀。如嬰	時 也 嗚 呼 今 童 年 出 家 至 於 白 首 而 一 句 彌 陀 如 嬰 
X72n1439_002:0625b11	兒學語。旋念旋忘。不得純熟。公八十落髮。方三年。而	兒 學 語 旋 念 旋 忘 不 得 純 熟 公 八 十 落 髮 方 三 年 而 
X72n1439_002:0625b12	臨終正念分明。神思不亂。念佛坐化。其生西方無疑	臨 終 正 念 分 明 神 思 不 亂 念 佛 坐 化 其 生 西 方 無 疑 
X72n1439_002:0625b13	矣。是固公平日。見得明。信得及。行得力之所致。而佛	矣 是 固 公 平 日 見 得 明 信 得 及 行 得 力 之 所 致 而 佛 
X72n1439_002:0625b14	法中出家有若公。則行之一字。亦庶幾無愧矣。昔脇	法 中 出 家 有 若 公 則 行 之 一 字 亦 庶 幾 無 愧 矣 昔 脇 
X72n1439_002:0625b15	尊者八十出家。三年證阿羅漢果。公八十剃度。三年	尊 者 八 十 出 家 三 年 證 阿羅漢果 公 八 十 剃 度 三 年 
X72n1439_002:0625b16	而生淨土。時有今古。理實同然。故特筆之。以風來者。	而 生 淨 土 時 有 今 古 理 實 同 然 故 特 筆 之 以 風 來 者 
