T51n2072_001:0126b24	往生集序	往 生 集 序 
T51n2072_002:0142c23	金色。空中有聲。曰我闕公則也。祈生極樂。今	金 色 空 中 有 聲 曰 我 闕 公 則 也 祈 生 極 樂 今 
T51n2072_002:0142c24	已得生。言訖無所見。	已 得 生 言 訖 無 所 見 
T51n2072_002:0142c25	贊曰。瑞應感乎臨終者多矣。至如身沒之後	贊 曰 瑞 應 感 乎 臨 終 者 多 矣 至 如 身 沒 之 後 
T51n2072_002:0142c26	而乃現金色於他方。報往生於空際。闕公其	而 乃 現 金 色 於 他 方 報 往 生 於 空 際 闕 公 其 
T51n2072_002:0142c27	希有乎。	希 有 乎 
T51n2072_002:0142c28	李知遙	李 知 遙 
T51n2072_002:0142c29	唐李知遙。善淨土教。率眾五會念佛。後因疾	唐 李 知 遙 善 淨 土 教 率 眾 五 會 念 佛 後 因 疾 
T51n2072_002:0143a01	忽云。佛來迎我。洗漱更衣。索香爐出堂頂禮。	忽 云 佛 來 迎 我 洗 漱 更 衣 索 香 爐 出 堂 頂 禮 
T51n2072_002:0143a02	聞空中說偈。有引君生淨土。將爾上金橋之	聞 空 中 說 偈 有 引 君 生 淨 土 將 爾 上 金 橋 之 
T51n2072_002:0143a03	句。就床端坐而化。眾聞異香焉。	句 就 床 端 坐 而 化 眾 聞 異 香 焉 
T51n2072_002:0143a04	高浩象	高 浩 象 
T51n2072_002:0143a05	梁高浩象。東平人。杜門靜坐。專誦無量壽經。	梁 高 浩 象 東 平 人 杜 門 靜 坐 專 誦 無 量 壽 經 
T51n2072_002:0143a06	甞在觀中。覺自身泛紅蓮於池面。初未見佛。	甞 在 觀 中 覺 自 身 泛 紅 蓮 於 池 面 初 未 見 佛 
T51n2072_002:0143a07	乃即花上傾心禮佛。遙想金容光輝遠映。一	乃 即 花 上 傾 心 禮 佛 遙 想 金 容 光 輝 遠 映 一 
T51n2072_002:0143a08	夕見眾菩薩來迎。即時化去。	夕 見 眾 菩 薩 來 迎 即 時 化 去 
T51n2072_002:0143a09	贊曰。古有二僧。作蓮花開合想。後同生淨土。	贊 曰 古 有 二 僧 作 蓮 花 開 合 想 後 同 生 淨 土 
T51n2072_002:0143a10	象之身泛紅蓮。其亦觀想精誠之所致耶。	象 之 身 泛 紅 蓮 其 亦 觀 想 精 誠 之 所 致 耶 
T51n2072_002:0143a11	徐六公	徐 六 公 
T51n2072_002:0143a12	宋徐六公者。嘉興人。務農為業。夫婦蔬食。精	宋 徐 六 公 者 嘉 興 人 務 農 為 業 夫 婦 蔬 食 精 
T51n2072_002:0143a13	勤念佛。四十年預作一龕臨終。易布衣草履。	勤 念 佛 四 十 年 預 作 一 龕 臨 終 易 布 衣 草 履 
T51n2072_002:0143a14	入龕端坐。頃之曰。佛來迎我。即化去。	入 龕 端 坐 頃 之 曰 佛 來 迎 我 即 化 去 
T51n2072_002:0143a15	陸俊	陸 俊 
T51n2072_002:0143a16	宋陸俊。錢塘人。少事公門。久之棄去。以淨土	宋 陸 俊 錢 塘 人 少 事 公 門 久 之 棄 去 以 淨 土 
T51n2072_002:0143a17	為業。每對佛懺悔。垂淚交頤。道友相見。說	為 業 每 對 佛 懺 悔 垂 淚 交 頤 道 友 相 見 說 
T51n2072_002:0143a18	淨土因緣。纔十餘句。便悲咽感嘆。臨終。請圓	淨 土 因 緣 纔 十 餘 句 便 悲 咽 感 嘆 臨 終 請 圓 
T51n2072_002:0143a19	淨律師。開示西方。諷觀經至上品。淨曰。可以	淨 律 師 開 示 西 方 諷 觀 經 至 上 品 淨 曰 可 以 
T51n2072_002:0143a20	行矣。俊曰。眾聖未齊。姑待之。少頃忽起就竹	行 矣 俊 曰 眾 聖 未 齊 姑 待 之 少 頃 忽 起 就 竹 
T51n2072_002:0143a21	床。面西端坐而逝。	床 面 西 端 坐 而 逝 
T51n2072_002:0143a22	贊曰。無量壽經云。聞說阿彌陀佛。淚即出者。	贊 曰 無 量 壽 經 云 聞 說 阿 彌 陀 佛 淚 即 出 者 
T51n2072_002:0143a23	皆宿世善根所致。俊之悲咽。本乎中心而達	皆 宿 世 善 根 所 致 俊 之 悲 咽 本 乎 中 心 而 達 
T51n2072_002:0143a24	之面目。往生固其宜矣。今戲調而談淨土奚	之 面 目 往 生 固 其 宜 矣 今 戲 調 而 談 淨 土 奚 
T51n2072_002:0143a25	可哉。	可 哉 
T51n2072_002:0143a26	黃打鐵	黃 打 鐵 
T51n2072_002:0143a27	宋黃公。潭州人。本軍伍。以打鐵為生。每鉗鎚	宋 黃 公 潭 州 人 本 軍 伍 以 打 鐵 為 生 每 鉗 鎚 
T51n2072_002:0143a28	時。念佛不輟口。一日無疾。託隣人為寫頌云。	時 念 佛 不 輟 口 一 日 無 疾 託 隣 人 為 寫 頌 云 
T51n2072_002:0143a29	叮叮噹噹。久鍊成剛。太平將近。我往西方。即	叮 叮 噹 噹 久 鍊 成 剛 太 平 將 近 我 往 西 方 即 
T51n2072_002:0143b01	化去。其頌盛傳湖南。人多念佛。	化 去 其 頌 盛 傳 湖 南 人 多 念 佛 
T51n2072_002:0143b02	贊曰。據黃公別無他能。止是念佛不輟口耳。	贊 曰 據 黃 公 別 無 他 能 止 是 念 佛 不 輟 口 耳 
T51n2072_002:0143b03	世人不肯依樣行持。而尋奇覓巧。遂成虔度。	世 人 不 肯 依 樣 行 持 而 尋 奇 覓 巧 遂 成 虔 度 
T51n2072_002:0143b04	噫非所謂翻嫌易簡却求難耶。	噫 非 所 謂 翻 嫌 易 簡 却 求 難 耶 
T51n2072_002:0143b05	蓮花太公	蓮 花 太 公 
T51n2072_002:0143b06	大明蓮花太公者。越人。一生拙朴。惟晝夜念	大 明 蓮 花 太 公 者 越 人 一 生 拙 朴 惟 晝 夜 念 
T51n2072_002:0143b07	佛不絕。命終之後。棺上忽生蓮花一枝。親里	佛 不 絕 命終之後 棺 上 忽 生 蓮 花 一 枝 親 里 
T51n2072_002:0143b08	驚嘆。因號蓮花太公云。	驚 嘆 因 號 蓮 花 太 公 云 
T51n2072_002:0143b09	華居士	華 居 士 
T51n2072_002:0143b10	大明華居士。江干人。醇朴無偽。與人不款曲。	大 明 華 居 士 江 干 人 醇 朴 無 偽 與 人 不 款 曲 
T51n2072_002:0143b11	中年屬業諸子。獨處一室。不涉世事。朝暮惟	中 年 屬 業 諸 子 獨 處 一 室 不 涉 世 事 朝 暮 惟 
T51n2072_002:0143b12	孜孜念佛而已。後將卒。自知時至。更衣正寢。	孜 孜 念 佛 而 已 後 將 卒 自 知 時 至 更 衣 正 寢 
T51n2072_002:0143b13	手整冠端坐。別眾而逝。其子先已作棺。於是	手 整 冠 端 坐 別 眾 而 逝 其 子 先 已 作 棺 於 是 
T51n2072_002:0143b14	易龕。如沙門故事。舉龕之日觀者如堵。遠近	易 龕 如 沙 門 故 事 舉 龕 之 日 觀 者 如 堵 遠 近 
T51n2072_002:0143b15	嚮慕焉。	嚮 慕 焉 
T51n2072_002:0143b16	總論	總 論 
T51n2072_002:0143b17	或問。淨名龐老何以不聞求生。答曰。爾試自	或 問 淨 名 龐 老 何 以 不 聞 求 生 答 曰 爾 試 自 
T51n2072_002:0143b18	評之。如其未及二公求生固不必論。即使再	評 之 如 其 未 及 二 公 求 生 固 不 必 論 即 使 再 
T51n2072_002:0143b19	來金粟。何妨更見彌陀。苟為不然。淨名不覲	來 金 粟 何 妨 更 見 彌 陀 苟 為 不 然 淨 名 不 覲 
T51n2072_002:0143b20	釋迦。龐老不參馬祖矣。且夫心淨土淨。非淨	釋 迦 龐 老 不 參 馬 祖 矣 且 夫 心 淨 土 淨 非 淨 
T51n2072_002:0143b21	名語歟。不與萬法為侶。非龐老語歟。爾一朝	名 語 歟 不 與 萬 法 為 侶 非 龐 老 語 歟 爾 一 朝 
T51n2072_002:0143b22	踏著淨地。當云何期自念。本自清淨。何期自	踏 著 淨 地 當 云 何 期 自 念 本 自 清 淨 何 期 自 
T51n2072_002:0143b23	念。不侶萬法。何期二公常在淨土。復奚疑	念 不 侶 萬 法 何 期 二 公 常 在 淨 土 復 奚 疑 
T51n2072_002:0143b24	哉。	哉 
T51n2072_002:0143b25	尼僧往生類	尼 僧 往 生 類 
T51n2072_002:0143b26	尼大明	尼 大 明 
T51n2072_002:0143b27	隋尼大明。每入室禮念。先著淨衣。口含沈香。	隋 尼 大 明 每 入 室 禮 念 先 著 淨 衣 口 含 沈 香 
T51n2072_002:0143b28	文帝后甚重之。將終之日。眾忽聞沈香滿室。	文 帝 后 甚 重 之 將 終 之 日 眾 忽 聞 沈 香 滿 室 
T51n2072_002:0143b29	俄而光明如雲。隱隱向西沒焉。	俄 而 光 明 如 雲 隱 隱 向 西 沒 焉 
T51n2072_002:0143c01	贊曰。一尼造法華經。虔敬類是。後感報靈異。	贊 曰 一 尼 造 法 華 經 虔 敬 類 是 後 感 報 靈 異 
T51n2072_002:0143c02	而二僧冥府誦經。致禮遇有殊。則無怪其然	而 二 僧 冥 府 誦 經 致 禮 遇 有 殊 則 無 怪 其 然 
T51n2072_002:0143c03	矣。今時念佛。有幾人似明者乎。使人人如是	矣 今 時 念 佛 有 幾 人 似 明 者 乎 使 人 人 如 是 
T51n2072_002:0143c04	念佛。而千不千生。萬不萬生者。吾弗信也。	念 佛 而 千 不 千 生 萬 不 萬 生 者 吾 弗 信 也 
T51n2072_002:0143c05	尼淨真	尼 淨 真 
T51n2072_002:0143c06	唐尼淨真。居長安積善寺。衲衣乞食。誦金剛	唐 尼 淨 真 居 長 安 積 善 寺 衲 衣 乞 食 誦 金 剛 
T51n2072_002:0143c07	經十萬遍。篤志念佛。語弟子曰。五月內十度	經 十 萬 遍 篤 志 念 佛 語 弟 子 曰 五 月 內 十 度 
T51n2072_002:0143c08	見佛。兩度見寶蓮花上童子遊戲。吾已得上	見 佛 兩 度 見 寶 蓮 花 上 童 子 遊 戲 吾 已 得 上 
T51n2072_002:0143c09	品生。言訖跏趺而化。祥光滿庵。	品 生 言 訖 跏 趺 而 化 祥 光 滿 庵 
T51n2072_002:0143c10	尼悟性	尼 悟 性 
T51n2072_002:0143c11	唐尼悟性。居廬山念佛。虔願往生。忽聞空中	唐 尼 悟 性 居 廬 山 念 佛 虔 願 往 生 忽 聞 空 中 
T51n2072_002:0143c12	音樂。謂左右曰。我已得中品生。見同志念佛	音 樂 謂 左 右 曰 我 已 得 中 品 生 見 同 志 念 佛 
T51n2072_002:0143c13	精進者。皆有蓮花待之。汝等好自努力。言訖	精 進 者 皆 有 蓮 花 待 之 汝 等 好 自 努 力 言 訖 
T51n2072_002:0143c14	而逝。	而 逝 
T51n2072_002:0143c15	贊曰。上中品位。二尼能決諸已者何。一則內	贊 曰 上 中 品 位 二 尼 能 決 諸 已 者 何 一 則 內 
T51n2072_002:0143c16	觀自行之淺深。二則外稽瑞應之勝劣耳。可	觀 自 行 之 淺 深 二 則 外 稽 瑞 應 之 勝 劣 耳 可 
T51n2072_002:0143c17	誣也哉。	誣 也 哉 
T51n2072_002:0143c18	尼能奉	尼 能 奉 
T51n2072_002:0143c19	宋尼能奉。錢塘人。專修淨業。甞夢佛光照身。	宋 尼 能 奉 錢 塘 人 專 修 淨 業 甞 夢 佛 光 照 身 
T51n2072_002:0143c20	及聞空中善言開慰。告其徒曰。吾往生時至。	及 聞 空 中 善 言 開 慰 告 其 徒 曰 吾 往 生 時 至 
T51n2072_002:0143c21	少頃聞奉念佛聲甚厲。奔往視之。則合掌面	少 頃 聞 奉 念 佛 聲 甚 厲 奔 往 視 之 則 合 掌 面 
T51n2072_002:0143c22	西坐逝矣。異香滿室。樂音西邁。	西 坐 逝 矣 異 香 滿 室 樂 音 西 邁 
T51n2072_002:0143c23	尼法藏	尼 法 藏 
T51n2072_002:0143c24	宋尼法藏。居金陵。勤志念佛。夜見佛菩薩來。	宋 尼 法 藏 居 金 陵 勤 志 念 佛 夜 見 佛 菩 薩 來 
T51n2072_002:0143c25	光明照寺。奄然而化。	光 明 照 寺 奄 然 而 化 
T51n2072_002:0143c26	總論	總 論 
T51n2072_002:0143c27	佛以姨母出家。嘆正法由此而減。使女人出	佛 以 姨 母 出 家 嘆 正 法 由 此 而 減 使 女 人 出 
T51n2072_002:0143c28	家者皆如上五人。正法其彌昌乎。而勢所不	家 者 皆 如 上 五 人 正 法 其 彌 昌 乎 而 勢 所 不 
T51n2072_002:0143c29	能。佛之懸記非過矣。噫真正出家之男子。邇	能 佛 之 懸 記 非 過 矣 噫 真 正 出 家 之 男 子 邇 
T51n2072_002:0144a01	來尚不多得。而況女眾歟。吾於是乎有感。	來 尚 不 多 得 而 況 女 眾 歟 吾 於 是 乎 有 感 
T51n2072_002:0144a02	婦女往生類	婦 女 往 生 類 
T51n2072_002:0144a03	隋皇后	隋 皇 后 
T51n2072_002:0144a04	隋文帝。后獨孤子。雖處王宮。深厭女質。常念	隋 文 帝 后 獨 孤 子 雖 處 王 宮 深 厭 女 質 常 念 
T51n2072_002:0144a05	阿彌陀佛。以八月甲子命終。時永安宮北。種	阿 彌 陀 佛 以 八 月 甲 子 命 終 時 永 安 宮 北 種 
T51n2072_002:0144a06	種音樂。自然震响。異香滿室。從空而至。帝問	種 音 樂 自 然 震 响 異 香 滿 室 從 空 而 至 帝 問 
T51n2072_002:0144a07	闍提斯那。是何祥瑞。對曰。淨土有佛。號阿彌	闍 提 斯 那 是 何 祥 瑞 對 曰 淨 土 有 佛 號 阿 彌 
T51n2072_002:0144a08	陀。皇后業高。超登彼國。故現斯瑞耳。	陀 皇 后 業 高 超 登 彼 國 故 現 斯 瑞 耳 
T51n2072_002:0144a09	贊曰。捨中宮之貴寵。志淨土而往生。古有韋	贊 曰 捨 中 宮 之 貴 寵 志 淨 土 而 往 生 古 有 韋 
T51n2072_002:0144a10	提。今見之矣。	提 今 見 之 矣 
T51n2072_002:0144a11	姚婆	姚 婆 
T51n2072_002:0144a12	唐姚婆。因范行婆者勸令念佛。後臨終見佛	唐 姚 婆 因 范 行 婆 者 勸 令 念 佛 後 臨 終 見 佛 
T51n2072_002:0144a13	菩薩來迎。告佛言。未與范行婆別。請佛暫住	菩 薩 來 迎 告 佛 言 未 與 范 行 婆 別 請 佛 暫 住 
T51n2072_002:0144a14	空中。范至姚婆立化。	空 中 范 至 姚 婆 立 化 
T51n2072_002:0144a15	贊曰。臨行別范。不背本也。佛住空中。恒順眾	贊 曰 臨 行 別 范 不 背 本 也 佛 住 空 中 恒 順 眾 
T51n2072_002:0144a16	生也。卓立而逝。亦奇矣。	生 也 卓 立 而 逝 亦 奇 矣 
T51n2072_002:0144a17	溫靜文妻	溫 靜 文 妻 
T51n2072_002:0144a18	唐溫靜文妻。并州人。久患在床。靜文勸令念	唐 溫 靜 文 妻 并 州 人 久 患 在 床 靜 文 勸 令 念 
T51n2072_002:0144a19	佛。一年忽覩淨土。告其夫云。我已見佛。後月	佛 一 年 忽 覩 淨 土 告 其 夫 云 我 已 見 佛 後 月 
T51n2072_002:0144a20	當去。囑父母云。今得隨佛往生。願專心念佛。	當 去 囑 父 母 云 今 得 隨 佛 往 生 願 專 心 念 佛 
T51n2072_002:0144a21	他日西方相見耳。言訖而逝。	他 日 西 方 相 見 耳 言 訖 而 逝 
T51n2072_002:0144a22	胡長婆	胡 長 婆 
T51n2072_002:0144a23	宋胡長婆李氏。上虞人。夫喪後。日夜高聲念	宋 胡 長 婆 李 氏 上 虞 人 夫 喪 後 日 夜 高 聲 念 
T51n2072_002:0144a24	佛。及誦彌陀經凡十餘年。一日見有僧覆以	佛 及 誦 彌 陀 經 凡 十 餘 年 一 日 見 有 僧 覆 以 
T51n2072_002:0144a25	緋蓋。曰汝十五日子時往生。問師何人。曰是	緋 蓋 曰 汝 十 五 日 子 時 往 生 問 師 何 人 曰 是 
T51n2072_002:0144a26	汝所念者。婆遂會別諸親。至期有異香光明。	汝 所 念 者 婆 遂 會 別 諸 親 至 期 有 異 香 光 明 
T51n2072_002:0144a27	端坐而逝。七日焚化。齒如白玉。舌如紅蓮。睛	端 坐 而 逝 七 日 焚 化 齒 如 白 玉 舌 如 紅 蓮 睛 
T51n2072_002:0144a28	如葡萄。皆精堅不壞。舍利不可數計。次日焚	如 葡 萄 皆 精 堅 不 壞 舍 利 不 可 數 計 次 日 焚 
T51n2072_002:0144a29	處生一花。如白罌粟云。	處 生 一 花 如 白 罌 粟 云 
T51n2072_002:0144b01	贊曰。諸根不壞。舍利無數。世譏女人五漏之	贊 曰 諸 根 不 壞 舍 利 無 數 世 譏 女 人 五 漏 之 
T51n2072_002:0144b02	體。無乃不可乎。	體 無 乃 不 可 乎 
T51n2072_002:0144b03	鄭氏	鄭 氏 
T51n2072_002:0144b04	宋鄭氏。錢塘人。日課觀音經。念佛不輟。後病	宋 鄭 氏 錢 塘 人 日 課 觀 音 經 念 佛 不 輟 後 病 
T51n2072_002:0144b05	中索浴。浴畢西向坐。問家人云。聞磬聲乎。淨	中 索 浴 浴 畢 西 向 坐 問 家 人 云 聞 磬 聲 乎 淨 
T51n2072_002:0144b06	土諸聖且至。已而合掌喜躍曰。佛菩薩來。觀	土 諸 聖 且 至 已 而 合 掌 喜 躍 曰 佛 菩 薩 來 觀 
T51n2072_002:0144b07	音手執金臺。如來接我登座。遂奄然而化。	音 手 執 金 臺 如 來 接 我 登 座 遂 奄 然 而 化 
T51n2072_002:0144b08	陳氏媼	陳 氏 媼 
T51n2072_002:0144b09	宋陳氏媼。錢塘人。從靈芝律師。受菩薩戒。專	宋 陳 氏 媼 錢 塘 人 從 靈 芝 律 師 受 菩 薩 戒 專 
T51n2072_002:0144b10	心念佛日課千拜。甞有舍利散於經案。臨終	心 念 佛 日 課 千 拜 甞 有 舍 利 散 於 經 案 臨 終 
T51n2072_002:0144b11	見佛來迎。顧語旁人。未及半已凝然不動矣。	見 佛 來 迎 顧 語 旁 人 未 及 半 已 凝 然 不 動 矣 
T51n2072_002:0144b12	黃氏	黃 氏 
T51n2072_002:0144b13	宋黃氏。四明人。早喪夫。因歸父舍。精修淨	宋 黃 氏 四 明 人 早 喪 夫 因 歸 父 舍 精 修 淨 
T51n2072_002:0144b14	業。臨終見佛來迎。結印徐行。儼然立化。家	業 臨 終 見 佛 來 迎 結 印 徐 行 儼 然 立 化 家 
T51n2072_002:0144b15	人篩灰於地。以驗生處。見蓮花一朵生灰中。	人 篩 灰 於 地 以 驗 生 處 見 蓮 花 一 朵 生 灰 中 
T51n2072_002:0144b16	贊曰。燒灰之說未考。但其見佛來迎。結印立	贊 曰 燒 灰 之 說 未 考 但 其 見 佛 來 迎 結 印 立 
T51n2072_002:0144b17	化。高登蓮品必矣。	化 高 登 蓮 品 必 矣 
T51n2072_002:0144b18	王氏夫人	王 氏 夫 人 
T51n2072_002:0144b19	宋荊王夫人王氏。專修淨業。曉夕勤至。給侍	宋 荊 王 夫 人 王 氏 專 修 淨 業 曉 夕 勤 至 給 侍 
T51n2072_002:0144b20	之人。無不則效。惟一妾懈慢。夫人責之。遂悔	之 人 無 不 則 效 惟 一 妾 懈 慢 夫 人 責 之 遂 悔 
T51n2072_002:0144b21	悟精進。忽無疾而逝。致夢他妾云。蒙夫人誨。	悟 精 進 忽 無 疾 而 逝 致 夢 他 妾 云 蒙 夫 人 誨 
T51n2072_002:0144b22	已生安養。夫人未信也。俄而亦夢。與妾同遊	已 生 安 養 夫 人 未 信 也 俄 而 亦 夢 與 妾 同 遊 
T51n2072_002:0144b23	寶池。見一花天衣飄揚。題曰。楊傑一華朝服	寶 池 見 一 花 天 衣 飄 揚 題 曰 楊 傑 一 華 朝 服 
T51n2072_002:0144b24	而坐。題曰。馬圩復見金臺光明晃耀。妾指曰。	而 坐 題 曰 馬 圩 復 見 金 臺 光 明 晃 耀 妾 指 曰 
T51n2072_002:0144b25	此夫人生處也。既覺彌加精進。年八十一。慶	此 夫 人 生 處 也 既 覺 彌 加 精 進 年 八 十 一 慶 
T51n2072_002:0144b26	誕之晨。秉燭然香。望觀音閣而立。左右方具	誕 之 晨 秉 燭 然 香 望 觀 音 閣 而 立 左 右 方 具 
T51n2072_002:0144b27	儀獻壽已立化矣。	儀 獻 壽 已 立 化 矣 
T51n2072_002:0144b28	贊曰。集至此。女人立化。蓋三人焉。金臺晃	贊 曰 集 至 此 女 人 立 化 蓋 三 人 焉 金 臺 晃 
T51n2072_002:0144b29	耀。亦上品之流矣。孰曰閨閣無人哉。	耀 亦 上 品 之 流 矣 孰 曰 閨 閣 無 人 哉 
T51n2072_002:0144c01	馮氏夫人	馮 氏 夫 人 
T51n2072_002:0144c02	宋廣平郡夫人馮氏。少多病。慈受深禪師。教	宋 廣 平 郡 夫 人 馮 氏 少 多 病 慈 受 深 禪 師 教 
T51n2072_002:0144c03	以齋戒念佛。諦信力行十年不怠。忽厭世。人	以 齋 戒 念 佛 諦 信 力 行 十 年 不 怠 忽 厭 世 人 
T51n2072_002:0144c04	怪之曰。清淨界中。失念至此。支那緣盡。行即	怪 之 曰 清 淨 界 中 失 念 至 此 支 那 緣 盡 行 即 
T51n2072_002:0144c05	西歸。何怪之有。臨終氣絕復甦。謂家人曰。吾	西 歸 何 怪 之 有 臨 終 氣 絕 復 甦 謂 家 人 曰 吾 
T51n2072_002:0144c06	已歸淨土。見佛境界。與華嚴十六觀經所說	已 歸 淨 土 見 佛 境 界 與 華 嚴 十 六 觀 經 所 說 
T51n2072_002:0144c07	不異。已而長逝。三日後舉屍如生。異香芬	不 異 已 而 長 逝 三 日 後 舉 屍 如 生 異 香 芬 
