T46n1928_001:0704c12	指要鈔序	指 要 鈔 序 
T46n1928_002:0714b14	德不少、三九不多，至於不可說法門，豈逾於	德 不 少 三 九 不 多 至 於 不可說法 門 豈 逾 於 
T46n1928_002:0714b15	一邪？」二、二與下，約諭明修性體同者。雖明	一 邪 二 二 與 下 約 諭 明 修 性 體 同 者 雖 明 
T46n1928_002:0714b16	修性及智行等別，皆不二而二，故約波水橫	修 性 及 智 行 等 別 皆 不 二 而 二 故 約 波 水 橫 
T46n1928_002:0714b17	竪諭之，仍約合中三法而說，開豈不然？初明	竪 諭 之 仍 約 合 中 三 法 而 說 開 豈 不 然 初 明 
T46n1928_002:0714b18	修二如波、性一如水，二而不二波水可知。修	修 二 如 波 性 一 如 水 二 而 不 二 波 水 可 知 修 
T46n1928_002:0714b19	性既然，修中二法，亦二而不二，同乎波水。問：	性 既 然 修 中 二 法 亦 二 而 不 二 同 乎 波 水 問 
T46n1928_002:0714b20	「修二性一已同波水，修尚即性，豈修中二法	 修 二 性 一 已 同 波 水 修 尚 即 性 豈 修 中 二 法 
T46n1928_002:0714b21	更須約諭融之耶？」答：「如身兩臂雖與身連，臂	更 須 約 諭 融 之 耶 答 如 身 兩 臂 雖 與 身 連 臂 
T46n1928_002:0714b22	自未合，為防此計，故云亦如波水。有本云，亦	自 未 合 為 防 此 計 故 云 亦 如 波 水 有 本 云 亦 
T46n1928_002:0714b23	無波水者，既不成諭，此定訛也。」二、應知下，	無 波 水 者 既 不 成 諭 此 定 訛 也 二 應 知 下 
T46n1928_002:0714b24	修性俱亡正示不二。性指三障等者，既全理	修 性 俱 亡 正 示 不 二 性 指 三 障 等 者 既 全 理 
T46n1928_002:0714b25	成事，乃即障名理，是故立性為三。性既非三	成 事 乃 即 障 名 理 是 故 立 性 為 三 性 既 非 三 
T46n1928_002:0714b26	立三，修性從成亦非三立三，豈唯各定無	立 三 修 性 從 成 亦 非 三 立 三 豈 唯 各 定 無 
T46n1928_002:0714b27	三，抑亦修性體即，如是了達即不動而運，游	三 抑 亦 修 性 體 即 如 是 了 達 即 不 動 而 運 游 
T46n1928_002:0714b28	於四方直至道場，名一妙乘也。問：「性三本具，	於 四 方 直 至 道 場 名 一 妙 乘 也 問 性 三 本 具 
T46n1928_002:0714b29	那言對障名三？」答：「本具妙理若定是三，不能	那 言 對 障 名 三 答 本 具 妙 理 若 定 是 三 不 能 
T46n1928_002:0714c01	作一及無量故，故知立則一多宛然，亡則修	作 一 及 無 量 故 故 知 立 則 一 多 宛 然 亡 則 修 
T46n1928_002:0714c02	性寂矣。今就亡說，豈得將立以難之！」三、結門。	性 寂 矣 今 就 亡 說 豈 得 將 立 以 難 之 三 結 門 
T46n1928_002:0714c03	從前可解。四、因果不二門三：初、標。因果名通，	從 前 可 解 四 因 果 不 二 門 三 初 標 因 果 名 通 
T46n1928_002:0714c04	今就開顯唯約圓論。因從博地至等覺還，果	今 就 開 顯 唯 約 圓 論 因 從 博 地 至 等 覺 還 果 
T46n1928_002:0714c05	唯妙覺，雖通傳立，約極義彊。三千實相未顯	唯 妙 覺 雖 通 傳 立 約 極 義 彊 三 千 實 相 未 顯 
T46n1928_002:0714c06	名因，顯則名果，隱顯雖殊始終常即，故名不	名 因 顯 則 名 果 隱 顯 雖 殊 始 終 常 即 故 名 不 
T46n1928_002:0714c07	二。門義如前。二、眾生下，釋三：初、就圓理明因	二 門 義 如 前 二 眾 生 下 釋 三 初 就 圓 理 明 因 
T46n1928_002:0714c08	果暫存三：初、明始終理一。眾生一往通於因	果 暫 存 三 初 明 始 終 理 一 眾 生 一 往 通 於 因 
T46n1928_002:0714c09	果，佛名無上眾生故，二往則局，因對佛立生	果 佛 名 無 上 眾 生 故 二 往 則 局 因 對 佛 立 生 
T46n1928_002:0714c10	故。生雖在因復通一切，唯取心因是今觀體，	故 生 雖 在 因 復 通 一 切 唯 取 心 因 是 今 觀 體 
T46n1928_002:0714c11	體具三軌是果之性，故名為因。此性若顯名	體 具 三 軌 是 果 之 性 故 名 為 因 此 性 若 顯 名 
T46n1928_002:0714c12	三涅槃，三法體常始終理一。二、若爾下，悟迷	三 涅 槃 三 法 體 常 始 終 理 一 二 若 爾 下 悟 迷 
T46n1928_002:0714c13	事異二：初、問意者，求證果位為成功德，因德	事 異 二 初 問 意 者 求 證 果 位 為 成 功 德 因 德 
T46n1928_002:0714c14	既具何須求果？二、但由下，答意者，因德雖具	既 具 何 須 求 果 二 但 由 下 答 意 者 因 德 雖 具 
T46n1928_002:0714c15	但為在迷，諸法本融執之為實，始從無間終	但 為 在 迷 諸 法 本 融 執 之 為 實 始 從 無 間 終 
T46n1928_002:0714c16	至金剛皆有此念，若不謂實，鐵床非苦、變易	至 金 剛 皆 有 此 念 若 不 謂 實 鐵 床 非 苦 變 易 
T46n1928_002:0714c17	非遷。此念若盡，即名妙覺，故云各自謂實。若	非 遷 此 念 若 盡 即 名 妙 覺 故 云 各 自 謂 實 若 
T46n1928_002:0714c18	了所迷之性有何佛果別生，還證因德，故云	了 所 迷 之 性 有 何 佛 果 別 生 還 證 因 德 故 云 
T46n1928_002:0714c19	住因，而因德顯處自受果名，故約迷悟而分	住 因 而 因 德 顯 處 自 受 果 名 故 約 迷 悟 而 分 
T46n1928_002:0714c20	事殊。三、秖緣下，明事極理亡。理顯等者，對隱	事 殊 三 秖 緣 下 明 事 極 理 亡 理 顯 等 者 對 隱 
T46n1928_002:0714c21	名因、稱顯為果，顯已無對，果名豈存？果能稱	名 因 稱 顯 為 果 顯 已 無 對 果 名 豈 存 果 能 稱 
T46n1928_002:0714c22	實，名尚不存。因既屬權，故宜雙廢。又對因果	實 名 尚 不 存 因 既 屬 權 故 宜 雙 廢 又 對 因 果 
T46n1928_002:0714c23	事立理融之，所對既泯、能融自亡。二、秖由下，	事 立 理 融 之 所 對 既 泯 能 融 自 亡 二 秖 由 下 
T46n1928_002:0714c24	依圓解明修證無得二：初、約法明惑智之體	依 圓 解 明 修 證 無 得 二 初 約 法 明 惑 智 之 體 
T46n1928_002:0714c25	本虛。言亡智者，即上事理頓亡之智方能圓	本 虛 言 亡 智 者 即 上 事 理 頓 亡 之 智 方 能 圓 
T46n1928_002:0714c26	斷，故云秖由。圓人始終用絕待智頓亡諸法，	斷 故 云 秖 由 圓 人 始 終 用 絕 待 智 頓 亡 諸 法 
T46n1928_002:0714c27	理果尚亡，惑何次第？秖由此智功力微著故	理 果 尚 亡 惑 何 次 第 秖 由 此 智 功 力 微 著 故 
T46n1928_002:0714c28	成疎親，由疎親故惑落前後名迷厚薄。智疎	成 疎 親 由 疎 親 故 惑 落 前 後 名 迷 厚 薄 智 疎 
T46n1928_002:0714c29	惑厚，智親惑薄，傳傳明之，此乃約智分惑也。	惑 厚 智 親 惑 薄 傳 傳 明 之 此 乃 約 智 分 惑 也 
T46n1928_002:0715a01	既有厚薄之義，故彊分三惑，又義開六即，名其	既 有 厚 薄 之 義 故 彊 分 三 惑 又 義 開 六 即 名 其 
T46n1928_002:0715a02	亡智淺深。若論亡智了於即理，無一德可修、	亡 智 淺 深 若 論 亡 智 了 於 即 理 無 一 德 可 修 
T46n1928_002:0715a03	無一惑可破，彊名厚薄淺深也。二、故如下，約	無 一 惑 可 破 彊 名 厚 薄 淺 深 也 二 故 如 下 約 
T46n1928_002:0715a04	諭明修證之功不立二：初、明修證功亡。他	諭 明 修 證 之 功 不 立 二 初 明 修 證 功 亡 他 
T46n1928_002:0715a05	云，夢空幻像四皆是諭，以對智斷因果。釋	云 夢 空 幻 像 四 皆 是 諭 以 對 智 斷 因 果 釋 
T46n1928_002:0715a06	意雖即不顯，對法稍似相當。又云，空下須作	意 雖 即 不 顯 對 法 稍 似 相 當 又 云 空 下 須 作 
T46n1928_002:0715a07	此名，其義甚便。蓋言惑體如空但有名字，故	此 名 其 義 甚 便 蓋 言 惑 體 如 空 但 有 名 字 故 
T46n1928_002:0715a08	大乘十諭第四云，虛空者，空但有名而無真	大 乘 十 諭 第 四 云 虛 空 者 空 但 有 名 而 無 真 
T46n1928_002:0715a09	實等。作此冥字，義說雖眾，終恐未親。今秖圖	實 等 作 此 冥 字 義 說 雖 眾 終 恐 未 親 今 秖 圖 
T46n1928_002:0715a10	顯理，豈敢黨情。如予意者，舊文諸字若稍有	顯 理 豈 敢 黨 情 如 予 意 者 舊 文 諸 字 若 稍 有 
T46n1928_002:0715a11	理即便遵行，必諸聖眼洞見我心。儻智短言	理 即 便 遵 行 必 諸 聖 眼 洞 見 我 心 儻 智 短 言 
T46n1928_002:0715a12	疎未能稱理，請諸匠碩示以彈訶。然舉此四	疎 未 能 稱 理 請 諸 匠 碩 示 以 彈 訶 然 舉 此 四 
T46n1928_002:0715a13	諭者，蓋顯圓人妙解，眾德元具萬惑本空，雖	諭 者 蓋 顯 圓 人 妙 解 眾 德 元 具 萬 惑 本 空 雖 
T46n1928_002:0715a14	立證修一一無作，故勤修慧行如夢作，為都無	立 證 修 一 一 無 作 故 勤 修 慧 行 如 夢 作 為 都 無 
T46n1928_002:0715a15	所辨。惑但有名，如空無實，知無即絕。復約智	所 辨 惑 但 有 名 如 空 無 實 知 無 即 絕 復 約 智 
T46n1928_002:0715a16	斷始終以明因果，因無能感故如幻，果非所	斷 始 終 以 明 因 果 因 無 能 感 故 如 幻 果 非 所 
T46n1928_002:0715a17	克故如像，解既稱實，四皆無作。因果既爾，何	克 故 如 像 解 既 稱 實 四 皆 無 作 因 果 既 爾 何 
T46n1928_002:0715a18	有二邪？二、空像下，明德障體異。空惑像果，不	有 二 邪 二 空 像 下 明 德 障 體 異 空 惑 像 果 不 
T46n1928_002:0715a19	實之義雖同，而空但有名，知無永絕，像雖無	實 之 義 雖 同 而 空 但 有 名 知 無 永 絕 像 雖 無 
T46n1928_002:0715a20	性，色相宛然，故云空虛像實也。像實等者，釋	性 色 相 宛 然 故 云 空 虛 像 實 也 像 實 等 者 釋 
T46n1928_002:0715a21	成體異。果德三千非今方得，故論非果。然稱	成 體 異 果 德 三 千 非 今 方 得 故 論 非 果 然 稱 
T46n1928_002:0715a22	本而證，不可泯亡，故云稱理本有。迷即無明，	本 而 證 不 可 泯 亡 故 云 稱 理 本 有 迷 即 無 明 
T46n1928_002:0715a23	無明轉故即變為明，迷名永失轉成性明，故	無 明 轉 故 即 變 為 明 迷 名 永 失 轉 成 性 明 故 
T46n1928_002:0715a24	云迷轉成性。他云，須作性成，若云成性則令	云 迷 轉 成 性 他 云 須 作 性 成 若 云 成 性 則 令 
T46n1928_002:0715a25	果成因也。若爾，後文云，了今無明為法性，豈	果 成 因 也 若 爾 後 文 云 了 今 無 明 為 法 性 豈 
T46n1928_002:0715a26	亦果為因邪？三、是則下，約圓乘明始終不二	亦 果 為 因 邪 三 是 則 下 約 圓 乘 明 始 終 不 二 
T46n1928_002:0715a27	二：初、翻覆對揚明體一。可解。二、所以下，高廣	二 初 翻 覆 對 揚 明 體 一 可 解 二 所 以 下 高 廣 
T46n1928_002:0715a28	無減明不二。大乘因果皆是實相，三千皆實	無 減 明 不 二 大 乘 因 果 皆 是 實 相 三 千 皆 實 
T46n1928_002:0715a29	相相宛然，實相在理為染作因，縱具佛法以	相 相 宛 然 實 相 在 理 為 染 作 因 縱 具 佛 法 以 
T46n1928_002:0715b01	未顯故同名無明。三千離障、八倒不生，一一	未 顯 故 同 名 無 明 三 千 離 障 八 倒 不 生 一 一 
T46n1928_002:0715b02	法門皆成四德，故咸常樂。三千實相皆不變	法 門 皆 成 四 德 故 咸 常 樂 三 千 實 相 皆 不 變 
T46n1928_002:0715b03	性，迷悟理一，如演若多失頭得頭，頭未嘗異，	性 迷 悟 理 一 如 演 若 多 失 頭 得 頭 頭 未 嘗 異 
T46n1928_002:0715b04	故云無明即明。三千世間一一常住，理具三	故 云 無 明 即 明 三 千 世 間 一 一 常 住 理 具 三 
T46n1928_002:0715b05	千俱名為體，變造三千俱名為用，故云俱體	千 俱 名 為 體 變 造 三 千 俱 名 為 用 故 云 俱 體 
T46n1928_002:0715b06	俱用。此四句中，初二明因果各具三千，三明	俱 用 此 四 句 中 初 二 明 因 果 各 具 三 千 三 明 
T46n1928_002:0715b07	因果三千秖一三千，以無改故，四明因果三	因 果 三 千 秖 一 三 千 以 無 改 故 四 明 因 果 三 
T46n1928_002:0715b08	千之體俱能起用，則因中三千起於染用，果	千 之 體 俱 能 起 用 則 因 中 三 千 起 於 染 用 果 
T46n1928_002:0715b09	上三千起於淨用，此第四句明圓最顯。何者？	上 三 千 起 於 淨 用 此 第 四 句 明 圓 最 顯 何 者 
T46n1928_002:0715b10	夫體用之名本相即之義，故凡言諸法即理	夫 體 用 之 名 本 相 即 之 義 故 凡 言 諸 法 即 理 
T46n1928_002:0715b11	者，全用即體方可言即。《輔行》云，即者，《廣雅》云	者 全 用 即 體 方 可 言 即 輔 行 云 即 者 廣 雅 云 
T46n1928_002:0715b12	合也。若依此釋，仍似二物相合，其理猶疎。今	合 也 若 依 此 釋 仍 似 二 物 相 合 其 理 猶 疎 今 
T46n1928_002:0715b13	以義求，體不二故，故名為即(上皆《輔行》文也)。今謂全	以 義 求 體 不 二 故 故 名 為 即 上 皆 輔 行 文 也 今 謂 全 
T46n1928_002:0715b14	體之用方名不二。他宗明一理隨緣作差別	體 之 用 方 名 不 二 他 宗 明 一 理 隨 緣 作 差 別 
T46n1928_002:0715b15	法，差別是無明之相，淳一是真如之相，隨緣	法 差 別 是 無 明 之 相 淳 一 是 真 如 之 相 隨 緣 
T46n1928_002:0715b16	時則有差別，不隨緣時則無差別，故知一性	時 則 有 差 別 不 隨 緣 時 則 無 差 別 故 知 一 性 
T46n1928_002:0715b17	與無明合方有差別，正是合義，非體不二，以	與 無 明 合 方 有 差 別 正 是 合 義 非 體 不 二 以 
T46n1928_002:0715b18	除無明無差別故。今家明三千之體隨緣起	除 無 明 無 差 別 故 今 家 明 三 千 之 體 隨 緣 起 
T46n1928_002:0715b19	三千之用，不隨緣時三千宛爾，故差別法與	三 千 之 用 不 隨 緣 時 三 千 宛 爾 故 差 別 法 與 
T46n1928_002:0715b20	體不二，以除無明有差別故。驗他宗明即，即	體 不 二 以 除 無 明 有 差 別 故 驗 他 宗 明 即 即 
T46n1928_002:0715b21	義不成，以彼佛果唯一真如，須破九界差別	義 不 成 以 彼 佛 果 唯 一 真 如 須 破 九 界 差 別 
T46n1928_002:0715b22	歸佛界一性故。今家以即離分於圓別，不易	歸 佛 界 一 性 故 今 家 以 即 離 分 於 圓 別 不 易 
T46n1928_002:0715b23	研詳，應知不談理具、單說真如隨緣，仍是離	研 詳 應 知 不 談 理 具 單 說 真 如 隨 緣 仍 是 離 
T46n1928_002:0715b24	義。故第一記云，以別教中無性德九，故自他	義 故 第 一 記 云 以 別 教 中 無 性 德 九 故 自 他 
T46n1928_002:0715b25	俱斷九也。若三千世間是性德者，九界無所	俱 斷 九 也 若 三 千 世 間 是 性 德 者 九 界 無 所 
T46n1928_002:0715b26	破，即佛法故，即義方成、圓理始顯。故《金錍》云	破 即 佛 法 故 即 義 方 成 圓 理 始 顯 故 金 錍 云 
T46n1928_002:0715b27	「變義唯二，即是唯圓」，故知具變雙明方名	 變 義 唯 二 即 是 唯 圓 故 知 具 變 雙 明 方 名 
T46n1928_002:0715b28	即是，若隨闕一皆非圓極。荊谿云，他家不明	即 是 若 隨 闕 一 皆 非 圓 極 荊 谿 云 他 家 不 明 
T46n1928_002:0715b29	修性。若以真如一理名性，隨緣差別為修，則	修 性 若 以 真 如 一 理 名 性 隨 緣 差 別 為 修 則 
T46n1928_002:0715c01	荊谿出時甚有人說也。故知他宗極圓，秖云	荊 谿 出 時 甚 有 人 說 也 故 知 他 宗 極 圓 秖 云 
T46n1928_002:0715c02	性起，不云性具。深可思量。又不談性具百界，	性 起 不 云 性 具 深 可 思 量 又 不 談 性 具 百 界 
T46n1928_002:0715c03	但論變造諸法，何名無作邪？世人見予立別	但 論 變 造 諸 法 何 名 無 作 邪 世 人 見 予 立 別 
T46n1928_002:0715c04	教理有隨緣義，惑耳驚心，蓋由不能深究荊	教 理 有 隨 緣 義 惑 耳 驚 心 蓋 由 不 能 深 究 荊 
T46n1928_002:0715c05	谿之意也。且如《記》文釋阿若文中云，別教亦	谿 之 意 也 且 如 記 文 釋 阿 若 文 中 云 別 教 亦 
T46n1928_002:0715c06	得云從無住本立一切法，無明覆理，能覆所	得 云 從 無 住 本 立 一 切 法 無 明 覆 理 能 覆 所 
T46n1928_002:0715c07	覆俱名無住，但即不即異而分教殊。既許所	覆 俱 名 無 住 但 即 不 即 異 而 分 教 殊 既 許 所 
T46n1928_002:0715c08	覆無住，真如安不隨緣，隨緣仍未即者，為非	覆 無 住 真 如 安 不 隨 緣 隨 緣 仍 未 即 者 為 非 
T46n1928_002:0715c09	理具隨緣故也。又云，真如在迷能生九界。若	理 具 隨 緣 故 也 又 云 真 如 在 迷 能 生 九 界 若 
