X55n0907_001:0642c03	禪門章	禪 門 章 
X55n0907_001:0656a09	對治。故止通生諸善。通破惡。故為通門之初。今明止	對 治 故 止 通 生 諸 善 通 破 惡 故 為 通 門 之 初 今 明 止 
X55n0907_001:0656a10	為四義。一明止義。二明立止意。三明修止方法。四明	為 四 義 一 明 止 義 二 明 立 止 意 三 明 修 止 方 法 四 明 
X55n0907_001:0656a11	證止相。止有何義。止即定義。經說有三種定。謂上中	證 止 相 止 有 何 義 止 即 定 義 經 說 有 三 種 定 謂 上 中 
X55n0907_001:0656a12	下。下即十大地中心數定也。心數雖多。隨所向處皆	下 下 即 十 大 地 中 心 數 定 也 心 數 雖 多 隨 所 向 處 皆 
X55n0907_001:0656a13	有此定。故云若無此定。手書異文。口演異言。平地顛	有 此 定 故 云 若 無 此 定 手 書 異 文 口 演 異 言 平 地 顛 
X55n0907_001:0656a14	倒。以有定則不如此。中定者。即是四禪定法也。若修	倒 以 有 定 則 不 如 此 中 定 者 即 是 四 禪 定 法 也 若 修 
X55n0907_001:0656a15	之相應。挺然不亂。如蛇入筒。筒令蛇直。此法亦爾。然	之 相 應 挺 然 不 亂 如 蛇 入 筒 筒 令 蛇 直 此 法 亦 爾 然 
X55n0907_001:0656a16	定能令發定。上定者即法性不動定。無有生滅。自性	定 能 令 發 定 上 定 者 即 法 性 不 動 定 無 有 生 滅 自 性 
X55n0907_001:0656a17	是定。對於生死散動法名法性為定。而此法性亦無	是 定 對 於 生 死 散 動 法 名 法 性 為 定 而 此 法 性 亦 無 
X55n0907_001:0656a18	定無可定。尚無定之可定。何得有散。以無散無定。名	定 無 可 定 尚 無 定 之 可 定 何 得 有 散 以 無 散 無 定 名 
X55n0907_001:0656a19	法性為定(云云)。定既有三。今明止亦有三。一守境止。	法 性 為 定 云 云 定 既 有 三 今 明 止 亦 有 三 一 守 境 止 
X55n0907_001:0656a20	二制心止。三體真止。以有心數隨緣隨處故。故得有	二 制 心 止 三 體 真 止 以 有 心 數 隨 緣 隨 處 故 故 得 有 
X55n0907_001:0656a21	守境隨處得論修止。若處處無止。不可得約無止處	守 境 隨 處 得 論 修 止 若 處 處 無 止 不 可 得 約 無 止 處 
X55n0907_001:0656a22	修止。以有止故得明守境止也。二以有定法故。今明	修 止 以 有 止 故 得 明 守 境 止 也 二 以 有 定 法 故 今 明 
X55n0907_001:0656a23	制心止。若無定法將何制心。以有法故。制心一處無	制 心 止 若 無 定 法 將 何 制 心 以 有 法 故 制 心 一 處 無 
X55n0907_001:0656a24	事不辨。竊起即止。竊起即止心與定合。束持心任運	事 不 辨 竊 起 即 止 竊 起 即 止 心 與 定 合 束 持 心 任 運 
X55n0907_001:0656b01	不散。故得有制心止。三體真止。以有理性不動。無生	不 散 故 得 有 制 心 止 三 體 真 止 以 有 理 性 不 動 無 生 
X55n0907_001:0656b02	無滅理故。今得有體真止。體達理性。性自清淨。湛然	無 滅 理 故 今 得 有 體 真 止 體 達 理 性 性 自 清 淨 湛 然 
X55n0907_001:0656b03	寂絕。無緣無念。緣理入定故言體真止。以此三定義	寂 絕 無 緣 無 念 緣 理 入 定 故 言 體 真 止 以 此 三 定 義 
X55n0907_001:0656b04	故修此三止。問。此三止與止觀三止云何。若是守境	故 修 此 三 止 問 此 三 止 與 止 觀 三 止 云 何 若 是 守 境 
X55n0907_001:0656b05	制心。但是被隨緣方便止耳。以得此隨處有定。故能	制 心 但 是 被 隨 緣 方 便 止 耳 以 得 此 隨 處 有 定 故 能 
X55n0907_001:0656b06	隨入一切非道之處無非佛道。頗有一法無不是定	隨 入 一 切 非 道 之 處 無 非 佛 道 頗 有 一 法 無 不 是 定 
X55n0907_001:0656b07	取。故言方便止。若是體真止即有二義。不含中之真	取 故 言 方 便 止 若 是 體 真 止 即 有 二 義 不 含 中 之 真 
X55n0907_001:0656b08	即通教之體真。含中之真即是別教之體真。若開出	即 通 教 之 體 真 含 中 之 真 即 是 別 教 之 體 真 若 開 出 
X55n0907_001:0656b09	中道即離。為息二邊分別止同異(云云)。	中 道 即 離 為 息 二 邊 分 別 止 同 異 云 云 
X55n0907_001:0656b10	第二明三止大意。何故說此三止。為四悉檀因緣故。	第 二 明 三 止 大 意 何 故 說 此 三 止 為 四 悉 檀 因 緣 故 
X55n0907_001:0656b11	若是世界悉檀者。有橫有竪。橫明世界但說法相。若	若 是 世界悉檀 者 有 橫 有 竪 橫 明 世 界 但 說 法 相 若 
X55n0907_001:0656b12	竪論階位淺深。即有上中下等差別之相。俱是世界	竪 論 階 位 淺 深 即 有 上 中 下 等 差別之相 俱 是 世 界 
X55n0907_001:0656b13	悉檀也。為人者。自有人便宜守不宜制體等。自有人	悉 檀 也 為 人 者 自 有 人 便 宜 守 不 宜 制 體 等 自 有 人 
X55n0907_001:0656b14	便宜制不宜體守。自有人宜體不宜守制(云云)。對治	便 宜 制 不 宜 體 守 自 有 人 宜 體 不 宜 守 制 云 云 對 治 
X55n0907_001:0656b15	者。乍將外守境以破煩惱散心。或將內境制心破外	者 乍 將 外 守 境 以 破 煩 惱 散 心 或 將 內 境 制 心 破 外 
X55n0907_001:0656b16	守境。或將理性止非內非外破於內境及以外境。此	守 境 或 將 理 性 止 非 內 非 外 破 於 內 境 及 以 外 境 此 
X55n0907_001:0656b17	豎明治。自有橫明對治。將守境破散動。治穴鼻無鉤	豎 明 治 自 有 橫 明 對 治 將 守 境 破 散 動 治 穴 鼻 無 鉤 
X55n0907_001:0656b18	之失。或將制心破散動。或將緣理破散動。如是不定。	之 失 或 將 制 心 破 散 動 或 將 緣 理 破 散 動 如 是 不 定 
X55n0907_001:0656b19	此三止各各異相。守境有處可緣。守心但制心而已。	此 三 止 各 各 異 相 守 境 有 處 可 緣 守 心 但 制 心 而 已 
X55n0907_001:0656b20	體真緣理無心無境。對治不同(云云)。第一義者。自有	體 真 緣 理 無 心 無 境 對 治 不 同 云 云 第 一 義 者 自 有 
X55n0907_001:0656b21	人守境不得道體真得道。自有體真不得道守境得	人 守 境 不 得 道 體 真 得 道 自 有 體 真 不 得 道 守 境 得 
X55n0907_001:0656b22	道。故法句經云。有時佛說生法。於無生法得度。復次。	道 故 法 句 經 云 有 時 佛 說 生 法 於 無 生 法 得 度 復 次 
X55n0907_001:0656b23	明修止者。一修守境。二修止制心。三修體真。修守境	明 修 止 者 一 修 守 境 二 修 止 制 心 三 修 體 真 修 守 境 
X55n0907_001:0656b24	者。繫念現前。但取五處。頂上．髮際．鼻．齊．足指。餘非修	者 繫 念 現 前 但 取 五 處 頂 上 髮 際 鼻 齊 足 指 餘 非 修 
X55n0907_001:0656c01	止處。偏故非修處故。但此五處皆是暫時攝繫。各有	止 處 偏 故 非 修 處 故 但 此 五 處 皆 是 暫 時 攝 繫 各 有 
X55n0907_001:0656c02	所宜。不可剩言是長久好境。若浮心動。應繫足指。足	所 宜 不 可 剩 言 是 長 久 好 境 若 浮 心 動 應 繫 足 指 足 
X55n0907_001:0656c03	指亦是修不淨所宜。若心沉昏。應繫緣頂上。若修白	指 亦 是 修 不 淨 所 宜 若 心 沉 昏 應 繫 緣 頂 上 若 修 白 
X55n0907_001:0656c04	骨。應須髮際。若易悟無常。應須鼻隔。若欲安身治病。	骨 應 須 髮 際 若 易 悟 無 常 應 須 鼻 隔 若 欲 安 身 治 病 
X55n0907_001:0656c05	應須緣齊。自行修止亦須五處得宜。若欲化他亦應	應 須 緣 齊 自 行 修 止 亦 須 五 處 得 宜 若 欲 化 他 亦 應 
X55n0907_001:0656c06	用此。但此五。若久在頂。則身輕心怳。久在髮際。自眩	用 此 但 此 五 若 久 在 頂 則 身 輕 心 怳 久 在 髮 際 自 眩 
X55n0907_001:0656c07	心浮。久在足。心沉多睡。各有所患。可意斟酌。守此五	心 浮 久 在 足 心 沉 多 睡 各 有 所 患 可 意 斟 酌 守 此 五 
X55n0907_001:0656c08	境以守其心。令心不散。譬如彌猴鏁之於柱。及以五	境 以 守 其 心 令 心 不 散 譬 如 彌 猴 鏁 之 於 柱 及 以 五 
X55n0907_001:0656c09	鏁不令離柱。守心亦爾。雖復五處移易。不令心散。若	鏁 不 令 離 柱 守 心 亦 爾 雖 復 五 處 移 易 不 令 心 散 若 
X55n0907_001:0656c10	猴疲極依柱而眠。眠即夢心。只如是繫之不散。心則	猴 疲 極 依 柱 而 眠 眠 即 夢 心 只 如 是 繫 之 不 散 心 則 
X55n0907_001:0656c11	入定。定則發生種種諸禪定。又譬如未調猴不可教	入 定 定 則 發 生 種 種 諸 禪 定 又 譬 如 未 調 猴 不 可 教 
X55n0907_001:0656c12	詔。若調善。教化伎能。心亦如是。未被止攝不可為觀。	詔 若 調 善 教 化 伎 能 心 亦 如 是 未 被 止 攝 不 可 為 觀 
X55n0907_001:0656c13	既止定已可令入觀(云云)。又若宿命修白骨。於髮際	既 止 定 已 可 令 入 觀 云 云 又 若 宿 命 修 白 骨 於 髮 際 
X55n0907_001:0656c14	即相應。別先修不淨。即於足指應。若齊下守。名為氣	即 相 應 別 先 修 不 淨 即 於 足 指 應 若 齊 下 守 名 為 氣 
X55n0907_001:0656c15	海。氣出始此。氣入趣此。譬如海水。水趣之。湖出之。若	海 氣 出 始 此 氣 入 趣 此 譬 如 海 水 水 趣 之 湖 出 之 若 
X55n0907_001:0656c16	觀檢此氣。雖趣無處所。雖出無根源。緣此修止。心道	觀 檢 此 氣 雖 趣 無 處 所 雖 出 無 根 源 緣 此 修 止 心 道 
X55n0907_001:0656c17	下向。兼能治救病也。修制心止者。向來為外境馳蕩。	下 向 兼 能 治 救 病 也 修 制 心 止 者 向 來 為 外 境 馳 蕩 
X55n0907_001:0656c18	以內境守之。非心內外。何可以境守之。心是靈智之	以 內 境 守 之 非 心 內 外 何 可 以 境 守 之 心 是 靈 智 之 
X55n0907_001:0656c19	法。煩惱起即制。即制名制心止。譬如調馬已可繫之	法 煩 惱 起 即 制 即 制 名 制 心 止 譬 如 調 馬 已 可 繫 之 
X55n0907_001:0656c20	於柱但騎之而制調。若前透亦動。後縮亦動。左傍右	於 柱 但 騎 之 而 制 調 若 前 透 亦 動 後 縮 亦 動 左 傍 右 
X55n0907_001:0656c21	傍隨動隨動。動已馬方得調。堪可乘御。去住自在。心	傍 隨 動 隨 動 動 已 馬 方 得 調 堪 可 乘 御 去 住 自 在 心 
X55n0907_001:0656c22	馬亦爾。欻起即制。隨其起處即便制之。心若得止。乃	馬 亦 爾 欻 起 即 制 隨 其 起 處 即 便 制 之 心 若 得 止 乃 
X55n0907_001:0656c23	可入觀。若人不騎此馬。不知其性。騎之方覺。人不生	可 入 觀 若 人 不 騎 此 馬 不 知 其 性 騎 之 方 覺 人 不 生 
X55n0907_001:0656c24	禪。不知其心。攝之則知。是故名制心止。制若非住。即	禪 不 知 其 心 攝 之 則 知 是 故 名 制 心 止 制 若 非 住 即 
X55n0907_001:0657a01	須凝心。譬如翔鳥之翅住其細靜。令禪得發。前守境	須 凝 心 譬 如 翔 鳥 之 翅 住 其 細 靜 令 禪 得 發 前 守 境 
X55n0907_001:0657a02	止亦如是。若非想餘解。亦住其靜住。譬如獼猴眠時。	止 亦 如 是 若 非 想 餘 解 亦 住 其 靜 住 譬 如 獼 猴 眠 時 
X55n0907_001:0657a03	勿以杖策(云云)。	勿 以 杖 策 云 云 
X55n0907_001:0657a04	第三體真止。如偈云。息心達本原。故號為沙門。心空	第 三 體 真 止 如 偈 云 息 心 達 本 原 故 號 為 沙 門 心 空 
X55n0907_001:0657a05	無主。無主即是無性。自他性．共性．無因性。若是四性	無 主 無 主 即 是 無 性 自 他 性 共 性 無 因 性 若 是 四 性 
X55n0907_001:0657a06	可得有主。今心無此四性。是故無主。故云無明體性	可 得 有 主 今 心 無 此 四 性 是 故 無 主 故 云 無 明 體 性 
X55n0907_001:0657a07	本自不生。妄想因緣和合而生。是故約因成相續相	本 自 不 生 妄 想 因緣和合 而 生 是 故 約 因 成 相 續 相 
X55n0907_001:0657a08	待。四句檢之不見其性。無故即真。體心即真。即事而	待 四 句 檢 之 不 見 其 性 無 故 即 真 體 心 即 真 即 事 而 
X55n0907_001:0657a09	真。若有心可制可守。今既無心無性。制何所止。譬如	真 若 有 心 可 制 可 守 今 既 無 心 無 性 制 何 所 止 譬 如 
X55n0907_001:0657a10	颺炎無實。何所壅遏防止其非。是故體真相如此。又	颺 炎 無 實 何 所 壅 遏 防 止 其 非 是 故 體 真 相 如 此 又 
X55n0907_001:0657a11	守境制心名為愚夫禪。體真止名為推義禪。緣真如	守 境 制 心 名 為 愚 夫 禪 體 真 止 名 為 推 義 禪 緣 真 如 
X55n0907_001:0657a12	禪名如來禪。四句檢實不可得名推義禪。念念入法	禪 名 如 來 禪 四 句 檢 實 不 可 得 名 推 義 禪 念 念 入 法 
X55n0907_001:0657a13	流名緣真。湛然寂照名如來禪。	流 名 緣 真 湛 然 寂 照 名 如 來 禪 
X55n0907_001:0657a14	第四證止者。舊云餘禪門。從未到地。的有所發而止。	第 四 證 止 者 舊 云 餘 禪 門 從 未 到 地 的 有 所 發 而 止 
X55n0907_001:0657a15	是通發諸禪。通發諸惡。亦無的有所證。而金齒三藏	是 通 發 諸 禪 通 發 諸 惡 亦 無 的 有 所 證 而 金 齒 三 藏 
X55n0907_001:0657a16	明別有證相。即是五輪。一地。二水。三風。四金沙。五金	明 別 有 證 相 即 是 五 輪 一 地 二 水 三 風 四 金 沙 五 金 
X55n0907_001:0657a17	剛。若因止發地輪禪者。如地遍能生一切。此禪出生	剛 若 因 止 發 地 輪 禪 者 如 地 遍 能 生 一 切 此 禪 出 生 
X55n0907_001:0657a18	既廣。不可的用一相制名。總而言之名為地輪。即對	既 廣 不 可 的 用 一 相 制 名 總 而 言 之 名 為 地 輪 即 對 
X55n0907_001:0657a19	未到定也。地雖能生。不得水不生。今水輪禪能潤漬	未 到 定 也 地 雖 能 生 不 得 水 不 生 今 水 輪 禪 能 潤 漬 
X55n0907_001:0657a20	遍生一切事禪。故總用水輪為名。即對初禪也。風輪	遍 生 一 切 事 禪 故 總 用 水 輪 為 名 即 對 初 禪 也 風 輪 
X55n0907_001:0657a21	與空相依。如風行空。此風三昧行空無礙。即是伏惑。	與 空 相 依 如 風 行 空 此 風 三 昧 行 空 無 礙 即 是 伏 惑 
X55n0907_001:0657a22	似於真道風能破壞故。破諸見。成伏道。又能搖動發	似 於 真 道 風 能 破 壞 故 破 諸 見 成 伏 道 又 能 搖 動 發 
X55n0907_001:0657a23	生成似道故。即對五方便位。若入真道。名金沙輪。對	生 成 似 道 故 即 對 五 方 便 位 若 入 真 道 名 金 沙 輪 對 
X55n0907_001:0657a24	見道。若斷思惟盡。名金剛輪。即對無學道。通稱輪者。	見 道 若 斷 思 惟 盡 名 金 剛 輪 即 對 無 學 道 通 稱 輪 者 
X55n0907_001:0657b01	轉也。從下趣上。隔凡成聖。是為五輪次第之相也。若	轉 也 從 下 趣 上 隔 凡 成 聖 是 為 五 輪 次 第 之 相 也 若 
X55n0907_001:0657b02	約三藏五輪。多從繫緣止入地輪。從制心止發水輪。	約 三 藏 五 輪 多 從 繫 緣 止 入 地 輪 從 制 心 止 發 水 輪 
X55n0907_001:0657b03	繫緣止不發水輪。若發宿習。所不論耳。非是修繫緣	繫 緣 止 不 發 水 輪 若 發 宿 習 所 不 論 耳 非 是 修 繫 緣 
X55n0907_001:0657b04	能發也。又水輪亦不發風輪。從體真止發。此止通發	能 發 也 又 水 輪 亦 不 發 風 輪 從 體 真 止 發 此 止 通 發 
X55n0907_001:0657b05	止三輪也。若通教。多從體真止發五輪。修上下自發	止 三 輪 也 若 通 教 多 從 體 真 止 發 五 輪 修 上 下 自 發 
X55n0907_001:0657b06	或是宿習(云云)。約別教者。體中道之止。發前五種輪。	或 是 宿 習 云 云 約 別 教 者 體 中 道 之 止 發 前 五 種 輪 
X55n0907_001:0657b07	止成方便道。入金沙即初地。妙覺名金剛輪。若圓教	止 成 方 便 道 入 金 沙 即 初 地 妙 覺 名 金 剛 輪 若 圓 教 
X55n0907_001:0657b08	體中道真。前通別五輪。只風輪方便道是六根淨位。	體 中 道 真 前 通 別 五 輪 只 風 輪 方 便 道 是 六 根 淨 位 
X55n0907_001:0657b09	若發金沙即是初住。金剛即妙覺。若開善無金剛心。	若 發 金 沙 即 是 初 住 金 剛 即 妙 覺 若 開 善 無 金 剛 心 
X55n0907_001:0657b10	莊嚴有之。有者無礙道因轉即成佛智。仁王云。釋迦	莊 嚴 有 之 有 者 無 礙 道 因 轉 即 成 佛 智 仁 王 云 釋 迦 
X55n0907_001:0657b11	入寂定金剛三昧。故知果亦金剛。前兩教就後心菩	入 寂 定 金 剛 三 昧 故 知 果 亦 金 剛 前 兩 教 就 後 心 菩 
X55n0907_001:0657b12	薩及佛俱得此名。二乘無礙解脫亦受。若別教初地	薩 及 佛 俱 得 此 名 二 乘 無礙解脫 亦 受 若 別 教 初 地 
X55n0907_001:0657b13	已去。圓教初住去。因果得受耳。仁王大有家辨之。或	已 去 圓 教 初 住 去 因 果 得 受 耳 仁 王 大 有 家 辨 之 或 
X55n0907_001:0657b14	後心或七地。或初地或初住。若不將四教往判經文。	後 心 或 七 地 或 初 地 或 初 住 若 不 將 四 教 往 判 經 文 
X55n0907_001:0657b15	云何釋耶。若真諦三藏諸師說有金剛之惑。為金剛	云 何 釋 耶 若 真 諦 三 藏 諸 師 說 有 金 剛 之 惑 為 金 剛 
X55n0907_001:0657b16	智所破。此或如金剛破難可破。若還白羊角龜甲即	智 所 破 此 或 如 金 剛 破 難 可 破 若 還 白 羊 角 龜 甲 即 
X55n0907_001:0657b17	碎。此惑亦爾。餘智無如之何。得金剛智破(云云)。復次。	碎 此 惑 亦 爾 餘 智 無 如 之 何 得 金 剛 智 破 云 云 復 次 
