T54n2126_001:0234a10	僧史略序	僧 史 略 序 
T54n2126_002:0247c22	夫得果之人且無限劑。出家之士豈有司存。	夫 得 果 之 人 且 無 限 劑 出 家 之 士 豈 有 司 存 
T54n2126_002:0247c23	既來文物之朝。須設紏繩之任。其有見優閑	既 來 文 物 之 朝 須 設 紏 繩 之 任 其 有 見 優 閑 
T54n2126_002:0247c24	而競入懼徭役以奔來。輒爾冐名實非高士。	而 競 入 懼 徭 役 以 奔 來 輒 爾 冐 名 實 非 高 士 
T54n2126_002:0247c25	僧之內律豈能御其風牛佚馬邪。故設僧局	僧 之 內 律 豈 能 御 其 風 牛 佚 馬 邪 故 設 僧 局 
T54n2126_002:0247c26	以綰之。立名籍以紀之。周隋之世。無得而知。	以 綰 之 立 名 籍 以 紀 之 周 隋 之 世 無 得 而 知 
T54n2126_002:0247c27	唐來主張方聞附麗。文宗大和四年正月。祠	唐 來 主 張 方 聞 附 麗 文 宗 大 和 四 年 正 月 祠 
T54n2126_002:0247c28	部請天下僧尼冐名非正度者。具名申省。各	部 請 天 下 僧 尼 冐 名 非 正 度 者 具 名 申 省 各 
T54n2126_002:0247c29	給省牒。以憑入籍時入申名者。計七十萬。	給 省 牒 以 憑 入 籍 時 入 申 名 者 計 七 十 萬 
T54n2126_002:0248a01	造帳入籍。自大和五年始也。若然者。前豈無	造 帳 入 籍 自 大 和 五 年 始 也 若 然 者 前 豈 無 
T54n2126_002:0248a02	籍帳邪。監福曹昭玄寺崇玄署。將何統斷僧	籍 帳 邪 監 福 曹 昭 玄 寺 崇 玄 署 將 何 統 斷 僧 
T54n2126_002:0248a03	務乎。對曰。勘造僧帳。體度不同。或逐寺總	務 乎 對 曰 勘 造 僧 帳 體 度 不 同 或 逐 寺 總 
T54n2126_002:0248a04	知。或隨州別錄。或單名轉數。或納牒改添。故	知 或 隨 州 別 錄 或 單 名 轉 數 或 納 牒 改 添 故 
T54n2126_002:0248a05	不同也。然則出時君之好惡。乃入籍之解張。	不 同 也 然 則 出 時 君 之 好 惡 乃 入 籍 之 解 張 
T54n2126_002:0248a06	今大宋用周顯德條貫。三年一造。著于律令	今 大 宋 用 周 顯 德 條 貫 三 年 一 造 著 于 律 令 
T54n2126_002:0248a07	也。	也 
T54n2126_002:0248a08	大宋僧史略卷中	大 宋 僧 史 略 卷 中 
T54n2126_003:0248a11	大宋僧史略卷下(咸平二年重更修理)	大 宋 僧 史 略 卷 下 咸 平 二 年 重 更 修 理 
T54n2126_003:0248a13	右街僧錄通慧大師贊寧奉　勅撰	右 街 僧 錄 通 慧 大 師 贊 寧 奉 勅 撰 
T54n2126_003:0248a14	四十一誕辰談論(內齋附)四十二賜僧紫衣	四 十 一 誕 辰 談 論 內 齋 附 四 十 二 賜 僧 紫 衣 
T54n2126_003:0248a15	四十三賜師號(德號附)四十四內供奉并引駕	四 十 三 賜 師 號 德 號 附 四 十 四 內 供 奉 并 引 駕 
T54n2126_003:0248a16	四十五封授官秩四十六方等戒壇	四 十 五 封 授 官 秩 四 十 六 方 等 戒 壇 
T54n2126_003:0248a17	四十七結社法集四十八賜夏臘	四 十 七 結 社 法 集 四 十 八 賜 夏 臘 
T54n2126_003:0248a18	四十九對王者稱謂五十臨壇法位	四 十 九 對 王 者 稱 謂 五 十 臨 壇 法 位 
T54n2126_003:0248a19	五十一度僧規利五十二賜諡號	五 十 一 度 僧 規 利 五 十 二 賜 諡 號 
T54n2126_003:0248a20	五十三菩薩僧五十四得道證果(尼附)	五 十 三 菩 薩 僧 五 十 四 得 道 證 果 尼 附 
T54n2126_003:0248a21	五十五大秦末尼五十六駕頭床子	五 十 五 大 秦 末 尼 五 十 六 駕 頭 床 子 
T54n2126_003:0248a22	五十七城闍天王五十八上元放燈	五 十 七 城 闍 天 王 五 十 八 上 元 放 燈 
T54n2126_003:0248a23	五十九總論	五 十 九 總 論 
T54n2126_003:0248a24	誕辰談論	誕 辰 談 論 
T54n2126_003:0248a25	昔漢祖與盧綰同日生。有奉酒饌相遺。此為	昔 漢 祖 與 盧 綰 同 日 生 有 奉 酒 饌 相 遺 此 為 
T54n2126_003:0248a26	慶生之權輿也。後則束帛壺酒。孩兒服玩。以	慶 生 之 權 輿 也 後 則 束 帛 壺 酒 孩 兒 服 玩 以 
T54n2126_003:0248a27	加祝賀。大則玉帛長生久視之意。屬干物品。	加 祝 賀 大 則 玉 帛 長 生 久 視 之 意 屬 干 物 品 
T54n2126_003:0248a28	以為慶生之豐禮也。及聞佛法中有弭災延	以 為 慶 生 之 豐 禮 也 及 聞 佛 法 中 有 弭 災 延 
T54n2126_003:0248a29	命之說。則以佛事為慶也。元魏後周隋世。多	命 之 說 則 以 佛 事 為 慶 也 元 魏 後 周 隋 世 多 
T54n2126_003:0248b01	召名行廣學僧。與儒道對論。悅視王道。亦慶	召 名 行 廣 學 僧 與 儒 道 對 論 悅 視 王 道 亦 慶 
T54n2126_003:0248b02	生之美事矣。唐高宗召賈公彥於御前。與道	生 之 美 事 矣 唐 高 宗 召 賈 公 彥 於 御 前 與 道 
T54n2126_003:0248b03	士沙門講說經義。德宗誕日御麟德殿。命許	士 沙 門 講 說 經 義 德 宗 誕 日 御 麟 德 殿 命 許 
T54n2126_003:0248b04	孟容等。登座與釋老之徒講論。貞元十二年	孟 容 等 登 座 與 釋 老 之 徒 講 論 貞 元 十 二 年 
T54n2126_003:0248b05	四月誕日。御麟德殿。詔給事中徐岱兵部郎	四 月 誕 日 御 麟 德 殿 詔 給 事 中 徐 岱 兵 部 郎 
T54n2126_003:0248b06	中趙需及許孟容韋渠牟。與道士葛參成沙	中 趙 需 及 許 孟 容 韋 渠 牟 與 道 士 葛 參 成 沙 
T54n2126_003:0248b07	門談筵等二十人。講論三教。渠牟最辯給。文	門 談 筵 等 二 十 人 講 論 三 教 渠 牟 最 辯 給 文 
T54n2126_003:0248b08	宗九月誕日。召白居易。與僧惟澄道士趙常	宗 九 月 誕 日 召 白 居 易 與 僧 惟 澄 道 士 趙 常 
T54n2126_003:0248b09	盈。於麟德殿談論。居易論難鋒起。辭辯泉注。	盈 於 麟 德 殿 談 論 居 易 論 難 鋒 起 辭 辯 泉 注 
T54n2126_003:0248b10	上疑宿構。深嗟揖之。莊宗代有僧錄慧江。與	上 疑 宿 構 深 嗟 揖 之 莊 宗 代 有 僧 錄 慧 江 與 
T54n2126_003:0248b11	道門程紫霄談論。互相切磋謔浪嘲戲。以悅	道 門 程 紫 霄 談 論 互 相 切 磋 謔 浪 嘲 戲 以 悅 
T54n2126_003:0248b12	帝焉。莊宗自好吟唱。雖行營軍中。亦携法師	帝 焉 莊 宗 自 好 吟 唱 雖 行 營 軍 中 亦 携 法 師 
T54n2126_003:0248b13	談讚。或時嘲挫。每誕辰飯僧。則內殿論義明	談 讚 或 時 嘲 挫 每 誕 辰 飯 僧 則 內 殿 論 義 明 
T54n2126_003:0248b14	宗。石晉之時。僧錄雲辯多於誕日談讚。皇帝	宗 石 晉 之 時 僧 錄 雲 辯 多 於 誕 日 談 讚 皇 帝 
T54n2126_003:0248b15	親坐累對論議。至大宋太祖朝。天下務繁。乃	親 坐 累 對 論 議 至 大 宋 太 祖 朝 天 下 務 繁 乃 
T54n2126_003:0248b16	罷斯務。止重僧講。三學為上。此無乃太厚重	罷 斯 務 止 重 僧 講 三 學 為 上 此 無 乃 太 厚 重 
T54n2126_003:0248b17	而貞實乎。	而 貞 實 乎 
T54n2126_003:0248b18	內齋附	內 齋 附 
T54n2126_003:0248b19	皇帝誕日。詔選高德僧。入內殿賜食加厚嚫。	皇 帝 誕 日 詔 選 高 德 僧 入 內 殿 賜 食 加 厚 嚫 
T54n2126_003:0248b20	尋文起於後魏之間。多延上達。用徼福壽。唐	尋 文 起 於 後 魏 之 間 多 延 上 達 用 徼 福 壽 唐 
T54n2126_003:0248b21	自代宗。置內道場。每年降聖節召名僧。入飯	自 代 宗 置 內 道 場 每 年 降 聖 節 召 名 僧 入 飯 
T54n2126_003:0248b22	嚫。謂之內齋。及文宗大和七年十月。改慶	嚫 謂 之 內 齋 及 文 宗 大 和 七 年 十 月 改 慶 
T54n2126_003:0248b23	成節。勅停僧道內齋。至武宗初年。重置內道	成 節 勅 停 僧 道 內 齋 至 武 宗 初 年 重 置 內 道 
T54n2126_003:0248b24	場。并設內齋。僧道獻壽。會昌四年六月。停內	場 并 設 內 齋 僧 道 獻 壽 會 昌 四 年 六 月 停 內 
T54n2126_003:0248b25	齋及內長生道場。宣宗即位元年六月二十	齋 及 內 長 生 道 場 宣 宗 即 位 元 年 六 月 二 十 
T54n2126_003:0248b26	二日。勅復置內齋。許僧道獻壽。梁祖開平三	二 日 勅 復 置 內 齋 許 僧 道 獻 壽 梁 祖 開 平 三 
T54n2126_003:0248b27	年大明節日。帝御文明殿。設僧齋。宰臣翰林	年 大 明 節 日 帝 御 文 明 殿 設 僧 齋 宰 臣 翰 林 
T54n2126_003:0248b28	學士預之。我大宋皇帝誕節。兩街僧錄道錄	學 士 預 之 我 大 宋 皇 帝 誕 節 兩 街 僧 錄 道 錄 
T54n2126_003:0248b29	首座并公薦兩街分僧賜紫衣師號。了便同	首 座 并 公 薦 兩 街 分 僧 賜 紫 衣 師 號 了 便 同 
T54n2126_003:0248c01	賜齋。又聞晉漢周帝生日。設百僧後量滅令	賜 齋 又 聞 晉 漢 周 帝 生 日 設 百 僧 後 量 滅 令 
T54n2126_003:0248c02	數人而已。	數 人 而 已 
T54n2126_003:0248c03	賜僧紫衣	賜 僧 紫 衣 
T54n2126_003:0248c04	古之所貴名與器焉。賜人服章。極則朱紫。綠	古 之 所 貴 名 與 器 焉 賜 人 服 章 極 則 朱 紫 綠 
T54n2126_003:0248c05	皂黃綬乃為降次。故曰加紫綬。必得金章。令	皂 黃 綬 乃 為 降 次 故 曰 加 紫 綬 必 得 金 章 令 
T54n2126_003:0248c06	僧但受其紫而不金也(方袍非綬)尋諸史。僧衣赤黃	僧 但 受 其 紫 而 不 金 也 方 袍 非 綬 尋 諸 史 僧 衣 赤 黃 
T54n2126_003:0248c07	黑青等色。不聞朱紫。案唐書。則天朝有僧法	黑 青 等 色 不 聞 朱 紫 案 唐 書 則 天 朝 有 僧 法 
T54n2126_003:0248c08	朗等。重譯大雲經。陳符命言。則天是彌勒下	朗 等 重 譯 大 雲 經 陳 符 命 言 則 天 是 彌 勒 下 
T54n2126_003:0248c09	生為閻浮提主。唐氏合微。故由之革薜稱周	生 為 閻 浮 提 主 唐 氏 合 微 故 由 之 革 薜 稱 周 
T54n2126_003:0248c10	(新大雲經曰。終後生彌勒宮。不言則天是彌勒)法朗薜懷義九人並封縣	 新 大 雲 經 曰 終 後 生 彌 勒 宮 不 言 則 天 是 彌 勒 法 朗 薜 懷 義 九 人 並 封 縣 
T54n2126_003:0248c11	公。賜物有差。皆賜紫袈裟銀龜帒。其大雲經	公 賜 物 有 差 皆 賜 紫 袈 裟 銀 龜 帒 其 大 雲 經 
T54n2126_003:0248c12	頒於天下寺。各藏一本。令高座講說。賜紫自	頒 於 天 下 寺 各 藏 一 本 令 高 座 講 說 賜 紫 自 
T54n2126_003:0248c13	此始也。觀新唐書言。大雲是偽經則非也。此	此 始 也 觀 新 唐 書 言 大 雲 是 偽 經 則 非 也 此 
T54n2126_003:0248c14	經晉朝已譯舊本便云女王。于時豈有天后	經 晉 朝 已 譯 舊 本 便 云 女 王 于 時 豈 有 天 后 
T54n2126_003:0248c15	耶。蓋因重譯故。有厚誣加。以挾薜懷義。在其	耶 蓋 因 重 譯 故 有 厚 誣 加 以 挾 薜 懷 義 在 其 
T54n2126_003:0248c16	間致招譏誚也。則天之後中宗朝。以胡僧慧	間 致 招 譏 誚 也 則 天 之 後 中 宗 朝 以 胡 僧 慧 
T54n2126_003:0248c17	範修寺之功封縣公。不行紫服。睿宗時亦無	範 修 寺 之 功 封 縣 公 不 行 紫 服 睿 宗 時 亦 無 
T54n2126_003:0248c18	聞焉。玄宗友愛頗至。以寧王疾遣中使尚藥。	聞 焉 玄 宗 友 愛 頗 至 以 寧 王 疾 遣 中 使 尚 藥 
T54n2126_003:0248c19	馳騖旁午唯僧崇憲醫效。帝悅賜緋袍魚袋	馳 騖 旁 午 唯 僧 崇 憲 醫 效 帝 悅 賜 緋 袍 魚 袋 
T54n2126_003:0248c20	(賜緋魚袋唯憲一人)又開元二十年九月中。波斯王遣大	 賜 緋 魚 袋 唯 憲 一 人 又 開 元 二 十 年 九 月 中 波 斯 王 遣 大 
T54n2126_003:0248c21	德僧及烈至唐(及烈僧名)勅賜紫袈裟一副帛五十	德 僧 及 烈 至 唐 及 烈 僧 名 勅 賜 紫 袈 裟 一 副 帛 五 十 
T54n2126_003:0248c22	匹。遣還本國。天寶末。沙門道平住金城縣寺。	匹 遣 還 本 國 天 寶 末 沙 門 道 平 住 金 城 縣 寺 
T54n2126_003:0248c23	遇祿山逆亂。玄宗幸蜀。肅宗過寺。平懇勸	遇 祿 山 逆 亂 玄 宗 幸 蜀 肅 宗 過 寺 平 懇 勸 
T54n2126_003:0248c24	論兵靈武。收復長安。肅宗遂以兵屬之。用為	論 兵 靈 武 收 復 長 安 肅 宗 遂 以 兵 屬 之 用 為 
T54n2126_003:0248c25	左金吾大將軍。至臨皐遇賊大戰。累次立功。	左 金 吾 大 將 軍 至 臨 皐 遇 賊 大 戰 累 次 立 功 
T54n2126_003:0248c26	後還乞為僧。勅配崇福興慶兩寺。賜紫衣入	後 還 乞 為 僧 勅 配 崇 福 興 慶 兩 寺 賜 紫 衣 入 
T54n2126_003:0248c27	內。奏對為常。代宗永泰年中。章敬寺僧崇慧	內 奏 對 為 常 代 宗 永 泰 年 中 章 敬 寺 僧 崇 慧 
T54n2126_003:0248c28	與道士角術。告勝中官鞏庭玉。宣賜紫衣一	與 道 士 角 術 告 勝 中 官 鞏 庭 玉 宣 賜 紫 衣 一 
T54n2126_003:0248c29	副(除魚袋也)次鎮國寺梵僧紀陀。年六百歲。臨終遣	副 除 魚 袋 也 次 鎮 國 寺 梵 僧 紀 陀 年 六 百 歲 臨 終 遣 
T54n2126_003:0249a01	弟子。奉衣鉢上皇帝。勅賜紫衣焉。德宗歸心	弟 子 奉 衣 鉢 上 皇 帝 勅 賜 紫 衣 焉 德 宗 歸 心 
T54n2126_003:0249a02	釋氏。詔法師端甫。入內殿與儒道論義。賜	釋 氏 詔 法 師 端 甫 入 內 殿 與 儒 道 論 義 賜 
T54n2126_003:0249a03	紫方袍。順宗憲宗穆宗文宗武宗皆行此賜	紫 方 袍 順 宗 憲 宗 穆 宗 文 宗 武 宗 皆 行 此 賜 
T54n2126_003:0249a04	(尋僧名。未見耳)。東觀奏記曰。大中中。大安國寺釋修	 尋 僧 名 未 見 耳 東 觀 奏 記 曰 大 中 中 大 安 國 寺 釋 修 
T54n2126_003:0249a05	會能詩。嘗應制。才思清拔。一日聞帝乞紫衣。	會 能 詩 嘗 應 制 才 思 清 拔 一 日 聞 帝 乞 紫 衣 
T54n2126_003:0249a06	帝曰。不於汝吝耶。觀若相有缺然。故未賜也。	帝 曰 不 於 汝 吝 耶 觀 若 相 有 缺 然 故 未 賜 也 
T54n2126_003:0249a07	及賜歸寺。暴疾而卒。大中四年六月二十二	及 賜 歸 寺 暴 疾 而 卒 大 中 四 年 六 月 二 十 二 
T54n2126_003:0249a08	日降誕節。內殿禪大德並賜紫。追福院主宗	日 降 誕 節 內 殿 禪 大 德 並 賜 紫 追 福 院 主 宗 
T54n2126_003:0249a09	茞亦賜紫。次有沙州巡禮僧悟真至京。及大	茞 亦 賜 紫 次 有 沙 州 巡 禮 僧 悟 真 至 京 及 大 
T54n2126_003:0249a10	德玄暢句當藏經。各賜紫。又法乾寺都撿挍	德 玄 暢 句 當 藏 經 各 賜 紫 又 法 乾 寺 都 撿 挍 
T54n2126_003:0249a11	僧從暕賜紫。帝幸莊嚴寺禮佛牙。靈慧律師	僧 從 暕 賜 紫 帝 幸 莊 嚴 寺 禮 佛 牙 靈 慧 律 師 
T54n2126_003:0249a12	賜紫。崇福寺叡川賜紫。懿宗咸通四年。有西	賜 紫 崇 福 寺 叡 川 賜 紫 懿 宗 咸 通 四 年 有 西 
T54n2126_003:0249a13	涼府僧法信。進百法論疏抄。勘實賜紫。十一	涼 府 僧 法 信 進 百 法 論 疏 抄 勘 實 賜 紫 十 一 
T54n2126_003:0249a14	年十一月十四日延慶節。兩街僧道赴內。於	年 十 一 月 十 四 日 延 慶 節 兩 街 僧 道 赴 內 於 
T54n2126_003:0249a15	麟德殿講論。可孚賜紫。又日本國僧圓載住	麟 德 殿 講 論 可 孚 賜 紫 又 日 本 國 僧 圓 載 住 
T54n2126_003:0249a16	西明寺。辭迴本國。賜紫遣還。十二年延慶節。	西 明 寺 辭 迴 本 國 賜 紫 遣 還 十 二 年 延 慶 節 
T54n2126_003:0249a17	內殿講論。左街清韻思禮雲卿等五人。右街	內 殿 講 論 左 街 清 韻 思 禮 雲 卿 等 五 人 右 街 
T54n2126_003:0249a18	幼章慧暉清遠等四人。並賜紫(尋街分。各賜紫衣。自咸通始也)	幼 章 慧 暉 清 遠 等 四 人 並 賜 紫 尋 街 分 各 賜 紫 衣 自 咸 通 始 也 
T54n2126_003:0249a19	僖宗昭宗賜諸道所薦僧紫衣極多不錄。梁	僖 宗 昭 宗 賜 諸 道 所 薦 僧 紫 衣 極 多 不 錄 梁 
T54n2126_003:0249a20	祖乾化元年十一月。有迴紇入朝僧凝盧宜	祖 乾 化 元 年 十 一 月 有 迴 紇 入 朝 僧 凝 盧 宜 
T54n2126_003:0249a21	李思宜延籛等。各賜紫還蕃。又潭州僧法思。	李 思 宜 延 籛 等 各 賜 紫 還 蕃 又 潭 州 僧 法 思 
T54n2126_003:0249a22	桂州僧歸真。面乞賜紫。莊宗喜賜僧紫衣。晉	桂 州 僧 歸 真 面 乞 賜 紫 莊 宗 喜 賜 僧 紫 衣 晉 
T54n2126_003:0249a23	漢周皆爾。今大宋唯誕節賜也。其或內道場	漢 周 皆 爾 今 大 宋 唯 誕 節 賜 也 其 或 內 道 場 
T54n2126_003:0249a24	僧已著紫。又賜紫羅衣三事。謂之重賜。若偏	僧 已 著 紫 又 賜 紫 羅 衣 三 事 謂 之 重 賜 若 偏 
T54n2126_003:0249a25	霸諸國。賜與亦同。偽蜀時。雲南國遣內供奉	霸 諸 國 賜 與 亦 同 偽 蜀 時 雲 南 國 遣 內 供 奉 
T54n2126_003:0249a26	崇聖寺主。賜紫銀鉢。僧充通好使焉。後蠻士	崇 聖 寺 主 賜 紫 銀 鉢 僧 充 通 好 使 焉 後 蠻 士 
T54n2126_003:0249a27	有上者賜金鉢。猶中國賜銀魚也。倭國則賜	有 上 者 賜 金 鉢 猶 中 國 賜 銀 魚 也 倭 國 則 賜 
T54n2126_003:0249a28	僧傳燈法師之號。高麗賜僧紫衣。則以金銀	僧 傳 燈 法 師 之 號 高 麗 賜 僧 紫 衣 則 以 金 銀 
T54n2126_003:0249a29	鉤施於紉上。甄別高下也。	鉤 施 於 紉 上 甄 別 高 下 也 
T54n2126_003:0249b01	賜師號	賜 師 號 
T54n2126_003:0249b02	師號謂賜某大師也。遠起梁武帝號婁約法	師 號 謂 賜 某 大 師 也 遠 起 梁 武 帝 號 婁 約 法 
T54n2126_003:0249b03	師。次隋煬帝號智顗禪師。並為智者。而無大	師 次 隋 煬 帝 號 智 顗 禪 師 並 為 智 者 而 無 大 
T54n2126_003:0249b04	師二字。唐中宗號萬迴為法雲公(加公一字)玄宗開	師 二 字 唐 中 宗 號 萬 迴 為 法 雲 公 加 公 一 字 玄 宗 開 
T54n2126_003:0249b05	元中。有慧日法師。中宗朝得度師義淨。游西	元 中 有 慧 日 法 師 中 宗 朝 得 度 師 義 淨 游 西 
T54n2126_003:0249b06	域迴進真容梵夾。帝悅賜號慈敏。亦未行大	域 迴 進 真 容 梵 夾 帝 悅 賜 號 慈 敏 亦 未 行 大 
T54n2126_003:0249b07	師之字。穆宗朝。天平軍節度使劉總奏乞出	師 之 字 穆 宗 朝 天 平 軍 節 度 使 劉 總 奏 乞 出 
T54n2126_003:0249b08	家賜紫衣。號大覺師(止師一字)至懿宗咸通十一年	家 賜 紫 衣 號 大 覺 師 止 師 一 字 至 懿 宗 咸 通 十 一 年 
T54n2126_003:0249b09	十一月十四日延慶節。因談論。左街雲顥賜	十 一 月 十 四 日 延 慶 節 因 談 論 左 街 雲 顥 賜 
T54n2126_003:0249b10	三慧大師。右街僧徹賜淨光大師。可孚法智	三 慧 大 師 右 街 僧 徹 賜 淨 光 大 師 可 孚 法 智 
T54n2126_003:0249b11	大師重謙青蓮大師。賜師號懿宗朝始也	大 師 重 謙 青 蓮 大 師 賜 師 號 懿 宗 朝 始 也 
T54n2126_003:0249b12	(分明言某大師。見五運圖)僖宗朝有僧錄雲皓大師。昭宗	 分 明 言 某 大 師 見 五 運 圖 僖 宗 朝 有 僧 錄 雲 皓 大 師 昭 宗 
T54n2126_003:0249b13	朝有圓明大師。梁革唐命。賜靈武道寅尤等。	朝 有 圓 明 大 師 梁 革 唐 命 賜 靈 武 道 寅 尤 等 
T54n2126_003:0249b14	為證慧大師。賜吳越國徑山洪諲。為法濟大	為 證 慧 大 師 賜 吳 越 國 徑 山 洪 諲 為 法 濟 大 
