T54n2130_001:0981a05	翻梵語	翻 梵 語 
T54n2130_006:1019b05	摩訶那伽(譯曰摩者大那伽者龍亦云象也)　華嚴經第一卷	摩 訶 那 伽 譯 曰 摩 者 大 那 伽 者 龍 亦 云 象 也 華 嚴 經 第 一 卷 
T54n2130_006:1019b06	福伽羅(譯曰人也)　第十三卷	福 伽 羅 譯 曰 人 也 第 十 三 卷 
T54n2130_006:1019b07	須達拏(譯曰好施)　第十六卷	須 達 拏 譯 曰 好 施 第 十 六 卷 
T54n2130_006:1019b08	純陀(應云准陀　譯曰妙義)　大般涅槃經第一卷	純 陀 應 云 准 陀 譯 曰 妙 義 大 般 涅 槃 經 第 一 卷 
T54n2130_006:1019b09	闡提(譯曰直意作也)　第四卷	闡 提 譯 曰 直 意 作 也 第 四 卷 
T54n2130_006:1019b10	瞿師羅(譯曰聲也)　第六卷	瞿 師 羅 譯 曰 聲 也 第 六 卷 
T54n2130_006:1019b11	摩訶斯那達多(譯曰與大軍也)　第十四卷	摩 訶 斯 那 達 多 譯 曰 與 大 軍 也 第 十 四 卷 
T54n2130_006:1019b12	般遮尸(應云般遮尸佉　譯曰五髻)　第十七卷	般 遮 尸 應 云 般 遮 尸 佉 譯 曰 五 髻 第 十 七 卷 
T54n2130_006:1019b13	鴦崛魔(應云鴦崛利魔羅　譯曰指鬘花也)	鴦 崛 魔 應 云 鴦 崛 利 魔 羅 譯 曰 指 鬘 花 也 
T54n2130_006:1019b14	阿那分提(應云阿那他邠陀亦那邠持　譯曰阿那陀者孤邠陀者給)	阿 那 分 提 應 云 阿 那 他 邠 陀 亦 那 邠 持 譯 曰 阿 那 陀 者 孤 邠 陀 者 給 
T54n2130_006:1019b15	富多羅(應云佛多羅　譯曰子也)	富 多 羅 應 云 佛 多 羅 譯 曰 子 也 
T54n2130_006:1019b16	摩訶那伽(譯曰大龍)　第二十一卷	摩 訶 那 伽 譯 曰 大 龍 第 二 十 一 卷 
T54n2130_006:1019b17	鉢楗陀(應云鉢臘多楗陀　譯曰鉢臘多者至楗陀者香)	鉢 楗 陀 應 云 鉢 臘 多 楗 陀 譯 曰 鉢 臘 多 者 至 楗 陀 者 香 
T54n2130_006:1019b18	阿坻耶(應云阿體耶　譯曰何者不體耶者欲取)	阿 坻 耶 應 云 阿 體 耶 譯 曰 何 者 不 體 耶 者 欲 取 
T54n2130_006:1019b19	珊檀那舍(應云珊檀梨舍耶　譯曰珊者正檀梨舍耶者見)　第二十七卷	珊 檀 那 舍 應 云 珊 檀 梨 舍 耶 譯 曰 珊 者 正 檀 梨 舍 耶 者 見 第 二 十 七 卷 
T54n2130_006:1019b20	祇陀(譯曰勝也)　第二十七卷	祇 陀 譯 曰 勝 也 第 二 十 七 卷 
T54n2130_006:1019b21	迦羅富(應云迦多富　譯曰臰也)　第二十九卷	迦 羅 富 應 云 迦 多 富 譯 曰 臰 也 第 二 十 九 卷 
T54n2130_006:1019b22	施婆羅(應云施（始來反）婆羅　譯曰薀藻)	施 婆 羅 應 云 施 始 來 反 婆 羅 譯 曰 薀 藻 
T54n2130_006:1019b23	彌迦羅(譯曰金帶)	彌 迦 羅 譯 曰 金 帶 
T54n2130_006:1019b24	半闍羅(譯曰籠亦云獄)	半 闍 羅 譯 曰 籠 亦 云 獄 
T54n2130_006:1019c01	跋波(譯曰父也)　第三十一卷	跋 波 譯 曰 父 也 第 三 十 一 卷 
T54n2130_006:1019c02	瞿和離(亦云瞿波離亦云物和離　譯曰瞿者牛也波離者守)　第三十二卷	瞿 和 離 亦 云 瞿 波 離 亦 云 物 和 離 譯 曰 瞿 者 牛 也 波 離 者 守 第 三 十 二 卷 
T54n2130_006:1019c03	坻舍(亦云帝奢　譯曰光亦云大)	坻 舍 亦 云 帝 奢 譯 曰 光 亦 云 大 
T54n2130_006:1019c04	舍勒(譯曰衣也)	舍 勒 譯 曰 衣 也 
T54n2130_006:1019c05	質多(譯曰意亦云心)　增一阿含第一卷	質 多 譯 曰 意 亦 云 心 增 一 阿 含 第 一 卷 
T54n2130_006:1019c06	乾提阿藍(應云乾陀阿藍　譯曰香林)	乾 提 阿 藍 應 云 乾 陀 阿 藍 譯 曰 香 林 
T54n2130_006:1019c07	優波掘(應云優波掘多　譯曰大護)	優 波 掘 應 云 優 波 掘 多 譯 曰 大 護 
T54n2130_006:1019c08	呵侈羅婆(應云呵侈羅破　譯曰呵侈者失羅破者利)	呵 侈 羅 婆 應 云 呵 侈 羅 破 譯 曰 呵 侈 者 失 羅 破 者 利 
T54n2130_006:1019c09	闍利(譯曰光也)	闍 利 譯 曰 光 也 
T54n2130_006:1019c10	須達(應云須達多　譯曰好與)	須 達 應 云 須 達 多 譯 曰 好 與 
T54n2130_006:1019c11	毘裘(應云毘梨裘　譯曰坑塹亦云重也)	毘 裘 應 云 毘 梨 裘 譯 曰 坑 塹 亦 云 重 也 
T54n2130_006:1019c12	優波離(譯曰大護亦云近護)	優 波 離 譯 曰 大 護 亦 云 近 護 
T54n2130_006:1019c13	殊提(應云殊邸　譯曰明也)	殊 提 應 云 殊 邸 譯 曰 明 也 
T54n2130_006:1019c14	優迦毘舍離(應云優伽羅毘舍羅　譯曰優伽羅者最上毘舍羅者廣博)	優 迦 毘 舍 離 應 云 優 伽 羅 毘 舍 羅 譯 曰 優 伽 羅 者 最 上 毘 舍 羅 者 廣 博 
T54n2130_006:1019c15	摩呵納(應云摩訶那摩亦云摩訶男　譯曰大名)	摩 呵 納 應 云 摩 訶 那 摩 亦 云 摩 訶 男 譯 曰 大 名 
T54n2130_006:1019c16	拔陀(譯曰賢亦云大)	拔 陀 譯 曰 賢 亦 云 大 
T54n2130_006:1019c17	毘闍先(應云毘闍斯那　譯曰勝軍)	毘 闍 先 應 云 毘 闍 斯 那 譯 曰 勝 軍 
T54n2130_006:1019c18	難提波羅(譯曰喜護)	難 提 波 羅 譯 曰 喜 護 
T54n2130_006:1019c19	優多羅(譯曰勝也)	優 多 羅 譯 曰 勝 也 
T54n2130_006:1019c20	拘夷那竭摩羅(應云拘尸那伽羅末羅　譯曰拘尸者茅那伽羅者城末羅者力)	拘 夷 那 竭 摩 羅 應 云 拘 尸 那 伽 羅 末 羅 譯 曰 拘 尸 者 茅 那 伽 羅 者 城 末 羅 者 力 
T54n2130_006:1019c21	提婆達兜(應云提婆多達　譯曰天與)	提 婆 達 兜 應 云 提 婆 多 達 譯 曰 天 與 
T54n2130_006:1019c22	婆羅留支(譯曰勝樂（五教反）)	婆 羅 留 支 譯 曰 勝 樂 五 教 反 
T54n2130_006:1019c23	薩羅陀(應云賖羅陀　譯曰清明)	薩 羅 陀 應 云 賖 羅 陀 譯 曰 清 明 
T54n2130_006:1019c24	孫陀羅諦利(譯曰陀羅者好諦利者女)　第三分	孫 陀 羅 諦 利 譯 曰 陀 羅 者 好 諦 利 者 女 第 三 分 
T54n2130_006:1020a01	阿那律(應云阿那律陀　譯曰無障)	阿 那 律 應 云 阿 那 律 陀 譯 曰 無 障 
T54n2130_006:1020a02	梵摩踰(譯曰淨命)	梵 摩 踰 譯 曰 淨 命 
T54n2130_006:1020a03	羅云(應云羅睺　譯曰障日)	羅 云 應 云 羅 睺 譯 曰 障 日 
T54n2130_006:1020a04	避支(應云具支歌　譯曰獨覺)	避 支 應 云 具 支 歌 譯 曰 獨 覺 
T54n2130_006:1020a05	瞿蜜(應云瞿蜜多羅　譯曰天死)　第五卷	瞿 蜜 應 云 瞿 蜜 多 羅 譯 曰 天 死 第 五 卷 
T54n2130_006:1020a06	鍮婆(應云私鍮[卄/(其*皮)]　譯曰塔也)	鍮 婆 應 云 私 鍮 [卄其皮] 譯 曰 塔 也 
T54n2130_006:1020a07	孫陀利(譯曰可愛)	孫 陀 利 譯 曰 可 愛 
T54n2130_006:1020a08	拘絺羅(譯曰勝也)　第六卷	拘 絺 羅 譯 曰 勝 也 第 六 卷 
T54n2130_006:1020a09	優踰藍弗羅(應云優陀羅今羅磨弗多羅　譯曰優陀羅今羅多磨者獺戲弗多羅者子)	優 踰 藍 弗 羅 應 云 優 陀 羅 今 羅 磨 弗 多 羅 譯 曰 優 陀 羅 今 羅 多 磨 者 獺 戲 弗 多 羅 者 子 
T54n2130_006:1020a10	姦荼(譯曰根也)	姦 荼 譯 曰 根 也 
T54n2130_006:1020a11	耶若達(應云耶若達多亦云近若達多　譯曰耶若者坊德達多者與)	耶 若 達 應 云 耶 若 達 多 亦 云 近 若 達 多 譯 曰 耶 若 者 坊 德 達 多 者 與 
T54n2130_006:1020a12	優此伽(應云優波伽　譯曰近行)	優 此 伽 應 云 優 波 伽 譯 曰 近 行 
T54n2130_006:1020a13	優留毘(譯曰木苽)	優 留 毘 譯 曰 木 苽 
T54n2130_006:1020a14	阿若拘隣(譯曰阿若者已知拘隣者姓)	阿 若 拘 隣 譯 曰 阿 若 者 已 知 拘 隣 者 姓 
T54n2130_006:1020a15	伽夷(譯曰歌也)	伽 夷 譯 曰 歌 也 
T54n2130_006:1020a16	優陀耶(亦云優陀夷　譯曰起也)	優 陀 耶 亦 云 優 陀 夷 譯 曰 起 也 
T54n2130_006:1020a17	梵摩達(亦云梵摩達哆　譯曰淨與)　第十卷	梵 摩 達 亦 云 梵 摩 達 哆 譯 曰 淨 與 第 十 卷 
T54n2130_006:1020a18	不奢蜜(應云不奢蜜多羅　譯曰不奢者問[旋方+木]蜜多羅者友)　第十一卷	不 奢 蜜 應 云 不 奢 蜜 多 羅 譯 曰 不 奢 者 問 [旋方木] 蜜 多 羅 者 友 第 十 一 卷 
T54n2130_006:1020a19	優般尼蹉(應云尼賖　譯曰大夜)	優 般 尼 蹉 應 云 尼 賖 譯 曰 大 夜 
T54n2130_006:1020a20	尼蹉(應云尼賖　譯曰夜也)	尼 蹉 應 云 尼 賖 譯 曰 夜 也 
T54n2130_006:1020a21	伽羅(譯曰頸也)	伽 羅 譯 曰 頸 也 
T54n2130_006:1020a22	優般伽羅(應云優波伽羅　譯曰大頸)	優 般 伽 羅 應 云 優 波 伽 羅 譯 曰 大 頸 
T54n2130_006:1020a23	波迦梨(應云薄迦利　譯曰樹皮)	波 迦 梨 應 云 薄 迦 利 譯 曰 樹 皮 
T54n2130_006:1020a24	甄陀羅(應云甄那羅　譯曰是人非人)　第十二卷	甄 陀 羅 應 云 甄 那 羅 譯 曰 是 人 非 人 第 十 二 卷 
T54n2130_006:1020b01	比波羅耶檀那(應云阿路波羅耶檀那　譯曰意欲施也)　第十四卷	比 波 羅 耶 檀 那 應 云 阿 路 波 羅 耶 檀 那 譯 曰 意 欲 施 也 第 十 四 卷 
T54n2130_006:1020b02	阿羅婆(譯曰不語)	阿 羅 婆 譯 曰 不 語 
T54n2130_006:1020b03	毘流勒(應云毘流離　譯曰兩反長也)　第十七卷	毘 流 勒 應 云 毘 流 離 譯 曰 兩 反 長 也 第 十 七 卷 
T54n2130_006:1020b04	僧伽摩(譯曰聚合)　第十九卷	僧 伽 摩 譯 曰 聚 合 第 十 九 卷 
T54n2130_006:1020b05	頭摩(譯曰烟也)　第二十卷	頭 摩 譯 曰 烟 也 第 二 十 卷 
T54n2130_006:1020b06	婆利沙迦羅婆(譯曰婆利沙者雨迦羅者時婆者有也)　第二十三卷	婆 利 沙 迦 羅 婆 譯 曰 婆 利 沙 者 雨 迦 羅 者 時 婆 者 有 也 第 二 十 三 卷 
T54n2130_006:1020b07	婆陀(譯曰論義)	婆 陀 譯 曰 論 義 
T54n2130_006:1020b08	優波帝奢(譯曰憂波者大帝奢者光亦云大也)　第二十四卷	優 波 帝 奢 譯 曰 憂 波 者 大 帝 奢 者 光 亦 云 大 也 第 二 十 四 卷 
T54n2130_006:1020b09	阿夷湍(應云阿夷他　譯曰來也)	阿 夷 湍 應 云 阿 夷 他 譯 曰 來 也 
T54n2130_006:1020b10	婆沙(應云婆（婆可反）沙　譯曰語也)	婆 沙 應 云 婆 婆 可 反 沙 譯 曰 語 也 
T54n2130_006:1020b11	婆休迦栴延(應云頗樓復迦栴延　譯曰頗樓復者不實迦栴延者姓)	婆 休 迦 栴 延 應 云 頗 樓 復 迦 栴 延 譯 曰 頗 樓 復 者 不 實 迦 栴 延 者 姓 
T54n2130_006:1020b12	素摩典(應云須摩典　譯曰須者好摩典者意亦云智也)	素 摩 典 應 云 須 摩 典 譯 曰 須 者 好 摩 典 者 意 亦 云 智 也 
T54n2130_006:1020b13	毘盧持(應云毘盧也　譯曰不相和也)	毘 盧 持 應 云 毘 盧 也 譯 曰 不 相 和 也 
T54n2130_006:1020b14	嗜婆伽(譯曰壽者亦云命者)	嗜 婆 伽 譯 曰 壽 者 亦 云 命 者 
T54n2130_006:1020b15	摩醯提利(應云摩顯陀羅　譯曰大天主也)	摩 醯 提 利 應 云 摩 顯 陀 羅 譯 曰 大 天 主 也 
T54n2130_006:1020b16	盧迦延(應云盧迦延那　譯曰世法耶見)　第二十六卷	盧 迦 延 應 云 盧 迦 延 那 譯 曰 世 法 耶 見 第 二 十 六 卷 
T54n2130_006:1020b17	尸利堀(應云尸利堀多亦云尸利仇多　譯曰吉護)　第二十七卷	尸 利 堀 應 云 尸 利 堀 多 亦 云 尸 利 仇 多 譯 曰 吉 護 第 二 十 七 卷 
T54n2130_006:1020b18	刦毘羅(譯曰益也)　第二十九卷	刦 毘 羅 譯 曰 益 也 第 二 十 九 卷 
T54n2130_006:1020b19	翅寗(應云翅那　譯曰護也)　第三十卷	翅 寗 應 云 翅 那 譯 曰 護 也 第 三 十 卷 
T54n2130_006:1020b20	跋提婆羅(譯曰賢力)	跋 提 婆 羅 譯 曰 賢 力 
T54n2130_006:1020b21	毘那(經曰無畏)　第三十一卷	毘 那 經 曰 無 畏 第 三 十 一 卷 
T54n2130_006:1020b22	脩梵摩(譯曰好淨)　第三十三卷	脩 梵 摩 譯 曰 好 淨 第 三 十 三 卷 
T54n2130_006:1020b23	羈舍(譯曰髮也)　中阿含第三卷	羈 舍 譯 曰 髮 也 中 阿 含 第 三 卷 
T54n2130_006:1020b24	波羅窂(應云波羅盧歌　譯曰彼世)　第四卷	波 羅 窂 應 云 波 羅 盧 歌 譯 曰 彼 世 第 四 卷 
T54n2130_006:1020c01	郁加(譯曰威德)　第九卷	郁 加 譯 曰 威 德 第 九 卷 
T54n2130_006:1020c02	洗尼頻鞞娑羅(譯曰洗尼者軍頻鞞者謨娑羅者力)　第十一卷	洗 尼 頻 鞞 娑 羅 譯 曰 洗 尼 者 軍 頻 鞞 者 謨 娑 羅 者 力 第 十 一 卷 
T54n2130_006:1020c03	尼彌(譯曰輪也)　第十四卷	尼 彌 譯 曰 輪 也 第 十 四 卷 
T54n2130_006:1020c04	蜱肆(譯曰遣使)　第十六卷	蜱 肆 譯 曰 遣 使 第 十 六 卷 
T54n2130_006:1020c05	遮羅(譯曰動也)　第二十一卷	遮 羅 譯 曰 動 也 第 二 十 一 卷 
T54n2130_006:1020c06	優簸遮羅(譯曰大動)	優 簸 遮 羅 譯 曰 大 動 
T54n2130_006:1020c07	麗[木*制](應云麗[木*制]毘　譯曰細滑)	麗 [木制]應云麗[木制] 毘 譯 曰 細 滑 
T54n2130_006:1020c08	周那他(應云修那陀　譯曰好聲)　第二十三卷	周 那 他 應 云 修 那 陀 譯 曰 好 聲 第 二 十 三 卷 
T54n2130_006:1020c09	高羅婆(應云拘羅婆　譯曰作亦云姓)　第二十九卷	高 羅 婆 應 云 拘 羅 婆 譯 曰 作 亦 云 姓 第 二 十 九 卷 
T54n2130_006:1020c10	傍耆舍(譯曰共領國也)	傍 耆 舍 譯 曰 共 領 國 也 
T54n2130_006:1020c11	須涅牟梨破群那(應云涅槃多羅牟梨群濯　譯曰脩涅多羅者好眼牟梨者根破群那	須 涅 牟 梨 破 群 那 應 云 涅 槃 多 羅 牟 梨 群 濯 譯 曰 脩 涅 多 羅 者 好 眼 牟 梨 者 根 破 群 那 
T54n2130_006:1020c12	者星名)　第三十卷	者 星 名 第 三 十 卷 
T54n2130_006:1020c13	毘遮延哆(譯曰勝殿)	毘 遮 延 哆 譯 曰 勝 殿 
T54n2130_006:1020c14	那遊哆(應云那由他　譯者曰數名也)	那 遊 哆 應 云 那 由 他 譯 者 曰 數 名 也 
T54n2130_006:1020c15	阿羅那遮(譯曰大也)	阿 羅 那 遮 譯 曰 大 也 
T54n2130_006:1020c16	瞿陀梨舍哆(譯曰瞿者天亦云牛陀梨舍多者見)	瞿 陀 梨 舍 哆 譯 曰 瞿 者 天 亦 云 牛 陀 梨 舍 多 者 見 
T54n2130_006:1020c17	薩哆富樓奚哆(應云薩埵富羅奚哆　譯曰薩埵者眾生富羅者滿奚哆者意)	薩 哆 富 樓 奚 哆 應 云 薩 埵 富 羅 奚 哆 譯 曰 薩 埵 者 眾 生 富 羅 者 滿 奚 哆 者 意 
T54n2130_006:1020c18	賴吒和羅(亦云賴吒波羅亦云羅吒波羅　譯曰賴吒者國波羅者護)	賴 吒 和 羅 亦 云 賴 吒 波 羅 亦 云 羅 吒 波 羅 譯 曰 賴 吒 者 國 波 羅 者 護 
T54n2130_006:1020c19	　第三十一卷	 第 三 十 一 卷 
T54n2130_006:1020c20	拘窂婆(應云拘未欺　譯曰惡友)	拘 窂 婆 應 云 拘 未 欺 譯 曰 惡 友 
T54n2130_006:1020c21	耽浮樓(譯曰天樂岳)　第三十三卷	耽 浮 樓 譯 曰 天 樂 岳 第 三 十 三 卷 
T54n2130_006:1020c22	歌羅摩納(應云歌羅摩那婆　譯曰季少淨行亦云人也)　第三十五卷	歌 羅 摩 納 應 云 歌 羅 摩 那 婆 譯 曰 季 少 淨 行 亦 云 人 也 第 三 十 五 卷 
T54n2130_006:1020c23	欝瘦歌羅(應云伊瘦歌羅　譯曰伊瘦者箭歌羅者作)　第三十七卷	欝 瘦 歌 羅 應 云 伊 瘦 歌 羅 譯 曰 伊 瘦 者 箭 歌 羅 者 作 第 三 十 七 卷 
T54n2130_006:1020c24	[髟/首]開提(應云須楗陀　譯曰好香)	[髟首] 開 提 應 云 須 楗 陀 譯 曰 好 香 
T54n2130_006:1021a01	梵波羅(譯曰淨護)	梵 波 羅 譯 曰 淨 護 
T54n2130_006:1021a02	阿蘭那梵摩(譯曰阿蘭那者寂靜梵摩者淨)	阿 蘭 那 梵 摩 譯 曰 阿 蘭 那 者 寂 靜 梵 摩 者 淨 
T54n2130_006:1021a03	婆私吒(亦云婆私又　譯曰婆私吒者最勝)	婆 私 吒 亦 云 婆 私 又 譯 曰 婆 私 吒 者 最 勝 
T54n2130_006:1021a04	耆婆先那(譯曰耆婆者命先那者軍)　第四十五卷	耆 婆 先 那 譯 曰 耆 婆 者 命 先 那 者 軍 第 四 十 五 卷 
T54n2130_006:1021a05	跋陀阿漯貝(應云跋陀羅阿漯波　譯曰跋陀羅者賢阿漯婆者不坊)	跋 陀 阿 漯 貝 應 云 跋 陀 羅 阿 漯 波 譯 曰 跋 陀 羅 者 賢 阿 漯 婆 者 不 坊 
T54n2130_006:1021a06	　第五十卷	 第 五 十 卷 
T54n2130_006:1021a07	阿梨吒[口*祭]帝(譯曰阿梨吒者樹者[口*祭]帝者國亦云聚)	阿 梨 吒 [口祭]帝譯曰阿梨吒者樹者[口祭] 帝 者 國 亦 云 聚 
T54n2130_006:1021a08	弗那婆脩(應云富那婆脩亦云那婆藪　譯曰富那者滿婆脩者寶)	弗 那 婆 脩 應 云 富 那 婆 脩 亦 云 那 婆 藪 譯 曰 富 那 者 滿 婆 脩 者 寶 
T54n2130_006:1021a09	　第五十一卷	 第 五 十 一 卷 
T54n2130_006:1021a10	阿寄舍那(應云阿耆膩鞞舍那　譯曰阿耆膩者火鞞舍那者入)　第五十二卷	阿 寄 舍 那 應 云 阿 耆 膩 鞞 舍 那 譯 曰 阿 耆 膩 者 火 鞞 舍 那 者 入 第 五 十 二 卷 
T54n2130_006:1021a11	鷄和哆(應云枳跋多　譯者曰殺魚人)　第五十四卷	鷄 和 哆 應 云 枳 跋 多 譯 者 曰 殺 魚 人 第 五 十 四 卷 
T54n2130_006:1021a12	哺利多(譯曰炙也)　第五十五卷	哺 利 多 譯 曰 炙 也 第 五 十 五 卷 
T54n2130_006:1021a13	阿羅羅(譯曰無鬢)　第五十六卷	阿 羅 羅 譯 曰 無 鬢 第 五 十 六 卷 
T54n2130_006:1021a14	迦羅摩(譯者曰姓)	迦 羅 摩 譯 者 曰 姓 
T54n2130_006:1021a15	欝陀羅(譯曰勝也)	欝 陀 羅 譯 曰 勝 也 
T54n2130_006:1021a16	槃頭(譯曰親族)　長阿含第一分	槃 頭 譯 曰 親 族 長 阿 含 第 一 分 
T54n2130_006:1021a17	周那(亦云呪那亦云朱那　譯曰碎也)　第三卷	周 那 亦 云 呪 那 亦 云 朱 那 譯 曰 碎 也 第 三 卷 
T54n2130_006:1021a18	加陵伽(譯者曰國名也)	加 陵 伽 譯 者 曰 國 名 也 
T54n2130_006:1021a19	毘伽陀(譯曰無語)	毘 伽 陀 譯 曰 無 語 
T54n2130_006:1021a20	遮椄(譯曰光也)	遮 椄 譯 曰 光 也 
T54n2130_006:1021a21	藪婆頭(譯曰善言論也)	藪 婆 頭 譯 曰 善 言 論 也 
T54n2130_006:1021a22	陀梨舍菟(應云陀梨舍那　譯曰見也)	陀 梨 舍 菟 應 云 陀 梨 舍 那 譯 曰 見 也 
T54n2130_006:1021a23	藪達梨舍菟(譯曰好見)	藪 達 梨 舍 菟 譯 曰 好 見 
T54n2130_006:1021a24	耶輸多樓(譯曰耶輸者名聞多樓者樹名)	耶 輸 多 樓 譯 曰 耶 輸 者 名 聞 多 樓 者 樹 名 
T54n2130_006:1021b01	摩納(亦云摩那婆　譯曰摩那婆者少年淨行)　第十三卷	摩 納 亦 云 摩 那 婆 譯 曰 摩 那 婆 者 少 年 淨 行 第 十 三 卷 
T54n2130_006:1021b02	首迦摩納都耶(應云首迦摩耶婆都耶　譯曰首迦者鸚鵡摩耶婆者如上說都耶者父)	首 迦 摩 納 都 耶 應 云 首 迦 摩 耶 婆 都 耶 譯 曰 首 迦 者 鸚 鵡 摩 耶 婆 者 如 上 說 都 耶 者 父 
T54n2130_006:1021b03	　第十五卷	 第 十 五 卷 
T54n2130_006:1021b04	跋祗末羅蘇摩(譯曰跋祗者有伴末羅者力蘇摩者月)	跋 祗 末 羅 蘇 摩 譯 曰 跋 祗 者 有 伴 末 羅 者 力 蘇 摩 者 月 
T54n2130_006:1021b05	須尼陀(譯曰善謀略也)	須 尼 陀 譯 曰 善 謀 略 也 
T54n2130_006:1021b06	波浮陀栴那(應云波羅浮陀迦栴延那　譯曰波羅浮陀者曰在迦栴延那者姓)	波 浮 陀 栴 那 應 云 波 羅 浮 陀 迦 栴 延 那 譯 曰 波 羅 浮 陀 者 曰 在 迦 栴 延 那 者 姓 
T54n2130_006:1021b07	　第十七卷	 第 十 七 卷 
T54n2130_006:1021b08	漫提(譯曰懈怠)	漫 提 譯 曰 懈 怠 
T54n2130_006:1021b09	若(而夜反)夷毘羅梨(應云若夷毘羅邏　譯曰若夷者如法毘羅邏者不蜜)	若 而 夜 反 夷 毘 羅 梨 應 云 若 夷 毘 羅 邏 譯 曰 若 夷 者 如 法 毘 羅 邏 者 不 蜜 
T54n2130_006:1021b10	輸屢那(譯曰腹也)　雜阿含第一卷	輸 屢 那 譯 曰 腹 也 雜 阿 含 第 一 卷 
T54n2130_006:1021b11	尸婆弗多羅(亦云尸婆利子　譯曰尸婆者安隱不多羅者子)　第九卷	尸 婆 弗 多 羅 亦 云 尸 婆 利 子 譯 曰 尸 婆 者 安 隱 不 多 羅 者 子 第 九 卷 
T54n2130_006:1021b12	婆羅奢那(譯曰波羅者他奢那者樂)	婆 羅 奢 那 譯 曰 波 羅 者 他 奢 那 者 樂 
T54n2130_006:1021b13	那羅(譯曰行義者也)	那 羅 譯 曰 行 義 者 也 
T54n2130_006:1021b14	摩菟闍(亦云摩菟奢亦云摩菟舍　阿毘曇婆沙曰意譯曰梵王生者)	摩 菟 闍 亦 云 摩 菟 奢 亦 云 摩 菟 舍 阿 毘 曇 婆 沙 曰 意 譯 曰 梵 王 生 者 
T54n2130_006:1021b15	婆羅者(應云婆羅者利　譯曰勝山)　第二十卷	婆 羅 者 應 云 婆 羅 者 利 譯 曰 勝 山 第 二 十 卷 
T54n2130_006:1021b16	摩提提(譯曰不香)	摩 提 提 譯 曰 不 香 
T54n2130_006:1021b17	闍耶(譯曰勝也)　第二十三卷	闍 耶 譯 曰 勝 也 第 二 十 三 卷 
T54n2130_006:1021b18	毘闍耶(譯曰無勝)	毘 闍 耶 譯 曰 無 勝 
T54n2130_006:1021b19	耆梨(譯曰山也)	耆 梨 譯 曰 山 也 
T54n2130_006:1021b20	跋陀羅由陀(應云跋陀羅由他　譯曰賢行)	跋 陀 羅 由 陀 應 云 跋 陀 羅 由 他 譯 曰 賢 行 
T54n2130_006:1021b21	須陀耶(譯曰共起)　第二十五卷	須 陀 耶 譯 曰 共 起 第 二 十 五 卷 
T54n2130_006:1021b22	修羅他(譯曰好得亦云善得)	修 羅 他 譯 曰 好 得 亦 云 善 得 
T54n2130_006:1021b23	竭曇(應云瞿曇　譯者曰瞿曇者姓)　第三十三卷	竭 曇 應 云 瞿 曇 譯 者 曰 瞿 曇 者 姓 第 三 十 三 卷 
T54n2130_006:1021b24	遮羅周羅那羅(應云遮樓周羅那羅　譯曰遮樓者光周羅者[肆聿+(?/右)]亦云小也那羅者人)	遮 羅 周 羅 那 羅 應 云 遮 樓 周 羅 那 羅 譯 曰 遮 樓 者 光 周 羅 者 [肆聿右] 亦 云 小 也 那 羅 者 人 
