T32n1660_001:0517b10	菩提資糧論卷第一	菩提資糧論 卷 第 一 
T32n1660_004:0532b12	譬如射師善學射已。放箭空中。續放後箭各	譬 如 射 師 善 學 射 已 放 箭 空 中 續 放 後 箭 各 
T32n1660_004:0532b13	各相射。彼箭遂多。空中相持。不令墮地。	各 相 射 彼 箭 遂 多 空 中 相 持 不 令 墮 地 
T32n1660_004:0532b14	　解脫門空中　　善放於心箭	 解 脫 門 空 中 善 放 於 心 箭 
T32n1660_004:0532b15	　巧便箭續持　　不令墮涅槃	 巧 便 箭 續 持 不 令 墮 涅 槃 
T32n1660_004:0532b16	如是此菩薩大射者。以學修空無相無願弓。	如 是 此 菩 薩 大 射 者 以 學 修 空無相無願 弓 
T32n1660_004:0532b17	於三解脫門空中。放心箭已。又以悲愍眾生	於 三解脫門 空 中 放 心 箭 已 又 以 悲 愍 眾 生 
T32n1660_004:0532b18	巧方便箭。展轉相續。於三界虛空中。持彼心	巧 方 便 箭 展轉相續 於 三 界 虛 空 中 持 彼 心 
T32n1660_004:0532b19	箭。不令墮涅槃。城。	箭 不 令 墮 涅 槃 城 
T32n1660_004:0532b20	問云何復令彼心不墮涅槃。答。	問 云 何 復 令 彼 心 不 墮 涅 槃 答 
T32n1660_004:0532b21	　我不捨眾生　　為利眾生故	 我 不 捨 眾 生 為 利 眾 生 故 
T32n1660_004:0532b22	　先起如是意　　次後習相應	 先 起 如 是 意 次 後 習 相 應 
T32n1660_004:0532b23	若我於三解脫門。善成熟已。欲取涅槃如在	若 我 於 三解脫門 善 成 熟 已 欲 取 涅 槃 如 在 
T32n1660_004:0532b24	手掌。然我以小兒凡夫猶如飲乳。不能自向	手 掌 然 我 以 小 兒 凡 夫 猶 如 飲 乳 不 能 自 向 
T32n1660_004:0532b25	涅槃城者。未涅槃故。我於涅槃不應獨入。	涅 槃 城 者 未 涅 槃 故 我 於 涅 槃 不 應 獨 入 
T32n1660_004:0532b26	我當如是發起精進。隨我所作。唯為利益諸	我 當 如 是 發起精進 隨 我 所 作 唯 為 利 益 諸 
T32n1660_004:0532b27	眾生故。亦為諸眾生得涅槃故。先應如是起	眾 生 故 亦 為 諸 眾 生 得 涅 槃 故 先 應 如 是 起 
T32n1660_004:0532b28	作。次即心與三解脫門隨順相應。隨順者順	作 次 即 心 與 三解脫門 隨 順 相 應 隨 順 者 順 
T32n1660_004:0532b29	後義也。若不如是。彼之心箭。無巧方便攝故。	後 義 也 若 不 如 是 彼 之 心 箭 無 巧 方 便 攝 故 
T32n1660_004:0532c01	行三解脫門時。即墮聲聞解脫。若獨覺解脫	行 三解脫門 時 即 墮 聲 聞 解 脫 若 獨 覺 解 脫 
T32n1660_004:0532c02	中。今更有巧方便。	中 今 更 有 巧 方 便 
T32n1660_004:0532c03	　有著眾生等　　久夜及現行	 有 著 眾 生 等 久 夜 及 現 行 
T32n1660_004:0532c04	　顛倒與諸相　　皆以癡迷故	 顛 倒 與 諸 相 皆 以 癡 迷 故 
T32n1660_004:0532c05	小兒凡夫諸眾生等。以癡迷故。於無始際流	小 兒 凡 夫 諸 眾 生 等 以 癡 迷 故 於 無 始 際 流 
T32n1660_004:0532c06	轉久夜。著四顛倒。無常謂常苦謂樂。不淨謂	轉 久 夜 著 四 顛 倒 無 常 謂 常 苦 謂 樂 不 淨 謂 
T32n1660_004:0532c07	淨無我謂我。及於內外眾界入中。計我我所。	淨 無 我 謂 我 及 於 內 外 眾 界 入 中 計 我 我 所 
T32n1660_004:0532c08	謂有所得。久夜行已及現在行。	謂 有 所 得 久 夜 行 已 及 現 在 行 
T32n1660_004:0532c09	　著相顛倒者　　說法為斷除	 著 相 顛 倒 者 說 法 為 斷 除 
T32n1660_004:0532c10	　先發如是心　　次後習相應	 先 發 如 是 心 次 後 習 相 應 
T32n1660_004:0532c11	如是諸眾生等。以癡迷故。起我我所二種計	如 是 諸 眾 生 等 以 癡 迷 故 起 我 我 所 二 種 計 
T32n1660_004:0532c12	著。又於色等無所有中。妄起分別取相。生	著 又 於 色 等 無 所 有 中 妄 起 分別取相 生 
T32n1660_004:0532c13	四種邪顛倒。我為說法令其斷除。先發如是	四 種 邪 顛 倒 我 為 說 法 令 其 斷 除 先 發 如 是 
T32n1660_004:0532c14	心已。然後於三解脫門中。修習相應。若異此	心 已 然 後 於 三解脫門 中 修 習 相 應 若 異 此 
T32n1660_004:0532c15	而修三解脫門者。則趣近涅槃道。	而 修 三解脫門 者 則 趣 近 涅 槃 道 
T32n1660_004:0532c16	　菩薩利眾生　　而不見眾生	 菩 薩 利 眾 生 而 不 見 眾 生 
T32n1660_004:0532c17	　此亦最難事　　希有不可思	 此 亦 最 難 事 希 有 不 可 思 
T32n1660_004:0532c18	菩薩起眾生想。此亦最難不可思。未曾有如	菩 薩 起 眾 生 想 此 亦 最 難 不 可 思 未 曾 有 如 
T32n1660_004:0532c19	畫虛空。於最勝義中本無眾生。此菩薩不知	畫 虛 空 於 最 勝 義 中 本 無 眾 生 此 菩 薩 不 知 
T32n1660_004:0532c20	不得。而為利樂眾生故。勤行精進。唯除大悲。	不 得 而 為 利 樂 眾 生 故 勤行精進 唯 除 大 悲 
T32n1660_004:0532c21	何處更有如此難事。	何 處 更 有 如 此 難 事 
T32n1660_004:0532c22	　雖入正定位　　習應解脫門	 雖 入 正 定 位 習 應 解 脫 門 
T32n1660_004:0532c23	　未滿本願故　　不證於涅槃	 未 滿 本 願 故 不 證 於 涅 槃 
T32n1660_004:0532c24	此應思量。若到正定位菩薩。以三十二法故	此 應 思 量 若 到 正 定 位 菩 薩 以 三 十 二 法 故 
T32n1660_004:0532c25	入正定位。與解脫門相應時。中間未滿本願。	入 正 定 位 與 解 脫 門 相 應 時 中 間 未 滿 本 願 
T32n1660_004:0532c26	為證涅槃為不證。以世尊經中說云。四大可	為 證 涅 槃 為 不 證 以 世 尊 經 中 說 云 四 大 可 
T32n1660_004:0532c27	令改異。無有入正定位。菩薩中間未滿本願	令 改 異 無 有 入 正 定 位 菩 薩 中 間 未 滿 本 願 
T32n1660_004:0532c28	證於涅槃。是故到正定位菩薩。未滿本願不	證 於 涅 槃 是 故 到 正 定 位 菩 薩 未 滿 本 願 不 
T32n1660_004:0532c29	證涅槃。	證 涅 槃 
T32n1660_004:0533a01	　若未到定位　　巧便力攝故	 若 未 到 定 位 巧 便 力 攝 故 
T32n1660_004:0533a02	　以未滿本願　　亦不證涅槃	 以 未 滿 本 願 亦 不 證 涅 槃 
T32n1660_004:0533a03	若初發心菩薩。未到正定位。彼以巧方便所	若 初 發 心 菩 薩 未 到 正 定 位 彼 以巧方便 所 
T32n1660_004:0533a04	攝故。修三解脫門時。中間未滿本願。亦不證	攝 故 修 三解脫門 時 中 間 未 滿 本 願 亦 不 證 
T32n1660_004:0533a05	涅槃。	涅 槃 
T32n1660_004:0533a06	　極厭於流轉　　而亦向流轉	 極 厭 於 流 轉 而 亦 向 流 轉 
T32n1660_004:0533a07	　信樂於涅槃　　而亦背涅槃	 信 樂 於 涅 槃 而 亦 背 涅 槃 
T32n1660_004:0533a08	此菩薩於流轉中。以三種熾火故。應極厭離。	此 菩 薩 於 流 轉 中 以 三 種 熾 火 故 應 極 厭 離 
T32n1660_004:0533a09	不應起心迯避流轉。當於眾生為子想故。而	不 應 起 心 迯 避 流 轉 當 於 眾 生 為 子 想 故 而 
T32n1660_004:0533a10	向流轉。及應信樂涅槃。如覆護舍宅故。然復	向 流 轉 及 應 信 樂 涅 槃 如 覆 護 舍 宅 故 然 復 
T32n1660_004:0533a11	應背涅槃。為滿一切智智故。於流轉中若有	應 背 涅 槃 為 滿 一切智智 故 於 流 轉 中 若 有 
T32n1660_004:0533a12	厭離。則於涅槃亦有信樂。若不向流轉不背	厭 離 則 於 涅 槃 亦 有 信 樂 若 不 向 流 轉 不 背 
T32n1660_004:0533a13	涅槃未滿本願。修習解脫門時。則於涅槃作	涅 槃 未 滿 本 願 修 習 解 脫 門 時 則 於 涅 槃 作 
T32n1660_004:0533a14	證。	證 
T32n1660_004:0533a15	　應當畏煩惱　　不應盡煩惱	 應 當 畏 煩 惱 不 應 盡 煩 惱 
T32n1660_004:0533a16	　當為集眾善　　以遮遮煩惱	 當 為 集 眾 善 以 遮 遮 煩 惱 
T32n1660_004:0533a17	以是流轉因故。應畏煩惱。不應畢竟盡於煩	以 是 流 轉 因 故 應 畏 煩 惱 不 應 畢 竟 盡 於 煩 
T32n1660_004:0533a18	惱。若斷煩惱。則不得集菩提資糧。是故菩薩	惱 若 斷 煩 惱 則 不 得 集 菩提資糧 是 故 菩 薩 
T32n1660_004:0533a19	以遮制法遮諸煩惱。由遮煩惱令其無力故。	以 遮 制 法 遮 諸 煩 惱 由 遮 煩 惱 令 其 無 力 故 
T32n1660_004:0533a20	得集菩提資糧善根。以集善根故滿足本願。	得 集 菩提資糧 善 根 以 集 善 根 故 滿 足 本 願 
T32n1660_004:0533a21	能到菩提。	能 到 菩 提 
T32n1660_004:0533a22	問何故不以斷滅故滅諸煩惱。答。	問 何 故 不 以 斷 滅 故 滅 諸 煩 惱 答 
T32n1660_004:0533a23	　菩薩煩惱性　　不是涅槃性	 菩 薩 煩 惱 性 不 是 涅 槃 性 
T32n1660_004:0533a24	　非燒諸煩惱　　生菩提種子	 非 燒諸煩惱 生 菩 提 種 子 
T32n1660_004:0533a25	如諸聲聞聖人等。涅槃為性。以攀緣涅槃。得	如 諸 聲 聞 聖 人 等 涅 槃 為 性 以 攀 緣 涅 槃 得 
T32n1660_004:0533a26	沙門果故。諸佛不以涅槃為性。諸佛煩惱為	沙 門 果 故 諸 佛 不 以 涅 槃 為 性 諸 佛 煩 惱 為 
T32n1660_004:0533a27	性。以菩提心由此生故。聲聞獨覺燒諸煩惱。	性 以 菩 提 心 由 此 生 故 聲聞獨覺 燒諸煩惱 
T32n1660_004:0533a28	不生菩提心種子。以二乘心種子無流故。是	不 生 菩 提 心 種 子 以 二 乘 心 種 子 無 流 故 是 
T32n1660_004:0533a29	故煩惱為如來性。以有煩惱眾生發菩提心。	故 煩 惱 為 如 來 性 以 有 煩 惱 眾 生 發菩提心 
T32n1660_004:0533b01	出生佛體故不離煩惱。	出 生 佛 體 故 不 離 煩 惱 
T32n1660_004:0533b02	問若燒煩惱。不生菩提心種子者。何故法華	問 若 燒 煩 惱 不 生 菩 提 心 種 子 者 何 故 法 華 
T32n1660_004:0533b03	經中。與燒煩惱諸聲聞等授記。答。	經 中 與 燒 煩 惱 諸 聲 聞 等 授 記 答 
T32n1660_004:0533b04	　記彼諸眾生　　此記有因緣	 記 彼 諸 眾 生 此 記 有 因 緣 
T32n1660_004:0533b05	　唯是佛善巧　　方便到彼岸	 唯 是 佛 善 巧 方便到彼岸 
T32n1660_004:0533b06	不知成就何等眾生。彼中因緣唯佛所知。以	不 知 成 就 何 等 眾 生 彼 中 因 緣 唯 佛 所 知 以 
T32n1660_004:0533b07	到調伏彼岸。不共餘眾生相似故。而彼不生	到 調 伏 彼 岸 不 共 餘 眾 生 相 似 故 而 彼 不 生 
T32n1660_004:0533b08	菩提心種子者。以入無為正定位故。如經說。	菩 提 心 種 子 者 以 入 無 為 正 定 位 故 如 經 說 
T32n1660_004:0533b09	　如空及蓮華　　峻崖與深坑	 如 空 及 蓮 華 峻 崖 與 深 坑 
T32n1660_004:0533b10	　界不男迦柘　　亦如燒種子	 界 不 男 迦 柘 亦 如 燒 種 子 
T32n1660_004:0533b11	如虛空中不生種子。如是於無為中。不曾生	如 虛 空 中 不 生 種 子 如 是 於 無 為 中 不 曾 生 
T32n1660_004:0533b12	佛法。亦不當生。如高原曠野不生蓮華。如	佛 法 亦 不 當 生 如 高 原 曠 野 不 生 蓮 華 如 
T32n1660_004:0533b13	是聲聞獨覺入無為正定位中。不生佛法。峻	是 聲聞獨覺 入 無 為 正 定 位 中 不 生 佛 法 峻 
T32n1660_004:0533b14	崖者。於一切智智城道中。有二峻崖。所謂	崖 者 於 一切智智 城 道 中 有 二 峻 崖 所 謂 
T32n1660_004:0533b15	聲聞地峻崖。獨覺地峻崖。聲聞獨覺若有一	聲 聞 地 峻 崖 獨 覺 地 峻 崖 聲聞獨覺 若 有 一 
T32n1660_004:0533b16	切智者。則非菩薩二峻崖也。深坑者。如丈夫	切 智 者 則 非 菩 薩 二 峻 崖 也 深 坑 者 如 丈 夫 
T32n1660_004:0533b17	善學跳擲。雖墮深坑安隱而住。若不善學。而	善 學 跳 擲 雖 墮 深 坑 安 隱 而 住 若 不 善 學 而 
T32n1660_004:0533b18	墮深坑便死坑內。如是菩薩修習無為善相	墮 深 坑 便 死 坑 內 如 是 菩 薩 修 習 無 為 善 相 
T32n1660_004:0533b19	應故。雖修無為而不墮無為中。聲聞等修習	應 故 雖 修 無 為 而 不 墮 無 為 中 聲 聞 等 修 習 
T32n1660_004:0533b20	無為不善相應。則墮無為中。界者。聲聞繫在	無 為 不 善 相 應 則 墮 無 為 中 界 者 聲 聞 繫 在 
T32n1660_004:0533b21	無為界故。不復能於有為中行。是故彼中不	無 為 界 故 不 復 能 於 有 為 中 行 是 故 彼 中 不 
T32n1660_004:0533b22	生菩提之心。不男者。如根敗丈夫於五欲利	生 菩提之心 不 男 者 如 根 敗 丈 夫 於 五 欲 利 
T32n1660_004:0533b23	不復有利。如是聲聞具無為法。於諸佛法利	不 復 有 利 如 是 聲 聞 具 無 為 法 於 諸 佛 法 利 
T32n1660_004:0533b24	亦無有利。迦柘者。如迦柘珠。諸天世間雖善	亦 無 有 利 迦 柘 者 如 迦 柘 珠 諸 天 世 間 雖 善 
T32n1660_004:0533b25	修理彼迦柘珠。終不能為鞞琉璃寶。如是聲	修 理 彼 迦 柘 珠 終 不 能 為 鞞 琉 璃 寶 如 是 聲 
T32n1660_004:0533b26	聞雖復具諸戒學頭多功德三摩提等。終不	聞 雖 復 具 諸 戒 學 頭 多 功 德 三 摩 提 等 終 不 
T32n1660_004:0533b27	能坐覺場證無上正覺。亦如燒種子者。如被	能 坐 覺 場 證 無上正覺 亦 如 燒 種 子 者 如 被 
T32n1660_004:0533b28	燒種子。雖置地中水澆日暖。終不能生。如	燒 種 子 雖 置 地 中 水 澆 日 暖 終 不 能 生 如 
T32n1660_004:0533b29	是聲聞燒煩惱種子已。於三界中亦無生義。	是 聲 聞 燒 煩 惱 種 子 已 於 三 界 中 亦 無 生 義 
T32n1660_004:0533c01	以如是等經故。當知聲聞得無為法已。不生	以 如 是 等 經 故 當 知 聲 聞 得 無 為 法 已 不 生 
T32n1660_004:0533c02	菩提之心。	菩提之心 
T32n1660_004:0533c03	菩提資糧論卷第四	菩提資糧論 卷 第 四 
T32n1660_005:0533c06	菩提資糧論卷第五	菩提資糧論 卷 第 五 
T32n1660_005:0533c08	聖者龍樹本　比丘自在釋	聖 者 龍 樹 本 比 丘 自 在 釋 
T32n1660_005:0533c09	大隋南印度三藏達磨笈多譯	大 隋 南 印 度 三 藏 達 磨 笈 多 譯 
T32n1660_005:0533c10	問得力菩薩於眾生中。云何應修行。答。	問 得 力 菩 薩 於 眾 生 中 云 何 應 修 行 答 
T32n1660_005:0533c11	　諸論及工巧　　明術種種業	 諸 論 及 工 巧 明 術 種 種 業 
T32n1660_005:0533c12	　利益世間故　　出生建立之	 利 益 世 間 故 出 生 建 立 之 
T32n1660_005:0533c13	於中書印算數。鑛論醫論。能滅鬼持被毒論	於 中 書 印 算 數 鑛 論 醫 論 能 滅 鬼 持 被 毒 論 
T32n1660_005:0533c14	等。出生村城園苑河泉陂池花果藥林論等。	等 出 生 村 城 園 苑 河 泉 陂 池 花 果 藥 林 論 等 
T32n1660_005:0533c15	顯示金銀真珠鞞琉璃貝石(石白如貝)珊瑚寶性論	顯 示 金 銀 真 珠 鞞 琉 璃 貝 石 石 白 如 貝 珊 瑚 寶 性 論 
T32n1660_005:0533c16	等。記說日月星曜地動夢相論等。相諸身分	等 記 說 日 月 星 曜 地 動 夢 相 論 等 相 諸 身 分 
T32n1660_005:0533c17	支節論等。如是等無量諸論。能與世間為利	支 節 論 等 如 是 等 無 量 諸 論 能 與 世 間 為 利 
T32n1660_005:0533c18	樂者。劫轉壞時悉皆滅沒。劫轉生時還於人	樂 者 劫 轉 壞 時 悉 皆 滅 沒 劫 轉 生 時 還 於 人 
T32n1660_005:0533c19	間出生建立。如木鐵瓦銅作等。工巧非一。	間 出 生 建 立 如 木 鐵 瓦 銅 作 等 工 巧 非 一 
T32n1660_005:0533c20	能滅鬼持顛狂被毒。霍亂不消食諸逼惱等。	能 滅 鬼 持 顛 狂 被 毒 霍 亂 不 消 食 諸 逼 惱 等 
T32n1660_005:0533c21	種種明術雕畫繡織作等。種種事業。能與世	種 種 明 術 雕 畫 繡 織 作 等 種 種 事 業 能 與 世 
T32n1660_005:0533c22	間為利樂者。皆亦出生及令建立。	間 為 利 樂 者 皆 亦 出 生 及 令 建 立 
T32n1660_005:0533c23	　隨可化眾生　　界趣及生中	 隨 可 化 眾 生 界 趣 及 生 中 
T32n1660_005:0533c24	　如念即往彼　　願力故受生	 如 念 即 往 彼 願 力 故 受 生 
T32n1660_005:0533c25	諸摩訶薩隨何世界。若天人等趣。若婆羅門	諸 摩 訶 薩 隨 何 世 界 若 天 人 等 趣 若 婆 羅 門 
T32n1660_005:0533c26	剎帝利鞞舍等生。於彼彼處。若有可化眾生。	剎 帝 利 鞞 舍 等 生 於彼彼處 若 有 可 化 眾 生 
T32n1660_005:0533c27	為起無量思念。欲化彼等眾生故。隨彼色類	為 起 無 量 思 念 欲 化 彼 等 眾 生 故 隨 彼 色 類 
T32n1660_005:0533c28	長短寬狹音聲果報。得令眾生受化之事。即	長 短 寬 狹 音 聲 果 報 得 令 眾 生 受 化 之 事 即 
T32n1660_005:0533c29	應作願。起彼色類長短寬狹音聲果報。令彼	應 作 願 起 彼 色 類 長 短 寬 狹 音 聲 果 報 令 彼 
T32n1660_005:0534a01	眾生速受化故。	眾 生 速 受 化 故 
T32n1660_005:0534a02	　於種種惡事　　及諂幻眾生	 於 種 種 惡 事 及 諂 幻 眾 生 
T32n1660_005:0534a03	　應用牢鎧鉀　　勿厭亦勿憚	 應 用 牢 鎧 鉀 勿 厭 亦 勿 憚 
T32n1660_005:0534a04	若以罵詈恐動嫌恨鞭打繫閉訶責如是等	若 以 罵 詈 恐 動 嫌 恨 鞭 打 繫 閉 訶 責 如 是 等 
T32n1660_005:0534a05	惡事加我。及諸眾生無量諂幻知不可化。以	惡 事 加 我 及 諸 眾 生 無 量 諂 幻 知 不 可 化 以 
T32n1660_005:0534a06	彼等故不應自緩鎧鉀。亦勿厭流轉。勿憚	彼 等 故 不 應 自 緩 鎧 鉀 亦 勿 厭 流 轉 勿 憚 
T32n1660_005:0534a07	求菩提。又應發如是心。我不為無諂無幻眾	求 菩 提 又 應 發 如 是 心 我 不 為 無 諂 無 幻 眾 
T32n1660_005:0534a08	生而著鎧鉀。我正為彼等眾生著此鎧鉀。	生 而 著 鎧 鉀 我 正 為 彼 等 眾 生 著 此 鎧 鉀 
T32n1660_005:0534a09	我當作如是事發起精進。為令彼等眾生速	我 當 作 如 是 事 發起精進 為 令 彼 等 眾 生 速 
T32n1660_005:0534a10	得建立無諂無幻故。應當如是自牢鎧鉀。	得 建 立 無 諂 無 幻 故 應 當 如 是 自 牢 鎧 鉀 
T32n1660_005:0534a11	問已說得力菩薩修行。云何未得力菩薩修	問 已 說 得 力 菩薩修行 云 何 未 得 力 菩 薩 修 
T32n1660_005:0534a12	行。答。	行 答 
T32n1660_005:0534a13	　具足勝淨意　　不諂亦不幻	 具 足 勝 淨 意 不 諂 亦 不 幻 
T32n1660_005:0534a14	　發露諸罪惡　　覆藏眾善事	 發 露 諸 罪 惡 覆 藏 眾 善 事 
