T18n0850_001:0065a03	刻密軌序	刻 密 軌 序 
T18n0850_002:0079a18	（一四八）曩莫三滿多沒馱喃(一)戰捺囉(二合)	 一 四 八 曩 莫 三 滿 多 沒 馱 喃 一 戰 捺 囉 二 合 
T18n0850_002:0079a19	野(二)娑嚩(二合)賀	野 二 娑 嚩 二 合 賀 
T18n0850_002:0079a20	　一切宿曜	 一 切 宿 曜 
T18n0850_002:0079a21	（一四九）曩莫三滿多沒馱喃(一)諾吃叉(二合)	 一 四 九 曩 莫 三 滿 多 沒 馱 喃 一 諾 吃 叉 二 合 
T18n0850_002:0079a22	怛囉(二合)(二)儞(入)娜儞曳(三)娑嚩(二合)賀	怛 囉 二 合 二 儞 入 娜 儞 曳 三 娑 嚩 二 合 賀 
T18n0850_002:0079a23	　相對勝	 相 對 勝 
T18n0850_002:0079a24	（一五〇）曩莫三滿多嚩日囉赧(一)訥達哩	 一 五 〇 曩 莫 三 滿 多 嚩 日 囉 赧 一 訥 達 哩 
T18n0850_002:0079a25	灑(二合)摩訶嚕灑拏(二)佉(引)娜野薩鑁(引)薩	灑 二 合 摩 訶 嚕 灑 拏 二 佉 引 娜 野 薩 鑁 引 薩 
T18n0850_002:0079a26	怛他(引)蘖多撚矩嚕(三)娑嚩(二合)賀	怛 他 引 蘖 多 撚 矩 嚕 三 娑 嚩 二 合 賀 
T18n0850_002:0079a27	　阿毘目佉	 阿毘目佉 
T18n0850_002:0079a28	（一五一）曩莫三滿多嚩日囉赧(一)係阿鼻穆	 一 五 一 曩 莫 三 滿 多 嚩 日 囉 赧 一 係 阿 鼻 穆 
T18n0850_002:0079a29	佉摩賀鉢囉(二合)戰拏(二)佉娜野緊示囉野枲	佉 摩 賀 鉢 囉 二 合 戰 拏 二 佉 娜 野 緊 示 囉 野 枲 
T18n0850_002:0079b01	(三)三摩野麼弩娑麼囉(引四)娑嚩(二合)賀	 三 三 摩 野 麼 弩 娑 麼 囉 引 四 娑 嚩 二 合 賀 
T18n0850_002:0079b02	　外勝及妃	 外 勝 及 妃 
T18n0850_002:0079b03	（一五二）曩莫三滿多沒馱喃(一)吽(二)地[口*陵]	 一 五 二 曩 莫 三 滿 多 沒 馱 喃 一 吽 二 地 [口陵] 
T18n0850_002:0079b04	(二合)地[口*陵](二合三)[口*陵][口*陵]日[口*陵](二合)日[口*陵](二合四)	 二 合 地 [口陵]二合三[口陵][口陵]日[口陵]二合日[口陵] 二 合 四 
T18n0850_002:0079b05	娑嚩(二合)賀	娑 嚩 二 合 賀 
T18n0850_002:0079b06	　妃	 妃 
T18n0850_002:0079b07	（一五三）曩莫三滿多沒馱喃(一)阿鉢囉(二合)	 一 五 三 曩 莫 三 滿 多 沒 馱 喃 一 阿 鉢 囉 二 合 
T18n0850_002:0079b08	爾帝(二)惹演底怛尼(入)帝(三)娑嚩(二合)賀	爾 帝 二 惹 演 底 怛 尼 入 帝 三 娑 嚩 二 合 賀 
T18n0850_002:0079b09	　一龍	 一 龍 
T18n0850_002:0079b10	（一五四）曩莫三滿多沒馱喃(一)難曩(奴箇反)野	 一 五 四 曩 莫 三 滿 多 沒 馱 喃 一 難 曩 奴 箇 反 野 
T18n0850_002:0079b11	(二)娑嚩(二合)賀	 二 娑 嚩 二 合 賀 
T18n0850_002:0079b12	　二龍	 二 龍 
T18n0850_002:0079b13	（一五五）曩莫三滿多沒馱喃(一)鄔波難那(同	 一 五 五 曩 莫 三 滿 多 沒 馱 喃 一 鄔 波 難 那 同 
T18n0850_002:0079b14	上)野(二)娑嚩(二合)賀	上 野 二 娑 嚩 二 合 賀 
T18n0850_002:0079b15	　風天	 風 天 
T18n0850_002:0079b16	（一五六）曩莫三滿多沒馱喃(一)嚩野(引)吠(二)	 一 五 六 曩 莫 三 滿 多 沒 馱 喃 一 嚩 野 引 吠 二 
T18n0850_002:0079b17	娑嚩(二合)賀	娑 嚩 二 合 賀 
T18n0850_002:0079b18	　次於其勝方　　北門多門天	 次 於 其 勝 方 北 門 多 門 天 
T18n0850_002:0079b19	　左右八兄弟　　母及祖母等	 左 右 八 兄 弟 母 及 祖 母 等 
T18n0850_002:0079b20	　吉祥功德天　　萬勝獨勇健	 吉 祥 功 德 天 萬 勝 獨 勇 健 
T18n0850_002:0079b21	　男女眷屬等　　多聞身密印	 男 女 眷 屬 等 多 聞 身 密 印 
T18n0850_002:0079b22	　智定虛心合　　雙地入掌交	 智 定 虛 心 合 雙 地 入 掌 交 
T18n0850_002:0079b23	　空竪風側拄　　一寸不相著	 空 竪 風 側 拄 一 寸 不 相 著 
T18n0850_002:0079b24	真言曰	真 言 曰 
T18n0850_002:0079b25	（一五七）曩莫三滿多沒馱喃(一)吠(尾曳反)室囉(二	 一 五 七 曩 莫 三 滿 多 沒 馱 喃 一 吠 尾 曳 反 室 囉 二 
T18n0850_002:0079b26	合)嚩拏野(二)娑嚩(二合)賀	合 嚩 拏 野 二 娑 嚩 二 合 賀 
T18n0850_002:0079b27	　次左大藥叉　　定慧內叉拳	 次 左 大 藥 叉 定 慧 內 叉 拳 
T18n0850_002:0079b28	　水竪二風屈　　一切藥叉女	 水 竪 二 風 屈 一 切 藥 叉 女 
T18n0850_002:0079b29	　前印申火輪　　地空自相持	 前 印 申 火 輪 地 空 自 相 持 
T18n0850_002:0079c01	　遮文荼定掌　　仰持劫波羅	 遮 文 荼 定 掌 仰 持 劫 波 羅 
T18n0850_002:0079c02	　門東毘舍遮　　內縛申於火	 門 東 毘 舍 遮 內 縛 申 於 火 
T18n0850_002:0079c03	　前印火輪屈　　即名毘舍支	 前 印 火 輪 屈 即 名 毘 舍 支 
T18n0850_002:0079c04	彼彼真言曰一切藥叉	彼 彼 真 言 曰 一 切 藥 叉 
T18n0850_002:0079c05	（一五八）曩莫三滿多沒馱喃(一)藥吃叉(二合)	 一 五 八 曩 莫 三 滿 多 沒 馱 喃 一 藥 吃 叉 二 合 
T18n0850_002:0079c06	濕嚩(二合)囉娑嚩(二合)賀	濕 嚩 二 合 囉 娑 嚩 二 合 賀 
T18n0850_002:0079c07	　一切藥叉女	 一 切 藥 叉 女 
T18n0850_002:0079c08	（一五九）曩莫三滿多沒馱喃(一)藥乞叉(二合)	 一 五 九 曩 莫 三 滿 多 沒 馱 喃 一 藥 乞 叉 二 合 
T18n0850_002:0079c09	尾儞也(二合)達[口*(隸木+匕)](二)娑嚩(二合)賀	尾 儞 也 二 合 達 [口隸木匕] 二 娑 嚩 二 合 賀 
T18n0850_002:0079c10	　文荼	 文 荼 
T18n0850_002:0079c11	（一六〇）曩莫三滿多沒馱喃(一)左悶拏曳	 一 六 〇 曩 莫 三 滿 多 沒 馱 喃 一 左 悶 拏 曳 
T18n0850_002:0079c12	(二)娑嚩(二合)賀	 二 娑 嚩 二 合 賀 
T18n0850_002:0079c13	　毘舍遮	 毘 舍 遮 
T18n0850_002:0079c14	（一六一）曩莫三滿多沒馱喃(一)比舍遮誐底	 一 六 一 曩 莫 三 滿 多 沒 馱 喃 一 比 舍 遮 誐 底 
T18n0850_002:0079c15	(二)娑嚩(二合)賀	 二 娑 嚩 二 合 賀 
T18n0850_002:0079c16	　毘舍支	 毘 舍 支 
T18n0850_002:0079c17	（一六二）曩莫三滿多沒馱喃(一)比爾比爾(二)	 一 六 二 曩 莫 三 滿 多 沒 馱 喃 一 比 爾 比 爾 二 
T18n0850_002:0079c18	娑嚩(二合)賀	娑 嚩 二 合 賀 
T18n0850_002:0079c19	　天王八兄弟　　門西東各四	 天 王 八 兄 弟 門 西 東 各 四 
T18n0850_002:0079c20	　同習一真言	 同 習 一 真 言 
T18n0850_002:0079c21	（一六三）印捺囉(二合)(一)蘇(上)摩(二)嚩囉拏(三)鉢囉(二	 一 六 三 印 捺 囉 二 合 一 蘇 上 摩 二 嚩 囉 拏 三 鉢 囉 二 
T18n0850_002:0079c22	合)惹波底(入)(四)婆(引)羅納嚩(二合)惹(入)(五)伊舍	合 惹 波 底 入 四 婆 引 羅 納 嚩 二 合 惹 入 五 伊 舍 
T18n0850_002:0079c23	那(六)室戰(二合)娜諾(七)迦麼(八)室[口*(隸木+匕)](二合)瑟姹(二合)(九)	那 六 室 戰 二 合 娜 諾 七 迦 麼 八 室 [口隸木匕] 二 合 瑟 姹 二 合 九 
T18n0850_002:0079c24	矩[寧*頁]建姹(十)[寧*頁]建姹迦(十一)嚩膩麼抳(十二)麼	矩 [寧頁]建姹十[寧頁] 建 姹 迦 十 一 嚩 膩 麼 抳 十 二 麼 
T18n0850_002:0080a01	抳左囉(十三)鉢囉(二合)拏那(十四)塢跛半只迦(十	抳 左 囉 十 三 鉢 囉 二 合 拏 那 十 四 塢 跛 半 只 迦 十 
T18n0850_002:0080a02	五)娑跢吃哩(二合)(十六)賀麼嚩多(十七)布羅拏(二合)(十八)	五 娑 跢 吃 哩 二 合 十 六 賀 麼 嚩 多 十 七 布 羅 拏 二 合 十 八 
T18n0850_002:0080a03	佉儞(入)囉(十九)句尾諾(二十)虞播羅藥乞叉(二合廿一)	佉 儞 入 囉 十 九 句 尾 諾 二 十 虞 播 羅 藥 乞 叉 二 合 廿 一 
T18n0850_002:0080a04	阿吒嚩句(廿二)曩囉邏惹(廿三)爾娜乞灑(二合)	阿 吒 嚩 句 廿 二 曩 囉 邏 惹 廿 三 爾 娜 乞 灑 二 合 
T18n0850_002:0080a05	波(廿四)半惹囉巘拏(廿五)蘇母契(廿六)儞伽藥	波 廿 四 半 惹 囉 巘 拏 廿 五 蘇 母 契 廿 六 儞 伽 藥 
T18n0850_002:0080a06	乞灑(二合廿七)婆畢哩(二合)惹曩(廿八)唧怛羅(二合)	乞 灑 二 合 廿 七 婆 畢 哩 二 合 惹 曩 廿 八 唧 怛 羅 二 合 
T18n0850_002:0080a07	細曩(廿九)儞嚩(二合)彥達嚩(三十)底哩(二合)頗哩	細 曩 廿 九 儞 嚩 二 合 彥 達 嚩 三 十 底 哩 二 合 頗 哩 
T18n0850_002:0080a08	(三十一)左底哩(二合)建吒(三十二)儞(入)伽捨底(三十三)	 三 十 一 左 底 哩 二 合 建 吒 三 十 二 儞 入 伽 捨 底 三 十 三 
T18n0850_002:0080a09	室者(二合)摩多哩(三十四)娑嚩(二合)賀	室 者 二 合 摩 多 哩 三 十 四 娑 嚩 二 合 賀 
T18n0850_002:0080a10	　鬼首伊舍那　　戟印三昧拳	 鬼 首 伊 舍 那 戟 印 三 昧 拳 
T18n0850_002:0080a11	　火輪舒正直真言曰	 火 輪 舒 正 直 真 言 曰 
T18n0850_002:0080a12	（一六四）曩莫三滿多沒馱喃(一)魯捺囉(二合)	 一 六 四 曩 莫 三 滿 多 沒 馱 喃 一 魯 捺 囉 二 合 
T18n0850_002:0080a13	野(二)娑嚩(二合)賀	野 二 娑 嚩 二 合 賀 
T18n0850_002:0080a14	　步多鬼	 步 多 鬼 
T18n0850_002:0080a15	（一六五）曩莫三滿多沒馱喃(一)舍寧(二)步哆	 一 六 五 曩 莫 三 滿 多 沒 馱 喃 一 舍 寧 二 步 哆 
T18n0850_002:0080a16	地波底(三)娑嚩(二合)賀	地 波 底 三 娑 嚩 二 合 賀 
T18n0850_002:0080a17	　惹也天	 惹 也 天 
T18n0850_002:0080a18	（一六六）曩莫三滿多沒馱喃(一)曩莫惹曳	 一 六 六 曩 莫 三 滿 多 沒 馱 喃 一 曩 莫 惹 曳 
T18n0850_002:0080a19	(二)娑嚩(二合)賀	 二 娑 嚩 二 合 賀 
T18n0850_002:0080a20	　烏摩妃	 烏 摩 妃 
T18n0850_002:0080a21	（一六七）曩莫三滿多沒馱喃(一)烏摩儞弭	 一 六 七 曩 莫 三 滿 多 沒 馱 喃 一 烏 摩 儞 弭 
T18n0850_002:0080a22	(二)娑嚩(二合)賀	 二 娑 嚩 二 合 賀 
T18n0850_002:0080a23	　摩賀迦羅神	 摩 賀 迦 羅 神 
T18n0850_002:0080a24	（一六八）曩莫三滿多沒馱喃(一)摩賀迦羅野	 一 六 八 曩 莫 三 滿 多 沒 馱 喃 一 摩 賀 迦 羅 野 
T18n0850_002:0080a25	(二)娑嚩(二合)賀	 二 娑 嚩 二 合 賀 
T18n0850_002:0080a26	　頻那夜迦天	 頻 那 夜 迦 天 
T18n0850_002:0080a27	（一六九）曩莫三滿多沒馱喃(一)摩賀誐拏跛	 一 六 九 曩 莫 三 滿 多 沒 馱 喃 一 摩 賀 誐 拏 跛 
T18n0850_002:0080a28	跢曳(二)娑嚩(二合)賀	跢 曳 二 娑 嚩 二 合 賀 
T18n0850_002:0080a29	　次往於初方　　東門帝釋天	 次 往 於 初 方 東 門 帝 釋 天 
T18n0850_002:0080b01	　安住妙高山　　寶冠被瓔珞	 安 住 妙 高 山 寶 冠 被 瓔 珞 
T18n0850_002:0080b02	　手持獨鈷印　　天眾自圍繞	 手 持 獨 鈷 印 天 眾 自 圍 繞 
T18n0850_002:0080b03	　左置日天眾　　八馬車輅中	 左 置 日 天 眾 八 馬 車 輅 中 
T18n0850_002:0080b04	　二妃在左右　　逝耶毘逝耶	 二 妃 在 左 右 逝 耶 毘 逝 耶 
T18n0850_002:0080b05	　譯云勝無勝　　眷屬布執曜	 譯 云 勝 無 勝 眷 屬 布 執 曜 
T18n0850_002:0080b06	　盎伽在左右　　輸迦在於東	 盎 伽 在 左 右 輸 迦 在 於 東 
T18n0850_002:0080b07	　勃馱在於南　　勿落薩鉢底	 勃 馱 在 於 南 勿 落 薩 鉢 底 
T18n0850_002:0080b08	　置於日天北　　設儞(二合)設遮東南	 置 於 日 天 北 設 儞 二 合 設 遮 東 南 
T18n0850_002:0080b09	　羅睺在西南　　劍婆在西北	 羅 睺 在 西 南 劍 婆 在 西 北 
T18n0850_002:0080b10	　計都在東北　　南緯之南置	 計 都 在 東 北 南 緯 之 南 置 
T18n0850_002:0080b11	　涅伽多天狗　　北緯之北置	 涅 伽 多 天 狗 北 緯 之 北 置 
T18n0850_002:0080b12	　嗢伽跛多火　　摩利支前行	 嗢 伽 跛 多 火 摩 利 支 前 行 
T18n0850_002:0080b13	　翼從而侍衛	 翼 從 而 侍 衛 
T18n0850_002:0080b14	　大梵帝釋右　　坐於七鵝車	 大 梵 帝 釋 右 坐 於 七 鵝 車 
T18n0850_002:0080b15	　四面髮髻冠　　四手慧持華	 四 面 髮 髻 冠 四 手 慧 持 華 
T18n0850_002:0080b16	　次慧持數珠　　定上執軍持	 次 慧 持 數 珠 定 上 執 軍 持 
T18n0850_002:0080b17	　定下手側掌　　屈風餘申直	 定 下 手 側 掌 屈 風 餘 申 直 
T18n0850_002:0080b18	　淨行吉祥印　　名為唵字印	 淨 行 吉 祥 印 名 為 唵 字 印 
T18n0850_002:0080b19	　摩利支寶瓶　　定手虛成拳	 摩 利 支 寶 瓶 定 手 虛 成 拳 
T18n0850_002:0080b20	　一切諸難中　　想身入其中	 一 切 諸 難 中 想 身 入 其 中 
T18n0850_002:0080b21	　智掌而覆之　　天人眼不見	 智 掌 而 覆 之 天 人 眼 不 見 
T18n0850_002:0080b22	　四禪天在左　　無熱五淨右	 四 禪 天 在 左 無 熱 五 淨 右 
T18n0850_002:0080b23	　釋印內縛拳　　二風竪如杵	 釋 印 內 縛 拳 二 風 竪 如 杵 
T18n0850_002:0080b24	　日天福智手　　各置水輪側	 日 天 福 智 手 各 置 水 輪 側 
T18n0850_002:0080b25	　顯現側相著　　仰如車輅形	 顯 現 側 相 著 仰 如 車 輅 形 
T18n0850_002:0080b26	　社那毘社那　　般若三昧手	 社 那 毘 社 那 般若三昧 手 
T18n0850_002:0080b27	　風地皆內向　　水火自相持	 風 地 皆 內 向 水 火 自 相 持 
T18n0850_002:0080b28	　定慧輪頭合　　空建置於心	 定 慧 輪 頭 合 空 建 置 於 心 
T18n0850_002:0080b29	　九執之印相　　餘如口傳授	 九 執 之 印 相 餘 如 口 傳 授 
T18n0850_002:0080c01	　釋右梵天印　　三昧空持水	 釋 右 梵 天 印 三 昧 空 持 水 
T18n0850_002:0080c02	　猶如執華相　　慧風加火上	 猶 如 執 華 相 慧 風 加 火 上 
T18n0850_002:0080c03	　空持水中節　　梵天妃密契	 空 持 水 中 節 梵 天 妃 密 契 
T18n0850_002:0080c04	　天帝眷屬中　　乾闥阿修羅	 天 帝 眷 屬 中 乾 闥 阿 修 羅 
T18n0850_002:0080c05	　前印內縛拳　　申水樂天印	 前 印 內 縛 拳 申 水 樂 天 印 
T18n0850_002:0080c06	　修羅以智手　　風絞空輪上	 修 羅 以 智 手 風 絞 空 輪 上 
T18n0850_002:0080c07	　九印六真言彼彼真言曰	 九 印 六 真 言 彼 彼 真 言 曰 
T18n0850_002:0080c08	　天帝	 天 帝 
T18n0850_002:0080c09	（一七〇）曩莫三滿多沒馱喃(一)捨吃羅(二合)	 一 七 〇 曩 莫 三 滿 多 沒 馱 喃 一 捨 吃 羅 二 合 
T18n0850_002:0080c10	野(二)娑嚩(二合)賀	野 二 娑 嚩 二 合 賀 
T18n0850_002:0080c11	　日天	 日 天 
T18n0850_002:0080c12	（一七一）(一)阿儞底也(二合)野(二)娑嚩(二合)賀	 一 七 一 一 阿 儞 底 也 二 合 野 二 娑 嚩 二 合 賀 
T18n0850_002:0080c13	　麼利支天	 麼 利 支 天 
T18n0850_002:0080c14	(一)摩利支(二)娑嚩(二合)賀	 一 摩 利 支 二 娑 嚩 二 合 賀 
T18n0850_002:0080c15	　九執	 九 執 
T18n0850_002:0080c16	（一七二）(一)蘖羅(二合)係濕靺(二合)哩也(二合二)鉢	 一 七 二 一 蘖 羅 二 合 係 濕 靺 二 合 哩 也 二 合 二 鉢 
T18n0850_002:0080c17	囉(二合)波多(二合)孺(儒注反)底麼野(三)娑嚩	囉 二 合 波 多 二 合 孺 儒 注 反 底 麼 野 三 娑 嚩 
T18n0850_002:0080c18	(二合)賀	 二 合 賀 
T18n0850_002:0080c19	　梵天	 梵 天 
T18n0850_002:0080c20	（一七三）(一)鉢羅(二合)惹跛多曳(二)娑嚩(二合)	 一 七 三 一 鉢 羅 二 合 惹 跛 多 曳 二 娑 嚩 二 合 
T18n0850_002:0080c21	賀	賀 
T18n0850_002:0080c22	　乾闥	 乾 闥 
T18n0850_002:0080c23	（一七四）(一)尾戍馱娑嚩(二合)囉嚩係儞(入二)娑	 一 七 四 一 尾 戍 馱 娑 嚩 二 合 囉 嚩 係 儞 入 二 娑 
T18n0850_002:0080c24	嚩(二合)賀	嚩 二 合 賀 
T18n0850_002:0081a01	　阿修羅	 阿 修 羅 
T18n0850_002:0081a02	（一七五）(一)阿素囉蘖囉邏演(二)娑嚩(二合)賀	 一 七 五 一 阿 素 囉 蘖 囉 邏 演 二 娑 嚩 二 合 賀 
T18n0850_002:0081a03	　佛子應善聽　　從初三昧耶	 佛 子 應 善 聽 從 初 三 昧 耶 
T18n0850_002:0081a04	　至平等開悟　　東方第一院	 至 平 等 開 悟 東 方 第 一 院 
T18n0850_002:0081a05	　大日眾三昧　　多作天女形	 大 日 眾 三 昧 多 作 天 女 形 
T18n0850_002:0081a06	　鉤至如來甲　　各坐白蓮臺	 鉤 至 如 來 甲 各 坐 白 蓮 臺 
T18n0850_002:0081a07	　輪刀槊商佉　　鈴鐸羂索等	 輪 刀 槊 商 佉 鈴 鐸 羂 索 等 
T18n0850_002:0081a08	　毫相口舌牙　　皆各執蓮華	 毫 相 口 舌 牙 皆 各 執 蓮 華 
T18n0850_002:0081a09	　華上安幖幟　　臍印於華中	 華 上 安 幖 幟 臍 印 於 華 中 
T18n0850_002:0081a10	　圖作蓮環光　　圓好之妙相	 圖 作 蓮 環 光 圓 好 之 妙 相 
T18n0850_002:0081a11	　腰如回珠鬘　　藏如玉馬陰	 腰 如 回 珠 鬘 藏 如 玉 馬 陰 
T18n0850_002:0081a12	　陰藏不令現　　施願法辯說	 陰 藏 不 令 現 施 願 法 辯 說 
T18n0850_002:0081a13	　蓮華上經藏　　念處十力等	 蓮 華 上 經 藏 念 處 十 力 等 
T18n0850_002:0081a14	　並畫天人形　　寂靜三昧容	 並 畫 天 人 形 寂靜三昧 容 
T18n0850_002:0081a15	　當作佛頂相　　山河樹華菓	 當 作 佛 頂 相 山 河 樹 華 菓 
T18n0850_002:0081a16	　都道鬼神天　　隨名作幖幟	 都 道 鬼 神 天 隨 名 作 幖 幟 
T18n0850_002:0081a17	　年月六時神　　持華隨本教	 年 月 六 時 神 持 華 隨 本 教 
T18n0850_002:0081a18	　略說大悲藏　　曼荼羅位竟	 略 說 大 悲 藏 曼 荼 羅 位 竟 
T18n0850_002:0081a19	　一切諸聖眾　　廣如大壇圖	 一 切 諸 聖 眾 廣 如 大 壇 圖 
T18n0850_002:0081a20	　灌頂阿闍梨　　如經修供養	 灌 頂 阿 闍 梨 如 經 修 供 養 
T18n0850_002:0081a21	　次引應度者　　或十或八七	 次 引 應 度 者 或 十 或 八 七 
T18n0850_002:0081a22	　或五二四一　　灑之以淨水	 或 五 二 四 一 灑 之 以 淨 水 
T18n0850_002:0081a23	　授與塗香華　　令發菩提心	 授 與 塗 香 華 令發菩提心 
T18n0850_002:0081a24	　授彼最上戒　　憶念諸如來	 授 彼 最 上 戒 憶 念 諸 如 來 
T18n0850_002:0081a25	　一切皆當作　　生於淨佛家	 一 切 皆 當 作 生 於 淨 佛 家 
T18n0850_002:0081a26	　結法界生印　　及與法輪印	 結 法 界 生 印 及 與 法 輪 印 
T18n0850_002:0081a27	　金剛有情等　　而用作加持	 金 剛 有 情 等 而 用 作 加 持 
T18n0850_002:0081a28	　次應自當結　　諸佛三昧耶	 次 應 自 當 結 諸 佛 三 昧 耶 
T18n0850_002:0081b01	　三轉加淨衣　　如真言法教	 三 轉 加 淨 衣 如 真 言 法 教 
T18n0850_002:0081b02	　赤衣覆彼首　　深起悲念心	 赤 衣 覆 彼 首 深 起 悲 念 心 
T18n0850_002:0081b03	　三誦三昧耶　　頂戴以囉字	 三 誦 三 昧 耶 頂 戴 以 囉 字 
T18n0850_002:0081b04	　嚴以大空點　　周匝開焰鬘	 嚴 以 大 空 點 周 匝 開 焰 鬘 
T18n0850_002:0081b05	　字門生白光　　流出如滿月	 字 門 生 白 光 流 出 如 滿 月 
T18n0850_002:0081b06	　現對諸救世　　而散於淨華	 現 對 諸 救 世 而 散 於 淨 華 
T18n0850_002:0081b07	　隨其華至處　　行人而宗奉	 隨 其 華 至 處 行 人 而 宗 奉 
T18n0850_002:0081b08	　曼荼羅初門　　大龍廂衛處	 曼 荼 羅 初 門 大 龍 廂 衛 處 
T18n0850_002:0081b09	　於二門中間　　安立於學人	 於 二 門 中 間 安 立 於 學 人 
T18n0850_002:0081b10	　住彼隨法教　　而作眾事業	 住 彼 隨 法 教 而 作 眾 事 業 
T18n0850_002:0081b11	　如是令弟子　　遠離於諸過	 如 是 令 弟 子 遠 離 於 諸 過 
T18n0850_002:0081b12	　作寂然護摩　　護摩依法住	 作 寂 然 護 摩 護 摩 依 法 住 
T18n0850_002:0081b13	　初自中胎藏　　至第二之外	 初 自 中 胎 藏 至 第 二 之 外 
T18n0850_002:0081b14	　於曼荼羅中　　作無疑慮心	 於 曼 荼 羅 中 作 無 疑 慮 心 
T18n0850_002:0081b15	　如其自肘量　　陷作光明壇	 如 其 自 肘 量 陷 作 光 明 壇 
T18n0850_002:0081b16	　四節為周界　　中表金剛印	 四 節 為 周 界 中 表 金 剛 印 
T18n0850_002:0081b17	　師位之右方　　護摩具支分	 師 位 之 右 方 護 摩 具 支 分 
T18n0850_002:0081b18	　學人住其左　　蹲踞增敬心	 學 人 住 其 左 蹲 踞 增 敬 心 
T18n0850_002:0081b19	　自敷吉祥草　　藉地以安坐	 自 敷 吉 祥 草 藉 地 以 安 坐 
T18n0850_002:0081b20	　或布眾綵色　　彤暉極嚴麗	 或 布 眾 綵 色 彤 暉 極 嚴 麗 
T18n0850_002:0081b21	　一切繢事成　　是略護摩處	 一 切 繢 事 成 是 略 護 摩 處 
T18n0850_002:0081b22	　周匝布祥茅　　端末互相加	 周 匝 布 祥 茅 端 末 互 相 加 
T18n0850_002:0081b23	　右旋皆廣厚　　遍灑以香水	 右 旋 皆 廣 厚 遍 灑 以 香 水 
T18n0850_002:0081b24	　思惟火光尊　　赴請入爐中	 思 惟 火 光 尊 赴 請 入 爐 中 
T18n0850_002:0081b25	　哀愍一切故　　應當持滿器	 哀 愍 一 切 故 應 當 持 滿 器 
T18n0850_002:0081b26	　而以供養之　　爾時善住者	 而 以 供 養 之 爾 時 善 住 者 
T18n0850_002:0081b27	　當說是真語	 當 說 是 真 語 
T18n0850_002:0081b28	（一七六）曩莫三滿多沒馱喃(一)噁誐曩(二合)	 一 七 六 曩 莫 三 滿 多 沒 馱 喃 一 噁 誐 曩 二 合 
T18n0850_002:0081b29	曳(二)娑嚩(二合)賀	曳 二 娑 嚩 二 合 賀 
