T85n2788_001:0616c14	律戒本疏	律 戒 本 疏 
T85n2788_001:0632c16	念。何用觀是害生之具。因是結戒。不聽往觀	念 何 用 觀 是 害 生 之 具 因 是 結 戒 不 聽 往 觀 
T85n2788_001:0632c17	軍陣。觀軍陳犯墮。後王及大將欲見比丘。因	軍 陣 觀 軍 陳 犯 墮 後 王 及 大 將 欲 見 比 丘 因 
T85n2788_001:0632c18	是復開因緣得往。往而故觀亦墮。	是 復 開 因 緣 得 往 往 而 故 觀 亦 墮 
T85n2788_001:0632c19	四十六到軍中乃至二夜應往過宿墮　雖有	四 十 六 到 軍 中 乃 至 二 夜 應 往 過 宿 墮 雖 有 
T85n2788_001:0632c20	緣聽往。往應時返。六群比丘二宿不還。致人	緣 聽 往 往 應 時 返 六群比丘 二 宿 不 還 致 人 
T85n2788_001:0632c21	疑怪。因是復結。即聽二夜過是犯墮。	疑 怪 因 是 復 結 即 聽 二 夜 過 是 犯 墮 
T85n2788_001:0632c22	四十七乃至二夜軍中往觀軍發行乃至軍陣	四 十 七 乃 至 二 夜 軍 中 往 觀 軍 發 行 乃 至 軍 陣 
T85n2788_001:0632c23	合戰犯墮　亦遮習戰也。得二夜不得觀。而	合 戰 犯 墮 亦 遮 習 戰 也 得 二 夜 不 得 觀 而 
T85n2788_001:0632c24	六群因觀。觀見者犯墮。欲觀不見犯突。有緣	六 群 因 觀 觀 見 者 犯 墮 欲 觀 不 見 犯 突 有 緣 
T85n2788_001:0632c25	自行見無犯也。	自 行 見 無 犯 也 
T85n2788_001:0632c26	四十八恚忿不喜打犯墮　十七群和善。六	四 十 八 恚 忿 不 喜 打 犯 墮 十 七 群 和 善 六 
T85n2788_001:0632c27	群弊惡。增疾故手打十七群。令彼啼喚。僉共	群 弊 惡 增 疾 故 手 打 十 七 群 令 彼 啼 喚 僉 共 
T85n2788_001:0632c28	慊怪。比丘之法應以謙下為本。慈忍為先。云	慊 怪 比 丘 之 法 應 以 謙 下 為 本 慈 忍 為 先 云 
T85n2788_001:0632c29	何手打出家之人。若以手脚一打一墮。五指	何 手 打 出家之人 若 以 手 脚 一 打 一 墮 五 指 
T85n2788_001:0633a01	一時五墮。以碎慘沙擲之。沙沙悉墮。若餘身	一 時 五 墮 以 碎 慘 沙 擲 之 沙 沙 悉 墮 若 餘 身 
T85n2788_001:0633a02	分打犯突。若大打比丘令極苦偷。小打令畏	分 打 犯 突 若 大 打 比 丘 令 極 苦 偷 小 打 令 畏 
T85n2788_001:0633a03	伏犯墮。餘一切在家出家大打極苦偷。小打	伏 犯 墮 餘 一 切 在家出家 大 打 極 苦 偷 小 打 
T85n2788_001:0633a04	令畏伏犯突。呪病除。除鬼惱故犯突。若善心	令 畏 伏 犯 突 呪 病 除 除 鬼 惱 故 犯 突 若 善 心 
T85n2788_001:0633a05	為人破難難生故彼死犯偷。不犯墮。已熟無	為 人 破 難 難 生 故 彼 死 犯 偷 不 犯 墮 已 熟 無 
T85n2788_001:0633a06	罪。為爾之無犯。	罪 為 爾 之 無 犯 
T85n2788_001:0633a07	四十九恚忿心手搏　此亦六群既不得打。	四 十 九 恚 忿 心 手 搏 此 亦 六 群 既 不 得 打 
T85n2788_001:0633a08	便舉指擬搏。令彼怖[口*弟]。凡若手若脚若杖。舉	便 舉 指 擬 搏 令 彼 怖 [口弟] 凡 若 手 若 脚 若 杖 舉 
T85n2788_001:0633a09	以擬人悉犯墮。若舉餘身分犯突。為防毒狩	以 擬 人 悉 犯 墮 若 舉 餘 身 分 犯 突 為 防 毒 狩 
T85n2788_001:0633a10	惡人無犯。	惡 人 無 犯 
T85n2788_001:0633a11	五十知他麁罪覆藏至一夜犯墮　凡無慚	五 十 知 他 麁 罪 覆 藏 至 一 夜 犯 墮 凡 無 慚 
T85n2788_001:0633a12	愧。輕慢心犯五篇戒。隱覆不悔。能障聖道通	愧 輕 慢 心 犯 五 篇 戒 隱 覆 不 悔 能 障 聖 道 通 
T85n2788_001:0633a13	名麁也。今言麁罪。謂初二篇也。跋難陀兄名	名 麁 也 今 言 麁 罪 謂 初 二 篇 也 跋 難 陀 兄 名 
T85n2788_001:0633a14	難徒。難徒犯麁罪。弟為覆藏之。難陀弟子	難 徒 難 徒 犯 麁 罪 弟 為 覆 藏 之 難 陀 弟 子 
T85n2788_001:0633a15	名達摩。達摩向眾發其麁罪。而難徒為緣弟	名 達 摩 達 摩 向 眾 發 其 麁 罪 而 難 徒 為 緣 弟 
T85n2788_001:0633a16	墮隱覆不說。由達摩白眾。因制不聽覆他麁	墮 隱 覆 不 說 由 達 摩 白 眾 因 制 不 聽 覆 他 麁 
T85n2788_001:0633a17	罪。尼覆他八重即犯重。比丘覆他重及殘悉	罪 尼 覆 他 八 重 即 犯 重 比 丘 覆 他 重 及 殘 悉 
T85n2788_001:0633a18	犯墮。覆他下三篇犯突。覆麁罪未至明犯突。	犯 墮 覆 他 下 三 篇 犯 突 覆 麁 罪 未 至 明 犯 突 
T85n2788_001:0633a19	至明相出悉犯波逸提。	至 明 相 出 悉 犯 波 逸 提 
T85n2788_001:0633a20	五十一語彼比丘至諸家使與汝多美飲食乃	五 十 一 語 彼 比 丘 至 諸 家 使 與 汝 多 美 飲 食 乃 
T85n2788_001:0633a21	至少許時是因緣不異　跋難陀以達摩發其	至 少 許 時 是 因 緣 不 異 跋 難 陀 以 達 摩 發 其 
T85n2788_001:0633a22	兄罪。常欲惱之便語之言。今將汝至諸家。使	兄 罪 常 欲 惱 之 便 語 之 言 今 將 汝 至 諸 家 使 
T85n2788_001:0633a23	與汝多美飲食。汝自當知。以師命故便隨之	與 汝 多 美 飲 食 汝 自 當 知 以 師 命 故 便 隨 之 
T85n2788_001:0633a24	去。去至二三家。皆留百師。欲為設食。師其不	去 去 至 二 三 家 皆 留 百 師 欲 為 設 食 師 其 不 
T85n2788_001:0633a25	受。弟子念言。不受此食。餘請必勝。復往一	受 弟 子 念 言 不 受 此 食 餘 請 必 勝 復 往 一 
T85n2788_001:0633a26	家。已至其門。便遣令去。語之言。我共汝坐不	家 已 至 其 門 便 遣 令 去 語 之 言 我 共 汝 坐 不 
T85n2788_001:0633a27	樂。我獨坐語樂。弟子思惟。日時已過。不容更	樂 我 獨 坐 語 樂 弟 子 思 惟 日 時 已 過 不 容 更 
T85n2788_001:0633a28	乞便還精舍。諸人問言。汝得好食耶。答言。	乞 便 還 精 舍 諸 人 問 言 汝 得 好 食 耶 答 言 
T85n2788_001:0633a29	我今斷食。何好之有。彼問所由。具以實答。眾	我 今 斷 食 何 好 之 有 彼 問 所 由 具 以 實 答 眾 
T85n2788_001:0633b01	悉慊責。因是結戒。若未至內門。若未至聞	悉 慊 責 因 是 結 戒 若 未 至 內 門 若 未 至 聞 
T85n2788_001:0633b02	處。便遣令還。未知主人飲食好惡故突。至聞	處 便 遣 令 還 未 知 主 人 飲 食 好 惡 故 突 至 聞 
T85n2788_001:0633b03	處而遣令去。惱恨深犯墮。若弟子有罪。欲令	處 而 遣 令 去 惱 恨 深 犯 墮 若 弟 子 有 罪 欲 令 
T85n2788_001:0633b04	伏折。為作慚恥遣之無罪。惱他人而遣亦犯	伏 折 為 作 慚 恥 遣 之 無 罪 惱 他 人 而 遣 亦 犯 
T85n2788_001:0633b05	此戒。戒文言。大德則知嫌說。餘人非但弟子	此 戒 戒 文 言 大 德 則 知 嫌 說 餘 人 非 但 弟 子 
T85n2788_001:0633b06	言。是因緣謂為惱因緣也。不異明無緣。無緣	言 是 因 緣 謂 為 惱 因 緣 也 不 異 明 無 緣 無 緣 
T85n2788_001:0633b07	而遣故皆犯墮。	而 遣 故 皆 犯 墮 
T85n2788_001:0633b08	五十二無病露地炙乃至使人犯墮　一時佛	五 十 二 無 病 露 地 炙 乃 至 使 人 犯 墮 一 時 佛 
T85n2788_001:0633b09	行道。路嶮畏有。諸商人隨佛而去。至一山	行 道 路 嶮 畏 有 諸 商 人 隨 佛 而 去 至 一 山 
T85n2788_001:0633b10	上。多諸枯樹。諸商人伴輩各各燃火。一老	上 多 諸 枯 樹 諸 商 人 伴 輩 各 各 燃 火 一 老 
T85n2788_001:0633b11	比丘燒大腐木。木中毒蛇冬寒凝蟄。得蠕動	比 丘 燒 大 腐 木 木 中 毒 蛇 冬 寒 凝 蟄 得 蠕 動 
T85n2788_001:0633b12	出出聲吼。商人悉驚。謂言有賊。嚴其器杖。欲	出 出 聲 吼 商 人 悉 驚 謂 言 有 賊 嚴 其 器 杖 欲 
T85n2788_001:0633b13	相救護。定是蛇聲。比丘驚喚。因是結戒不得	相 救 護 定 是 蛇 聲 比 丘 驚 喚 因 是 結 戒 不 得 
T85n2788_001:0633b14	燃火。無覆障名露地。露地燃一切火犯墮。恐	燃 火 無 覆 障 名 露 地 露 地 燃 一 切 火 犯 墮 恐 
T85n2788_001:0633b15	傷眾生故。與商人無別故。似貴人故。似軍中	傷 眾 生 故 與 商 人 無 別 故 似 貴 人 故 似 軍 中 
T85n2788_001:0633b16	法故。或因驚動相劫害故。若自若使人俱犯	法 故 或 因 驚 動 相 劫 害 故 若 自 若 使 人 俱 犯 
T85n2788_001:0633b17	墮。他先燃後為前之犯突。火焦著火中亦犯	墮 他 先 燃 後 為 前 之 犯 突 火 焦 著 火 中 亦 犯 
T85n2788_001:0633b18	突。後復開之。若風冷病。若作食薰鉢染衣等。	突 後 復 開 之 若 風 冷 病 若 作 食 薰 鉢 染 衣 等 
T85n2788_001:0633b19	種種須用燃之無罪。若柴漯應淨燃。凡有根	種 種 須 用 燃 之 無 罪 若 柴 漯 應 淨 燃 凡 有 根 
T85n2788_001:0633b20	能生及椽枝等。若不淨燃犯墮。餘草木不淨	能 生 及 椽 枝 等 若 不 淨 燃 犯 墮 餘 草 木 不 淨 
T85n2788_001:0633b21	然犯突。	然 犯 突 
T85n2788_001:0633b22	五十三如法僧事與欲後呵犯墮　六群犯	五 十 三 如 法 僧 事 與 欲 後 呵 犯 墮 六 群 犯 
T85n2788_001:0633b23	惡。眾欲治之。力契相償。無由得治。五人出	惡 眾 欲 治 之 力 契 相 償 無 由 得 治 五 人 出 
T85n2788_001:0633b24	行。一人在後。後日一時。六群悉行。唯相助一	行 一 人 在 後 後 日 一 時 六 群 悉 行 唯 相 助 一 
T85n2788_001:0633b25	人。時獨不行。眾治六群。而助者不知緩急。不	人 時 獨 不 行 眾 治 六 群 而 助 者 不 知 緩 急 不 
T85n2788_001:0633b26	出闇與眾欲。羯磨之後乃知所治。便即呵言。	出 闇 與 眾 欲 羯 磨 之 後 乃 知 所 治 便 即 呵 言 
T85n2788_001:0633b27	此為非法。若我知之則不與欲。因是不聽如	此 為 非 法 若 我 知 之 則 不 與 欲 因 是 不 聽 如 
T85n2788_001:0633b28	法僧事一切與欲。先同後異。先同後異悉若	法 僧 事 一 切 與 欲 先 同 後 異 先 同 後 異 悉 若 
T85n2788_001:0633b29	問言。眾有事。答言某事。事與言異而非故異。	問 言 眾 有 事 答 言 某 事 事 與 言 異 而 非 故 異 
T85n2788_001:0633c01	又如法事者呵之亦墮故作異而非法者呵。	又 如 法 事 者 呵 之 亦 墮 故 作 異 而 非 法 者 呵 
T85n2788_001:0633c02	五十四未受大戒人一房過二宿墮　阿羅毘	五 十 四 未 受 大 戒 人 一 房 過 二 宿 墮 阿 羅 毘 
T85n2788_001:0633c03	國一大講堂上。道俗雲集。共聽說法。至後夜	國 一 大 講 堂 上 道 俗 雲 集 共 聽 說 法 至 後 夜 
T85n2788_001:0633c04	時悉覆臥。沙彌惡眠。振動大喚。白衣譏嫌。世	時 悉 覆 臥 沙 彌 惡 眠 振 動 大 喚 白 衣 譏 嫌 世 
T85n2788_001:0633c05	尊呵責。不聽共宿。而未結戒後。羅云欲眠。往	尊 呵 責 不 聽 共 宿 而 未 結 戒 後 羅 云 欲 眠 往 
T85n2788_001:0633c06	入諸房悉皆不容。便入佛廁。極大眠臥。外有	入 諸 房 悉 皆 不 容 便 入 佛 廁 極 大 眠 臥 外 有 
T85n2788_001:0633c07	毒蛇。垂欲入廁。佛恐害之便。此後彼出其	毒 蛇 垂 欲 入 廁 佛 恐 害 之 便 此 後 彼 出 其 
T85n2788_001:0633c08	風雨。佛作雷聲。羅云開悟。佛牽將出。解釋安	風 雨 佛 作 雷 聲 羅 云 開 悟 佛 牽 將 出 解 釋 安 
T85n2788_001:0633c09	尉。令無愁惱。因是聽共宿二夜。以二事故。一	尉 令 無 愁 惱 因 是 聽 共 宿 二 夜 以 二 事 故 一 
T85n2788_001:0633c10	為沙彌故。二為白衣。恐毒蛇惡狩惡鬼惡人	為 沙 彌 故 二 為 白 衣 恐 毒 蛇 惡 狩 惡 鬼 惡 人 
T85n2788_001:0633c11	傷害故。又恐六親大瞋惱故。亦不仁傷大悲	傷 害 故 又 恐 六 親 大 瞋 惱 故 亦 不 仁 傷 大 悲 
T85n2788_001:0633c12	故。又防非法不過二夜。後比丘病。沙彌看。	故 又 防 非 法 不 過 二 夜 後 比 丘 病 沙 彌 看 
T85n2788_001:0633c13	二宿已比丘令去。後因急無人與藥。於是復	二 宿 已 比 丘 令 去 後 因 急 無 人 與 藥 於 是 復 
T85n2788_001:0633c14	聽沙彌立看。沙彌立看眠即倒地。復聽病人。	聽 沙 彌 立 看 沙 彌 立 看 眠 即 倒 地 復 聽 病 人 
T85n2788_001:0633c15	病人無犯。沙彌與大比丘共看病。更互坐臥	病 人 無 犯 沙 彌 與 大 比 丘 共 看 病 更 互 坐 臥 
T85n2788_001:0633c16	無犯。	無 犯 
T85n2788_001:0633c17	五十五我知佛法義彰道法不能障道　迦陀	五 十 五 我 知 佛 法 義 彰 道 法 不能障道 迦 陀 
T85n2788_001:0633c18	梵志欲謗佛法。令弟子阿私咜出家受戒。當	梵 志 欲 謗 佛 法 令 弟 子 阿 私 咜 出 家 受 戒 當 
T85n2788_001:0633c19	言行欲不欲不能障道。既出家已不能復謗。	言 行 欲 不 欲 不能障道 既 出 家 已 不 能 復 謗 
T85n2788_001:0633c20	師來逼說。情不能免。而猶畏懼。不敢正說。故	師 來 逼 說 情 不 能 免 而 猶 畏 懼 不 敢 正 說 故 
T85n2788_001:0633c21	慢言彰法不能彰道。作是語時。其舌不轉。佛	慢 言 彰 法 不 能 彰 道 作 是 語 時 其 舌 不 轉 佛 
T85n2788_001:0633c22	言。應先濡語誨。濡語誨捨者令突吉羅悔。若	言 應 先 濡 語 誨 濡 語 誨 捨 者 令 突 吉 羅 悔 若 
T85n2788_001:0633c23	不捨為作白四羯磨。約刺令捨。如法三諫。不	不 捨 為 作 白四羯磨 約 刺 令 捨 如 法 三 諫 不 
T85n2788_001:0633c24	捨者犯墮。應為作白四羯磨。惡邪不除儐還	捨 者 犯 墮 應 為 作 白四羯磨 惡 邪 不 除 儐 還 
T85n2788_001:0633c25	得正見。聽其悔過。此二邪說謗毀佛法。其事	得 正 見 聽 其 悔 過 此 二 邪 說 謗 毀 佛 法 其 事 
T85n2788_001:0633c26	大故。眾諫至三。方便誘引。欲令自返。故結罪	大 故 眾 諫 至 三 方 便 誘 引 欲 令 自 返 故 結 罪 
T85n2788_001:0633c27	不重。又不滅儐。如是起惡取不捨者應如是	不 重 又 不 滅 儐 如 是 起 惡 取 不 捨 者 應 如 是 
T85n2788_001:0633c28	治也。	治 也 
T85n2788_001:0633c29	五十六若知是人如是語不如法悔不捨惡邪	五 十 六 若 知 是 人 如 是 語 不 如 法 悔 不 捨 惡 邪 
T85n2788_001:0634a01	見故若畜使共事共一房舍宿墮　六群比丘	見 故 若 畜 使 共 事 共 一 房 舍 宿 墮 六群比丘 
T85n2788_001:0634a02	知阿私咜惡邪被儐。而教畜之。將增長外道。	知 阿 私 咜 惡 邪 被 儐 而 教 畜 之 將 增 長 外 道 
T85n2788_001:0634a03	毀滅正法。邪惡之徒不可復制。因是結戒。不	毀 滅 正 法 邪 惡 之 徒 不 可 復 制 因 是 結 戒 不 
T85n2788_001:0634a04	聽畜止。知是人者知其以惡邪被儐。如是語	聽 畜 止 知 是 人 者 知 其 以 惡 邪 被 儐 如 是 語 
T85n2788_001:0634a05	邪謗語也。不如法悔除邪心不捨。僧如法儐	邪 謗 語 也 不 如法悔除 邪 心 不 捨 僧 如 法 儐 
T85n2788_001:0634a06	而返畜之。畜有二種。或共行畜。或近畜。共	而 返 畜 之 畜 有 二 種 或 共 行 畜 或 近 畜 共 
T85n2788_001:0634a07	事共財共法共法者。一切羯磨說戒自恣。十	事 共 財 共 法 共 法 者 一 切 羯 磨 說 戒 自 恣 十 
T85n2788_001:0634a08	四種人一切僧事。又四種舍中而共宿止。若	四 種 人 一 切 僧 事 又 四 種 舍 中 而 共 宿 止 若 
T85n2788_001:0634a09	教法若從受法一一犯墮。若與衣鉢飯食寢	教 法 若 從 受 法 一 一 犯 墮 若 與 衣 鉢 飯 食 寢 
T85n2788_001:0634a10	臥湯藥。若從彼受亦一一墮。凡共畜共事一	臥 湯 藥 若 從 彼 受 亦 一 一 墮 凡 共 畜 共 事 一 
T85n2788_001:0634a11	切中一一墮。若共宿時臥已起已起臥。起臥	切 中 一 一 墮 若 共 宿 時 臥 已 起 已 起 臥 起 臥 
T85n2788_001:0634a12	悉犯墮。若通夜不臥犯突吉羅也。	悉 犯 墮 若 通 夜 不 臥 犯 突 吉 羅 也 
T85n2788_001:0634a13	五十七　跋難陀沙彌名摩加作重婬。已起	五 十 七 跋 難 陀 沙 彌 名 摩 加 作 重 婬 已 起 
T85n2788_001:0634a14	惡邪見。言行欲不能障道。集眾三教不捨惡	惡 邪 見 言 行 欲 不能障道 集 眾 三 教 不 捨 惡 
T85n2788_001:0634a15	邪。乃白四羯磨與作滅儐。發遣令去。此滅不	邪 乃 白四羯磨 與 作 滅 儐 發 遣 令 去 此 滅 不 
T85n2788_001:0634a16	見。六群比丘知而畜之。此將長邪容惡不可	見 六群比丘 知 而 畜 之 此 將 長 邪 容 惡 不 可 
T85n2788_001:0634a17	禁止。故不聽畜共語共事一舍共宿。共語共	禁 止 故 不 聽 畜 共 語 共 事 一 舍 共 宿 共 語 共 
T85n2788_001:0634a18	事一舍共宿義同上義。一一中犯墮如上。若	事 一 舍 共 宿 義 同 上 義 一 一 中 犯 墮 如 上 若 
T85n2788_001:0634a19	非滅儐沙彌還得正見。聽其懺悔。若滅儐沙	非 滅 儐 沙 彌 還 得 正 見 聽 其 懺 悔 若 滅 儐 沙 
T85n2788_001:0634a20	彌苦自改悔。求依眾住。若為至誠為眾哀念	彌 苦 自 改 悔 求 依 眾 住 若 為 至 誠 為 眾 哀 念 
T85n2788_001:0634a21	聽依眾住。如白衣法。終身不得受戒。得與	聽 依 眾 住 如 白 衣 法 終 身 不 得 受 戒 得 與 
T85n2788_001:0634a22	眾食。不與衣分。施主與之得受。師不得為捉	眾 食 不 與 衣 分 施 主 與 之 得 受 師 不 得 為 捉 
T85n2788_001:0634a23	籌也。	籌 也 
T85n2788_001:0634a24	五十八若寶若似名寶若自取若使人取墮除	五 十 八 若 寶 若 似 名 寶 若 自 取 若 使 人 取 墮 除 
T85n2788_001:0634a25	僧房內若住處內　有一貧人。遇得伏藏。忽	僧 房 內 若 住 處 內 有 一 貧 人 遇 得 伏 藏 忽 
T85n2788_001:0634a26	然大富。王欲誅奪。緣憶佛語。勉死賜。今因呵	然 大 富 王 欲 誅 奪 緣 憶 佛 語 勉 死 賜 今 因 呵 
T85n2788_001:0634a27	取寶。而未結戒。後諸童子見跋難陀。知其貪	取 寶 而 未 結 戒 後 諸 童 子 見 跋 難 陀 知 其 貪 
T85n2788_001:0634a28	著。欲共誡之。散寶路上。隱身潛察。難陀輒	著 欲 共 誡 之 散 寶 路 上 隱 身 潛 察 難 陀 輒 
T85n2788_001:0634a29	取。懷之而去。童子共捉將送付伺官。伺官信	取 懷 之 而 去 童 子 共 捉 將 送 付 伺 官 伺 官 信 
T85n2788_001:0634b01	佛。呵責放之。惡聲紛紜。然後結戒。三十事自	佛 呵 責 放 之 惡 聲 紛 紜 然 後 結 戒 三 十 事 自 
