T22n1424_001:0214a17	彌沙塞羯磨本	彌 沙 塞 羯 磨 本 
T22n1424_001:0221c17	報言：『昨夜為尼遍求，無有堪者。』語諸尼眾：『精勤行道，謹慎莫放逸。』」明日宣上座教告使尼。尼使還寺中集眾說欲，使	報 言 昨 夜 為 尼 遍 求 無 有 堪 者 語 諸 尼 眾 精 勤 行 道 謹 慎 莫 放 逸 明 日 宣 上 座 教 告 使 尼 尼 使 還 寺 中 集 眾 說 欲 使 
T22n1424_001:0221c18	尼問和合，宣上座教勅已，尼眾合掌恭謹聽受。應各云頂戴持，然後禮佛而散之)。	尼 問 和 合 宣 上 座 教 勅 已 尼 眾 合 掌 恭 謹 聽 受 應 各 云 頂 戴 持 然 後 禮 佛 而 散 之 
T22n1424_001:0221c19	與清淨欲法(時說戒日，有病比丘不來。佛言：「應令柱杖人扶衣舁將來。若恐困篤，應取清淨欲	與 清 淨 欲 法 時 說 戒 日 有 病 比 丘 不 來 佛 言 應 令 柱 杖 人 扶 衣 舁 將 來 若 恐 困 篤 應 取 清 淨 欲 
T22n1424_001:0221c20	來。若不能口語，若舉手、舉手指、搖頭、舉眼，得名身與清淨欲。若復不能，應輿到彼，令諸病者面向說戒人。若復不能	來 若 不 能 口 語 若 舉 手 舉 手 指 搖 頭 舉 眼 得 名 身 與 清 淨 欲 若 復 不 能 應 輿 到 彼 令 諸 病 者 面 向 說 戒 人 若 復 不 能 
T22n1424_001:0221c21	向說戒人，應出界外布薩。若與尼等四眾、狂亂等三滅擯，此等並不名與清淨欲。若至僧中狂亂等起並名持欲，睡	向 說 戒 人 應 出 界 外 布 薩 若 與 尼 等 四 眾 狂 亂 等 三 滅 擯 此 等 並 不 名 與 清 淨 欲 若 至 僧 中 狂 亂 等 起 並 名 持 欲 睡 
T22n1424_001:0221c22	若忘得名持欲，犯突吉羅。」又僧斷事時起去，戒云：今聽諸比丘有事與欲竟去。應設威儀，對如法境，說云)。	若 忘 得 名 持 欲 犯 突 吉 羅 又 僧 斷 事 時 起 去 戒 云 今 聽 諸 比 丘 有 事 與 欲 竟 去 應 設 威 儀 對 如 法 境 說 云 
T22n1424_001:0221c23	「長老一心念！僧今斷事。我某甲比丘，如法僧	 長 老 一 心 念 僧 今 斷 事 我 某 甲 比 丘 如 法 僧 
T22n1424_001:0221c24	事中與欲。」(不言三說，一說應得)僧中說云：「大德僧聽！比丘	事 中 與 欲 不 言 三 說 一 說 應 得 僧 中 說 云 大德僧聽 比 丘 
T22n1424_001:0221c25	某甲，如法僧事中與欲清淨。」(一說)轉與欲法(《四分律》云：	某 甲 如 法 僧 事 中 與 欲 清 淨 一 說 轉 與 欲 法 四 分 律 云 
T22n1424_001:0221c26	持欲比丘自有事起不及詣僧，聽轉授與比丘。應作是言)。	持 欲 比 丘 自 有 事 起 不 及 詣 僧 聽 轉 授 與 比 丘 應作是言 
T22n1424_001:0222a01	「長老一心念！我比丘某甲，與眾多比丘受欲	 長 老 一 心 念 我 比 丘 某 甲 與 眾 多 比 丘 受 欲 
T22n1424_001:0222a02	清淨。彼及我身，如法僧事中與欲清淨。」(彼至僧中但直	清 淨 彼 及 我 身 如 法 僧 事 中 與 欲 清 淨 彼 至 僧 中 但 直 
T22n1424_001:0222a03	說之)	說 之 
T22n1424_001:0222a04	告清淨法(佛言：「若說戒竟一切未起，有比丘來，若多若等，應更布薩；若少，應僧中胡跪合掌云：」)	告 清 淨 法 佛 言 若 說 戒 竟 一 切 未 起 有 比 丘 來 若 多 若 等 應 更 布 薩 若 少 應 僧 中 胡 跪 合 掌 云 
T22n1424_001:0222a05	「大德僧聽！我比丘某甲清淨。」(文無，准說)五種說戒法	 大德僧聽 我 比 丘 某 甲 清 淨 文 無 准 說 五 種 說 戒 法 
T22n1424_001:0222a06	(如餘部說，八難餘緣開略說戒。此雖無緣，所開相似，一廣四略合為五說)。	 如 餘 部 說 八 難 餘 緣 開 略 說 戒 此 雖 無 緣 所 開 相 似 一 廣 四 略 合 為 五 說 
T22n1424_001:0222a07	一、說戒序已(應云)「諸大德！是四墮法，僧常聞。」(十三僧殘、	一 說 戒 序 已 應 云 諸 大 德 是 四 墮 法 僧 常 聞 十三僧殘 
T22n1424_001:0222a08	二不定法、三十捨墮、九十一墮、四提舍尼及眾學法，一一列名，言僧常聞之)	二不定法 三十捨墮 九 十 一 墮 四提舍尼 及 眾 學 法 一 一 列 名 言 僧 常 聞 之 
T22n1424_001:0222a09	三、說戒序、四墮、十三、二不定已(餘言：「僧常聞。」)。五、廣誦	三 說 戒 序 四 墮 十 三 二 不 定 已 餘 言 僧 常 聞 五 廣 誦 
T22n1424_001:0222a10	使周。三人二三語布薩法(設威儀已合掌說云)「今僧十五	使 周 三 人 二 三 語 布 薩 法 設 威 儀 已 合 掌 說 云 今 僧 十 五 
T22n1424_001:0222a11	日布薩，我某甲比丘清淨。」(三說)一人心念布薩法	日 布 薩 我 某 甲 比 丘 清 淨 三 說 一 人 心 念 布 薩 法 
T22n1424_001:0222a12	(威儀同前)。「今十五日，眾僧布薩。」(心念口言三說)第六、僧等安	 威 儀 同 前 今 十 五 日 眾 僧 布 薩 心 念 口 言 三 說 第 六 僧 等 安 
T22n1424_001:0222a13	居法(無事遊行，復踐物命，招譏廢道，事無過此。舉外況內，故制斯法)。	居 法 無 事 遊 行 復 踐 物 命 招 譏 廢 道 事 無 過 此 舉 外 況 內 故 制 斯 法 
T22n1424_001:0222a14	三語安居法(修設威儀，對如法境云)。「長老一心念！我某甲	三 語 安 居 法 修 設 威 儀 對 如 法 境 云 長 老 一 心 念 我 某 甲 
T22n1424_001:0222a15	比丘，於此住處夏安居，前三月，依某僧伽藍	比 丘 於 此 住 處 夏 安 居 前 三 月 依 某 僧 伽 藍 
T22n1424_001:0222a16	(隨處稱之)，若房舍壞當治補。」(三說。答言)「我知。」(律云：當依持律者安居。若處所迮閙	 隨 處 稱 之 若 房 舍 壞 當 治 補 三 說 答 言 我 知 律 云 當 依 持 律 者 安 居 若 處 所 迮 閙 
T22n1424_001:0222a17	者，應七日得往返處心念遙依。《四分》云：「夏中當依第五律師廣誦二部律者，若違波逸提。准律意應問云：」)	者 應 七 日 得 往 返 處 心 念 遙 依 四 分 云 夏 中 當 依 第 五 律 師 廣 誦 二 部 律 者 若 違 波 逸 提 准 律 意 應 問 云 
T22n1424_001:0222a18	「依誰持律？」(答言)「依某甲律師。」(告言)「有疑當問。」(若非伽藍，須除房舍	 依 誰 持 律 答 言 依 某 甲 律 師 告 言 有 疑 當 問 若 非 伽 藍 須 除 房 舍 
T22n1424_001:0222a19	破修治之言。若後安居，唯稱「後三月」為異)。	破 修 治 之 言 若 後 安 居 唯 稱 後 三 月 為 異 
T22n1424_001:0222a20	心念安居法(准前三語，但除初句)。	心 念 安 居 法 准 前 三 語 但 除 初 句 
T22n1424_001:0222a21	受房舍安居法(時有分房舍臥具竟，不作心念亦不口言，生疑白佛。佛言：「為安居故受房舍	受 房 舍 安 居 法 時 有 分 房 舍 臥 具 竟 不 作 心 念 亦 不 口 言 生 疑 白 佛 佛 言 為 安 居 故 受 房 舍 
T22n1424_001:0222a22	敷具，亦成安居。」既言亦不心念，應有心念安居云)。	敷 具 亦 成 安 居 既 言 亦 不 心 念 應 有 心 念 安 居 云 
T22n1424_001:0222a23	受日出界法(文言：長者請僧，懼不敢受，因致嫌呵。佛言：「若有請、若無請，須出界外，一切皆聽七	受 日 出 界 法 文 言 長 者 請 僧 懼 不 敢 受 因 致 嫌 呵 佛 言 若 有 請 若 無 請 須 出 界 外 一 切 皆 聽 七 
T22n1424_001:0222a24	日往返。」又諸外道欲祇桓中通水，王出征罰欲往諮啟，佛言：「若有佛法僧事、若私事，於七日外更聽白二受十五日	日 往 返 又 諸 外 道 欲 祇 桓 中 通 水 王 出 征 罰 欲 往 諮 啟 佛 言 若 有 佛 法 僧 事 若 私 事 於 七 日 外 更 聽 白 二 受 十 五 日 
T22n1424_001:0222a25	夜、若三十夜。」約夜為數，不同他部。緣如緣非，教自明顯。重不重受，任依恒式。若有二難，聽破無罪。開無重故，夏不破	夜 若 三 十 夜 約 夜 為 數 不 同 他 部 緣 如 緣 非 教 自 明 顯 重 不 重 受 任 依 恒 式 若 有 二 難 聽 破 無 罪 開 無 重 故 夏 不 破 
T22n1424_001:0222a26	成。或可准文，既許彼處受夏衣分，安居彼成義亦無失)。	成 或 可 准 文 既 許 彼 處 受 夏 衣 分 安 居 彼 成 義 亦 無 失 
T22n1424_001:0222b01	羯磨受日法。「大德僧聽！此某甲比丘，為某事	羯 磨 受 日 法 大德僧聽 此 某 甲 比 丘 為 某 事 
T22n1424_001:0222b02	欲出界行，於七日外更受(十五夜、若三十夜)，還此安居。	欲 出 界 行 於 七 日 外 更 受 十 五 夜 若 三 十 夜 還 此 安 居 
T22n1424_001:0222b03	若僧時到僧忍聽。白如是。」「大德僧聽，此某甲	若僧時到 僧 忍 聽 白 如 是 大德僧聽 此 某 甲 
T22n1424_001:0222b04	比丘，為某事欲出界行，於七日外更受(十五夜、若三十	比 丘 為 某 事 欲 出 界 行 於 七 日 外 更 受 十 五 夜 若 三 十 
T22n1424_001:0222b05	夜)，還此安居。誰諸長老忍，默然；不忍者說。」「僧	夜 還 此 安 居 誰 諸 長 老 忍 默 然 不 忍 者 說 僧 
T22n1424_001:0222b06	已與某甲更受(十五夜、若三十夜)出界行竟。僧忍，默然	已 與 某 甲 更 受 十 五 夜 若 三 十 夜 出 界 行 竟 僧 忍 默 然 
T22n1424_001:0222b07	故，是事如是持。」三語受日法(律無受詞，准羯磨說)。	故 是事如是持 三 語 受 日 法 律 無 受 詞 准 羯 磨 說 
T22n1424_001:0222b08	「長老一心念！我比丘某甲，為某事欲出界行，	 長 老 一 心 念 我 比 丘 某 甲 為 某 事 欲 出 界 行 
T22n1424_001:0222b09	受七日法，還此安居。」(三說)	受 七 日 法 還 此 安 居 三 說 
T22n1424_001:0222b10	第七、僧等自恣法(共居習道或有愆違，故令夏三月最後日，於如法比丘眾塗地布草，於上	第 七 僧 等 自 恣 法 共 居 習 道 或 有 愆 違 故 令 夏 三 月 最 後 日 於 如 法 比 丘 眾 塗 地 布 草 於 上 
T22n1424_001:0222b11	自恣、請他舉罪)。	自 恣 請 他 舉 罪 
T22n1424_001:0222b12	差受自恣人法(作相集僧，並依常軌。具五種德應差令受，謂不隨欲、恚、癡、畏，知時非時。若二若	差 受 自 恣 人 法 作 相 集 僧 並 依 常 軌 具 五 種 德 應 差 令 受 謂 不 隨 欲 恚 癡 畏 知 時 非 時 若 二 若 
T22n1424_001:0222b13	多，文中並許)。	多 文 中 並 許 
T22n1424_001:0222b14	「大德僧聽！此某甲某甲比丘，能為僧作自恣	 大德僧聽 此 某 甲 某 甲 比 丘 能 為 僧 作 自 恣 
T22n1424_001:0222b15	人。僧今差某甲某甲作自恣人。若僧時到僧	人 僧 今 差 某 甲 某 甲 作 自 恣 人 若僧時到 僧 
T22n1424_001:0222b16	忍聽。白如是。」「大德僧聽！此某甲某甲比丘，能	忍 聽 白 如 是 大德僧聽 此 某 甲 某 甲 比 丘 能 
T22n1424_001:0222b17	為僧作自恣人，僧今差某甲某甲作自恣人。	為 僧 作 自 恣 人 僧 今 差 某 甲 某 甲 作 自 恣 人 
T22n1424_001:0222b18	誰諸長老忍，默然；不忍者說。」「僧已差某甲某	誰 諸 長 老 忍 默 然 不 忍 者 說 僧 已 差 某 甲 某 
T22n1424_001:0222b19	甲作自恣人竟。僧忍，默然故，是事如是持。」	甲 作 自 恣 人 竟 僧 忍 默 然 故 是事如是持 
T22n1424_001:0222b20	五德被差已單白攝眾法(以諸比丘雜亂無次自恣前後，故制作白。俱設威	五 德 被 差 已 單 白 攝 眾 法 以 諸 比 丘 雜 亂 無 次 自 恣 前 後 故 制 作 白 俱 設 威 
T22n1424_001:0222b21	儀)。	儀 
T22n1424_001:0222b22	「大德僧聽！今僧自恣時到，僧和合作自恣。白	 大德僧聽 今 僧 自 恣 時 到 僧 和 合 作 自 恣 白 
T22n1424_001:0222b23	如是。」(然後俱下，胡跪自恣)正自恣法。「諸大德！若見我罪、若	如 是 然 後 俱 下 胡 跪 自 恣 正 自 恣 法 諸 大 德 若 見 我 罪 若 
T22n1424_001:0222b24	聞我罪、若疑我罪，憐愍故自恣說，我當見罪	聞 我 罪 若 疑 我 罪 憐 愍 故 自 恣 說 我 當 見 罪 
T22n1424_001:0222b25	悔過。」(三說)略自恣法(以諸白衣欲布施及聽法，諸比丘自恣淹久，致彼譏呵。因開除上八人一	悔 過 三 說 略 自 恣 法 以 諸 白 衣 欲 布 施 及 聽 法 諸 比 丘 自 恣 淹 久 致 彼 譏 呵 因 開 除 上 八 人 一 
T22n1424_001:0222b26	一自恣，自下同歲同歲一時自恣。餘緣八難，他部所開。簡德差人如前，已辯五德被差已，應起白眾云)。	一 自 恣 自 下 同 歲 同 歲 一 時 自 恣 餘 緣 八 難 他 部 所 開 簡 德 差 人 如 前 已 辯 五 德 被 差 已 應 起 白 眾 云 
T22n1424_001:0222b27	「除上八人，自下同歲一處坐自恣。(若自恣猶遲，應白眾云也)。	 除 上 八 人 自 下 同 歲 一 處 坐 自 恣 若 自 恣 猶 遲 應 白 眾 云 也 
T22n1424_001:0222b28	各各相向自恣。」四人已下自恣法(自恣法中雖無此文，准於布薩	各 各 相 向 自 恣 四 人 已 下 自 恣 法 自 恣 法 中 雖 無 此 文 准 於 布 薩 
T22n1424_001:0222c01	及他部說。三語、心念亦通有云也)。	及 他 部 說 三 語 心 念 亦 通 有 云 也 
T22n1424_001:0222c02	四人對首自恣法。「三大德一心念！今日眾僧	四 人 對 首 自 恣 法 三 大 德 一 心 念 今 日 眾 僧 
T22n1424_001:0222c03	自恣，我某甲比丘清淨。」(三說。人各施設表己清淨，應他自恣。三人二人亦如是)。	自 恣 我 某 甲 比 丘 清 淨 三 說 人 各 施 設 表 己 清 淨 應 他 自 恣 三 人 二 人 亦 如 是 
T22n1424_001:0222c04	一人心念自恣法。「今日眾自恣，我心念受自	一 人 心 念 自 恣 法 今 日 眾 自 恣 我 心 念 受 自 
T22n1424_001:0222c05	恣。」(三說。其說欲如前布薩，俱改「自恣」為異。《僧祇》自恣不聽說欲，恐避舉罪故。今不同之)。	恣 三 說 其 說 欲 如 前 布 薩 俱 改 自 恣 為 異 僧 祇 自 恣 不 聽 說 欲 恐 避 舉 罪 故 今 不 同 之 
T22n1424_001:0222c06	尼差人自恣法(佛言：「比丘尼不得共比丘自恣。應先集眾自恣，然後差人就比丘僧請見聞疑	尼 差 人 自 恣 法 佛 言 比 丘 尼 不 得 共 比 丘 自 恣 應 先 集 眾 自 恣 然 後 差 人 就 比 丘 僧 請 見 聞 疑 
T22n1424_001:0222c07	罪。」《四分》云：「若僧尼滿五不至自恣，然後差人就比丘僧請見聞疑罪。」《四分》云：「若僧尼不滿五，至自恣日，比丘尼至比	罪 四 分 云 若 僧 尼 滿 五 不 至 自 恣 然 後 差 人 就 比 丘 僧 請 見 聞 疑 罪 四 分 云 若 僧 尼 不 滿 五 至 自 恣 日 比 丘 尼 至 比 
T22n1424_001:0222c08	丘所禮拜問訊。」義准若各滿五，應集僧索欲，問緣，答云：「差自恣羯磨。」應云)。	丘 所 禮 拜 問 訊 義 准 若 各 滿 五 應 集 僧 索 欲 問 緣 答 云 差 自 恣 羯 磨 應 云 
T22n1424_001:0222c09	「阿姨僧聽！今差比丘尼某甲，為比丘尼僧故	 阿 姨 僧 聽 今 差 比 丘 尼 某 甲 為 比 丘 尼 僧 故 
T22n1424_001:0222c10	往大僧中請見聞疑罪。若僧時到僧忍聽。白	往 大 僧 中 請 見 聞 疑 罪 若僧時到 僧 忍 聽 白 
T22n1424_001:0222c11	如是。」「阿姨僧聽！今差比丘尼某甲，為比丘尼	如 是 阿 姨 僧 聽 今 差 比 丘 尼 某 甲 為 比 丘 尼 
T22n1424_001:0222c12	僧故往大僧中請見聞疑罪。誰諸長老忍，默	僧 故 往 大 僧 中 請 見 聞 疑 罪 誰 諸 長 老 忍 默 
T22n1424_001:0222c13	然；不忍者說。」「僧已差比丘尼某甲，為比丘尼	然 不 忍 者 說 僧 已 差 比 丘 尼 某 甲 為 比 丘 尼 
T22n1424_001:0222c14	僧故往大僧中請見聞疑罪竟。僧忍，默然故。	僧 故 往 大 僧 中 請 見 聞 疑 罪 竟 僧 忍 默 然 故 
T22n1424_001:0222c15	是事如是持。」(《四分》云：「被獨行無護者，應差二三尼為伴。」此律云：彼尼至比丘僧已，偏袒右肩，脫革	是事如是持 四 分 云 被 獨 行 無 護 者 應 差 二 三 尼 為 伴 此 律 云 彼 尼 至 比 丘 僧 已 偏袒右肩 脫 革 
T22n1424_001:0222c16	屣遙禮僧。然後入僧中，合掌白言)。	屣 遙 禮 僧 然 後 入 僧 中 合 掌 白 言 
T22n1424_001:0222c17	「某精舍和合比丘尼僧，頂禮和合比丘僧足。	 某 精 舍 和 合 比 丘 尼 僧 頂 禮 和 合 比 丘 僧 足 
T22n1424_001:0222c18	我等比丘尼僧和合，請大德僧自恣說見聞	我 等 比 丘 尼 僧 和 合 請 大 德 僧 自 恣 說 見 聞 
T22n1424_001:0222c19	疑罪。」(如是三請已良久，若無人舉者，眾中上座應告使人言)	疑 罪 如 是 三 請 已 良 久 若 無 人 舉 者 眾 中 上 座 應 告 使 人 言 
T22n1424_001:0222c20	「比丘尼眾三請見聞疑罪。徒眾上下各默然	 比 丘 尼 眾 三 請 見 聞 疑 罪 徒 眾 上 下 各 默 然 
T22n1424_001:0222c21	者，實由尼眾如法行道。謹慎莫放逸。」(使尼禮拜辭退。至	者 實 由 尼 眾 如 法 行 道 謹 慎 莫 放 逸 使 尼 禮 拜 辭 退 至 
T22n1424_001:0222c22	本寺已，集尼眾等傳僧勅，如教誡中說)。	本 寺 已 集 尼 眾 等 傳 僧 勅 如 教 誡 中 說 
T22n1424_001:0222c23	第八、受施分衣法(著糞掃衣，聖先讚歎。因耆域請，受家施衣。但糞掃衣既無施主，約緣有十；	第 八 受 施 分 衣 法 著 糞 掃 衣 聖 先 讚 歎 因 耆 域 請 受 家 施 衣 但 糞 掃 衣 既 無 施 主 約 緣 有 十 
T22n1424_001:0222c24	家施衣者約心差別，文分九種)。	家 施 衣 者 約 心 差 別 文 分 九 種 
T22n1424_001:0222c25	一、界得施(謂施主心約界而施，還隨施意與界內僧)。	一 界 得 施 謂 施 主 心 約 界 而 施 還 隨 施 意 與 界 內 僧 
T22n1424_001:0222c26	二、要得施(謂異處僧)，安居共要一處得施(兩界共分。後有施物，隨要	二 要 得 施 謂 異 處 僧 安 居 共 要 一 處 得 施 兩 界 共 分 後 有 施 物 隨 要 
T22n1424_001:0222c27	而受)。	而 受 
T22n1424_001:0223a01	三、限得施(謂施主心摽，人數定故。律文言：施如是人)。	三 限 得 施 謂 施 主 心 摽 人 數 定 故 律 文 言 施 如 是 人 
