X24n0470_001:0846c06	 小引	 小 引 
X24n0470_002:0862b22	　大道本來嘗清淨　　方知不礙主人公	 大 道 本 來 嘗 清 淨 方 知 不 礙 主 人 公 
X24n0470_002:0862b23	業障者。有五業五障。五業者。弑父。弑母。弑阿羅漢。	業 障 者 有 五 業 五 障 五 業 者 弑 父 弑 母 弑 阿 羅 漢 
X24n0470_002:0862b24	出佛身血。破和合僧。五障者。煩惱障。報障。障礙。事	出佛身血 破 和 合 僧 五 障 者 煩 惱 障 報 障 障 礙 事 
X24n0470_002:0862c01	障。理障。能淨業障者。時時刻刻。嘗行般若清淨行。	障 理 障 能 淨 業 障 者 時 時 刻 刻 嘗 行 般 若 清 淨 行 
X24n0470_002:0862c02	除却人我貪嗔。除却無明煩惱。如是之人。能淨業	除 却 人 我 貪 嗔 除 却 無 明 煩 惱 如 是 之 人 能 淨 業 
X24n0470_002:0862c03	障再不生。身心者。身有三業。貪淫。殺害。偷盜。心有	障 再 不 生 身 心 者 身 有 三 業 貪 淫 殺 害 偷 盜 心 有 
X24n0470_002:0862c04	無數業障。慳貪心。利名心。嫉妬心。計較心。勝負心。	無 數 業 障 慳 貪 心 利 名 心 嫉 妬 心 計 較 心 勝 負 心 
X24n0470_002:0862c05	貢高心。我慢心。殺害心。狠毒心。三毒心。怕怖心。邪	貢 高 心 我 慢 心 殺 害 心 狠 毒 心 三 毒 心 怕 怖 心 邪 
X24n0470_002:0862c06	心。妄心。無明黑暗心。有種種不善之心。若能放下	心 妄 心 無 明 黑 暗 心 有 種 種 不 善 之 心 若 能 放 下 
X24n0470_002:0862c07	身心。好下般若功用。是故放下身心好用功。此箇	身 心 好 下 般 若 功 用 是 故 放 下 身 心 好 用 功 此 箇 
X24n0470_002:0862c08	大道之理。不用做作。即要身心清淨。故云。大道本	大 道 之 理 不 用 做 作 即 要 身 心 清 淨 故 云 大 道 本 
X24n0470_002:0862c09	來嘗清淨。如此行持。方知不礙主人公也。	來 嘗 清 淨 如 此 行 持 方 知 不 礙 主 人 公 也 
X24n0470_002:0862c10	能淨業障。前世冤愆今世忘。幻化非真相。色空皆一	能 淨 業 障 前 世 冤 愆 今 世 忘 幻 化 非 真 相 色 空 皆 一 
X24n0470_002:0862c11	樣。佛。真如妙難量。自在縱橫。出入嘗收放。徧界明明	樣 佛 真 如 妙 難 量 自 在 縱 橫 出 入 嘗 收 放 徧 界 明 明 
X24n0470_002:0862c12	不覆藏。徧界明明不覆藏。	不 覆 藏 徧 界 明 明 不 覆 藏 
X24n0470_002:0862c13	能淨業障之人。以今世人輕賤故。先世罪業。即為	能 淨 業 障 之 人 以 今 世 人 輕 賤 故 先 世 罪 業 即 為 
X24n0470_002:0862c14	消滅。故云。前世冤愆今世忘。幻化色身。非是真相。	消 滅 故 云 前 世 冤 愆 今 世 忘 幻 化 色 身 非 是 真 相 
X24n0470_002:0862c15	心經云。色不異空。空不異色。色即是空。空即是色。	心 經 云 色不異空 空不異色 色 即 是 空 空 即 是 色 
X24n0470_002:0862c16	是故。色空皆一樣。我的佛。這箇真如之體。本無相	是 故 色 空 皆 一 樣 我 的 佛 這 箇 真 如 之 體 本 無 相 
X24n0470_002:0862c17	貌。隨處現青黃的。故云。真如妙難量。則要行人。把	貌 隨 處 現 青 黃 的 故 云 真 如 妙 難 量 則 要 行 人 把 
X24n0470_002:0862c18	自己一箇當人。甞要自在縱橫。提得起。放得下。牧	自 己 一 箇 當 人 甞 要 自 在 縱 橫 提 得 起 放 得 下 牧 
X24n0470_002:0862c19	得隴。匝得開。摧得動。撥得轉。如是行持。纔得徧界	得 隴 匝 得 開 摧 得 動 撥 得 轉 如 是 行 持 纔 得 徧 界 
X24n0470_002:0862c20	明明不覆藏。	明 明 不 覆 藏 
X24n0470_002:0862c21	究竟無我。玄門有鎖。不得鍉開。生死難躲。	究 竟 無 我 玄 門 有 鎖 不 得 鍉 開 生 死 難 躲 
X24n0470_002:0862c22	直下究竟。原無我體。四大六根。總無交涉。一口無	直 下 究 竟 原 無 我 體 四 大 六 根 總 無 交 涉 一 口 無 
X24n0470_002:0862c23	常。盡皆敗壞。百無一用。即因世人。皆執有身。迷己	常 盡 皆 敗 壞 百 無 一 用 即 因 世 人 皆 執 有 身 迷 己 
X24n0470_002:0862c24	逐物。棄親向疎。認賊為子。妄將四大六根為實。作	逐 物 棄 親 向 疎 認 賊 為 子 妄 將 四 大 六 根 為 實 作 
X24n0470_002:0863a01	種種業。造種種苦。故有輪迴生死。若有究竟之人。	種 種 業 造 種 種 苦 故 有 輪迴生死 若 有 究 竟 之 人 
X24n0470_002:0863a02	盡底掀翻。萬緣頓息。故云究竟無我。爾時須菩提	盡 底 掀 翻 萬 緣 頓 息 故 云 究 竟 無 我 爾 時 須 菩 提 
X24n0470_002:0863a03	白佛言。世尊。善男子。善女人。發阿耨多羅三藐三	白 佛 言 世 尊 善 男 子 善 女 人 發 阿 耨 多 羅 三 藐 三 
X24n0470_002:0863a04	菩提心。云何應該是脩行人的住處。云何降伏其	菩 提 心 云 何 應 該 是 脩 行 人 的 住 處 云 何 降 伏 其 
X24n0470_002:0863a05	貪妄之心。佛告須菩提。善男子。善女人。發阿耨多	貪 妄 之 心 佛 告 須 菩 提 善 男 子 善 女 人 發 阿 耨 多 
X24n0470_002:0863a06	羅三藐三菩提心者。當生如是般若心住。我應該	羅 三藐三菩提 心 者 當 生 如 是 般 若 心 住 我 應 該 
X24n0470_002:0863a07	滅度一切眾生。滅度一切眾生已。而無有一箇眾	滅 度 一 切 眾 生 滅 度 一 切 眾 生 已 而 無 有 一 箇 眾 
X24n0470_002:0863a08	生。實是我滅度者。如此者。除能所心也。除眾生心	生 實 是 我 滅 度 者 如 此 者 除 能 所 心 也 除 眾 生 心 
X24n0470_002:0863a09	也。除我慢心也。纔得降伏其貪妄心也。何以故。須	也 除 我 慢 心 也 纔 得 降 伏 其 貪 妄 心 也 何 以 故 須 
X24n0470_002:0863a10	菩提。若菩薩。有我相。人相。眾生相。壽者相。則非是	菩 提 若 菩 薩 有 我 相 人 相 眾 生 相 壽 者 相 則 非 是 
X24n0470_002:0863a11	菩薩。若見有眾生可度。即是我相。有能度得眾生	菩 薩 若 見 有 眾 生 可 度 即 是 我 相 有 能 度 得 眾 生 
X24n0470_002:0863a12	心。即是人相。謂涅槃可求。即是眾生相。見涅槃可	心 即 是 人 相 謂 涅 槃 可 求 即 是 眾 生 相 見 涅 槃 可 
X24n0470_002:0863a13	證。即是壽者相。有此四相。即非菩薩。所以者何。須	證 即 是 壽 者 相 有 此 四 相 即 非 菩 薩 所以者何 須 
X24n0470_002:0863a14	菩提。實無有我人眾生壽者法。發阿耨多羅三藐	菩 提 實 無 有 我 人 眾 生 壽 者 法 發 阿 耨 多 羅 三 藐 
X24n0470_002:0863a15	三菩提心者。須菩提。於意云何。如來於燃燈佛所。	三 菩 提 心 者 須 菩 提 於意云何 如 來 於 燃 燈 佛 所 
X24n0470_002:0863a16	有四相法。得阿耨多羅三藐三菩提不。須菩提。會	有 四 相 法 得阿耨多羅三藐三菩提 不 須 菩 提 會 
X24n0470_002:0863a17	佛之意。故言。不也世尊。如我解佛所說義。佛於燃	佛 之 意 故 言 不 也 世 尊 如 我 解 佛 所 說 義 佛 於 燃 
X24n0470_002:0863a18	燈佛所。無有四相法。得阿耨多羅三藐三菩提。佛	燈 佛 所 無 有 四 相 法 得阿耨多羅三藐三菩提 佛 
X24n0470_002:0863a19	言。如是。如是。佛又叫須菩提。實無有四相法。如來	言 如 是 如 是 佛 又 叫 須 菩 提 實 無 有 四 相 法 如 來 
X24n0470_002:0863a20	得阿耨多羅三藐三菩提。須菩提。若有四相法。如	得阿耨多羅三藐三菩提 須 菩 提 若 有 四 相 法 如 
X24n0470_002:0863a21	來得阿耨多羅三藐三菩提者。燃燈佛則不與我	來 得阿耨多羅三藐三菩提 者 燃 燈 佛 則 不 與 我 
X24n0470_002:0863a22	受記。汝於來世。當得作佛。號釋迦牟尼。以實無有	受 記 汝 於 來 世 當 得 作 佛 號 釋 迦 牟 尼 以 實 無 有 
X24n0470_002:0863a23	四相法。得阿耨多羅三藐三菩提。是故。燃燈佛與	四 相 法 得阿耨多羅三藐三菩提 是 故 燃 燈 佛 與 
X24n0470_002:0863a24	我受記。作是言。汝於來世。當得作佛號釋迦牟尼。	我 受 記 作 是 言 汝 於 來 世 當 得 作 佛 號 釋 迦 牟 尼 
X24n0470_002:0863b01	何以故。如來者。即諸法如義。此句甚疑。如來有我	何 以 故 如 來 者 即 諸 法 如 義 此 句 甚 疑 如 來 有 我 
X24n0470_002:0863b02	人眾生壽者四相法。得了阿耨多羅三藐三菩提	人 眾 生 壽 者 四 相 法 得 了 阿耨多羅三藐三菩提 
X24n0470_002:0863b03	法者。燃燈佛則不與如來受記。實無有四相法。不	法 者 燃 燈 佛 則 不 與 如 來 受 記 實 無 有 四 相 法 不 
X24n0470_002:0863b04	得阿耨多羅三藐三菩提。燃燈佛受記。與來世。何	得阿耨多羅三藐三菩提 燃 燈 佛 受 記 與 來 世 何 
X24n0470_002:0863b05	不今世就成佛道。咦。科家道。即應著了無得法。點	不 今 世 就 成 佛 道 咦 科 家 道 即 應 著 了 無 得 法 點 
X24n0470_002:0863b06	為來世證菩提。如此者。還在門外。諸法如義者。不	為 來 世 證 菩 提 如 此 者 還 在 門 外 諸 法 如 義 者 不 
X24n0470_002:0863b07	著色聲香味觸法也。佛叫須菩提。若有人言。如來	著 色聲香味觸 法 也 佛 叫 須 菩 提 若 有 人 言 如 來 
X24n0470_002:0863b08	得了阿耨多羅三藐三菩提。須菩提。實無有四相	得 了 阿耨多羅三藐三菩提 須 菩 提 實 無 有 四 相 
X24n0470_002:0863b09	法。佛不得阿耨多羅三藐三菩提。須菩提。如來雖	法 佛 不 得阿耨多羅三藐三菩提 須 菩 提 如 來 雖 
X24n0470_002:0863b10	然所得阿耨多羅三藐三菩提。於如是法中。無實	然 所 得阿耨多羅三藐三菩提 於 如 是 法 中 無 實 
X24n0470_002:0863b11	無虗。無實者。此菩提妙法。一切不著。心無生滅。故	無 虗 無 實 者 此 菩 提 妙 法 一 切 不 著 心 無 生 滅 故 
X24n0470_002:0863b12	言無實。無虗者。此菩提法。本有萬行。大慈大悲。大	言 無 實 無 虗 者 此 菩 提 法 本 有 萬 行 大慈大悲 大 
X24n0470_002:0863b13	喜大捨。用之不少。故言無虗。是故如來說一切諸	喜 大 捨 用 之 不 少 故 言 無 虗 是 故 如 來 說 一 切 諸 
X24n0470_002:0863b14	法。心無所染。皆是佛法。須菩提。所言一切法者。雖	法 心 無 所 染 皆 是 佛 法 須 菩 提 所 言 一 切 法 者 雖 
X24n0470_002:0863b15	然說度人。或大乘。或上乘。或小乘。心無能所。即非	然 說 度 人 或 大 乘 或 上 乘 或 小 乘 心 無 能 所 即 非 
X24n0470_002:0863b16	一切法。又要利己利他。是故名一切法。佛又叫須	一 切 法 又 要 利 己 利 他 是 故 名 一 切 法 佛 又 叫 須 
X24n0470_002:0863b17	菩提。譬如人身長大。須菩提答言。世尊。如來說人	菩 提 譬 如 人 身 長 大 須 菩 提 答 言 世 尊 如 來 說 人 
X24n0470_002:0863b18	身長大。皆有限量。則為非大身。法性量等空虗。是	身 長 大 皆 有 限 量 則 為 非 大 身 法 性 量 等 空 虗 是 
X24n0470_002:0863b19	名大身。色身雖大。內無智慧。不能成就。則非大身。	名 大 身 色 身 雖 大 內 無 智 慧 不 能 成 就 則 非 大 身 
X24n0470_002:0863b20	法身雖小。內有智慧。心無能所限量。是名大身。佛	法 身 雖 小 內 有 智 慧 心 無 能 所 限 量 是 名 大 身 佛 
X24n0470_002:0863b21	又叫須菩提。菩薩亦如是明白此理。若作是言。我	又 叫 須 菩 提 菩 薩 亦 如 是 明 白 此 理 若 作 是 言 我 
X24n0470_002:0863b22	當滅度無量眾生。若有度眾生之心。則不名為菩	當 滅 度 無 量 眾 生 若 有 度 眾 生 之 心 則 不 名 為 菩 
X24n0470_002:0863b23	薩。何以故。須菩提。實無有四相法。名為菩薩。是故。	薩 何 以 故 須 菩 提 實 無 有 四 相 法 名 為 菩 薩 是 故 
X24n0470_002:0863b24	佛說一切菩薩。緣覺聲聞之法。無我無人。無眾生。	佛 說 一切菩薩 緣 覺 聲 聞 之 法 無 我 無 人 無 眾 生 
X24n0470_002:0863c01	無壽者。須菩提。若菩薩作是言。我當莊嚴西方佛	無 壽 者 須 菩 提 若 菩 薩 作 是 言 我 當 莊 嚴 西 方 佛 
X24n0470_002:0863c02	土。是不名為菩薩。何以故。如來說莊嚴佛土者。若	土 是 不 名 為 菩 薩 何 以 故 如 來 說 莊 嚴 佛 土 者 若 
X24n0470_002:0863c03	是布施齋僧。拜經拜佛。念彌陀。觀想西方。即非莊	是 布 施 齋 僧 拜 經 拜 佛 念 彌 陀 觀 想 西 方 即 非 莊 
X24n0470_002:0863c04	嚴。心淨即佛土淨。是名莊嚴。是勝妙定經云。假使	嚴 心 淨 即 佛 土 淨 是 名 莊 嚴 是 勝 妙 定 經 云 假 使 
X24n0470_002:0863c05	有人。造得白銀精舍滿三千界。不如一念禪定心。	有 人 造 得 白 銀 精 舍 滿 三 千 界 不 如 一 念 禪 定 心 
X24n0470_002:0863c06	心有能所。即非禪定。能所不生。是名禪定。禪定即	心 有 能 所 即 非 禪 定 能 所 不 生 是 名 禪 定 禪 定 即 
X24n0470_002:0863c07	是清淨心也。佛告須菩提。若菩薩通達無我的法	是 清 淨 心 也 佛 告 須 菩 提 若 菩 薩 通 達 無 我 的 法 
X24n0470_002:0863c08	者。如來說名真是菩薩。故云。玄門有鎖。修行之人。	者 如 來 說 名 真 是 菩 薩 故 云 玄 門 有 鎖 修 行 之 人 
X24n0470_002:0863c09	若無智慧鑰鍉。透開金剛無縫之鎖。切須參訪知	若 無 智 慧 鑰 鍉 透 開 金 剛 無 縫 之 鎖 切 須 參 訪 知 
X24n0470_002:0863c10	識名師。一一鑿破。纔躲得生死輪迴。故云。不得匙	識 名 師 一 一 鑿 破 纔 躲 得 生死輪迴 故 云 不 得 匙 
X24n0470_002:0863c11	開生死難躲。	開 生 死 難 躲 
X24n0470_002:0863c12	　究竟無我路不通　　上呼下吸在居中	 究 竟 無 我 路 不 通 上 呼 下 吸 在 居 中 
X24n0470_002:0863c13	　不正不偏長安道　　聲聲喚應主人公	 不 正 不 偏 長 安 道 聲 聲 喚 應 主 人 公 
X24n0470_002:0863c14	四大色聲是命。本來面目是性。見金眼看耳聞鼻	四 大 色 聲 是 命 本 來 面 目 是 性 見 金 眼 看 耳 聞 鼻 
X24n0470_002:0863c15	臭口說手拈脚走。是我的安身立命。若是究竟無	臭 口 說 手 拈 脚 走 是 我 的 安 身 立 命 若 是 究 竟 無 
X24n0470_002:0863c16	我。四大無了。那裡是我安身立命。是故路不通。上	我 四 大 無 了 那 裡 是 我 安 身 立 命 是 故 路 不 通 上 
X24n0470_002:0863c17	呼下吸者。呼出肝與肺。吸入心與脾。皆在兩腎上	呼 下 吸 者 呼 出 肝 與 肺 吸 入 心 與 脾 皆 在 兩 腎 上 
X24n0470_002:0863c18	起。左腎父精為人種。右腎母血為人根。故有皮囊。	起 左 腎 父 精 為 人 種 右 腎 母 血 為 人 根 故 有 皮 囊 
X24n0470_002:0863c19	左腎為丹田。右腎為命門。左腎為嬰兒。右腎為姹	左 腎 為 丹 田 右 腎 為 命 門 左 腎 為 嬰 兒 右 腎 為 姹 
X24n0470_002:0863c20	女。號做趙州橋。中間本主巍巍不動。故云上呼下	女 號 做 趙 州 橋 中 間 本 主 巍 巍 不 動 故 云 上 呼 下 
X24n0470_002:0863c21	吸在居中。若說正。眼看耳聽鼻聞口說手拈脚走。	吸 在 居 中 若 說 正 眼 看 耳 聽 鼻 聞 口 說 手 拈 脚 走 
X24n0470_002:0863c22	若說偏。本來不住眼耳鼻舌身意。是故不正不偏	若 說 偏 本 來 不 住 眼 耳 鼻 舌 身 意 是 故 不 正 不 偏 
X24n0470_002:0863c23	長安路。叫張三應諾。叫李四應咳。故云。聲聲喚應	長 安 路 叫 張 三 應 諾 叫 李 四 應 咳 故 云 聲 聲 喚 應 
X24n0470_002:0863c24	主人公。這箇就是安身立命也。	主 人 公 這 箇 就 是 安 身 立 命 也 
X24n0470_002:0864a01	究竟無我。百歲光陰一剎那。行住并坐臥。時時休蹉	究 竟 無 我 百 歲 光 陰 一 剎 那 行 住 并 坐 臥 時 時 休 蹉 
X24n0470_002:0864a02	過。佛。急急念彌陀。勢至觀音。接引極樂國。九品蓮臺	過 佛 急 急 念 彌 陀 勢 至 觀 音 接 引 極 樂 國 九 品 蓮 臺 
X24n0470_002:0864a03	禮拜佛。九品蓮臺禮拜佛。	禮 拜 佛 九 品 蓮 臺 禮 拜 佛 
X24n0470_002:0864a04	究竟無我之人。看破了皮囊。一百歲光陰。則當得	究 竟 無 我 之 人 看 破 了 皮 囊 一 百 歲 光 陰 則 當 得 
X24n0470_002:0864a05	剎那之間。閃電之間。有何甞也。偈曰。百歲光陰燃	剎 那 之 間 閃 電 之 間 有 何 甞 也 偈 曰 百 歲 光 陰 燃 
X24n0470_002:0864a06	指間。奔馳不定片時閒。煩君點檢形骸骨。多少英	指 間 奔 馳 不 定 片 時 閒 煩 君 點 檢 形 骸 骨 多 少 英 
X24n0470_002:0864a07	雄去不還。是故百歲光陰一剎那。苦勸行人。在行	雄 去 不 還 是 故 百 歲 光 陰 一 剎 那 苦 勸 行 人 在 行 
X24n0470_002:0864a08	住坐臥。四威儀內。細細檢點。不要放過。故云。行住	住 坐 臥 四 威 儀 內 細 細 檢 點 不 要 放 過 故 云 行 住 
X24n0470_002:0864a09	并坐臥。時時休蹉過。佛叫須菩提。實無有四相法。	并 坐 臥 時 時 休 蹉 過 佛 叫 須 菩 提 實 無 有 四 相 法 
X24n0470_002:0864a10	名為菩薩。是故佛說一切聲聞緣覺菩薩之法。皆	名 為 菩 薩 是 故 佛 說 一 切 聲 聞 緣 覺 菩 薩 之 法 皆 
