T24n1464_001:0851a03	鼻奈耶序	鼻 奈 耶 序 
T24n1464_007:0879c12	第三第四，盡生死修梵行。」諸比丘聞，便往白	第 三 第 四 盡 生 死 修 梵 行 諸 比 丘 聞 便 往 白 
T24n1464_007:0879c13	世尊。世尊告曰：「若比丘激動人使瞋者，墮。」佛	世 尊 世 尊 告 曰 若 比 丘 激 動 人 使 瞋 者 墮 佛 
T24n1464_007:0879c14	世尊遊舍衛國祇樹給孤獨園。時六群比丘	世 尊 遊 舍 衛 國 祇 樹 給 孤 獨 園 時 六群比丘 
T24n1464_007:0879c15	於露地敷床廌席拘柘，竟日坐論，便起去。	於 露 地 敷 床 廌 席 拘 柘 竟 日 坐 論 便 起 去 
T24n1464_007:0879c16	時天大雨，盡污濕座具床廌席拘拓。諸長	時 天 大 雨 盡 污 濕 座 具 床 廌 席 拘 拓 諸 長 
T24n1464_007:0879c17	者見，自相謂言：「我等減損子孫分以供比丘	者 見 自 相 謂 言 我 等 減 損 子 孫 分 以 供 比 丘 
T24n1464_007:0879c18	僧。此比丘不慚，取他信施，使雨澆爛。」十二	僧 此 比 丘 不 慚 取 他 信 施 使 雨 澆 爛 十 二 
T24n1464_007:0879c19	法比丘往白世尊。世尊告曰：「若比丘於露地	法 比 丘 往 白 世 尊 世 尊 告 曰 若 比 丘 於 露 地 
T24n1464_007:0879c20	敷比丘僧床廌席拘拓，若坐若臥。起後不	敷 比 丘 僧 床 廌 席 拘 拓 若 坐 若 臥 起 後 不 
T24n1464_007:0879c21	自收、不教他人收者，墮。」佛世尊遊舍衛國祇	自 收 不 教 他 人 收 者 墮 佛 世 尊 遊 舍 衛 國 祇 
T24n1464_007:0879c22	樹給孤獨園。時六群比丘於房中敷臥具，起	樹 給 孤 獨 園 時 六群比丘 於 房 中 敷 臥 具 起 
T24n1464_007:0879c23	去後不收，坐具虫食。諸長者來房中見，自相	去 後 不 收 坐 具 虫 食 諸 長 者 來 房 中 見 自 相 
T24n1464_007:0879c24	謂言：「此沙門釋子夜臥已不收臥具，使虫噉	謂 言 此 沙 門 釋 子 夜 臥 已 不 收 臥 具 使 虫 噉 
T24n1464_007:0879c25	食。」十二法比丘聞，往白世尊。世尊告曰：「若比	食 十 二 法 比 丘 聞 往 白 世 尊 世 尊 告 曰 若 比 
T24n1464_007:0879c26	丘比丘僧坐具於房中敷，若坐若臥。起後不	丘 比 丘 僧 坐 具 於 房 中 敷 若 坐 若 臥 起 後 不 
T24n1464_007:0880a01	自收、不教人收者，墮。」佛世尊遊舍衛國祇樹	自 收 不 教 人 收 者 墮 佛 世 尊 遊 舍 衛 國 祇 樹 
T24n1464_007:0880a02	給孤獨園。時尊者耶舍將五百眾從拘薩	給 孤 獨 園 時 尊 者 耶 舍 將 五 百 眾 從 拘 薩 
T24n1464_007:0880a03	羅至舍衛國，六群比丘自相謂言：「我等小避，	羅 至 舍 衛 國 六群比丘 自 相 謂 言 我 等 小 避 
T24n1464_007:0880a04	須此比丘掃灑房室敷坐具已，我等當往問：	須 此 比 丘 掃 灑 房 室 敷 坐 具 已 我 等 當 往 問 
T24n1464_007:0880a05	『君為幾歲？』彼自當說爾許歲。答言：『我等大君。	 君 為 幾 歲 彼 自 當 說 爾 許 歲 答 言 我 等 大 君 
T24n1464_007:0880a06	若不出者，當強驅出。』」伺諸比丘掃灑房室敷	若 不 出 者 當 強 驅 出 伺 諸 比 丘 掃 灑 房 室 敷 
T24n1464_007:0880a07	坐具已，即往問：「君為幾歲？」答：「我爾許歲。」六群	坐 具 已 即 往 問 君 為 幾 歲 答 我 爾 許 歲 六 群 
T24n1464_007:0880a08	比丘言：「我大君。促出去，不須住此。」諸比丘不	比 丘 言 我 大 君 促 出 去 不 須 住 此 諸 比 丘 不 
T24n1464_007:0880a09	知當云何，往白世尊。世尊告曰：「若比丘至比	知 當 云 何 往 白 世 尊 世 尊 告 曰 若 比 丘 至 比 
T24n1464_007:0880a10	丘房，詐為瞋恚驅他使出、若使人驅者，墮。」	丘 房 詐 為 瞋 恚 驅 他 使 出 若 使 人 驅 者 墮 
T24n1464_007:0880a11	佛世尊遊舍衛國祇樹給孤獨園。有眾多	佛 世 尊 遊 舍 衛 國 祇 樹 給 孤 獨 園 有 眾 多 
T24n1464_007:0880a12	比丘於講堂前夜敷坐具，或禪或臥。迦留陀	比 丘 於 講 堂 前 夜 敷 坐 具 或 禪 或 臥 迦 留 陀 
T24n1464_007:0880a13	夷從後至，亦敷坐具臥。時迦留陀夷詐囈喘，	夷 從 後 至 亦 敷 坐 具 臥 時 迦 留 陀 夷 詐 囈 喘 
T24n1464_007:0880a14	喘息麁惡，如厭喚呼、手脚煩擾。諸坐禪比	喘 息 麁 惡 如 厭 喚 呼 手 脚 煩 擾 諸 坐 禪 比 
T24n1464_007:0880a15	丘不住，即皆收坐具避去。諸十二法比丘聞，	丘 不 住 即 皆 收 坐 具 避 去 諸 十 二 法 比 丘 聞 
T24n1464_007:0880a16	往白世尊。世尊告曰：「若比丘於房中先敷臥	往 白 世 尊 世 尊 告 曰 若 比 丘 於 房 中 先 敷 臥 
T24n1464_007:0880a17	具，若後有來強敷坐具，『若不喜我者，自當出	具 若 後 有 來 強 敷 坐 具 若 不 喜 我 者 自 當 出 
T24n1464_007:0880a18	去。』及煩擾者，墮。」	去 及 煩 擾 者 墮 
T24n1464_007:0880a19	佛世尊遊羅閱城迦蘭陀竹園所。時新成重	佛 世 尊 遊 羅 閱 城 迦 蘭 陀 竹 園 所 時 新 成 重 
T24n1464_007:0880a20	閣，重閣上敷義足床，閣下有一比丘。禪跋	閣 重 閣 上 敷 義 足 床 閣 下 有 一 比 丘 禪 跋 
T24n1464_007:0880a21	難陀釋子於閣上放身疾坐床上，床足下陷	難 陀 釋 子 於 閣 上 放 身 疾 坐 床 上 床 足 下 陷 
T24n1464_007:0880a22	蹄比丘頭破，禪比丘即失聲喚。眾比丘集	蹄 比 丘 頭 破 禪 比 丘 即 失 聲 喚 眾 比 丘 集 
T24n1464_007:0880a23	問：「汝何以頭破？」具陳所由。諸比丘不知當云	問 汝 何 以 頭 破 具 陳 所 由 諸 比 丘 不 知 當 云 
T24n1464_007:0880a24	何，往白世尊。世尊告曰：「若比丘上重閣上作	何 往 白 世 尊 世 尊 告 曰 若 比 丘 上 重 閣 上 作 
T24n1464_007:0880a25	尖足繩床，縱力坐若臥者，墮。」	尖 足 繩 床 縱 力 坐 若 臥 者 墮 
T24n1464_007:0880a26	佛世尊遊羅閱城迦蘭陀竹園所。尊者闡怒	佛 世 尊 遊 羅 閱 城 迦 蘭 陀 竹 園 所 尊 者 闡 怒 
T24n1464_007:0880a27	以有虫水灑地和泥。諸比丘語闡怒：「汝無以	以 有 虫 水 灑 地 和 泥 諸 比 丘 語 闡 怒 汝 無 以 
T24n1464_007:0880a28	虫水灑地和泥。」闡怒佷戾不隨諫語。諸比	虫 水 灑 地 和 泥 闡 怒 佷 戾 不 隨 諫 語 諸 比 
T24n1464_007:0880a29	丘不知當如何，往白世尊。世尊告曰：「若比	丘 不 知 當 如 何 往 白 世 尊 世 尊 告 曰 若 比 
T24n1464_007:0880b01	丘知有虫水灑地、若教人灑，自和泥、若教人	丘 知 有 虫 水 灑 地 若 教 人 灑 自 和 泥 若 教 人 
T24n1464_007:0880b02	和者，墮。」	和 者 墮 
T24n1464_007:0880b03	佛世尊遊舍衛國祇樹給孤獨園。有一摩	佛 世 尊 遊 舍 衛 國 祇 樹 給 孤 獨 園 有 一 摩 
T24n1464_007:0880b04	訶盧比丘，取檀越百千兩金作大講堂，一日	訶 盧 比 丘 取 檀 越 百 千 兩 金 作 大 講 堂 一 日 
T24n1464_007:0880b05	累塗覆，即夜崩壞。其長者聞，驚怪愁憂：「用乃	累 塗 覆 即 夜 崩 壞 其 長 者 聞 驚 怪 愁 憂 用 乃 
T24n1464_007:0880b06	爾所錢，竟不成講堂。」即往具白世尊。世尊因	爾 所 錢 竟 不 成 講 堂 即 往 具 白 世 尊 世 尊 因 
T24n1464_007:0880b07	此事，集和合僧，備十功德，佛為沙門結戒：「比	此 事 集 和 合 僧 備 十 功 德 佛 為 沙 門 結 戒 比 
T24n1464_007:0880b08	丘作大講堂，先作閾窓牖得通日光，細泥塗	丘 作 大 講 堂 先 作 閾 窓 牖 得 通 日 光 細 泥 塗 
T24n1464_007:0880b09	地再三覆之(重草蓋之)。若過三者，貝逸提。」佛遊舍	地 再 三 覆 之 重 草 蓋 之 若 過 三 者 貝 逸 提 佛 遊 舍 
T24n1464_007:0880b10	衛國祇樹給孤獨園。時六群比丘次未應與	衛 國 祇 樹 給 孤 獨 園 時 六群比丘 次 未 應 與 
T24n1464_007:0880b11	比丘尼說法，自往與說法。十二法比丘聞，往	比 丘 尼 說 法 自 往 與 說 法 十 二 法 比 丘 聞 往 
T24n1464_007:0880b12	白世尊。世尊告曰：「若比丘，比丘僧次未差與	白 世 尊 世 尊 告 曰 若 比 丘 比 丘 僧 次 未 差 與 
T24n1464_007:0880b13	比丘尼說法，自往說法者，墮。」	比 丘 尼 說 法 自 往 說 法 者 墮 
T24n1464_007:0880b14	佛遊舍衛國祇樹給孤獨園。諸比丘次第與	佛 遊 舍 衛 國 祇 樹 給 孤 獨 園 諸 比 丘 次 第 與 
T24n1464_007:0880b15	比丘尼說法，尊者難陀次應直往而不肯行。	比 丘 尼 說 法 尊 者 難 陀 次 應 直 往 而 不 肯 行 
T24n1464_007:0880b16	摩訶愛道瞿曇彌將五百比丘尼詣如來所，	摩 訶 愛 道 瞿 曇 彌 將 五 百 比 丘 尼 詣 如 來 所 
T24n1464_007:0880b17	頭面禮足在一面住。時世尊與大愛道及五	頭面禮足 在 一 面 住 時 世 尊 與 大 愛 道 及 五 
T24n1464_007:0880b18	百比丘尼說微妙法。說法已：「今正是時，各還	百 比 丘 尼 說微妙法 說 法 已 今正是時 各 還 
T24n1464_007:0880b19	所在。」大愛道及五百比丘尼頭面禮足，右繞	所 在 大 愛 道 及 五 百 比 丘 尼 頭面禮足 右 繞 
T24n1464_007:0880b20	三匝而去。去不久，顧問阿難：「次應誰與比丘	三 匝 而 去 去 不 久 顧 問 阿 難 次 應 誰 與 比 丘 
T24n1464_007:0880b21	尼說法耶？」阿難白佛言：「比丘僧已周，次應	尼 說 法 耶 阿 難 白 佛 言 比 丘 僧 已 周 次 應 
T24n1464_007:0880b22	難陀。難陀不肯行。」時難陀亦在座上。時世尊	難 陀 難 陀 不 肯 行 時 難 陀 亦 在 座 上 時 世 尊 
T24n1464_007:0880b23	告難陀：「汝可往為比丘尼說法。何以故？我之	告 難 陀 汝 可 往 為 比 丘 尼 說 法 何 以 故 我 之 
T24n1464_007:0880b24	說法、汝之說法有何等異？」難陀聞佛教，默然	說 法 汝 之 說 法 有 何 等 異 難 陀 聞 佛 教 默 然 
T24n1464_007:0880b25	而受。時尊者難陀平旦著衣持鉢入舍衛分	而 受 時 尊 者 難 陀 平 旦 著衣持鉢 入 舍 衛 分 
T24n1464_007:0880b26	衛，分衛已還出城，舉衣鉢，舉座布著肩上入	衛 分 衛 已 還 出 城 舉 衣 鉢 舉 座 布 著 肩 上 入 
T24n1464_007:0880b27	房坐禪。時比丘尼眾聞難陀次來說法，自相	房 坐 禪 時 比 丘 尼 眾 聞 難 陀 次 來 說 法 自 相 
T24n1464_007:0880b28	謂言：「難陀於夏四月讀一偈不能得，欲云何	謂 言 難 陀 於 夏 四 月 讀 一 偈 不 能 得 欲 云 何 
T24n1464_007:0880b29	與比丘尼說法？」難陀出竫室在堂前敷座具，	與 比 丘 尼 說 法 難 陀 出 竫 室 在 堂 前 敷 座 具 
T24n1464_007:0880c01	結跏趺坐。時大愛道及五百比丘尼詣難陀	結跏趺坐 時 大 愛 道 及 五 百 比 丘 尼 詣 難 陀 
T24n1464_007:0880c02	所，頭面禮足在一面坐。時尊者難陀則入	所 頭面禮足 在 一 面 坐 時 尊 者 難 陀 則 入 
T24n1464_007:0880c03	三昧，以三昧力東沒西踊西沒東踊，坐臥	三 昧 以 三 昧 力 東 沒 西 踊 西 沒 東 踊 坐 臥 
T24n1464_007:0880c04	虛空，身放種種光，青黃赤白或瑠璃色，身下	虛 空 身 放 種 種 光 青 黃 赤 白 或 瑠 璃 色 身 下 
T24n1464_007:0880c05	出火身上出水、身上出火身下出水，如是變	出 火 身 上 出 水 身 上 出 火 身 下 出 水 如 是 變 
T24n1464_007:0880c06	化不可稱數，還於本座上結跏趺坐。難陀告	化 不 可 稱 數 還 於 本 座 上 結跏趺坐 難 陀 告 
T24n1464_007:0880c07	諸比丘尼：「與汝說法，善思念之。云何諸妹！眼	諸比丘尼 與 汝 說 法 善思念之 云 何 諸 妹 眼 
T24n1464_007:0880c08	有常無常耶？」答曰：「無常也。難陀！」「若無常者，為	有 常 無 常 耶 答 曰 無 常 也 難 陀 若 無 常 者 為 
T24n1464_007:0880c09	苦不苦耶？」答曰：「苦也。難陀！」「若無常苦，為變	苦 不 苦 耶 答 曰 苦 也 難 陀 若 無 常 苦 為 變 
T24n1464_007:0880c10	易法。彼見諦人作是求，言是我所、非我所不	易 法 彼 見 諦 人 作 是 求 言 是 我 所 非 我 所 不 
T24n1464_007:0880c11	耶？」「不也。難陀！」「云何諸妹！耳鼻舌身心，有常無	耶 不 也 難 陀 云 何 諸 妹 耳 鼻 舌 身 心 有 常 無 
T24n1464_007:0880c12	常耶？」「無常也。難陀！」「若無常者，苦不苦耶？」「苦	常 耶 無 常 也 難 陀 若 無 常 者 苦 不 苦 耶 苦 
T24n1464_007:0880c13	也。難陀！」「若無常苦，變易之法。彼見諦人作是	也 難 陀 若 無 常 苦 變 易 之 法 彼 見 諦 人 作 是 
T24n1464_007:0880c14	求，言是我所、非我所不？」「不也。難陀！何以故？	求 言 是 我 所 非 我 所 不 不 也 難 陀 何 以 故 
T24n1464_007:0880c15	今如諦等智見眼無常，眼識苦樂亦復無常。	今 如 諦 等 智 見 眼 無 常 眼 識 苦 樂 亦 復 無 常 
T24n1464_007:0880c16	如是耳鼻舌身心無常，意識起想苦樂不苦	如 是 耳 鼻 舌 身 心 無 常 意 識 起 想 苦 樂 不 苦 
T24n1464_007:0880c17	不樂亦復無常。」「善哉善哉！諸妹！如汝所言，眼	不 樂 亦 復 無 常 善哉善哉 諸 妹 如 汝 所 言 眼 
T24n1464_007:0880c18	無常、眼所識苦樂亦復無常。如是耳鼻舌身	無 常 眼 所 識 苦 樂 亦 復 無 常 如 是 耳 鼻 舌 身 
T24n1464_007:0880c19	心無常、意識起想苦樂不苦不樂亦復無常。	心 無 常 意 識 起 想 苦 樂 不苦不樂 亦 復 無 常 
T24n1464_007:0880c20	云何諸妹！眼因緣有識，彼眼識者有常無常？」	云 何 諸 妹 眼 因 緣 有 識 彼 眼 識 者 有 常 無 常 
T24n1464_007:0880c21	「無常也。難陀！」「若無常者，苦不苦耶？」「苦也。難陀！」	 無 常 也 難 陀 若 無 常 者 苦 不 苦 耶 苦 也 難 陀 
T24n1464_007:0880c22	「若無常苦，變易之法。彼見諦人作是求，言是	 若 無 常 苦 變 易 之 法 彼 見 諦 人 作 是 求 言 是 
T24n1464_007:0880c23	我所非我所不？」「不也。難陀！」「如是耳鼻舌身心，	我 所 非 我 所 不 不 也 難 陀 如 是 耳 鼻 舌 身 心 
T24n1464_007:0880c24	心因緣有識生，心識者有常無常？」「無常也。難	心 因 緣 有 識 生 心 識 者 有 常 無 常 無 常 也 難 
T24n1464_007:0880c25	陀！」「若無常者，苦不苦耶？」「苦也。難陀！」「若無常	陀 若 無 常 者 苦 不 苦 耶 苦 也 難 陀 若 無 常 
T24n1464_007:0880c26	苦，變易之法。彼見諦人作是求，言是我所非	苦 變 易 之 法 彼 見 諦 人 作 是 求 言 是 我 所 非 
T24n1464_007:0880c27	我所不？」「不也。難陀！何以故？如諦等智見眼無	我 所 不 不 也 難 陀 何 以 故 如 諦 等 智 見 眼 無 
T24n1464_007:0880c28	常，眼色識無常，眼識起想苦樂亦復無常。	常 眼 色 識 無 常 眼 識 起 想 苦 樂 亦 復 無 常 
T24n1464_007:0880c29	如是耳鼻舌身心法心識無常，心識因緣生	如 是 耳 鼻 舌 身 心 法 心 識 無 常 心 識 因 緣 生 
T24n1464_007:0881a01	想苦樂不苦不樂亦復無常。」「善哉善哉！諸妹！	想 苦 樂 不苦不樂 亦 復 無 常 善哉善哉 諸 妹 
T24n1464_007:0881a02	如汝所言，眼無常色眼識無常，眼識因緣起	如 汝 所 言 眼 無 常 色 眼 識 無 常 眼 識 因 緣 起 
T24n1464_007:0881a03	想苦樂不苦不樂亦復無常。如是耳鼻舌身	想 苦 樂 不苦不樂 亦 復 無 常 如 是 耳 鼻 舌 身 
T24n1464_007:0881a04	心法心識無常，心識因緣起想苦樂不苦不	心 法 心 識 無 常 心 識 因 緣 起 想 苦 樂 不 苦 不 
T24n1464_007:0881a05	樂亦復無常。諸妹！眼因緣色、色因緣識，三事	樂 亦 復 無 常 諸 妹 眼 因 緣 色 色 因 緣 識 三 事 
T24n1464_007:0881a06	共會有更。云何諸妹！更者有常無常？」「無常也。	共 會 有 更 云 何 諸 妹 更 者 有 常 無 常 無 常 也 
T24n1464_007:0881a07	難陀！」「若無常者，苦不苦耶？」「苦也。難陀！」「若無常	難 陀 若 無 常 者 苦 不 苦 耶 苦 也 難 陀 若 無 常 
T24n1464_007:0881a08	苦，變易法者，彼見諦人作是求，言是我所非	苦 變 易 法 者 彼 見 諦 人 作 是 求 言 是 我 所 非 
T24n1464_007:0881a09	我所不？」「不也。難陀！」「如是耳鼻舌身心，法心識	我 所 不 不 也 難 陀 如 是 耳 鼻 舌 身 心 法 心 識 
T24n1464_007:0881a10	心更心，更者有常無常？」「無常也。難陀！」「若無	心 更 心 更 者 有 常 無 常 無 常 也 難 陀 若 無 
T24n1464_007:0881a11	常者，苦不苦？」「苦也。難陀！」「若無常苦，變易法者，	常 者 苦 不 苦 苦 也 難 陀 若 無 常 苦 變 易 法 者 
T24n1464_007:0881a12	彼見諦人作是求，言是我所非我所不？」「不也。	彼 見 諦 人 作 是 求 言 是 我 所 非 我 所 不 不 也 
T24n1464_007:0881a13	難陀。何以故？如諦等智觀眼無常，色、眼識、眼	難 陀 何 以 故 如 諦 等 智 觀 眼 無 常 色 眼 識 眼 
T24n1464_007:0881a14	更，眼更因緣起想苦樂不苦不樂亦復無常。	更 眼 更 因 緣 起 想 苦 樂 不苦不樂 亦 復 無 常 
T24n1464_007:0881a15	如是耳鼻舌身心法，心識心更，心更因緣起	如 是 耳 鼻 舌 身 心 法 心 識 心 更 心 更 因 緣 起 
T24n1464_007:0881a16	想苦樂不苦不樂亦復無常。」「善哉善哉！諸妹！	想 苦 樂 不苦不樂 亦 復 無 常 善哉善哉 諸 妹 
T24n1464_007:0881a17	如汝所言，眼無常，色、眼識、眼更因緣起想苦	如 汝 所 言 眼 無 常 色 眼 識 眼 更 因 緣 起 想 苦 
T24n1464_007:0881a18	樂不苦不樂亦復無常。如是耳鼻舌身心法，	樂 不苦不樂 亦 復 無 常 如 是 耳 鼻 舌 身 心 法 
T24n1464_007:0881a19	心識心更，心更因緣起想苦樂不苦不樂亦	心 識 心 更 心 更 因 緣 起 想 苦 樂 不苦不樂 亦 
T24n1464_007:0881a20	復無常。云何諸妹！眼因緣色，色因緣識，三事	復 無 常 云 何 諸 妹 眼 因 緣 色 色 因 緣 識 三 事 
T24n1464_007:0881a21	合為更。更因緣痛，彼更痛有常無常？」「無常也。	合 為 更 更 因 緣 痛 彼 更 痛 有 常 無 常 無 常 也 
T24n1464_007:0881a22	難陀！」「若無常者，苦不苦？」「苦也。難陀！」「若無常苦，	難 陀 若 無 常 者 苦 不 苦 苦 也 難 陀 若 無 常 苦 
T24n1464_007:0881a23	變易法者，彼見諦人作是求，言是我所非我	變 易 法 者 彼 見 諦 人 作 是 求 言 是 我 所 非 我 
T24n1464_007:0881a24	所不？」「不也。難陀！」「如是耳鼻舌身心法，心識心	所 不 不 也 難 陀 如 是 耳 鼻 舌 身 心 法 心 識 心 
T24n1464_007:0881a25	更，心更所生痛有常無常？」「無常也。難陀！」「若	更 心 更 所 生 痛 有 常 無 常 無 常 也 難 陀 若 
T24n1464_007:0881a26	無常者，苦不苦？」「苦也。難陀！」「若無常苦，變易法	無 常 者 苦 不 苦 苦 也 難 陀 若 無 常 苦 變 易 法 
T24n1464_007:0881a27	者，彼見諦人作是求，言是我所非我所不？」「不	者 彼 見 諦 人 作 是 求 言 是 我 所 非 我 所 不 不 
T24n1464_007:0881a28	也。難陀！何以故？如諦等智觀眼無常，色眼識	也 難 陀 何 以 故 如 諦 等 智 觀 眼 無 常 色 眼 識 
