X17n0323_001:0135a03	 楞伽經序	 楞 伽 經 序 
X17n0323_004:0189b03	不實妄想相凡致三問一問妄想云何生二問何	不 實 妄 想 相 凡 致 三 問 一 問 妄 想 云 何 生 二 問 何 
X17n0323_004:0189b04	法名妄想三問於何而妄想佛以次答釋初答言	法 名 妄 想 三 問 於 何 而 妄 想 佛 以 次 答 釋 初 答 言 
X17n0323_004:0189b05	種種義者凡外法有種種相義皆妄想因之而生	種 種 義 者 凡 外 法 有 種 種 相 義 皆 妄 想 因 之 而 生 
X17n0323_004:0189b06	故有種種不實妄想計著生知其生則知所以滅	故 有 種 種 不 實 妄 想 計 著 生 知 其 生 則 知 所 以 滅 
X17n0323_004:0189b07	也次答言攝所攝計著者謂於根境計著而不知	也 次 答 言 攝 所 攝 計 著 者 謂 於 根 境 計 著 而 不 知 
X17n0323_004:0189b08	是自心現量及於心外墮有無見依是增長諸外	是 自心現量 及 於 心 外 墮 有 無 見 依 是 增 長 諸 外 
X17n0323_004:0189b09	道見皆妄想法知其法則知所以妄也後答言妄	道 見 皆 妄 想 法 知 其 法 則 知 所 以 妄 也 後 答 言 妄 
X17n0323_004:0189b10	想習氣等者即上所因是其處也又曰心心數妄	想 習 氣 等 者 即 上 所 因 是 其 處 也 又 曰 心 心 數 妄 
X17n0323_004:0189b11	想計著我我所生者即我我所是其處也知其處	想 計 著 我 我 所 生 者 即 我 我 所 是 其 處 也 知 其 處 
X17n0323_004:0189b12	則知所以起妄之本處既不實妄即滅矣大慧曰	則 知 所 以 起 妄 之 本 處 既 不 實 妄 即 滅 矣 大 慧 曰 
X17n0323_004:0189b13	佛言下復疊領上義以生後問意謂若於外種種	佛 言 下 復 疊 領 上 義 以 生 後 問 意 謂 若 於 外 種 種 
X17n0323_004:0189b14	義墮有無相者及而言之有墮則有離亦應離性	義 墮 有 無 相 者 及 而 言 之 有 墮 則 有 離 亦 應 離 性 
X17n0323_004:0189b15	非性有無相及離諸見相是亦知其墮則知所以	非 性 有 無 相 及 離 諸 見 相 是 亦 知 其 墮 則 知 所 以 
X17n0323_004:0189b16	離也因復例第一義既離根量等一切相亦應有	離 也 因 復 例 第 一 義 既 離 根 量 等 一 切 相 亦 應 有 
X17n0323_004:0189b17	離則有墮故結問云何故一處妄想等言一處妄	離 則 有 墮 故 結 問 云 何 故 一 處 妄 想 等 言 一 處 妄 
X17n0323_004:0189b18	想則不容有二生使無二生何以於二義有生有	想 則 不 容 有 二 生 使 無 二 生 何 以 於 二 義 有 生 有 
X17n0323_004:0189b19	不生耶答中先遮所難次徵釋所以生不生者謂	不 生 耶 答 中 先 遮 所 難 次 徵 釋 所 以 生 不 生 者 謂 
X17n0323_004:0189b20	處本無二但覺則不生愚者謂生故曰有無妄想	處 本 無 二 但 覺 則 不 生 愚 者 謂 生 故 曰 有 無 妄 想 
X17n0323_004:0189b21	不生故等文對下愚夫則此為覺者以了有無妄	不 生 故 等 文 對 下 愚 夫 則 此 為 覺 者 以 了 有 無 妄 
X17n0323_004:0189b22	想不生故於外現性非性有無之境覺自心現量	想 不 生 故 於 外 現 性 非 性 有 無 之 境 覺 自心現量 
X17n0323_004:0189b23	自然妄想不生即不生處是第一義非別有第一	自 然 妄 想 不 生 即 不 生 處 是 第 一 義 非 別 有 第 一 
X17n0323_004:0189b24	義故不生自餘愚夫不覺此理以自心種種妄想	義 故 不 生 自 餘 愚 夫 不 覺 此 理 以 自 心 種 種 妄 想 
X17n0323_004:0189c01	相故見事業在前即有外種種義妄想計著生是	相 故 見 事 業 在 前 即 有 外 種 種 義 妄 想 計 著 生 是 
X17n0323_004:0189c02	為不實義非別有不實義故生故曰我說餘愚夫	為 不 實 義 非 別 有 不 實 義 故 生 故 曰 我 說 餘 愚 夫 
X17n0323_004:0189c03	等亦是以不生故即不實處是第一義以生故即	等 亦 是 以 不 生 故 即 不 實 處 是 第 一 義 以 生 故 即 
X17n0323_004:0189c04	第一義是不實處究言二義初無定法但迷覺異	第 一 義 是 不 實 處 究 言 二 義 初 無 定 法 但 迷 覺 異 
X17n0323_004:0189c05	有生不生。	有 生 不 生 
X17n0323_004:0189c06	云何愚夫得離我我所計著見離作所作因緣過覺	云 何 愚 夫 得 離我我所 計 著 見 離 作 所 作 因 緣 過 覺 
X17n0323_004:0189c07	自妄想心量身心轉變究竟明解一切地如來自覺	自 妄 想 心 量 身 心 轉 變 究 竟 明 解 一 切 地 如 來 自 覺 
X17n0323_004:0189c08	境界離五法自性事見妄想以是因緣故我說妄想	境 界 離 五 法 自 性 事 見 妄 想 以是因緣 故 我 說 妄 想 
X17n0323_004:0189c09	從種種不實義計著生知如實義得解脫自心種種	從 種 種 不 實 義 計 著 生 知 如 實 義 得 解 脫 自 心 種 種 
X17n0323_004:0189c10	妄想爾時世尊欲重宣此義而說偈言。	妄 想 爾 時 世 尊 欲 重 宣 此 義 而 說 偈 言 
X17n0323_004:0189c11	諸因及與緣從此生世間妄想著四句不知我所通	諸 因 及 與 緣 從 此 生 世 間 妄 想 著 四 句 不 知 我 所 通 
X17n0323_004:0189c12	世間非有生亦復非無生不從有無生亦非非有無	世 間 非 有 生 亦 復 非 無 生 不 從 有 無 生 亦 非 非 有 無 
X17n0323_004:0189c13	諸因及與緣云何愚妄想非有亦非無亦復非有無	諸 因 及 與 緣 云 何 愚 妄 想 非 有 亦 非 無 亦 復 非 有 無 
X17n0323_004:0189c14	如是觀世間心轉得無我一切性不生以從緣生故	如 是 觀 世 間 心 轉 得 無 我 一 切 性 不 生 以 從 緣 生 故 
X17n0323_004:0189c15	一切緣所作所作非自有事不自生事有二事過故	一 切 緣 所 作 所 作 非 自 有 事 不 自 生 事 有 二 事 過 故 
X17n0323_004:0189c16	無二事過故非有性可得。	無 二 事 過 故 非 有 性 可 得 
X17n0323_004:0189c17	據向所答則愚夫一向在迷何由得離諸見過不	據 向 所 答 則 愚 夫 一 向 在 迷 何 由 得 離 諸 見 過 不 
X17n0323_004:0189c18	離我我所則作所作因緣等皆過相故復示之曰	離我我所 則 作 所 作 因 緣 等 皆 過 相 故 復 示 之 曰 
X17n0323_004:0189c19	覺自妄想心量等謂但覺妄想皆自心量則有無	覺 自 妄 想 心 量 等 謂 但 覺 妄 想 皆 自 心 量 則 有 無 
X17n0323_004:0189c20	迷悟一切唯心不為外物所轉而能轉於外物由	迷 悟 一 切 唯 心 不 為 外 物 所 轉 而 能 轉 於 外 物 由 
X17n0323_004:0189c21	是身心轉變自迷之悟究竟明解一切地義到如	是 身 心 轉 變 自 迷 之 悟 究 竟 明 解 一 切 地 義 到 如 
X17n0323_004:0189c22	來自覺境界離五法自性上事見妄想事即名相	來 自 覺 境 界 離 五 法 自 性 上 事 見 妄 想 事 即 名 相 
X17n0323_004:0189c23	見即妄想所治既離能治亦亡五法尚離豈我我	見 即 妄 想 所 治 既 離 能 治 亦 亡 五 法 尚 離 豈 我 我 
X17n0323_004:0189c24	所等計著見過而不離邪此特從本通示離過而	所 等 計 著 見 過 而 不 離 邪 此 特 從 本 通 示 離 過 而 
X17n0323_004:0190a01	已若別推破因緣及作所作離過相如後偈故結	已 若 別 推 破 因 緣 及 作 所 作 離 過 相 如 後 偈 故 結 
X17n0323_004:0190a02	示曰以是因緣故等謂以妄想從不實義則妄想	示 曰 以是因緣 故 等 謂 以 妄 想 從 不 實 義 則 妄 想 
X17n0323_004:0190a03	生以如實智契第一義則得解脫自心妄想可知	生 以 如 實 智 契 第 一 義 則 得 解 脫 自 心 妄 想 可 知 
X17n0323_004:0190a04	矣然則實不實義亦約情智假立異名爾自偈初	矣 然 則 實 不 實 義 亦 約 情 智 假 立 異 名 爾 自 偈 初 
X17n0323_004:0190a05	至非有性可得頌上離作所作因緣過於中先推	至 非 有 性 可 得 頌 上 離 作 所 作 因 緣 過 於 中 先 推 
X17n0323_004:0190a06	因緣則曰諸因及與緣等謂凡諸世間法莫不從	因 緣 則 曰 諸 因 及 與 緣 等 謂 凡 諸 世 間 法 莫 不 從 
X17n0323_004:0190a07	因緣生而妄想者於因緣法著有無等四句見不	因 緣 生 而 妄 想 者 於 因 緣 法 著 有 無 等 四 句 見 不 
X17n0323_004:0190a08	知如來所通無生之理故曰世間非有生等即離	知 如 來 所 通 無 生 之 理 故 曰 世 間 非 有 生 等 即 離 
X17n0323_004:0190a09	性執四句也又曰諸因及與緣等仍責前非有等	性 執 四 句 也 又 曰 諸 因 及 與 緣 等 仍 責 前 非 有 等 
X17n0323_004:0190a10	四句亦是妄想即非非有等離相執四句也具如	四 句 亦 是 妄 想 即 非 非 有 等 離 相 執 四 句 也 具 如 
X17n0323_004:0190a11	大論性相二空(云云)如是觀世間心轉得無我者	大 論 性 相 二 空 云 云 如 是 觀 世 間 心 轉 得 無 我 者 
X17n0323_004:0190a12	謂轉彼性相二執心而得人法二無我智一切性	謂 轉 彼 性 相 二 執 心 而 得 人 法 二 無 我 智 一 切 性 
X17n0323_004:0190a13	不生者謂性實不生從緣故有亦結前起後義次	不 生 者 謂 性 實 不 生 從 緣 故 有 亦 結 前 起 後 義 次 
X17n0323_004:0190a14	推作所作者則曰一切緣所作等謂若由緣所作	推 作 所 作 者 則 曰 一 切 緣 所 作 等 謂 若 由 緣 所 作 
X17n0323_004:0190a15	則非本自有若非本有而自生者則是事自生事	則 非 本 自 有 若 非 本 有 而 自 生 者 則 是 事 自 生 事 
X17n0323_004:0190a16	有二事過故事亦果也如必無二事過則須於事	有 二 事 過 故 事 亦 果 也 如 必 無 二 事 過 則 須 於 事 
X17n0323_004:0190a17	亦無性可得所謂世緣起法亦本無生則作所作	亦 無 性 可 得 所 謂 世 緣 起 法 亦 本 無 生 則 作 所 作 
X17n0323_004:0190a18	因緣過任運離也(二)。	因 緣 過 任 運 離 也 二 
X17n0323_004:0190a19	觀諸有為法離攀緣所緣無心之心量我說為心量	觀 諸 有 為 法 離 攀 緣 所 緣 無 心 之 心 量 我 說 為 心 量 
X17n0323_004:0190a20	量者自性處緣性二俱離性究竟玅淨我說名心量	量 者 自 性 處 緣 性 二 俱 離 性 究 竟 玅 淨 我 說 名 心 量 
X17n0323_004:0190a21	施設世諦我彼則無實事諸陰陰施設無事亦復然	施 設 世 諦 我 彼 則 無 實 事 諸 陰 陰 施 設 無 事 亦 復 然 
X17n0323_004:0190a22	有四種平等相及因性生第三無我等第四修修者	有 四 種 平 等 相 及 因 性 生 第 三 無 我 等 第 四 修 修 者 
X17n0323_004:0190a23	妄想習氣轉有種種心生境界於外現是世俗心量	妄 想 習 氣 轉 有 種 種 心 生 境 界 於 外 現 是 世 俗 心 量 
X17n0323_004:0190a24	外現而非有心見彼種種建立於身財我說為心量	外 現 而 非 有 心 見 彼 種 種 建 立 於 身 財 我 說 為 心 量 
X17n0323_004:0190b01	離一切諸見及離想所想無得亦無生我說為心量	離 一 切 諸 見 及 離 想 所 想 無 得 亦 無 生 我 說 為 心 量 
X17n0323_004:0190b02	非性非非性性非性悉離謂彼心解脫我說為心量	非 性 非 非 性 性 非 性 悉 離 謂 彼 心 解 脫 我 說 為 心 量 
X17n0323_004:0190b03	如如與空際涅槃及法界種種意生身我說為心量。	如 如 與 空 際 涅 槃 及 法 界 種 種 意 生 身 我 說 為 心 量 
X17n0323_004:0190b04	此下至盡偈頌上覺自妄想心量顯如來自覺境	此 下 至 盡 偈 頌 上 覺 自 妄 想 心 量 顯 如 來 自 覺 境 
X17n0323_004:0190b05	界於中又二初八句略頌始終心量始離攀緣所	界 於 中 又 二 初 八 句 略 頌 始 終 心 量 始 離 攀 緣 所 
X17n0323_004:0190b06	緣雖無能緣之心而存能無之心是無心之心量	緣 雖 無 能 緣 之 心 而 存 能 無 之 心 是 無 心 之 心 量 
X17n0323_004:0190b07	則自生而已故曰量者自性處若猶有處性則未	則 自 生 而 已 故 曰 量 者 自 性 處 若 猶 有 處 性 則 未 
X17n0323_004:0190b08	亡必須緣性俱離始謂究竟玅淨然有能離者在	亡 必 須 緣 性 俱 離 始 謂 究 竟 玅 淨 然 有 能 離 者 在 
X17n0323_004:0190b09	是亦心量施設世諦我下二十八句廣示心量亦	是 亦 心 量 施 設 世 諦 我 下 二 十 八 句 廣 示 心 量 亦 
X17n0323_004:0190b10	是頌上離五法自性凡五重初約世諦施設而有	是 頌 上 離 五 法 自 性 凡 五 重 初 約 世 諦 施 設 而 有 
X17n0323_004:0190b11	假名我約五陰施設而有實法我以自共相求之	假 名 我 約 五 陰 施 設 而 有 實 法 我 以 自 共 相 求 之 
X17n0323_004:0190b12	無實事可得則法皆平等因有四種平等見相謂	無 實 事 可 得 則 法 皆 平 等 因 有 四 種 平 等 見 相 謂 
X17n0323_004:0190b13	五陰則相與非相平等相必有因則因性與果性	五 陰 則 相 與 非 相 平 等 相 必 有 因 則 因 性 與 果 性 
X17n0323_004:0190b14	平等因果具故有我則我與無我平等推無我者	平 等 因 果 具 故 有 我 則 我 與 無 我 平 等 推 無 我 者 
X17n0323_004:0190b15	是脩則脩與脩者平等文標三四而不言一二者	是 脩 則 脩 與 脩 者 平 等 文 標 三 四 而 不 言 一 二 者 
X17n0323_004:0190b16	略爾然皆妄想習氣次第轉生有種種心相因有	略 爾 然 皆 妄 想 習 氣 次 第 轉 生 有 種 種 心 相 因 有 
X17n0323_004:0190b17	種種外境界現內外待對即世俗心量亦五法之	種 種 外 境 界 現 內 外 待 對 即 世 俗 心 量 亦 五 法 之 
X17n0323_004:0190b18	名相一也外現而非有者謂外境本無由心取之	名 相 一 也 外 現 而 非 有 者 謂 外 境 本 無 由 心 取 之 
X17n0323_004:0190b19	見種種相即五塵等是謂五識身財身之財故故	見 種 種 相 即 五 塵 等 是 謂 五 識 身 財 身 之 財 故 故 
X17n0323_004:0190b20	曰建立於身財即妄想心量二也離一切諸見者	曰 建 立 於 身 財 即 妄 想 心 量 二 也 離 一 切 諸 見 者 
X17n0323_004:0190b21	謂縱離一切見想無得無生則性而已矣既曰無	謂 縱 離 一 切 見 想 無 得 無 生 則 性 而 已 矣 既 曰 無 
X17n0323_004:0190b22	生即正智之心量三也然遣性者非性也非性亦	生 即 正 智 之 心 量 三 也 然 遣 性 者 非 性 也 非 性 亦 
X17n0323_004:0190b23	非此二俱離謂是解脫猶有謂者心量四也遣至	非 此 二 俱 離 謂 是 解 脫 猶 有 謂 者 心 量 四 也 遣 至 
X17n0323_004:0190b24	於此則如如矣空際涅槃法界等同出異名皆意	於 此 則 如 如 矣 空 際 涅 槃 法 界 等 同 出 異 名 皆 意 
X17n0323_004:0190c01	謂所生種種義身非向所謂意生但未離名相待	謂 所 生 種 種 義 身 非 向 所 謂 意 生 但 未 離 名 相 待 
X17n0323_004:0190c02	對是皆心量不亡即如如之心量五也五法俱離	對 是 皆 心 量 不 亡 即 如 如 之 心 量 五 也 五 法 俱 離 
X17n0323_004:0190c03	於是見矣然則孰為非心量者置之(三)。○右第七	於 是 見 矣 然 則 孰 為 非 心 量 者 置 之 三 右 第 七 
X17n0323_004:0190c04	章。	章 
X17n0323_004:0190c05	爾時大慧菩薩白佛言世尊如世尊所說菩薩摩訶	爾 時 大 慧 菩 薩 白 佛 言 世 尊 如 世 尊 所 說 菩 薩 摩 訶 
X17n0323_004:0190c06	薩當善語義云何為菩薩善語義云何為語云何為	薩 當 善 語 義 云 何 為 菩 薩 善 語 義 云 何 為 語 云 何 為 
X17n0323_004:0190c07	義佛告大慧諦聽諦聽善思念之當為汝說大慧白	義 佛 告 大 慧 諦 聽 諦 聽 善思念之 當 為 汝 說 大 慧 白 
X17n0323_004:0190c08	佛言善哉世尊唯然受教佛告大慧云何為語謂言	佛 言 善 哉 世 尊 唯 然 受 教 佛 告 大 慧 云 何 為 語 謂 言 
X17n0323_004:0190c09	字妄想和合依咽喉唇舌齒齗頰輔因彼我言說妄	字 妄 想 和 合 依 咽 喉 唇 舌 齒 齗 頰 輔 因 彼 我 言 說 妄 
X17n0323_004:0190c10	想習氣計著生是名為語大慧云何為義謂離一切	想 習 氣 計 著 生 是 名 為 語 大 慧 云 何 為 義 謂 離 一 切 
X17n0323_004:0190c11	妄想相言說相是名為義大慧菩薩摩訶薩於如是	妄 想 相 言 說 相 是 名 為 義 大 慧 菩薩摩訶薩 於 如 是 
X17n0323_004:0190c12	義獨一靜處聞思脩慧緣自覺了向涅槃城習氣身	義 獨 一 靜 處 聞 思 脩 慧 緣 自 覺 了 向 涅 槃 城 習 氣 身 
X17n0323_004:0190c13	轉變已自覺境界觀地地中間勝進義相是名菩薩	轉 變 已 自 覺 境 界 觀 地 地 中 間 勝 進 義 相 是 名 菩 薩 
X17n0323_004:0190c14	摩訶薩善義復次大慧善語義菩薩摩訶薩觀語與	摩 訶 薩 善 義 復 次 大 慧 善 語 義 菩薩摩訶薩 觀 語 與 
X17n0323_004:0190c15	義非異非不異觀義與語亦復如是若語異義者則	義 非 異 非 不 異 觀 義 與 語 亦復如是 若 語 異 義 者 則 
X17n0323_004:0190c16	不因語辨義而以語入義如燈照色。	不 因 語 辨 義 而 以 語 入 義 如 燈 照 色 
X17n0323_004:0190c17	向言如如空際等於理可謂極矣而猶墮心量況	向 言 如 如 空 際 等 於 理 可 謂 極 矣 而 猶 墮 心 量 況 
X17n0323_004:0190c18	餘言說乎因有善語義之問答中先別明語義謂	餘 言 說 乎 因 有 善 語 義 之 問 答 中 先 別 明 語 義 謂 
X17n0323_004:0190c19	言字妄想和合依咽喉唇舌等處及彼我言說妄	言 字 妄 想 和 合 依 咽 喉 唇 舌 等 處 及 彼 我 言 說 妄 
X17n0323_004:0190c20	想生者名之為語離是二者別有一法顯示名之	想 生 者 名 之 為 語 離 是 二 者 別 有 一 法 顯 示 名 之 
X17n0323_004:0190c21	為義故曰離一切妄想相言說相要由契證方名	為 義 故 曰 離 一 切 妄 想 相 言 說 相 要 由 契 證 方 名 
X17n0323_004:0190c22	善義不然猶語而已矣故次明脩契之道則曰於	善 義 不 然 猶 語 而 已 矣 故 次 明 脩 契 之 道 則 曰 於 
X17n0323_004:0190c23	如是義獨一靜處等言獨一則無待對以靜處則	如 是 義 獨 一 靜 處 等 言 獨 一 則 無 待 對 以 靜 處 則 
X17n0323_004:0190c24	言想雙絕於如是處隨其所聞以向所謂如如實	言 想 雙 絕 於 如 是 處 隨 其 所 聞 以 向 所 謂 如 如 實 
