T38n1769_001:0239a13	涅槃宗要	涅 槃 宗 要 
T38n1769_001:0249a27	神靈不失之性。如是心神已在身內。即異木	神 靈 不 失 之 性 如 是 心 神 已 在 身 內 即 異 木 
T38n1769_001:0249a28	石等非情物。由此能成大覺之果。故說心神	石 等 非 情 物 由 此 能 成 大 覺 之 果 故 說 心 神 
T38n1769_001:0249a29	為正因體。如來性品云。我者即是如來藏義。	為 正 因 體 如 來 性 品 云 我 者 即 是 如 來 藏 義 
T38n1769_001:0249b01	一切眾生悉有佛性即是我義。師子吼中言。	一 切 眾 生 悉 有 佛 性 即 是 我 義 師 子 吼 中 言 
T38n1769_001:0249b02	非佛性者謂瓦石等無情之物。離如是等無	非 佛 性 者 謂 瓦 石 等 無 情 之 物 離 如 是 等 無 
T38n1769_001:0249b03	情之物是名佛性故。此是梁武簫焉天子義	情 之 物 是 名 佛 性 故 此 是 梁 武 簫 焉 天 子 義 
T38n1769_001:0249b04	也。第五師言。阿賴耶識法爾種子為佛性體。	也 第 五 師 言 阿賴耶識 法 爾 種 子 為 佛 性 體 
T38n1769_001:0249b05	如此經言。佛性者一切諸阿耨菩提中道種	如 此 經 言 佛 性 者 一 切 諸 阿耨菩提 中 道 種 
T38n1769_001:0249b06	子。瑜伽論云。性種性者六處殊勝有如是相	子 瑜 伽 論 云 性 種 性 者 六處殊勝 有 如 是 相 
T38n1769_001:0249b07	從無始世展轉傳來法爾所得。此意新師等	從無始世 展轉傳來 法 爾 所 得 此 意 新 師 等 
T38n1769_001:0249b08	義。第六師云。阿摩羅識真如解性為佛性體。	義 第 六 師 云 阿摩羅識 真 如 解 性 為 佛 性 體 
T38n1769_001:0249b09	如經言。佛性者名第一義空。第一義空名為	如 經 言 佛 性 者 名 第一義空 第一義空 名 為 
T38n1769_001:0249b10	智惠。寶性論云。及彼真如性者如六根聚經	智 惠 寶 性 論 云 及 彼 真 如 性 者 如 六 根 聚 經 
T38n1769_001:0249b11	說。六根如是從無始來畢竟究竟諸法體故。	說 六 根 如 是 從無始來 畢 竟 究 竟 諸 法 體 故 
T38n1769_001:0249b12	諸說如是。次判是非者。此諸師說皆是非。所	諸 說 如 是 次 判 是 非 者 此 諸 師 說 皆 是 非 所 
T38n1769_001:0249b13	以然者。佛性非然非不然故。以非然故諸說	以 然 者 佛 性 非 然 非 不 然 故 以 非 然 故 諸 說 
T38n1769_001:0249b14	悉非。非不然故諸義悉是。是義志云何。六師	悉 非 非 不 然 故 諸 義 悉 是 是 義 志 云 何 六 師 
T38n1769_001:0249b15	所說不出二途。初一指於當有之果。後五同	所 說 不 出 二 途 初 一 指 於 當 有 之 果 後 五 同 
T38n1769_001:0249b16	據今有之因。此後五中亦為二倒。後一在於	據 今 有 之 因 此 後 五 中 亦 為 二 倒 後 一 在 於 
T38n1769_001:0249b17	真諦。前四隨於俗諦。俗諦四說不出人法。前	真 諦 前 四 隨 於 俗 諦 俗 諦 四 說 不 出 人 法 前 
T38n1769_001:0249b18	一舉人後三據法。據法三義不過起伏。後一	一 舉 人 後 三 據 法 據 法 三 義 不 過 起 伏 後 一 
T38n1769_001:0249b19	種子前二上心。上心之內隨義異說耳。然佛	種 子 前 二 上 心 上 心 之 內 隨 義 異 說 耳 然 佛 
T38n1769_001:0249b20	性之體正是一心。一心之性遠離諸邊。遠離諸	性 之 體 正 是 一 心 一 心 之 性 遠 離 諸 邊 遠 離 諸 
T38n1769_001:0249b21	邊故都無所當。無所當故無所不當。所以就	邊 故 都 無 所 當 無 所 當 故 無 所 不 當 所 以 就 
T38n1769_001:0249b22	心論。心非因非果非真非俗非人非法非起	心 論 心 非 因 非 果 非 真 非 俗 非 人 非 法 非 起 
T38n1769_001:0249b23	非伏。如其約緣論。心為起為伏作法作人為	非 伏 如 其 約 緣 論 心 為 起 為 伏 作 法 作 人 為 
T38n1769_001:0249b24	俗為真作因作果。是謂非然非不然義。所以	俗 為 真 作 因 作 果 是 謂 非 然 非 不 然 義 所 以 
T38n1769_001:0249b25	諸說皆非皆是。總說雖然於中分別者。於一	諸 說 皆 非 皆 是 總 說 雖 然 於 中 分 別 者 於 一 
T38n1769_001:0249b26	心法有二種義。一者不染而染。二者染而不	心 法 有 二 種 義 一 者 不 染 而 染 二 者 染 而 不 
T38n1769_001:0249b27	染。染而不染一味寂靜。不染而染流轉六道。	染 染 而 不 染 一 味 寂 靜 不 染 而 染 流 轉 六 道 
T38n1769_001:0249b28	如下文言。一味藥隨其流處有種種味。而其	如 下 文 言 一 味 藥 隨 其 流 處 有 種 種 味 而 其 
T38n1769_001:0249b29	真味停留在山。夫人經言。自性清淨心難可	真 味 停 留 在 山 夫 人 經 言 自 性 清 淨 心 難 可 
T38n1769_001:0249c01	了知。彼心為煩惱所染。此亦難可了知。起信	了 知 彼 心 為 煩 惱 所 染 此 亦 難可了知 起 信 
T38n1769_001:0249c02	論中廣顯是義。此者真諦三藏之義。第六師	論 中 廣 顯 是 義 此 者 真 諦 三 藏 之 義 第 六 師 
T38n1769_001:0249c03	說。真如佛性得於染而不染門也。前之五義	說 真 如 佛 性 得 於 染 而 不 染 門 也 前 之 五 義 
T38n1769_001:0249c04	皆在染門。何者。隨染之心不守一性。對緣望	皆 在 染 門 何 者 隨 染 之 心 不 守 一 性 對 緣 望 
T38n1769_001:0249c05	果必有可生。可生之性不由熏成。是故說名	果 必 有 可 生 可 生 之 性 不 由 熏 成 是 故 說 名 
T38n1769_001:0249c06	法爾種子。第五師義得此門也。又即如是隨	法 爾 種 子 第 五 師 義 得 此 門 也 又 即 如 是 隨 
T38n1769_001:0249c07	染之心乃至轉作生滅。識位而恒不失神解	染 之 心 乃 至 轉 作 生 滅 識 位 而 恒 不 失 神 解 
T38n1769_001:0249c08	之性。由不失故終歸心原。第四師義亦當此	之 性 由 不 失 故 終 歸 心 原 第 四 師 義 亦 當 此 
T38n1769_001:0249c09	門也。又若隨染生滅之心依內熏力起二種	門 也 又 若 隨 染 生 滅 之 心 依 內 熏 力 起 二 種 
T38n1769_001:0249c10	業。所謂厭苦求樂之能因。此為本當至極果。	業 所 謂 厭 苦 求 樂 之 能 因 此 為 本 當 至 極 果 
T38n1769_001:0249c11	第三師義當此門也。如是一心隨染轉時。隨	第 三 師 義 當 此 門 也 如 是 一 心 隨 染 轉 時 隨 
T38n1769_001:0249c12	所至處總御諸法處處受生說名受生。第二	所 至 處 總 御 諸 法 處 處 受 生 說 名 受 生 第 二 
T38n1769_001:0249c13	師義合於是門也。如是眾生本覺所轉必當	師 義 合 於 是 門 也 如 是 眾 生 本 覺 所 轉 必 當 
T38n1769_001:0249c14	得至大覺之果。而今來現說名當果。第一師	得 至 大 覺 之 果 而 今 來 現 說 名 當 果 第 一 師 
T38n1769_001:0249c15	義合於是門也。由是義故六師所說雖皆未	義 合 於 是 門 也 由 是 義 故 六 師 所 說 雖 皆 未 
T38n1769_001:0249c16	盡佛性實體隨門而說各得其義。故下文說。	盡 佛 性 實 體 隨 門 而 說 各 得 其 義 故 下 文 說 
T38n1769_001:0249c17	如彼盲人各各說象。雖不得實非不說象。說	如 彼 盲 人 各 各 說 象 雖 不 得 實 非 不 說 象 說 
T38n1769_001:0249c18	佛性者亦復如是。不即六法不離六法。當知	佛 性 者 亦復如是 不 即 六 法 不 離 六 法 當 知 
T38n1769_001:0249c19	此中六說亦爾。出體門竟。第二明因果門。佛	此 中 六 說 亦 爾 出 體 門 竟 第 二 明 因 果 門 佛 
T38n1769_001:0249c20	性之體非因非果而亦不非因果性。所以舉	性 之 體 非 因 非 果 而 亦 不 非 因 果 性 所 以 舉 
T38n1769_001:0249c21	體作因作果。果佛性者佛之體性故名佛性。	體 作 因 作 果 果 佛 性 者 佛 之 體 性 故 名 佛 性 
T38n1769_001:0249c22	如迦葉品云。如來十力四無畏等無量諸法	如 迦 葉 品 云 如來十力 四 無 畏 等 無 量 諸 法 
T38n1769_001:0249c23	是佛之性。又下文言。如來已得阿耨菩提所	是 佛 之 性 又 下 文 言 如 來 已 得 阿耨菩提 所 
T38n1769_001:0249c24	有佛性一切佛法常無變易。故無三世猶如	有 佛 性 一切佛法 常 無 變 易 故 無 三 世 猶 如 
T38n1769_001:0249c25	虛空。如是等文明果佛性。因佛性者。作佛之	虛 空 如 是 等 文 明 果 佛 性 因 佛 性 者 作 佛 之 
T38n1769_001:0249c26	性故名佛性。如師子吼中言。是因非果名為	性 故 名 佛 性 如 師 子 吼 中 言 是 因 非 果 名 為 
T38n1769_001:0249c27	佛性。非因生故是因非果。又下文言。眾生佛	佛 性 非 因 生 故 是 因 非 果 又 下 文 言 眾 生 佛 
T38n1769_001:0249c28	性亦二種因。正因者謂諸眾生。緣因者謂六	性 亦 二 種 因 正 因 者 謂 諸 眾 生 緣 因 者 謂 六 
T38n1769_001:0249c29	波羅蜜。如是等文說因佛性。總說雖然於中	波 羅 蜜 如 是 等 文 說 因 佛 性 總 說 雖 然 於 中 
T38n1769_001:0250a01	分別者果有二種。所生所了。所了果謂涅槃	分 別 者 果 有 二 種 所 生 所 了 所 了 果 謂 涅 槃 
T38n1769_001:0250a02	果即是法身。所生果者謂菩提果即是報佛。	果 即 是 法 身 所 生 果 者 謂 菩 提 果 即 是 報 佛 
T38n1769_001:0250a03	對此二果說二佛性。法佛性者在性淨門。報	對 此 二 果 說 二 佛 性 法 佛 性 者 在 性 淨 門 報 
T38n1769_001:0250a04	佛性者在隨染門。如師子吼中言。善男子我	佛 性 者 在 隨 染 門 如 師 子 吼 中 言 善 男 子 我 
T38n1769_001:0250a05	所宣說涅槃因者所謂佛性之性不生涅槃。	所 宣 說 涅 槃 因 者 所 謂 佛 性 之 性 不 生 涅 槃 
T38n1769_001:0250a06	是故無因。能破煩惱故名大果。不從道生故	是 故 無 因 能 破 煩 惱 故 名 大 果 不 從 道 生 故 
T38n1769_001:0250a07	名無果。是故涅槃無因無果。是文正顯法佛	名 無 果 是 故 涅 槃 無 因 無 果 是 文 正 顯 法 佛 
T38n1769_001:0250a08	之性唯約隱顯說為因果也。迦葉品云。夫佛	之 性 唯 約 隱 顯 說 為 因 果 也 迦 葉 品 云 夫 佛 
T38n1769_001:0250a09	性者。不名一法不名萬法。未得阿耨菩提之	性 者 不 名 一 法 不 名 萬 法 未 得 阿耨菩提 之 
T38n1769_001:0250a10	時一切善不善無記法盡名佛性。非佛性者。	時 一 切 善不善無記 法 盡 名 佛 性 非 佛 性 者 
T38n1769_001:0250a11	所謂一切牆壁瓦石無情之物。離如是等無	所 謂 一 切 牆 壁 瓦 石 無 情 之 物 離 如 是 等 無 
T38n1769_001:0250a12	情之物是名佛性。是文正明報佛之性以隨	情 之 物 是 名 佛 性 是 文 正 明 報 佛 之 性 以 隨 
T38n1769_001:0250a13	染動心雖通三性而亦不失神解之性故說此	染 動 心 雖 通 三 性 而 亦 不 失 神 解 之 性 故 說 此 
T38n1769_001:0250a14	為報佛性。但為簡別怯佛性門遍一切有情	為 報 佛 性 但 為 簡 別 怯 佛 性 門 遍 一切有情 
T38n1769_001:0250a15	無情。是故於報佛性不取無情物也。別門雖	無 情 是 故 於 報 佛 性 不 取 無 情 物 也 別 門 雖 
T38n1769_001:0250a16	然就實通論者。性淨本覺亦為二身之性隨	然 就 實 通 論 者 性 淨 本 覺 亦 為 二 身 之 性 隨 
T38n1769_001:0250a17	染解性亦作法身之因。何以知其然者。如實	染 解 性 亦 作 法 身 之 因 何 以 知 其 然 者 如 實 
T38n1769_001:0250a18	性論言。依二種佛性得出三種身。佛性論中	性 論 言 依 二 種 佛 性 得 出 三 種 身 佛 性 論 中 
T38n1769_001:0250a19	顯是意言。佛性有二種。一者住自性性。二者	顯 是 意 言 佛 性 有 二 種 一 者 住 自 性 性 二 者 
T38n1769_001:0250a20	引出佛性。為顯住自性性故說地中寶藏為	引 出 佛 性 為 顯 住 自 性 性 故 說 地 中 寶 藏 為 
T38n1769_001:0250a21	譬。為顯引出佛性故說掩羅樹芽為譬。約此	譬 為 顯 引 出 佛 性 故 說 掩 羅 樹 芽 為 譬 約 此 
T38n1769_001:0250a22	雨因故佛說三身果。一者因住自性佛性故	雨 因 故 佛 說 三 身 果 一 者 因 住 自 性 佛 性 故 
T38n1769_001:0250a23	說法身。法身有四種功德。是故說毀敗布裏	說 法 身 法 身 有 四 種 功 德 是 故 說 毀 敗 布 裏 
T38n1769_001:0250a24	真金譬。二者因引佛性故說應身。是故說貧	真 金 譬 二 者 因 引 佛 性 故 說 應 身 是 故 說 貧 
T38n1769_001:0250a25	女如壞輪王譬。三者因引出佛性故復出化	女 如 壞 輪 王 譬 三 者 因 引 出 佛 性 故 復 出 化 
T38n1769_001:0250a26	身。故說羅漢中佛像為譬乃至廣說。此論意	身 故 說 羅 漢 中 佛 像 為 譬 乃至廣說 此 論 意 
T38n1769_001:0250a27	者。應得因中具三佛性。彼應得因如理為體	者 應 得 因 中 具 三 佛 性 彼 應 得 因 如 理 為 體 
T38n1769_001:0250a28	故。如性淨門中真如佛性通為三身而作正	故 如 性 淨 門 中 真 如 佛 性 通 為 三 身 而 作 正 
T38n1769_001:0250a29	因。既說性淨本覺雖非生滅而得與二身作	因 既 說 性 淨 本 覺 雖 非 生 滅 而 得 與 二 身 作 
T38n1769_001:0250b01	正因。當知隨染解性雖非常住而與法身作	正 因 當 知 隨 染 解 性 雖 非 常 住 而 與 法 身 作 
T38n1769_001:0250b02	正因性。如不增不減經言。即此法身煩惱纏	正 因 性 如 不增不減 經 言 即 此 法 身 煩 惱 纏 
T38n1769_001:0250b03	無始世來隨順世間波浪漂流去來生死名為	無始世來 隨順世間 波 浪 漂 流 去 來 生 死 名 為 
T38n1769_001:0250b04	眾生。離一切垢住於彼岸於一切法得自在	眾 生 離 一 切 垢 住 於 彼 岸 於一切法 得 自 在 
T38n1769_001:0250b05	力名為如來應正遍知乃至廣說。起信論中	力 名 為 如來應正遍知 乃至廣說 起 信 論 中 
T38n1769_001:0250b06	為顯是意故引喻言。如海水因風波動。水相	為 顯 是 意 故 引 喻 言 如 海 水 因 風 波 動 水 相 
T38n1769_001:0250b07	風相不相捨離。如是眾生自性清淨心因無	風 相 不相捨離 如 是 眾 生 自 性 清 淨 心 因 無 
T38n1769_001:0250b08	明風動心與無明不相捨離乃至廣說。是意	明 風 動 心 與 無 明 不相捨離 乃至廣說 是 意 
T38n1769_001:0250b09	欲明法身雖非動相而離靜性。隨無明風舉	欲 明 法 身 雖 非 動 相 而 離 靜 性 隨 無 明 風 舉 
T38n1769_001:0250b10	體動轉。動轉之心不失解性。後復無明還至	體 動 轉 動 轉 之 心 不 失 解 性 後 復 無 明 還 至 
T38n1769_001:0250b11	歸本。歸本之時還成法身。是故當知隨染動	歸 本 歸 本 之 時 還 成 法 身 是故當知 隨 染 動 
T38n1769_001:0250b12	心正為還靜法身之因。若依是門得說法身	心 正 為 還 靜 法 身 之 因 若 依 是 門 得 說 法 身 
T38n1769_001:0250b13	亦是作法。以修諸行始得成靜故。如楞伽經	亦 是 作 法 以 修 諸 行 始 得 成 靜 故 如 楞 伽 經 
T38n1769_001:0250b14	言。若如來法身非作法者。言有修行無量功	言 若 如來法身 非 作 法 者 言 有 修 行 無 量 功 
T38n1769_001:0250b15	德。一切行者皆是虛妄故。因果門竟。次第三	德 一 切 行 者 皆 是 虛 妄 故 因 果 門 竟 次 第 三 
T38n1769_001:0250b16	明見性門者。謂至何位得見佛性。有人說言。	明 見 性 門 者 謂 至 何 位 得 見 佛 性 有 人 說 言 
T38n1769_001:0250b17	佛性法界雖無二體而義不同見位亦異。是	佛 性 法 界 雖 無 二 體 而 義 不 同 見 位 亦 異 是 
T38n1769_001:0250b18	故初地證見真如法界而未能見佛性之義。	故 初 地 證 見 真 如 法 界 而 未 能 見 佛 性 之 義 
T38n1769_001:0250b19	乃至十地猶是聞見。至妙覺位方得眼見。是	乃 至 十 地 猶 是 聞 見 至 妙 覺 位 方 得 眼 見 是 
T38n1769_001:0250b20	說不了。違文義故。何者。處處皆說初地菩薩	說 不 了 違 文 義 故 何 者 處 處 皆 說 初 地 菩 薩 
T38n1769_001:0250b21	證見法身。法身佛性名異義一。而言雖證法	證 見 法 身 法 身 佛 性 名 異 義 一 而 言 雖 證 法 
T38n1769_001:0250b22	身不見佛性者。不應道理違諸文。次當廣說	身 不 見 佛 性 者 不應道理 違 諸 文 次 當 廣 說 
T38n1769_001:0250b23	如實義者。若於初地得證法界。即於此位已	如 實 義 者 若 於 初 地 得 證 法 界 即 於 此 位 已 
T38n1769_001:0250b24	見佛性。若第十地未見佛性。亦於彼位未見	見 佛 性 若 第 十 地 未 見 佛 性 亦 於 彼 位 未 見 
T38n1769_001:0250b25	法界。欲顯是義三重分別。一者究竟不究竟	法 界 欲 顯 是 義 三 重 分 別 一 者 究 竟 不 究 竟 
