X62n1192_001:0481c06	 清珠集序	 清 珠 集 序 
X62n1192_001:0497c11	意為樂。以此較之。著甚麼要緊。作千年調。兒孫自有	意 為 樂 以 此 較 之 著 甚 麼 要 緊 作 千 年 調 兒 孫 自 有 
X62n1192_001:0497c12	兒孫福。莫與兒孫作馬牛人。生在世能有幾時趂。未	兒 孫 福 莫 與 兒 孫 作 馬 牛 人 生 在 世 能 有 幾 時 趂 未 
X62n1192_001:0497c13	病未老之前。抖擻身心。撥開世事。得一日光陰。念一	病 未 老 之 前 抖 擻 身 心 撥 開 世 事 得 一 日 光 陰 念 一 
X62n1192_001:0497c14	日彌陀。得一時工夫。修一時淨業。由他臨命終時。好	日 彌 陀 得 一 時 工 夫 修 一 時 淨 業 由 他 臨命終時 好 
X62n1192_001:0497c15	死惡死。我之盤纏。預辦了也。我之前程。穩穩當當了	死 惡 死 我 之 盤 纏 預 辦 了 也 我 之 前 程 穩 穩 當 當 了 
X62n1192_001:0497c16	也。若不如此。後悔難追。	也 若 不 如 此 後 悔 難 追 
X62n1192_001:0497c17	好消息	好 消 息 
X62n1192_001:0497c18	靠住一佛。心心無間。行之既久。便可將四大所合之	靠 住 一 佛 心 心 無 間 行 之 既 久 便 可 將 四 大 所 合 之 
X62n1192_001:0497c19	身。一拳粉碎五濁所合之世界。一脚踢翻。然後隨所	身 一 拳 粉 碎 五 濁 所 合 之 世 界 一 脚 踢 翻 然 後 隨 所 
X62n1192_001:0497c20	聞見。鳥語蟬吟。牧歌樵唱。即西方之無常苦空法音	聞 見 鳥 語 蟬 吟 牧 歌 樵 唱 即 西 方 之 無 常 苦 空 法 音 
X62n1192_001:0497c21	天樂也。竹籬茅舍。即西方之金臺寶殿也。飛泉鳴瀨。	天 樂 也 竹 籬 茅 舍 即 西 方 之 金 臺 寶 殿 也 飛 泉 鳴 瀨 
X62n1192_001:0497c22	即西方之寶池德水也。野芳嘉木。即西方之寶網交	即 西 方 之 寶 池 德 水 也 野 芳 嘉 木 即 西 方 之 寶 網 交 
X62n1192_001:0497c23	羅。妙華天雨也。明師良友之儔。木石鹿豕之侶。即西	羅 妙 華 天 雨 也 明 師 良 友 之 儔 木 石 鹿 豕 之 侶 即 西 
X62n1192_001:0497c24	方之諸上善人也。何苦何樂。何順何逆。何邪魔。何三	方 之 諸 上 善 人 也 何 苦 何 樂 何 順 何 逆 何 邪 魔 何 三 
X62n1192_001:0498a01	毒等。煩惱目前。純是淨土。到得厭世時。無怖無亂。不	毒 等 煩 惱 目 前 純 是 淨 土 到 得 厭 世 時 無 怖 無 亂 不 
X62n1192_001:0498a02	支不吾。怡然拱手。歸來故鄉。總是生平得力處。到此	支 不 吾 怡 然 拱 手 歸 來 故 鄉 總 是 生 平 得 力 處 到 此 
X62n1192_001:0498a03	決用得著決。有好消息也。	決 用 得 著 決 有 好 消 息 也 
X62n1192_001:0498a04	離心無體	離 心 無 體 
X62n1192_001:0498a05	如要臨終十念成就。但預辦津梁。合集功德迴向。此	如 要 臨 終 十 念 成 就 但 預 辦 津 梁 合 集 功 德 迴 向 此 
X62n1192_001:0498a06	時念念不虧。却無慮矣。夫善惡二輪。苦樂二報。皆三	時 念 念 不 虧 却 無 慮 矣 夫 善 惡 二 輪 苦 樂 二 報 皆 三 
X62n1192_001:0498a07	業所造。四緣所生。六因所成。五果所攝。若一念心。瞋	業 所 造 四 緣 所 生 六 因 所 成 五 果 所 攝 若 一 念 心 瞋 
X62n1192_001:0498a08	恚邪淫。即地獄業。慳貪不實。即餓鬼業。愚癡暗蔽。即	恚 邪 淫 即 地 獄 業 慳 貪 不 實 即 餓 鬼 業 愚 癡 暗 蔽 即 
X62n1192_001:0498a09	畜生業。我慢貢高。即修羅業。堅持五戒。即人業。精修	畜 生 業 我 慢 貢 高 即 修 羅 業 堅 持 五 戒 即 人 業 精 修 
X62n1192_001:0498a10	十善。即天業。證悟人空。即聲聞業。知緣性離。即緣覺	十 善 即 天 業 證 悟 人 空 即 聲 聞 業 知 緣 性 離 即 緣 覺 
X62n1192_001:0498a11	業。六度齊修。即菩薩業。真慈平等。即佛業。若心淨。即	業 六 度 齊 修 即 菩 薩 業 真 慈 平 等 即 佛 業 若 心 淨 即 
X62n1192_001:0498a12	香臺寶樹淨剎化生。心垢則丘陵坑坎穢土稟質。皆	香 臺 寶 樹 淨 剎 化 生 心 垢 則 丘 陵 坑 坎 穢 土 稟 質 皆 
X62n1192_001:0498a13	是等倫之果。能感增上之緣。是以離自心源。更無別	是 等 倫 之 果 能 感 增 上 之 緣 是 以 離 自 心 源 更 無 別 
X62n1192_001:0498a14	體。經云。心垢即眾生垢。心淨故眾生淨。又云。欲淨汝	體 經 云 心 垢 即 眾 生 垢 心 淨 故 眾 生 淨 又 云 欲 淨 汝 
X62n1192_001:0498a15	界。但淨汝心。故知一切歸心。萬法由我。欲得淨果。但	界 但 淨 汝 心 故 知 一 切 歸 心 萬 法 由 我 欲 得 淨 果 但 
X62n1192_001:0498a16	行淨因。如水性趣下。火性騰上。勢數如是。何足疑焉。	行 淨 因 如 水 性 趣 下 火 性 騰 上 勢 數 如 是 何 足 疑 焉 
X62n1192_001:0498a17	全現	全 現 
X62n1192_001:0498a18	須念臨行時。有甚麼放他不下處。若說世間放不下。	須 念 臨 行 時 有 甚 麼 放 他 不 下 處 若 說 世 間 放 不 下 
X62n1192_001:0498a19	正。恐跳他不出。未免再來。還要戀他則甚。若說此身	正 恐 跳 他 不 出 未 免 再 來 還 要 戀 他 則 甚 若 說 此 身 
X62n1192_001:0498a20	放不下正。恐掙他不脫。未免再受。還要痛他則甚。若	放 不 下 正 恐 掙 他 不 脫 未 免 再 受 還 要 痛 他 則 甚 若 
X62n1192_001:0498a21	說此心放不下正。恐斷他不盡。留為種子。還要惜他	說 此 心 放 不 下 正 恐 斷 他 不 盡 留 為 種 子 還 要 惜 他 
X62n1192_001:0498a22	則甚。若說佛法放不下正。恐灑他不開。執成法縛。還	則 甚 若 說 佛 法 放 不 下 正 恐 灑 他 不 開 執 成 法 縛 還 
X62n1192_001:0498a23	要愛他則甚。若慮慧根。萬一迷失。則爾所認慧根。正	要 愛 他 則 甚 若 慮 慧 根 萬 一 迷 失 則 爾 所 認 慧 根 正 
X62n1192_001:0498a24	是命根。正是八識。其怕迷失一念。正是執我七識。分	是 命 根 正 是 八 識 其 怕 迷 失 一 念 正 是 執 我 七 識 分 
X62n1192_001:0498b01	別六識。正須擺落淨盡。還要護念則甚。至於清淨本	別 六 識 正 須 擺 落 淨 盡 還 要 護 念 則 甚 至 於 清 淨 本 
X62n1192_001:0498b02	然元明妙覺。不容揀擇。無可任持。直至一切不見一	然 元 明 妙 覺 不 容 揀 擇 無 可 任 持 直 至 一 切 不 見 一 
X62n1192_001:0498b03	法不存。方得全現。爾向日迷來帶了。如許種種的來。	法 不 存 方 得 全 現 爾 向 日 迷 來 帶 了 如 許 種 種 的 來 
X62n1192_001:0498b04	今日悟去。還擬將了那一件去乎。一絲不掛。然後方	今 日 悟 去 還 擬 將 了 那 一 件 去 乎 一 絲 不 掛 然 後 方 
X62n1192_001:0498b05	證上品矣。	證 上 品 矣 
X62n1192_001:0498b06	稱意之事	稱 意 之 事 
X62n1192_001:0498b07	凡人命終。欲生淨土。須先準備。不得怕死。常念此身	凡 人 命 終 欲 生 淨 土 須 先 準 備 不 得 怕 死 常 念 此 身 
X62n1192_001:0498b08	多苦。惡業交纏。若得捨此穢身。超生淨土。見佛聞法。	多 苦 惡 業 交 纏 若 得 捨 此 穢 身 超 生 淨 土 見佛聞法 
X62n1192_001:0498b09	受無量快樂。得大解脫。乃是稱意之事。如脫獘衣。得	受 無 量 快 樂 得 大 解 脫 乃 是 稱 意 之 事 如 脫 獘 衣 得 
X62n1192_001:0498b10	換珍服。但當放下身心。莫生戀著。一心待死。叮囑家	換 珍 服 但 當 放 下 身 心 莫 生 戀 著 一 心 待 死 叮 囑 家 
X62n1192_001:0498b11	人。及往來問候人。凡來我前。為我念佛。不得說眼前	人 及 往 來 問 候 人 凡 來 我 前 為 我 念 佛 不 得 說 眼 前 
X62n1192_001:0498b12	閒雜話家中長短事。亦不須輭語安慰。祝願安樂。此	閒 雜 話 家 中 長 短 事 亦 不 須 輭 語 安 慰 祝 願 安 樂 此 
X62n1192_001:0498b13	皆虗華無益。若病重將終。親屬不得垂淚哭泣。發嗟	皆 虗 華 無 益 若 病 重 將 終 親 屬 不 得 垂 淚 哭 泣 發 嗟 
X62n1192_001:0498b14	嘆懊惱之聲。惑亂心神。失其正念。但一時同聲念佛。	嘆 懊 惱 之 聲 惑 亂 心 神 失 其 正 念 但 一 時 同 聲 念 佛 
X62n1192_001:0498b15	待氣盡。方可發哀。纔有絲毫戀世間心。便成罣礙。不	待 氣 盡 方 可 發 哀 纔 有 絲 毫 戀 世 間 心 便 成 罣 礙 不 
X62n1192_001:0498b16	得解脫。若得明曉淨土之人。頻來策勵。極為大幸。依	得 解 脫 若 得 明 曉 淨 土 之 人 頻 來 策 勵 極 為 大 幸 依 
X62n1192_001:0498b17	此者決定超生。無疑矣。	此 者 決 定 超 生 無 疑 矣 
X62n1192_001:0498b18	鳴磬	鳴 磬 
X62n1192_001:0498b19	凡遇眷屬及一切人臨終。先於寢室榻前。置一立佛	凡 遇 眷 屬 及 一 切 人 臨 終 先 於 寢 室 榻 前 置 一 立 佛 
X62n1192_001:0498b20	像向東。病者向西。與佛相對。看病者燒香散花鳴磬。	像 向 東 病 者 向 西 與 佛 相 對 看 病 者 燒 香 散 花 鳴 磬 
X62n1192_001:0498b21	助稱佛名。或病者先不信佛。亦須種種方便。勸令稱	助 稱 佛 名 或 病 者 先 不 信 佛 亦 須 種 種 方 便 勸 令 稱 
X62n1192_001:0498b22	佛。若有病症遺穢。隨即除之。亦無有罪。以佛心慈悲。	佛 若 有 病 症 遺 穢 隨 即 除 之 亦 無 有 罪 以 佛 心 慈 悲 
X62n1192_001:0498b23	但冀歸誠。別無憎惡。	但 冀 歸 誠 別 無 憎 惡 
X62n1192_001:0498b24	平等	平 等 
X62n1192_001:0498c01	大道無情。冤親平等。然凡夫愛戀眷屬語。以平等似	大 道 無 情 冤 親 平 等 然 凡 夫 愛 戀 眷 屬 語 以 平 等 似 
X62n1192_001:0498c02	未相應。不知情愛未忘者。惟有修習淨業。共結西方	未 相 應 不 知 情 愛 未 忘 者 惟 有 修 習 淨 業 共 結 西 方 
X62n1192_001:0498c03	伴侶。則情歸忘情。愛同忘愛。不壞凡夫心相。亦且普	伴 侶 則 情 歸 忘 情 愛 同 忘 愛 不 壞 凡 夫 心 相 亦 且 普 
X62n1192_001:0498c04	度往生。固未甞不平等也。以視夫濵危之際。揮涕訣	度 往 生 固 未 甞 不 平 等 也 以 視 夫 濵 危 之 際 揮 涕 訣 
X62n1192_001:0498c05	別。待潰之軀。罄貲厚殮者。其愛之大小何如。	別 待 潰 之 軀 罄 貲 厚 殮 者 其 愛 之 大 小 何 如 
X62n1192_001:0498c06	指南車	指 南 車 
X62n1192_001:0498c07	欲辦大事。喫緊尤在臨時一著。從前悠忽。到此延捱	欲 辦 大 事 喫 緊 尤 在 臨 時 一 著 從 前 悠 忽 到 此 延 捱 
X62n1192_001:0498c08	不得。從前迷著。到此糊塗不得。從前浮華。到此假借	不 得 從 前 迷 著 到 此 糊 塗 不 得 從 前 浮 華 到 此 假 借 
X62n1192_001:0498c09	不得。從前歧路。到此徘徊不得。只方寸間。靈明用事。	不 得 從 前 歧 路 到 此 徘 徊 不 得 只 方 寸 間 靈 明 用 事 
X62n1192_001:0498c10	醒則立現蓮臺。昧則六途三塗。有分淨穢。頃刻異路。	醒 則 立 現 蓮 臺 昧 則 六 途 三 塗 有 分 淨 穢 頃 刻 異 路 
X62n1192_001:0498c11	危哉究竟把握要訣。不外一心正念四字。此際如挽	危 哉 究 竟 把 握 要 訣 不 外 一 心 正 念 四 字 此 際 如 挽 
X62n1192_001:0498c12	弓到。將滿時分外難開。須加意審固。前手撇後手絕。	弓 到 將 滿 時 分 外 難 開 須 加 意 審 固 前 手 撇 後 手 絕 
X62n1192_001:0498c13	箭方中的。又如泛海憑指南車。不誤方所。將抵彼岸。	箭 方 中 的 又 如 泛 海 憑 指 南 車 不 誤 方 所 將 抵 彼 岸 
X62n1192_001:0498c14	急宜仔細收帆把舵。霎時差失。依舊被狂颶吹去。飄	急 宜 仔 細 收 帆 把 舵 霎 時 差 失 依 舊 被 狂 颶 吹 去 飄 
X62n1192_001:0498c15	蕩大洋中。將何底止。	蕩 大 洋 中 將 何 底 止 
X62n1192_001:0498c16	歸故鄉	歸 故 鄉 
X62n1192_001:0498c17	心本不生。緣合而生。心本不死。緣散而死。似有生死。	心 本 不 生 緣 合 而 生 心 本 不 死 緣 散 而 死 似 有 生 死 
X62n1192_001:0498c18	原無去來。於斯會得。生順死安。常寂常照。世人畏死	原 無 去 來 於 斯 會 得 生 順 死 安 常 寂 常 照 世 人 畏 死 
X62n1192_001:0498c19	者。以未悟本來無生故也。本自無生。焉得有死。何畏	者 以 未 悟 本來無生 故 也 本 自 無 生 焉 得 有 死 何 畏 
X62n1192_001:0498c20	之有。然無生未易卒悟。惟當專誠念佛。久久念至。一	之 有 然 無 生 未 易 卒 悟 惟 當 專 誠 念 佛 久 久 念 至 一 
X62n1192_001:0498c21	心不亂。必得開悟。就令不悟。而一生念力。臨終自知。	心 不 亂 必 得 開 悟 就 令 不 悟 而 一 生 念 力 臨 終 自 知 
X62n1192_001:0498c22	死去必生淨土。則如流落他方。得歸故鄉。阿彌陀佛	死 去 必 生 淨 土 則 如 流 落 他 方 得 歸 故 鄉 阿 彌 陀 佛 
X62n1192_001:0498c23	垂手。接引往生。歡喜無量。何畏之有。	垂 手 接 引 往 生 歡喜無量 何 畏 之 有 
X62n1192_001:0498c24	瑞應非一	瑞 應 非 一 
X62n1192_001:0499a01	若得三昧成就。天人護助。臨終正念。其往生之際。瑞	若 得 三 昧 成 就 天 人 護 助 臨 終 正 念 其 往 生 之 際 瑞 
X62n1192_001:0499a02	應非一。或天樂盈空。或異香滿室。或光明照體。或寶	應 非 一 或 天 樂 盈 空 或 異 香 滿 室 或 光 明 照 體 或 寶 
X62n1192_001:0499a03	座現前。或彌陀垂臂。親自來迎。或菩薩執臺。授手而	座 現 前 或 彌 陀 垂 臂 親 自 來 迎 或 菩 薩 執 臺 授 手 而 
X62n1192_001:0499a04	接。乃至預知時至。正念不謬。諸障忽空。自能沐浴跏	接 乃 至 預 知 時 至 正 念 不 謬 諸 障 忽 空 自 能 沐 浴 跏 
X62n1192_001:0499a05	趺。會眾說法。叉手告別。或更勉人進道。書偈擲筆。合	趺 會 眾 說 法 叉 手 告 別 或 更 勉 人 進 道 書 偈 擲 筆 合 
X62n1192_001:0499a06	掌而逝。或臨終之後。舉體如生。齒骨數珠。燒之不壞。	掌 而 逝 或 臨 終 之 後 舉 體 如 生 齒 骨 數 珠 燒 之 不 壞 
X62n1192_001:0499a07	光燄異常。五色鮮明。祥物於空盤旋不散。烟所至處。	光 燄 異 常 五 色 鮮 明 祥 物 於 空 盤 旋 不 散 烟 所 至 處 
X62n1192_001:0499a08	舍利流珠。觸物而生。此耳目之所常有者。若非平日	舍 利 流 珠 觸 物 而 生 此 耳 目 之 所 常 有 者 若 非 平 日 
X62n1192_001:0499a09	履踐明白精進力感。焉能若是。	履 踐 明 白 精 進 力 感 焉 能 若 是 
X62n1192_001:0499a10	護身符	護 身 符 
X62n1192_001:0499a11	適百里者宿舂糧。千里者三月聚糧。況十萬億剎之	適 百 里 者 宿 舂 糧 千 里 者 三 月 聚 糧 況 十 萬 億 剎 之 
X62n1192_001:0499a12	極樂國乎。不豫辦於平生。而欲襲取於俄頃。未審倉	極 樂 國 乎 不 豫 辦 於 平 生 而 欲 襲 取 於 俄 頃 未 審 倉 
X62n1192_001:0499a13	皇呼吸時。能具諸葛觀魚安石圍碁手段。了大敵否。	皇 呼 吸 時 能 具 諸 葛 觀 魚 安 石 圍 碁 手 段 了 大 敵 否 
X62n1192_001:0499a14	如泥惡人十念往生之語。不妨放寬眼下。恐經文理	如 泥 惡 人 十 念 往 生 之 語 不 妨 放 寬 眼 下 恐 經 文 理 
X62n1192_001:0499a15	固可信。亦是如來萬不得已。垂手之苦言。非便以西	固 可 信 亦 是 如 來 萬 不 得 已 垂 手 之 苦 言 非 便 以 西 
X62n1192_001:0499a16	方作此輩護身符也。且人情莫不好勝而惡劣。獨於	方 作 此 輩 護 身 符 也 且 人 情 莫 不 好 勝 而 惡 劣 獨 於 
X62n1192_001:0499a17	此事。甘以下下自許。亦殊可憫。	此 事 甘 以 下 下 自 許 亦 殊 可 憫 
X62n1192_001:0499a18	三疑	三 疑 
X62n1192_001:0499a19	念佛人臨終有三疑。不可不慎。一疑。我生業重。修行	念 佛 人 臨 終 有 三 疑 不 可 不 慎 一 疑 我 生 業 重 修 行 
X62n1192_001:0499a20	日淺。恐不得生。二疑。有心願未了。及貪嗔癡未息。恐	日 淺 恐 不 得 生 二 疑 有 心 願 未 了 及 貪 嗔 癡 未 息 恐 
X62n1192_001:0499a21	不得生。三疑。我雖念佛。臨命終時。恐佛不來迎接。有	不 得 生 三 疑 我 雖 念 佛 臨命終時 恐 佛 不 來 迎 接 有 
X62n1192_001:0499a22	此三疑。因疑成障。失其正念。不得往生。今以三說。消	此 三 疑 因 疑 成 障 失 其 正 念 不 得 往 生 今 以 三 說 消 
X62n1192_001:0499a23	彼三疑。一曰。業本虗妄。心淨即空。業重不必疑。二曰。	彼 三 疑 一 曰 業 本 虗 妄 心 淨 即 空 業 重 不 必 疑 二 曰 
X62n1192_001:0499a24	情同夢幻。醒歸何有。自肯息機。貪嗔隨斷。不必疑。三	情 同 夢 幻 醒 歸 何 有 自 肯 息 機 貪 嗔 隨 斷 不 必 疑 三 
X62n1192_001:0499b01	曰。功專念切。自心佛現。佛不來。不必疑。	曰 功 專 念 切 自 心 佛 現 佛 不 來 不 必 疑 
X62n1192_001:0499b02	四關	四 關 
X62n1192_001:0499b03	凡夫雖有信心念佛。或宿業障重。不免病苦。若因此	凡 夫 雖 有 信 心 念 佛 或 宿 業 障 重 不 免 病 苦 若 因 此 
X62n1192_001:0499b04	悔悟。身心投誠皈佛。自生淨土。無智之人。道念不堅。	悔 悟 身 心 投 誠 皈 佛 自 生 淨 土 無 智 之 人 道 念 不 堅 
X62n1192_001:0499b05	却言。我今念佛。而有病苦。反謗彌陀。只此一念。徑入	却 言 我 今 念 佛 而 有 病 苦 反 謗 彌 陀 只 此 一 念 徑 入 
X62n1192_001:0499b06	地獄。一關也。或平日口談淨土。心戀娑婆。不種出世	地 獄 一 關 也 或 平 日 口 談 淨 土 心 戀 娑 婆 不 種 出 世 
X62n1192_001:0499b07	善根。惟求俗緣利益。臨終遭病。怖死貪生。妄信師巫。	善 根 惟 求 俗 緣 利 益 臨 終 遭 病 怖 死 貪 生 妄 信 師 巫 
X62n1192_001:0499b08	殺戮生命。祈禱神鬼。緣此心邪。無佛攝護。流浪三途。	殺 戮 生 命 祈 禱 神 鬼 緣 此 心 邪 無 佛 攝 護 流 浪 三 途 
X62n1192_001:0499b09	二關也。向持齋戒。或因服藥。或被勸逼。破戒用葷。此	二 關 也 向 持 齋 戒 或 因 服 藥 或 被 勸 逼 破 戒 用 葷 此 
