T30n1569_001:0167c11	百論序	百 論 序 
T30n1569_002:0177a22	新。異故故(修妬路)。若法久生新相已過是新相。	新 異 故 故 修 妬 路 若 法 久 生 新 相 已 過 是 新 相 
T30n1569_002:0177a23	異新則名故。若故相生故則為新。是新是	異 新 則 名 故 若 故 相 生 故 則 為 新 是 新 是 
T30n1569_002:0177a24	故但有言說。第一義中無新無中無故。外	故 但有言說 第 一 義 中 無 新 無 中 無 故 外 
T30n1569_002:0177a25	曰。若爾得何利。內曰。得永離(修妬路)。若新不	曰 若 爾 得 何 利 內 曰 得 永 離 修 妬 路 若 新 不 
T30n1569_002:0177a26	作中。中不作故。如種子芽莖節壞華實	作 中 中 不 作 故 如 種 子 芽 莖 節 壞 華 實 
T30n1569_002:0177a27	等各不合。各不合故諸法不住。不住故遠	等 各 不 合 各 不 合 故 諸 法 不 住 不 住 故 遠 
T30n1569_002:0177a28	離。遠離故不可得取。	離 遠 離 故 不 可 得 取 
T30n1569_002:0177a29	破因中有果品第七	破 因 中 有 果 品 第 七 
T30n1569_002:0177b01	外曰。諸法非不住。有不失故。無不生故(修妬路)。	外 曰 諸 法 非 不 住 有 不 失 故 無 不 生 故 修 妬 路 
T30n1569_002:0177b02	有相諸法如泥團。從團底。從底腹。從腹咽。	有 相 諸 法 如 泥 團 從 團 底 從 底 腹 從 腹 咽 
T30n1569_002:0177b03	從咽口。前後為因果。種種果生時。種種因不	從 咽 口 前 後 為 因 果 種 種 果 生 時 種 種 因 不 
T30n1569_002:0177b04	失。若因中無果。果則不生。但因變為果。是	失 若 因中無果 果 則 不 生 但 因 變 為 果 是 
T30n1569_002:0177b05	故有諸法。內曰。若果生故有不失。因失故有	故 有 諸 法 內 曰 若 果 生 故 有 不 失 因 失 故 有 
T30n1569_002:0177b06	失(修妬路)。汝言瓶果生時泥團不失。瓶即是泥	失 修 妬 路 汝 言 瓶 果 生 時 泥 團 不 失 瓶 即 是 泥 
T30n1569_002:0177b07	團。若瓶果生。是時失泥團因故。是則無因。	團 若 瓶 果 生 是 時 失 泥 團 因 故 是 則 無 因 
T30n1569_002:0177b08	若泥團不失。不應分別泥團瓶有異。今實	若 泥 團 不 失 不 應 分 別 泥 團 瓶 有 異 今 實 
T30n1569_002:0177b09	見形．時．力．知．名等有異故有應失。外曰。	見 形 時 力 知 名 等 有 異 故 有 應 失 外 曰 
T30n1569_002:0177b10	如指屈申(修妬路)。指雖屈申形異。實是一指。如	如 指 屈 申 修 妬 路 指 雖 屈 申 形 異 實 是 一 指 如 
T30n1569_002:0177b11	是泥團形瓶形雖異。而泥不異。內曰。不	是 泥 團 形 瓶 形 雖 異 而 泥 不 異 內 曰 不 
T30n1569_002:0177b12	然業能異故(修妬路)。屈申是指業。指是能。若業	然 業 能 異 故 修 妬 路 屈 申 是 指 業 指 是 能 若 業 
T30n1569_002:0177b13	即是能者。屈時應失指。復次屈申應是一。	即 是 能 者 屈 時 應 失 指 復 次 屈 申 應 是 一 
T30n1569_002:0177b14	如汝經泥團即是瓶故。指喻非也。外曰。如	如 汝 經 泥 團 即 是 瓶 故 指 喻 非 也 外 曰 如 
T30n1569_002:0177b15	少壯老(修妬路)。如一人身亦少亦壯亦老。因果	少 壯 老 修 妬 路 如 一 人 身 亦 少 亦 壯 亦 老 因 果 
T30n1569_002:0177b16	亦如是。內曰。不一故(修妬路)。少不作壯。壯不	亦 如 是 內 曰 不 一 故 修 妬 路 少 不 作 壯 壯 不 
T30n1569_002:0177b17	作老。是故汝喻非也。復次若有不失。無失	作 老 是 故 汝 喻 非 也 復 次 若 有 不 失 無 失 
T30n1569_002:0177b18	(修妬路)。若有不失者。泥團不應變為瓶。是則無	 修 妬 路 若 有 不 失 者 泥 團 不 應 變 為 瓶 是 則 無 
T30n1569_002:0177b19	瓶。若有不失者。無無故亦不應失。然則都	瓶 若 有 不 失 者 無 無 故 亦 不 應 失 然 則 都 
T30n1569_002:0177b20	無失。外曰。無失有何咎(修妬路)。若常故無失。	無 失 外 曰 無 失 有 何 咎 修 妬 路 若 常 故 無 失 
T30n1569_002:0177b21	泥團不應變為瓶。無無常有何過。內曰。	泥 團 不 應 變 為 瓶 無 無 常 有 何 過 內 曰 
T30n1569_002:0177b22	若無無常。無罪福等(修妬路)。若無無常。罪福	若 無 無 常 無 罪 福 等 修 妬 路 若 無 無 常 罪 福 
T30n1569_002:0177b23	等悉亦當無。何以故。罪人常為罪人。不應	等 悉 亦 當 無 何 以 故 罪 人 常 為 罪 人 不 應 
T30n1569_002:0177b24	為福。福人常無福人。不應為罪。罪福等	為 福 福 人 常 無 福 人 不 應 為 罪 罪 福 等 
T30n1569_002:0177b25	者。布施竊盜。持戒犯戒等。如是皆無。外曰。	者 布 施 竊 盜 持 戒 犯 戒 等 如 是 皆 無 外 曰 
T30n1569_002:0177b26	因中先有果。因有故(修妬路)。若泥中先無瓶。泥	因 中 先 有 果 因 有 故 修 妬 路 若 泥 中 先 無 瓶 泥 
T30n1569_002:0177b27	不應為瓶因。內曰。若因先有果故有果。	不 應 為 瓶 因 內 曰 若 因 先 有 果 故 有 果 
T30n1569_002:0177b28	果無故因無果(修妬路)。若泥團作瓶。泥不失故。	果 無 故 因 無 果 修 妬 路 若 泥 團 作 瓶 泥 不 失 故 
T30n1569_002:0177b29	因中有果。是瓶若破。應因中無果。外曰。因	因 中 有 果 是 瓶 若 破 應 因中無果 外 曰 因 
T30n1569_002:0177c01	果一故(修妬路)。如土因泥果。泥因瓶果。因變為	果 一 故 修 妬 路 如 土 因 泥 果 泥 因 瓶 果 因 變 為 
T30n1569_002:0177c02	果。更無異法。是故不應因中無果。內曰。若	果 更 無 異 法 是 故 不 應 因中無果 內 曰 若 
T30n1569_002:0177c03	因果一。無未來(修妬路)。如泥團現在。瓶為未	因 果 一 無 未 來 修 妬 路 如 泥 團 現 在 瓶 為 未 
T30n1569_002:0177c04	來。若因果一。則無未來。無未來故。亦無現	來 若 因 果 一 則 無 未 來 無 未 來 故 亦 無 現 
T30n1569_002:0177c05	在。無現在故亦無過去。如是三世亂。外	在 無 現 在 故 亦 無 過 去 如 是 三 世 亂 外 
T30n1569_002:0177c06	曰。名等失名等生故(修妬路)。更無新法。而故	曰 名 等 失 名 等 生 故 修 妬 路 更 無 新 法 而 故 
T30n1569_002:0177c07	法不失。但名隨時異。如一泥團為瓶。瓶破	法 不 失 但 名 隨 時 異 如 一 泥 團 為 瓶 瓶 破 
T30n1569_002:0177c08	為瓫瓫破還為泥。如是都無去來。瓶瓫安	為 瓫 瓫 破 還 為 泥 如 是 都 無 去 來 瓶 瓫 安 
T30n1569_002:0177c09	在。但隨時得名。其實無異。內曰。若爾因無	在 但 隨 時 得 名 其 實 無 異 內 曰 若 爾 因 無 
T30n1569_002:0177c10	果(修妬路)。若名失名生者。此名先無後有故因	果 修 妬 路 若 名 失 名 生 者 此 名 先 無 後 有 故 因 
T30n1569_002:0177c11	中無果。若名先有泥即是瓶。是故知非先	中 無 果 若 名 先 有 泥 即 是 瓶 是 故 知 非 先 
T30n1569_002:0177c12	有果。外曰。不定故(修妬路)。泥團中不定出一	有 果 外 曰 不 定 故 修 妬 路 泥 團 中 不 定 出 一 
T30n1569_002:0177c13	器。是故泥中不定有名。內曰若泥不定果	器 是 故 泥 中 不 定 有 名 內 曰 若 泥 不 定 果 
T30n1569_002:0177c14	亦不定(修妬路)。若泥團中瓶不定。汝言因中先	亦 不 定 修 妬 路 若 泥 團 中 瓶 不 定 汝 言 因 中 先 
T30n1569_002:0177c15	有果亦不定。外曰。微形有故(修妬路)。泥團中瓶	有 果 亦 不 定 外 曰 微 形 有 故 修 妬 路 泥 團 中 瓶 
T30n1569_002:0177c16	形微故難知。陶師力故。是時明了。泥中瓶雖	形 微 故 難 知 陶 師 力 故 是 時 明 了 泥 中 瓶 雖 
T30n1569_002:0177c17	不可知。當知泥中必有微形。有二種不可	不 可 知 當 知 泥 中 必 有 微 形 有 二 種 不 可 
T30n1569_002:0177c18	知。或無故不知。或有以因緣故不知。因緣	知 或 無 故 不 知 或 有 以 因 緣 故 不 知 因 緣 
T30n1569_002:0177c19	有八。何等八。遠故不知。如遠國土。近故不	有 八 何 等 八 遠 故 不 知 如 遠 國 土 近 故 不 
T30n1569_002:0177c20	知。如眼睫。根壞故不知。如聾盲。心不住	知 如 眼 睫 根 壞 故 不 知 如 聾 盲 心 不 住 
T30n1569_002:0177c21	故不知。如人意亂。細故不知。如微塵。障	故 不 知 如 人 意 亂 細 故 不 知 如 微 塵 障 
T30n1569_002:0177c22	故不知。如壁外事。勝故不知。如大水少鹽。	故 不 知 如 壁 外 事 勝 故 不 知 如 大 水 少 鹽 
T30n1569_002:0177c23	相似故不知。如一粒米投大聚中。如是	相 似 故 不 知 如 一 粒 米 投 大 聚 中 如 是 
T30n1569_002:0177c24	泥團中瓶。眼雖不見。要不從蒲出。是故微	泥 團 中 瓶 眼 雖 不 見 要 不 從 蒲 出 是 故 微 
T30n1569_002:0177c25	瓶定在泥中。內曰。若先有微形因無果	瓶 定 在 泥 中 內 曰 若 先 有 微 形 因 無 果 
T30n1569_002:0177c26	(修妬路)。若瓶未生時。泥中有微形。後麁時可知	 修 妬 路 若 瓶 未 生 時 泥 中 有 微 形 後 麁 時 可 知 
T30n1569_002:0177c27	者。是則因中無果。何以故。本無麁相後乃	者 是 則 因中無果 何 以 故 本 無 麁 相 後 乃 
T30n1569_002:0177c28	生故。是以因中無果。外曰。因中應有果。各	生 故 是 以 因中無果 外 曰 因 中 應 有 果 各 
T30n1569_002:0177c29	取因故(修妬路)。因中應先有果。何以故。作瓶	取 因 故 修 妬 路 因 中 應 先 有 果 何 以 故 作 瓶 
T30n1569_002:0178a01	取泥不取蒲。若因中無果者。亦可取蒲。	取 泥 不 取 蒲 若 因中無果 者 亦 可 取 蒲 
T30n1569_002:0178a02	而人定知泥能生瓶。埏埴成器。堪受燒故。	而 人 定 知 泥 能 生 瓶 埏 埴 成 器 堪 受 燒 故 
T30n1569_002:0178a03	是以因中有果。內曰。若當有有。若當無無	是 以 因 中 有 果 內 曰 若 當 有 有 若 當 無 無 
T30n1569_002:0178a04	(修妬路)。汝言。泥中當出瓶故。因中先有果。今瓶	 修 妬 路 汝 言 泥 中 當 出 瓶 故 因 中 先 有 果 今 瓶 
T30n1569_002:0178a05	破故應當無果。是以因中無果。外曰。生住	破 故 應 當 無 果 是 以 因中無果 外 曰 生 住 
T30n1569_002:0178a06	壞次第有故無過(修妬路)。瓶中雖有破相。要先	壞 次 第 有 故 無 過 修 妬 路 瓶 中 雖 有 破 相 要 先 
T30n1569_002:0178a07	生次住後破。何以故。未生無破故。內曰。若	生 次 住 後 破 何 以 故 未 生 無 破 故 內 曰 若 
T30n1569_002:0178a08	先生非後無果同(修妬路)。若泥中有瓶生便壞	先 生 非 後 無 果 同 修 妬 路 若 泥 中 有 瓶 生 便 壞 
T30n1569_002:0178a09	者。何故要先生後壞。不先壞後生。汝言。未	者 何 故 要 先 生 後 壞 不 先 壞 後 生 汝 言 未 
T30n1569_002:0178a10	生故無破。如是瓶未生時。無住無壞。此	生 故 無 破 如 是 瓶 未 生 時 無 住 無 壞 此 
T30n1569_002:0178a11	二先無後有故。因中無果。外曰。汝破有果	二 先 無 後 有 故 因中無果 外 曰 汝 破 有 果 
T30n1569_002:0178a12	故。有斷過(修妬路)。若因中有果為非者。應因	故 有 斷 過 修 妬 路 若 因 中 有 果 為 非 者 應 因 
T30n1569_002:0178a13	中無果。若因中無果。則墮斷滅。內曰。續故	中 無 果 若 因中無果 則 墮 斷 滅 內 曰 續 故 
T30n1569_002:0178a14	不斷。壞故不常(修妬路)。汝不知耶。從穀子牙	不 斷 壞 故 不 常 修 妬 路 汝 不 知 耶 從 穀 子 牙 
T30n1569_002:0178a15	等相續故不斷。穀子等因壞故不常。如是	等 相 續 故 不 斷 穀 子 等 因 壞 故 不 常 如 是 
T30n1569_002:0178a16	諸佛說十二分因緣生法。離因中有果。無	諸 佛 說 十 二 分 因緣生法 離 因 中 有 果 無 
T30n1569_002:0178a17	果故不著斷常。行中道入涅槃。	果 故 不 著 斷 常 行 中 道 入 涅 槃 
T30n1569_002:0178a18	破因中無果品第八	破 因中無果 品 第 八 
T30n1569_002:0178a19	外曰。生有故一當成(修妬路)。汝言因緣故諸法	外 曰 生 有 故 一 當 成 修 妬 路 汝 言 因 緣 故 諸 法 
T30n1569_002:0178a20	生。是生若因中先有。若因中先無。此生有故。	生 是 生 若 因 中 先 有 若 因 中 先 無 此 生 有 故 
T30n1569_002:0178a21	必當有一。內曰。生無生不生(修妬路)。若有生。因	必 當 有 一 內 曰 生 無 生 不 生 修 妬 路 若 有 生 因 
T30n1569_002:0178a22	中先有。因中先無。如是思惟不可得。何況無	中 先 有 因 中 先 無 如 是 思 惟 不 可 得 何 況 無 
T30n1569_002:0178a23	生。汝若有瓶生。為瓶初瓶時有耶。為泥團	生 汝 若 有 瓶 生 為 瓶 初 瓶 時 有 耶 為 泥 團 
T30n1569_002:0178a24	後非瓶時有耶。若瓶初瓶時有瓶生者。是	後 非 瓶 時 有 耶 若 瓶 初 瓶 時 有 瓶 生 者 是 
T30n1569_002:0178a25	事不然何以故。瓶已有故。是初中後共相因	事 不 然 何 以 故 瓶 已 有 故 是 初 中 後 共 相 因 
T30n1569_002:0178a26	待。若無中後則無初。若有瓶初。必有中	待 若 無 中 後 則 無 初 若 有 瓶 初 必 有 中 
T30n1569_002:0178a27	後。是故瓶已先有。生復何用。若泥團後非	後 是 故 瓶 已 先 有 生 復 何 用 若 泥 團 後 非 
T30n1569_002:0178a28	瓶時瓶生者。是亦不然。何以故。未有故。若	瓶 時 瓶 生 者 是 亦 不 然 何 以 故 未 有 故 若 
T30n1569_002:0178a29	瓶無初中後。是則無瓶。若無瓶云何有瓶	瓶 無初中後 是 則 無 瓶 若 無 瓶 云 何 有 瓶 
T30n1569_002:0178b01	生。復次若有瓶生。若泥團後瓶時應有。若	生 復 次 若 有 瓶 生 若 泥 團 後 瓶 時 應 有 若 
T30n1569_002:0178b02	瓶初泥團時應有。泥團後瓶時無瓶生。何以	瓶 初 泥 團 時 應 有 泥 團 後 瓶 時 無 瓶 生 何 以 
T30n1569_002:0178b03	故。已有故亦非瓶初泥團時有瓶生。何以	故 已 有 故 亦 非 瓶 初 泥 團 時 有 瓶 生 何 以 
T30n1569_002:0178b04	故。未有故。外曰。生時生故無咎(修妬路)。我不	故 未 有 故 外 曰 生 時 生 故 無 咎 修 妬 路 我 不 
T30n1569_002:0178b05	言若已生。若未生有瓶生。第二法生時是	言 若 已 生 若 未 生 有 瓶 生 第 二 法 生 時 是 
T30n1569_002:0178b06	生。內曰。生時亦如是(修妬路)。生時如先說。若生	生 內 曰 生 時 亦 如 是 修 妬 路 生 時 如 先 說 若 生 
T30n1569_002:0178b07	是則生已若未生。云何有生。生時名半生半	是 則 生 已 若 未 生 云 何 有 生 生 時 名 半 生 半 
T30n1569_002:0178b08	未生。二俱過。亦如前破。是故無生。外曰。	未 生 二 俱 過 亦 如 前 破 是 故 無 生 外 曰 
T30n1569_002:0178b09	生成一義故(修妬路)。我不言瓶生已有生。亦不	生 成 一 義 故 修 妬 路 我 不 言 瓶 生 已 有 生 亦 不 
T30n1569_002:0178b10	言未生有生。今瓶現成。是即瓶生。內曰。	言 未 生 有 生 今 瓶 現 成 是 即 瓶 生 內 曰 
T30n1569_002:0178b11	若爾生後(修妬路)。成名生已。若無生無初無	若 爾 生 後 修 妬 路 成 名 生 已 若 無 生 無 初 無 
T30n1569_002:0178b12	中。若無初亦無中無成。是故不應以成	中 若 無 初 亦 無 中 無 成 是 故 不 應 以 成 
T30n1569_002:0178b13	為生。生在後故。外曰。初中後次第生故無	為 生 生 在 後 故 外 曰 初 中 後 次 第 生 故 無 
T30n1569_002:0178b14	咎(修妬路)。泥團次第生瓶底腹咽口等。初中後	咎 修 妬 路 泥 團 次 第 生 瓶 底 腹 咽 口 等 初 中 後 
T30n1569_002:0178b15	次第生。非泥團次有成瓶。是故非泥團時	次 第 生 非 泥 團 次 有 成 瓶 是 故 非 泥 團 時 
T30n1569_002:0178b16	有瓶生。亦非瓶時有瓶生。亦非無瓶生。內	有 瓶 生 亦 非 瓶 時 有 瓶 生 亦 非 無 瓶 生 內 
T30n1569_002:0178b17	曰。初中後非次第生(修妬路)。初名無前有後。	曰 初 中 後 非 次 第 生 修 妬 路 初 名 無 前 有 後 
T30n1569_002:0178b18	中名有前有後。後名有前無後。如是初中	中 名 有 前 有 後 後 名 有 前 無 後 如 是 初 中 
T30n1569_002:0178b19	後共相因待。若離云何有。是故初中後不應	後 共 相 因 待 若 離 云 何 有 是 故 初 中 後 不 應 
T30n1569_002:0178b20	次第生。一時生亦不然(修妬路)。若一時生。不應	次 第 生 一 時 生 亦 不 然 修 妬 路 若 一 時 生 不 應 
T30n1569_002:0178b21	言是初是中是後。亦不相因待。是故不然。	言 是 初 是 中 是 後 亦 不 相 因 待 是 故 不 然 
T30n1569_002:0178b22	外曰。如生住壞(修妬路)。如有為相。生住壞次	外 曰 如 生 住 壞 修 妬 路 如 有 為 相 生 住 壞 次 
T30n1569_002:0178b23	第有。初中後亦如是。內曰。生住壞亦如是	第 有 初 中 後 亦 如 是 內 曰 生 住 壞 亦 如 是 
T30n1569_002:0178b24	(修妬路)。若次第有。若一時有。是二不然。何以故。	 修 妬 路 若 次 第 有 若 一 時 有 是 二 不 然 何 以 故 
T30n1569_002:0178b25	無住則無生。若無住有生者。亦應無生有	無 住 則 無 生 若 無 住 有 生 者 亦 應 無 生 有 
