X62n1197_001:0577c05	蓮宗必讀	蓮 宗 必 讀 
X62n1197_001:0596a08	行依小學。乃能合此三昧。小不自小。小隨解圓。圓不	行 依 小 學 乃 能 合 此 三 昧 小 不 自 小 小 隨 解 圓 圓 不 
X62n1197_001:0596a09	離小小即是大小大解行一理無分即超世見經云	離 小 小 即 是 大 小 大 解 行 一 理 無 分 即 超 世 見 經 云 
X62n1197_001:0596a10	孝養父母。奉事師長。慈心不殺。修十善業。受持三歸。	孝 養 父 母 奉 事 師 長 慈 心 不 殺 修 十 善 業 受 持 三 歸 
X62n1197_001:0596a11	具足眾戒。不犯威儀。發菩提心。深信因果。不謗大乘。	具 足 眾 戒 不 犯 威 儀 發菩提心 深 信 因 果 不 謗 大 乘 
X62n1197_001:0596a12	勸進行者。上每句是一法行。古人各有法訓一章。又	勸 進 行 者 上 每 句 是 一 法 行 古 人 各 有 法 訓 一 章 又 
X62n1197_001:0596a13	復當護人心。勿使誇嫌。動用自若。誦大乘經。解第一	復 當 護 人 心 勿 使 誇 嫌 動 用 自 若 誦 大 乘 經 解 第 一 
X62n1197_001:0596a14	義。親近善友。請問先覺。不執己見。不引己長。志存忍	義 親近善友 請 問 先 覺 不 執 己 見 不 引 己 長 志 存 忍 
X62n1197_001:0596a15	辱。行當依經。聽聞正法。不毀僧尼。息世雜善。不貪名	辱 行 當 依 經 聽聞正法 不 毀 僧 尼 息 世 雜 善 不 貪 名 
X62n1197_001:0596a16	利。遠離邪惡。處事必忠。將過歸己。深誡綺語。一心不	利 遠 離 邪 惡 處 事 必 忠 將 過 歸 己 深 誡 綺 語 一 心 不 
X62n1197_001:0596a17	亂視人如佛捐棄伎能惟求往生身必清淨如是等	亂 視 人 如 佛 捐 棄 伎 能 惟 求 往 生 身 必 清 淨 如 是 等 
X62n1197_001:0596a18	無量善行。悉宜修習。能助正道。更能割世染心。於憎	無 量 善 行 悉 宜 修 習 能 助 正 道 更 能 割 世 染 心 於 憎 
X62n1197_001:0596a19	愛境。無諸留難。凝心如一。必生淨土。其功甚大。不可	愛 境 無 諸 留 難 凝 心 如 一 必 生 淨 土 其 功 甚 大 不 可 
X62n1197_001:0596a20	盡述密修斯行高而不名得生彼者何知其幾彼有	盡 述 密 修 斯 行 高 而 不 名 得 生 彼 者 何 知 其 幾 彼 有 
X62n1197_001:0596a21	名傳記之人。如大海之滴耳。人依教誡。尚能利益無	名 傳 記 之 人 如 大 海 之 滴 耳 人 依 教 誡 尚 能 利 益 無 
X62n1197_001:0596a22	量冤業眾生。況父母師長。法門眷屬。兄弟姉妹。及平	量 冤 業 眾 生 況 父 母 師 長 法 門 眷 屬 兄 弟 姉 妹 及 平 
X62n1197_001:0596a23	日解我患難。提挈我者。不得其利。但修此行。恩無不	日 解 我 患 難 提 挈 我 者 不 得 其 利 但 修 此 行 恩 無 不 
X62n1197_001:0596a24	報。阿彌陀佛。及二大士。境界甚深。於苦海中。難得親	報 阿 彌 陀 佛 及 二 大 士 境 界 甚 深 於 苦 海 中 難 得 親 
X62n1197_001:0596b01	近。難得憶念。能憶念者。必解脫故。經云。但聞佛名。二	近 難 得 憶 念 能 憶 念 者 必 解 脫 故 經 云 但 聞 佛 名 二 
X62n1197_001:0596b02	菩薩名。除無量劫生死之罪。何況憶念。此是人中芬	菩 薩 名 除 無 量 劫 生 死 之 罪 何 況 憶 念 此 是 人 中 芬 
X62n1197_001:0596b03	陀利華觀音勢至為其勝友當坐道場生諸佛家是	陀 利 華 觀 音 勢 至 為 其 勝 友 當 坐 道 場 生 諸 佛 家 是 
X62n1197_001:0596b04	故十方如來示大舌輪。殷勤勸勵。娑婆教主告誡叮	故 十 方 如 來 示 大 舌 輪 殷 勤 勸 勵 娑 婆 教 主 告 誡 叮 
X62n1197_001:0596b05	嚀。其辭激切。五濁眾生。必修此道。乃得度世。葢彼五	嚀 其 辭 激 切 五 濁 眾 生 必 修 此 道 乃 得 度 世 葢 彼 五 
X62n1197_001:0596b06	濁。身心俱苦。以苦為命。猶水火聚。而佛特於苦處。行	濁 身 心 俱 苦 以 苦 為 命 猶 水 火 聚 而 佛 特 於 苦 處 行 
X62n1197_001:0596b07	悲最深世尊自成正覺至入涅槃其音不二有識之	悲 最 深 世 尊 自 成 正 覺 至 入 涅 槃 其 音 不 二 有 識 之 
X62n1197_001:0596b08	流。須銘肌骨。彌陀願力。代不乏人。聖倡之前。賢繼於	流 須 銘 肌 骨 彌 陀 願 力 代 不 乏 人 聖 倡 之 前 賢 繼 於 
X62n1197_001:0596b09	後。廓然徧十方三世。霈然充六道四生。天神嚮化。鬼	後 廓 然 徧 十 方 三 世 霈 然 充 六 道 四 生 天 神 嚮 化 鬼 
X62n1197_001:0596b10	物順之。載諸行事。具諸典章。盈溢乎海藏龍宮。徧布	物 順 之 載 諸 行 事 具 諸 典 章 盈 溢 乎 海 藏 龍 宮 徧 布 
X62n1197_001:0596b11	乎人間天上。皆我彌陀願力致然也。佛言。最後惡世。	乎 人 間 天 上 皆 我 彌 陀 願 力 致 然 也 佛 言 最 後 惡 世 
X62n1197_001:0596b12	我法滅時。惟此教典。多留百年。以度羣有。然則此法。	我 法 滅 時 惟 此 教 典 多 留 百 年 以 度 羣 有 然 則 此 法 
X62n1197_001:0596b13	豈非我等殿後之至訓也飛禽八八墮在愚癡隨人	豈 非 我 等 殿 後 之 至 訓 也 飛 禽 八 八 墮 在 愚 癡 隨 人 
X62n1197_001:0596b14	稱名蓮生舌上可以人而不如鳥乎余生末世後五	稱 名 蓮 生 舌 上 可 以 人 而 不 如 鳥 乎 余 生 末 世 後 五 
X62n1197_001:0596b15	百歲。人根淺薄。疑惑不信。異見邪解。各執不同。正行	百 歲 人 根 淺 薄 疑 惑 不 信 異 見 邪 解 各 執 不 同 正 行 
X62n1197_001:0596b16	之人。多被惑亂。傷感盈懷。是故集我禪教淨土諸文。	之 人 多 被 惑 亂 傷 感 盈 懷 是 故 集 我 禪 教 淨 土 諸 文 
X62n1197_001:0596b17	取其極深至要之義。述作此說。類以成編。流布世間。	取 其 極 深 至 要 之 義 述 作 此 說 類 以 成 編 流 布 世 間 
X62n1197_001:0596b18	斥邪顯正。普願法界眾生。於此說中。一見開解。了悟	斥 邪 顯 正 普 願 法 界 眾 生 於 此 說 中 一 見 開 解 了 悟 
X62n1197_001:0596b19	真心。知彌陀依正。還在西方。達西方依正。不離本性。	真 心 知 彌 陀 依 正 還 在 西 方 達 西 方 依 正 不 離 本 性 
X62n1197_001:0596b20	但含識者。皆悉深階。更願先覺。不悋慈悲。見未悟人。	但 含 識 者 皆 悉 深 階 更 願 先 覺 不 悋 慈 悲 見 未 悟 人 
X62n1197_001:0596b21	如法教導。前人若昧。隨根應病。剖析幽微。更為宣說。	如 法 教 導 前 人 若 昧 隨 根 應 病 剖 析 幽 微 更 為 宣 說 
X62n1197_001:0596b22	彼若一念信解。行願必成。往生可期。功莫稱述。縱異	彼 若 一 念 信 解 行 願 必 成 往 生 可 期 功 莫 稱 述 縱 異 
X62n1197_001:0596b23	執牢固。信樂不深。一句染神。亦成緣種。展轉利益。無	執 牢 固 信 樂 不 深 一 句 染 神 亦 成 緣 種 展 轉 利 益 無 
X62n1197_001:0596b24	盡無窮。若能不師於心。不欺不妄。隨此正教。誨人不	盡 無 窮 若 能 不 師 於 心 不 欺 不 妄 隨 此 正 教 誨 人 不 
X62n1197_001:0596c01	倦者。縱自不行。即為己行。縱自未學。即為己學。何以	倦 者 縱 自 不 行 即 為 己 行 縱 自 未 學 即 為 己 學 何 以 
X62n1197_001:0596c02	故。法界一相。無自他故。昔有人二次傾己有建會。勸	故 法 界 一 相 無 自 他 故 昔 有 人 二 次 傾 己 有 建 會 勸 
X62n1197_001:0596c03	人念佛。命終往生。其事昭著。能發慈悲之心。示攝受	人 念 佛 命 終 往 生 其 事 昭 著 能 發 慈 悲 之 心 示 攝 受 
X62n1197_001:0596c04	之相。及能利彼。勸人念者。所得宏多。法王所使。但不	之 相 及 能 利 彼 勸 人 念 者 所 得 宏 多 法 王 所 使 但 不 
X62n1197_001:0596c05	可執謂定不必自修耳。法門如海。豈能盡言。聊記所	可 執 謂 定 不 必 自 修 耳 法 門 如 海 豈 能 盡 言 聊 記 所 
X62n1197_001:0596c06	聞。為世勸發。	聞 為 世 勸 發 
X62n1197_001:0596c07	極樂世界最清淨。莊嚴微妙超世間。彌陀願力同虗	極樂世界 最 清 淨 莊 嚴 微 妙 超 世 間 彌 陀 願 力 同 虗 
X62n1197_001:0596c08	空。相好光明亦如是。念念不離眾生界。普度我等生	空 相 好 光 明 亦 如 是 念 念 不 離 眾 生 界 普 度 我 等 生 
X62n1197_001:0596c09	其邦。我等自甘生死中。歷劫沉淪莫超越。彼佛垂臂	其 邦 我 等 自 甘 生 死 中 歷 劫 沉 淪 莫 超 越 彼 佛 垂 臂 
X62n1197_001:0596c10	待已久。咨嗟彈指誠殷勤。光明欲發蓮華開。今正是	待 已 久 咨 嗟 彈 指 誠 殷 勤 光 明 欲 發 蓮 華 開 今 正 是 
X62n1197_001:0596c11	時願生彼。身欲無常時欲過。眾苦交煎應當離。願速	時 願 生 彼 身 欲 無 常 時 欲 過 眾 苦 交 煎 應 當 離 願 速 
X62n1197_001:0596c12	念佛同修行。盡此報身生極樂。	念 佛 同 修 行 盡 此 報 身 生 極 樂 
X62n1197_001:0596c13	西齋淨土詩	西 齋 淨 土 詩 
X62n1197_001:0596c14	四明楚石禪師著	四 明 楚 石 禪 師 著 
X62n1197_001:0596c15	我佛真身不可量大人陪從有輝光食時並是天肴	我 佛 真 身 不 可 量 大 人 陪 從 有 輝 光 食 時 並 是 天 肴 
X62n1197_001:0596c16	饍行處無非聖道場庭下碧流微吐韻殿前瑤草細	饍 行 處 無 非 聖 道 場 庭 下 碧 流 微 吐 韻 殿 前 瑤 草 細 
X62n1197_001:0596c17	吹香十方一等莊嚴剎終說西方出異方。	吹 香 十 方 一 等 莊 嚴 剎 終 說 西 方 出 異 方 
X62n1197_001:0596c18	每為娑婆苦所縈。唯聞淨上不求生。天人皆是大乘	每 為 娑 婆 苦 所 縈 唯 聞 淨 上 不 求 生 天 人 皆 是 大 乘 
X62n1197_001:0596c19	器草木亦稱三寶名處處園林如繡出重重樓閣似	器 草 木 亦 稱 三 寶 名 處 處 園 林 如 繡 出 重 重 樓 閣 似 
X62n1197_001:0596c20	生成。諸賢莫怪歸來晚。見說芙蕖始發榮。	生 成 諸 賢 莫 怪 歸 來 晚 見 說 芙 蕖 始 發 榮 
X62n1197_001:0596c21	卻望金蓮寶界遙。樓臺一一倚雲霄。黃鶯韻美春長	卻 望 金 蓮 寶 界 遙 樓 臺 一 一 倚 雲 霄 黃 鶯 韻 美 春 長 
X62n1197_001:0596c22	在玉。樹枝柔歲不凋。流水有聲隨岸轉。好花無數逐	在 玉 樹 枝 柔 歲 不 凋 流 水 有 聲 隨 岸 轉 好 花 無 數 逐 
X62n1197_001:0596c23	風。飄野人自選歸來日。何待諸賢折簡招。	風 飄 野 人 自 選 歸 來 日 何 待 諸 賢 折 簡 招 
X62n1197_001:0596c24	紙畫木雕泥塑成。現成真佛甚分明。歸依不是他家	紙 畫 木 雕 泥 塑 成 現 成 真 佛 甚 分 明 歸 依 不 是 他 家 
X62n1197_001:0597a01	事。福德還從自己生。萬樹花開因地暖。千江月現為	事 福 德 還 從 自 己 生 萬 樹 花 開 因 地 暖 千 江 月 現 為 
X62n1197_001:0597a02	波清朝參暮禮常如此在處皆通極樂城。	波 清 朝 參 暮 禮 常 如 此 在 處 皆 通 極 樂 城 
X62n1197_001:0597a03	池上蕅花花上人佛光來照紫金身更聞妙法除心	池 上 蕅 花 花 上 人 佛 光 來 照 紫 金 身 更 聞 妙 法 除 心 
X62n1197_001:0597a04	垢。盡救迷情出苦輪。舉步徧遊塵點國。利生終滿涅	垢 盡 救 迷 情 出 苦 輪 舉 步 徧 遊 塵 點 國 利 生 終 滿 涅 
X62n1197_001:0597a05	槃因。娑婆界上光陰短。極樂知經幾劫春。	槃 因 娑 婆 界 上 光 陰 短 極 樂 知 經 幾 劫 春 
X62n1197_001:0597a06	一箇浮泡夢幻身。如何只是縱貪瞋。好尋徑直修行	一 箇 浮 泡 夢 幻 身 如 何 只 是 縱 貪 瞋 好 尋 徑 直 修 行 
X62n1197_001:0597a07	路。休學愚癡放逸人。護戒還同冰雪淨。操心要與聖	路 休 學 愚 癡 放 逸 人 護 戒 還 同 冰 雪 淨 操 心 要 與 聖 
X62n1197_001:0597a08	賢親。明明指出西飛日。有識還令達本真。	賢 親 明 明 指 出 西 飛 日 有 識 還 令 達 本 真 
X62n1197_001:0597a09	遙指家鄉落日邊。一條歸路直如弦。空中韻奏般般	遙 指 家 鄉 落 日 邊 一 條 歸 路 直 如 弦 空 中 韻 奏 般 般 
X62n1197_001:0597a10	樂。水上花開朵朵蓮。雜樹枝莖成百寶。羣居服食勝	樂 水 上 花 開 朵 朵 蓮 雜 樹 枝 莖 成 百 寶 羣 居 服 食 勝 
X62n1197_001:0597a11	諸天。吾師有願當垂接。不枉翹勤三十年。	諸 天 吾 師 有 願 當 垂 接 不 枉 翹 勤 三 十 年 
X62n1197_001:0597a12	一朵蓮含一聖胎。一生功就一花開。稱身瓔珞隨心	一 朵 蓮 含 一 聖 胎 一 生 功 就 一 花 開 稱 身 瓔 珞 隨 心 
X62n1197_001:0597a13	現盈器酥酡逐念來。金殿有光吞日月。玉樓無地著	現 盈 器 酥 酡 逐 念 來 金 殿 有 光 吞 日 月 玉 樓 無 地 著 
X62n1197_001:0597a14	塵埃。法王為我談真諦。直得虗空笑滿腮。	塵 埃 法 王 為 我 談 真 諦 直 得 虗 空 笑 滿 腮 
X62n1197_001:0597a15	曾於淨土結因緣。二六時中現在前。每到黃昏增善	曾 於 淨 土 結 因 緣 二 六 時 中 現 在 前 每 到 黃 昏 增 善 
X62n1197_001:0597a16	念。遙隨白日下長天。如來寶手親摩頂。大士金軀擬	念 遙 隨 白 日 下 長 天 如 來 寶 手 親 摩 頂 大 士 金 軀 擬 
X62n1197_001:0597a17	拍肩。不借胞胎成幻質。吾家自有玉池蓮。	拍 肩 不 借 胞 胎 成 幻 質 吾 家 自 有 玉 池 蓮 
X62n1197_001:0597a18	濁惡眾生也可憐。菩提道果幾時圓。總云國土隨心	濁 惡 眾 生 也 可 憐 菩 提 道 果 幾 時 圓 總 云 國 土 隨 心 
X62n1197_001:0597a19	淨。爭奈形神被業牽。正劍揮來藤落樹。迷雲散盡日	淨 爭 奈 形 神 被 業 牽 正 劍 揮 來 藤 落 樹 迷 雲 散 盡 日 
X62n1197_001:0597a20	流天虗空畢竟無遮障淨土滔滔在目前。	流 天 虗 空 畢 竟 無 遮 障 淨 土 滔 滔 在 目 前 
X62n1197_001:0597a21	將參法會禮金仙漸逐香風出寶蓮紅肉髻光流不	將 參 法 會 禮 金 仙 漸 逐 香 風 出 寶 蓮 紅 肉 髻 光 流 不 
X62n1197_001:0597a22	盡紫金身相照無邊重重樹網垂平地一一花臺接	盡 紫 金 身 相 照 無 邊 重 重 樹 網 垂 平 地 一 一 花 臺 接 
X62n1197_001:0597a23	遠天。諸佛界中希有事。了如明鏡現吾前。	遠 天 諸 佛 界 中 希 有 事 了 如 明 鏡 現 吾 前 
X62n1197_001:0597a24	麤境現前猶未識。法身向上幾曾知。可憐轉腦回頭	麤 境 現 前 猶 未 識 法 身 向 上 幾 曾 知 可 憐 轉 腦 回 頭 
X62n1197_001:0597b01	處。錯認拈香擇火時。口耳相傳六箇字。聖凡不隔一	處 錯 認 拈 香 擇 火 時 口 耳 相 傳 六 箇 字 聖 凡 不 隔 一 
X62n1197_001:0597b02	條絲。堂堂日用天真佛。火急回光也是遲。	條 絲 堂 堂 日 用 天 真 佛 火 急 回 光 也 是 遲 
X62n1197_001:0597b03	一寸光陰一寸金。勸君念佛早回心。直饒鳳閣龍樓	一 寸 光 陰 一 寸 金 勸 君 念 佛 早 回 心 直 饒 鳳 閣 龍 樓 
X62n1197_001:0597b04	貴。難免雞皮鶴髮侵。鼎內香煙初未散。空中法駕已	貴 難 免 雞 皮 鶴 髮 侵 鼎 內 香 煙 初 未 散 空 中 法 駕 已 
X62n1197_001:0597b05	遙臨塵塵剎剎雖清淨獨有彌陀願力深。	遙 臨 塵 塵 剎 剎 雖 清 淨 獨 有 彌 陀 願 力 深 
X62n1197_001:0597b06	咫尺金容白玉毫。單稱名號豈徒勞。晨持萬遍烏輪	咫 尺 金 容 白 玉 毫 單 稱 名 號 豈 徒 勞 晨 持 萬 遍 烏 輪 
X62n1197_001:0597b07	上。夜課千聲兔魄高。歲閱炎涼終不倦。天真父子會	上 夜 課 千 聲 兔 魄 高 歲 閱 炎 涼 終 不 倦 天 真 父 子 會 
X62n1197_001:0597b08	相遭如何說得娑婆苦苦事紛紛等蝟毛。	相 遭 如 何 說 得 娑 婆 苦 苦 事 紛 紛 等 蝟 毛 
X62n1197_001:0597b09	娑婆苦海汎慈舟。此岸能超彼岸不。直指迷源須念	娑 婆 苦 海 汎 慈 舟 此 岸 能 超 彼 岸 不 直 指 迷 源 須 念 
X62n1197_001:0597b10	佛。橫波徑度免隨流。千生萬劫長安泰。五趣三塗盡	佛 橫 波 徑 度 免 隨 流 千 生 萬 劫 長 安 泰 五 趣 三 塗 盡 
X62n1197_001:0597b11	罷休。縱使身沾下下品。也勝豪貴王閻浮。	罷 休 縱 使 身 沾 下 下 品 也 勝 豪 貴 王 閻 浮 
X62n1197_001:0597b12	人生百歲七旬稀。往事回觀盡覺非。每哭同流何處	人 生 百 歲 七 旬 稀 往 事 回 觀 盡 覺 非 每 哭 同 流 何 處 
X62n1197_001:0597b13	去。閑拋淨土不思歸。香雲瑪瑙階前結。靈鳥珊瑚樹	去 閑 拋 淨 土 不 思 歸 香 雲 瑪 瑙 階 前 結 靈 鳥 珊 瑚 樹 
X62n1197_001:0597b14	裏飛。從證法身無病惱。況餐禪悅永忘饑。	裏 飛 從 證 法 身 無 病 惱 況 餐 禪 悅 永 忘 饑 
X62n1197_001:0597b15	說著無常事事輕。饑餐渴飲懶經營。一心不退思安	說 著 無 常 事 事 輕 饑 餐 渴 飲 懶 經 營 一 心 不 退 思 安 
X62n1197_001:0597b16	養。萬善同修憶永明。淨洗念珠重換線。堅持佛號莫	養 萬 善 同 修 憶 永 明 淨 洗 念 珠 重 換 線 堅 持 佛 號 莫 
X62n1197_001:0597b17	停聲。忘緣盡逐空花落。閑向風前月下行。	停 聲 忘 緣 盡 逐 空 花 落 閑 向 風 前 月 下 行 
X62n1197_001:0597b18	一自飄蓬贍部南倚樓長歎月纖纖遙知法會諸天	一 自 飄 蓬 贍 部 南 倚 樓 長 歎 月 纖 纖 遙 知 法 會 諸 天 
X62n1197_001:0597b19	繞正想華臺百寶嚴此界猶如魚少水微生只似燕	繞 正 想 華 臺 百 寶 嚴 此 界 猶 如 魚 少 水 微 生 只 似 燕 
X62n1197_001:0597b20	巢檐。同居善友應懷我。已築浮圖欠合尖。	巢 檐 同 居 善 友 應 懷 我 已 築 浮 圖 欠 合 尖 
X62n1197_001:0597b21	少年頃刻老還衰。須信無常日夜催。九十六家邪智	少 年 頃 刻 老 還 衰 須 信 無 常 日 夜 催 九 十 六 家 邪 智 
X62n1197_001:0597b22	慧。百千萬劫受輪迴。不存寶界花池想。爭得刀山劍	慧 百千萬劫 受 輪 迴 不 存 寶 界 花 池 想 爭 得 刀 山 劍 
X62n1197_001:0597b23	樹摧但自淨心生願樂此中賢聖許追陪。	樹 摧 但 自 淨 心 生 願 樂 此 中 賢 聖 許 追 陪 
X62n1197_001:0597b24	勞生能有幾光陰健只須臾病又侵常恐浮雲蔽西	勞 生 能 有 幾 光 陰 健 只 須 臾 病 又 侵 常 恐 浮 雲 蔽 西 
X62n1197_001:0597c01	日。須營淨舍學東林。可憐世上愚癡輩。不及花間智	日 須 營 淨 舍 學 東 林 可 憐 世 上 愚 癡 輩 不 及 花 間 智 
