X88n1649_001:0322a06	 法喜志序	 法 喜 志 序 
X88n1649_003:0339c24	王旦。字子明。累官工部尚書同平章事。贈魏國公。諡	王 旦 字 子 明 累 官 工 部 尚 書 同 平 章 事 贈 魏 國 公 諡 
X88n1649_003:0340a01	文正。因省常禪師刺血寫華嚴經淨行品。結社修淨	文 正 因 省 常 禪 師 刺 血 寫 華 嚴 經 淨 行 品 結 社 修 淨 
X88n1649_003:0340a02	業。旦為之首。天禧元年九月旦薨。先一日囑翰林楊	業 旦 為 之 首 天 禧 元 年 九 月 旦 薨 先 一 日 囑 翰 林 楊 
X88n1649_003:0340a03	億曰。吾深厭勞生。願來世為僧。宴坐林間。觀心為樂。	億 曰 吾 深 厭 勞 生 願 來 世 為 僧 宴 坐 林 間 觀 心 為 樂 
X88n1649_003:0340a04	朱炎	朱 炎 
X88n1649_003:0340a05	朱炎。真宗時為節度判官。久讀海眼。未知趣入。一日	朱 炎 真 宗 時 為 節 度 判 官 久 讀 海 眼 未 知 趣 入 一 日 
X88n1649_003:0340a06	問講僧義江曰。此身死後。此心何在。江曰。此身未死。	問 講 僧 義 江 曰 此 身 死 後 此 心 何 在 江 曰 此 身 未 死 
X88n1649_003:0340a07	此心何在。公契旨述偈曰。四大不須先後覺。六根還	此 心 何 在 公 契 旨 述 偈 曰 四 大 不 須 先 後 覺 六 根 還 
X88n1649_003:0340a08	向用時空。難將語嘿呈師也。只在尋常語嘿中。江曰。	向 用 時 空 難 將 語 嘿 呈 師 也 只 在 尋 常 語 嘿 中 江 曰 
X88n1649_003:0340a09	更須吐却。	更 須 吐 却 
X88n1649_003:0340a10	朱正裕	朱 正 裕 
X88n1649_003:0340a11	朱昂。字舉之。荊南人真宗朝翰林學士。博學有清德。	朱 昂 字 舉 之 荊 南 人 真 宗 朝 翰 林 學 士 博 學 有 清 德 
X88n1649_003:0340a12	晚年乞歸。真宗下詔留俟秋涼。時吳淑贈行詩曰。浴	晚 年 乞 歸 真 宗 下 詔 留 俟 秋 涼 時 吳 淑 贈 行 詩 曰 浴 
X88n1649_003:0340a13	殿夜涼初閣筆。渚宮秋晚待懸車。昂前後所得俸資。	殿 夜 涼 初 閣 筆 渚 宮 秋 晚 待 懸 車 昂 前 後 所 得 俸 資 
X88n1649_003:0340a14	日購奇書云自樂。尤好釋氏書。自為墓志。門人諡曰。	日 購 奇 書 云 自 樂 尤 好 釋 氏 書 自 為 墓 志 門 人 諡 曰 
X88n1649_003:0340a15	正裕先生。弟協為主客郎。亦退居里中。人號渚宮二	正 裕 先 生 弟 協 為 主 客 郎 亦 退 居 里 中 人 號 渚 宮 二 
X88n1649_003:0340a16	疏。	疏 
X88n1649_003:0340a17	王中立	王 中 立 
X88n1649_003:0340a18	王中立。岢嵐州人。家豪於財。悉以供客而自舉甚儉。	王 中 立 岢 嵐 州 人 家 豪 於 財 悉 以 供 客 而 自 舉 甚 儉 
X88n1649_003:0340a19	妻亡不再娶。居一室如神僧。數年乃出。人覺其談吐	妻 亡 不 再 娶 居 一 室 如 神 僧 數 年 乃 出 人 覺 其 談 吐 
X88n1649_003:0340a20	異常。叩之不言。晚年更名雲鶴。自號擬栩。臨終豫期	異 常 叩 之 不 言 晚 年 更 名 雲 鶴 自 號 擬 栩 臨 終 豫 期 
X88n1649_003:0340a21	而逝。多禪詠。	而 逝 多 禪 詠 
X88n1649_003:0340a22	王隨	王 隨 
X88n1649_003:0340a23	王隨。字子正。河內人。天聖初。自潤州徙知江寧府。歲	王 隨 字 子 正 河 內 人 天 聖 初 自 潤 州 徙 知 江 寧 府 歲 
X88n1649_003:0340a24	大饑。時轉運使移府發常平倉米。計口日給。隨不聽。	大 饑 時 轉 運 使 移 府 發 常 平 倉 米 計 口 日 給 隨 不 聽 
X88n1649_003:0340b01	曰民饑由兼拜閉糴以邀高價耳。乃大出官粟私價	曰 民 饑 由 兼 拜 閉 糴 以 邀 高 價 耳 乃 大 出 官 粟 私 價 
X88n1649_003:0340b02	遂平。民之全活者以萬計。居嘗慕裴休之為人。以御	遂 平 民 之 全 活 者 以 萬 計 居 嘗 慕 裴 休 之 為 人 以 御 
X88n1649_003:0340b03	史中丞出鎮錢塘。往興教寺謁小壽禪師。機語契合。	史 中 丞 出 鎮 錢 塘 往 興 教 寺 謁 小 壽 禪 師 機 語 契 合 
X88n1649_003:0340b04	自是踐履益深。竟明大法。與楊大年俱號參禪者。先	自 是 踐 履 益 深 竟 明 大 法 與 楊 大 年 俱 號 參 禪 者 先 
X88n1649_003:0340b05	是大年編次傳燈錄三十卷。隨去其繁為十五卷。名	是 大 年 編 次 傳 燈 錄 三 十 卷 隨 去 其 繁 為 十 五 卷 名 
X88n1649_003:0340b06	玉英集。臨終書偈曰。畵堂燈已滅。彈指向誰說。去住	玉 英 集 臨 終 書 偈 曰 畵 堂 燈 已 滅 彈 指 向 誰 說 去 住 
X88n1649_003:0340b07	本尋常。春風埽殘雪。	本 尋 常 春 風 埽 殘 雪 
X88n1649_003:0340b08	富丈忠	富 丈 忠 
X88n1649_003:0340b09	富弼。字彥國。河南人。慶曆中與文彥博竝相。天下稱	富 弼 字 彥 國 河 南 人 慶 曆 中 與 文 彥 博 竝 相 天 下 稱 
X88n1649_003:0340b10	為富文。封鄭國公。諡文忠。公方鎮亳州時。迎華嚴顒	為 富 文 封 鄭 國 公 諡 文 忠 公 方 鎮 亳 州 時 迎 華 嚴 顒 
X88n1649_003:0340b11	公館於州治。既有證入而別。後答顒公書曰。示諭此	公 館 於 州 治 既 有 證 入 而 別 後 答 顒 公 書 曰 示 諭 此 
X88n1649_003:0340b12	事。聞佛必有夙因。今弼遭遇和尚。即無始以來忘失	事 聞 佛 必 有 夙 因 今 弼 遭 遇 和 尚 即 無 始 以 來 忘 失 
X88n1649_003:0340b13	事一旦認得。此後定須拔出生死海。不是尋常恩知。	事 一 旦 認 得 此 後 定 須 拔 出 生 死 海 不 是 尋 常 恩 知 
X88n1649_003:0340b14	雖盡力道。斷道不出也。和尚得弼百千。其數何益於	雖 盡 力 道 斷 道 不 出 也 和 尚 得 弼 百 千 其 數 何 益 於 
X88n1649_003:0340b15	事。不過得人道華嚴會下出得箇老病俗漢。濟得和	事 不 過 得 人 道 華 嚴 會 下 出 得 箇 老 病 俗 漢 濟 得 和 
X88n1649_003:0340b16	尚甚事。所云陶汰甚多。此事誠然。每念古尊宿始初	尚 甚 事 所 云 陶 汰 甚 多 此 事 誠 然 每 念 古 尊 宿 始 初 
X88n1649_003:0340b17	在本師處。動是二三十年。少者亦是十數年。日夕侍	在 本 師 處 動 是 二 三 十 年 少 者 亦 是 十 數 年 日 夕 侍 
X88n1649_003:0340b18	奉。開道聞法。方得透頂徹底。却思弼兩次蒙和尚垂	奉 開 道 聞 法 方 得 透 頂 徹 底 却 思 弼 兩 次 蒙 和 尚 垂 
X88n1649_003:0340b19	顧。共得兩箇月請益。若非和尚巧設方便。著力擿發。	顧 共 得 兩 箇 月 請 益 若 非 和 尚 巧 設 方 便 著 力 擿 發 
X88n1649_003:0340b20	何由見箇涯岸。雖竭踵頂難於報稱。未知何日再得	何 由 見 箇 涯 岸 雖 竭 踵 頂 難 於 報 稱 未 知 何 日 再 得 
X88n1649_003:0340b21	瞻拜。但晨夕依依也。	瞻 拜 但 晨 夕 依 依 也 
X88n1649_003:0340b22	文潞公	文 潞 公 
X88n1649_003:0340b23	彥文愽。字寬夫。介休人。進士及第。歷仕四朝。出入將	彥 文 愽 字 寬 夫 介 休 人 進 士 及 第 歷 仕 四 朝 出 入 將 
X88n1649_003:0340b24	相五十餘年。再相時與富弼同拜。士大夫相慶以為	相 五 十 餘 年 再 相 時 與 富 弼 同 拜 士 大 夫 相 慶 以 為 
X88n1649_003:0340c01	得人。官至太師。封潞國公。年九十二。諡忠烈。公守洛	得 人 官 至 太 師 封 潞 國 公 年 九 十 二 諡 忠 烈 公 守 洛 
X88n1649_003:0340c02	陽日。嘗致齊往龍安寺瞻禮聖像。忽見像壞墮地。略	陽 日 嘗 致 齊 往 龍 安 寺 瞻 禮 聖 像 忽 見 像 壞 墮 地 略 
X88n1649_003:0340c03	不加敬。但瞻視而出。旁有僧曰。何不作禮。公曰。像既	不 加 敬 但 瞻 視 而 出 旁 有 僧 曰 何 不 作 禮 公 曰 像 既 
X88n1649_003:0340c04	壞。吾將何禮。僧曰。譬如官路土。人掘以為像。智者知	壞 吾 將 何 禮 僧 曰 譬 如 官 路 土 人 掘 以 為 像 智 者 知 
X88n1649_003:0340c05	路土。凡人謂像生。後來官欲行。還將像填路。像本不	路 土 凡 人 謂 像 生 後 來 官 欲 行 還 將 像 填 路 像 本 不 
X88n1649_003:0340c06	生滅。路亦無新故。公聞之有省。由是慕道益力。專念	生 滅 路 亦 無 新 故 公 聞 之 有 省 由 是 慕 道 益 力 專 念 
X88n1649_003:0340c07	阿彌陀佛。辰香夜坐。未嘗少懈。每發願曰願我常精	阿 彌 陀 佛 辰 香 夜 坐 未 嘗 少 懈 每 發 願 曰 願 我 常 精 
X88n1649_003:0340c08	進。勤修一切善。願我了心宗。廣大諸含識。如如居士	進 勤 修 一 切 善 願 我 了 心 宗 廣 大 諸 含 識 如 如 居 士 
X88n1649_003:0340c09	有頌贊曰。知君膽氣大如天。願結西方十萬緣。不為	有 頌 贊 曰 知 君 膽 氣 大 如 天 願 結 西 方 十 萬 緣 不 為 
X88n1649_003:0340c10	一身求活計。大家齊上渡頭船。	一 身 求 活 計 大 家 齊 上 渡 頭 船 
X88n1649_003:0340c11	杜祁公	杜 祁 公 
X88n1649_003:0340c12	杜衍。字世昌。山陰人。慶歷中為相。與富弼韓琦范仲	杜 衍 字 世 昌 山 陰 人 慶 歷 中 為 相 與 富 弼 韓 琦 范 仲 
X88n1649_003:0340c13	[泳永+菴]同革弊事以修紀綱。而衍尤抑絕僥倖。凡內降恩	[泳永菴] 同 革 弊 事 以 修 紀 綱 而 衍 尤 抑 絕 僥 倖 凡 內 降 恩 
X88n1649_003:0340c14	澤一切封還。後以太子少師致仕。封祁國公。卒諡正	澤 一 切 封 還 後 以 太 子 少 師 致 仕 封 祁 國 公 卒 諡 正 
X88n1649_003:0340c15	獻。時號清白宰相。公以張方平好佛。常竊怪之。有醫	獻 時 號 清 白 宰 相 公 以 張 方 平 好 佛 常 竊 怪 之 有 醫 
X88n1649_003:0340c16	者朱生遊二公間。一日公召生診脉。至遲。公詰之。曰	者 朱 生 遊 二 公 間 一 日 公 召 生 診 脉 至 遲 公 詰 之 曰 
X88n1649_003:0340c17	看楞嚴經未了。公曰。聖人微言無出孔孟。楞嚴何等	看 楞 嚴 經 未 了 公 曰 聖 人 微 言 無 出 孔 孟 楞 嚴 何 等 
X88n1649_003:0340c18	語耶。生曰。公未讀此經。何知不及孔孟。因袖中出其	語 耶 生 曰 公 未 讀 此 經 何 知 不 及 孔 孟 因 袖 中 出 其 
X88n1649_003:0340c19	卷。公觀之不覺終軸。大驚曰。方平知之。不以告我。即	卷 公 觀 之 不 覺 終 軸 大 驚 曰 方 平 知 之 不 以 告 我 即 
X88n1649_003:0340c20	命駕見之。方平曰。譬如失物。忽已得之。但當喜其得。	命 駕 見 之 方 平 曰 譬 如 失 物 忽 已 得 之 但 當 喜 其 得 
X88n1649_003:0340c21	不必悔其晚也。	不 必 悔 其 晚 也 
X88n1649_003:0340c22	范文正	范 文 正 
X88n1649_003:0340c23	范仲淹。字希文。讀書長白山中。一日於寺中得窖金。	范 仲 淹 字 希 文 讀 書 長 白 山 中 一 日 於 寺 中 得 窖 金 
X88n1649_003:0340c24	覆之不取。及貴。語僧出金修寺。仁宗朝。累官樞密參	覆 之 不 取 及 貴 語 僧 出 金 修 寺 仁 宗 朝 累 官 樞 密 參 
X88n1649_003:0341a01	知政事。諡文正。追封楚國公。公嘗宣撫河東。宿保德	知 政 事 諡 文 正 追 封 楚 國 公 公 嘗 宣 撫 河 東 宿 保 德 
X88n1649_003:0341a02	傳舍。獲故經一卷。名十元羅漢因果頌。藏經所未錄	傳 舍 獲 故 經 一 卷 名 十 元 羅 漢 因 果 頌 藏 經 所 未 錄 
X88n1649_003:0341a03	也。公為之敘曰。此頌文一尊者七首。皆悟本成佛之	也 公 為 之 敘 曰 此 頌 文 一 尊 者 七 首 皆 悟 本 成 佛 之 
X88n1649_003:0341a04	言。予讀之。一頌一悟。方知人世有無邊聖法。大藏遺	言 予 讀 之 一 頌 一 悟 方 知 人 世 有 無 邊 聖 法 大 藏 遺 
X88n1649_003:0341a05	落其文。因以付沙門慧哲俾行於世。公守吳日。瑯琊	落 其 文 因 以 付 沙 門 慧 哲 俾 行 於 世 公 守 吳 日 瑯 琊 
X88n1649_003:0341a06	覺禪師謁之。留數日。公於言下知歸。贈師偈曰。連朝	覺 禪 師 謁 之 留 數 日 公 於 言 下 知 歸 贈 師 偈 曰 連 朝 
X88n1649_003:0341a07	共話釋疑團。豈謂浮生半日閑。直欲與師閑到老。盡	共 話 釋 疑 團 豈 謂 浮 生 半 日 閑 直 欲 與 師 閑 到 老 盡 
X88n1649_003:0341a08	収識性入玄關。	収 識 性 入 玄 關 
X88n1649_003:0341a09	尹師魯	尹 師 魯 
X88n1649_003:0341a10	尹洙。字師魯。博學。深於春秋。唐末以來。文章寖敝。洙	尹 洙 字 師 魯 博 學 深 於 春 秋 唐 末 以 來 文 章 寖 敝 洙 
X88n1649_003:0341a11	與穆伯長倡為古文辭。自是文風少變。慶曆中。累官	與 穆 伯 長 倡 為 古 文 辭 自 是 文 風 少 變 慶 曆 中 累 官 
X88n1649_003:0341a12	起居舍人。公謫官大梁時。與老衲去眼游。一日謂法	起 居 舍 人 公 謫 官 大 梁 時 與 老 衲 去 眼 游 一 日 謂 法 
X88n1649_003:0341a13	眼曰。洙邇來頗以退靜為得法。眼曰。盍若退靜兩忘。	眼 曰 洙 邇 來 頗 以 退 靜 為 得 法 眼 曰 盍 若 退 靜 兩 忘 
X88n1649_003:0341a14	公即有省。臨終之日。先以手書。別范文正公。適朱從	公 即 有 省 臨 終 之 日 先 以 手 書 別 范 文 正 公 適 朱 從 
X88n1649_003:0341a15	事炎至。公謂炎曰。吾素學佛於禪師法眼者。乃今資	事 炎 至 公 謂 炎 曰 吾 素 學 佛 於 禪 師 法 眼 者 乃 今 資 
X88n1649_003:0341a16	此也。及文正公馳至慟哭之。公張目曰。已與公別。何	此 也 及 文 正 公 馳 至 慟 哭 之 公 張 目 曰 已 與 公 別 何 
X88n1649_003:0341a17	用復來。且死生常理。希文豈不曉乎。言訖端坐而逝。	用 復 來 且 死 生 常 理 希 文 豈 不 曉 乎 言 訖 端 坐 而 逝 
X88n1649_003:0341a18	馮當世	馮 當 世 
X88n1649_003:0341a19	馮京。字當世。江夏人。舉進士。自鄉選至廷對俱第一。	馮 京 字 當 世 江 夏 人 舉 進 士 自 鄉 選 至 廷 對 俱 第 一 
X88n1649_003:0341a20	京知制誥日。韓琦為相。京數月不一見。琦謂其傲。京	京 知 制 誥 日 韓 琦 為 相 京 數 月 不 一 見 琦 謂 其 傲 京 
X88n1649_003:0341a21	聞之謂韓曰。公為宰相而不妄詣公者。乃所以重公	聞 之 謂 韓 曰 公 為 宰 相 而 不 妄 詣 公 者 乃 所 以 重 公 
X88n1649_003:0341a22	也。豈傲哉。其在并州。嘗以書寄王安國曰。并門歌舞	也 豈 傲 哉 其 在 并 州 嘗 以 書 寄 王 安 國 曰 并 門 歌 舞 
X88n1649_003:0341a23	妙麗。閉目不窺。日以談禪為上。安國曰。若如所論。未	妙 麗 閉 目 不 窺 日 以 談 禪 為 上 安 國 曰 若 如 所 論 未 
X88n1649_003:0341a24	達禪理。閉目不窺。已是一重公案。	達 禪 理 閉 目 不 窺 已 是 一 重 公 案 
X88n1649_003:0341b01	夏英公	夏 英 公 
X88n1649_003:0341b02	夏竦。字子喬。德安人。仁宗朝舉制科。皇祐中參知政	夏 竦 字 子 喬 德 安 人 仁 宗 朝 舉 制 科 皇 祐 中 參 知 政 
X88n1649_003:0341b03	事。公自契機於谷隱。日與老衲游。偶上濫溥禪師至。	事 公 自 契 機 於 谷 隱 日 與 老 衲 游 偶 上 濫 溥 禪 師 至 
X88n1649_003:0341b04	公問百骸潰散時。那箇是長老自家的。藍曰。前月二	公 問 百 骸 潰 散 時 那 箇 是 長 老 自 家 的 藍 曰 前 月 二 
X88n1649_003:0341b05	十離蘄陽。公休去。藍却問百骸潰散時。那箇是相公	十 離 蘄 陽 公 休 去 藍 却 問 百 骸 潰 散 時 那 箇 是 相 公 
X88n1649_003:0341b06	自家的。公便喝。藍曰。喝則不無。畢竟那箇是相公自	自 家 的 公 便 喝 藍 曰 喝 則 不 無 畢 竟 那 箇 是 相 公 自 
X88n1649_003:0341b07	家的。公對以偈曰。休認風前第一機。太虗何處暑思	家 的 公 對 以 偈 曰 休 認 風 前 第 一 機 太 虗 何 處 暑 思 
X88n1649_003:0341b08	惟。山僧若要通消息。萬里無雲月上時。	惟 山 僧 若 要 通 消 息 萬 里 無 雲 月 上 時 
X88n1649_003:0341b09	李覯	李 覯 
X88n1649_003:0341b10	李覯。字彥禮。南陽人。通五經。生徒數百。曾鞏鄧潤甫	李 覯 字 彥 禮 南 陽 人 通 五 經 生 徒 數 百 曾 鞏 鄧 潤 甫 
X88n1649_003:0341b11	皆其商弟。覯嘗著潛書力於排佛。自嵩禪師攜所詮	皆 其 商 弟 覯 嘗 著 潛 書 力 於 排 佛 自 嵩 禪 師 攜 所 詮 
X88n1649_003:0341b12	輔教編讀之。始留意佛書。乃悵然曰。我輩議論尚未	輔 教 編 讀 之 始 留 意 佛 書 乃 悵 然 曰 我 輩 議 論 尚 未 
X88n1649_003:0341b13	及一卷般若心經。佛道豈易言哉。皇祐間范仲淹薦	及 一 卷 般 若 心 經 佛 道 豈 易 言 哉 皇 祐 間 范 仲 淹 薦 
X88n1649_003:0341b14	試太學說書。既沒。潤甫上其退居類藁。皇祐續稿。詔	試 太 學 說 書 既 沒 潤 甫 上 其 退 居 類 藁 皇 祐 續 稿 詔 
X88n1649_003:0341b15	官一子。	官 一 子 
X88n1649_003:0341b16	趙清獻	趙 清 獻 
X88n1649_003:0341b17	趙抃。字閱道。氣宇清逸。人不見其喜慍。自號知非子。	趙 抃 字 閱 道 氣 宇 清 逸 人 不 見 其 喜 慍 自 號 知 非 子 
X88n1649_003:0341b18	宋至和中為侍御。彈劾不避貴戚。居嘗以一龜一鶴	宋 至 和 中 為 侍 御 彈 劾 不 避 貴 戚 居 嘗 以 一 龜 一 鶴 
X88n1649_003:0341b19	自隨。後以龜放汴水。有龜放長淮不再來之句。公在	自 隨 後 以 龜 放 汴 水 有 龜 放 長 淮 不 再 來 之 句 公 在 
X88n1649_003:0341b20	成都。有僧上詩云須向維摩頂上行。嗣後從天鉢寺	成 都 有 僧 上 詩 云 須 向 維 摩 頂 上 行 嗣 後 從 天 鉢 寺 
X88n1649_003:0341b21	重元師問心要。及知青州。隱几公堂。聞雷聲忽然大	重 元 師 問 心 要 及 知 青 州 隱 几 公 堂 聞 雷 聲 忽 然 大 
X88n1649_003:0341b22	省。後以太子少保歸三衢。與山僧野老往來無間。名	省 後 以 太 子 少 保 歸 三 衢 與 山 僧 野 老 往 來 無 間 名 
X88n1649_003:0341b23	所居為高齋。以詩自見曰。軒外長溪溪外山。捲簾空	所 居 為 高 齋 以 詩 自 見 曰 軒 外 長 溪 溪 外 山 捲 簾 空 
X88n1649_003:0341b24	曠水雲間。高齋有問如何答。清夜安眠白晝間。元豐	曠 水 雲 間 高 齋 有 問 如 何 答 清 夜 安 眠 白 晝 間 元 豐 
X88n1649_003:0341c01	間。忽一日徧辭親友。其子[山*几]見其形色異常。問後事。	間 忽 一 日 徧 辭 親 友 其 子 [山几] 見 其 形 色 異 常 問 後 事 
X88n1649_003:0341c02	公厲聲叱之。少頃語如平時。趺坐而化。法泉禪師以	公 厲 聲 叱 之 少 頃 語 如 平 時 趺 坐 而 化 法 泉 禪 師 以 
X88n1649_003:0341c03	偈贊曰。仕也邦為瑞。歸於世作程。人間金粟去。天上	偈 贊 曰 仕 也 邦 為 瑞 歸 於 世 作 程 人 間 金 粟 去 天 上 
X88n1649_003:0341c04	玉樓成慧劍無纖缺。氷壺徹底清。春風瀫水路。孤月	玉 樓 成 慧 劍 無 纖 缺 氷 壺 徹 底 清 春 風 瀫 水 路 孤 月 
X88n1649_003:0341c05	破雲明。壽七十七。諡清獻。	破 雲 明 壽 七 十 七 諡 清 獻 
X88n1649_003:0341c06	歐陽永叔	歐 陽 永 叔 
X88n1649_003:0341c07	歐陽修。字永叔。廬陵人。仁宗朝為諫官。論事切直。後	歐 陽 修 字 永 叔 廬 陵 人 仁 宗 朝 為 諫 官 論 事 切 直 後 
X88n1649_003:0341c08	拜參知政事。矢心匡弼。與韓琦策立英宗。凞寧初。以	拜 參 知 政 事 矢 心 匡 弼 與 韓 琦 策 立 英 宗 凞 寧 初 以 
