X33n0629_001:0433a03	 製疏始末	 製 疏 始 末 
X33n0629_001:0464a34	一承前雙開二益(爾時)	一 承 前 雙 開 二 益 爾 時 
X33n0629_001:0464a35	二歷引徃事證釋(二)	二 歷 引 徃 事 證 釋 二 
X33n0629_001:0464a36	一長行(四)	一 長 行 四 
X33n0629_001:0464a37	一遠舉威音(二)	一 遠 舉 威 音 二 
X33n0629_001:0464a38	一正舉初佛(得大)	一 正 舉 初 佛 得 大 
X33n0629_001:0464a39	二兼出二萬(其佛)	二 兼 出 二 萬 其 佛 
X33n0629_001:0464a40	二雙標二人(最初)	二 雙 標 二 人 最 初 
X33n0629_001:0464a41	三正明徃事(三)	三 正 明 徃 事 三 
X33n0629_001:0464a42	一徧記致謗(二)	一 徧 記 致 謗 二 
X33n0629_001:0464a43	一不輕徧記(得大)	一 不 輕 徧 記 得 大 
X33n0629_001:0464a44	二上慢毀謗(四眾)	二 上 慢 毀 謗 四 眾 
X33n0629_001:0464a45	二弘經蒙化(二)	二 弘 經 蒙 化 二 
X33n0629_001:0464a46	一不輕弘經(是比)	一 不 輕 弘 經 是 比 
X33n0629_001:0464a47	二上慢蒙化(於時)	二 上 慢 蒙 化 於 時 
X33n0629_001:0464a48	三成道得果(二)	三 成 道 得 果 二 
X33n0629_001:0464a49	一不輕成道(三)	一 不 輕 成 道 三 
X33n0629_001:0464a50	一中間值佛(命終)	一 中 間 值 佛 命 終 
X33n0629_001:0464a51	二行滿成道(得大)	二 行 滿 成 道 得 大 
X33n0629_001:0464a52	三結會古今(得大)	三 結 會 古 今 得 大 
X33n0629_001:0464a53	二上慢得果(三)	二 上 慢 得 果 三 
X33n0629_001:0464a54	一中間獲罪(得大)	一 中 間 獲 罪 得 大 
X33n0629_001:0465a01	二罪畢得果(畢是)	二 罪 畢 得 果 畢 是 
X33n0629_001:0465a02	三結會古今(得大)	三 結 會 古 今 得 大 
X33n0629_001:0465a03	四讚經結勸(得大)	四 讚 經 結 勸 得 大 
X33n0629_001:0465a04	二偈頌(四)	二 偈 頌 四 
X33n0629_001:0465a05	一頌遠舉威音(過去)	一 頌 遠 舉 威 音 過 去 
X33n0629_001:0465a06	二頌雙標二人(是佛)	二 頌 雙 標 二 人 是 佛 
X33n0629_001:0465a07	三頌正明徃事(三)	三 頌 正 明 徃 事 三 
X33n0629_001:0465a08	一頌徧記致謗(不輕)	一 頌 徧 記 致 謗 不 輕 
X33n0629_001:0465a09	二頌弘經蒙化(其罪)	二 頌 弘 經 蒙 化 其 罪 
X33n0629_001:0465a10	三頌成道得果(不輕)	三 頌 成 道 得 果 不 輕 
X33n0629_001:0465a11	四頌讚經結勸(我於)　引事證益已竟	四 頌 讚 經 結 勸 我 於 引 事 證 益 已 竟 
X33n0629_001:0465a13	如來神力品	如來神力 品 
X33n0629_001:0465a15	○三發願勸持(二)	 三 發 願 勸 持 二 
X33n0629_001:0465a16	一地涌發願弘經(爾時)	一 地 涌 發 願 弘 經 爾 時 
X33n0629_001:0465a17	二如來現神勸持(二)	二 如 來 現 神 勸 持 二 
X33n0629_001:0465a18	一對眾現神(二)	一 對 眾 現 神 二 
X33n0629_001:0465a19	一總標(爾時)	一 總 標 爾 時 
X33n0629_001:0465a20	二別明(二)	二 別 明 二 
X33n0629_001:0465a21	一先以相顯(出廣)	一 先 以 相 顯 出 廣 
X33n0629_001:0465a22	二次以聲示(三)	二 次 以 聲 示 三 
X33n0629_001:0465a23	一二音徧至(然後)	一 二 音 徧 至 然 後 
X33n0629_001:0465a24	二警覺眾生(二)	二 警 覺 眾 生 二 
X33n0629_001:0465a25	一地動警覺(諸佛)	一 地 動 警 覺 諸 佛 
X33n0629_001:0465a26	二天語警覺(即時)	二 天 語 警 覺 即 時 
X33n0629_001:0465a27	三成辦利益(彼諸)	三 成 辦 利 益 彼 諸 
X33n0629_001:0465a28	二讚經結勸(二)	二 讚 經 結 勸 二 
X33n0629_001:0465a29	一長行(三)	一 長 行 三 
X33n0629_001:0465a30	一承前起後(爾時)	一 承 前 起 後 爾 時 
X33n0629_001:0465a31	二嘉讚經功(以要)	二 嘉 讚 經 功 以 要 
X33n0629_001:0465a32	三結勸受持(是故)	三 結 勸 受 持 是 故 
X33n0629_001:0465a33	二偈頌(三)	二 偈 頌 三 
X33n0629_001:0465a34	一頌承前起後(諸佛)	一 頌 承 前 起 後 諸 佛 
X33n0629_001:0465a35	二頌嘉讚經功(是人)	二 頌 嘉 讚 經 功 是 人 
X33n0629_001:0465a36	三頌結勸受持(是故)　正宗分已竟	三 頌 結 勸 受 持 是 故 正 宗 分 已 竟 
X33n0629_001:0465a38	囑累品	囑 累 品 
X33n0629_001:0465a40	○三流通分(三)	 三 流 通 分 三 
X33n0629_001:0465a41	一總囑傳持(三)	一 總 囑 傳 持 三 
X33n0629_001:0465a42	一摩頂囑累(三)	一 摩 頂 囑 累 三 
X33n0629_001:0465a43	一囑令增益(爾時)	一 囑 令 增 益 爾 時 
X33n0629_001:0465a44	二徵起釋成(所以)	二 徵 起 釋 成 所 以 
X33n0629_001:0465a45	三教以隨機(於未)	三 教 以 隨 機 於 未 
X33n0629_001:0465a46	二奉教傳持(時諸)	二 奉 教 傳 持 時 諸 
X33n0629_001:0465a47	三歡喜圓成(爾時)	三 歡 喜 圓 成 爾 時 
X33n0629_001:0465a48	二別示修法(二)	二 別 示 修 法 二 
X33n0629_001:0465a49	一正修之法(三)　藥王菩薩本事品	一 正 修 之 法 三 藥 王 菩 薩 本 事 品 
X33n0629_001:0465a50	一藥王盡執為法(三)	一 藥 王 盡 執 為 法 三 
X33n0629_001:0465a51	一宿王因藥王而請問(爾時)	一 宿 王 因 藥 王 而 請 問 爾 時 
X33n0629_001:0465a52	二如來引本事而垂答(四)	二 如 來 引 本 事 而 垂 答 四 
X33n0629_001:0465a53	一先舉本師(爾時)	一 先 舉 本 師 爾 時 
X33n0629_001:0465a54	二次明本事(三)	二 次 明 本 事 三 
X33n0629_001:0465a55	一現神供佛(二)	一 現 神 供 佛 二 
X33n0629_001:0465a56	一聞法獲益(爾時)	一 聞 法 獲 益 爾 時 
X33n0629_001:0465a57	二感恩供養(得此)	二 感 恩 供 養 得 此 
X33n0629_001:0465a58	二然身供佛(三)	二 然 身 供 佛 三 
X33n0629_001:0465a59	一喜見然身(作是)	一 喜 見 然 身 作 是 
X33n0629_001:0465a60	二諸佛讚善(光明)	二 諸 佛 讚 善 光 明 
X33n0629_001:0465a61	三佛默身盡(作是)	三 佛 默 身 盡 作 是 
X33n0629_001:0465a62	三燒臂供塔(五)	三 燒 臂 供 塔 五 
X33n0629_001:0465a63	一喜見轉生(一切)	一 喜 見 轉 生 一 切 
X33n0629_001:0465a64	二白父詣佛(二)	二 白 父 詣 佛 二 
X33n0629_001:0465a65	一白父當供(即為)	一 白 父 當 供 即 為 
X33n0629_001:0465a66	二升空徃詣(白已)	二 升 空 徃 詣 白 已 
X33n0629_001:0465a67	三蒙佛囑累(爾時)	三 蒙 佛 囑 累 爾 時 
X33n0629_001:0465a68	四戀慕起塔(爾時)	四 戀 慕 起 塔 爾 時 
X33n0629_001:0465a69	五燒臂作供(五)	五 燒 臂 作 供 五 
X33n0629_001:0465a70	一祈眾憶念(爾時)	一 祈 眾 憶 念 爾 時 
X33n0629_001:0466a01	二燒臂成益(作是)	二 燒 臂 成 益 作 是 
X33n0629_001:0466a02	三時眾憂惱(爾時)	三 時 眾 憂 惱 爾 時 
X33n0629_001:0466a03	四立誓還復(於時)	四 立 誓 還 復 於 時 
X33n0629_001:0466a04	五天地呈祥(當爾)	五 天 地 呈 祥 當 爾 
X33n0629_001:0466a05	三結會古今(佛告)	三 結 會 古 今 佛 告 
X33n0629_001:0466a06	四別囑宿王(三)	四 別 囑 宿 王 三 
X33n0629_001:0466a07	一顯法供殊勝(宿王)	一 顯 法 供 殊 勝 宿 王 
X33n0629_001:0466a08	二明持人功德(二)	二 明 持 人 功 德 二 
X33n0629_001:0466a09	一約全經明德(三)	一 約 全 經 明 德 三 
X33n0629_001:0466a10	一受持功德(二)	一 受 持 功 德 二 
X33n0629_001:0466a11	一較能持之福(若復)	一 較 能 持 之 福 若 復 
X33n0629_001:0466a12	二喻所持之法(四)	二 喻 所 持 之 法 四 
X33n0629_001:0466a13	一喻深大高上(宿王)	一 喻 深 大 高 上 宿 王 
X33n0629_001:0466a14	二喻照明破闇(又如)	二 喻 照 明 破 闇 又 如 
X33n0629_001:0466a15	三喻尊特殊勝(二)	三 喻 尊 特 殊 勝 二 
X33n0629_001:0466a16	一喻經尊特(又如)	一 喻 經 尊 特 又 如 
X33n0629_001:0466a17	二喻經殊勝(又如)	二 喻 經 殊 勝 又 如 
X33n0629_001:0466a18	四喻拔苦與樂(宿王)	四 喻 拔 苦 與 樂 宿 王 
X33n0629_001:0466a19	二書寫功德(若人)	二 書 寫 功 德 若 人 
X33n0629_001:0466a20	三供養功德(若書)	三 供 養 功 德 若 書 
X33n0629_001:0466a21	二約本品明德(四)	二 約 本 品 明 德 四 
X33n0629_001:0466a22	一聽聞功德(宿王)	一 聽 聞 功 德 宿 王 
X33n0629_001:0466a23	二受持功德(若有)	二 受 持 功 德 若 有 
X33n0629_001:0466a24	三修行功德(四)	三 修 行 功 德 四 
X33n0629_001:0466a25	一轉生極樂(若如)	一 轉 生 極 樂 若 如 
X33n0629_001:0466a26	二離惱得忍(不復)	二 離 惱 得 忍 不 復 
X33n0629_001:0466a27	三見佛遙讚(得是)	三 見 佛 遙 讚 得 是 
X33n0629_001:0466a28	四指益結告(宿王)	四 指 益 結 告 宿 王 
X33n0629_001:0466a29	四讚善功德(若有)	四 讚 善 功 德 若 有 
X33n0629_001:0466a30	三囑應當弘護(二)	三 囑 應 當 弘 護 二 
X33n0629_001:0466a31	一囑弘本品(是故)	一 囑 弘 本 品 是 故 
X33n0629_001:0466a32	二囑護全經(宿王)	二 囑 護 全 經 宿 王 
X33n0629_001:0466a33	三多寶以有益而讚問(說是)　藥王盡執為法竟	三 多 寶 以 有 益 而 讚 問 說 是 藥 王 盡 執 為 法 竟 
X33n0629_001:0466a34	二妙音忘情弘經○	二 妙 音 忘 情 弘 經 
X33n0629_001:0466a35	三觀音遣相圓應○	三 觀 音 遣 相 圓 應 
X33n0629_001:0466a36	二助修之法○	二 助 修 之 法 
X33n0629_001:0466a37	三大會禮散○	三 大 會 禮 散 
X33n0629_001:0466a39	妙法蓮華經卷第七科	妙法蓮華 經 卷 第 七 科 
X33n0629_001:0466a41	妙音菩薩品	妙 音 菩 薩 品 
X33n0629_001:0466a43	○二妙音忘情弘經(四)	 二 妙 音 忘 情 弘 經 四 
X33n0629_001:0466a44	一妙音忘情遠來(二)	一 妙 音 忘 情 遠 來 二 
X33n0629_001:0466a45	一遠來之由(三)	一 遠 來 之 由 三 
X33n0629_001:0466a46	一蒙釋迦光(二)	一 蒙 釋 迦 光 二 
X33n0629_001:0466a47	一如來光照其國(爾時)	一 如 來 光 照 其 國 爾 時 
X33n0629_001:0466a48	二妙音蒙光欲來(二)	二 妙 音 蒙 光 欲 來 二 
X33n0629_001:0466a49	一經家敘德(爾時)	一 經 家 敘 德 爾 時 
X33n0629_001:0466a50	二蒙光欲來(釋迦)	二 蒙 光 欲 來 釋 迦 
X33n0629_001:0466a51	二奉本師命(二)	二 奉 本 師 命 二 
X33n0629_001:0466a52	一本師誡令忘情(爾時)	一 本 師 誡 令 忘 情 爾 時 
X33n0629_001:0466a53	二妙音奉命現相(四)	二 妙 音 奉 命 現 相 四 
X33n0629_001:0466a54	一奉命歸功(妙音)	一 奉 命 歸 功 妙 音 
X33n0629_001:0466a55	二先現來相(於是)	二 先 現 來 相 於 是 
X33n0629_001:0466a56	三文殊推因(爾時)	三 文 殊 推 因 爾 時 
X33n0629_001:0466a57	四如來指答(爾時)	四 如 來 指 答 爾 時 
X33n0629_001:0466a58	三應多寶喚(二)	三 應 多 寶 喚 二 
X33n0629_001:0466a59	一多寶受請遠喚(文殊)	一 多 寶 受 請 遠 喚 文 殊 
X33n0629_001:0466a60	二妙音同眾俱發(於時)	二 妙 音 同 眾 俱 發 於 時 
X33n0629_001:0466a61	二正明遠來(二)	二 正 明 遠 來 二 
X33n0629_001:0466a62	一敘相標來(是菩)	一 敘 相 標 來 是 菩 
X33n0629_001:0466a63	二具儀晉見(二)	二 具 儀 晉 見 二 
X33n0629_001:0466a64	一先見釋迦(到已)	一 先 見 釋 迦 到 已 
X33n0629_001:0466a65	二次見多寶(世尊)	二 次 見 多 寶 世 尊 
X33n0629_001:0466a66	二如來論其功德(三)	二 如 來 論 其 功 德 三 
X33n0629_001:0466a67	一先論宿世善根(二)	一 先 論 宿 世 善 根 二 
X33n0629_001:0467a01	一華德請問(爾時)	一 華 德 請 問 爾 時 
X33n0629_001:0467a02	二如來引答(佛告)	二 如 來 引 答 佛 告 
X33n0629_001:0467a03	二次論現在神智(二)	二 次 論 現 在 神 智 二 
X33n0629_001:0467a04	一極顯因力(華德)	一 極 顯 因 力 華 德 
X33n0629_001:0467a05	二詳示果用(二)	二 詳 示 果 用 二 
X33n0629_001:0467a06	一總標(華德)	一 總 標 華 德 
X33n0629_001:0467a07	二別明(二)	二 別 明 二 
X33n0629_001:0467a08	一應化世間(二)	一 應 化 世 間 二 
X33n0629_001:0467a09	一別明現身(或現)	一 別 明 現 身 或 現 
X33n0629_001:0467a10	二總結神智(華德)	二 總 結 神 智 華 德 
X33n0629_001:0467a11	二應化出世(若應)	二 應 化 出 世 若 應 
X33n0629_001:0467a12	三後論三昧名字(爾時)	三 後 論 三 昧 名 字 爾 時 
X33n0629_001:0467a13	三妙音事畢還國(三)	三 妙 音 事 畢 還 國 三 
X33n0629_001:0467a14	一饒益事畢(說是)	一 饒 益 事 畢 說 是 
X33n0629_001:0467a15	二妙音還國(爾時)	二 妙 音 還 國 爾 時 
X33n0629_001:0467a16	三對佛述成(白佛)	三 對 佛 述 成 白 佛 
X33n0629_001:0467a17	四此眾聞品獲益(說是)　妙音忘情弘經竟	四 此 眾 聞 品 獲 益 說 是 妙 音 忘 情 弘 經 竟 
X33n0629_001:0467a19	觀世音菩薩普門品	觀 世 音 菩 薩 普 門 品 
X33n0629_001:0467a21	○三觀音遣相圓應(三)	 三 觀 音 遣 相 圓 應 三 
X33n0629_001:0467a22	一長行別示(二)	一 長 行 別 示 二 
X33n0629_001:0467a23	一問答得名所以(二)	一 問 答 得 名 所 以 二 
X33n0629_001:0467a24	一當機舉名請問(爾時)	一 當 機 舉 名 請 問 爾 時 
X33n0629_001:0467a25	二如來備示感應(二)	二 如 來 備 示 感 應 二 
X33n0629_001:0467a26	一正答得名所以(三)	一 正 答 得 名 所 以 三 
X33n0629_001:0467a27	一總標尋聲救苦(佛告)	一 總 標 尋 聲 救 苦 佛 告 
X33n0629_001:0467a28	二別示持名感應(若有)	二 別 示 持 名 感 應 若 有 
X33n0629_001:0467a29	三結答得名因緣(以是)	三 結 答 得 名 因 緣 以 是 
X33n0629_001:0467a30	二廣顯稱名感應(四)	二 廣 顯 稱 名 感 應 四 
X33n0629_001:0467a31	一能脫四難(二)	一 能 脫 四 難 二 
X33n0629_001:0467a32	一別明脫難(四)	一 別 明 脫 難 四 
X33n0629_001:0467a33	一能脫戮難(若復)	一 能 脫 戮 難 若 復 
X33n0629_001:0467a34	二能脫鬼難(若三)	二 能 脫 鬼 難 若 三 
X33n0629_001:0467a35	三能脫刑難(設復)	三 能 脫 刑 難 設 復 
X33n0629_001:0467a36	四能脫賊難(若三)	四 能 脫 賊 難 若 三 
X33n0629_001:0467a37	二總結神力(無盡)	二 總 結 神 力 無 盡 
X33n0629_001:0467a38	二能離三毒(二)	二 能 離 三 毒 二 
X33n0629_001:0467a39	一別明離毒(若有)	一 別 明 離 毒 若 有 
X33n0629_001:0467a40	二總結神力(無盡)	二 總 結 神 力 無 盡 
X33n0629_001:0467a41	三能應二求(二)	三 能 應 二 求 二 
X33n0629_001:0467a42	一別明應求(若有)	一 別 明 應 求 若 有 
X33n0629_001:0467a43	二總結神力(無盡)	二 總 結 神 力 無 盡 
X33n0629_001:0467a44	四能得多福(三)	四 能 得 多 福 三 
X33n0629_001:0467a45	一舉福勸持(若有)	一 舉 福 勸 持 若 有 
X33n0629_001:0467a46	二以餘較量(無盡)	二 以 餘 較 量 無 盡 
X33n0629_001:0467a47	三結顯多量(無盡)	三 結 顯 多 量 無 盡 
X33n0629_001:0467a48	二問答遊化方便(二)	二 問 答 遊 化 方 便 二 
X33n0629_001:0467a49	一當機進問遊化(無盡)	一 當 機 進 問 遊 化 無 盡 
X33n0629_001:0467a50	二如來備示感應(二)	二 如 來 備 示 感 應 二 
X33n0629_001:0467a51	一廣顯應化諸國(二)	一 廣 顯 應 化 諸 國 二 
X33n0629_001:0467a52	一明應顯化(八)	一 明 應 顯 化 八 
X33n0629_001:0467a53	一能應三聖(佛告)	一 能 應 三 聖 佛 告 
X33n0629_001:0467a54	二能應六天(應以)	二 能 應 六 天 應 以 
X33n0629_001:0467a55	三能應五人(應以)	三 能 應 五 人 應 以 
X33n0629_001:0467a56	四能應四眾(應以)	四 能 應 四 眾 應 以 
X33n0629_001:0468a01	五能應眾婦(應以)	五 能 應 眾 婦 應 以 
X33n0629_001:0468a02	六能應二童(應以)	六 能 應 二 童 應 以 
X33n0629_001:0468a03	七能應十類(應以)	七 能 應 十 類 應 以 
X33n0629_001:0468a04	八能應力士(應以)	八 能 應 力 士 應 以 
X33n0629_001:0468a05	二結德勸供(無盡)	二 結 德 勸 供 無 盡 
X33n0629_001:0468a06	二正答遊於娑婆(二)	二 正 答 遊 於 娑 婆 二 
X33n0629_001:0468a07	一顯示妙德(三)	一 顯 示 妙 德 三 
X33n0629_001:0468a08	一能施無畏(是觀)	一 能 施 無 畏 是 觀 
X33n0629_001:0468a09	二能感供養(無盡)	二 能 感 供 養 無 盡 
X33n0629_001:0468a10	三能修供養(爾時)	三 能 修 供 養 爾 時 
X33n0629_001:0468a11	二應問結答(無盡)	二 應 問 結 答 無 盡 
X33n0629_001:0468a12	二偈頌合顯(二)	二 偈 頌 合 顯 二 
X33n0629_001:0468a13	一重問得名所以(世尊)	一 重 問 得 名 所 以 世 尊 
X33n0629_001:0468a14	二合顯名遊化(二)	二 合 顯 名 遊 化 二 
X33n0629_001:0468a15	一顯得名所以(三)	一 顯 得 名 所 以 三 
X33n0629_001:0468a16	一總標(具足)	一 總 標 具 足 
X33n0629_001:0468a17	二別顯(二)	二 別 顯 二 
X33n0629_001:0468a18	一能免三災(假使)	一 能 免 三 災 假 使 
X33n0629_001:0468a19	二能脫八難(四)	二 能 脫 八 難 四 
X33n0629_001:0468a20	一怨賊刑戮難(或在)	一 怨 賊 刑 戮 難 或 在 
X33n0629_001:0468a21	二枷鎻毒藥難(或囚)	二 枷 鎻 毒 藥 難 或 囚 
X33n0629_001:0468a22	三羅剎惡獸難(或遇)	三 羅 剎 惡 獸 難 或 遇 
X33n0629_001:0468a23	四毒蟲暴雨難(蚖蛇)	四 毒 蟲 暴 雨 難 蚖 蛇 
X33n0629_001:0468a24	三總結(眾生)	三 總 結 眾 生 
X33n0629_001:0468a25	二顯遊化方便(二)	二 顯 遊 化 方 便 二 
X33n0629_001:0468a26	一廣顯應化諸國(具足)	一 廣 顯 應 化 諸 國 具 足 
X33n0629_001:0468a27	二正顯遊於娑婆(諍訟)	二 正 顯 遊 於 娑 婆 諍 訟 
X33n0629_001:0468a28	三聞品獲益(二)	三 聞 品 獲 益 二 
X33n0629_001:0468a29	一持地稱揚(爾時)	一 持 地 稱 揚 爾 時 
X33n0629_001:0468a30	二時眾發心(佛說)　正修之法已竟	二 時 眾 發 心 佛 說 正 修 之 法 已 竟 
X33n0629_001:0468a32	陀羅尼品	陀 羅 尼 品 
X33n0629_001:0468a34	○二助修之法(三)	 二 助 修 之 法 三 
X33n0629_001:0468a35	一神呪以護外魔(二)	一 神 呪 以 護 外 魔 二 
X33n0629_001:0468a36	一護法說呪(三)	一 護 法 說 呪 三 
X33n0629_001:0468a37	一菩薩說呪(二)	一 菩 薩 說 呪 二 
X33n0629_001:0468a38	一藥王說呪(三)	一 藥 王 說 呪 三 
X33n0629_001:0468a39	一問聞持福(爾時)	一 問 聞 持 福 爾 時 
X33n0629_001:0468a40	二正說神呪(爾時)	二 正 說 神 呪 爾 時 
X33n0629_001:0468a41	三禁毀讚善(世尊)	三 禁 毀 讚 善 世 尊 
X33n0629_001:0468a42	二勇施說呪(三)	二 勇 施 說 呪 三 
X33n0629_001:0468a43	一預明呪力(爾時)	一 預 明 呪 力 爾 時 
X33n0629_001:0468a44	二正說神呪(即於)	二 正 說 神 呪 即 於 
X33n0629_001:0468a45	三指呪禁毀(世尊)	三 指 呪 禁 毀 世 尊 
X33n0629_001:0468a46	二天王說呪(二)	二 天 王 說 呪 二 
X33n0629_001:0468a47	一多聞說呪(二)	一 多 聞 說 呪 二 
X33n0629_001:0468a48	一為護說呪(爾時)	一 為 護 說 呪 爾 時 
X33n0629_001:0468a49	二因呪現身(世尊)	二 因 呪 現 身 世 尊 
X33n0629_001:0468a50	二持國說呪(二)	二 持 國 說 呪 二 
X33n0629_001:0468a51	一為護說呪(爾時)	一 為 護 說 呪 爾 時 
X33n0629_001:0468a52	二指呪禁毀(世尊)	二 指 呪 禁 毀 世 尊 
X33n0629_001:0468a53	三羅剎說呪(二)	三 羅 剎 說 呪 二 
X33n0629_001:0468a54	一正以呪護(三)	一 正 以 呪 護 三 
X33n0629_001:0468a55	一經家敘名(爾時)	一 經 家 敘 名 爾 時 
X33n0629_001:0468a56	二為護說呪(同聲)	二 為 護 說 呪 同 聲 
X33n0629_001:0468a57	三指邪禁毀(寧上)	三 指 邪 禁 毀 寧 上 
X33n0629_001:0468a58	二兼以身護(二)	二 兼 以 身 護 二 
X33n0629_001:0468a59	一羅剎願護(諸羅)	一 羅 剎 願 護 諸 羅 
X33n0629_001:0468a60	二如來讚勸(佛告)	二 如 來 讚 勸 佛 告 
X33n0629_001:0468a61	二聞說得忍(說是)	二 聞 說 得 忍 說 是 
X33n0629_001:0468a62	二善友以護內心(四)　妙莊嚴王本事品	二 善 友 以 護 內 心 四 妙 莊 嚴 王 本 事 品 
X33n0629_001:0468a63	一總敘本人(二)	一 總 敘 本 人 二 
X33n0629_001:0468a64	一敘本地師親(爾時)	一 敘 本 地 師 親 爾 時 
X33n0629_001:0468a65	二敘本地昆季(有二)	二 敘 本 地 昆 季 有 二 
X33n0629_001:0469a01	二詳明徃事(二)	二 詳 明 徃 事 二 
X33n0629_001:0469a02	一二子為父現神(二)	一 二 子 為 父 現 神 二 
X33n0629_001:0469a03	一現神之由(二)	一 現 神 之 由 二 
X33n0629_001:0469a04	一為徃聞佛法(爾時)	一 為 徃 聞 佛 法 爾 時 
X33n0629_001:0469a05	二為遵奉母命(母告)	二 為 遵 奉 母 命 母 告 
X33n0629_001:0469a06	二正現神變(於是)	二 正 現 神 變 於 是 
X33n0629_001:0469a07	二妙嚴轉邪成道(五)	二 妙 嚴 轉 邪 成 道 五 
X33n0629_001:0469a08	一轉邪詣佛(三)	一 轉 邪 詣 佛 三 
X33n0629_001:0469a09	二玅嚴受化轉邪(時父)	二 玅 嚴 受 化 轉 邪 時 父 
X33n0629_001:0469a10	二二子祈願勸詣(二)	二 二 子 祈 願 勸 詣 二 
X33n0629_001:0469a11	一先於母所祈願(於是)	一 先 於 母 所 祈 願 於 是 
X33n0629_001:0469a12	二次勸父母時詣(於是)	二 次 勸 父 母 時 詣 於 是 
X33n0629_001:0469a13	三宮眷同詣佛所(二)	三 宮 眷 同 詣 佛 所 二 
X33n0629_001:0469a14	一敘宮眷德(彼時)	一 敘 宮 眷 德 彼 時 
X33n0629_001:0469a15	二正明同徃(於是)	二 正 明 同 徃 於 是 
X33n0629_001:0469a16	二聞法興供(爾時)	二 聞 法 興 供 爾 時 
X33n0629_001:0469a17	三得記出家(時雲)	三 得 記 出 家 時 雲 
X33n0629_001:0469a18	四修行成道(王出)	四 修 行 成 道 王 出 
X33n0629_001:0469a19	五懷德自誓(三)	五 懷 德 自 誓 三 
X33n0629_001:0469a20	一妙嚴懷二子德(即升)	一 妙 嚴 懷 二 子 德 即 升 
X33n0629_001:0469a21	二如來印讚發迹(爾時)	二 如 來 印 讚 發 迹 爾 時 
X33n0629_001:0469a22	三自誓永離邪見(妙莊)	三 自 誓 永 離 邪 見 妙 莊 
X33n0629_001:0469a23	三結會古今(二)	三 結 會 古 今 二 
X33n0629_001:0469a24	一總與結會(佛告)	一 總 與 結 會 佛 告 
X33n0629_001:0469a25	二別讚二士(是藥)	二 別 讚 二 士 是 藥 
X33n0629_001:0469a26	四聞品獲益(佛說)	四 聞 品 獲 益 佛 說 
X33n0629_001:0469a27	三取要以尅修期(四)　普賢菩薩勸發品	三 取 要 以 尅 修 期 四 普 賢 菩 薩 勸 發 品 
X33n0629_001:0469a28	一請示要法(二)	一 請 示 要 法 二 
X33n0629_001:0469a29	一普賢勸請(二)	一 普 賢 勸 請 二 
X33n0629_001:0469a30	一率眾東來(爾時)	一 率 眾 東 來 爾 時 
X33n0629_001:0469a31	二陳因勸請(白佛)	二 陳 因 勸 請 白 佛 
X33n0629_001:0469a32	二如來垂示(佛告)	二 如 來 垂 示 佛 告 
X33n0629_001:0469a33	二發願護持(三)	二 發 願 護 持 三 
X33n0629_001:0469a34	一總發大願(爾時)	一 總 發 大 願 爾 時 
X33n0629_001:0469a35	二別明擁護(三)	二 別 明 擁 護 三 
X33n0629_001:0469a36	一擁護讀誦(是人)	一 擁 護 讀 誦 是 人 
X33n0629_001:0469a37	二擁護思惟(是人)	二 擁 護 思 惟 是 人 
X33n0629_001:0469a38	三擁護修習(二)	三 擁 護 修 習 二 
X33n0629_001:0469a39	一現身說法(世尊)	一 現 身 說 法 世 尊 
X33n0629_001:0469a40	二防非說呪(亦復)	二 防 非 說 呪 亦 復 
X33n0629_001:0469a41	三自結神力(世尊)	三 自 結 神 力 世 尊 
X33n0629_001:0469a42	三明益結勸(二)	三 明 益 結 勸 二 
X33n0629_001:0469a43	一普賢明益勸修(四)	一 普 賢 明 益 勸 修 四 
X33n0629_001:0469a44	一正明持益(若有)	一 正 明 持 益 若 有 
X33n0629_001:0469a45	二舉書况顯(若但)	二 舉 書 况 顯 若 但 
X33n0629_001:0469a46	三勸令修習(若有)	三 勸令修習 若 有 
X33n0629_001:0469a47	四願以神護(世尊)	四 願 以 神 護 世 尊 
X33n0629_001:0469a48	二如來明益勸敬(三)	二 如 來 明 益 勸 敬 三 
X33n0629_001:0469a49	一讚普賢德(爾時)	一 讚 普 賢 德 爾 時 
X33n0629_001:0469a50	二明持經益(四)	二 明 持 經 益 四 
X33n0629_001:0469a51	一感應道交(普賢)	一 感 應 道 交 普 賢 
X33n0629_001:0469a52	二離障近果(二)	二 離 障 近 果 二 
X33n0629_001:0469a53	一能離二障(如是)	一 能 離 二 障 如 是 
X33n0629_001:0469a54	二能近二果(普賢)	二 能 近 二 果 普 賢 
X33n0629_001:0469a55	三得福遮毀(普賢)	三 得 福 遮 毀 普 賢 
X33n0629_001:0469a56	四利讚罪謗(若有)	四 利 讚 罪 謗 若 有 
X33n0629_001:0469a57	三結勸迎敬(是故)	三 結 勸 迎 敬 是 故 
X33n0629_001:0469a58	四聞品獲益(說是)　別示修法已竟	四 聞 品 獲 益 說 是 別 示 修 法 已 竟 
X33n0629_001:0469a60	○三大會禮散(佛說)	 三 大 會 禮 散 佛 說 
X33n0629_001:0469a62	科終	科 終 
