X60n1129_001:0678a03	 歸戒序	 歸 戒 序 
X60n1129_002:0688a08	許財。作燈炷耶。善男子。天下之人。誰有貧窮。當無身	許 財 作 燈 炷 耶 善 男 子 天 下 之 人 誰 有 貧 窮 當 無 身 
X60n1129_002:0688a09	者。如其有身。見他作福。身應往助。歡喜無厭。亦名施	者 如 其 有 身 見 他 作 福 身 應 往 助 歡 喜 無 厭 亦 名 施 
X60n1129_002:0688a10	主。亦得福德。或時有分。或有與等。或有勝者。以是因	主 亦 得 福 德 或 時 有 分 或 有 與 等 或 有 勝 者 以 是 因 
X60n1129_002:0688a11	緣。我受波斯匿王食時。亦呪願王。及貧窮人。所得福	緣 我 受 波 斯 匿 王 食 時 亦 呪 願 王 及 貧 窮 人 所 得 福 
X60n1129_002:0688a12	德。等無差別。善男子。如人買香。塗香。末香。散香。燒香。	德 等 無 差 別 善 男 子 如 人 買 香 塗 香 末 香 散 香 燒 香 
X60n1129_002:0688a13	如是四香。有人觸者。買者。量者。等聞無異。而是諸香。	如 是 四 香 有 人 觸 者 買 者 量 者 等 聞 無 異 而 是 諸 香 
X60n1129_002:0688a14	不失毫釐。修施之德。亦復如是。若多若少。若麤若細。	不 失 毫 釐 修 施 之 德 亦復如是 若 多 若 少 若 麤 若 細 
X60n1129_002:0688a15	若隨喜心。身往佐助。若遙見聞。心生歡喜。其心等故。	若 隨 喜 心 身 往 佐 助 若 遙 見 聞 心生歡喜 其 心 等 故 
X60n1129_002:0688a16	所得果報。無有差別。善男子。若無財物。見他施已。心	所 得 果 報 無有差別 善 男 子 若 無 財 物 見 他 施 已 心 
X60n1129_002:0688a17	不喜信。疑於福田。是名貧窮。若多財寶。自在無礙。有	不 喜 信 疑 於 福 田 是 名 貧 窮 若 多 財 寶 自在無礙 有 
X60n1129_002:0688a18	良福田。內無信心。不能奉施。亦名貧窮。是故智者。隨	良 福 田 內 無 信 心 不 能 奉 施 亦 名 貧 窮 是 故 智 者 隨 
X60n1129_002:0688a19	有多少。任力施與。除布施已。無有能得人天之樂。至	有 多 少 任 力 施 與 除 布 施 已 無 有 能 得 人 天 之 樂 至 
X60n1129_002:0688a20	無上樂。是故我於契經中說。智者自觀。餘一揣食。自	無 上 樂 是 故 我 於 契 經 中 說 智 者 自 觀 餘 一 揣 食 自 
X60n1129_002:0688a21	食則生。施他則死。猶應與之。況復多耶。善男子。智者	食 則 生 施 他 則 死 猶 應 與 之 況 復 多 耶 善 男 子 智 者 
X60n1129_002:0688a22	當觀。財是無常。是無常故。於無量世。失壞耗減。不得	當 觀 財 是 無 常 是 無 常 故 於 無 量 世 失 壞 耗 減 不 得 
X60n1129_002:0688a23	利益。雖是無常。而能施作無量利益。云何慳惜。不布	利 益 雖 是 無 常 而 能 施 作 無 量 利 益 云 何 慳 惜 不 布 
X60n1129_002:0688a24	施耶。智者復觀世間。若有持戒多聞。持戒多聞因緣	施 耶 智 者 復 觀 世 間 若 有 持 戒 多 聞 持 戒 多 聞 因 緣 
X60n1129_002:0688b01	力故。乃至獲得阿羅漢果。雖得是果。不能遮斷饑渴	力 故 乃 至 獲 得阿羅漢 果 雖 得 是 果 不 能 遮 斷 饑 渴 
X60n1129_002:0688b02	等苦。若阿羅漢。難得房舍衣服飲食臥具病藥。皆由	等 苦 若 阿 羅 漢 難 得 房 舍 衣 服 飲 食 臥 具 病 藥 皆 由 
X60n1129_002:0688b03	先世不施因緣。破戒之人。若樂行施。人是雖墮餓鬼	先 世 不 施 因 緣 破 戒 之 人 若 樂 行 施 人 是 雖 墮 餓 鬼 
X60n1129_002:0688b04	畜生。常得飽滿。無所乏少。善男子。除布施已。不得二	畜 生 常 得 飽 滿 無 所 乏 少 善 男 子 除 布 施 已 不 得 二 
X60n1129_002:0688b05	果。一者自在。二者解脫。若持戒人。雖得生天。不修施	果 一 者 自 在 二 者 解 脫 若 持 戒 人 雖 得 生 天 不 修 施 
X60n1129_002:0688b06	故。不得上食。微妙瓔珞。若人欲求世間之樂。及無上	故 不 得 上 食 微 妙 瓔 珞 若 人 欲 求 世 間 之 樂 及 無 上 
X60n1129_002:0688b07	樂。應當樂施。智者當觀生死無邊。受樂亦爾。是故應	樂 應 當 樂 施 智 者 當 觀 生 死 無 邊 受 樂 亦 爾 是 故 應 
X60n1129_002:0688b08	為斷生死施。不求受樂。復作是觀。雖復富有四天下	為 斷 生 死 施 不 求 受 樂 復 作 是 觀 雖 復 富 有 四 天 下 
X60n1129_002:0688b09	地。受無量樂。猶不知足。是故我應。為無上樂。而行布	地 受 無 量 樂 猶 不 知 足 是 故 我 應 為 無 上 樂 而 行 布 
X60n1129_002:0688b10	施。不為人天。何以故。無常故。有邊故(無上樂。即無上涅槃樂)。善	施 不 為 人 天 何 以 故 無 常 故 有 邊 故 無 上 樂 即 無 上 涅 槃 樂 善 
X60n1129_002:0688b11	男子。施物已。兼化眾生。云何教化。見貧窮者。先當語	男 子 施 物 已 兼 化 眾 生 云 何 教 化 見 貧 窮 者 先 當 語 
X60n1129_002:0688b12	言。汝歸能依三寶不。受齋戒不。若言能者。先受三歸。	言 汝 歸 能 依 三 寶 不 受 齋 戒 不 若 言 能 者 先 受 三 歸 
X60n1129_002:0688b13	及以齋戒。後則施物。若言不能。復應語言。若不能者。	及 以 齋 戒 後 則 施 物 若 言 不 能 復 應 語 言 若 不 能 者 
X60n1129_002:0688b14	汝能隨我說一切法無常無我。涅槃寂滅不。若言能	汝 能 隨 我 說 一 切 法 無 常 無 我 涅槃寂滅 不 若 言 能 
X60n1129_002:0688b15	者。當教已。便施。若能如是先教後施。名大施主。若以	者 當 教 已 便 施 若 能 如 是 先 教 後 施 名 大 施 主 若 以 
X60n1129_002:0688b16	衣施。得上妙色。若以食施。得無上力。若以燈施。得淨	衣 施 得 上 妙 色 若 以 食 施 得 無 上 力 若 以 燈 施 得 淨 
X60n1129_002:0688b17	妙眼。若以乘施。身受安樂。若以舍施。所須無乏。善男	妙 眼 若 以 乘 施 身 受 安 樂 若 以 舍 施 所 須 無 乏 善 男 
X60n1129_002:0688b18	子。智者施時。不為果報。何以故。定知此因。必得果故。	子 智 者 施 時 不 為 果 報 何 以 故 定 知 此 因 必 得 果 故 
X60n1129_002:0688b19	毗婆沙論云。若人一日一夜。持不殺戒。於未來世。決	毗 婆 沙 論 云 若 人 一 日 一 夜 持 不 殺 戒 於未來世 決 
X60n1129_002:0688b20	定不逢刀兵災起。若以一訶子。起殷淨心。奉施病僧。	定 不 逢 刀 兵 災 起 若 以 一 訶 子 起 殷 淨 心 奉 施 病 僧 
X60n1129_002:0688b21	於當來世。決定不逢疾疫災起。若一摶之食。起殷淨	於當來世 決 定 不 逢 疾 疫 災 起 若 一 摶 之 食 起 殷 淨 
X60n1129_002:0688b22	心。奉施僧眾。於當來世。決定不逢饑饉災起。是以尊	心 奉 施 僧 眾 於當來世 決 定 不 逢 饑 饉 災 起 是 以 尊 
X60n1129_002:0688b23	者薄拘羅。昔受一不殺生戒。得五不死報。施病比丘	者 薄 拘 羅 昔 受 一 不 殺 生 戒 得 五 不 死 報 施 病 比 丘 
X60n1129_002:0688b24	一訶梨勒果。九十一劫。天上人中。享福快樂。未嘗有	一 訶 梨 勒 果 九 十 一 劫 天 上 人 中 享 福 快 樂 未 嘗 有 
X60n1129_002:0688c01	病。今最後身出家。成阿羅漢。年百六十無疾。由施僧	病 今 最 後 身 出 家 成 阿 羅 漢 年 百 六 十 無 疾 由 施 僧 
X60n1129_002:0688c02	一果故。智度論云。一念中能行六波羅蜜。謂布施時。	一 果 故 智 度 論 云 一 念 中 能 行 六波羅蜜 謂 布 施 時 
X60n1129_002:0688c03	如法捨財。是檀波羅蜜。安住大善道中布施。不向二	如 法 捨 財 是 檀 波 羅 蜜 安 住 大 善 道 中 布 施 不 向 二 
X60n1129_002:0688c04	乘。是戒波羅蜜。慳等煩惱。及魔等來。不能動心。是忍	乘 是 戒 波 羅 蜜 慳 等 煩 惱 及 魔 等 來 不 能 動 心 是 忍 
X60n1129_002:0688c05	辱波羅蜜。布施不息。是精進波羅蜜。攝心不散。無疑	辱 波 羅 蜜 布 施 不 息 是 精進波羅蜜 攝 心 不 散 無 疑 
X60n1129_002:0688c06	無悔。是禪波羅蜜。與者受者。乃至財物。俱不可得。是	無 悔 是 禪 波 羅 蜜 與 者 受 者 乃 至 財 物 俱 不 可 得 是 
X60n1129_002:0688c07	般若波羅蜜(檀者。施也)。又云。施有三種。一財施。二法施。三	般 若 波 羅 蜜 檀 者 施 也 又 云 施 有 三 種 一 財 施 二 法 施 三 
X60n1129_002:0688c08	無畏施。持戒自檢。不侵一切眾生財物。是行財施。能	無 畏 施 持 戒 自 檢 不 侵 一 切 眾 生 財 物 是 行 財 施 能 
X60n1129_002:0688c09	種種說法。令其開悟。名為法施。眾生畏死。持戒不害。	種 種 說 法 令 其 開 悟 名 為 法 施 眾 生 畏 死 持 戒 不 害 
X60n1129_002:0688c10	名無畏施。大丈夫論云。財施者。除眾生身苦。法施者。	名 無 畏 施 大 丈 夫 論 云 財 施 者 除 眾 生 身 苦 法 施 者 
X60n1129_002:0688c11	除眾生心苦。財施者。為得身樂。法施者。為得心樂。財	除 眾 生 心 苦 財 施 者 為 得 身 樂 法 施 者 為 得 心 樂 財 
X60n1129_002:0688c12	施者。為眾生所愛。法施者。為世間所敬。未曾有經云。	施 者 為 眾 生 所 愛 法 施 者 為 世 間 所 敬 未曾有經 云 
X60n1129_002:0688c13	施食濟一日之命。施財物濟一世之乏。說法教化。能	施 食 濟 一 日 之 命 施 財 物 濟 一 世 之 乏 說 法 教 化 能 
X60n1129_002:0688c14	令眾生出世間道。法苑云。若以紙墨令人書寫。若自	令 眾 生 出 世 間 道 法 苑 云 若 以 紙 墨 令 人 書 寫 若 自 
X60n1129_002:0688c15	書寫如來正典。然後施人。令得讀誦。是名法施。如是	書 寫 如 來 正 典 然 後 施 人 令 得 讀 誦 是 名 法 施 如 是 
X60n1129_002:0688c16	施者。未來世中。得成上色。壽命延長。多饒財寶。身得	施 者 未 來 世 中 得 成 上 色 壽 命 延 長 多 饒 財 寶 身 得 
X60n1129_002:0688c17	大力安樂。獲無礙辯。信心明了。故知法施殊勝。過於	大 力 安 樂 獲 無 礙 辯 信 心 明 了 故 知 法 施 殊 勝 過 於 
X60n1129_002:0688c18	財施。若聞法施過於財施。愚人不解。即便秘財唯樂	財 施 若 聞 法 施 過 於 財 施 愚 人 不 解 即 便 秘 財 唯 樂 
X60n1129_002:0688c19	讀經。若如是者。不如有人解心。布施一錢。勝如迷心	讀 經 若 如 是 者 不 如 有 人 解 心 布 施 一 錢 勝 如 迷 心 
X60n1129_002:0688c20	讀經百千萬卷。是故如來設教。意存解行。雙行方成	讀 經 百 千 萬 卷 是 故 如 來 設 教 意 存 解 行 雙 行 方 成 
X60n1129_002:0688c21	佛果。阿毗曇甘露味經云。若施畜生。受百世報。若施	佛 果 阿 毗 曇 甘 露 味 經 云 若 施 畜 生 受 百 世 報 若 施 
X60n1129_002:0688c22	不善人。受千世報。若施善人。受千萬世報。若施離欲	不 善 人 受 千 世 報 若 施 善 人 受 千 萬 世 報 若 施 離 欲 
X60n1129_002:0688c23	凡夫。受千萬億世報。若施得道人。得無數世報。若施	凡 夫 受 千 萬 億 世 報 若 施 得 道 人 得 無 數 世 報 若 施 
X60n1129_002:0688c24	佛。得至涅槃。僧伽吒經云。大眾白佛言。世尊。一佛福	佛 得 至 涅 槃 僧 伽 吒 經 云 大 眾 白 佛 言 世 尊 一 佛 福 
X60n1129_002:0689a01	德。有幾量耶。佛言。譬如大地微塵。如恒河沙等眾生。	德 有 幾 量 耶 佛 言 譬 如 大地微塵 如 恒 河 沙 等 眾 生 
X60n1129_002:0689a02	悉成十地菩薩。如是一切十地菩薩。所有功德。不如	悉 成 十地菩薩 如是一切 十地菩薩 所 有 功 德 不 如 
X60n1129_002:0689a03	一佛功德之力。優婆塞戒經云。若優婆塞。常能至寺。	一 佛 功 德 之 力 優婆塞戒 經 云 若 優 婆 塞 常 能 至 寺 
X60n1129_002:0689a04	親近諸比丘等。諮問法味。至心聽受。憶念不忘。能分	親 近 諸 比 丘 等 諮 問 法 味 至 心 聽 受 憶 念 不 忘 能 分 
X60n1129_002:0689a05	別義。轉化眾生。是名優婆塞。自利利他。若不能習學。	別 義 轉 化 眾 生 是 名 優 婆 塞 自利利他 若 不 能 習 學 
X60n1129_002:0689a06	如是所說。輕慢比丘。為求過失。而往聽法。無信敬心。	如是所說 輕 慢 比 丘 為 求 過 失 而 往 聽 法 無 信 敬 心 
X60n1129_002:0689a07	奉事外道。見其功德。深信日月。五星諸宿。是優婆塞。	奉 事 外 道 見 其 功 德 深 信 日 月 五 星 諸 宿 是 優 婆 塞 
X60n1129_002:0689a08	不名堅固。如法住也。若人為護舍宅身命。齋祀諸神。	不 名 堅 固 如 法 住 也 若 人 為 護 舍 宅 身 命 齋 祀 諸 神 
X60n1129_002:0689a09	是人不名失歸依法。若人至心信其能救一切怖畏。	是 人 不 名 失 歸 依 法 若 人 至 心 信 其 能 救 一 切 怖 畏 
X60n1129_002:0689a10	禮拜外道。是人即失三歸依法。若聞諸天有曾見佛。	禮 拜 外 道 是 人 即 失 三 歸 依 法 若 聞 諸 天 有 曾 見 佛 
X60n1129_002:0689a11	功德勝己。禮拜供養。是人不失歸依之法。或時禮拜	功 德 勝 己 禮拜供養 是 人 不 失 歸 依 之 法 或 時 禮 拜 
X60n1129_002:0689a12	天王。應如禮拜世間諸王。長者。貴人。耆舊。有德之人。	天 王 應 如 禮 拜 世 間 諸 王 長 者 貴 人 耆 舊 有德之人 
X60n1129_002:0689a13	雖復禮拜。所說邪見法。慎無受之。供養天時。當起慈	雖 復 禮 拜 所 說 邪 見 法 慎 無 受 之 供 養 天 時 當 起 慈 
X60n1129_002:0689a14	心。為護身命。財物國土。人民恐怖。所說邪見。何故不	心 為 護 身 命 財 物 國 土 人 民 恐 怖 所 說 邪 見 何 故 不 
X60n1129_002:0689a15	受。智者應觀外道所說云。一切世間萬物。皆是自在	受 智 者 應 觀 外 道 所 說 云 一切世間 萬 物 皆 是 自 在 
X60n1129_002:0689a16	天之所作。若是天所作者。我今何故修是善業。而一	天 之 所 作 若 是 天 所 作 者 我 今 何 故 修 是 善 業 而 一 
X60n1129_002:0689a17	切眾生作善惡業。以是業緣。自受果報。復說一切萬	切 眾 生 作 善 惡 業 以 是 業 緣 自 受 果 報 復 說 一 切 萬 
X60n1129_002:0689a18	物。時節星宿。是自在天作。如是邪說。我云何受。智者	物 時 節 星 宿 是 自 在 天 作 如 是 邪 說 我 云 何 受 智 者 
X60n1129_002:0689a19	了了。知是業果。云何說言。時節星宿。自在天作耶。以	了 了 知 是 業 果 云 何 說 言 時 節 星 宿 自 在 天 作 耶 以 
X60n1129_002:0689a20	是因緣。智者不受外道邪錯之說。善男子。一切眾生。	是 因 緣 智 者 不 受 外 道 邪 錯 之 說 善 男 子 一 切 眾 生 
X60n1129_002:0689a21	隨於業行。若修正見。受於安樂。修邪見者。受大苦惱。	隨 於 業 行 若 修 正 見 受 於 安 樂 修 邪 見 者 受 大 苦 惱 
X60n1129_002:0689a22	因修善業。得大自在。得自在已。眾生親近。復為宣說	因 修 善 業 得 大 自 在 得 自 在 已 眾 生 親 近 復 為 宣 說 
X60n1129_002:0689a23	善業因緣。善業因緣。故得自在。一切眾生。皆由修善	善 業 因 緣 善 業 因 緣 故 得 自 在 一 切 眾 生 皆 由 修 善 
X60n1129_002:0689a24	業因緣故。得受安樂。非年宿也。順正理論云。諸天神	業 因 緣 故 得 受 安 樂 非 年 宿 也 順 正 理 論 云 諸 天 神 
X60n1129_002:0689b01	眾。於近事邊。無敢希求禮敬。如國君主。於比丘定無	眾 於 近 事 邊 無 敢 希 求 禮 敬 如 國 君 主 於 比 丘 定 無 
X60n1129_002:0689b02	希求禮敬。懼損功德。及壽命故。如契經說。北方天王。	希 求 禮 敬 懼 損 功 德 及 壽 命 故 如 契 經 說 北 方 天 王 
X60n1129_002:0689b03	請大目連。舍利弗等。五百聖僧。至自宮中。設供養已。	請 大 目 連 舍 利 弗 等 五 百 聖 僧 至 自 宮 中 設 供 養 已 
X60n1129_002:0689b04	請施頌願。復請曰。從今後。諸出家者。及在家近事等。	請 施 頌 願 復 請 曰 從 今 後 諸 出 家 者 及 在 家 近 事 等 
X60n1129_002:0689b05	至我廟中。一切皆應施我頌願。我等眷屬。亦從今時。	至 我 廟 中 一 切 皆 應 施 我 頌 願 我 等 眷 屬 亦 從 今 時 
X60n1129_002:0689b06	專誠護持正法。令佛出家在家弟子。於一切時。恒無	專 誠 護持正法 令 佛 出 家 在 家 弟 子 於一切時 恒 無 
X60n1129_002:0689b07	惱害。時尊者許其請所徧。告一切出家在家受佛戒	惱 害 時 尊 者 許 其 請 所 徧 告 一 切 出 家 在 家 受 佛 戒 
X60n1129_002:0689b08	者。至天廟中。皆應如法施天頌願。然未曾有令合掌	者 至 天 廟 中 皆 應 如 法 施 天 頌 願 然 未 曾 有 令 合 掌 
X60n1129_002:0689b09	敬禮。若近事樂禮天神。便與外道等無差別。愛樂邪	敬 禮 若 近 事 樂 禮 天 神 便 與 外 道 等 無 差 別 愛 樂 邪 
X60n1129_002:0689b10	徒。所作業故。由此方便。習近邪師。墮惡趣因。漸堅增	徒 所 作 業 故 由 此 方 便 習 近 邪 師 墮 惡 趣 因 漸 堅 增 
X60n1129_002:0689b11	盛。從此展轉。乃至多生。亦樂如是邪行。又若近事。禮	盛 從 此 展 轉 乃 至 多 生 亦 樂 如 是 邪 行 又 若 近 事 禮 
X60n1129_002:0689b12	敬天神。引多眾生。作大衰損。彼事天者。皆作是言。近	敬 天 神 引 多 眾 生 作 大 衰 損 彼 事 天 者 皆 作 是 言 近 
X60n1129_002:0689b13	事深閑佛教。今來禮敬我所事天。必於天神有懷敬	事 深 閑 佛 教 今 來 禮 敬 我 所 事 天 必 於 天 神 有 懷 敬 
X60n1129_002:0689b14	信。善哉。我等無倒歸依。又世間諸樂正理者。推尋佛	信 善 哉 我 等 無 倒 歸 依 又 世 間 諸 樂 正 理 者 推 尋 佛 
