X60n1120_001:0334a03	 序言	 序 言 
X60n1120_002:0381a01	蟲。日去升餘。燥痛煩毒。晝夜號呌。常聞空中語云。壞	蟲 日 去 升 餘 燥 痛 煩 毒 晝 夜 號 呌 常 聞 空 中 語 云 壞 
X60n1120_002:0381a02	經為衣。得此劇報。旬餘而死。	經 為 衣 得 此 劇 報 旬 餘 而 死 
X60n1120_002:0381a03	不得與年少沙彌結友。	不 得 與 年 少 沙 彌 結 友 
X60n1120_002:0381a04	【箋】戒品纔登初地。禪道所以立身。切莫狎近惡少。戲	 箋 戒 品 纔 登 初 地 禪 道 所 以 立 身 切 莫 狎 近 惡 少 戲 
X60n1120_002:0381a05	論三五成羣。流蕩放逸無反。向後不要做人。從上英	論 三 五 成 羣 流 蕩 放 逸 無 反 向 後 不 要 做 人 從 上 英 
X60n1120_002:0381a06	賢知識。皆依尊宿諮詢。機緣啐啄相契。禪律一句主	賢 知 識 皆 依 尊 宿 諮 詢 機 緣 啐 啄 相 契 禪 律 一 句 主 
X60n1120_002:0381a07	賓。十方菩薩作伴。千古聖賢為親。四恩以此總報。不	賓 十 方 菩 薩 作 伴 千 古 聖 賢 為 親 四 恩 以 此 總 報 不 
X60n1120_002:0381a08	負出家之因。	負 出 家 之 因 
X60n1120_002:0381a09	不得三衣苟簡。	不 得 三 衣 苟 簡 
X60n1120_002:0381a10	【箋】三衣者。三聚戒之標幟。即吾人之頭目身體手足。	 箋 三 衣 者 三 聚 戒 之 標 幟 即 吾 人 之 頭 目 身 體 手 足 
X60n1120_002:0381a11	人缺一。不名全人。戒缺一。不名全戒。故律云。若借。若	人 缺 一 不 名 全 人 戒 缺 一 不 名 全 戒 故 律 云 若 借 若 
X60n1120_002:0381a12	無。並名非法。亦猶吾人之頭目等。不可假借於人也。	無 並 名 非 法 亦 猶 吾 人 之 頭 目 等 不 可 假 借 於 人 也 
X60n1120_002:0381a13	此三衣。均名解脫福田。而品制階級。宛爾不同。其原	此 三 衣 均 名 解 脫 福 田 而 品 制 階 級 宛 爾 不 同 其 原 
X60n1120_002:0381a14	出鬀髮篇。善見論偈。善哉解脫服。無相福田衣。奉披	出 鬀 髮 篇 善 見 論 偈 善 哉 解 脫 服 無 相 福 田 衣 奉 披 
X60n1120_002:0381a15	如戒行。廣度諸眾生。	如 戒 行 廣 度 諸 眾 生 
X60n1120_002:0381a16	不得多作衣服。	不 得 多 作 衣 服 
X60n1120_002:0381a17	【箋】寶訓。佛鑒曰。先師節儉。一鉢囊鞋袋。百裰千補。猶	 箋 寶 訓 佛 鑒 曰 先 師 節 儉 一 鉢 囊 鞋 袋 百 裰 千 補 猶 
X60n1120_002:0381a18	不忍棄置。常曰。此二物。相從出關。五十年矣。詎肯中	不 忍 棄 置 常 曰 此 二 物 相 從 出 關 五 十 年 矣 詎 肯 中 
X60n1120_002:0381a19	道棄置。有南泉悟上座。送褐布裰。自言得之海外。冬	道 棄 置 有 南 泉 悟 上 座 送 褐 布 裰 自 言 得 之 海 外 冬 
X60n1120_002:0381a20	服則溫。夏服則涼。先師曰。老僧寒則有柴炭紙衾。熱	服 則 溫 夏 服 則 涼 先 師 曰 老 僧 寒 則 有 柴 炭 紙 衾 熱 
X60n1120_002:0381a21	則有松風竹陰。蓄此奚為。終却之。宗門武庫。富鄭公。	則 有 松 風 竹 陰 蓄 此 奚 為 終 却 之 宗 門 武 庫 富 鄭 公 
X60n1120_002:0381a22	得旨於華嚴顒。公罷相居洛中。請顒住招提。顒臨境。	得 旨 於 華 嚴 顒 公 罷 相 居 洛 中 請 顒 住 招 提 顒 臨 境 
X60n1120_002:0381a23	鄭迓之。途遇司馬溫公。詢何往。鄭公實對。遂聯[金*麀]而	鄭 迓 之 途 遇 司 馬 溫 公 詢 何 往 鄭 公 實 對 遂 聯 [金麀] 而 
X60n1120_002:0381a24	出。候於郵亭。見數十擔過。溫逆問之。荷擔者應曰。新	出 候 於 郵 亭 見 數 十 擔 過 溫 逆 問 之 荷 擔 者 應 曰 新 
X60n1120_002:0381b01	招提和尚行李。溫公欲歸。鄭曰。華嚴即至。奚歸之。溫	招 提 和 尚 行 李 溫 公 欲 歸 鄭 曰 華 嚴 即 至 奚 歸 之 溫 
X60n1120_002:0381b02	曰。某見之矣。竟先馳歸。燈錄。真淨。在建康保寧舒王	曰 某 見 之 矣 竟 先 馳 歸 燈 錄 真 淨 在 建 康 保 寧 舒 王 
X60n1120_002:0381b03	齋嚫素縑。因問侍僧。此何物。曰紡絲羅。淨曰。何用。曰。	齋 嚫 素 縑 因 問 侍 僧 此 何 物 曰 紡 絲 羅 淨 曰 何 用 曰 
X60n1120_002:0381b04	堪做袈裟。淨指所衣伽黎曰。我尋常披此。見者亦不	堪 做 袈 裟 淨 指 所 衣 伽 黎 曰 我 尋 常 披 此 見 者 亦 不 
X60n1120_002:0381b05	嫌惡。即令送庫司。估賣供眾。其不事服飾如此。	嫌 惡 即 令 送 庫 司 估 賣 供 眾 其 不 事 服 飾 如 此 
X60n1120_002:0381b06	若有餘當捨。	若 有 餘 當 捨 
X60n1120_002:0381b07	【箋】有餘當捨者。謂去我之貪癡。念人之寒苦也。故道	 箋 有 餘 當 捨 者 謂 去 我 之 貪 癡 念 人 之 寒 苦 也 故 道 
X60n1120_002:0381b08	人不事華麗。破衲是甘。其視置盛服盈箱者。如癡奴	人 不 事 華 麗 破 衲 是 甘 其 視 置 盛 服 盈 箱 者 如 癡 奴 
X60n1120_002:0381b09	耳。世說。損有餘。補不足天之道　愚夫好華麗畜衣	耳 世 說 損 有 餘 補 不 足 天 之 道 愚 夫 好 華 麗 畜 衣 
X60n1120_002:0381b10	不知止。外道為苦行裸形竟無耻。應舍斯二邊。三衣	不 知 止 外 道 為 苦 行 裸 形 竟 無 耻 應 舍 斯 二 邊 三 衣 
X60n1120_002:0381b11	尊佛氏。	尊 佛 氏 
X60n1120_002:0381b12	不得辦精緻縧拂。玩器等。粧點江湖。取笑識者。	不 得 辦 精 緻 縧 拂 玩 器 等 粧 點 江 湖 取 笑 識 者 
X60n1120_002:0381b13	【箋】縧者。本華嚴束帶之偈。大悲把索之手。尊宿倣之	 箋 縧 者 本 華 嚴 束 帶 之 偈 大 悲 把 索 之 手 尊 宿 倣 之 
X60n1120_002:0381b14	為絛。大義束縛身心。不使放逸。今時色絲。爭妍鬬麗。	為 絛 大 義 束 縛 身 心 不 使 放 逸 今 時 色 絲 爭 妍 鬬 麗 
X60n1120_002:0381b15	殊失先聖之意也。拂者。自馬祖驀視繩床。百丈末後	殊 失 先 聖 之 意 也 拂 者 自 馬 祖 驀 視 繩 床 百 丈 末 後 
X60n1120_002:0381b16	三日耳聾。大非輕易。粧點江湖者。即四衢道中。粧相	三 日 耳 聾 大 非 輕 易 粧 點 江 湖 者 即 四 衢 道 中 粧 相 
X60n1120_002:0381b17	覓錢者也。凡人一經粧點。真氣即喪此輩無知。不必	覓 錢 者 也 凡 人 一 經 粧 點 真 氣 即 喪 此 輩 無 知 不 必 
X60n1120_002:0381b18	及齒。而有身荷法門。不重道德。不擇人品。惟勢利是	及 齒 而 有 身 荷 法 門 不 重 道 德 不 擇 人 品 惟 勢 利 是 
X60n1120_002:0381b19	圖。濫相付授。以至玷辱法門。無恐不作。罪將誰歸。續	圖 濫 相 付 授 以 至 玷 辱 法 門 無 恐 不 作 罪 將 誰 歸 續 
X60n1120_002:0381b20	燈。雲隱千瀨和尚。有扶宗顯正論。其剖柝邪正。訂定	燈 雲 隱 千 瀨 和 尚 有 扶 宗 顯 正 論 其 剖 柝 邪 正 訂 定 
X60n1120_002:0381b21	是非。極有可觀。但其中以宗師拈椎豎拂為談柄。引	是 非 極 有 可 觀 但 其 中 以 宗 師 拈 椎 豎 拂 為 談 柄 引 
X60n1120_002:0381b22	晉王衍。握玉麈尾。與手同色事為證。夫宗師拈椎豎	晉 王 衍 握 玉 麈 尾 與 手 同 色 事 為 證 夫 宗 師 拈 椎 豎 
X60n1120_002:0381b23	拂。乃激揚向上一著。豈細事耶。千灝以為談柄。非惟	拂 乃 激 揚 向 上 一 著 豈 細 事 耶 千 灝 以 為 談 柄 非 惟 
X60n1120_002:0381b24	失自家正眼。亦抑疑誤後人。	失 自 家 正 眼 亦 抑 疑 誤 後 人 
X60n1120_002:0381c01	不得著色服。及類俗人衣飾等。	不 得 著 色 服 及 類 俗 人 衣 飾 等 
X60n1120_002:0381c02	【箋】黃紅綠紫。艶色也。釋子宜壞色。以別緇素境色。青	 箋 黃 紅 綠 紫 艶 色 也 釋 子 宜 壞 色 以 別 緇 素 境 色 青 
X60n1120_002:0381c03	黑木蘭色也。	黑 木 蘭 色 也 
X60n1120_002:0381c04	不得不淨手搭衣。	不 得 不 淨 手 搭 衣 
X60n1120_002:0381c05	【箋】三衣。乃千佛列祖相傳之法服。若不淨手搭衣。即	 箋 三 衣 乃 千 佛 列 祖 相 傳 之 法 服 若 不 淨 手 搭 衣 即 
X60n1120_002:0381c06	慢千佛列祖之法道也。故制。	慢 千 佛 列 祖 之 法 道 也 故 制 
X60n1120_002:0381c07	凡上殿。須束縛褲襪。不得放意自便。	凡 上 殿 須 束 縛 褲 襪 不 得 放 意 自 便 
X60n1120_002:0381c08	【箋】大殿。乃諸聖雲集之所。當嚴潔而登。束縛者。恐下	 箋 大 殿 乃 諸 聖 雲 集 之 所 當 嚴 潔 而 登 束 縛 者 恐 下 
X60n1120_002:0381c09	身垢物。遺於佛地故。西域有裙無褲。裙。譯為內衣。此	身 垢 物 遺 於 佛 地 故 西 域 有 裙 無 褲 裙 譯 為 內 衣 此 
X60n1120_002:0381c10	條不關佛制。雲棲為避土俗。故從之燈錄。雲居膺。令	條 不 關 佛 制 雲 棲 為 避 土 俗 故 從 之 燈 錄 雲 居 膺 令 
X60n1120_002:0381c11	侍者送褲與住菴道者。者曰。自有娘生褲在。不受。師	侍 者 送 褲 與 住 菴 道 者 者 曰 自 有 娘 生 褲 在 不 受 師 
X60n1120_002:0381c12	再令侍者問。娘未生時。著個甚麼。者無語。後遷化。有	再 令 侍 者 問 娘 未 生 時 著 個 甚 麼 者 無 語 後 遷 化 有 
X60n1120_002:0381c13	舍利。師曰。直饒得八斛四斗。不如當時下得一轉語	舍 利 師 曰 直 饒 得 八 斛 四 斗 不 如 當 時 下 得 一 轉 語 
X60n1120_002:0381c14	好。	好 
X60n1120_002:0381c15	不得閑走。	不 得 閑 走 
X60n1120_002:0381c16	【箋】聖賢學問。做不盡底。無有閑底時節。直饒造到大	 箋 聖 賢 學 問 做 不 盡 底 無 有 閑 底 時 節 直 饒 造 到 大 
X60n1120_002:0381c17	智閑閑。猶有智在。易曰。閑邪存其誠。非徒閑也。猶有	智 閑 閑 猶 有 智 在 易 曰 閑 邪 存 其 誠 非 徒 閑 也 猶 有 
X60n1120_002:0381c18	誠在。吾人方處於學地。一生須將個閑字閑却。孜孜	誠 在 吾 人 方 處 於 學 地 一 生 須 將 個 閑 字 閑 却 孜 孜 
X60n1120_002:0381c19	以禪律為心。庶不負父母師長恩也。古德云。閑時不	以 禪 律 為 心 庶 不 負 父 母 師 長 恩 也 古 德 云 閑 時 不 
X60n1120_002:0381c20	至落空。忙時不至逐物。不落空。不逐物。且道是什麼	至 落 空 忙 時 不 至 逐 物 不 落 空 不 逐 物 且 道 是 什 麼 
X60n1120_002:0381c21	人境界。	人 境 界 
X60n1120_002:0381c22	不得多言。	不 得 多 言 
X60n1120_002:0381c23	【箋】寶訓。雪堂曰。學者不知道之所向。則尋師友以參	 箋 寶 訓 雪 堂 曰 學 者 不 知 道 之 所 向 則 尋 師 友 以 參 
X60n1120_002:0381c24	之。雪堂仁慈忠恕。尊賢敬能。戲笑俚言。罕出於口。道	之 雪 堂 仁 慈 忠 恕 尊 賢 敬 能 戲 笑 俚 言 罕 出 於 口 道 
X60n1120_002:0382a01	德經。多言數窮。不如守中。易。吉人之辭寡。躁人之辭	德 經 多 言 數 窮 不 如 守 中 易 吉 人 之 辭 寡 躁 人 之 辭 
X60n1120_002:0382a02	多。	多 
X60n1120_002:0382a03	不得坐視大眾勞務。避懶偷安。	不 得 坐 視 大 眾 勞 務 避 懶 偷 安 
X60n1120_002:0382a04	【箋】所食既均。所務亦均。庶不愧百丈。一日不作。一日	 箋 所 食 既 均 所 務 亦 均 庶 不 愧 百 丈 一 日 不 作 一 日 
X60n1120_002:0382a05	不食也。五燈。楊岐曰。上下偷安。為法門大患。◎圓照	不 食 也 五 燈 楊 岐 曰 上 下 偷 安 為 法 門 大 患 圓 照 
X60n1120_002:0382a06	本。天資粹美。無緣飾。依天衣懷。弊衣。身操井臼。與爨。	本 天 資 粹 美 無 緣 飾 依 天 衣 懷 弊 衣 身 操 井 臼 與 爨 
X60n1120_002:0382a07	晝則驅馳僧事。夜則坐禪。精勤苦刻。略不少怠。或曰。	晝 則 驅 馳 僧 事 夜 則 坐 禪 精 勤 苦 刻 略 不 少 怠 或 曰 
X60n1120_002:0382a08	頭陀荷眾良勞。本曰。若捨一法。不名滿足菩提。欲此	頭 陀 荷 眾 良 勞 本 曰 若 捨 一 法 不 名 滿 足 菩 提 欲 此 
X60n1120_002:0382a09	身證。敢言勞乎。	身 證 敢 言 勞 乎 
X60n1120_002:0382a10	不得私取招提竹木花菓蔬菜。一切飲食。及一切器	不 得 私 取 招 提 竹 木 花 菓 蔬 菜 一 切 飲 食 及 一 切 器 
X60n1120_002:0382a11	物等。	物 等 
X60n1120_002:0382a12	【箋】招提。四方物。即常住物也。一切。非一種也。言一竹。	 箋 招 提 四 方 物 即 常 住 物 也 一 切 非 一 種 也 言 一 竹 
X60n1120_002:0382a13	一木。一花。一菓。皆是大眾之物。私取即盜也。	一 木 一 花 一 菓 皆 是 大 眾 之 物 私 取 即 盜 也 
X60n1120_002:0382a14	不得談說朝廷公府。政事得失。及白衣家長短好惡。	不 得 談 說 朝 廷 公 府 政 事 得 失 及 白 衣 家 長 短 好 惡 
X60n1120_002:0382a15	【箋】箴規。山行水次。戒護開談。張口如弓。發言如箭。雌	 箋 箴 規 山 行 水 次 戒 護 開 談 張 口 如 弓 發 言 如 箭 雌 
X60n1120_002:0382a16	黃世事。品藻他人。訝食說錢。呵風罵雨。墻壁有耳。法	黃 世 事 品 藻 他 人 訝 食 說 錢 呵 風 罵 雨 墻 壁 有 耳 法 
X60n1120_002:0382a17	令無親。忽然虎口遭傷。始見鋒頭太露。竊議朝廷政	令 無 親 忽 然 虎 口 遭 傷 始 見 鋒 頭 太 露 竊 議 朝 廷 政 
X60n1120_002:0382a18	事。私平公府客寮。講國土之凶豐。論風俗之美惡。以	事 私 平 公 府 客 寮 講 國 土 之 凶 豐 論 風 俗 之 美 惡 以 
X60n1120_002:0382a19	至工商細務。市井閑談。邊鄙兵戈。中原宼賊。文章伎	至 工 商 細 務 市 井 閑 談 邊 鄙 兵 戈 中 原 宼 賊 文 章 伎 
X60n1120_002:0382a20	藝。衣食貨財。既乖福業。無益道心。如此游言。並傷實	藝 衣 食 貨 財 既 乖 福 業 無 益 道 心 如 此 游 言 並 傷 實 
X60n1120_002:0382a21	德。坐消信施。仰愧龍天。	德 坐 消 信 施 仰 愧 龍 天 
X60n1120_002:0382a22	凡自稱。當舉二字法名。不得云我。及小僧。	凡 自 稱 當 舉 二 字 法 名 不 得 云 我 及 小 僧 
X60n1120_002:0382a23	【箋】凡應對云我。無乃太慢。應小僧無乃太卑。稱二字	 箋 凡 應 對 云 我 無 乃 太 慢 應 小 僧 無 乃 太 卑 稱 二 字 
X60n1120_002:0382a24	法名。庶幾謙恭有禮。凡有出家者。本師當觀其根氣	法 名 庶 幾 謙 恭 有 禮 凡 有 出 家 者 本 師 當 觀 其 根 氣 
X60n1120_002:0382b01	優劣。然後立名。一名一字。乃最初開導之法語。令其	優 劣 然 後 立 名 一 名 一 字 乃 最 初 開 導 之 法 語 令 其 
X60n1120_002:0382b02	一生。顧名思議。今之取名字者。不知說法之式。受名	一 生 顧 名 思 議 今 之 取 名 字 者 不 知 說 法 之 式 受 名 
X60n1120_002:0382b03	字者。亦不知得法之用。所以去古遠矣。燈錄。象耳山	字 者 亦 不 知 得 法 之 用 所 以 去 古 遠 矣 燈 錄 象 耳 山 
X60n1120_002:0382b04	圓覺。郡守填牒。誤作袁。以師俗姓袁。戲謂曰。一字名	圓 覺 郡 守 填 牒 誤 作 袁 以 師 俗 姓 袁 戲 謂 曰 一 字 名 
X60n1120_002:0382b05	可。師曰一字已多。守異之。雲居顯注。凡自稱皆當用	可 師 曰 一 字 已 多 守 異 之 雲 居 顯 注 凡 自 稱 皆 當 用 
X60n1120_002:0382b06	法名。書本中有刻某甲者。乃因不知前人何名。虗懸	法 名 書 本 中 有 刻 某 甲 者 乃 因 不 知 前 人 何 名 虗 懸 
X60n1120_002:0382b07	二字。今現有法名。見人輒自稱某甲。大為非禮。正鋒	二 字 今 現 有 法 名 見 人 輒 自 稱 某 甲 大 為 非 禮 正 鋒 
X60n1120_002:0382b08	錄。時有行者。相從幾年。尚不與安名。凡有所使令。則	錄 時 有 行 者 相 從 幾 年 尚 不 與 安 名 凡 有 所 使 令 則 
X60n1120_002:0382b09	以眉目視之。行者即如其事為之。僧問師。行者何名。	以 眉 目 視 之 行 者 即 如 其 事 為 之 僧 問 師 行 者 何 名 
X60n1120_002:0382b10	師曰。我不敢涂污他。你道是何名。僧無語。	師 曰 我 不 敢 涂 污 他 你 道 是 何 名 僧 無 語 
X60n1120_002:0382b11	不得因小事爭執。若大事難忍者。亦須心平氣和。以	不 得 因 小 事 爭 執 若 大 事 難 忍 者 亦 須 心 平 氣 和 以 
X60n1120_002:0382b12	理論辯。不可則辭而去動氣發麤。即非好僧也。	理 論 辯 不 可 則 辭 而 去 動 氣 發 麤 即 非 好 僧 也 
X60n1120_002:0382b13	【箋】處眾日久。言語酬酢。豈無悞處。彼或非言橫加。只	 箋 處 眾 日 久 言 語 酬 酢 豈 無 悞 處 彼 或 非 言 橫 加 只 
X60n1120_002:0382b14	消一個忍字。恬然自治。然忍之一字。說便容易。行之	消 一 個 忍 字 恬 然 自 治 然 忍 之 一 字 說 便 容 易 行 之 
X60n1120_002:0382b15	實難。須有大力量。方能降伏其心。若力量稍弱。不覺	實 難 須 有 大 力 量 方 能 降 伏 其 心 若 力 量 稍 弱 不 覺 
X60n1120_002:0382b16	被業風飄墮羅剎鬼國去也。寶訓。雪堂曰。學者氣勝	被 業 風 飄 墮 羅 剎 鬼 國 去 也 寶 訓 雪 堂 曰 學 者 氣 勝 
X60n1120_002:0382b17	志。則為小人。志勝氣。則為端人。氣與志齊。為得道賢	志 則 為 小 人 志 勝 氣 則 為 端 人 氣 與 志 齊 為 得 道 賢 
X60n1120_002:0382b18	聖。有人剛狠。不受規諫。氣使然也。端正之士。雖使為	聖 有 人 剛 狠 不 受 規 諫 氣 使 然 也 端 正 之 士 雖 使 為 
X60n1120_002:0382b19	不善。寧死不二。志使然也。◎靈源謂長靈卓和尚曰。	不 善 寧 死 不 二 志 使 然 也 靈 源 謂 長 靈 卓 和 尚 曰 
X60n1120_002:0382b20	道之行。固自有時。昔慈明放意於荊楚間。含恥忍詬。	道 之 行 固 自 有 時 昔 慈 明 放 意 於 荊 楚 間 含 恥 忍 詬 
X60n1120_002:0382b21	見者忽之。慈明笑而已。有問其故。慈曰。連城與瓦礫	見 者 忽 之 慈 明 笑 而 已 有 問 其 故 慈 曰 連 城 與 瓦 礫 
X60n1120_002:0382b22	相觸。予固知不勝矣。逮見神鼎後。聲播叢林。起臨濟	相 觸 予 固 知 不 勝 矣 逮 見 神 鼎 後 聲 播 叢 林 起 臨 濟 
X60n1120_002:0382b23	之道。嗟乎。道與時也。苟可強乎。金剛。我得無爭三昧。	之 道 嗟 乎 道 與 時 也 苟 可 強 乎 金 剛 我 得 無 爭 三 昧 
X60n1120_002:0382b24	人中最為第一。◎六度萬行。忍為第一。道德經。上善。	人 中 最 為 第 一 六 度 萬 行 忍 為 第 一 道 德 經 上 善 
X60n1120_002:0382c01	若水。水善利萬物而不爭。◎天之道。不爭而善勝。筆	若 水 水 善 利 萬 物 而 不 爭 天 之 道 不 爭 而 善 勝 筆 
X60n1120_002:0382c02	飡。有與人相爭者怒甚。奔訴王陽明先生。王曰。且去	飡 有 與 人 相 爭 者 怒 甚 奔 訴 王 陽 明 先 生 王 曰 且 去 
X60n1120_002:0382c03	待汝心平氣和。有好話與汝說。其人即去。涵養數日	待 汝 心 平 氣 和 有 好 話 與 汝 說 其 人 即 去 涵 養 數 日 
X60n1120_002:0382c04	復叩曰。吾心平氣和。願聞好話。王曰。心平氣和。便是	復 叩 曰 吾 心 平 氣 和 願 聞 好 話 王 曰 心 平 氣 和 便 是 
