T15n0625_001:0367b17	大樹緊那羅王所問經卷第一	大樹緊那羅王所問經 卷 第 一 
T15n0625_003:0380a19	　心常不染著諸色，　　導師作歸作救護；	 心 常 不 染 著 諸 色 導 師 作 歸 作 救 護 
T15n0625_003:0380a20	　無與尊等況有勝，　　妙音演說我頂禮。	 無 與 尊 等 況 有 勝 妙 音 演 說 我 頂 禮 
T15n0625_003:0380a21	　於利無利等無著，　　悉知一切諸世法；	 於 利 無 利 等 無 著 悉 知 一 切 諸 世 法 
T15n0625_003:0380a22	　墮愛網者令解脫，　　導師世尊我讚禮。	 墮 愛 網 者 令 解 脫 導 師 世 尊 我 讚 禮 
T15n0625_003:0380a23	　常調伏心住禪定，　　燒諸結使住十方；	 常 調 伏 心 住 禪 定 燒 諸 結 使 住 十 方 
T15n0625_003:0380a24	　演說法施非食施，　　無上福田我頂禮。	 演 說 法 施 非 食 施 無 上 福 田 我 頂 禮 
T15n0625_003:0380a25	　所說微妙具相好，　　棄捨遠離於左道；	 所 說 微 妙 具 相 好 棄 捨 遠 離 於 左 道 
T15n0625_003:0380a26	　語聲柔軟如雷音，　　稽首超過於三界。	 語 聲 柔 軟 如 雷 音 稽 首 超 過 於 三 界 
T15n0625_003:0380a27	　人尊已離燋熱惱，　　神通遊至無量土；	 人 尊 已 離 燋 熱 惱 神 通 遊 至 無 量 土 
T15n0625_003:0380a28	　造堅牢船度世間，　　我稽首禮讚如來！	 造 堅 牢 船 度 世 間 我 稽 首 禮 讚 如 來 
T15n0625_003:0380a29	　世尊演說信及進，　　度脫世間諸結礙；	 世 尊 演 說 信 及 進 度 脫 世 間 諸 結 礙 
T15n0625_003:0380b01	　聲聞所有六通行，　　離於六道稽首讚。	 聲 聞 所 有 六 通 行 離 於 六 道 稽 首 讚 
T15n0625_003:0380b02	　我今稽首金山色，　　稽首調伏寂定根；	 我 今 稽 首 金 山 色 稽 首 調 伏 寂 定 根 
T15n0625_003:0380b03	　我今稽首滿月面，　　稽首侍德人中上。	 我 今 稽 首 滿 月 面 稽 首 侍 德 人 中 上 
T15n0625_003:0380b04	　摧伏一切眾生結，　　超度四流難度河；	 摧 伏 一 切 眾 生 結 超 度 四 流 難 度 河 
T15n0625_003:0380b05	　我等今者歸命是，　　調根世尊我敬禮。	 我 等 今 者 歸 命 是 調 根 世 尊 我 敬 禮 
T15n0625_003:0380b06	　尊本世時大布施，　　施乞求者心歡喜；	 尊 本 世 時 大 布 施 施 乞 求 者 心 歡 喜 
T15n0625_003:0380b07	　最妙珍愛悉施他，　　健施善斷我頂禮。	 最 妙 珍 愛 悉 施 他 健 施 善 斷 我 頂 禮 
T15n0625_003:0380b08	　見諸癡慢醉眾生，　　善知是等所造因；	 見 諸 癡 慢 醉 眾 生 善 知 是 等 所 造 因 
T15n0625_003:0380b09	　得道最勝無有上，　　尊善導引安是處。	 得 道 最 勝 無 有 上 尊 善 導 引 安 是 處 
T15n0625_003:0380b10	　陰界本性常空寂，　　諸結無實虛偽有；	 陰 界 本 性 常 空 寂 諸 結 無 實 虛 偽 有 
T15n0625_003:0380b11	　導師斷世諸疑悔，　　時語世尊我讚禮。	 導 師 斷 世 諸 疑 悔 時 語 世 尊 我 讚 禮 
T15n0625_003:0380b12	　常住實法諸三昧，　　於法自在到彼岸；	 常 住 實 法 諸 三 昧 於 法 自 在 到 彼 岸 
T15n0625_003:0380b13	　智慧調御最無上，　　我稽首禮大商主。	 智 慧 調 御 最 無 上 我 稽 首 禮 大 商 主 
T15n0625_003:0380b14	　離於幻偽諸欺誑，　　大力降伏諸魔軍；	 離 於 幻 偽 諸 欺 誑 大 力 降 伏 諸 魔 軍 
T15n0625_003:0380b15	　明智善道人中上，　　猶大猛風無礙著。	 明 智 善 道 人 中 上 猶 大 猛 風 無 礙 著 
T15n0625_003:0380b16	　盡諸流底到彼岸，　　人尊寶藏無窮盡；	 盡 諸 流 底 到 彼 岸 人 尊 寶 藏 無 窮 盡 
T15n0625_003:0380b17	　如恒河沙諸如來！　　尊本行時常供養。	 如 恒 河 沙 諸 如 來 尊 本 行 時 常 供 養 
T15n0625_003:0380b18	　得於世中不動搖，　　離愛過患到彼岸；	 得 於 世 中 不 動 搖 離 愛 過 患 到 彼 岸 
T15n0625_003:0380b19	　親近諸佛住善處，　　是故敬禮人中上。	 親 近 諸 佛 住 善 處 是 故 敬 禮 人 中 上 
T15n0625_003:0380b20	　棄生老病死畏怖，　　憶念千億本生處；	 棄 生老病死 畏 怖 憶 念 千 億 本 生 處 
T15n0625_003:0380b21	　極大愛網甚可畏，　　慧日光照令枯乾。	 極 大 愛 網 甚 可 畏 慧 日 光 照 令 枯 乾 
T15n0625_003:0380b22	　導師獨覺悟諸法，　　手足輪有吉祥相；	 導 師 獨 覺 悟 諸 法 手 足 輪 有 吉 祥 相 
T15n0625_003:0380b23	　吉祥奉施柔軟草，　　吉祥世尊我頂禮。	 吉 祥 奉 施 柔 軟 草 吉 祥 世 尊 我 頂 禮 
T15n0625_003:0380b24	　自在超出陀羅尼，　　常以法施非財施；	 自 在 超 出 陀 羅 尼 常 以 法 施 非 財 施 
T15n0625_003:0380b25	　仁尊擊於大法鼓，　　法王世尊我讚禮。	 仁 尊 擊 於 大 法 鼓 法 王 世 尊 我 讚 禮 
T15n0625_003:0380b26	　從釋王種中出生，　　諸根常寂心亦寂；	 從 釋 王 種 中 出 生 諸 根 常 寂 心 亦 寂 
T15n0625_003:0380b27	　三有導師常寂滅，　　寂靜心者我讚禮。	 三 有 導 師 常 寂 滅 寂 靜 心 者 我 讚 禮 
T15n0625_003:0380b28	　魔王執持利劍來，　　及諸魔眾樹王下；	 魔 王 執 持 利 劍 來 及 諸 魔 眾 樹 王 下 
T15n0625_003:0380b29	　不能令尊一毛竪，　　不動如山稽首讚。	 不 能 令 尊 一 毛 竪 不 動 如 山 稽 首 讚 
T15n0625_003:0380c01	　人尊到彼精進岸，　　為諸眾生荷忍苦；	 人 尊 到 彼 精 進 岸 為 諸 眾 生 荷 忍 苦 
T15n0625_003:0380c02	　生死都盡不受有，　　說忍世尊我讚禮。	 生 死 都 盡 不 受 有 說 忍 世 尊 我 讚 禮 
T15n0625_003:0380c03	　得大勢力無傾動，　　善住無畏處非處；	 得 大 勢 力 無 傾 動 善 住 無 畏 處 非 處 
T15n0625_003:0380c04	　安無量眾住菩提，　　世尊善住我讚禮。	 安 無 量 眾 住 菩 提 世 尊 善 住 我 讚 禮 
T15n0625_003:0380c05	　知諸有為不堅牢，　　捨離眷屬行出家；	 知 諸 有 為 不 堅 牢 捨 離 眷 屬 行 出 家 
T15n0625_003:0380c06	　三有知最無有上，　　智到彼岸我讚禮。	 三 有 知 最 無 有 上 智到彼岸 我 讚 禮 
T15n0625_003:0380c07	　眾生苦惱無救護，　　以三寶法充足之；	 眾 生 苦 惱 無 救 護 以 三 寶 法 充 足 之 
T15n0625_003:0380c08	　安置住於無難道，　　實救世尊我頂禮。	 安 置 住 於 無 難 道 實 救 世 尊 我 頂 禮 
T15n0625_003:0380c09	　尊修智力知諸根，　　破壞惡魔諸軍眾；	 尊 修 智 力 知 諸 根 破 壞 惡 魔 諸 軍 眾 
T15n0625_003:0380c10	　所說音聲最尊妙，　　善修諸根我讚禮。	 所 說 音 聲 最 尊 妙 善 修 諸 根 我 讚 禮 
T15n0625_003:0380c11	　聽聞正法欲為根，　　復以此欲欲菩提；	 聽聞正法 欲 為 根 復 以 此 欲 欲 菩 提 
T15n0625_003:0380c12	　平等普陰不擇親，　　實覆世者我讚禮。	 平 等 普 陰 不 擇 親 實 覆 世 者 我 讚 禮 
T15n0625_003:0380c13	　善逝自覺了諸法，　　自轉無上聖法輪；	 善 逝 自 覺 了 諸 法 自 轉 無 上 聖 法 輪 
T15n0625_003:0380c14	　知諸行相猶如夢，　　令諸眾生識真實。」	 知 諸 行 相 猶 如 夢 令 諸 眾 生 識 真 實 
T15n0625_003:0380c15	爾時大樹緊那羅王諸夫人等偈讚佛已，白	爾 時 大 樹 緊 那 羅 王 諸 夫 人 等 偈 讚 佛 已 白 
T15n0625_003:0380c16	言：「世尊！我等皆發無上道心，終不以是女人	言 世 尊 我 等 皆 發 無上道心 終 不 以 是 女 人 
T15n0625_003:0380c17	之身成阿耨多羅三藐三菩提。善哉世尊！願	之 身 成 阿耨多羅三藐三菩提 善 哉 世 尊 願 
T15n0625_003:0380c18	為我等如應說法，令我等輩轉捨女身得男	為 我 等 如 應 說 法 令 我 等 輩 轉 捨 女 身 得 男 
T15n0625_003:0380c19	子身，疾成無上正真之道。」爾時世尊語緊那	子 身 疾 成 無 上 正 真 之 道 爾 時 世 尊 語 緊 那 
T15n0625_003:0380c20	羅王諸夫人等：「諸姊！諦聽善思念之，吾當演	羅 王 諸 夫 人 等 諸 姊 諦 聽 善思念之 吾 當 演 
T15n0625_003:0380c21	說轉捨女身成男子身，疾得無上正真之道。」	說 轉 捨 女 身 成 男 子 身 疾 得 無 上 正 真 之 道 
T15n0625_003:0380c22	「善哉世尊！受教而聽。」佛言：「諸姊！女人成就於	 善 哉 世 尊 受 教 而 聽 佛 言 諸 姊 女 人 成 就 於 
T15n0625_003:0380c23	一法行，捨女人形得男子身，疾得無上正真	一 法 行 捨 女 人 形 得 男 子 身 疾 得 無 上 正 真 
T15n0625_003:0380c24	之道。何等為一？謂菩提心。一切智心同為一	之 道 何 等 為 一 謂 菩 提 心 一切智心 同 為 一 
T15n0625_003:0380c25	心，一切三界最勝之心，不忘一切善根莊嚴。	心 一 切 三 界 最 勝 之 心 不 忘 一 切 善 根 莊 嚴 
T15n0625_003:0380c26	諸姊！是為女人成就一法，轉捨女身得男子	諸 姊 是 為 女 人 成 就 一 法 轉 捨 女 身 得 男 子 
T15n0625_003:0380c27	身，疾成無上正真之道。「復次諸姊！女人成就	身 疾 成 無 上 正 真 之 道 復 次 諸 姊 女 人 成 就 
T15n0625_003:0380c28	二法，轉捨女身得男子身，疾成無上正真之	二 法 轉 捨 女 身 得 男 子 身 疾 成 無 上 正 真 之 
T15n0625_003:0380c29	道。何等二？謂親近佛非事餘天，離於邪見。是	道 何 等 二 謂 親 近 佛 非 事 餘 天 離 於 邪 見 是 
T15n0625_003:0381a01	為二。轉捨女身乃至疾成無上正真之道。「復	為 二 轉 捨 女 身 乃 至 疾 成 無 上 正 真 之 道 復 
T15n0625_003:0381a02	次諸姊！女人成就三法，轉捨女身得成男子。	次 諸 姊 女 人 成 就 三 法 轉 捨 女 身 得 成 男 子 
T15n0625_003:0381a03	何等三？所謂身戒、口戒、意戒。是為三。「復次諸	何 等 三 所 謂 身 戒 口 戒 意 戒 是 為 三 復 次 諸 
T15n0625_003:0381a04	姊！女人成就四法，轉女人身得成男子。何等	姊 女 人 成 就 四 法 轉 女 人 身 得 成 男 子 何 等 
T15n0625_003:0381a05	四？謂無為心而行布施。不以詐偽修持於戒。	四 謂 無 為 心 而 行 布 施 不 以 詐 偽 修 持 於 戒 
T15n0625_003:0381a06	以恭敬意趣向賢聖。聽受正法。是為四。「復次	以 恭 敬 意 趣 向 賢 聖 聽受正法 是 為 四 復 次 
T15n0625_003:0381a07	諸姊！女人成就五法，轉女人身得成男子。何	諸 姊 女 人 成 就 五 法 轉 女 人 身 得 成 男 子 何 
T15n0625_003:0381a08	等五？謂愛法樂法。欲法聽法。既聞法已正	等 五 謂 愛 法 樂 法 欲 法 聽 法 既 聞 法 已 正 
T15n0625_003:0381a09	念觀察。穢厭女身。常喜欲得成男子身。是為	念 觀 察 穢 厭 女 身 常 喜 欲 得 成 男 子 身 是 為 
T15n0625_003:0381a10	五。「復次諸姊！女人成就六法，轉女人身得男	五 復 次 諸 姊 女 人 成 就 六 法 轉 女 人 身 得 男 
T15n0625_003:0381a11	子身。何等六？謂速疾柔軟。質直。無偽。無幻。無	子 身 何 等 六 謂 速 疾 柔 軟 質 直 無 偽 無 幻 無 
T15n0625_003:0381a12	詐。正直之心。是為六。「復次諸姊！女人成就七	詐 正 直 之 心 是 為 六 復 次 諸 姊 女 人 成 就 七 
T15n0625_003:0381a13	法，轉女人身得成男子。何等七？所謂念佛欲	法 轉 女 人 身 得 成 男 子 何 等 七 所 謂 念 佛 欲 
T15n0625_003:0381a14	得佛身故。常念正法欲得佛法故。常恒念僧	得 佛 身 故 常 念 正 法 欲 得 佛 法 故 常 恒 念 僧 
T15n0625_003:0381a15	自得僧故。常恒念戒誓願淨故。常恒念捨捨	自 得 僧 故 常 恒 念 戒 誓 願 淨 故 常 恒 念 捨 捨 
T15n0625_003:0381a16	諸煩惱故。常恒念天明了菩提心故。觀諸眾	諸 煩 惱 故 常 恒 念 天 明 了 菩 提 心 故 觀 諸 眾 
T15n0625_003:0381a17	生歡喜心故。是為七。「復次諸姊！女人成就八	生歡喜心 故 是 為 七 復 次 諸 姊 女 人 成 就 八 
T15n0625_003:0381a18	法轉女人身成男子身。何等八？不貪著食不	法 轉 女 人 身 成 男 子 身 何 等 八 不 貪 著 食 不 
T15n0625_003:0381a19	貪飲宴。不貪丈夫。不貪末香、塗香。不貪遊	貪 飲 宴 不 貪 丈 夫 不 貪 末 香 塗 香 不 貪 遊 
T15n0625_003:0381a20	觀園林。不貪戲笑。不貪歌音及諸伎樂。不貪	觀 園 林 不 貪 戲 笑 不 貪 歌 音 及 諸 伎 樂 不 貪 
T15n0625_003:0381a21	舞戲。不貪交酒會樂。是為八。「復次諸姊！女	舞 戲 不 貪 交 酒 會 樂 是 為 八 復 次 諸 姊 女 
T15n0625_003:0381a22	人成就九法，轉女人身得男子身。何等九？不	人 成 就 九 法 轉 女 人 身 得 男 子 身 何 等 九 不 
T15n0625_003:0381a23	說有我。不說有眾生。不說有壽命，及人丈夫。	說 有 我 不 說 有 眾 生 不 說 有 壽 命 及 人 丈 夫 
T15n0625_003:0381a24	不說斷見。不說常見。不著有見。不著無見。善	不 說 斷 見 不 說 常 見 不 著 有 見 不 著 無 見 善 
T15n0625_003:0381a25	解因緣法。是為九。「復次諸姊！女人成就十法，	解 因 緣 法 是 為 九 復 次 諸 姊 女 人 成 就 十 法 
T15n0625_003:0381a26	轉女人身得男子身，疾得阿耨多羅三藐三	轉 女 人 身 得 男 子 身 疾 得 阿 耨 多 羅 三 藐 三 
T15n0625_003:0381a27	菩提。何等十？於諸眾生修行慈心。於他財封	菩 提 何 等 十 於 諸 眾 生 修 行 慈 心 於 他 財 封 
T15n0625_003:0381a28	不生貪愛。不思念他男子之人。失命因緣終	不 生 貪 愛 不 思 念 他 男 子 之 人 失 命 因 緣 終 
T15n0625_003:0381a29	不妄語。不作兩舌。不麁惡語。不無義語。不起	不 妄 語 不 作 兩 舌 不 麁 惡 語 不 無 義 語 不 起 
T15n0625_003:0381b01	無明。不為瞋牽。有正直見依於業報。諸姊！	無 明 不 為 瞋 牽 有 正 直 見 依 於 業 報 諸 姊 
T15n0625_003:0381b02	是為女人成就十法轉女人身得男子身，疾	是 為 女 人 成 就 十 法 轉 女 人 身 得 男 子 身 疾 
T15n0625_003:0381b03	得阿耨多羅三藐三菩提。「復次諸姊！女人應	得阿耨多羅三藐三菩提 復 次 諸 姊 女 人 應 
T15n0625_003:0381b04	當觀察深法。觀色如水沫，不貪醉色；觀受	當 觀 察 深 法 觀 色 如 水 沫 不 貪 醉 色 觀 受 
T15n0625_003:0381b05	如泡，於樂受中不生貪著、於苦受中而不捨	如 泡 於 樂 受 中 不 生 貪 著 於 苦 受 中 而 不 捨 
T15n0625_003:0381b06	離、於不苦不樂受中不生癡結；觀想如焰，	離 於 不苦不樂受 中 不 生 癡 結 觀 想 如 焰 
T15n0625_003:0381b07	是中不起男想、女想；觀行如芭蕉，解知諸行	是 中 不 起 男 想 女 想 觀 行 如 芭 蕉 解 知 諸 行 
T15n0625_003:0381b08	無有堅實，如是觀已，不住諸法不起想著；	無 有 堅 實 如 是 觀 已 不 住 諸 法 不 起 想 著 
T15n0625_003:0381b09	觀識如幻，解知心識如幻人來。如是知已，於	觀 識 如 幻 解 知 心 識 如 幻 人 來 如 是 知 已 於 
T15n0625_003:0381b10	一切法都無所染。觀知此身地、水、火、風四大	一 切 法 都 無 所 染 觀 知 此 身 地 水 火 風 四 大 
T15n0625_003:0381b11	和合，諸大所成假名為身，猶如草木、牆壁瓦	和 合 諸 大 所 成 假 名 為 身 猶 如 草 木 牆 壁 瓦 
T15n0625_003:0381b12	礫。是身如影，無我、眾生，無命、無人、無有丈	礫 是 身 如 影 無 我 眾 生 無 命 無 人 無 有 丈 
T15n0625_003:0381b13	夫，因業所作而自迴轉，諸界妄想猶如空聚。	夫 因 業 所 作 而 自 迴 轉 諸 界 妄 想 猶 如 空 聚 
T15n0625_003:0381b14	如實觀眼唯是肉段其性空寂；如是正觀耳、	如 實 觀 眼 唯 是 肉 段 其 性 空 寂 如 是 正 觀 耳 
T15n0625_003:0381b15	鼻、舌、身、意性空寂，解身如鏡像，解知言說猶	鼻 舌 身 意 性 空 寂 解 身 如 鏡 像 解 知 言 說 猶 
T15n0625_003:0381b16	如響聲，觀心如幻。如是諸姊！女人觀察如	如 響 聲 觀 心 如 幻 如 是 諸 姊 女 人 觀 察 如 
T15n0625_003:0381b17	是諸法，速轉女身成男子身，疾得阿耨多羅	是 諸 法 速 轉 女 身 成 男 子 身 疾 得 阿 耨 多 羅 
T15n0625_003:0381b18	三藐三菩提。」是時大樹緊那羅王夫人、婇女，	三藐三菩提 是 時 大 樹 緊 那 羅 王 夫 人 婇 女 
T15n0625_003:0381b19	聞佛說此轉女身法，聞此法門歡喜踊躍得	聞 佛 說 此 轉 女 身 法 聞 此 法 門 歡喜踊躍 得 
T15n0625_003:0381b20	未曾有，頂禮佛足至心不起。是時世尊知緊	未 曾 有 頂禮佛足 至 心 不 起 是 時 世 尊 知 緊 
T15n0625_003:0381b21	那羅王諸夫人等心所念已，即便微笑。佛之	那 羅 王 諸 夫 人 等 心 所 念 已 即 便 微 笑 佛 之 
T15n0625_003:0381b22	常法，若微笑時，若干百千青、黃、赤、白、紅、紫等	常 法 若 微 笑 時 若 干 百 千 青 黃 赤 白 紅 紫 等 
T15n0625_003:0381b23	光從面門出，遍照無量無邊世界，上至梵世	光 從 面 門 出 遍 照 無量無邊 世 界 上 至 梵 世 
T15n0625_003:0381b24	蔽日月光，還來在於佛前而住，遶佛三匝從	蔽 日 月 光 還 來 在 於 佛 前 而 住 遶 佛 三 匝 從 
T15n0625_003:0381b25	頂上入。爾時大德阿難即從坐起正衣服，	頂 上 入 爾 時 大德阿難 即 從 坐 起 正 衣 服 
T15n0625_003:0381b26	偏袒右肩右膝著地，合掌向佛而說偈言：	偏袒右肩 右膝著地 合 掌 向 佛 而 說 偈 言 
T15n0625_003:0381b27	「我問無垢喜見面，　　我問無垢特威德，	 我 問 無 垢 喜 見 面 我 問 無 垢 特 威 德 
T15n0625_003:0381b28	　我問善能斷諸疑，　　為何緣故而見笑？	 我 問 善 能 斷 諸 疑 為 何 緣 故 而 見 笑 
T15n0625_003:0381b29	　我問持淨最妙色，　　我問能利益世間，	 我 問 持 淨 最 妙 色 我 問 能 利 益 世 間 
T15n0625_003:0381c01	　我問人天中最上，　　為哀念誰而現笑？	 我 問 人 天 中 最 上 為 哀 念 誰 而 現 笑 
