X86n1605_001:0495a07	 繼燈錄序	 繼 燈 錄 序 
X86n1605_004:0532c15	求曰。轟雷掣電奮全機。正是潛龍熟睡時。忽地夢回	求 曰 轟 雷 掣 電 奮 全 機 正 是 潛 龍 熟 睡 時 忽 地 夢 回 
X86n1605_004:0532c16	春恨斷。曉風吹雨過前谿。	春 恨 斷 曉 風 吹 雨 過 前 谿 
X86n1605_004:0532c17	徑山月禪師法嗣	徑 山 月 禪 師 法 嗣 
X86n1605_004:0532c18	南叟茙禪師甞頌婆生七子話曰。鄂渚渡頭窮鬼子。	南 叟 茙 禪 師 甞 頌 婆 生 七 子 話 曰 鄂 渚 渡 頭 窮 鬼 子 
X86n1605_004:0532c19	全機錯在扣舷時。何如別下一轉語。救取婆婆第七	全 機 錯 在 扣 舷 時 何 如 別 下 一 轉 語 救 取 婆 婆 第 七 
X86n1605_004:0532c20	兒。又頌魯祖面壁曰。日暖佳人刺綉遲。紫荊枝上囀	兒 又 頌 魯 祖 面 壁 曰 日 暖 佳 人 刺 綉 遲 紫 荊 枝 上 囀 
X86n1605_004:0532c21	黃鸝。欲知無限傷春意。盡在停針不語時。又頌僧問	黃 鸝 欲 知 無 限 傷 春 意 盡 在 停 針 不 語 時 又 頌 僧 問 
X86n1605_004:0532c22	趙州道人相見呈漆器曰。漱石泠泠古澗陰。喬松千	趙 州 道 人 相 見 呈 漆 器 曰 漱 石 泠 泠 古 澗 陰 喬 松 千 
X86n1605_004:0532c23	尺帶寒青。多應只看昂霄操。誰信根頭有茯苓。	尺 帶 寒 青 多 應 只 看 昂 霄 操 誰 信 根 頭 有 茯 苓 
X86n1605_004:0532c24	天池信禪師法嗣	天 池 信 禪 師 法 嗣 
X86n1605_004:0533a01	建寧府天寶山鐵關法樞禪師溫州平陽林氏子。年	建 寧 府 天 寶 山 鐵 關 法 樞 禪 師 溫 州 平 陽 林 氏 子 年 
X86n1605_004:0533a02	十七辭父母詣華藏禮竺西坦為師。受具後參中峯	十 七 辭 父 母 詣 華 藏 禮 竺 西 坦 為 師 受 具 後 參 中 峯 
X86n1605_004:0533a03	本及菴信俱不契。遂見元翁信于石門。教看三不是	本 及 菴 信 俱 不 契 遂 見 元 翁 信 于 石 門 教 看 三 不 是 
X86n1605_004:0533a04	話凡三載。一日齋後下床忽大悟。作頌曰。不是心佛	話 凡 三 載 一 日 齋 後 下 床 忽 大 悟 作 頌 曰 不 是 心 佛 
X86n1605_004:0533a05	物。拶出虗空骨。金色獅子兒。豈戀野狐窟。咄咄。即詣	物 拶 出 虗 空 骨 金 色 獅 子 兒 豈 戀 野 狐 窟 咄 咄 即 詣 
X86n1605_004:0533a06	方丈。翁問作麼。師曰南泉被我捉敗了也。翁曰不是	方 丈 翁 問 作 麼 師 曰 南 泉 被 我 捉 敗 了 也 翁 曰 不 是 
X86n1605_004:0533a07	心不是佛不是物是個甚麼。師曰牙齒一具骨。耳朵	心 不 是 佛 不 是 物 是 個 甚 麼 師 曰 牙 齒 一 具 骨 耳 朵 
X86n1605_004:0533a08	兩片皮。翁曰不是別道。師曰鶯啼燕語鵲噪鴉鳴。翁	兩 片 皮 翁 曰 不 是 別 道 師 曰 鶯 啼 燕 語 鵲 噪 鴉 鳴 翁 
X86n1605_004:0533a09	曰錯。師亦曰錯。翁曰南泉即今在什麼處。師便喝。翁	曰 錯 師 亦 曰 錯 翁 曰 南 泉 即 今 在 什 麼 處 師 便 喝 翁 
X86n1605_004:0533a10	曰離却者一喝南泉在什麼處。師拂袖而出。由是往	曰 離 却 者 一 喝 南 泉 在 什 麼 處 師 拂 袖 而 出 由 是 往 
X86n1605_004:0533a11	參江西諸尊宿凡四年。復歸石門。翁問南泉向何處	參 江 西 諸 尊 宿 凡 四 年 復 歸 石 門 翁 問 南 泉 向 何 處 
X86n1605_004:0533a12	去也。師曰。說甚南泉。釋迦老子來也。翁曰不是心不	去 也 師 曰 說 甚 南 泉 釋 迦 老 子 來 也 翁 曰 不 是 心 不 
X86n1605_004:0533a13	是佛不是物是如何。師曰劒去久矣。翁乃曰。諸佛妙	是 佛 不 是 物 是 如 何 師 曰 劒 去 久 矣 翁 乃 曰 諸 佛 妙 
X86n1605_004:0533a14	道。善自護持。遂留侍巾拂一十五載。盡得其末後大	道 善 自 護 持 遂 留 侍 巾 拂 一 十 五 載 盡 得 其 末 後 大 
X86n1605_004:0533a15	事。後南遊建州。郡將請主天寶。不數載遂成叢席。再	事 後 南 遊 建 州 郡 將 請 主 天 寶 不 數 載 遂 成 叢 席 再 
X86n1605_004:0533a16	住松溪之普載。開堂日師曰。當陽一句直截根源。把	住 松 溪 之 普 載 開 堂 日 師 曰 當 陽 一 句 直 截 根 源 把 
X86n1605_004:0533a17	住放行全機歷落。坐斷千聖頂[寧*頁]。鑿開衲僧眼睛。疾	住 放 行 全 機 歷 落 坐 斷 千 聖 頂 [寧頁] 鑿 開 衲 僧 眼 睛 疾 
X86n1605_004:0533a18	燄過鋒。奔流度刃。直得妙峰[跳兆+孛]跳慧海波騰。正恁麼	燄 過 鋒 奔 流 度 刃 直 得 妙 峰 [跳兆孛] 跳 慧 海 波 騰 正 恁 麼 
X86n1605_004:0533a19	時。開堂祝讚一句作麼生道。擊拂子曰。龍袖拂開全	時 開 堂 祝 讚 一 句 作 麼 生 道 擊 拂 子 曰 龍 袖 拂 開 全 
X86n1605_004:0533a20	體現。象王行處絕狐踪。上堂。弗弗弗。莫莫莫。錯錯錯。	體 現 象 王 行 處 絕 狐 踪 上 堂 弗 弗 弗 莫 莫 莫 錯 錯 錯 
X86n1605_004:0533a21	顧侍者曰。老僧舌頭在麼。遂下座。小參。金剛正印率	顧 侍 者 曰 老 僧 舌 頭 在 麼 遂 下 座 小 參 金 剛 正 印 率 
X86n1605_004:0533a22	土咸歸。佛祖鉗鎚人天罔措。階梯不立知解不存。德	土 咸 歸 佛 祖 鉗 鎚 人 天 罔 措 階 梯 不 立 知 解 不 存 德 
X86n1605_004:0533a23	山棒通上徹下。臨濟喝絕後光前。一明一切明。一用	山 棒 通 上 徹 下 臨 濟 喝 絕 後 光 前 一 明 一 切 明 一 用 
X86n1605_004:0533a24	一切用。大丈夫秉吹毛劒。懸肘後符。雙收雙放全殺	一 切 用 大 丈 夫 秉 吹 毛 劒 懸 肘 後 符 雙 收 雙 放 全 殺 
X86n1605_004:0533b01	全活。雖然。鶴有九臯難翥翼。馬無千里謾追風。三年	全 活 雖 然 鶴 有 九 臯 難 翥 翼 馬 無 千 里 謾 追 風 三 年 
X86n1605_004:0533b02	謝歸天寶。至元六年八月示疾。十三日作書別諸外	謝 歸 天 寶 至 元 六 年 八 月 示 疾 十 三 日 作 書 別 諸 外 
X86n1605_004:0533b03	護。十五日索浴畢書偈曰。本無來去。一句全提。紅霞	護 十 五 日 索 浴 畢 書 偈 曰 本 無 來 去 一 句 全 提 紅 霞 
X86n1605_004:0533b04	穿碧落。白日遶須彌。擲筆而逝。塔于本山。	穿 碧 落 白 日 遶 須 彌 擲 筆 而 逝 塔 于 本 山 
X86n1605_004:0533b05	蒙山異禪師法嗣	蒙 山 異 禪 師 法 嗣 
X86n1605_004:0533b06	鐵山瓊禪師參雪巖。巖曰有甚麼事。師曰門前好個	鐵 山 瓊 禪 師 參 雪 巖 巖 曰 有 甚 麼 事 師 曰 門 前 好 個 
X86n1605_004:0533b07	五鳳樓。巖連打二三十棒曰未在更去做工夫。以紙	五 鳳 樓 巖 連 打 二 三 十 棒 曰 未 在 更 去 做 工 夫 以 紙 
X86n1605_004:0533b08	求得法語曰。風吹林葉四窓虗明。獨坐一榻萬象鏡	求 得 法 語 曰 風 吹 林 葉 四 窓 虗 明 獨 坐 一 榻 萬 象 鏡 
X86n1605_004:0533b09	清。汝撑得鐵船來。載鐵山下得海。然後向汝道。一一	清 汝 撑 得 鐵 船 來 載 鐵 山 下 得 海 然 後 向 汝 道 一 一 
X86n1605_004:0533b10	現成猶是錯認定盤星。佛法如大海。前面洪濤際天	現 成 猶 是 錯 認 定 盤 星 佛 法 如 大 海 前 面 洪 濤 際 天 
X86n1605_004:0533b11	轉入轉深。偈曰。一拶虗空粉碎時。花開鐵樹散瓊枝。	轉 入 轉 深 偈 曰 一 拶 虗 空 粉 碎 時 花 開 鐵 樹 散 瓊 枝 
X86n1605_004:0533b12	紹隆佛種向上事。腦後依然欠一槌。偶頭痛欲煎藥。	紹 隆 佛 種 向 上 事 腦 後 依 然 欠 一 槌 偶 頭 痛 欲 煎 藥 
X86n1605_004:0533b13	手提瓶子遇見覺赤鼻曰。你須是如那吒太子。析肉	手 提 瓶 子 遇 見 覺 赤 鼻 曰 你 須 是 如 那 吒 太 子 析 肉 
X86n1605_004:0533b14	還母析骨還父。然後為父母說法始得。師忽然打破	還 母 析 骨 還 父 然 後 為 父 母 說 法 始 得 師 忽 然 打 破 
X86n1605_004:0533b15	疑團。偈曰。一莖草上現瓊樓。識破古今閑話頭。拈起	疑 團 偈 曰 一 莖 草 上 現 瓊 樓 識 破 古 今 閑 話 頭 拈 起 
X86n1605_004:0533b16	集雲峯頂月。人前拋作百花毬。值巖示寂。遂至東林。	集 雲 峯 頂 月 人 前 拋 作 百 花 毬 值 巖 示 寂 遂 至 東 林 
X86n1605_004:0533b17	因東林入室次舉問心不是佛智不是道作麼生道。	因 東 林 入 室 次 舉 問 心 不 是 佛 智 不 是 道 作 麼 生 道 
X86n1605_004:0533b18	師曰抱贓呌屈。曰不是心不是佛不是物是如何。師	師 曰 抱 贓 呌 屈 曰 不 是 心 不 是 佛 不 是 物 是 如 何 師 
X86n1605_004:0533b19	曰眉間迸出遼天鶻。後到蒙山。每遇入室。山只道欠	曰 眉 間 迸 出 遼 天 鶻 後 到 蒙 山 每 遇 入 室 山 只 道 欠 
X86n1605_004:0533b20	在。後於定中觸著欠字。於是身心豁然徹骨徹髓。走	在 後 於 定 中 觸 著 欠 字 於 是 身 心 豁 然 徹 骨 徹 髓 走 
X86n1605_004:0533b21	上方丈捉住山曰我少欠個什麼。山打三掌。師禮三	上 方 丈 捉 住 山 曰 我 少 欠 個 什 麼 山 打 三 掌 師 禮 三 
X86n1605_004:0533b22	拜。又曰。啞鐵山者著子幾年。今日方了。次年命首座。	拜 又 曰 啞 鐵 山 者 著 子 幾 年 今 日 方 了 次 年 命 首 座 
X86n1605_004:0533b23	冬至秉拂曰。冬在月頭。賣被買牛。冬在月尾。賣牛買	冬 至 秉 拂 曰 冬 在 月 頭 賣 被 買 牛 冬 在 月 尾 賣 牛 買 
X86n1605_004:0533b24	被。卓拄杖曰。者裏無頭無尾。中道齊休。行也休休。住	被 卓 拄 杖 曰 者 裏 無 頭 無 尾 中 道 齊 休 行 也 休 休 住 
X86n1605_004:0533c01	也休休。坐也休休。臥也休休。睡眼豁開。五雲現瑞。光	也 休 休 坐 也 休 休 臥 也 休 休 睡 眼 豁 開 五 雲 現 瑞 光 
X86n1605_004:0533c02	風霽月。無處不週。梅綻枯枝。古渡頭風前。時復暗香	風 霽 月 無 處 不 週 梅 綻 枯 枝 古 渡 頭 風 前 時 復 暗 香 
X86n1605_004:0533c03	浮。雖然到此。向上一路萬里崖州。何以見得。靠拄杖	浮 雖 然 到 此 向 上 一 路 萬 里 崖 州 何 以 見 得 靠 拄 杖 
X86n1605_004:0533c04	曰。休休。	曰 休 休 
X86n1605_004:0533c05	太湖寬禪師法嗣	太 湖 寬 禪 師 法 嗣 
X86n1605_004:0533c06	常州龍池一源永寧禪師淮東通州朱氏子。世為宦	常 州 龍 池 一 源 永 寧 禪 師 淮 東 通 州 朱 氏 子 世 為 宦 
X86n1605_004:0533c07	族。九歲懇求離俗。依利和州廣慧寺出家。寺乃州之	族 九 歲 懇 求 離 俗 依 利 和 州 廣 慧 寺 出 家 寺 乃 州 之 
X86n1605_004:0533c08	望剎。宋有淮海肇禪師說法度人。聲聞當時。前一夕	望 剎 宋 有 淮 海 肇 禪 師 說 法 度 人 聲 聞 當 時 前 一 夕 
X86n1605_004:0533c09	寺眾同夢迎淮海。次日而師至。識者異之。受具後遍	寺 眾 同 夢 迎 淮 海 次 日 而 師 至 識 者 異 之 受 具 後 遍 
X86n1605_004:0533c10	參諸老皆弗契。謁無用于太湖。用門庭高峻。師方入	參 諸 老 皆 弗 契 謁 無 用 于 太 湖 用 門 庭 高 峻 師 方 入 
X86n1605_004:0533c11	門即厲聲叱出。師作禮於門外合爪而立。久之乃許	門 即 厲 聲 叱 出 師 作 禮 於 門 外 合 爪 而 立 久 之 乃 許 
X86n1605_004:0533c12	入見。用問何處人。師曰通州。用曰淮海近日盈虗若	入 見 用 問 何 處 人 師 曰 通 州 用 曰 淮 海 近 日 盈 虗 若 
X86n1605_004:0533c13	何。師曰沃日滔天不存涓滴。用曰不著[火*曹]道。師曰請	何 師 曰 沃 日 滔 天 不 存 涓 滴 用 曰 不 著 [火曹] 道 師 曰 請 
X86n1605_004:0533c14	和尚道。用便喝。師退就禪室徹夜不寐。一日聞用舉	和 尚 道 用 便 喝 師 退 就 禪 室 徹 夜 不 寐 一 日 聞 用 舉 
X86n1605_004:0533c15	雲門一念不起語。聲未絕而有省。急趨入室。無用便	雲 門 一 念 不 起 語 聲 未 絕 而 有 省 急 趨 入 室 無 用 便 
X86n1605_004:0533c16	打。然知師已悟。令頌趙州狗子話。師立成曰。趙州狗	打 然 知 師 已 悟 令 頌 趙 州 狗 子 話 師 立 成 曰 趙 州 狗 
X86n1605_004:0533c17	子無佛性。萬象森羅齊乞命。無底籃子盛死蛇。多添	子 無 佛 性 萬 象 森 羅 齊 乞 命 無 底 籃 子 盛 死 蛇 多 添 
X86n1605_004:0533c18	少減無餘剩。用嗒然一笑。復舉證道偈問曰。掣電飛	少 減 無 餘 剩 用 嗒 然 一 笑 復 舉 證 道 偈 問 曰 掣 電 飛 
X86n1605_004:0533c19	來全身不顧。擬議之間聖凡無路。速道速道。師曰。火	來 全 身 不 顧 擬 議 之 間 聖 凡 無 路 速 道 速 道 師 曰 火 
X86n1605_004:0533c20	迸星飛有何擬議。覿面當機不是不是。用振威一喝。	迸 星 飛 有 何 擬 議 覿 面 當 機 不 是 不 是 用 振 威 一 喝 
X86n1605_004:0533c21	師曰喝作麼。用曰。東瓜山前吞扁擔。捉住清風剝了	師 曰 喝 作 麼 用 曰 東 瓜 山 前 吞 扁 擔 捉 住 清 風 剝 了 
X86n1605_004:0533c22	皮。師不覺通身汗下。亟五體投地曰。今日方知和尚	皮 師 不 覺 通 身 汗 下 亟 五體投地 曰 今 日 方 知 和 尚 
X86n1605_004:0533c23	用處。用曰閉著口。至治癸亥宜興之龍池請師建立	用 處 用 曰 閉 著 口 至 治 癸 亥 宜 興 之 龍 池 請 師 建 立 
X86n1605_004:0533c24	禪林。業已告就。後復擇絕巘作室以居。至順庚午出	禪 林 業 已 告 就 後 復 擇 絕 巘 作 室 以 居 至 順 庚 午 出 
X86n1605_004:0534a01	主李山。始開法無何。遷常之天寧。順帝賜號本覺妙	主 李 山 始 開 法 無 何 遷 常 之 天 寧 順 帝 賜 號 本 覺 妙 
X86n1605_004:0534a02	明真淨禪師。戊子有旨召入覲。命說法于龍光殿。上	明 真 淨 禪 師 戊 子 有 旨 召 入 覲 命 說 法 于 龍 光 殿 上 
X86n1605_004:0534a03	大悅賜金襴法衣兼玉環。加師號佛心了悟大禪師。	大 悅 賜 金 襴 法 衣 兼 玉 環 加 師 號 佛 心 了 悟 大 禪 師 
X86n1605_004:0534a04	賜歸。未幾奉旨函香至五臺。感文殊現祥光五道。明	賜 歸 未 幾 奉 旨 函 香 至 五 臺 感 文 殊 現 祥 光 五 道 明 
X86n1605_004:0534a05	年辭歸。庚子復為眾所逼出領善權寺。壬午謝歸龍	年 辭 歸 庚 子 復 為 眾 所 逼 出 領 善 權 寺 壬 午 謝 歸 龍 
X86n1605_004:0534a06	池。洪武己酉六月示微疾。命弟子裁紙製內外衣。且	池 洪 武 己 酉 六 月 示 微 疾 命 弟 子 裁 紙 製 內 外 衣 且 
X86n1605_004:0534a07	曰吾將逝矣。移龕至絕巘所。居十七日師起浴索筆	曰 吾 將 逝 矣 移 龕 至 絕 巘 所 居 十 七 日 師 起 浴 索 筆 
X86n1605_004:0534a08	書偈曰。七十八年守拙。明明一場敗闕。泥牛海底翻	書 偈 曰 七 十 八 年 守 拙 明 明 一 場 敗 闕 泥 牛 海 底 翻 
X86n1605_004:0534a09	身。六月炎炎飛雪。書畢側臥而化。茶毗有五色光現。	身 六 月 炎 炎 飛 雪 書 畢 側 臥 而 化 茶 毗 有 五 色 光 現 
X86n1605_004:0534a10	齒牙舌輪數珠皆不壞。舍利無數。煙所到處亦纍纍	齒 牙 舌 輪 數 珠 皆 不 壞 舍 利 無 數 煙 所 到 處 亦 纍 纍 
X86n1605_004:0534a11	然。眾共取之。至灰土中掬取淘汰。獲者亦眾。	然 眾 共 取 之 至 灰 土 中 掬 取 淘 汰 獲 者 亦 眾 
X86n1605_004:0534a12	無能教禪師法嗣	無 能 教 禪 師 法 嗣 
X86n1605_004:0534a13	西湖妙果竺源水盛禪師饒之樂平范氏子。十七依	西 湖 妙 果 竺 源 水 盛 禪 師 饒 之 樂 平 范 氏 子 十 七 依 
X86n1605_004:0534a14	羅山院出家。既得度首謁月庭忠於蔣山。時孤舟濟	羅 山 院 出 家 既 得 度 首 謁 月 庭 忠 於 蔣 山 時 孤 舟 濟 
X86n1605_004:0534a15	為第一座。以皖山示蒙山語示之。師極力參究。越五	為 第 一 座 以 皖 山 示 蒙 山 語 示 之 師 極 力 參 究 越 五 
X86n1605_004:0534a16	載有省。濟曰。蒙山常言栽松道者不具二緣而生。達	載 有 省 濟 曰 蒙 山 常 言 栽 松 道 者 不 具 二 緣 而 生 達 
X86n1605_004:0534a17	磨塟熊耳後隻履西歸。果神通耶抑法如是耶。師曰	磨 塟 熊 耳 後 隻 履 西 歸 果 神 通 耶 抑 法 如 是 耶 師 曰 
X86n1605_004:0534a18	此形神俱妙而已。濟曰。不然。子他日當自知之。師住	此 形 神 俱 妙 而 已 濟 曰 不 然 子 他 日 當 自 知 之 師 住 
X86n1605_004:0534a19	無為州見無能。以濟所舉質之。能曰為汝弗解故也。	無 為 州 見 無 能 以 濟 所 舉 質 之 能 曰 為 汝 弗 解 故 也 
X86n1605_004:0534a20	師忽大悟。能撫其背曰爾後當大弘吾宗也。尋分座	師 忽 大 悟 能 撫 其 背 曰 爾 後 當 大 弘 吾 宗 也 尋 分 座 
X86n1605_004:0534a21	于荐福。既而隱于南巢。天曆己巳出主西湖妙果。未	于 荐 福 既 而 隱 于 南 巢 天 曆 己 巳 出 主 西 湖 妙 果 未 
X86n1605_004:0534a22	幾復還南巢。至正丁亥夏示寂。初預立塔于南巢五	幾 復 還 南 巢 至 正 丁 亥 夏 示 寂 初 預 立 塔 于 南 巢 五 
X86n1605_004:0534a23	峯之下。是夜有光如匹練自天際下燭。俄頃散布五	峯 之 下 是 夜 有 光 如 匹 練 自 天 際 下 燭 俄 頃 散 布 五 
X86n1605_004:0534a24	峰之頂。復合于塔中。彌三夕乃止。師制行峻絕如孤	峰 之 頂 復 合 于 塔 中 彌 三 夕 乃 止 師 制 行 峻 絕 如 孤 
X86n1605_004:0534b01	峰萬仞。可聖而不可攀。甞囑其徒曰。凡剃髮染衣。當	峰 萬 仞 可 聖 而 不 可 攀 甞 囑 其 徒 曰 凡 剃 髮 染 衣 當 
X86n1605_004:0534b02	洞明心宗。行解相應。以正悟之境靈靈自炤。歲久月	洞 明 心 宗 行 解 相 應 以 正 悟 之 境 靈 靈 自 炤 歲 久 月 
X86n1605_004:0534b03	深具大無畏。如透水月華。萬浪千波觸之不散。方不	深 具 大 無 畏 如 透 水 月 華 萬 浪 千 波 觸 之 不 散 方 不 
X86n1605_004:0534b04	被生死陰魔所惑。此師之生平實悟實證者。故亦用	被 生 死 陰 魔 所 惑 此 師 之 生 平 實 悟 實 證 者 故 亦 用 
X86n1605_004:0534b05	之以誨人也。	之 以 誨 人 也 
X86n1605_004:0534b07	繼燈錄卷第四	繼 燈 錄 卷 第 四 
X86n1605_005:0534b10	繼燈錄卷第五	繼 燈 錄 卷 第 五 
X86n1605_005:0534b12	鼓山嗣祖沙門　元贒　輯	鼓 山 嗣 祖 沙 門 元 贒 輯 
X86n1605_005:0534b13	　　臨濟宗	 臨 濟 宗 
X86n1605_005:0534b14	南嶽下二十二世	南 嶽 下 二 十 二 世 
X86n1605_005:0534b15	雙林誾禪師法嗣	雙 林 誾 禪 師 法 嗣 
X86n1605_005:0534b16	杭州徑山月江宗淨禪師金華蘭溪倪氏子。髫齡從	杭 州 徑 山 月 江 宗 淨 禪 師 金 華 蘭 溪 倪 氏 子 髫 齡 從 
X86n1605_005:0534b17	邑之正覺院文譯祝髮受具。因誦楞嚴經至如標月	邑 之 正 覺 院 文 譯 祝 髮 受 具 因 誦 楞 嚴 經 至 如 標 月 
X86n1605_005:0534b18	指處。豁然有省。往參雙林正菴誾。誾問黃檗打臨濟	指 處 豁 然 有 省 往 參 雙 林 正 菴 誾 誾 問 黃 檗 打 臨 濟 
X86n1605_005:0534b19	你作麼生會。師曰按牛頭喫草。誾奇之。留領維那。後	你 作 麼 生 會 師 曰 按 牛 頭 喫 草 誾 奇 之 留 領 維 那 後 
X86n1605_005:0534b20	出世歷遷至徑山。臨寂書偈曰。祖師門下客。開口論	出 世 歷 遷 至 徑 山 臨 寂 書 偈 曰 祖 師 門 下 客 開 口 論 
