X69n1352_001:0303c06	 白雲禪錄	 白 雲 禪 錄 
X69n1352_002:0317c24	覺老從頭上來。	覺 老 從 頭 上 來 
X69n1352_002:0318a01	興道者開田迴。上堂云。三歲區區弄水泥。捎裩擗袴	興 道 者 開 田 迴 上 堂 云 三 歲 區 區 弄 水 泥 捎 裩 擗 袴 
X69n1352_002:0318a02	又扶犁。滿倉収稻方歸院。一任禪和韗肚皮。且道韗	又 扶 犁 滿 倉 収 稻 方 歸 院 一 任 禪 和 韗 肚 皮 且 道 韗 
X69n1352_002:0318a03	底是禪是飯。乃云。因風吹火。用力不多。	底 是 禪 是 飯 乃 云 因 風 吹 火 用 力 不 多 
X69n1352_002:0318a04	上堂云。少一滴不得。剩一滴不得。且道是什麼人分	上 堂 云 少 一 滴 不 得 剩 一 滴 不 得 且 道 是 什 麼 人 分 
X69n1352_002:0318a05	上事。良久云。日日日東上。夜夜月西流。	上 事 良 久 云 日 日 日 東 上 夜 夜 月 西 流 
X69n1352_002:0318a06	上堂云。文字一般樣。語話一般樣。聲勢一般。理趣一	上 堂 云 文 字 一 般 樣 語 話 一 般 樣 聲 勢 一 般 理 趣 一 
X69n1352_002:0318a07	般。為什麼却道。他未在。乃云。只為鼻孔大頭向下。	般 為 什 麼 却 道 他 未 在 乃 云 只 為 鼻 孔 大 頭 向 下 
X69n1352_002:0318a09	白雲端和尚語錄卷二	白 雲 端 和 尚 語 錄 卷 二 
X69n1352_003:0318a12	白雲端和尚語錄卷三	白 雲 端 和 尚 語 錄 卷 三 
X69n1352_003:0318a14	偈頌	偈 頌 
X69n1352_003:0318a15	世尊	世 尊 
X69n1352_003:0318a16	指天指地行七步。雙放雙収重夾注。槨中錦上更添	指 天 指 地 行 七 步 雙 放 雙 収 重 夾 注 槨 中 錦 上 更 添 
X69n1352_003:0318a17	花。直至如今垂雨露。	花 直 至 如 今 垂 雨 露 
X69n1352_003:0318a18	達磨	達 磨 
X69n1352_003:0318a19	先被梁王勘破。却向少林端坐。謾言教外別傳。爭不	先 被 梁 王 勘 破 却 向 少 林 端 坐 謾 言 教 外 別 傳 爭 不 
X69n1352_003:0318a20	識者箇。	識 者 箇 
X69n1352_003:0318a21	四祖	四 祖 
X69n1352_003:0318a22	雙峰峰下塔中真。端坐巍巍四百春。今古見聞皆仰	雙 峰 峰 下 塔 中 真 端 坐 巍 巍 四 百 春 今 古 見 聞 皆 仰 
X69n1352_003:0318a23	羨。不知誰解自觀身。	羨 不 知 誰 解 自 觀 身 
X69n1352_003:0318a24	五祖	五 祖 
X69n1352_003:0318b01	在聖權方世莫評。雙峰密付豈虗稱。前身已老難傳	在 聖 權 方 世 莫 評 雙 峰 密 付 豈 虗 稱 前 身 已 老 難 傳 
X69n1352_003:0318b02	鉢。託蔭重來始繼燈。昔日栽松名尚振。千靈報母願	鉢 託 蔭 重 來 始 繼 燈 昔 日 栽 松 名 尚 振 千 靈 報 母 願 
X69n1352_003:0318b03	何增。如今海內宗風徧。只為樁中擇得能。	何 增 如 今 海 內 宗 風 徧 只 為 樁 中 擇 得 能 
X69n1352_003:0318b04	布袋和尚	布 袋 和 尚 
X69n1352_003:0318b05	都盧一箇布袋。裏面討甚奇怪。困來且得枕頭。携去	都 盧 一 箇 布 袋 裏 面 討 甚 奇 怪 困 來 且 得 枕 頭 携 去 
X69n1352_003:0318b06	亦無妨礙。有時閙市打開。多是自家買賣。	亦 無 妨 礙 有 時 閙 市 打 開 多 是 自 家 買 賣 
X69n1352_003:0318b07	袁州楊歧先師真讚	袁 州 楊 歧 先 師 真 讚 
X69n1352_003:0318b08	碧海中珠。爛泥裏刺。虎嘯龍吟。雞啼狗吠。天下楊歧。	碧 海 中 珠 爛 泥 裏 刺 虎 嘯 龍 吟 雞 啼 狗 吠 天 下 楊 歧 
X69n1352_003:0318b09	討甚巴鼻。	討 甚 巴 鼻 
X69n1352_003:0318b10	衡州茶陵東林受業和尚真讚	衡 州 茶 陵 東 林 受 業 和 尚 真 讚 
X69n1352_003:0318b11	水月以喻兮。古來已多。我今不然兮。所陳伊何。百尺	水 月 以 喻 兮 古 來 已 多 我 今 不 然 兮 所 陳 伊 何 百 尺 
X69n1352_003:0318b12	竿頭曾進步。溪橋一踏沒山河。固不方遊兮。何遊之	竿 頭 曾 進 步 溪 橋 一 踏 沒 山 河 固 不 方 遊 兮 何 遊 之 
X69n1352_003:0318b13	有。玄沙保壽兮。師其與偶。鴈峰之東兮。洣川之口。三	有 玄 沙 保 壽 兮 師 其 與 偶 鴈 峰 之 東 兮 洣 川 之 口 三 
X69n1352_003:0318b14	十三秋兮。大師子吼。舒兮卷兮已而矣。依然空瀉洣	十 三 秋 兮 大 師 子 吼 舒 兮 卷 兮 已 而 矣 依 然 空 瀉 洣 
X69n1352_003:0318b15	川水。九江相去幾千里。父有重牙子無齒。謾勞提耳	川 水 九 江 相 去 幾 千 里 父 有 重 牙 子 無 齒 謾 勞 提 耳 
X69n1352_003:0318b16	一鑪香。微烟旋逐松風起。	一 鑪 香 微 烟 旋 逐 松 風 起 
X69n1352_003:0318b17	謝南康簽判余秘丞	謝 南 康 簽 判 余 秘 丞 
X69n1352_003:0318b18	向承見訪雖疎面。因辱留題旨最親。樹上鯉魚開口	向 承 見 訪 雖 疎 面 因 辱 留 題 旨 最 親 樹 上 鯉 魚 開 口 
X69n1352_003:0318b19	笑。石龜眨眼便為隣。近聞倅俚山南郡。應鑒諸方偽	笑 石 龜 眨 眼 便 為 隣 近 聞 倅 俚 山 南 郡 應 鑒 諸 方 偽 
X69n1352_003:0318b20	與真。莫怪此宗難得侶。弄潮須是弄潮人。	與 真 莫 怪 此 宗 難 得 侶 弄 潮 須 是 弄 潮 人 
X69n1352_003:0318b21	又答	又 答 
X69n1352_003:0318b22	蒙君報我錯錯錯。鐵牛鼻孔曾穿却。通身作口未稱	蒙 君 報 我 錯 錯 錯 鐵 牛 鼻 孔 曾 穿 却 通 身 作 口 未 稱 
X69n1352_003:0318b23	心。爭奈兀然無去著。鋒刃上行。大燄裏走。蟭螟吞却	心 爭 奈 兀 然 無 去 著 鋒 刃 上 行 大 燄 裏 走 蟭 螟 吞 却 
X69n1352_003:0318b24	金翅鳥。幾人到此得從容。喝散白雲不開口。知君知	金 翅 鳥 幾 人 到 此 得 從 容 喝 散 白 雲 不 開 口 知 君 知 
X69n1352_003:0318c01	寶劒。收來善護持。佛祖掃除非好手。直須刃下有針	寶 劒 收 來 善 護 持 佛 祖 掃 除 非 好 手 直 須 刃 下 有 針 
X69n1352_003:0318c02	錐。有針錐。囉邏哩。得便宜是落便宜。	錐 有 針 錐 囉 邏 哩 得 便 宜 是 落 便 宜 
X69n1352_003:0318c03	寄楊長官	寄 楊 長 官 
X69n1352_003:0318c04	十載聞名楊次公。有文堪振我宗風。分三成六添些	十 載 聞 名 楊 次 公 有 文 堪 振 我 宗 風 分 三 成 六 添 些 
X69n1352_003:0318c05	子。直得金烏半夜紅。	子 直 得 金 烏 半 夜 紅 
X69n1352_003:0318c06	室中二題并序	室 中 二 題 并 序 
X69n1352_003:0318c07	菴中無事間。或吟興瞥然而來。因得應真不借。涉流	菴 中 無 事 間 或 吟 興 瞥 然 而 來 因 得 應 真 不 借 涉 流 
X69n1352_003:0318c08	轉物。二題。雖文字之勢。寄詩家之作。以其題意。實自	轉 物 二 題 雖 文 字 之 勢 寄 詩 家 之 作 以 其 題 意 實 自 
X69n1352_003:0318c09	於吾宗。可曰山偈而矣。庶知我者同之。	於 吾 宗 可 曰 山 偈 而 矣 庶 知 我 者 同 之 
X69n1352_003:0318c10	應真不借	應 真 不 借 
X69n1352_003:0318c11	情塵我自出。安用世人知。月好還邀客。花開亦詠詩。	情 塵 我 自 出 安 用 世 人 知 月 好 還 邀 客 花 開 亦 詠 詩 
X69n1352_003:0318c12	訓徒朝有則。鍊句□□□。頗似區區者。剛然不識伊。	訓 徒 朝 有 則 鍊 句 頗 似 區 區 者 剛 然 不 識 伊 
X69n1352_003:0318c13	涉流轉物	涉 流 轉 物 
X69n1352_003:0318c14	物理詎可忽。逢時各解鳴。亂蛙迎雨急。孤狖帶霜清。	物 理 詎 可 忽 逢 時 各 解 鳴 亂 蛙 迎 雨 急 孤 狖 帶 霜 清 
X69n1352_003:0318c15	歷歷何先後。寥寥異性情。汨羅嫌醉者。病在不分明。	歷 歷 何 先 後 寥 寥 異 性 情 汨 羅 嫌 醉 者 病 在 不 分 明 
X69n1352_003:0318c16	寄雙峰祖印	寄 雙 峰 祖 印 
X69n1352_003:0318c17	宗門提掇事還多。既已歸菴若奈何。翻笑五迴移祖	宗 門 提 掇 事 還 多 既 已 歸 菴 若 奈 何 翻 笑 五 迴 移 祖 
X69n1352_003:0318c18	榻。曾無巴鼻走禪和。	榻 曾 無 巴 鼻 走 禪 和 
X69n1352_003:0318c19	答郭公甫	答 郭 公 甫 
X69n1352_003:0318c20	藏身不用縮頭。斂跡不用収脚。金烏半夜遼天。玉兔	藏 身 不 用 縮 頭 斂 跡 不 用 収 脚 金 烏 半 夜 遼 天 玉 兔 
X69n1352_003:0318c21	趕他不著。	趕 他 不 著 
X69n1352_003:0318c22	寄九江王元甫	寄 九 江 王 元 甫 
X69n1352_003:0318c23	一念隨禪起。何當適所期。泉聲中夜後。山色夕陽時。	一 念 隨 禪 起 何 當 適 所 期 泉 聲 中 夜 後 山 色 夕 陽 時 
X69n1352_003:0318c24	壑遠風來冷。天長鳥下遲。分明非耳目。唯可與君知。	壑 遠 風 來 冷 天 長 鳥 下 遲 分 明 非 耳 目 唯 可 與 君 知 
X69n1352_003:0319a01	偶作	偶 作 
X69n1352_003:0319a02	無花可献見牛頭。靄靄清風數百秋。今日龍門菴裏	無 花 可 献 見 牛 頭 靄 靄 清 風 數 百 秋 今 日 龍 門 菴 裏 
X69n1352_003:0319a03	老。依前獨坐冷颼颼。	老 依 前 獨 坐 冷 颼 颼 
X69n1352_003:0319a04	初住白雲作	初 住 白 雲 作 
X69n1352_003:0319a05	白雲歸老稱平生。古屋低低分外清。薜茘沿堦增野	白 雲 歸 老 稱 平 生 古 屋 低 低 分 外 清 薜 茘 沿 堦 增 野 
X69n1352_003:0319a06	興。潺湲遶院益閒情。何妨乞食消寒暑。雖是當途少	興 潺 湲 遶 院 益 閒 情 何 妨 乞 食 消 寒 暑 雖 是 當 途 少 
X69n1352_003:0319a07	送迎。道侶不須重問祖。已將布袋為君傾。	送 迎 道 侶 不 須 重 問 祖 已 將 布 袋 為 君 傾 
X69n1352_003:0319a08	寄斗方元長老	寄 斗 方 元 長 老 
X69n1352_003:0319a09	自笑垂輪手未親。悠悠江上謾因循。年來都不勞心	自 笑 垂 輪 手 未 親 悠 悠 江 上 謾 因 循 年 來 都 不 勞 心 
X69n1352_003:0319a10	力。鈎上時時有錦鱗。	力 鈎 上 時 時 有 錦 鱗 
X69n1352_003:0319a11	牧童	牧 童 
X69n1352_003:0319a12	忽然牛上亂嗚咿。自是難禁興發時。誰管行人聽不	忽 然 牛 上 亂 嗚 咿 自 是 難 禁 興 發 時 誰 管 行 人 聽 不 
X69n1352_003:0319a13	足。徘徊更把笛來吹。遇興高歌豈強為。任教牛食著	足 徘 徊 更 把 笛 來 吹 遇 興 高 歌 豈 強 為 任 教 牛 食 著 
X69n1352_003:0319a14	鞭稀。擡頭不許春風覺。雨過溪邊艸又肥。溪上春來	鞭 稀 擡 頭 不 許 春 風 覺 雨 過 溪 邊 艸 又 肥 溪 上 春 來 
X69n1352_003:0319a15	艸又肥。披蓑半雨半晴時。橫眠竪臥牛兒穩。那畔鳴	艸 又 肥 披 蓑 半 雨 半 晴 時 橫 眠 竪 臥 牛 兒 穩 那 畔 鳴 
X69n1352_003:0319a16	咿這畔嘻。	咿 這 畔 嘻 
X69n1352_003:0319a17	寄大湖昌祕校	寄 大 湖 昌 祕 校 
X69n1352_003:0319a18	所至行所存。迺是官民者。當名無其實。有口不如啞。	所 至 行 所 存 迺 是 官 民 者 當 名 無 其 實 有 口 不 如 啞 
X69n1352_003:0319a19	昭昭君子心。宜哉日月下。	昭 昭 君 子 心 宜 哉 日 月 下 
X69n1352_003:0319a20	逢春	逢 春 
X69n1352_003:0319a21	老去病生何足問。古今多少謾悠悠。東風漸解簷前	老 去 病 生 何 足 問 古 今 多 少 謾 悠 悠 東 風 漸 解 簷 前 
X69n1352_003:0319a22	凍。一歲嚴凝又且休。	凍 一 歲 嚴 凝 又 且 休 
X69n1352_003:0319a23	答興化曉長老	答 興 化 曉 長 老 
X69n1352_003:0319a24	融融春色滿園林。花約唯愁斗變陰。無限情懷與誰	融 融 春 色 滿 園 林 花 約 唯 愁 斗 變 陰 無 限 情 懷 與 誰 
X69n1352_003:0319b01	說。寒山多日絕來音。	說 寒 山 多 日 絕 來 音 
X69n1352_003:0319b02	寄保寧勇長老	寄 保 寧 勇 長 老 
X69n1352_003:0319b03	白蓮峰下閑嬉日。幾笑先師無腦門。當路興來提掇	白 蓮 峰 下 閑 嬉 日 幾 笑 先 師 無 腦 門 當 路 興 來 提 掇 
X69n1352_003:0319b04	起。又應笑我入深村。	起 又 應 笑 我 入 深 村 
X69n1352_003:0319b05	詠珠	詠 珠 
X69n1352_003:0319b06	金盤不可動。轆轆轉難住。停待良久間。圓光湛如露。	金 盤 不 可 動 轆 轆 轉 難 住 停 待 良 久 間 圓 光 湛 如 露 
X69n1352_003:0319b07	報土	報 土 
X69n1352_003:0319b08	始終皆卓犖。一似預安排。舊事有時在。新陽不日來。	始 終 皆 卓 犖 一 似 預 安 排 舊 事 有 時 在 新 陽 不 日 來 
X69n1352_003:0319b09	五更雞對月。四季笋連苔。好是明明說。從教鴨聽雷。	五 更 雞 對 月 四 季 笋 連 苔 好 是 明 明 說 從 教 鴨 聽 雷 
X69n1352_003:0319b10	寄顯禪莊主	寄 顯 禪 莊 主 
X69n1352_003:0319b11	糞田收稻倍常年。變態乾坤在目前。一任老儂生徤	糞 田 收 稻 倍 常 年 變 態 乾 坤 在 目 前 一 任 老 儂 生 徤 
X69n1352_003:0319b12	羨。莫將此法等閒傳。	羨 莫 將 此 法 等 閒 傳 
X69n1352_003:0319b13	子規	子 規 
X69n1352_003:0319b14	聲聲解道不如歸。往往人心會者稀。滿目春山春水	聲 聲 解 道 不 如 歸 往 往 人 心 會 者 稀 滿 目 春 山 春 水 
X69n1352_003:0319b15	綠。更求何地可忘機。	綠 更 求 何 地 可 忘 機 
X69n1352_003:0319b16	寄陳主簿	寄 陳 主 簿 
X69n1352_003:0319b17	世道尊明理。宗門重晦機。舉談皆共至。携手不仝歸。	世 道 尊 明 理 宗 門 重 晦 機 舉 談 皆 共 至 携 手 不 仝 歸 
X69n1352_003:0319b18	春去花猶盛。池成月未輝。祇因曾到者。絲髮不相違。	春 去 花 猶 盛 池 成 月 未 輝 祇 因 曾 到 者 絲 髮 不 相 違 
X69n1352_003:0319b19	拄杖	拄 杖 
X69n1352_003:0319b20	天產龍形迥別。肯羨笻州九節。有時撥艸閒行。驚得	天 產 龍 形 迥 別 肯 羨 笻 州 九 節 有 時 撥 艸 閒 行 驚 得 
X69n1352_003:0319b21	蛇鑽不徹。	蛇 鑽 不 徹 
X69n1352_003:0319b22	有無雙舉	有 無 雙 舉 
X69n1352_003:0319b23	道本無心不是心。直須分出有疎親。絲毫有路隨身	道 本 無 心 不 是 心 直 須 分 出 有 疎 親 絲 毫 有 路 隨 身 
X69n1352_003:0319b24	者。盡是名為門外人。行貴無心却要心。還如形影自	者 盡 是 名 為 門 外 人 行 貴 無 心 却 要 心 還 如 形 影 自 
X69n1352_003:0319c01	相親。雖然暗處時藏得。爭奈金烏日日新。	相 親 雖 然 暗 處 時 藏 得 爭 奈 金 烏 日 日 新 
X69n1352_003:0319c02	送勇藏主還明	送 勇 藏 主 還 明 
X69n1352_003:0319c03	湘西昔日聊分袂。屈指年光逾十二。鑪峰看雪方偶	湘 西 昔 日 聊 分 袂 屈 指 年 光 逾 十 二 鑪 峰 看 雪 方 偶 
X69n1352_003:0319c04	仝。蓮嶠乘凉期遽遂。(辛酉冬會圓通壬寅夏回五祖)甘露亭中水石	仝 蓮 嶠 乘 凉 期 遽 遂 辛 酉 冬 會 圓 通 壬 寅 夏 回 五 祖 甘 露 亭 中 水 石 
X69n1352_003:0319c05	奇。終朝竟日夫何為。提盡古人未到處。從頭一一加	奇 終 朝 竟 日 夫 何 為 提 盡 古 人 未 到 處 從 頭 一 一 加 
X69n1352_003:0319c06	針錐。有所益兮無所益。手不及處爭著力。渾圝無縫	針 錐 有 所 益 兮 無 所 益 手 不 及 處 爭 著 力 渾 圝 無 縫 
X69n1352_003:0319c07	成兩邊。擲地金聲如瓦礫。有所損兮無所損。幾度和	成 兩 邊 擲 地 金 聲 如 瓦 礫 有 所 損 兮 無 所 損 幾 度 和 
X69n1352_003:0319c08	衣艸裏輥。樹頭驚起雙雙魚。石上迸出長長笋。問我	衣 艸 裏 輥 樹 頭 驚 起 雙 雙 魚 石 上 迸 出 長 長 笋 問 我 
X69n1352_003:0319c09	肩笻擬何適。報云太虗藏鳥跡。便進欲隱彌露言。直	肩 笻 擬 何 適 報 云 太 虗 藏 鳥 跡 便 進 欲 隱 彌 露 言 直 
X69n1352_003:0319c10	得青天轟霹靂。阿呵呵。誰可悉。砌下流泉忽倒流。嶺	得 青 天 轟 霹 靂 阿 呵 呵 誰 可 悉 砌 下 流 泉 忽 倒 流 嶺 
X69n1352_003:0319c11	上白雲不敢白。楊歧頂上眼未真。楊歧腦後眼豈親。	上 白 雲 不 敢 白 楊 歧 頂 上 眼 未 真 楊 歧 腦 後 眼 豈 親 
X69n1352_003:0319c12	當時一席三五百。透得金塵能幾人。君兮將適江東	當 時 一 席 三 五 百 透 得 金 塵 能 幾 人 君 兮 將 適 江 東 
X69n1352_003:0319c13	去。我已退藏不足豫。清風定播好音來。南北東西看	去 我 已 退 藏 不 足 豫 清 風 定 播 好 音 來 南 北 東 西 看 
X69n1352_003:0319c14	獨步。	獨 步 
X69n1352_003:0319c15	蠅子透窓	蠅 子 透 窓 
X69n1352_003:0319c16	為愛尋光紙上鑽。不能透處幾多難。忽然撞著來時	為 愛 尋 光 紙 上 鑽 不 能 透 處 幾 多 難 忽 然 撞 著 來 時 
X69n1352_003:0319c17	路。始覺從前被眼瞞。	路 始 覺 從 前 被 眼 瞞 
X69n1352_003:0319c18	寄九江上人	寄 九 江 上 人 
X69n1352_003:0319c19	燈前一夜看廬山。屈指俄經五載間。(來法華時有此)今日白	燈 前 一 夜 看 廬 山 屈 指 俄 經 五 載 間 來 法 華 時 有 此 今 日 白 
X69n1352_003:0319c20	雲堪自愛。悠悠舒卷水潺潺。	雲 堪 自 愛 悠 悠 舒 卷 水 潺 潺 
X69n1352_003:0319c21	覽楊次公詩集	覽 楊 次 公 詩 集 
X69n1352_003:0319c22	無為子詩今又古。始明終晦人難覩。豈唯正得國風	無 為 子 詩 今 又 古 始 明 終 晦 人 難 覩 豈 唯 正 得 國 風 
X69n1352_003:0319c23	歸。別出一枝通佛祖。	歸 別 出 一 枝 通 佛 祖 
X69n1352_003:0319c24	寄凌靜微祕校	寄 凌 靜 微 祕 校 
X69n1352_003:0320a01	所至苟不欺。終有知音在。皎皎如日月。何須常面會。	所 至 苟 不 欺 終 有 知 音 在 皎 皎 如 日 月 何 須 常 面 會 
X69n1352_003:0320a02	白雲夏日	白 雲 夏 日 
X69n1352_003:0320a03	夏日宜山寺。優游趣幾何。閒庭芳艸長。危嶺斷雲過。	夏 日 宜 山 寺 優 游 趣 幾 何 閒 庭 芳 艸 長 危 嶺 斷 雲 過 
X69n1352_003:0320a04	洞水穿廊遠。岩風入座多。更當星少夜。月色透松蘿。	洞 水 穿 廊 遠 岩 風 入 座 多 更 當 星 少 夜 月 色 透 松 蘿 
X69n1352_003:0320a05	白雲清夜	白 雲 清 夜 
X69n1352_003:0320a06	興作都無定。中宵殊未眠。窓明簷外雪。室靜竹間泉。	興 作 都 無 定 中 宵 殊 未 眠 窓 明 簷 外 雪 室 靜 竹 間 泉 
X69n1352_003:0320a07	幾到無聲際。還歸有象前。盤桓成此曲。不覺曉光連。	幾 到 無 聲 際 還 歸 有 象 前 盤 桓 成 此 曲 不 覺 曉 光 連 
X69n1352_003:0320a08	滋禪為凝禪寫予真。因以為示	滋 禪 為 凝 禪 寫 予 真 因 以 為 示 
X69n1352_003:0320a09	筆熟方精。迥然紅活。三五月圓。二九十八。自來愛唱	筆 熟 方 精 迥 然 紅 活 三 五 月 圓 二 九 十 八 自 來 愛 唱 
X69n1352_003:0320a10	邏囉哩。興發更饒咄咄咄。	邏 囉 哩 興 發 更 饒 咄 咄 咄 
X69n1352_003:0320a11	送璿禪人	送 璿 禪 人 
X69n1352_003:0320a12	鋒鋩影裏眉頭雛。霹靂光中笑臉開。上下西菴十方	鋒 鋩 影 裏 眉 頭 雛 霹 靂 光 中 笑 臉 開 上 下 西 菴 十 方 
