X46n0776_001:0165a03	 序說	 序 說 
X46n0776_003:0186c12	　有如前說量　　障治三寶海	 有 如 前 說 量 障 治 三 寶 海 
X46n0776_003:0186c13	論曰。就一切虗空一切微塵數量高王分中。則有十	論 曰 就 一 切 虗 空 一 切 微 塵 數 量 高 王 分 中 則 有 十 
X46n0776_003:0186c14	方世界之塵量。十方世界之塵量。五十一種根本位。	方 世 界 之 塵 量 十方世界 之 塵 量 五 十 一 種 根 本 位 
X46n0776_003:0186c15	十方世界之塵量。十方虗空之塵量。五十一種根本	十方世界 之 塵 量 十 方 虗 空 之 塵 量 五 十 一 種 根 本 
X46n0776_003:0186c16	位。如偈虗空微塵中。則有十方量。十方塵空量。五十	位 如 偈 虗 空 微 塵 中 則 有 十 方 量 十 方 塵 空 量 五 十 
X46n0776_003:0186c17	一本位故。就一五十一種根本位中。一一各各有十	一 本 位 故 就 一 五 十 一 種 根 本 位 中 一 一 各 各 有 十 
X46n0776_003:0186c18	方世界之塵量。十方世界之塵量。十方世界之塵量。	方 世 界 之 塵 量 十方世界 之 塵 量 十方世界 之 塵 量 
X46n0776_003:0186c19	十方虗空之塵量。煩惱大海。對治大海。僧寶大海。法	十 方 虗 空 之 塵 量 煩 惱 大 海 對 治 大 海 僧 寶 大 海 法 
X46n0776_003:0186c20	寶大海。佛寶大海。具足轉故。如偈一五十一中。一一	寶 大 海 佛 寶 大 海 具 足 轉 故 如 偈 一 五 十 一 中 一 一 
X46n0776_003:0186c21	皆各各。有如前說量。障治三寶海故。如是已說現示	皆 各 各 有 如 前 說 量 障 治 三 寶 海 故 如 是 已 說 現 示 
X46n0776_003:0186c22	本體安立門。次當說現示上末轉相門。其相云何偈	本 體 安 立 門 次 當 說 現 示 上 末 轉 相 門 其相云何 偈 
X46n0776_003:0186c23	曰。	曰 
X46n0776_003:0186c24	　此本王覺者　　前數倍十重　　興化宣說法	 此 本 王 覺 者 前 數 倍 十 重 興 化 宣 說 法 
X46n0776_003:0187a01	　大總明能了　　後後諸轉中　　如次第無超	 大 總 明 能 了 後 後 諸 轉 中 如 次 第 無 超 
X46n0776_003:0187a02	　漸漸增數量　　轉勝廣大轉	 漸 漸 增 數 量 轉 勝 廣 大 轉 
X46n0776_003:0187a03	論曰。今此門中為明何義。為欲現示依一本信出興	論 曰 今 此 門 中 為 明 何 義 為 欲 現 示 依 一 本 信 出 興 
X46n0776_003:0187a04	覺者。其中一佛譬喻譬喻之數量增益十重。出興變	覺 者 其 中 一 佛 譬 喻 譬 喻 之 數 量 增 益 十 重 出 興 變 
X46n0776_003:0187a05	化宣說信地(既云依一本信。又云宣說信地。可知以初位例後位。與前分同意也)。後後	化 宣 說 信 地 既 云 依 一 本 信 又 云 宣 說 信 地 可 知 以 初 位 例 後 位 與 前 分 同 意 也 後 後 
X46n0776_003:0187a06	轉中。漸漸增數百千萬億。乃至無量無窮盡故。如偈	轉 中 漸 漸 增 數 百 千 萬 億 乃 至 無 量 無 窮 盡 故 如 偈 
X46n0776_003:0187a07	此本王覺者。前數倍十重。興化宣說法。大聰明能了。	此 本 王 覺 者 前 數 倍 十 重 興 化 宣 說 法 大 聰 明 能 了 
X46n0776_003:0187a08	後後諸轉中。如次第無超。漸漸增數量。轉勝廣大轉	後 後 諸 轉 中 如 次 第 無 超 漸 漸 增 數 量 轉 勝 廣 大 轉 
X46n0776_003:0187a09	故(引經第二十四)。地智脩多羅中作如是說。可一總持大周	故 引 經 第 二 十 四 地 智 脩 多 羅 中 作如是說 可 一 總 持 大 周 
X46n0776_003:0187a10	徧王之自體轉相。無量無邊譬喻量說。轉化時中。漸	徧 王 之 自 體 轉 相 無量無邊 譬 喻 量 說 轉 化 時 中 漸 
X46n0776_003:0187a11	增數量。滿玄數量。乃至廣說故	增 數 量 滿 玄 數 量 乃至廣說 故 
X46n0776_003:0187a12	(以上四分。應屬一切諸法俱是位。十一分中說十種因果法門。參差錯落。千變萬化。非通途教義所	 以 上 四 分 應 屬 一切諸法 俱 是 位 十 一 分 中 說 十 種 因 果 法 門 參 差 錯 落 千 變 萬 化 非 通 途 教 義 所 
X46n0776_003:0187a13	能該攝。十二分說三寶增益數量。十三分說煩惱對治大海。三寶大海。十四分即就障治三寶轉增	能 該 攝 十 二 分 說 三 寶 增 益 數 量 十 三 分 說 煩 惱 對 治 大 海 三 寶 大 海 十 四 分 即 就 障 治 三 寶 轉 增 
X46n0776_003:0187a14	數量。皆屬有門。且四分命名。一則曰塵塵數量。二三均云俱俱微塵。四則曰虗空微塵。夫微塵為有	數 量 皆 屬 有 門 且 四 分 命 名 一 則 曰 塵 塵 數 量 二 三 均 云 俱 俱 微 塵 四 則 曰 虗 空 微 塵 夫 微 塵 為 有 
X46n0776_003:0187a15	形之原始。極而至於觸目皆是。無非微塵所成。故此四分。判屬俱是位也)。	形 之 原 始 極 而 至 於 觸 目 皆 是 無 非 微 塵 所 成 故 此 四 分 判 屬 俱 是 位 也 
X46n0776_003:0187a16	○獨地非亂一定一定道路大決擇分第十五(各住	 獨 地 非 亂 一 定 一 定 道 路 大 決 擇 分 第 十 五 各 住 
X46n0776_003:0187a17	自位名為獨地。不相淆混。故稱非亂。一定一定者。上一本一有定位也)。	自 位 名 為 獨 地 不 相 淆 混 故 稱 非 亂 一 定 一 定 者 上 一 本 一 有 定 位 也 
X46n0776_003:0187a18	如是已說一切虗空一切微塵數量高王大決擇分。	如 是 已 說 一 切 虗 空 一 切 微 塵 數 量 高 王 大 決 擇 分 
X46n0776_003:0187a19	次當說獨地非亂一定一定道路大決擇分。其相云	次 當 說 獨 地 非 亂 一 定 一 定 道 路 大 決 擇 分 其 相 云 
X46n0776_003:0187a20	何。偈曰。	何 偈 曰 
X46n0776_003:0187a21	　非亂道路中　　亦有金剛位　　一一位各各	 非 亂 道 路 中 亦 有 金 剛 位 一 一 位 各 各 
X46n0776_003:0187a22	　有本存一故　　一百二數成　　位依立轉相	 有 本 存 一 故 一 百 二 數 成 位 依 立 轉 相 
X46n0776_003:0187a23	　則有五種重　　謂上一本一　　俱轉及不雜	 則 有 五 種 重 謂 上 一 本 一 俱 轉 及 不 雜 
X46n0776_003:0187a24	　圓滿具足位	 圓 滿 具 足 位 
X46n0776_003:0187b01	論曰。就獨地非亂一定一定道路分中。亦有五十一	論 曰 就 獨 地 非 亂 一 定 一 定 道 路 分 中 亦 有 五 十 一 
X46n0776_003:0187b02	種真金剛位。一一位位。皆悉各各有本存一。以此義	種 真 金 剛 位 一 一 位 位 皆 悉 各 各 有 本 存 一 以 此 義 
X46n0776_003:0187b03	故。一百二數成立而已(位位有上一本一。故成一百二數)。如偈非亂	故 一 百 二 數 成 立 而 已 位 位 有 上 一 本 一 故 成 一 百 二 數 如 偈 非 亂 
X46n0776_003:0187b04	道路中。亦有金剛位。一一位各各。有本存一故。一百	道 路 中 亦 有 金 剛 位 一 一 位 各 各 有 本 存 一 故 一 百 
X46n0776_003:0187b05	二數成故。依如是位。建立轉相。則有五種。云何為五。	二 數 成 故 依 如 是 位 建 立 轉 相 則 有 五 種 云 何 為 五 
X46n0776_003:0187b06	一者上上一一轉相門。二者本本一一轉相門。三者	一 者 上 上 一 一 轉 相 門 二 者 本 本 一 一 轉 相 門 三 者 
X46n0776_003:0187b07	俱行不離轉相門。四者區區不雜轉相門。五者圓滿	俱 行 不 離 轉 相 門 四 者 區 區 不 雜 轉 相 門 五 者 圓 滿 
X46n0776_003:0187b08	具足轉相門。是名為五。如偈依位立轉相。則有五種	具 足 轉 相 門 是 名 為 五 如 偈 依 位 立 轉 相 則 有 五 種 
X46n0776_003:0187b09	重。謂上一本一。俱轉及不雜。圓滿具足位故。第一轉	重 謂 上 一 本 一 俱 轉 及 不 雜 圓 滿 具 足 位 故 第 一 轉 
X46n0776_003:0187b10	相形相如何。偈曰。	相 形 相 如 何 偈 曰 
X46n0776_003:0187b11	　五十一種位　　一各攝五十　　一時一處轉	 五 十 一 種 位 一 各 攝 五 十 一 時 一 處 轉 
X46n0776_003:0187b12	　然不可合一	 然 不 可 合 一 
X46n0776_003:0187b13	論曰。云何名為上一一門。所謂五十一種位。一一位	論 曰 云 何 名 為 上 一 一 門 所 謂 五 十 一 種 位 一 一 位 
X46n0776_003:0187b14	位。各攝五十。一時處轉。若爾。合集應作一體。各別一	位 各 攝 五 十 一 時 處 轉 若 爾 合 集 應 作 一 體 各 別 一 
X46n0776_003:0187b15	轉。不可合一。如偈五十一種位。一各攝五十。一時一	轉 不 可 合 一 如 偈 五 十 一 種 位 一 各 攝 五 十 一 時 一 
X46n0776_003:0187b16	處轉。然不可合一故。如是已說上上一一轉相門。次	處 轉 然 不 可 合 一 故 如 是 已 說 上 上 一 一 轉 相 門 次 
X46n0776_003:0187b17	當說本本一一轉相門。其相云何。偈曰。	當 說 本 本 一 一 轉 相 門 其相云何 偈 曰 
X46n0776_003:0187b18	　五十一本一　　一各攝五十　　一時一處轉	 五 十 一 本 一 一 各 攝 五 十 一 時 一 處 轉 
X46n0776_003:0187b19	　然不可合一	 然 不 可 合 一 
X46n0776_003:0187b20	論曰。云何名為本一一門。所謂五十一種本一。一種	論 曰 云 何 名 為 本 一 一 門 所 謂 五 十 一 種 本 一 一 種 
X46n0776_003:0187b21	本一。各攝五十。一時處轉。若爾。合集應作一體。各別	本 一 各 攝 五 十 一 時 處 轉 若 爾 合 集 應 作 一 體 各 別 
X46n0776_003:0187b22	一轉。不可合一。如偈五十一本一。一各攝五十。一時	一 轉 不 可 合 一 如 偈 五 十 一 本 一 一 各 攝 五 十 一 時 
X46n0776_003:0187b23	一處轉。然不可合一故。如是已說本本一一轉相門。	一 處 轉 然 不 可 合 一 故 如 是 已 說 本 本 一 一 轉 相 門 
X46n0776_003:0187b24	次當說俱行不離轉相門。其相云何。偈曰。	次 當 說 俱 行 不 離 轉 相 門 其相云何 偈 曰 
X46n0776_003:0187c01	　本一及上一　　互各攝諸位　　俱轉不捨離	 本 一 及 上 一 互 各 攝 諸 位 俱 轉 不 捨 離 
X46n0776_003:0187c02	　然不可合一	 然 不 可 合 一 
X46n0776_003:0187c03	論曰。云何名為俱行轉門。所謂本一五十一法。一一	論 曰 云 何 名 為 俱 行 轉 門 所 謂 本 一 五 十 一 法 一 一 
X46n0776_003:0187c04	各各攝上一五十一法。上一五十一法。亦能攝彼本。	各 各 攝 上 一 五 十 一 法 上 一 五 十 一 法 亦 能 攝 彼 本 
X46n0776_003:0187c05	俱行俱轉。不相離故。然各別別一時處轉。不可合一。	俱 行 俱 轉 不 相 離 故 然 各 別 別 一 時 處 轉 不 可 合 一 
X46n0776_003:0187c06	如偈本一及上一。互各攝諸位。俱轉不捨離。然不可	如 偈 本 一 及 上 一 互 各 攝 諸 位 俱 轉 不 捨 離 然 不 可 
X46n0776_003:0187c07	合一故。如是已說俱行不離轉相門。次當說區區不	合 一 故 如 是 已 說 俱 行 不 離 轉 相 門 次 當 說 區 區 不 
X46n0776_003:0187c08	雜轉相門。其相云何。偈曰。	雜 轉 相 門 其相云何 偈 曰 
X46n0776_003:0187c09	　本上一切位　　一一皆各各　　安住自家中	 本 上 一 切 位 一 一 皆 各 各 安 住 自 家 中 
X46n0776_003:0187c10	　不攝他法故	 不 攝 他 法 故 
X46n0776_003:0187c11	論曰。云何名為區不雜門。所謂所有一切種種本上	論 曰 云 何 名 為 區 不 雜 門 所 謂 所有一切 種 種 本 上 
X46n0776_003:0187c12	諸位。一一各各唯安住自家中。亦不移轉。亦不出入。	諸 位 一 一 各 各 唯 安 住 自 家 中 亦 不 移 轉 亦 不 出 入 
X46n0776_003:0187c13	亦不攝他。亦不定常。常恒具足。徧廣大故。如偈本上	亦 不 攝 他 亦 不 定 常 常 恒 具 足 徧 廣 大 故 如 偈 本 上 
X46n0776_003:0187c14	一切位。一一皆各各。安住自家中。不攝他法故故。(以上	一 切 位 一 一 皆 各 各 安 住 自 家 中 不 攝 他 法 故 故 以 上 
X46n0776_003:0187c15	四門。皆說各住自位。不可合一之法)如是已說區區不雜轉相門。次當	四 門 皆 說 各 住 自 位 不 可 合 一 之 法 如 是 已 說 區 區 不 雜 轉 相 門 次 當 
X46n0776_003:0187c16	說具足圓滿轉相門。其相云何。偈曰。	說 具足圓滿 轉 相 門 其相云何 偈 曰 
X46n0776_003:0187c17	　前所說四門　　一切時處等　　無礙自在轉	 前 所 說 四 門 一 切 時 處 等 無 礙 自 在 轉 
X46n0776_003:0187c18	　名具足圓滿	 名 具足圓滿 
X46n0776_003:0187c19	論曰。云何名為具足轉門。所謂如前所說四門。一時	論 曰 云 何 名 為 具 足 轉 門 所 謂 如前所說 四 門 一 時 
X46n0776_003:0187c20	轉。一處轉。異時轉。異處轉。一轉離轉。總轉別轉。無礙	轉 一 處 轉 異 時 轉 異 處 轉 一 轉 離 轉 總 轉 別 轉 無 礙 
X46n0776_003:0187c21	自在故。如偈前所說四門。一切時處等。無礙自在轉。	自 在 故 如 偈 前 所 說 四 門 一 切 時 處 等 無 礙 自 在 轉 
X46n0776_003:0187c22	名具足圓滿故。(上文既言不可合一。此言具足圓滿。仍不雜亂也○引經第二十五)摩	名 具足圓滿 故 上 文 既 言 不 可 合 一 此 言 具足圓滿 仍 不 雜 亂 也 引 經 第 二 十 五 摩 
X46n0776_003:0187c23	訶衍大陀羅尼金剛神呪脩多羅中作如是說。一一	訶 衍 大 陀 羅 尼 金 剛 神 呪 脩 多 羅 中 作如是說 一 一 
X46n0776_003:0187c24	(各住自位)。一切一切(位位各攝五十位)。離雜有無。一稱一量。法藏	 各 住 自 位 一切一切 位 位 各 攝 五 十 位 離 雜 有 無 一 稱 一 量 法 藏 
X46n0776_003:0188a01	門海中。總有二法。云何為二。一者是總。二者是別。言	門 海 中 總 有 二 法 云 何 為 二 一 者 是 總 二 者 是 別 言 
X46n0776_003:0188a02	別者。四種俱輪地故。言總者。四種俱輪自在轉故。乃	別 者 四 種 俱 輪 地 故 言 總 者 四 種 俱 輪 自 在 轉 故 乃 
X46n0776_003:0188a03	至廣說故。	至 廣 說 故 
X46n0776_003:0188a04	○獨地獨天一種廣大無二山王大決擇分第十	 獨 地 獨 天 一 種 廣 大 無 二 山 王 大 決 擇 分 第 十 
X46n0776_003:0188a05	六(獨地者自性門也。獨天者本本門也)。	六 獨 地 者 自 性 門 也 獨 天 者 本 本 門 也 
X46n0776_003:0188a06	如是已說獨地非亂一定一定道路大決擇分。次當	如 是 已 說 獨 地 非 亂 一 定 一 定 道 路 大 決 擇 分 次 當 
X46n0776_003:0188a07	說獨地獨天一種廣大無二山王大決擇分。其相云	說 獨 地 獨 天 一 種 廣 大 無 二 山 王 大 決 擇 分 其 相 云 
X46n0776_003:0188a08	何。偈曰。	何 偈 曰 
X46n0776_003:0188a09	　此山王體中　　則有二種門　　謂自性本本	 此 山 王 體 中 則 有 二 種 門 謂 自 性 本 本 
X46n0776_003:0188a10	　如次應觀察	 如 次 應 觀 察 
X46n0776_003:0188a11	論曰。就此獨地獨天一種廣大無二山王體中。則有	論 曰 就 此 獨 地 獨 天 一 種 廣 大 無 二 山 王 體 中 則 有 
X46n0776_003:0188a12	二門。云何為二。一者本一自性位地門。二者本一之	二 門 云 何 為 二 一 者 本 一 自 性 位 地 門 二 者 本 一 之 
X46n0776_003:0188a13	本位地門。是名為二。如其次第。應審觀察。如偈此山	本 位 地 門 是 名 為 二 如 其 次 第 應 審 觀 察 如 偈 此 山 
X46n0776_003:0188a14	王體中。則有二種門。謂自性本本。如次應觀察故。自	王 體 中 則 有 二 種 門 謂 自 性 本 本 如 次 應 觀 察 故 自 
X46n0776_003:0188a15	性位地形相如何。偈曰。	性 位 地 形 相 如 何 偈 曰 
X46n0776_003:0188a16	　彼本一法中　　不待他自然　　有五十一位	 彼 本 一 法 中 不 待 他 自 然 有 五 十 一 位 
X46n0776_003:0188a17	　是名自性位　　如是五十一　　一一皆各各	 是 名 自 性 位 如 是 五 十 一 一 一 皆 各 各 
X46n0776_003:0188a18	　有五百法門　　周徧廣大轉	 有 五 百 法 門 周 徧 廣 大 轉 
X46n0776_003:0188a19	論曰。云何名為自性位地。所謂如前所說五十一種	論 曰 云 何 名 為 自 性 位 地 所 謂 如前所說 五 十 一 種 
X46n0776_003:0188a20	本一法中。一一各各不待他力。自然自性有五十一	本 一 法 中 一 一 各 各 不 待 他 力 自 然 自 性 有 五 十 一 
