X25n0475_001:0071a03	 金剛鎞序	 金 剛 鎞 序 
X25n0475_001:0085c09	若復有人。得聞是經。不驚．不怖．不畏。當知是人甚為	若 復 有 人 得 聞 是 經 不 驚 不 怖 不 畏 當 知 是 人 甚 為 
X25n0475_001:0085c10	希有。何以故。須菩提。如來說。第一波羅蜜。非第一波	希 有 何 以 故 須 菩 提 如 來 說 第 一 波 羅 蜜 非 第 一 波 
X25n0475_001:0085c11	羅蜜。是名第一波羅蜜。	羅 蜜 是 名 第 一 波 羅 蜜 
X25n0475_001:0085c12	此甚言信經者之難得。復究其所以難也。意以此	此 甚 言 信 經 者 之 難 得 復 究 其 所 以 難 也 意 以 此 
X25n0475_001:0085c13	經深玄微妙。但能聞不驚怖。已甚希有。況信解受	經 深 玄 微 妙 但 能 聞 不 驚 怖 已 甚 希 有 況 信 解 受 
X25n0475_001:0085c14	持乎。驚者如行未由之路。愕然而恠。非處生懼也。	持 乎 驚 者 如 行 未 由 之 路 愕 然 而 恠 非 處 生 懼 也 
X25n0475_001:0085c15	怖者如自念言何為至此。或進或退。疑莫能決也。	怖 者 如 自 念 言 何 為 至 此 或 進 或 退 疑 莫 能 決 也 
X25n0475_001:0085c16	畏者一向怕怖。或反而不進。或一向發狂。以至墮	畏 者 一 向 怕 怖 或 反 而 不 進 或 一 向 發 狂 以 至 墮 
X25n0475_001:0085c17	坑落塹。其心畢竟生於驚怖也。良以人天教中說	坑 落 塹 其 心 畢 竟 生 於 驚 怖 也 良 以 人 天 教 中 說 
X25n0475_001:0085c18	有。小乘教中說空。是昔日曾由之路也。空有雙非。	有 小 乘 教 中 說 空 是 昔 日 曾 由 之 路 也 空 有 雙 非 
X25n0475_001:0085c19	中道實相。曾未經歷。今忽聞之。從昔日執著之流。	中 道 實 相 曾 未 經 歷 今 忽 聞 之 從 昔 日 執 著 之 流 
X25n0475_001:0085c20	皆愕然而驚。凜然而怖。莫能前進。從此墮凡夫之	皆 愕 然 而 驚 凜 然 而 怖 莫 能 前 進 從 此 墮 凡 夫 之 
X25n0475_001:0085c21	坑。二乘之塹。菩提永失矣。若不生驚怖。則必向菩	坑 二 乘 之 塹 菩 提 永 失 矣 若 不 生 驚 怖 則 必 向 菩 
X25n0475_001:0085c22	提。寧不甚為希有哉。然又究其所以為希有者。以	提 寧 不 甚 為 希 有 哉 然 又 究 其 所 以 為 希 有 者 以 
X25n0475_001:0085c23	此經是諸波羅蜜中之第一故。第一者。六波羅蜜	此 經 是 諸波羅蜜 中 之 第 一 故 第 一 者 六波羅蜜 
X25n0475_001:0085c24	中。般若最勝。三身之中。法身最勝。六度若無般若。	中 般 若 最 勝 三 身 之 中 法 身 最 勝 六 度 若 無 般 若 
X25n0475_001:0086a01	則在因無破惑之功。在果無法身之德。唯般若能	則 在 因 無 破 惑 之 功 在 果 無 法 身 之 德 唯 般 若 能 
X25n0475_001:0086a02	得法身。則般若是法身之因。故名第一。又云非第	得 法 身 則 般 若 是 法 身 之 因 故 名 第 一 又 云 非 第 
X25n0475_001:0086a03	一者。約本體離言說相故。又云是名第一者。以名	一 者 約 本 體 離 言 說 相 故 又 云 是 名 第 一 者 以 名 
X25n0475_001:0086a04	字約言說相故。蓋欲人因名會體。不可如名言以	字 約 言 說 相 故 蓋 欲 人 因 名 會 體 不 可 如 名 言 以 
X25n0475_001:0086a05	生分別想也。是則經既第一。信者豈不第一。今但	生 分 別 想 也 是 則 經 既 第 一 信 者 豈 不 第 一 今 但 
X25n0475_001:0086a06	聞而不驚不怖。雖未即信。亦必終歸於信也。法身	聞 而 不驚不怖 雖 未 即 信 亦 必 終 歸 於 信 也 法 身 
X25n0475_001:0086a07	清淨之因。良在於此。故彌勒云。大因及清淨。福中	清 淨 之 因 良 在 於 此 故 彌 勒 云 大 因 及 清 淨 福 中 
X25n0475_001:0086a08	勝福德。又亦可從譬如有人身如須彌山王以下	勝 福 德 又 亦 可 從 譬 如 有 人 身 如須彌山 王 以 下 
X25n0475_001:0086a09	至此。二番校量。九次顯勝。皆各是一義。而未的出	至 此 二 番 校 量 九 次 顯 勝 皆 各 是 一 義 而 未 的 出 
X25n0475_001:0086a10	其勝之根由。今與前文總為勝因亦可也。此其勝	其 勝 之 根 由 今 與 前 文 總 為 勝 因 亦 可 也 此 其 勝 
X25n0475_001:0086a11	於身施之別可顯者四也。	於 身 施 之 別 可 顯 者 四 也 
X25n0475_001:0086a13	金剛般若波羅蜜經鎞卷上	金 剛 般若波羅蜜經 鎞 卷 上 
X25n0475_002:0086a17	金剛般若波羅蜜經鎞卷下	金 剛 般若波羅蜜經 鎞 卷 下 
X25n0475_002:0086a18	古杭雲棲弟子　廣伸　述	古 杭 雲 棲 弟 子 廣 伸 述 
X25n0475_002:0086a19	△八斷持說未脫苦果疑二。初明無相以為忍。二	 八 斷 持 說 未 脫 苦 果 疑 二 初 明 無 相 以 為 忍 二 
X25n0475_002:0086a20	勸離相以修忍。初明無相以為忍二。初略標忍體。	勸 離 相 以 修 忍 初 明 無 相 以 為 忍 二 初 略 標 忍 體 
X25n0475_002:0086a21	二舉行釋成。初略標忍體。	二 舉 行 釋 成 初 略 標 忍 體 
X25n0475_002:0086a22	須菩提。忍辱波羅蜜。如來說非忍辱波羅蜜。	須 菩 提 忍 辱 波 羅 蜜 如 來 說 非 忍 辱 波 羅 蜜 
X25n0475_002:0086a23	佛意謂。汝聞恒沙命施全勝外財。而猶感人天苦	佛 意 謂 汝 聞 恒 沙 命 施 全 勝 外 財 而 猶 感 人 天 苦 
X25n0475_002:0086a24	果。故名為劣。將無疑菩薩為法忘軀。損身半偈等。	果 故 名 為 劣 將 無 疑 菩 薩 為 法 忘 軀 損 身 半 偈 等 
X25n0475_002:0086b01	亦名苦行。而亦當感苦果也耶。不知住相捨身。不	亦 名 苦 行 而 亦 當 感 苦 果 也 耶 不 知 住 相 捨 身 不 
X25n0475_002:0086b02	達無相。故招苦果。今菩薩苦行。名為忍辱。忍到於	達 無 相 故 招 苦 果 今 菩 薩 苦 行 名 為 忍 辱 忍 到 於 
X25n0475_002:0086b03	至靜無相之岸。名忍辱波羅蜜。而復忍無可忍。彼	至 靜 無 相 之 岸 名 忍 辱 波 羅 蜜 而 復 忍 無 可 忍 彼 
X25n0475_002:0086b04	岸非岸。名非忍辱波羅蜜也。尚無靜境。豈有動心。	岸 非 岸 名 非 忍 辱 波 羅 蜜 也 尚 無 靜 境 豈 有 動 心 
X25n0475_002:0086b05	直造非靜非動之本源。苦果將安在哉。故彌勒云。	直 造 非 靜 非 動 之 本 源 苦 果 將 安 在 哉 故 彌 勒 云 
X25n0475_002:0086b06	能忍於苦行。以苦行有善。彼福不可量。如是最勝	能 忍 於 苦 行 以 苦 行 有 善 彼 福 不 可 量 如 是 最 勝 
X25n0475_002:0086b07	義。△二舉行釋成。	義 二 舉 行 釋 成 
X25n0475_002:0086b08	何以故。須菩提。如我昔為歌利王割截身體。我於爾	何 以 故 須 菩 提 如 我 昔 為 歌 利 王 割 截 身 體 我 於 爾 
X25n0475_002:0086b09	時。無我相．無人相．無眾生相．無壽者相。何以故。我於	時 無 我 相 無 人 相 無 眾 生 相 無 壽 者 相 何 以 故 我 於 
X25n0475_002:0086b10	往昔節節支解時。若有我相．人相．眾生相．壽者相。應	往 昔 節 節 支 解 時 若 有 我 相 人 相 眾 生 相 壽 者 相 應 
X25n0475_002:0086b11	生瞋恨。須菩提。又念過去於五百世作忍辱僊人。於	生 瞋 恨 須 菩 提 又 念 過 去 於 五 百 世 作 忍 辱 僊 人 於 
X25n0475_002:0086b12	爾所世。無我相．無人相．無眾生相．無壽者相。	爾 所 世 無 我 相 無 人 相 無 眾 生 相 無 壽 者 相 
X25n0475_002:0086b13	徵其所以忍辱非忍辱者。是已行之行。久騐之方	徵 其 所 以 忍 辱 非 忍 辱 者 是 已 行 之 行 久 騐 之 方 
X25n0475_002:0086b14	也。如我昔為歌利王割截身體。了無我人等相。是	也 如 我 昔 為 歌 利 王 割 截 身 體 了 無 我 人 等 相 是 
X25n0475_002:0086b15	忍辱波羅蜜。即非忍辱波羅蜜也。又究其所以便	忍 辱 波 羅 蜜 即 非 忍 辱 波 羅 蜜 也 又 究 其 所 以 便 
X25n0475_002:0086b16	無我等者。以若有我相。應生瞋恨。今既無瞋。足知	無 我 等 者 以 若 有 我 相 應 生 瞋 恨 今 既 無 瞋 足 知 
X25n0475_002:0086b17	無我矣。且此忍辱之行。非一時。非偶然。又念過去	無 我 矣 且 此 忍 辱 之 行 非 一 時 非 偶 然 又 念 過 去 
X25n0475_002:0086b18	於五百世作忍辱僊人。於爾所世。皆無我人等相。	於 五 百 世 作 忍 辱 僊 人 於 爾 所 世 皆 無 我 人 等 相 
X25n0475_002:0086b19	則煉深相伏心境素與之兩忘。習慣性成。物我渾	則 煉 深 相 伏 心 境 素 與 之 兩 忘 習 慣 性 成 物 我 渾 
X25n0475_002:0086b20	同於一味。不唯無苦。而且有樂。不唯無瞋。而且有	同 於 一 味 不 唯 無 苦 而 且 有 樂 不 唯 無 瞋 而 且 有 
X25n0475_002:0086b21	慈。如彌勒云。離我及瞋恚。實無於苦惱。共樂有慈	慈 如 彌 勒 云 離 我 及 瞋 恚 實 無 於 苦 惱 共 樂 有 慈 
X25n0475_002:0086b22	悲。如是苦行果。又割截之事。按涅槃經云。我念往	悲 如 是 苦 行 果 又 割 截 之 事 按 涅 槃 經 云 我 念 往 
X25n0475_002:0086b23	昔生南天竺富單那城婆羅門家。是時有王。名迦	昔 生 南 天 竺 富 單 那 城 婆 羅 門 家 是 時 有 王 名 迦 
X25n0475_002:0086b24	羅富。其性暴惡。憍慢自在。我於爾時為眾生故。在	羅 富 其 性 暴 惡 憍 慢 自 在 我 於 爾 時 為 眾 生 故 在 
X25n0475_002:0086c01	彼城外。寂然禪思。爾時彼王。春木華敷。與其眷屬。	彼 城 外 寂 然 禪 思 爾 時 彼 王 春 木 華 敷 與 其 眷 屬 
X25n0475_002:0086c02	宮人綵女。出城遊觀。在林樹下。五欲自娛。其諸綵	宮 人 綵 女 出 城 遊 觀 在 林 樹 下 五 欲 自 娛 其 諸 綵 
X25n0475_002:0086c03	女。捨王遊戲。遂至我所。我時為欲斷彼貪故。而為	女 捨 王 遊 戲 遂 至 我 所 我 時 為 欲 斷 彼 貪 故 而 為 
X25n0475_002:0086c04	說法。時王見我。便生惡心。而問我言。汝今已得阿	說 法 時 王 見 我 便 生 惡 心 而 問 我 言 汝 今 已 得 阿 
X25n0475_002:0086c05	羅漢果耶。我言不得。復言已得不還果耶。我言不	羅 漢 果 耶 我 言 不 得 復 言 已 得 不 還 果 耶 我 言 不 
X25n0475_002:0086c06	得。復言。汝既年少。未得如是二果。則為具有貪欲	得 復 言 汝 既 年 少 未 得 如 是 二 果 則 為 具 有 貪 欲 
X25n0475_002:0086c07	煩惱。云何恣情觀我女人。我即答言。大王。當知我	煩 惱 云 何 恣 情 觀 我 女 人 我 即 答 言 大 王 當 知 我 
X25n0475_002:0086c08	今雖未斷貪欲結。然其內心實無貪著。王言癡人。	今 雖 未 斷 貪 欲 結 然 其 內 心 實 無 貪 著 王 言 癡 人 
X25n0475_002:0086c09	世有僊人。服氣食果。見色尚貪。況汝盛年未斷貪	世 有 僊 人 服 氣 食 果 見 色 尚 貪 況 汝 盛 年 未 斷 貪 
X25n0475_002:0086c10	欲。云何見面而當不著。我言。大王。見色不貪。實不	欲 云 何 見 面 而 當 不 著 我 言 大 王 見 色 不 貪 實 不 
X25n0475_002:0086c11	由於服氣食果。皆由繫念無常不淨。王言。若有輕	由 於 服 氣 食 果 皆 由 繫 念 無 常 不 淨 王 言 若 有 輕 
X25n0475_002:0086c12	他而生誹謗。云何得名修持淨戒。我言。大王。若有	他 而 生 誹 謗 云 何 得 名 修 持 淨 戒 我 言 大 王 若 有 
X25n0475_002:0086c13	妬心則為誹謗。我無妬心。云何言謗。王言。大士。云	妬 心 則 為 誹 謗 我 無 妬 心 云 何 言 謗 王 言 大 士 云 
X25n0475_002:0086c14	何名戒。我言。忍名為戒。王言。若忍是戒。當截汝耳。	何 名 戒 我 言 忍 名 為 戒 王 言 若 忍 是 戒 當 截 汝 耳 
X25n0475_002:0086c15	若能忍者。知汝持戒。即截我耳。時我被截。容顏不	若 能 忍 者 知 汝 持 戒 即 截 我 耳 時 我 被 截 容 顏 不 
X25n0475_002:0086c16	變。時王羣臣。見是事已。即諫王言。如是大士。不應	變 時 王 羣 臣 見 是 事 已 即 諫 王 言 如 是 大 士 不 應 
X25n0475_002:0086c17	加害。王告諸臣。汝等云何知是大士。諸臣答言。見	加 害 王 告 諸 臣 汝 等 云 何 知 是 大 士 諸 臣 答 言 見 
X25n0475_002:0086c18	受苦時。容顏不變。王復語言。我當更試。知變不變。	受 苦 時 容 顏 不 變 王 復 語 言 我 當 更 試 知 變 不 變 
X25n0475_002:0086c19	即劓其鼻。刖其手足。爾時菩薩。已於無量無邊世	即 劓 其 鼻 刖 其 手 足 爾 時 菩 薩 已 於 無量無邊 世 
X25n0475_002:0086c20	中。修習慈悲。慜苦眾生。時四天王。心懷瞋忿。雨砂	中 修 習 慈 悲 慜 苦 眾 生 時 四 天 王 心 懷 瞋 忿 雨 砂 
X25n0475_002:0086c21	礫石。王見事已。心大怖畏。復至我所。長跪而言。惟	礫 石 王 見 事 已 心 大 怖 畏 復 至 我 所 長 跪 而 言 惟 
X25n0475_002:0086c22	願哀怋。聽我懺悔。我言。大王。我心無瞋。亦如無貪。	願 哀 怋 聽 我 懺 悔 我 言 大 王 我 心 無 瞋 亦 如 無 貪 
X25n0475_002:0086c23	王言。大德。云何得知。我即立誓。我若真實無瞋恨	王 言 大 德 云何得知 我 即 立 誓 我 若 真 實 無 瞋 恨 
X25n0475_002:0086c24	心。令我此身。平復如故。發是願已。身即平復。問。經	心 令 我 此 身 平 復 如 故 發 是 願 已 身 即 平 復 問 經 
X25n0475_002:0087a01	謂慈心功德。水不能溺。火不能燒。毒不能中。國王	謂 慈 心 功 德 水 不 能 溺 火 不 能 燒 毒 不 能 中 國 王 
X25n0475_002:0087a02	不能得其便。今歌利得便。割截支體何也。曰。試觀	不 能 得 其 便 今 歌 利 得 便 割 截 支 體 何 也 曰 試 觀 
X25n0475_002:0087a03	完膚於立誓之頃。懺謝於雨砂之時。是實為慈忍	完 膚 於 立 誓 之 頃 懺 謝 於 雨 砂 之 時 是 實 為 慈 忍 
X25n0475_002:0087a04	者得其便矣。王何便之有。慈心之時義大矣哉。△	者 得 其 便 矣 王 何 便 之 有 慈 心 之 時 義 大 矣 哉 
X25n0475_002:0087a05	二勸離相以修忍二。初總標。二別顯。初總標。	二 勸 離 相 以 修 忍 二 初 總 標 二 別 顯 初 總 標 
X25n0475_002:0087a06	是故須菩提。菩薩應離一切相。發阿耨多羅三藐三	是 故 須 菩 提 菩 薩 應 離一切相 發 阿 耨 多 羅 三 藐 三 
X25n0475_002:0087a07	菩提心。	菩 提 心 
X25n0475_002:0087a08	夫佛行忍辱無相如此。所以菩薩應離相以發心	夫 佛 行 忍 辱 無 相 如 此 所 以 菩 薩 應 離 相 以 發 心 
X25n0475_002:0087a09	也。阿耨菩提是佛智果。解見上文。一切相者。我相	也 阿耨菩提 是 佛 智 果 解 見 上 文 一 切 相 者 我 相 
X25n0475_002:0087a10	法相空相也。離一切相者。無此三相也。應離一切	法 相 空 相 也 離一切相 者 無 此 三 相 也 應 離 一 切 
X25n0475_002:0087a11	相發心者。勸應離相發心。如我修行無相之忍辱	相 發 心 者 勸 應 離 相 發 心 如 我 修 行 無 相 之 忍 辱 
X25n0475_002:0087a12	也。問。上文秖無四相我執而已。此何名離一切相	也 問 上 文 秖 無 四 相 我 執 而 已 此 何 名 離一切相 
X25n0475_002:0087a13	耶。答。即此而觀。灼知上文言略而意該也。以大心	耶 答 即 此 而 觀 灼 知 上 文 言 略 而 意 該 也 以 大 心 
X25n0475_002:0087a14	菩薩。因地之時。粗細無明皆圓伏故。問。正言忍行。	菩 薩 因 地 之 時 粗 細 無 明 皆 圓 伏 故 問 正 言 忍 行 
X25n0475_002:0087a15	何為離相發心耶。答。以未修行時先當發心。正修	何 為 離 相 發 心 耶 答 以 未 修 行 時 先 當 發 心 正 修 
X25n0475_002:0087a16	行時。全體發心。乃至果地。不離發心。是以勸其離	行 時 全 體 發 心 乃 至 果 地 不 離 發 心 是 以 勸 其 離 
X25n0475_002:0087a17	相發心。蓋貫乎修證。非偶然也。△二別顯。	相 發 心 蓋 貫 乎 修 證 非 偶 然 也 二 別 顯 
X25n0475_002:0087a18	不應住色生心。不應住聲香味觸法生心。應生無所	不 應 住 色 生 心 不 應 住 聲香味觸 法 生 心 應 生 無 所 
X25n0475_002:0087a19	住心。若心有住。則為非住。是故佛說。菩薩心不應住	住 心 若 心 有 住 則 為 非 住 是 故 佛 說 菩 薩 心 不 應 住 
X25n0475_002:0087a20	色布施。	色 布 施 
X25n0475_002:0087a21	此別示誡勸。引前說以策離相之行也。住色生心	此 別 示 誡 勸 引 前 說 以 策 離 相 之 行 也 住 色 生 心 
X25n0475_002:0087a22	等者。住中主宰名人我相。住色等以為實有。名法	等 者 住 中 主 宰 名 人 我 相 住 色 等 以 為 實 有 名 法 
X25n0475_002:0087a23	我相。不應住色等者。誡著相生心而修行也。應生	我 相 不 應 住 色 等 者 誡 著 相 生 心 而 修 行 也 應 生 
X25n0475_002:0087a24	無所住者。勸離相生心而修行也。若心有住。則為	無 所 住 者 勸 離 相 生 心 而 修 行 也 若 心 有 住 則 為 
X25n0475_002:0087b01	非住者。謂住於色等。即不住於菩提。入此出彼。謹	非 住 者 謂 住 於 色 等 即 不 住 於 菩 提 入 此 出 彼 謹 
X25n0475_002:0087b02	幾微也。是故佛說菩薩心不應住色布施者。引前	幾 微 也 是 故 佛 說 菩 薩 心 不 應 住 色 布 施 者 引 前 
