T42n1827_001:0232a03	百論序疏	百 論 序 疏 
T42n1827_002:0265a28	除闇方見。汝神為誰障故不知而假知能知。	除 闇 方 見 汝 神 為 誰 障 故 不 知 而 假 知 能 知 
T42n1827_002:0265a29	注云若不知色不名為知者。以名定體破。知	注 云 若 不 知 色 不 名 為 知 者 以 名 定 體 破 知 
T42n1827_002:0265b01	既名知即應能知。若不能知則不名知。是故	既 名 知 即 應 能 知 若 不 能 知 則 不 名 知 是 故 
T42n1827_002:0265b02	縱有能知彼能何用者。前奪神知及以神能	縱 有 能 知 彼 能 何 用 者 前 奪 神 知 及 以 神 能 
T42n1827_002:0265b03	明知具二義。今明知具二義縱神復具二義	明 知 具 二 義 今 明 知 具 二 義 縱 神 復 具 二 義 
T42n1827_002:0265b04	者則無用也。外曰馬身合故神為馬。上初番	者 則 無 用 也 外 曰 馬 身 合 故 神 為 馬 上 初 番 
T42n1827_002:0265b05	破外人知自知神不知。次番奪。其神無能知	破 外 人 知 自 知 神 不 知 次 番 奪 其 神 無 能 知 
T42n1827_002:0265b06	自能。外人今雙救二義。一明神在馬中而神	自 能 外 人 今 雙 救 二 義 一 明 神 在 馬 中 而 神 
T42n1827_002:0265b07	名馬。如神在知中神名為知。二者馬形不能	名 馬 如 神 在 知 中 神 名 為 知 二 者 馬 形 不 能 
T42n1827_002:0265b08	知神御方能知。如知不能知神御方知。故神	知 神 御 方 能 知 如 知 不 能 知 神 御 方 知 故 神 
T42n1827_002:0265b09	有知有能則二義俱立。問神馬與人牛何異。	有 知 有 能 則 二 義 俱 立 問 神 馬 與 人 牛 何 異 
T42n1827_002:0265b10	答人牛二形二神故疎。今身神共合則密。又	答 人 牛 二 形 二 神 故 疎 今 身 神 共 合 則 密 又 
T42n1827_002:0265b11	得反責。內家若知自知不須神御。亦應馬形	得 反 責 內 家 若 知 自 知 不 須 神 御 亦 應 馬 形 
T42n1827_002:0265b12	自能不假神御也。內曰身中神非馬者明外人	自 能 不 假 神 御 也 內 曰 身 中 神 非 馬 者 明 外 人 
T42n1827_002:0265b13	不識馬也。世間正以馬形為馬。實不以神為	不 識 馬 也 世 間 正 以 馬 形 為 馬 實 不 以 神 為 
T42n1827_002:0265b14	馬。故以知自知神終非知。以神喻神則墮負	馬 故 以 知 自 知 神 終 非 知 以 神 喻 神 則 墮 負 
T42n1827_002:0265b15	處者。神御於知神御於馬。兩神無異。前神未	處 者 神 御 於 知 神 御 於 馬 兩 神 無 異 前 神 未 
T42n1827_002:0265b16	了而引後神。以過證過轉增其過。是故墮負。	了 而 引 後 神 以 過 證 過 轉 增 其 過 是 故 墮 負 
T42n1827_002:0265b17	又所御之知即知即能。所御之形無知無能。	又 所 御 之 知 即 知 即 能 所 御 之 形 無 知 無 能 
T42n1827_002:0265b18	同上燈譬。前引無知救知既以墮負。今重引	同 上 燈 譬 前 引 無 知 救 知 既 以 墮 負 今 重 引 
T42n1827_002:0265b19	之名為重負。外曰如黑疊。問黑疊與神馬何	之 名 為 重 負 外 曰 如 黑 疊 問 黑 疊 與 神 馬 何 
T42n1827_002:0265b20	異捨於神馬引黑疊耶。答離神別有馬。世間	異 捨 於 神 馬 引 黑 疊 耶 答 離 神 別 有 馬 世 間 
T42n1827_002:0265b21	詺馬形作馬。不詺神為馬。疊與黑合疊受黑	詺 馬 形 作 馬 不 詺 神 為 馬 疊 與 黑 合 疊 受 黑 
T42n1827_002:0265b22	名。世間名為黑疊。不可云黑自黑而疊不黑。	名 世 間 名 為 黑 疊 不 可 云 黑 自 黑 而 疊 不 黑 
T42n1827_002:0265b23	故與上異也。內曰若爾無神。自上三番破神	故 與 上 異 也 內 曰 若 爾 無 神 自 上 三 番 破 神 
T42n1827_002:0265b24	無知無能。謂奪神兩義也。今此一番縱之。縱	無 知 無 能 謂 奪 神 兩 義 也 今 此 一 番 縱 之 縱 
T42n1827_002:0265b25	汝神是能是知。便成於知無復有神。所以然	汝 神 是 能 是 知 便 成 於 知 無 復 有 神 所 以 然 
T42n1827_002:0265b26	者。知是知復是能。神若是知亦是能。此便成	者 知 是 知 復 是 能 神 若 是 知 亦 是 能 此 便 成 
T42n1827_002:0265b27	知則無復神。故云若爾無神。又知是能是知。	知 則 無 復 神 故 云 若 爾 無 神 又 知 是 能 是 知 
T42n1827_002:0265b28	既其非神。神是知是能。亦非神也。故云若爾	既 其 非 神 神 是 知 是 能 亦 非 神 也 故 云 若 爾 
T42n1827_002:0265b29	無神。又並。云神體非知與知合故神名知者。	無 神 又 並 云 神 體 非 知 與 知 合 故 神 名 知 者 
T42n1827_002:0265c01	知體非神。若神非神合應名非神。故云若爾	知 體 非 神 若 神 非 神 合 應 名 非 神 故 云 若 爾 
T42n1827_002:0265c02	無神。又並。神本非如。與知合故從知名知。知	無 神 又 並 神 本 非 如 與 知 合 故 從 知 名 知 知 
T42n1827_002:0265c03	體無常。神與無常合神名無常。神與不遍合	體 無 常 神 與 無 常 合 神 名 無 常 神 與 不 遍 合 
T42n1827_002:0265c04	應名不遍。與多和合應名為多。若無常不遍	應 名 不 遍 與 多 和 合 應 名 為 多 若 無 常 不 遍 
T42n1827_002:0265c05	及以多者則無有神。又知是能是知。神若無能	及 以 多 者 則 無 有 神 又 知 是 能 是 知 神 若 無 能 
T42n1827_002:0265c06	無知。與草木不異虛空無別。又是無神。又反	無 知 與 草 木 不 異 虛 空 無 別 又 是 無 神 又 反 
T42n1827_002:0265c07	並之。汝以有知有能名為神者。知具此二則	並 之 汝 以 有 知 有 能 名 為 神 者 知 具 此 二 則 
T42n1827_002:0265c08	應是神。神具此二神應名知。注有三種難。一	應 是 神 神 具 此 二 神 應 名 知 注 有 三 種 難 一 
T42n1827_002:0265c09	釋無神難。若他合故下第二互從並。若神從	釋 無 神 難 若 他 合 故 下 第 二 互 從 並 若 神 從 
T42n1827_002:0265c10	知名知。知亦從神名神。若知與神合不從神	知 名 知 知 亦 從 神 名 神 若 知 與 神 合 不 從 神 
T42n1827_002:0265c11	名神。神與知合亦不從知名知。第三違經破	名 神 神 與 知 合 亦 不 從 知 名 知 第 三 違 經 破 
T42n1827_002:0265c12	者。明外人疊與黑合疊便是黑。則違依主二	者 明 外 人 疊 與 黑 合 疊 便 是 黑 則 違 依 主 二 
T42n1827_002:0265c13	義。外曰如有杖。此救上三難。通第一無神難	義 外 曰 如 有 杖 此 救 上 三 難 通 第 一 無 神 難 
T42n1827_002:0265c14	云。人雖與杖合人名有杖。非是無人。神雖與	云 人 雖 與 杖 合 人 名 有 杖 非 是 無 人 神 雖 與 
T42n1827_002:0265c15	知合神名為知。非是無神。通第二互從難云。	知 合 神 名 為 知 非 是 無 神 通 第 二 互 從 難 云 
T42n1827_002:0265c16	人與杖合但得名人有杖。不得杖與人合杖	人 與 杖 合 但 得 名 人 有 杖 不 得 杖 與 人 合 杖 
T42n1827_002:0265c17	名有人。以人能御杖非杖御人。如是神與知	名 有 人 以 人 能 御 杖 非 杖 御 人 如 是 神 與 知 
T42n1827_002:0265c18	合神名為知。不得知與神合知名為神。以神	合 神 名 為 知 不 得 知 與 神 合 知 名 為 神 以 神 
T42n1827_002:0265c19	御知非知御神。通第三難云。人杖雖合人不	御 知 非 知 御 神 通 第 三 難 云 人 杖 雖 合 人 不 
T42n1827_002:0265c20	作杖。依主雖合主不作依。問人杖人牛此有	作 杖 依 主 雖 合 主 不 作 依 問 人 杖 人 牛 此 有 
T42n1827_002:0265c21	何異。答大宗是同。但來意有異。人牛為明其	何 異 答 大 宗 是 同 但 來 意 有 異 人 牛 為 明 其 
T42n1827_002:0265c22	合。人杖為辨其離。前為明合者。人與牛合人	合 人 杖 為 辨 其 離 前 為 明 合 者 人 與 牛 合 人 
T42n1827_002:0265c23	名有牛。神與知合神名有知。今為明離者。人	名 有 牛 神 與 知 合 神 名 有 知 今 為 明 離 者 人 
T42n1827_002:0265c24	與杖合雖名有杖人非是杖。神與知合雖名為	與 杖 合 雖 名 有 杖 人 非 是 杖 神 與 知 合 雖 名 為 
T42n1827_002:0265c25	知神非是知。又上但為防於他難立自義宗。	知 神 非 是 知 又 上 但 為 防 於 他 難 立 自 義 宗 
T42n1827_002:0265c26	今亦立義宗又通三難。是故異也。注中就人	今 亦 立 義 宗 又 通 三 難 是 故 異 也 注 中 就 人 
T42n1827_002:0265c27	與杖合有二句。杖與人合亦有二句。四句之	與 杖 合 有 二 句 杖 與 人 合 亦 有 二 句 四 句 之 
T42n1827_002:0265c28	中用一廢三。人與杖合人名有杖。用此句也。	中 用 一 廢 三 人 與 杖 合 人 名 有 杖 用 此 句 也 
T42n1827_002:0265c29	不得云人是杖。廢此句也。杖與人合二句並	不 得 云 人 是 杖 廢 此 句 也 杖 與 人 合 二 句 並 
T42n1827_002:0266a01	不用之。以杖與人合不名有人亦不名人。故	不 用 之 以 杖 與 人 合 不 名 有 人 亦 不 名 人 故 
T42n1827_002:0266a02	四句之中立一廢三。立一正是義宗。廢三通	四 句 之 中 立 一 廢 三 立 一 正 是 義 宗 廢 三 通 
T42n1827_002:0266a03	前三難。內曰有杖非杖。破同人牛。杖自是杖	前 三 難 內 曰 有 杖 非 杖 破 同 人 牛 杖 自 是 杖 
T42n1827_002:0266a04	人終非杖。知自是知神終無知。衛世五番凡	人 終 非 杖 知 自 是 知 神 終 無 知 衛 世 五 番 凡 
T42n1827_002:0266a05	有二失。前三後一得於神義而墮於無知。破	有 二 失 前 三 後 一 得 於 神 義 而 墮 於 無 知 破 
T42n1827_002:0266a06	黑疊譬得有知義而墮無神。外曰僧佉下第	黑 疊 譬 得 有 知 義 而 墮 無 神 外 曰 僧 佉 下 第 
T42n1827_002:0266a07	四重出論義凡有二義。一者見異家過失。謂	四 重 出 論 義 凡 有 二 義 一 者 見 異 家 過 失 謂 
T42n1827_002:0266a08	一義無咎。故重出論義。二見論主上借一破	一 義 無 咎 故 重 出 論 義 二 見 論 主 上 借 一 破 
T42n1827_002:0266a09	異。謂異義為短一義為長。故出論義。問何故	異 謂 異 義 為 短 一 義 為 長 故 出 論 義 問 何 故 
T42n1827_002:0266a10	不破一為一類破異為一類而相間出耶。答	不 破 一 為 一 類 破 異 為 一 類 而 相 間 出 耶 答 
T42n1827_002:0266a11	凡有四義。一示破有多門。如一異品類例破。	凡 有 四 義 一 示 破 有 多 門 如 一 異 品 類 例 破 
T42n1827_002:0266a12	今相間破。二者欲明一異兩家自相破斥即	今 相 間 破 二 者 欲 明 一 異 兩 家 自 相 破 斥 即 
T42n1827_002:0266a13	並為虛妄。是故間出。三者執一之人與提婆	並 為 虛 妄 是 故 間 出 三 者 執 一 之 人 與 提 婆 
T42n1827_002:0266a14	論義。當時理屈辭窮而異家便出立義。一家	論 義 當 時 理 屈 辭 窮 而 異 家 便 出 立 義 一 家 
T42n1827_002:0266a15	在坐靜聽便謂。一有道理異義為過。是故重	在 坐 靜 聽 便 謂 一 有 道 理 異 義 為 過 是 故 重 
T42n1827_002:0266a16	出論義。衛世師重出論義亦同之。四者僧佉	出 論 義 衛 世 師 重 出 論 義 亦 同 之 四 者 僧 佉 
T42n1827_002:0266a17	部內自有多人。雖一人墮負而餘人出論。世	部 內 自 有 多 人 雖 一 人 墮 負 而 餘 人 出 論 世 
T42n1827_002:0266a18	師亦爾故相間出也。此文三番所以前七後	師 亦 爾 故 相 間 出 也 此 文 三 番 所 以 前 七 後 
T42n1827_002:0266a19	三者。僧佉始末合有十番。但前義勢已窮後	三 者 僧 佉 始 末 合 有 十 番 但 前 義 勢 已 窮 後 
T42n1827_002:0266a20	則辭理易屈。故前七後三。若知與神異有	則 辭 理 易 屈 故 前 七 後 三 若 知 與 神 異 有 
T42n1827_002:0266a21	如上過者。僧佉靜聽。執異之家五番往復	如 上 過 者 僧 佉 靜 聽 執 異 之 家 五 番 往 復 
T42n1827_002:0266a22	墮於二過。一得神失知。二得知失神。我經	墮 於 二 過 一 得 神 失 知 二 得 知 失 神 我 經 
T42n1827_002:0266a23	中者明己執無過。何以故下釋無過。以神	中 者 明 己 執 無 過 何 以 故 下 釋 無 過 以 神 
T42n1827_002:0266a24	即覺故不墮無知。覺即神亦不墮無神。故	即 覺 故 不 墮 無 知 覺 即 神 亦 不 墮 無 神 故 
T42n1827_002:0266a25	離前二也。內曰破有三。初指前破。上有二對。	離 前 二 也 內 曰 破 有 三 初 指 前 破 上 有 二 對 
T42n1827_002:0266a26	一常無常二遍不遍。合十難前已說之。今當	一 常 無 常 二 遍 不 遍 合 十 難 前 已 說 之 今 當 
T42n1827_002:0266a27	更說指下破也。若覺相神不一者。前僧佉立	更 說 指 下 破 也 若 覺 相 神 不 一 者 前 僧 佉 立 
T42n1827_002:0266a28	一義。始末二番有三對過失。一神常覺無常。	一 義 始 末 二 番 有 三 對 過 失 一 神 常 覺 無 常 
T42n1827_002:0266a29	二神遍覺不遍。三神一覺不一。此三相違而	二 神 遍 覺 不 遍 三 神 一 覺 不 一 此 三 相 違 而 
T42n1827_002:0266b01	言其一。故招十五種過也。上已明二對十過。	言 其 一 故 招 十 五 種 過 也 上 已 明 二 對 十 過 
T42n1827_002:0266b02	今就一多。中復有五過。一以神從覺相與俱	今 就 一 多 中 復 有 五 過 一 以 神 從 覺 相 與 俱 
T42n1827_002:0266b03	多。二以覺從神相與俱一。三神不從覺多即	多 二 以 覺 從 神 相 與 俱 一 三 神 不 從 覺 多 即 
T42n1827_002:0266b04	神與覺異。四覺不從神一則覺與神異。五欲	神 與 覺 異 四 覺 不 從 神 一 則 覺 與 神 異 五 欲 
T42n1827_002:0266b05	令其一而不相從。則神墮亦多不多覺墮亦	令 其 一 而 不 相 從 則 神 墮 亦 多 不 多 覺 墮 亦 
T42n1827_002:0266b06	一不一。攝此五難為三。初二互相從得神覺	一 不 一 攝 此 五 難 為 三 初 二 互 相 從 得 神 覺 
T42n1827_002:0266b07	一宗而失神覺一多。次兩互不相從得神覺	一 宗 而 失 神 覺 一 多 次 兩 互 不 相 從 得 神 覺 
T42n1827_002:0266b08	一多而墮神覺異義。後得神覺不異亦得神	一 多 而 墮 神 覺 異 義 後 得 神 覺 不 異 亦 得 神 
T42n1827_002:0266b09	覺一多而墮亦一亦異。得神覺一多義則墮	覺 一 多 而 墮 亦 一 亦 異 得 神 覺 一 多 義 則 墮 
T42n1827_002:0266b10	亦異得神覺一義。名之為一。攝一多為五難	亦 異 得 神 覺 一 義 名 之 為 一 攝 一 多 為 五 難 
T42n1827_002:0266b11	既為三類。常遍五難亦各三類。故合十五開	既 為 三 類 常 遍 五 難 亦 各 三 類 故 合 十 五 開 
T42n1827_002:0266b12	為九難也。而今文中以神從覺令覺多神亦	為 九 難 也 而 今 文 中 以 神 從 覺 令 覺 多 神 亦 
T42n1827_002:0266b13	多者。正為破其一神以為多神故則無一神。	多 者 正 為 破 其 一 神 以 為 多 神 故 則 無 一 神 
T42n1827_002:0266b14	一神無故亦無多神。亦一亦多非一非多皆	一 神 無 故 亦 無 多 神 亦 一 亦 多 非 一 非 多 皆 
T42n1827_002:0266b15	悉不立。破神既爾。破覺亦然。覺與神一則失	悉 不 立 破 神 既 爾 破 覺 亦 然 覺 與 神 一 則 失 
T42n1827_002:0266b16	多覺。多既無一亦無。如是四句悉皆不成。外	多 覺 多 既 無 一 亦 無 如 是 四 句 悉 皆 不 成 外 
T42n1827_002:0266b17	曰不然一為種種如頗梨。救為二意。一法二	曰 不 然 一 為 種 種 如 頗 梨 救 為 二 意 一 法 二 
T42n1827_002:0266b18	喻。法中二句。一通前難二釋疑。所言一者此	喻 法 中 二 句 一 通 前 難 二 釋 疑 所 言 一 者 此 
T42n1827_002:0266b19	明覺體一也。內前以神從覺覺多神亦多。外	明 覺 體 一 也 內 前 以 神 從 覺 覺 多 神 亦 多 外 
T42n1827_002:0266b20	今以覺從神神一覺亦一。神既與覺一則覺	今 以 覺 從 神 神 一 覺 亦 一 神 既 與 覺 一 則 覺 
T42n1827_002:0266b21	一神亦一。無多神過。問何故神一覺亦一。答	一 神 亦 一 無 多 神 過 問 何 故 神 一 覺 亦 一 答 
T42n1827_002:0266b22	僧佉立宗義甚精密。神覺體一故神常覺亦	僧 佉 立 宗 義 甚 精 密 神 覺 體 一 故 神 常 覺 亦 
T42n1827_002:0266b23	常。神遍覺亦遍。神一覺亦一。但約義不同。	常 神 遍 覺 亦 遍 神 一 覺 亦 一 但 約 義 不 同 
T42n1827_002:0266b24	故開神覺二諦耳。為種種者第二釋疑也。伏	故 開 神 覺 二 諦 耳 為 種 種 者 第 二 釋 疑 也 伏 
T42n1827_002:0266b25	疑云。若以覺從神神一覺亦一。乃勉多神之	疑 云 若 以 覺 從 神 神 一 覺 亦 一 乃 勉 多 神 之 
T42n1827_002:0266b26	過墮一覺之咎。是故釋云。雖體是一覺隨緣	過 墮 一 覺 之 咎 是 故 釋 云 雖 體 是 一 覺 隨 緣 
T42n1827_002:0266b27	故多。不失多覺故不墮苦樂一過。如頗梨者	故 多 不 失 多 覺 故 不 墮 苦 樂 一 過 如 頗 梨 者 
T42n1827_002:0266b28	第二喻說。喻上體一隨緣故異。體一故免多	第 二 喻 說 喻 上 體 一 隨 緣 故 異 體 一 故 免 多 
T42n1827_002:0266b29	神過。隨緣異故免一覺過。故神覺俱成一多	神 過 隨 緣 異 故 免 一 覺 過 故 神 覺 俱 成 一 多 
