T47n1963_001:0083b03	淨土論序	淨 土 論 序 
T47n1963_002:0095c19	　猶土不能盡　　歸命清淨人	 猶 土 不 能 盡 歸 命 清 淨 人 
T47n1963_002:0095c20	　我今亦如是　　稱讚無量德	 我 今 亦 如 是 稱 讚 無 量 德 
T47n1963_002:0095c21	　以是福因緣　　願佛常念我	 以 是 福 因 緣 願 佛 常 念 我 
T47n1963_002:0095c22	　我今於先世　　福德若大小	 我 今 於 先 世 福 德 若 大 小 
T47n1963_002:0095c23	　願我於佛所　　心常得清淨	 願 我 於 佛 所 心 常 得 清 淨 
T47n1963_002:0095c24	　以此福因緣　　所獲上妙德	 以 此 福 因 緣 所 獲 上 妙 德 
T47n1963_002:0095c25	　願諸眾生類　　皆亦悉當得	 願 諸 眾 生 類 皆 亦 悉 當 得 
T47n1963_002:0095c26	讚觀音勢至二菩薩偈。	讚 觀 音 勢 至 二 菩 薩 偈 
T47n1963_002:0095c27	　觀音大勢大名稱　　功德智慧俱無量	 觀 音 大 勢 大 名 稱 功 德 智 慧 俱 無 量 
T47n1963_002:0095c28	　具足慈悲救世間　　遍遊一切眾生海	 具 足 慈 悲 救 世 間 遍 遊 一 切 眾 生 海 
T47n1963_002:0095c29	　如是勝人甚難遇　　一心恭敬頭面禮	 如 是 勝 人 甚 難 遇 一 心 恭 敬 頭 面 禮 
T47n1963_002:0096a01	　眾生長寢無明闇　　唯此大悲能覺之	 眾 生 長 寢 無 明 闇 唯 此 大 悲 能 覺 之 
T47n1963_002:0096a02	　隨緣皆現色身相　　猶如慈父念一子	 隨 緣 皆 現 色 身 相 猶 如 慈 父 念 一 子 
T47n1963_002:0096a03	　唯願慈悲救齊我　　一心恭敬照世燈	 唯 願 慈 悲 救 齊 我 一 心 恭 敬 照 世 燈 
T47n1963_002:0096a04	　南無觀音大勢至　　恒入世間無暫息	 南 無 觀 音 大 勢 至 恒 入 世 間 無 暫 息 
T47n1963_002:0096a05	　往生六道濟郡生　　色身超絕如紫金	 往 生 六 道 濟 郡 生 色 身 超 絕 如 紫 金 
T47n1963_002:0096a06	　威儀庠序世無比　　寶瓶化佛天冠中	 威儀庠序 世 無 比 寶 瓶 化 佛 天 冠 中 
T47n1963_002:0096a07	　一心恭敬巧方便　　動搖無量三千界	 一 心 恭 敬 巧 方 便 動 搖 無 量 三 千 界 
T47n1963_002:0096a08	　進止妙華恒承足　　常以寶手接眾生	 進 止 妙 華 恒 承 足 常 以 寶 手 接 眾 生 
T47n1963_002:0096a09	　一心恭敬施無畏　　無量無邊無數劫	 一 心 恭 敬 施 無 畏 無量無邊 無 數 劫 
T47n1963_002:0096a10	　廣修願力助彌陀　　常處大眾宣法言	 廣 修 願 力 助 彌 陀 常 處 大 眾 宣 法 言 
T47n1963_002:0096a11	　眾生聞者得淨眼　　唯願世世恒親覲	 眾 生 聞 者 得 淨 眼 唯 願 世 世 恒 親 覲 
T47n1963_002:0096a12	　故我一心頭面禮　　神通周遍十方國	 故 我 一 心 頭 面 禮 神 通 周 遍 十 方 國 
T47n1963_002:0096a13	　普現一切眾生前　　眾生若能至心念	 普 現 一 切 眾 生 前 眾 生 若 能 至 心 念 
T47n1963_002:0096a14	　皆悉導令至安樂　　哀我世間慈悲父	 皆 悉 導 令 至 安 樂 哀 我 世 間 慈 悲 父 
T47n1963_002:0096a15	　故我一心頭面禮　　安處出世蓮華座	 故 我 一 心 頭 面 禮 安 處 出 世 蓮 華 座 
T47n1963_002:0096a16	　猶如須彌照大海　　調伏眾生得無畏	 猶 如 須 彌 照 大 海 調 伏 眾 生 得 無 畏 
T47n1963_002:0096a17	　一心恭敬人師子　　我已隨順修多羅	 一 心 恭 敬 人 師 子 我 已 隨 順 修 多 羅 
T47n1963_002:0096a18	　讚嘆觀音寶功德　　如是功德不可盡	 讚 嘆 觀 音 寶 功 德 如 是 功 德 不 可 盡 
T47n1963_002:0096a19	　譬如大海一毛渧　　假使十方諸如來	 譬 如 大 海 一 毛 渧 假 使 十 方 諸 如 來 
T47n1963_002:0096a20	　窮劫讚嘆亦不盡　　如是無邊無盡藏	 窮 劫 讚 嘆 亦 不 盡 如 是 無邊無盡 藏 
T47n1963_002:0096a21	　故我一心頭面禮　　已讚觀音大勢至	 故 我 一 心 頭 面 禮 已 讚 觀 音 大 勢 至 
T47n1963_002:0096a22	　即讚十方諸菩薩　　願此功德遍世間	 即 讚 十 方 諸 菩 薩 願 此 功 德 遍 世 間 
T47n1963_002:0096a23	　迴共眾生生彼國	 迴 共 眾 生 生 彼 國 
T47n1963_002:0096a24	釋曰。依此論。唯讚歎禮拜。即得往生。	釋 曰 依 此 論 唯 讚 歎 禮 拜 即 得 往 生 
T47n1963_002:0096a25	四如一切經中彌陀佛偈云。唯念法藏比丘。	四 如 一 切 經 中 彌 陀 佛 偈 云 唯 念 法 藏 比 丘 
T47n1963_002:0096a26	乃從世饒王發願。喻諸佛。誓二十四章。世	乃 從 世 饒 王 發 願 喻 諸 佛 誓 二 十 四 章 世 
T47n1963_002:0096a27	世見諸佛。姟數無有量。不廢宿命行。功德遂	世 見 諸 佛 姟 數 無 有 量 不 廢 宿 命 行 功 德 遂 
T47n1963_002:0096a28	具成。世界名清淨。得佛號無量。	具 成 世 界 名 清 淨 得 佛 號 無 量 
T47n1963_002:0096a29	　國界平夷然　　豐樂多上人	 國 界 平 夷 然 豐 樂 多 上 人 
T47n1963_002:0096b01	　寶樹若干種　　羅列散相生	 寶 樹 若 干 種 羅 列 散 相 生 
T47n1963_002:0096b02	　本莖枝葉華　　種種各異香	 本 莖 枝 葉 華 種 種 各 異 香 
T47n1963_002:0096b03	　順風日三動　　翕羿如華生	 順 風 日 三 動 翕 羿 如 華 生 
T47n1963_002:0096b04	　隨地如毛布　　雜廁上普平	 隨 地 如 毛 布 雜 廁 上 普 平 
T47n1963_002:0096b05	　一切無諸山　　海水及諸原	 一 切 無 諸 山 海 水 及 諸 原 
T47n1963_002:0096b06	　但有河水流　　音響如說經	 但 有 河 水 流 音 響 如 說 經 
T47n1963_002:0096b07	　天人入水戲　　在意所欲望	 天 人 入 水 戲 在 意 所 欲 望 
T47n1963_002:0096b08	　令齊水額眉　　意願隨念得	 令 齊 水 額 眉 意 願 隨 念 得 
T47n1963_002:0096b09	　佛壽十方沙　　光明普無邊	 佛 壽 十 方 沙 光 明 普 無 邊 
T47n1963_002:0096b10	　菩薩及弟子　　不可算稱量	 菩 薩 及 弟 子 不 可 算 稱 量 
T47n1963_002:0096b11	　若欲見彼佛　　莫疑亦莫望	 若 欲 見 彼 佛 莫 疑 亦 莫 望 
T47n1963_002:0096b12	　有疑在胎上　　可令五百年	 有 疑 在 胎 上 可 令 五 百 年 
T47n1963_002:0096b13	　不疑生基坐　　叉手無量前	 不 疑 生 基 坐 叉 手 無 量 前 
T47n1963_002:0096b14	　願欲遍十方　　須臾則旋還	 願 欲 遍 十 方 須 臾 則 旋 還 
T47n1963_002:0096b15	　惟念彼菩薩　　姟劫作功德	 惟 念 彼 菩 薩 姟 劫 作 功 德 
T47n1963_002:0096b16	　本行如此致　　得號增世尊	 本 行 如 此 致 得 號 增 世 尊 
T47n1963_002:0096b17	　佛興難得值　　須臾會難聞	 佛 興 難 得 值 須 臾 會 難 聞 
T47n1963_002:0096b18	　講說土難遇　　受覺人難得	 講 說 土 難 遇 受 覺 人 難 得 
T47n1963_002:0096b19	　若後遭末世　　法欲衰微時	 若 後 遭 末 世 法 欲 衰 微 時 
T47n1963_002:0096b20	　當共建擁護　　行佛無欲法	 當 共 建 擁 護 行 佛 無 欲 法 
T47n1963_002:0096b21	　佛能說此要　　各當勤思行	 佛 能 說 此 要 各 當 勤 思 行 
T47n1963_002:0096b22	　受此無量制　　世世稽首行	 受 此 無 量 制 世 世 稽 首 行 
T47n1963_002:0096b23	　釋曰一切經　　中有此禮文	 釋 曰 一 切 經 中 有 此 禮 文 
T47n1963_002:0096b24	五如寶性論云。	五 如 寶 性 論 云 
T47n1963_002:0096b25	　依此諸功德　　願於命終時	 依 此 諸 功 德 願 於 命 終 時 
T47n1963_002:0096b26	　得見彌陀佛　　無邊功德身	 得 見 彌 陀 佛 無 邊 功 德 身 
T47n1963_002:0096b27	　我及餘信者　　既見彼佛已	 我 及 餘 信 者 既 見 彼 佛 已 
T47n1963_002:0096b28	　願得離垢眼　　證無上菩提	 願 得 離 垢 眼 證 無上菩提 
T47n1963_002:0096b29	六如禪那啒多三藏。別譯龍樹讚禮阿彌陀	六 如 禪 那 啒 多 三 藏 別 譯 龍 樹 讚 禮 阿 彌 陀 
T47n1963_002:0096c01	佛文。有十二禮。至心歸命。禮西方阿彌陀佛。	佛 文 有 十 二 禮 至 心 歸 命 禮 西 方 阿 彌 陀 佛 
T47n1963_002:0096c02	　稽首天人所恭敬　　阿彌陀仙兩足尊	 稽 首 天 人 所 恭 敬 阿 彌 陀 仙 兩 足 尊 
T47n1963_002:0096c03	　在彼微妙安樂國　　無量佛子眾圍遶	 在 彼 微 妙 安 樂 國 無 量 佛 子 眾 圍 遶 
T47n1963_002:0096c04	　願共諸眾生　　往生安樂國	 願 共 諸 眾 生 往 生 安 樂 國 
T47n1963_002:0096c05	　金色身淨如山王　　奢摩他行如象步	 金 色 身 淨 如 山 王 奢 摩 他 行 如 象 步 
T47n1963_002:0096c06	　兩目淨若青蓮華　　故我頂禮彌陀佛	 兩 目 淨 若 青 蓮 華 故 我 頂 禮 彌 陀 佛 
T47n1963_002:0096c07	　願共諸眾生　　往生安樂國	 願 共 諸 眾 生 往 生 安 樂 國 
T47n1963_002:0096c08	　面善圓淨如滿月　　威光猶如千日月	 面 善 圓 淨 如 滿 月 威 光 猶 如 千 日 月 
T47n1963_002:0096c09	　聲如天鼓俱翅羅　　故我頂禮彌陀佛	 聲 如 天 鼓 俱 翅 羅 故 我 頂 禮 彌 陀 佛 
T47n1963_002:0096c10	　願共諸眾生　　往生安樂國	 願 共 諸 眾 生 往 生 安 樂 國 
T47n1963_002:0096c11	　觀音頂戴冠中住　　種種妙相寶莊嚴	 觀 音 頂 戴 冠 中 住 種 種 妙 相 寶 莊 嚴 
T47n1963_002:0096c12	　能伏外道魔憍慢　　故我頂禮彌陀佛	 能 伏 外 道 魔 憍 慢 故 我 頂 禮 彌 陀 佛 
T47n1963_002:0096c13	　願共諸眾生　　往生安樂國	 願 共 諸 眾 生 往 生 安 樂 國 
T47n1963_002:0096c14	　無比無垢廣清淨　　眾德晈潔如虛空	 無 比 無 垢 廣 清 淨 眾 德 晈 潔 如 虛 空 
T47n1963_002:0096c15	　所作利益得自在　　故我頂禮彌陀佛	 所 作 利 益 得 自 在 故 我 頂 禮 彌 陀 佛 
T47n1963_002:0096c16	　願共諸眾生　　往生安樂國	 願 共 諸 眾 生 往 生 安 樂 國 
T47n1963_002:0096c17	　十方名聞菩薩眾　　無量諸魔常讚嘆	 十 方 名 聞 菩 薩 眾 無 量 諸 魔 常 讚 嘆 
T47n1963_002:0096c18	　為諸眾生願力住　　故我頂禮彌陀佛	 為 諸 眾 生 願 力 住 故 我 頂 禮 彌 陀 佛 
T47n1963_002:0096c19	　願共諸眾生　　往生安樂國	 願 共 諸 眾 生 往 生 安 樂 國 
T47n1963_002:0096c20	　金底寶間池生華　　善根所成妙高座	 金 底 寶 間 池 生 華 善 根 所 成 妙 高 座 
T47n1963_002:0096c21	　於彼坐上如山王　　故我頂禮彌陀佛	 於 彼 坐 上 如 山 王 故 我 頂 禮 彌 陀 佛 
T47n1963_002:0096c22	　願共諸眾生　　往生安樂國	 願 共 諸 眾 生 往 生 安 樂 國 
T47n1963_002:0096c23	　十方所來諸佛子　　顯現神通至安樂	 十 方 所 來 諸 佛 子 顯 現 神 通 至 安 樂 
T47n1963_002:0096c24	　瞻仰尊顏常恭敬　　故我頂禮彌陀佛	 瞻 仰 尊 顏 常 恭 敬 故 我 頂 禮 彌 陀 佛 
T47n1963_002:0096c25	　願共諸眾生　　往生安樂國	 願 共 諸 眾 生 往 生 安 樂 國 
T47n1963_002:0096c26	　諸有無常無我等　　亦如水月電影露	 諸 有 無 常 無 我 等 亦 如 水 月 電 影 露 
T47n1963_002:0096c27	　為眾說法無名字　　故我頂禮彌陀佛	 為 眾 說 法 無 名 字 故 我 頂 禮 彌 陀 佛 
T47n1963_002:0096c28	　願共諸眾生　　往生安樂國	 願 共 諸 眾 生 往 生 安 樂 國 
T47n1963_002:0096c29	　彼尊無量方便境　　無有諸趣惡知識	 彼 尊 無量方便 境 無 有 諸 趣 惡 知 識 
T47n1963_002:0097a01	　往生不退至菩提　　故我頂禮彌陀佛	 往 生 不 退 至 菩 提 故 我 頂 禮 彌 陀 佛 
T47n1963_002:0097a02	　願共諸眾生　　往生安樂國	 願 共 諸 眾 生 往 生 安 樂 國 
T47n1963_002:0097a03	　彼尊佛剎無惡名　　亦無女人惡道怖	 彼 尊 佛 剎 無 惡 名 亦 無 女 人 惡 道 怖 
T47n1963_002:0097a04	　眾人至心敬彼尊　　故我頂禮彌陀佛	 眾 人 至 心 敬 彼 尊 故 我 頂 禮 彌 陀 佛 
T47n1963_002:0097a05	　願共諸眾生　　往生安樂國	 願 共 諸 眾 生 往 生 安 樂 國 
T47n1963_002:0097a06	　我說彼尊功德事　　眾善無邊如海水	 我 說 彼 尊 功 德 事 眾 善 無 邊 如 海 水 
T47n1963_002:0097a07	　所得善根清淨者　　迴施眾生生彼國	 所 得 善 根 清 淨 者 迴 施 眾 生 生 彼 國 
T47n1963_002:0097a08	　願共諸眾生　　往生安樂國	 願 共 諸 眾 生 往 生 安 樂 國 
T47n1963_002:0097a09	七如攝大乘論云。	七 如 攝 大 乘 論 云 
T47n1963_002:0097a10	　眾寶界如覺德業　　我說句義所生善	 眾 寶 界 如 覺 德 業 我 說 句 義 所 生 善 
T47n1963_002:0097a11	　因此願悉見彌陀　　由得淨眼成正覺	 因 此 願 悉 見 彌 陀 由 得 淨 眼 成 正 覺 
T47n1963_002:0097a12	淨土論卷中	淨 土 論 卷 中 
T47n1963_003:0097a15	淨土論卷下	淨 土 論 卷 下 
T47n1963_003:0097a17	大唐弘法寺釋迦才撰	大 唐 弘 法 寺 釋 迦 才 撰 
T47n1963_003:0097a18	第六引現得往生人相貌(謂引道俗得往生人示諸學者)	第 六 引 現 得 往 生 人 相 貌 謂 引 道 俗 得 往 生 人 示 諸 學 者 
T47n1963_003:0097a19	道俗得往生淨土者。略有二十人(比丘僧六人。比丘尼四人。	道 俗 得 往 生 淨 土 者 略 有 二 十 人 比 丘 僧 六 人 比 丘 尼 四 人 
T47n1963_003:0097a20	優婆塞五人。優婆夷五人)。	優 婆 塞 五 人 優 婆 夷 五 人 
T47n1963_003:0097a21	問曰。上引經論二教。證往生事。實為良驗。但	問 曰 上 引 經 論 二 教 證 往 生 事 實 為 良 驗 但 
T47n1963_003:0097a22	眾生智淺。不達聖旨。未若引現得往生人相	眾 生 智 淺 不 達 聖 旨 未 若 引 現 得 往 生 人 相 
T47n1963_003:0097a23	貌。勸進其心。今即日取信。欣其聞進也。	貌 勸 進 其 心 今 即 日 取 信 欣 其 聞 進 也 
T47n1963_003:0097a24	答曰。其得往生人。依經論咸得光臺異相者。	答 曰 其 得 往 生 人 依 經 論 咸 得 光 臺 異 相 者 
T47n1963_003:0097a25	其數無量。今略引四五。示諸學人。令見取信	其 數 無 量 今 略 引 四 五 示 諸 學 人 令 見 取 信 
T47n1963_003:0097a26	也。	也 
T47n1963_003:0097a27	比丘僧得往生者六人	比 丘 僧 得 往 生 者 六 人 
T47n1963_003:0097a28	方啟法師者。花蔭人也。貞觀九年。共玄果	方 啟 法 師 者 花 蔭 人 也 貞 觀 九 年 共 玄 果 
T47n1963_003:0097a29	法師。於藍田縣悟真寺。一夏念阿彌陀佛。乃	法 師 於 藍 田 縣 悟 真 寺 一 夏 念 阿 彌 陀 佛 乃 
T47n1963_003:0097b01	取一楊枝。著觀世音菩薩手中。誓云。若我念	取 一 楊 枝 著 觀 世 音 菩 薩 手 中 誓 云 若 我 念 
T47n1963_003:0097b02	佛得往生者。願此楊枝七日不萎。依誓。遂即	佛 得 往 生 者 願 此 楊 枝 七 日 不 萎 依 誓 遂 即 
T47n1963_003:0097b03	七日不萎也。此僧復為一切眾生請云。如攝	七 日 不 萎 也 此 僧 復 為 一 切 眾 生 請 云 如 攝 
T47n1963_003:0097b04	論中判。作別時意。觀經中言即生。願於夢中	論 中 判 作 別 時 意 觀 經 中 言 即 生 願 於 夢 中 
T47n1963_003:0097b05	見阿彌陀佛。請決此疑。即於其夜。唯在一處。	見 阿 彌 陀 佛 請 決 此 疑 即 於 其 夜 唯 在 一 處 
T47n1963_003:0097b06	三度作夢。初夢在一大池。西南有一高樓。此	三 度 作 夢 初 夢 在 一 大 池 西 南 有 一 高 樓 此 
T47n1963_003:0097b07	僧從樓而下。至池東北岸上。見一寶帳高二	僧 從 樓 而 下 至 池 東 北 岸 上 見 一 寶 帳 高 二 
T47n1963_003:0097b08	丈餘。面東開門。此僧忽爾飛入帳中。半身得	丈 餘 面 東 開 門 此 僧 忽 爾 飛 入 帳 中 半 身 得 
T47n1963_003:0097b09	入。還出。下至帳西。有大殿宇。中見一大德告	入 還 出 下 至 帳 西 有 大 殿 宇 中 見 一 大 德 告 
T47n1963_003:0097b10	云。但修淨土行。並生此帳中也。遂即睡寤復	云 但 修 淨 土 行 並 生 此 帳 中 也 遂 即 睡 寤 復 
T47n1963_003:0097b11	更作夢。在池北岸。見觀世音菩薩。面向北方。	更 作 夢 在 池 北 岸 見 觀 世 音 菩 薩 面 向 北 方 
T47n1963_003:0097b12	垂脚而坐。此僧遂以手捧菩薩足。頭上載之。	垂 脚 而 坐 此 僧 遂 以 手 捧 菩 薩 足 頭 上 載 之 
T47n1963_003:0097b13	見足下有千輻輪相。其菩薩身作閻浮檀金	見 足 下 有 千輻輪相 其 菩 薩 身 作 閻浮檀金 
T47n1963_003:0097b14	色也。忽然睡覺。更復作夢。於池南面。向西而	色 也 忽 然 睡 覺 更 復 作 夢 於 池 南 面 向 西 而 
T47n1963_003:0097b15	立。自池已西。總皆是大水。滿中蓮華。忽見阿	立 自 池 已 西 總 皆 是 大 水 滿 中 蓮 華 忽 見 阿 
T47n1963_003:0097b16	彌陀佛從西而來。至此僧前。此僧頭面著地	彌 陀 佛 從 西 而 來 至 此 僧 前 此 僧 頭 面 著 地 
T47n1963_003:0097b17	禮拜。禮拜訖。即於佛前。胡跪合掌請云。娑婆	禮 拜 禮 拜 訖 即 於 佛 前 胡 跪 合 掌 請 云 娑 婆 
T47n1963_003:0097b18	世界眾生。依經修行。得生世尊國不也。佛即	世 界 眾 生 依 經 修 行 得 生 世 尊 國 不 也 佛 即 
T47n1963_003:0097b19	答云。善男子。一切眾生。但修淨土行者。並生	答 云 善 男 子 一 切 眾 生 但 修 淨 土 行 者 並 生 
T47n1963_003:0097b20	我國。勿生疑也。又此僧復於別夜夢見。自身	我 國 勿 生 疑 也 又 此 僧 復 於 別 夜 夢 見 自 身 
T47n1963_003:0097b21	在娑婆世界。迴頭向西而望。見彌陀佛土平	在 娑婆世界 迴 頭 向 西 而 望 見 彌 陀 佛 土 平 
T47n1963_003:0097b22	坦如鏡。見娑婆世界。唯是山川。東西而別。向	坦 如 鏡 見 娑婆世界 唯 是 山 川 東 西 而 別 向 
T47n1963_003:0097b23	南而望。見南坪。川中有十五箇寶帳向西而	南 而 望 見 南 坪 川 中 有 十 五 箇 寶 帳 向 西 而 
T47n1963_003:0097b24	去。餘者皆是七寶。唯中央一箇。是其白銀帳。	去 餘 者 皆 是 七 寶 唯 中 央 一 箇 是 其 白 銀 帳 
T47n1963_003:0097b25	帳之下皆有音樂。歌詠讚歎。此僧問云。此是	帳 之 下 皆 有 音 樂 歌 詠 讚 歎 此 僧 問 云 此 是 
T47n1963_003:0097b26	何帳。帳下人答云。此是並往生人也。此僧歡	何 帳 帳 下 人 答 云 此 是 並 往 生 人 也 此 僧 歡 
