T85n2755_001:0217b16	華嚴經疏	華 嚴 經 疏 
T85n2755_001:0228a25	可知。論中善字者。是善巧之字故有二義。一	可 知 論 中 善 字 者 是 善 巧 之 字 故 有 二 義 一 
T85n2755_001:0228a26	巧同他者。二詮義周備。如論應知。	巧 同 他 者 二 詮 義 周 備 如 論 應 知 
T85n2755_001:0228a27	自下一頌。第五顯已得力令物生信。初二句	自 下 一 頌 第 五 顯 已 得 力 令 物 生 信 初 二 句 
T85n2755_001:0228a28	明雖得廣多諸佛神力聚在我身。後二句然	明 雖 得 廣 多 諸 佛 神 力 聚 在 我 身 後 二 句 然 
T85n2755_001:0228a29	顯已所說如海一渧。所不說者猶如大海。況	顯 已 所 說 如 海 一 渧 所 不 說 者 猶 如 大 海 況 
T85n2755_001:0228b01	無佛力從此一渧亦不能說。上來至此請分	無 佛 力 從 此 一 渧 亦 不 能 說 上 來 至 此 請 分 
T85n2755_001:0228b02	竟。	竟 
T85n2755_001:0228b03	自下第七明說分作四門。初釋名者。演暢宣	自 下 第 七 明 說 分 作 四 門 初 釋 名 者 演 暢 宣 
T85n2755_001:0228b04	陳十地差別故名說分。二來意者。前略請滿	陳 十 地 差 別 故 名 說 分 二 來 意 者 前 略 請 滿 
T85n2755_001:0228b05	剛藏告眾許說一分故。次正說以顯地法。三	剛 藏 告 眾 許 說 一 分 故 次 正 說 以 顯 地 法 三 
T85n2755_001:0228b06	說意者。前本請分中已說地體。令彼上機悟	說 意 者 前 本 請 分 中 已 說 地 體 令 彼 上 機 悟 
T85n2755_001:0228b07	解玄旨。今辨地相。令中下之流隨相開解故	解 玄 旨 今 辨 地 相 令 中 下 之 流 隨 相 開 解 故 
T85n2755_001:0228b08	明說也。又前已略示令生正解。今更廣陳令	明 說 也 又 前 已 略 示 令 生 正 解 今 更 廣 陳 令 
T85n2755_001:0228b09	起行修故明說也。四釋文中說十地即為十	起 行 修 故 明 說 也 四 釋 文 中 說 十 地 即 為 十 
T85n2755_001:0228b10	段。就初地中略作七門。一釋名。二來意。三	段 就 初 地 中 略 作 七 門 一 釋 名 二 來 意 三 
T85n2755_001:0228b11	斷障。四證理。五成行。六得果。七釋文。初釋	斷 障 四 證 理 五 成 行 六 得 果 七 釋 文 初 釋 
T85n2755_001:0228b12	名者。唯識論第九云。一極喜地。初獲聖性	名 者 唯 識 論 第 九 云 一 極 喜 地 初 獲 聖 性 
T85n2755_001:0228b13	具證二空。能益自他生大喜故。解云。此有三	具 證 二 空 能 益 自 他 生 大 喜 故 解 云 此 有 三 
T85n2755_001:0228b14	義。一得位。二證理。三成行。皆初獲得故生歡	義 一 得 位 二 證 理 三 成 行 皆 初 獲 得 故 生 歡 
T85n2755_001:0228b15	喜也。攝論中唯依第二成行義釋故。無性及	喜 也 攝 論 中 唯 依 第 二 成 行 義 釋 故 無 性 及 
T85n2755_001:0228b16	世親各第七卷云。由此最初得能成辨自他	世 親 各 第 七 卷 云 由 此 最 初 得 能 成 辨 自 他 
T85n2755_001:0228b17	義利勝功能故。謂如菩薩入現觀時。得能成	義 利 勝 功 能 故 謂 如 菩 薩 入 現 觀 時 得 能 成 
T85n2755_001:0228b18	辨自他義利最勝功能。生極歡喜。非聲聞等	辨 自 他 義 利 最 勝 功 能 生 極 歡 喜 非 聲 聞 等 
T85n2755_001:0228b19	入現觀時。唯得成辨自利功能。生如是喜故。	入 現 觀 時 唯 得 成 辨 自 利 功 能 生 如 是 喜 故 
T85n2755_001:0228b20	不說彼名極喜地。依十住毘婆沙論。唯約證	不 說 彼 名 極 喜 地 依 十 住 毘 婆 沙 論 唯 約 證 
T85n2755_001:0228b21	理釋。彼論云。始得法味生大歡喜。依瑜伽七	理 釋 彼 論 云 始 得 法 味 生大歡喜 依 瑜 伽 七 
T85n2755_001:0228b22	十八。及解深密經第四。同約二義釋。彼云。	十 八 及 解 深 密 經 第 四 同 約 二 義 釋 彼 云 
T85n2755_001:0228b23	成就大義。得未曾得出世間心生大歡喜故。	成 就 大 義 得 未 曾 得 出 世 間 心 生大歡喜 故 
T85n2755_001:0228b24	解云。大義即是二利行。成出世間心。是得	解 云 大 義 即 是 二 利 行 成 出 世 間 心 是 得 
T85n2755_001:0228b25	聖位。同十地論成就二行及得聖位。如本分	聖 位 同 十 地 論 成 就 二 行 及 得 聖 位 如 本 分 
T85n2755_001:0228b26	中釋。餘義如下釋名分。辨二次第者。何故最	中 釋 餘 義 如 下 釋 名 分 辨 二 次 第 者 何 故 最 
T85n2755_001:0228b27	初明此地者。謂先地前加行功力無間發起。	初 明 此 地 者 謂 先 地 前 加 行 功 力 無 間 發 起 
T85n2755_001:0228b28	本性無漏功能令生現行。初無漏智證見真	本 性 無 漏 功 能 令 生 現 行 初 無 漏 智 證 見 真 
T85n2755_001:0228b29	理。滅惑成行故。先明此三所斷者。唯識論第	理 滅 惑 成 行 故 先 明 此 三 所 斷 者 唯 識 論 第 
T85n2755_001:0228c01	九斷異生性障。謂二障中分別起者。依彼種	九 斷 異 生 性 障 謂 二 障 中 分 別 起 者 依 彼 種 
T85n2755_001:0228c02	立異生性故。二乘見道現在前時。唯斷一種	立 異 生 性 故 二 乘 見 道 現 在 前 時 唯 斷 一 種 
T85n2755_001:0228c03	名得聖性。菩薩見道現在前時。具斷二種名	名 得 聖 性 菩 薩 見 道 現 在 前 時 具 斷 二 種 名 
T85n2755_001:0228c04	得聖性。解云。異生者執異見而生故○異生	得 聖 性 解 云 異 生 者 執 異 見 而 生 故 異 生 
T85n2755_001:0228c05	即舊名凡夫也。性者即是分別二障種上假	即 舊 名 凡 夫 也 性 者 即 是 分 別 二 障 種 上 假 
T85n2755_001:0228c06	立不相應法。依彼種上立此性故。即說彼種	立 不相應法 依 彼 種 上 立 此 性 故 即 說 彼 種 
T85n2755_001:0228c07	名異生性障。此即異生之障依主釋。梁論名	名 異 生 性 障 此 即 異 生 之 障 依 主 釋 梁 論 名 
T85n2755_001:0228c08	凡夫性。無明十地論名凡夫我相障。解云。此	凡 夫 性 無 明 十 地 論 名 凡 夫 我 相 障 解 云 此 
T85n2755_001:0228c09	約二執道名我相故不相違。又此異生性雖	約 二 執 道 名 我 相 故 不 相 違 又 此 異 生 性 雖 
T85n2755_001:0228c10	依種立。然見道前現行分別。亦此障攝故。唯	依 種 立 然 見 道 前 現 行 分 別 亦 此 障 攝 故 唯 
T85n2755_001:0228c11	識云。執著我法愚即是此障。故知通現。問。	識 云 執 著 我 法 愚 即 是 此 障 故 知 通 現 問 
T85n2755_001:0228c12	若分別二障現種為體。如何二愚唯現非種。	若 分 別 二 障 現 種 為 體 如 何 二 愚 唯 現 非 種 
T85n2755_001:0228c13	答。障寬愚狹故不相違。又此異生性。雖通	答 障 寬 愚 狹 故 不 相 違 又 此 異 生 性 雖 通 
T85n2755_001:0228c14	本隨分別現種。然由執著云何引發。故貪瞋	本 隨 分 別 現 種 然 由 執 著 云 何 引 發 故 貪 瞋 
T85n2755_001:0228c15	等攝屬二執。問。聖位翻凡。何故初地聖性唯	等 攝 屬 二 執 問 聖 位 翻 凡 何 故 初 地 聖 性 唯 
T85n2755_001:0228c16	依種立。答。以現行間斷故非聖性。問。若爾地	依 種 立 答 以 現 行 間 斷 故 非 聖 性 問 若 爾 地 
T85n2755_001:0228c17	前已有無漏法爾智種。何不於彼立為聖性。	前 已 有 無 漏 法 爾 智 種 何 不 於 彼 立 為 聖 性 
T85n2755_001:0228c18	答。以凡聖二性同時相違過失故。雖有種而	答 以 凡 聖 二 性 同 時 相 違 過 失 故 雖 有 種 而 
T85n2755_001:0228c19	非聖性。如滅心定。依種假立微。微心時雖	非 聖 性 如 滅 心 定 依 種 假 立 微 微 心 時 雖 
T85n2755_001:0228c20	有彼性而非滅定。以有心無心義相違故亦	有 彼 性 而 非 滅 定 以 有 心 無 心 義 相 違 故 亦 
T85n2755_001:0228c21	同彼。又釋地前未有彼無漏種故非聖性。法	同 彼 又 釋 地 前 未 有 彼 無 漏 種 故 非 聖 性 法 
T85n2755_001:0228c22	爾種子非所許故。問。既異生性是不相應行	爾 種 子 非 所 許 故 問 既 異 生 性 是 不相應行 
T85n2755_001:0228c23	攝。聖性翻凡。何不亦立不相應邪。答。依大	攝 聖 性 翻 凡 何 不 亦 立 不 相 應 邪 答 依 大 
T85n2755_001:0228c24	乘宗。聖性亦是不相應攝。即二十四中非得	乘 宗 聖 性 亦 是 不 相 應 攝 即 二 十 四 中 非 得 
T85n2755_001:0228c25	是也。以宗許此通無漏故。不同小乘不通無	是 也 以 宗 許 此 通 無 漏 故 不 同 小 乘 不 通 無 
T85n2755_001:0228c26	漏。又釋異生劣故。別立不相應。聖法力勝	漏 又 釋 異 生 劣 故 別 立 不 相 應 聖 法 力 勝 
T85n2755_001:0228c27	故。不別立亦不相違。又唯識云。雖初地所斷	故 不 別 立 亦 不 相 違 又 唯 識 云 雖 初 地 所 斷 
T85n2755_001:0228c28	實通二障。而異生性障意取所知說。十無明	實 通 二 障 而 異 生 性 障 意 取 所 知 說 十 無 明 
T85n2755_001:0228c29	非染污故。無明即是十障品愚。上來且約斷	非 染 污 故 無 明 即 是 十 障 品 愚 上 來 且 約 斷 
T85n2755_001:0229a01	煩惱說。理實初地亦除惡趣諸業果等。是故	煩 惱 說 理 實 初 地 亦 除 惡 趣 諸 業 果 等 是 故 
T85n2755_001:0229a02	要說具斷二愚及彼麁重。一執著我法愚。即	要 說 具 斷 二 愚 及 彼 麁 重 一 執 著 我 法 愚 即 
T85n2755_001:0229a03	是異生性障。二惡趣雜染愚。即是惡趣諸業	是 異 生 性 障 二 惡 趣 雜 染 愚 即 是 惡 趣 諸 業 
T85n2755_001:0229a04	果等。應知愚品總說為愚。解云。顯上二愚非	果 等 應 知 愚 品 總 說 為 愚 解 云 顯 上 二 愚 非 
T85n2755_001:0229a05	唯無明執我法時。所有愚及俱起法說為初	唯 無 明 執 我 法 時 所 有 愚 及 俱 起 法 說 為 初 
T85n2755_001:0229a06	愚。愚品類惡趣業果體雖非愚。愚所發業及	愚 愚 品 類 惡 趣 業 果 體 雖 非 愚 愚 所 發 業 及 
T85n2755_001:0229a07	所感果總說為愚。彼論又說。利鈍障品俱起	所 感 果 總 說 為 愚 彼 論 又 說 利 鈍 障 品 俱 起 
T85n2755_001:0229a08	以為二愚。即與五見利品俱起同時無明名	以 為 二 愚 即 與 五 見 利 品 俱 起 同 時 無 明 名 
T85n2755_001:0229a09	為初愚。與貪等鈍品俱起名為後愚。言麁重	為 初 愚 與 貪 等 鈍 品 俱 起 名 為 後 愚 言 麁 重 
T85n2755_001:0229a10	者。彼論二釋論云。彼麁重言顯彼二種。或二	者 彼 論 二 釋 論 云 彼 麁 重 言 顯 彼 二 種 或 二 
T85n2755_001:0229a11	所起無堪任性。解云。此初釋麁重。即是二愚	所 起 無堪任性 解 云 此 初 釋 麁 重 即 是 二 愚 
T85n2755_001:0229a12	種子惡故名麁。沈沒稱重。故知二愚唯約現	種 子 惡 故 名 麁 沈 沒 稱 重 故 知 二 愚 唯 約 現 
T85n2755_001:0229a13	行。復釋二愚所引。令身心中無堪任性麁梗	行 復 釋 二 愚 所 引 令 身 心 中 無堪任性 麁 梗 
T85n2755_001:0229a14	沈重故名麁重。非現非種。唯此二愚亦通種	沈 重 故 名 麁 重 非 現 非 種 唯 此 二 愚 亦 通 種 
T85n2755_001:0229a15	子。又案此中二愚或分為三。謂惑業報。或	子 又 案 此 中 二 愚 或 分 為 三 謂 惑 業 報 或 
T85n2755_001:0229a16	分為四。加彼麁重。或分為五。謂或中分二障	分 為 四 加 彼 麁 重 或 分 為 五 謂 或 中 分 二 障 
T85n2755_001:0229a17	故。此等並是此中所除。汎論斷義有其三種。	故 此 等 並 是 此 中 所 除 汎 論 斷 義 有 其 三 種 
T85n2755_001:0229a18	一自性斷。謂諸煩惱及相應心心所不善有	一 自 性 斷 謂 諸 煩 惱 及 相 應 心 心 所 不 善 有 
T85n2755_001:0229a19	覆無記諸染污法見修道生惑種永斷。此中	覆 無 記 諸 染 污 法 見 修 道 生 惑 種 永 斷 此 中 
T85n2755_001:0229a20	心王遍行別境性非染污非可斷法。而煩惱	心 王 遍 行 別 境 性 非 染 污 非 可 斷 法 而 煩 惱 
T85n2755_001:0229a21	俱名相應。得斷煩惱故說名斷。二種縛斷。謂	俱 名 相 應 得 斷 煩 惱 故 說 名 斷 二 種 縛 斷 謂 
T85n2755_001:0229a22	有漏善無覆無記通色心等非正違道性非可	有 漏 善 無覆無記 通 色 心 等 非 正 違 道 性 非 可 
T85n2755_001:0229a23	斷。由斷六識緣彼煩惱故說為斷。三不生斷。	斷 由 斷 六 識 緣 彼 煩 惱 故 說 為 斷 三 不 生 斷 
T85n2755_001:0229a24	謂此見道斷見惑已捨外道方所依身無。即	謂 此 見 道 斷 見 惑 已 捨 外 道 方 所 依 身 無 即 
T85n2755_001:0229a25	無想定及無想報並永不生。又招三惡道總	無 想 定 及 無 想 報 並 永 不 生 又 招 三 惡 道 總 
T85n2755_001:0229a26	報惡業。皆非擇滅。亦名不生。三惡道報無根	報 惡 業 皆 非 擇 滅 亦 名 不 生 三 惡 道 報 無 根 
T85n2755_001:0229a27	二根。欝單越等亦皆不生畜生餓鬼別報。善	二 根 欝 單 越 等 亦 皆 不 生 畜 生 餓 鬼 別 報 善 
T85n2755_001:0229a28	業所依果無亦不生也。此上且約初教說之。	業 所 依 果 無 亦 不 生 也 此 上 且 約 初 教 說 之 
T85n2755_001:0229a29	若約終教。初地亦捨三界分段及惑業苦也。	若 約 終 教 初 地 亦 捨 三 界 分 段 及 惑 業 苦 也 
T85n2755_001:0229b01	地上唯斷彼所知障及變易報。其煩惱障地	地 上 唯 斷 彼 所 知 障 及 變 易 報 其 煩 惱 障 地 
T85n2755_001:0229b02	前漸伏。初地斷盡。所知障地前亦伏。初地斷	前 漸 伏 初 地 斷 盡 所 知 障 地 前 亦 伏 初 地 斷 
T85n2755_001:0229b03	一分。餘在諸地各斷一分。佛地方盡。此如梁	一 分 餘 在 諸 地 各 斷 一 分 佛 地 方 盡 此 如 梁 
T85n2755_001:0229b04	論及寶性等論說。四所證者。謂法界真如	論 及 寶 性 等 論 說 四 所 證 者 謂 法 界 真 如 
T85n2755_001:0229b05	遍行之義。唯識論云。遍行真如。謂此真如二	遍 行 之 義 唯 識 論 云 遍 行 真 如 謂 此 真 如 二 
T85n2755_001:0229b06	空所顯。無有一法而不在故。解云。行謂有為	空 所 顯 無 有 一 法 而 不 在 故 解 云 行 謂 有 為 
T85n2755_001:0229b07	諸行。我法二空所顯真如。遍於一切有為諸	諸 行 我 法 二 空 所 顯 真 如 遍 於 一 切 有 為 諸 
T85n2755_001:0229b08	行故名遍行。梁攝論中名為遍滿。遍滿一切	行 故 名 遍 行 梁 攝 論 中 名 為 遍 滿 遍 滿 一 切 
T85n2755_001:0229b09	有為行故。世親攝論第七云。無有少法非無	有 為 行 故 世 親 攝 論 第 七 云 無 有 少 法 非 無 
T85n2755_001:0229b10	我故名遍行。無性攝論第七亦云。無有少法	我 故 名 遍 行 無 性 攝 論 第 七 亦 云 無 有 少 法 
T85n2755_001:0229b11	非是空故名為遍行。理實二空通餘九地。以	非 是 空 故 名 為 遍 行 理 實 二 空 通 餘 九 地 以 
T85n2755_001:0229b12	初位創證故以為名。五所成行者。略有四種。	初 位 創 證 故 以 為 名 五 所 成 行 者 略 有 四 種 
T85n2755_001:0229b13	一約增勝修成施行。二約所成起十六願。三	一 約 增 勝 修 成 施 行 二 約 所 成 起 十 六 願 三 
T85n2755_001:0229b14	約修成。謂信等十行。四約實行。謂十度等	約 修 成 謂 信 等 十 行 四 約 實 行 謂 十 度 等 
T85n2755_001:0229b15	行。無不皆修餘所修行。釋文自顯。六所得果	行 無 不 皆 修 餘 所 修 行 釋 文 自 顯 六 所 得 果 
T85n2755_001:0229b16	者。略有四種。一得當地滿時調柔等四果如	者 略 有 四 種 一 得 當 地 滿 時 調 柔 等 四 果 如 
T85n2755_001:0229b17	下應知。二得檀行所成大財等果。三依攝論	下 應 知 二 得 檀 行 所 成 大 財 等 果 三 依 攝 論 
T85n2755_001:0229b18	通達障空義得一切障滅果。四通論得唯識	通 達 障 空 義 得 一 切 障 滅 果 四 通 論 得 唯 識 
T85n2755_001:0229b19	三性三無性理智。及奢摩他毘鉢舍那等果。	三 性 三 無 性 理 智 及 奢摩他毘鉢舍那 等 果 
T85n2755_001:0229b20	餘如文說。七釋文者。就此地中文別有二。初	餘 如 文 說 七 釋 文 者 就 此 地 中 文 別 有 二 初 
T85n2755_001:0229b21	長行後偈頌。前中有四。一始住地分。二地釋	長 行 後 偈 頌 前 中 有 四 一 始 住 地 分 二 地 釋 
T85n2755_001:0229b22	名分。三安住地分。四校量勝分。就初分中論	名 分 三 安 住 地 分 四 校 量 勝 分 就 初 分 中 論 
T85n2755_001:0229b23	分為四。一依何身者。謂厚集善根為所依身。	分 為 四 一 依 何 身 者 謂 厚 集 善 根 為 所 依 身 
T85n2755_001:0229b24	二為何義者。為求佛果。三以何因者。以大悲	二 為 何 義 者 為 求 佛 果 三 以 何 因 者 以 大 悲 
T85n2755_001:0229b25	為因。四有何相者。過凡得聖為相。此四各	為 因 四 有 何 相 者 過 凡 得 聖 為 相 此 四 各 
