X15n0301_001:0218a04	 釋教總論	 釋 教 總 論 
X15n0301_002:0264b02	此。故須首戒。而為清淨第一明誨也。	此 故 須 首 戒 而 為 清 淨 第 一 明 誨 也 
X15n0301_002:0264b03	是故阿難若不斷婬(至)不如此說即波旬說。	是 故 阿 難 若 不 斷 婬 至 不 如 此 說 即 波 旬 說 
X15n0301_002:0264b04	(長水曰。以金為器。器皆金。以土為器。器皆土。即沙石	 長 水 曰 以 金 為 器 器 皆 金 以 土 為 器 器 皆 土 即 沙 石 
X15n0301_002:0264b05	之類)。(溫陵曰。機者婬心所自發。斷性不無。觸機則發	之 類 溫 陵 曰 機 者 婬 心 所 自 發 斷 性 不 無 觸 機 則 發 
X15n0301_002:0264b06	矣。波旬魔名)。	矣 波 旬 魔 名 
X15n0301_002:0264b07	携李曰。本質不美。求冀謾勞。	携 李 曰 本 質 不 美 求 冀 謾 勞 
X15n0301_002:0264b08	阿難又諸世界六道眾生(至)食眾生肉名為釋子。	阿 難 又 諸 世 界 六 道 眾 生 至 食 眾 生 肉 名 為 釋 子 
X15n0301_002:0264b09	(行簡子曰。此合下一節。示眾生以斷殺修禪)。(吳興曰。	 行 簡 子 曰 此 合 下 一 節 示 眾 生 以 斷 殺 修 禪 吳 興 曰 
X15n0301_002:0264b10	五淨肉者。律明三淨。不見為我殺。不聞為我殺。不疑	五 淨 肉 者 律 明 三 淨 不 見 為 我 殺 不 聞 為 我 殺 不 疑 
X15n0301_002:0264b11	為我殺。今言五者。加自死鳥殘二也。涅槃九種淨肉。	為 我 殺 今 言 五 者 加 自 死 鳥 殘 二 也 涅 槃 九 種 淨 肉 
X15n0301_002:0264b12	即於三淨。各開正罪。及前后方便也)。(溫陵曰。不見不	即 於 三 淨 各 開 正 罪 及 前 后 方 便 也 溫 陵 曰 不 見 不 
X15n0301_002:0264b13	聞等為五。神力所化。本無命根名淨。此乃小乘權宜。	聞 等 為 五 神 力 所 化 本 無 命 根 名 淨 此 乃 小 乘 權 宜 
X15n0301_002:0264b14	若真慈真脫。皆在所斷。婆羅門淨行通稱也。西方四	若 真 慈 真 脫 皆 在 所 斷 婆 羅 門 淨 行 通 稱 也 西 方 四 
X15n0301_002:0264b15	姓以婆羅門為上故。彼五天志。號婆羅門國。僧亦號	姓 以 婆 羅 門 為 上 故 彼 五 天 志 號 婆羅門國 僧 亦 號 
X15n0301_002:0264b16	為婆羅門也)。	為 婆 羅 門 也 
X15n0301_002:0264b17	溫陵曰。汝負我命。我還汝債。所以相續。殺心不除	溫 陵 曰 汝 負 我 命 我 還 汝 債 所 以 相 續 殺 心 不 除 
X15n0301_002:0264b18	下。謂帶殺修禪。必墮神類。孤山曰。問。諸律並明魚	下 謂 帶 殺 修 禪 必 墮 神 類 孤 山 曰 問 諸 律 並 明 魚 
X15n0301_002:0264b19	肉為時食。惟楞伽涅槃及今經。悉唱斷肉。何邪。答。	肉 為 時 食 惟 楞 伽 涅 槃 及 今 經 悉 唱 斷 肉 何 邪 答 
X15n0301_002:0264b20	說法被機。事有頓漸。定慧既爾。戒律亦然。故梵網	說 法 被 機 事 有 頓 漸 定 慧 既 爾 戒 律 亦 然 故 梵 網 
X15n0301_002:0264b21	頓制。對別圓機。久斷食肉。但鹿苑以來。毗尼漸制。	頓 制 對 別 圓 機 久 斷 食 肉 但 鹿 苑 以 來 毗 尼 漸 制 
X15n0301_002:0264b22	對藏通機。故開三淨。化道將終。則収漸歸頓。於是	對 藏 通 機 故 開 三 淨 化 道 將 終 則 収 漸 歸 頓 於 是 
X15n0301_002:0264b23	三經俱唱斷肉。楞伽且制藏通菩薩。此經則兼制	三 經 俱 唱 斷 肉 楞 伽 且 制 藏 通 菩 薩 此 經 則 兼 制 
X15n0301_002:0264b24	三乘。故下云。清淨比丘及諸菩薩不蹋生草等。洎	三 乘 故 下 云 清 淨 比 丘 及 諸 菩 薩 不 蹋 生 草 等 洎 
X15n0301_002:0264b25	至涅槃。更獨制聲聞。殷勤告示矣。	至 涅 槃 更 獨 制 聲 聞 殷 勤 告 示 矣 
X15n0301_002:0264b26	(携李曰。淨肉又除人蛇象馬驢狗獅子孤猪獮猴十	 携 李 曰 淨 肉 又 除 人 蛇 象 馬 驢 狗 獅 子 孤 猪 獮 猴 十 
X15n0301_002:0264b27	種之外。盖此十種。縱不見不聞。而殺亦不可食也)。	種 之 外 盖 此 十 種 縱 不 見 不 聞 而 殺 亦 不 可 食 也 
X15n0301_002:0264b28	汝等當知是食肉人(至)不如此說即波旬說。	汝 等 當 知 是 食 肉 人 至 不 如 此 說 即 波 旬 說 
X15n0301_002:0264c01	(溫陵曰。修禪避罪。反乃行殺。塞耳避人。反乃高聲。是	 溫 陵 曰 修 禪 避 罪 反 乃 行 殺 塞 耳 避 人 反 乃 高 聲 是 
X15n0301_002:0264c02	欲隱彌露也。不故蹋不故拔。仁慈之至。猶及草木。况	欲 隱 彌 露 也 不 故 蹋 不 故 拔 仁 慈 之 至 猶 及 草 木 况 
X15n0301_002:0264c03	食眾生肉耶)。	食 眾 生 肉 耶 
X15n0301_002:0264c04	阿難又復世界六道眾生(至)各各自謂成無上道。	阿 難 又 復 世 界 六 道 眾 生 至 各 各 自 謂 成 無 上 道 
X15n0301_002:0264c05	(溫陵曰。不與而取。皆為偷盜。分越所酬。猶徵其剩。况	 溫 陵 曰 不 與 而 取 皆 為 偷 盜 分 越 所 酬 猶 徵 其 剩 况 
X15n0301_002:0264c06	乃盜此。得無反徵。此〔前〕以生死相續也)。	乃 盜 此 得 無 反 徵 此 前 以 生 死 相 續 也 
X15n0301_002:0264c07	携李曰。邪道奸欺。故偷者必落鬼類。	携 李 曰 邪 道 奸 欺 故 偷 者 必 落 鬼 類 
X15n0301_002:0264c08	我滅度後末法之中(至)無量眾生墯無間獄。	我 滅 度 後 末 法 之 中 至 無 量 眾 生 墯 無 間 獄 
X15n0301_002:0264c09	(肇法師云。乞食略有四意。一為福利眾生。二為折伏	 肇 法 師 云 乞 食 略 有 四 意 一 為 福 利 眾 生 二 為 折 伏 
X15n0301_002:0264c10	憍慢。三為知身有苦。四為除去滯着。今經令其捨貪。	憍 慢 三 為 知 身 有 苦 四 為 除 去 滯 着 今 經 令 其 捨 貪 
X15n0301_002:0264c11	不自熟食。即徐去滯着也。成菩提道。即衛護道力。福	不 自 熟 食 即 徐 去 滯 着 也 成 菩 提 道 即 衛 護 道 力 福 
X15n0301_002:0264c12	利眾生也。知身為倘寄。知世為旅泊。無事畜藏。無所	利 眾 生 也 知 身 為 倘 寄 知 世 為 旅 泊 無 事 畜 藏 無 所 
X15n0301_002:0264c13	顧戀。皆所謂循方也。不能循方。而貪饕造業。是敗法	顧 戀 皆 所 謂 循 方 也 不 能 循 方 而 貪 饕 造 業 是 敗 法 
X15n0301_002:0264c14	毀則。故號賊人)。	毀 則 故 號 賊 人 
X15n0301_002:0264c15	溫陵曰。方法也。僧祇律云。乞食謂之分衛。謂分施	溫 陵 曰 方 法 也 僧 祇 律 云 乞 食 謂 之 分 衛 謂 分 施 
X15n0301_002:0264c16	眾僧。衛護道力。	眾 僧 衛 護 道 力 
X15n0301_002:0264c17	汝教世人脩三摩地(至)不如此說即波旬說。	汝 教 世 人 脩 三 摩 地 至 不 如 此 說 即 波 旬 說 
X15n0301_002:0264c18	(行簡子曰。此合上二節。示眾生以斷偷脩禪也)。	 行 簡 子 曰 此 合 上 二 節 示 眾 生 以 斷 偷 脩 禪 也 
X15n0301_002:0264c19	行簡子曰。此下尚有大妄語戒。不錄。溫陵曰。初標	行 簡 子 曰 此 下 尚 有 大 妄 語 戒 不 錄 溫 陵 曰 初 標 
X15n0301_002:0264c20	三學。而終止四戒者。定慧已備前文也。	三 學 而 終 止 四 戒 者 定 慧 已 備 前 文 也 
X15n0301_002:0265a04	大佛頂如來密因脩證了義諸菩薩萬行首楞嚴經	大 佛 頂 如 來 密 因 脩 證 了 義 諸 菩 薩 萬 行 首 楞 嚴 經 
X15n0301_002:0265a05	　第七	 第 七 
X15n0301_002:0265a06	阿難汝問攝心我今先說(至)一切魔事云何發生。	阿 難 汝 問 攝 心 我 今 先 說 至 一 切 魔 事 云 何 發 生 
X15n0301_002:0265a07	(携李曰。四律為本。餘戒為末)。(真際曰。口四即妄言綺	 携 李 曰 四 律 為 本 餘 戒 為 末 真 際 曰 口 四 即 妄 言 綺 
X15n0301_002:0265a08	語等四也。然則前妄語謂大。此妄言即小。或舉總數	語 等 四 也 然 則 前 妄 語 謂 大 此 妄 言 即 小 或 舉 總 數 
X15n0301_002:0265a09	耳)。	耳 
X15n0301_002:0265a10	溫陵曰。內攝為要。故先說妙門。先持四律。四律潔	溫 陵 曰 內 攝 為 要 故 先 說 妙 門 先 持 四 律 四 律 潔 
X15n0301_002:0265a11	淨。則枝葉不生。緣塵不偶。而魔事潛消。正定可入	淨 則 枝 葉 不 生 緣 塵 不 偶 而 魔 事 潛 消 正 定 可 入 
X15n0301_002:0265a12	矣。心三即意三。備舉十重也。	矣 心 三 即 意 三 備 舉 十 重 也 
X15n0301_002:0265a13	且汝宿世與摩登伽(至)揚于順風有何艱險。	且 汝 宿 世 與 摩 登 伽 至 揚 于 順 風 有 何 艱 險 
X15n0301_002:0265a14	(溫陵曰。登加婬質。猶能速證。聲聞道器。固易冥資也。	 溫 陵 曰 登 加 婬 質 猶 能 速 證 聲 聞 道 器 固 易 冥 資 也 
X15n0301_002:0265a15	云何合作何况)。(携李曰。塵〔辟〕宿習。風如神呪。順風揚	云 何 合 作 何 况 携 李 曰 塵 辟 宿 習 風 如 神 呪 順 風 揚 
X15n0301_002:0265a16	塵。散之則易。誦呪除習。脫之匪難)。	塵 散 之 則 易 誦 呪 除 習 脫 之 匪 難 
X15n0301_002:0265a17	吳興曰。愛心永脫。指初聞呪。得阿那含也。成阿羅	吳 興 曰 愛 心 永 脫 指 初 聞 呪 得 阿 那 含 也 成 阿 羅 
X15n0301_002:0265a18	漢。指前文殊簡圓通後也。若爾由聞法故。方成無	漢 指 前 文 殊 簡 圓 通 後 也 若 爾 由 聞 法 故 方 成 無 
X15n0301_002:0265a19	學。何謂神力冥資邪。良以密承呪力。顯藉法音。內	學 何 謂 神 力 冥 資 邪 良 以 密 承 呪 力 顯 藉 法 音 內 
X15n0301_002:0265a20	資外薰乃能速證。若但因呪而不因法者。何故前	資 外 薰 乃 能 速 證 若 但 因 呪 而 不 因 法 者 何 故 前 
X15n0301_002:0265a21	云。性比丘尼。聞說偈已。成阿羅漢。	云 性 比 丘 尼 聞 說 偈 已 成 阿 羅 漢 
X15n0301_002:0265a22	阿難白佛言世尊(至)合土成泥以塗場地。	阿 難 白 佛 言 世 尊 至 合 土 成 泥 以 塗 場 地 
X15n0301_002:0265a23	(溫陵曰。請問結壇軌則之詳也。言自知脩證等者。知	 溫 陵 曰 請 問 結 壇 軌 則 之 詳 也 言 自 知 脩 證 等 者 知 
X15n0301_002:0265a24	呪力冥資。聖果可期也)。(長水曰。雪山牛乳。純是醍醐。	呪 力 冥 資 聖 果 可 期 也 長 水 曰 雪 山 牛 乳 純 是 醍 醐 
X15n0301_002:0265a25	所有茹退。最為香潔)。(吳興曰。壇為建設之基。信為入	所 有 茹 退 最 為 香 潔 吳 興 曰 壇 為 建 設 之 基 信 為 入 
X15n0301_002:0265a26	道之本。雪山白牛。取純淨也)。(孤山曰。夫欲取如來寂	道 之 本 雪 山 白 牛 取 純 淨 也 孤 山 曰 夫 欲 取 如 來 寂 
X15n0301_002:0265a27	滅場地。必本於廣大信心。而資乎淨智妙善。以養成	滅 場 地 必 本 於 廣 大 信 心 而 資 乎 淨 智 妙 善 以 養 成 
X15n0301_002:0265b01	純一大根。充實遺餘。猶足以合法。香冠十度。故可以	純 一 大 根 充 實 遺 餘 猶 足 以 合 法 香 冠 十 度 故 可 以 
X15n0301_002:0265b02	嚴成寂滅場地。上信大根有不可得。則求其次焉。	嚴 成 寂 滅 場 地 上 信 大 根 有 不 可 得 則 求 其 次 焉 
X15n0301_002:0265b03	故取中中信心。雖未能冠乎。十度萬行。而能具之者。	故 取 中 中 信 心 雖 未 能 冠 乎 十 度 萬 行 而 能 具 之 者 
X15n0301_002:0265b04	亦可以嚴成)。	亦 可 以 嚴 成 
X15n0301_002:0265b05	溫陵曰。法王法言。即事即理。法不孤起。事不唐設。	溫 陵 曰 法 王 法 言 即 事 即 理 法 不 孤 起 事 不 唐 設 
X15n0301_002:0265b06	如華嚴一字法門書海墨而不盡。五位行相。即世	如 華 嚴 一 字 法 門 書 海 墨 而 不 盡 五 位 行 相 即 世 
X15n0301_002:0265b07	諦以彰明。況所設施。必有取像。則此壇場用度。無	諦 以 彰 明 況 所 設 施 必 有 取 像 則 此 壇 場 用 度 無 
X15n0301_002:0265b08	非表法也。山為高土。雪山。純淨上信也。大力白牛。	非 表 法 也 山 為 高 土 雪 山 純 淨 上 信 也 大 力 白 牛 
X15n0301_002:0265b09	純淨大根也。香草清水。妙善淨智也。茹退充實。遺	純 淨 大 根 也 香 草 清 水 妙 善 淨 智 也 茹 退 充 實 遺 
X15n0301_002:0265b10	餘也。上旃檀為十香之首。十度之總。萬行之冠也。	餘 也 上 旃 檀 為 十 香 之 首 十 度 之 總 萬 行 之 冠 也 
X15n0301_002:0265b11	原為平土。中信也。地皮未淨也。五數之中。黃色之	原 為 平 土 中 信 也 地 皮 未 淨 也 五 數 之 中 黃 色 之 
X15n0301_002:0265b12	中。取中中淨信也。十香十波羅蜜法香也。細羅為	中 取 中 中 淨 信 也 十 香 十波羅蜜 法 香 也 細 羅 為 
X15n0301_002:0265b13	粉。推之以為微妙萬行也。	粉 推 之 以 為 微 妙 萬 行 也 
X15n0301_002:0265b14	方圓丈六為八角壇(至)水中隨安所有華葉。	方 圓 丈 六 為 八 角 壇 至 水 中 隨 安 所 有 華 葉 
X15n0301_002:0265b15	(泐潭曰。八角丈六之制。表四果四向由十六心見道	 泐 潭 曰 八 角 丈 六 之 制 表 四 果 四 向 由 十 六 心 見 道 
X15n0301_002:0265b16	也)。(長水曰。壇者除地為之。即今之墠也)。(吳興曰。不爾。	也 長 水 曰 壇 者 除 地 為 之 即 今 之 墠 也 吳 興 曰 不 爾 
X15n0301_002:0265b17	上言場地。可如其墠。今既名壇。必須起土為之。是則	上 言 場 地 可 如 其 墠 今 既 名 壇 必 須 起 土 為 之 是 則 
X15n0301_002:0265b18	先除地為場。後別取黃土。和香為泥。於其場上。以泥	先 除 地 為 場 後 別 取 黃 土 和 香 為 泥 於 其 場 上 以 泥 
X15n0301_002:0265b19	塗起。令成壇相也)。	塗 起 令 成 壇 相 也 
X15n0301_002:0265b20	溫陵曰。壇寂滅坦實之體也。體具分正。故為八角。	溫 陵 曰 壇 寂 滅 坦 實 之 體 也 體 具 分 正 故 為 八 角 
X15n0301_002:0265b21	為攝八邪。故方丈六。壇心蓮華。中道妙行也。蓮之	為 攝 八 邪 故 方 丈 六 壇 心 蓮 華 中 道 妙 行 也 蓮 之 
X15n0301_002:0265b22	為物。華實同體。染淨同源。表妙行大致也。用金銀	為 物 華 實 同 體 染 淨 同 源 表 妙 行 大 致 也 用 金 銀 
X15n0301_002:0265b23	銅木所造者。表妙行云為也。金銀百煉愈精而不	銅 木 所 造 者 表 妙 行 云 為 也 金 銀 百 煉 愈 精 而 不 
X15n0301_002:0265b24	變。銅剛而能同義之像也。木能上草。以覆其下。仁	變 銅 剛 而 能 同 義 之 像 也 木 能 上 草 以 覆 其 下 仁 
X15n0301_002:0265b25	之像也。鉢為應器。表隨量應物也。露為陰澤。以秋	之 像 也 鉢 為 應 器 表 隨 量 應 物 也 露 為 陰 澤 以 秋 
X15n0301_002:0265b26	降八月。秋之中也。水中花葉。即仁覆之行。隨澤所	降 八 月 秋 之 中 也 水 中 花 葉 即 仁 覆 之 行 隨 澤 所 
X15n0301_002:0265c01	施。此又隨量應物。陰利潛化之表也。	施 此 又 隨 量 應 物 陰 利 潛 化 之 表 也 
X15n0301_002:0265c02	取八圓鏡各安其方(至)純燒沉水無令見火。	取 八 圓 鏡 各 安 其 方 至 純 燒 沉 水 無 令 見 火 
X15n0301_002:0265c03	(資中曰。鏡外即正智之外。方便建立。使邪正相攝。德	 資 中 曰 鏡 外 即 正 智 之 外 方 便 建 立 使 邪 正 相 攝 德 
X15n0301_002:0265c04	行相熏。庶久而相化。兩忘邪正也。純燒沈水。無令見	行 相 熏 庶 久 而 相 化 兩 忘 邪 正 也 純 燒 沈 水 無 令 見 
X15n0301_002:0265c05	火者。反德藏用。滅伏覺觀。然後能契寂滅場地也)。	火 者 反 德 藏 用 滅 伏 覺 觀 然 後 能 契 寂 滅 場 地 也 
X15n0301_002:0265c06	溫陵曰。圓鏡。大圓鏡智也。各安八方圍繞華鉢者。	溫 陵 曰 圓 鏡 大圓鏡智 也 各 安 八 方 圍 繞 華 鉢 者 
X15n0301_002:0265c07	智行相依。隨方圓應也。鏡外蓮華香爐各十六。而	智 行 相 依 隨 方 圓 應 也 鏡 外 蓮 華 香 爐 各 十 六 而 
X15n0301_002:0265c08	間設者。華表妙行。香表妙德也。	間 設 者 華 表 妙 行 香 表 妙 德 也 
X15n0301_002:0265c09	每以食時若在中夜(至)燒令煙盡享佛菩薩。	每 以 食 時 若 在 中 夜 至 燒 令 煙 盡 享 佛 菩 薩 
X15n0301_002:0265c10	(資中曰。藥王然身。先服兜樓婆香。意□□□。故取沐	 資 中 曰 藥 王 然 身 先 服 兜 樓 婆 香 意 故 取 沐 
X15n0301_002:0265c11	炭)。(携李曰。夫居寂滅場。飡采禪悅者。於此宜盡心焉)。	炭 携 李 曰 夫 居 寂 滅 場 飡 采 禪 悅 者 於 此 宜 盡 心 焉 
X15n0301_002:0265c12	溫陵曰。佛以日中受食。故每以日中致享。中夜例	溫 陵 曰 佛 以 日 中 受 食 故 每 以 日 中 致 享 中 夜 例 
X15n0301_002:0265c13	日中也。蜜成於華。表和融法行也。酥成於乳。表和	日 中 也 蜜 成 於 華 表 和 融 法 行 也 酥 成 於 乳 表 和 
X15n0301_002:0265c14	融法味也。半為中數。三為成數。小香爐。方寸覺心	融 法 味 也 半 為 中 數 三 為 成 數 小 香 爐 方 寸 覺 心 
X15n0301_002:0265c15	也。以香沐炭。發覺之法也。然令猛熾。投酥蜜於炎	也 以 香 沐 炭 發 覺 之 法 也 然 令 猛 熾 投 酥 蜜 於 炎 
X15n0301_002:0265c16	爐燒。令煙盡者。行法既成。不可終滯。當於覺心。勇	爐 燒 令 煙 盡 者 行 法 既 成 不 可 終 滯 當 於 覺 心 勇 
X15n0301_002:0265c17	猛煅煉。使習氣併鑠。緣影俱亡。豁然如所謂紅爐	猛 煅 煉 使 習 氣 併 鑠 緣 影 俱 亡 豁 然 如 所 謂 紅 爐 
X15n0301_002:0265c18	點雪者。然後為佛所享。	點 雪 者 然 後 為 佛 所 享 
X15n0301_002:0265c19	又取八鏡覆懸虗空(至)使其形影重重相涉。	又 取 八 鏡 覆 懸 虗 空 至 使 其 形 影 重 重 相 涉 
X15n0301_002:0265c20	(真際曰。諸佛眾生身土相入。不勞動步。不待擬心。法	 真 際 曰 諸 佛 眾 生 身 土 相 入 不 勞 動 步 不 待 擬 心 法 
X15n0301_002:0265c21	法徧周。事事無礙。舉目千聖齊現。觸處萬象昭然。一	法 徧 周 事 事 無 礙 舉 目 千 聖 齊 現 觸 處 萬 象 昭 然 一 
X15n0301_002:0265c22	花一香。徧供塵剎。一行一相。充擴無窮。不假神通。不	花 一 香 徧 供 塵 剎 一 行 一 相 充 擴 無 窮 不 假 神 通 不 
X15n0301_002:0265c23	涉情謂。寂場法法。本如是也。密因修證。妙極於此)。	涉 情 謂 寂 場 法 法 本 如 是 也 密 因 修 證 妙 極 於 此 
X15n0301_002:0265c24	溫陵曰。壇中之鏡。混物而有依。行人之智也。空中	溫 陵 曰 壇 中 之 鏡 混 物 而 有 依 行 人 之 智 也 空 中 
X15n0301_002:0265c25	之鏡。離物而無依。諸佛之智也。混物有依者。方能	之 鏡 離 物 而 無 依 諸 佛 之 智 也 混 物 有 依 者 方 能 
