T45n1852_001:0001a03	三論玄義	三 論 玄 義 
T45n1852_001:0014a23	義者。如涅槃釋本有今無偈云。我昔本無	義 者 如 涅 槃 釋 本 有 今 無 偈 云 我 昔 本 無 
T45n1852_001:0014a24	中道實義。是故現在有無量煩惱。叡師中論	中 道 實 義 是 故 現 在 有 無 量 煩 惱 叡 師 中 論 
T45n1852_001:0014a25	序云。以中為名者。照其實也。照謂顯也。	序 云 以 中 為 名 者 照 其 實 也 照 謂 顯 也 
T45n1852_001:0014a26	立於中名。為欲顯諸法實故。云照其實	立 於 中 名 為 欲 顯 諸 法 實 故 云 照 其 實 
T45n1852_001:0014a27	也。所言正者。華嚴云。正法性遠離一切言	也 所 言 正 者 華 嚴 云 正 法 性 遠 離 一 切 言 
T45n1852_001:0014a28	語道一切趣非趣。悉皆寂滅相。此之正法即	語 道 一 切 趣 非 趣 悉 皆 寂 滅 相 此 之 正 法 即 
T45n1852_001:0014a29	是中道。離偏曰中。對邪名正。肇公物不遷	是 中 道 離 偏 曰 中 對 邪 名 正 肇 公 物 不 遷 
T45n1852_001:0014b01	論云。正觀論曰。觀方知彼去。去者不至	論 云 正 觀 論 曰 觀 方 知 彼 去 去 者 不 至 
T45n1852_001:0014b02	方。故知中以正為義也。理教釋義者。中以	方 故 知 中 以 正 為 義 也 理 教 釋 義 者 中 以 
T45n1852_001:0014b03	不中為義。所以然者。諸法實相非中非不	不 中 為 義 所 以 然 者 諸法實相 非 中 非 不 
T45n1852_001:0014b04	中。無名相法為眾生故強名相說。欲令因	中 無 名 相 法 為 眾 生 故 強 名 相 說 欲 令 因 
T45n1852_001:0014b05	此名以悟無名。是故說中為顯不中。問中	此 名 以 悟 無 名 是 故 說 中 為 顯 不 中 問 中 
T45n1852_001:0014b06	以不中為義。出何文耶。答華嚴云。一切有	以 不 中 為 義 出 何 文 耶 答 華 嚴 云 一 切 有 
T45n1852_001:0014b07	無法了達非有無。若爾。一切中偏法了達	無 法 了 達 非 有 無 若 爾 一 切 中 偏 法 了 達 
T45n1852_001:0014b08	非中偏。即其事也。所言互相釋義者。中以	非 中 偏 即 其 事 也 所 言 互 相 釋 義 者 中 以 
T45n1852_001:0014b09	偏為義。偏以中為義。所以然者。中偏是	偏 為 義 偏 以 中 為 義 所 以 然 者 中 偏 是 
T45n1852_001:0014b10	因緣之義。故說偏令悟中。說中令識偏。	因 緣 之 義 故 說 偏 令 悟 中 說 中 令 識 偏 
T45n1852_001:0014b11	如經云。說世諦令識第一義諦。說第一義	如 經 云 說 世 諦 令 識 第一義諦 說 第 一 義 
T45n1852_001:0014b12	諦令識世諦也。四無方釋義者。中以色為	諦 令 識 世 諦 也 四 無 方 釋 義 者 中 以 色 為 
T45n1852_001:0014b13	義。中以心為義。是故華嚴經云。一中解無	義 中 以 心 為 義 是 故 華 嚴 經 云 一 中 解 無 
T45n1852_001:0014b14	量。無量中解一。故一法得以一切法為義	量 無 量 中 解 一 故 一 法 得 以 一 切 法 為 義 
T45n1852_001:0014b15	一切法得以一法為義。問中有幾種。答既	一 切 法 得 以 一 法 為 義 問 中 有 幾 種 答 既 
T45n1852_001:0014b16	稱為中。則非多非一。隨義對緣得說多	稱 為 中 則 非 多 非 一 隨 義 對 緣 得 說 多 
T45n1852_001:0014b17	一。所言一中者。一道清淨更無二道。一道	一 所 言 一 中 者 一 道 清 淨 更 無 二 道 一 道 
T45n1852_001:0014b18	者即一中道也。所言二中者。則約二諦辨	者 即 一 中 道 也 所 言 二 中 者 則 約 二 諦 辨 
T45n1852_001:0014b19	中。謂世諦中真諦中。以世諦不偏故名為	中 謂 世 諦 中 真 諦 中 以 世 諦 不 偏 故 名 為 
T45n1852_001:0014b20	中。真諦不偏名為真諦中。所言三中者。二	中 真 諦 不 偏 名 為 真 諦 中 所 言 三 中 者 二 
T45n1852_001:0014b21	諦中及非真非俗中。所言四中者。謂對偏中。	諦 中 及 非 真 非 俗 中 所 言 四 中 者 謂 對 偏 中 
T45n1852_001:0014b22	盡偏中。絕待中。成假中也。對偏中者。對大	盡 偏 中 絕 待 中 成 假 中 也 對 偏 中 者 對 大 
T45n1852_001:0014b23	小學人斷常偏病。是故說對偏中也。盡偏中	小 學 人 斷 常 偏 病 是 故 說 對 偏 中 也 盡 偏 中 
T45n1852_001:0014b24	者。大小學人有於斷常偏病則不成中。偏	者 大 小 學 人 有 於 斷 常 偏 病 則 不 成 中 偏 
T45n1852_001:0014b25	病若盡則名為中。是故經云。眾生起見凡有	病 若 盡 則 名 為 中 是 故 經 云 眾 生 起 見 凡 有 
T45n1852_001:0014b26	二種。一斷二常。如是二見不名中道。無常	二 種 一 斷 二 常 如 是 二 見 不 名 中 道 無 常 
T45n1852_001:0014b27	無斷乃名中道。故名盡偏中也。絕待中者。	無 斷 乃 名 中 道 故 名 盡 偏 中 也 絕 待 中 者 
T45n1852_001:0014b28	本對偏病是故有中。偏病既除中亦不立。	本 對 偏 病 是 故 有 中 偏 病 既 除 中 亦 不 立 
T45n1852_001:0014b29	非中非偏。為出處眾生強名為中。謂絕待	非 中 非 偏 為 出 處 眾 生 強 名 為 中 謂 絕 待 
T45n1852_001:0014c01	中。故此論云。若無有始終。中當云何有。經	中 故 此 論 云 若 無 有 始 終 中 當 云 何 有 經 
T45n1852_001:0014c02	亦云。遠離二邊不著中道。即其事也。成假	亦 云 遠離二邊 不 著 中 道 即 其 事 也 成 假 
T45n1852_001:0014c03	中者。有無為假。非有非無為中。由非有非	中 者 有 無 為 假 非有非無 為 中 由 非 有 非 
T45n1852_001:0014c04	無故說有無。如此之中為成於假。謂成假	無 故 說 有 無 如 此 之 中 為 成 於 假 謂 成 假 
T45n1852_001:0014c05	中也。所以然者。良由正道未曾有無。為化	中 也 所 以 然 者 良 由 正 道 未 曾 有 無 為 化 
T45n1852_001:0014c06	眾生假說有無故。以非有無為中。有無	眾 生 假 說 有 無 故 以 非 有 無 為 中 有 無 
T45n1852_001:0014c07	為假也。就成假中有單複疎密橫竪等義。	為 假 也 就 成 假 中 有 單 複 疎 密 橫 竪 等 義 
T45n1852_001:0014c08	具如中假義說。如說有為單假。非有為單	具 如 中 假 義 說 如 說 有 為 單 假 非 有 為 單 
T45n1852_001:0014c09	中。無義亦爾。有無為複假。非有非無為複	中 無 義 亦 爾 有 無 為 複 假 非有非無 為 複 
T45n1852_001:0014c10	中。有無為疎假。非有非無為疎中。不有有	中 有 無 為 疎 假 非有非無 為 疎 中 不 有 有 
T45n1852_001:0014c11	為密假。有不有為密中。疎即是橫。密即是	為 密 假 有 不 有 為 密 中 疎 即 是 橫 密 即 是 
T45n1852_001:0014c12	竪也。次釋中不同得有四種。一外道明中。	竪 也 次 釋 中 不 同 得 有 四 種 一 外 道 明 中 
T45n1852_001:0014c13	二毘曇明中。三成實明中。四大乘人明中也。	二 毘 曇 明 中 三 成 實 明 中 四 大 乘 人 明 中 也 
T45n1852_001:0014c14	外道說中者。僧佉人言。泥團非瓶非非瓶。	外 道 說 中 者 僧 佉 人 言 泥 團 非 瓶 非 非 瓶 
T45n1852_001:0014c15	即是中義也。衛世師云。聲不名大不名小。	即 是 中 義 也 衛 世 師 云 聲 不 名 大 不 名 小 
T45n1852_001:0014c16	勒沙婆云。光非闇非明。此之三師並以兩	勒 沙 婆 云 光 非 闇 非 明 此 之 三 師 並 以 兩 
T45n1852_001:0014c17	非為中。而未知所以為中耳。毘曇人釋	非 為 中 而 未 知 所 以 為 中 耳 毘 曇 人 釋 
T45n1852_001:0014c18	中者。有事有理。事中者。無漏大王不在邊	中 者 有 事 有 理 事 中 者 無 漏 大 王 不 在 邊 
T45n1852_001:0014c19	地。謂不在欲界及非想也。理中者。謂苦集	地 謂 不 在 欲 界 及 非 想 也 理 中 者 謂 苦 集 
T45n1852_001:0014c20	之理不斷不常也。成實人明中道者。論文	之 理 不 斷 不 常 也 成 實 人 明 中 道 者 論 文 
T45n1852_001:0014c21	直言離有離無名聖中道。而論師云。中道	直 言 離有離無 名 聖 中 道 而 論 師 云 中 道 
T45n1852_001:0014c22	有三。一世諦中道。二真諦中道。三非真非俗	有 三 一 世 諦 中 道 二 真 諦 中 道 三 非 真 非 俗 
T45n1852_001:0014c23	中道。四大乘人明中者。如攝大乘論師明。	中 道 四 大 乘 人 明 中 者 如 攝 大 乘 論 師 明 
T45n1852_001:0014c24	非安立諦不著生死不住涅槃。名之為中	非 安 立 諦 不 著 生 死 不住涅槃 名 之 為 中 
T45n1852_001:0014c25	也。義本者。以無住為體中。此是合門。於體	也 義 本 者 以 無 住 為 體 中 此 是 合 門 於 體 
T45n1852_001:0014c26	中。開為兩用。謂真俗。此是用中。即是開門	中 開 為 兩 用 謂 真 俗 此 是 用 中 即 是 開 門 
T45n1852_001:0014c27	也。又中假師云。非有非無為中。而有而無為	也 又 中 假 師 云 非有非無 為 中 而 有 而 無 為 
T45n1852_001:0014c28	假也。	假 也 
T45n1852_001:0014c29	三論玄義	三 論 玄 義 
