T52n2113_001:0573a04	北山錄序	北 山 錄 序 
T52n2113_006:0613b20	璧。莫能奈其勇也(趙國有卞和璧。秦欲以十五城易之。趙遣藺相如進璧。秦昭王	璧 莫 能 奈 其 勇 也 趙 國 有 卞 和 璧 秦 欲 以 十 五 城 易 之 趙 遣 藺 相 如 進 璧 秦 昭 王 
T52n2113_006:0613b21	得璧而不割地。相如詐云有瑕。取而指之。因倚柱不還。請割地而齊五日方受璧。王若急臣。臣則頭璧俱碎。王懼	得 璧 而 不 割 地 相 如 詐 云 有 瑕 取 而 指 之 因 倚 柱 不 還 請 割 地 而 齊 五 日 方 受 璧 王 若 急 臣 臣 則 頭 璧 俱 碎 王 懼 
T52n2113_006:0613b22	碎璧。而不敢加害。璧竟歸趙)梁武撤宮闈之制。恣沙門遊踐。	碎 璧 而 不 敢 加 害 璧 竟 歸 趙 梁 武 撤 宮 闈 之 制 恣 沙 門 遊 踐 
T52n2113_006:0613b23	有司以御座非沙門宜登。智藏悖然踞座厲	有 司 以 御 座 非 沙 門 宜 登 智 藏 悖 然 踞 座 厲 
T52n2113_006:0613b24	色抗聲曰。貧道昔為吳中顧郎。尚不慚御榻。	色 抗 聲 曰 貧 道 昔 為 吳 中 顧 郎 尚 不 慚 御 榻 
T52n2113_006:0613b25	況復乃祖定光金輪之釋子也(乃我也。我乃定光如來之子孫也)	況 復 乃 祖 定 光 金 輪 之 釋 子 也 乃 我 也 我 乃 定 光 如 來 之 子 孫 也 
T52n2113_006:0613b26	檀越若殺貧道。不慮無受生之處。若付尚方	檀 越 若 殺 貧 道 不 慮 無 受 生 之 處 若 付 尚 方 
T52n2113_006:0613b27	獄不妨行道。流俗以為能跨略天子高岸釋	獄 不 妨 行 道 流 俗 以 為 能 跨 略 天 子 高 岸 釋 
T52n2113_006:0613c01	門君子則不然也。梁朝皇綱既弛(弛紊也)庶事墮	門 君 子 則 不 然 也 梁 朝 皇 綱 既 弛 弛 紊 也 庶 事 墮 
T52n2113_006:0613c02	哉。唯餘一御榻受制可也。梁武甞欲御僧官。	哉 唯 餘 一 御 榻 受 制 可 也 梁 武 甞 欲 御 僧 官 
T52n2113_006:0613c03	勅主者遍令許者署名。其時無敢抗者。逮疏	勅 主 者 遍 令 許 者 署 名 其 時 無 敢 抗 者 逮 疏 
T52n2113_006:0613c04	聞藏。藏以筆橫轢之曰。佛法大海非俗人所	聞 藏 藏 以 筆 橫 轢 之 曰 佛 法 大 海 非 俗 人 所 
T52n2113_006:0613c05	知。帝覽之不以介意。書曰。御眾以寬。臨下	知 帝 覽 之 不 以 介 意 書 曰 御 眾 以 寬 臨 下 
T52n2113_006:0613c06	以簡。此唐虞之化也。夫寬而以簡守之則人	以 簡 此 唐 虞 之 化 也 夫 寬 而 以 簡 守 之 則 人 
T52n2113_006:0613c07	安。寬而不簡則法之亂矣。當梁世寬而不簡	安 寬 而 不 簡 則 法 之 亂 矣 當 梁 世 寬 而 不 簡 
T52n2113_006:0613c08	不亂。何待彼智藏。雖幸其無法。豈不畏後世	不 亂 何 待 彼 智 藏 雖 幸 其 無 法 豈 不 畏 後 世 
T52n2113_006:0613c09	簡書乎(簡策之書)異說云。吾師加趺。心在乎定。奄	簡 書 乎 簡 策 之 書 異 說 云 吾 師 加 趺 心 在 乎 定 奄 
T52n2113_006:0613c10	若蟬蛻。後人哀思。高塔厚葬。不亦盛乎(吾即吾禪	若 蟬 蛻 後 人 哀 思 高 塔 厚 葬 不 亦 盛 乎 吾 即 吾 禪 
T52n2113_006:0613c11	門尊宿也。學人誇其坐化高塔厚葬之事)譏者曰。君子諭於義。小人	門 尊 宿 也 學 人 誇 其 坐 化 高 塔 厚 葬 之 事 譏 者 曰 君 子 諭 於 義 小 人 
T52n2113_006:0613c12	諭於利(諭曉也)惟所詳也。若德行所致。或則哀	諭 於 利 諭 曉 也 惟 所 詳 也 若 德 行 所 致 或 則 哀 
T52n2113_006:0613c13	榮。若曲以羶美因其瓦合。矯其後計。則重繫	榮 若 曲 以 羶 美 因 其 瓦 合 矯 其 後 計 則 重 繫 
T52n2113_006:0613c14	其魂。沈乎賈譽之罪也(若實以了達去住無礙則可也。若素非真實。苟取後	其 魂 沈 乎 賈 譽 之 罪 也 若 實 以 了 達 去 住 無 礙 則 可 也 若 素 非 真 實 苟 取 後 
T52n2113_006:0613c15	譽。矯誑凡俗。則重增沒者之罪)夫事不飾則不尊。過則浮競(有德而不	譽 矯 誑 凡 俗 則 重 增 沒 者 之 罪 夫 事 不 飾 則 不 尊 過 則 浮 競 有 德 而 不 
T52n2113_006:0613c16	彰失於光顯末代。無德而矯飾則涉於浮競也)故師顧言奢而求諸義。師	彰 失 於 光 顯 末 代 無 德 而 矯 飾 則 涉 於 浮 競 也 故 師 顧 言 奢 而 求 諸 義 師 
T52n2113_006:0613c17	顧言薄亦求諸義。匪顧是信唯義是信(雖有顧命之言	顧 言 薄 亦 求 諸 義 匪 顧 是 信 唯 義 是 信 雖 有 顧 命 之 言 
T52n2113_006:0613c18	求合度而行之)古者曹侯命薄葬。大夫曰。國有常禮(奢以	求 合 度 而 行 之 古 者 曹 侯 命 薄 葬 大 夫 曰 國 有 常 禮 奢 以 
T52n2113_006:0613c19	僭上。儉乃偪下。豊儉得中。是合常禮)然有命暴尸者。雖欲利於飛	僭 上 儉 乃 偪 下 豊 儉 得 中 是 合 常 禮 然 有 命 暴 尸 者 雖 欲 利 於 飛 
T52n2113_006:0613c20	走。而實無何戮其尸也(高僧慧實。囑露尸以施禽鳥者。其小惠未徧。何如	走 而 實 無 何 戮 其 尸 也 高 僧 慧 實 囑 露 尸 以 施 禽 鳥 者 其 小 惠 未 徧 何 如 
T52n2113_006:0613c21	善願以廣濟乎。又露之穢惡也。陳尸曰戮)居令德者。宜去此意。雖遠	善 願 以 廣 濟 乎 又 露 之 穢 惡 也 陳 尸 曰 戮 居 令 德 者 宜 去 此 意 雖 遠 
T52n2113_006:0613c22	公將終之見。或未吾善也(南遠臨終。命施百鳥)夫死者精	公 將 終 之 見 或 未 吾 善 也 南 遠 臨 終 命 施 百 鳥 夫 死 者 精 
T52n2113_006:0613c23	神往矣。質何能知(藏識既往。便同無情)立與坐臥。孰為	神 往 矣 質 何 能 知 藏 識 既 往 便 同 無 情 立 與 坐 臥 孰 為 
T52n2113_006:0613c24	優劣哉。故金河右脇(佛在金沙河。右脇而臥。入於涅槃)雞峯累	優 劣 哉 故 金 河 右 脇 佛 在 金 沙 河 右 脇 而 臥 入 於 涅 槃 雞 峯 累 
T52n2113_006:0613c25	髀(尊者迦葉。奉持如來袈裟。於雞足山。至彌勒出。奉袈裟已。作十八變。却往雞足。加趺入滅。化火	髀 尊 者 迦 葉 奉 持 如 來 袈 裟 於 雞 足 山 至 彌 勒 出 奉 袈 裟 已 作 十 八 變 却 往 雞 足 加 趺 入 滅 化 火 
T52n2113_006:0613c26	焚身也)慧永求屨始起(高僧慧永於牀前索屨而卒)靈叡執卷就化	焚 身 也 慧 永 求 屨 始 起 高 僧 慧 永 於 牀 前 索 屨 而 卒 靈 叡 執 卷 就 化 
T52n2113_006:0613c27	(高僧靈叡手執卷而卒)各任時而待盡。匪慕異而詭俗矣	 高 僧 靈 叡 手 執 卷 而 卒 各 任 時 而 待 盡 匪 慕 異 而 詭 俗 矣 
T52n2113_006:0614a01	(鄧隱峯倒立而卒)昔高僧曇鑒往生之人也。平坐而卒。	 鄧 隱 峯 倒 立 而 卒 昔 高 僧 曇 鑒 往 生 之 人 也 平 坐 而 卒 
T52n2113_006:0614a02	弟子猶申而殮之。今則反乎是也。定者啟玄	弟 子 猶 申 而 殮 之 今 則 反 乎 是 也 定 者 啟 玄 
T52n2113_006:0614a03	解之門。出生死之域。寒暑之所不入。焚溺之	解 之 門 出 生 死 之 域 寒 暑 之 所 不 入 焚 溺 之 
T52n2113_006:0614a04	所不及。若在定而有死。何殊濯春沂而焚於	所 不 及 若 在 定 而 有 死 何 殊 濯 春 沂 而 焚 於 
T52n2113_006:0614a05	烈火。被甲冑而傷於毒箭乎(凡在死者必居散位)故前佛	烈 火 被 甲 冑 而 傷 於 毒 箭 乎 凡 在 死 者 必 居 散 位 故 前 佛 
T52n2113_006:0614a06	後佛有聖弟子入滅盡定。百年千年億萬斯	後 佛 有 聖 弟 子 入 滅 盡 定 百 年 千 年 億 萬 斯 
T52n2113_006:0614a07	年不出定不死也。西域朅盤陀國斫句迦國	年 不 出 定 不 死 也 西 域 朅 盤 陀 國 斫 句 迦 國 
T52n2113_006:0614a08	烏殺國。諸漏盡者形儀都偉(都大也)巔崖孤岫。瞑	烏 殺 國 諸 漏 盡 者 形 儀 都 偉 都 大 也 巔 崖 孤 岫 瞑 
T52n2113_006:0614a09	目委髮。雷震山摧。而獵者往往見有焉(西域記。	目 委 髮 雷 震 山 摧 而 獵 者 往 往 見 有 焉 西 域 記 
T52n2113_006:0614a10	及唐三藏行記序之)昔趙襄子(晉君無卹也趙簡子之子)畋焚山林。有一人	及 唐 三 藏 行 記 序 之 昔 趙 襄 子 晉 君 無 卹 也 趙 簡 子 之 子 畋 焚 山 林 有 一 人 
T52n2113_006:0614a11	飛行火中。山石不為礙。斯入定之徒也(入定則不	飛 行 火 中 山 石 不 為 礙 斯 入 定 之 徒 也 入 定 則 不 
T52n2113_006:0614a12	應飛行。疑運通之士也)晉神僧呵羅竭既歿。弟子積木如	應 飛 行 疑 運 通 之 士 也 晉 神 僧 呵 羅 竭 既 歿 弟 子 積 木 如 
T52n2113_006:0614a13	陵焚之。累日不為灰。遷就石室。後數十年。觀	陵 焚 之 累 日 不 為 灰 遷 就 石 室 後 數 十 年 觀 
T52n2113_006:0614a14	者異其如生。彼則入第四禪。暨于無色界定。	者 異 其 如 生 彼 則 入 第 四 禪 暨 于 無 色 界 定 
T52n2113_006:0614a15	故能使口鼻無息矣(自第四禪至無色界地。法無風大種。故卅入息風不行)。	故 能 使 口 鼻 無 息 矣 自 第 四 禪 至 無 色 界 地 法 無 風 大 種 故 卅 入 息 風 不 行 
T52n2113_006:0614a16	塔廟制度。世失其道久矣。西域以塔為方墳	塔 廟 制 度 世 失 其 道 久 矣 西 域 以 塔 為 方 墳 
T52n2113_006:0614a17	(梵云塔婆。或云偷婆。此云墳塔。略也。或方或尖或圓也)居凡庶封之。若此方	 梵 云 塔 婆 或 云 偷 婆 此 云 墳 塔 略 也 或 方 或 尖 或 圓 也 居 凡 庶 封 之 若 此 方 
T52n2113_006:0614a18	之堂者(四方也)若夏屋者(四垂大屋)自輪王至大聖。方	之 堂 者 四 方 也 若 夏 屋 者 四 垂 大 屋 自 輪 王 至 大 聖 方 
T52n2113_006:0614a19	以層級表德辯名也(輪王一級。聲聞四級。緣覺十二級。菩薩與如來十三級)自	以 層 級 表 德 辯 名 也 輪 王 一 級 聲 聞 四 級 緣 覺 十 二 級 菩 薩 與 如 來 十 三 級 自 
T52n2113_006:0614a20	古至梁陳罕有不懸棺而窆反壤封樹至若設	古 至 梁 陳 罕 有 不 懸 棺 而 窆 反 壤 封 樹 至 若 設 
T52n2113_006:0614a21	碑繂(繂下棺索也。古者立石柱於墳上。有孔貫索。索以下棺。謂之窆。後或有刻君父種族於上當隧道	碑 繂 繂 下 棺 索 也 古 者 立 石 柱 於 墳 上 有 孔 貫 索 索 以 下 棺 謂 之 窆 後 或 有 刻 君 父 種 族 於 上 當 隧 道 
T52n2113_006:0614a22	口。謂之神道碑也。天子曰陵。諸侯士大夫曰墳。庶人曰[塚豖+(一/豖)]。墓誌不出典禮。今僧立塔記。蓋擬其事也)啟埏	口 謂 之 神 道 碑 也 天 子 曰 陵 諸 侯 士 大 夫 曰 墳 庶 人 曰 [塚豖一豖] 墓 誌 不 出 典 禮 今 僧 立 塔 記 蓋 擬 其 事 也 啟 埏 
T52n2113_006:0614a23	道非國望不為也(於墳前作隧路也。此皆國望之士。又有哀誅哀冊碑誌。非大士不可	道 非 國 望 不 為 也 於 墳 前 作 隧 路 也 此 皆 國 望 之 士 又 有 哀 誅 哀 冊 碑 誌 非 大 士 不 可 
T52n2113_006:0614a24	也。古者僧無賜紫衣師號。自憲宗元和十一年方有賜紫。然先有賜諡號者也)周隋之後。競	也 古 者 僧 無 賜 紫 衣 師 號 自 憲 宗 元 和 十 一 年 方 有 賜 紫 然 先 有 賜 諡 號 者 也 周 隋 之 後 競 
T52n2113_006:0614a25	尚僭擬。其有高華輪奐。蔽乎前聖者也(近見有禪	尚 僭 擬 其 有 高 華 輪 奐 蔽 乎 前 聖 者 也 近 見 有 禪 
T52n2113_006:0614a26	伯未終。自令刻青石建大塔。繞以浮雲。合以花座。四王守御。八龍肩杖。竟以王難歸俗不得居之也)或自	伯 未 終 自 令 刻 青 石 建 大 塔 繞 以 浮 雲 合 以 花 座 四 王 守 御 八 龍 肩 杖 竟 以 王 難 歸 俗 不 得 居 之 也 或 自 
T52n2113_006:0614a27	力於生前。或遺言於歿後。不愴冤魂之酷。但	力 於 生 前 或 遺 言 於 歿 後 不 愴 冤 魂 之 酷 但 
T52n2113_006:0614a28	馳嗇斂之費。誤莫大焉。昔曾子之病革矣。猶	馳 嗇 斂 之 費 誤 莫 大 焉 昔 曾 子 之 病 革 矣 猶 
T52n2113_006:0614b01	命去大夫之簀示不欲僭也(革急也。簀床上策也。革音殛)晏	命 去 大 夫 之 簀 示 不 欲 僭 也 革 急 也 簀 床 上 策 也 革 音 殛 晏 
T52n2113_006:0614b02	平仲謂管氏(謂非面言評論之也)既死矣。豈在我哉。焚之	平 仲 謂 管 氏 謂 非 面 言 評 論 之 也 既 死 矣 豈 在 我 哉 焚 之 
T52n2113_006:0614b03	沈之瘞之埋之露之(西國葬法有四。一水漂。二火焚。三土埋。四施陀林。五分律云。	沈 之 瘞 之 埋 之 露 之 西 國 葬 法 有 四 一 水 漂 二 火 焚 三 土 埋 四 施 陀 林 五 分 律 云 
T52n2113_006:0614b04	尸應埋之也)衣薪而棄諸溝壑(古之葬也。厚衣以薪。葬之中野。不封不樹。聖人	尸 應 埋 之 也 衣 薪 而 棄 諸 溝 壑 古 之 葬 也 厚 衣 以 薪 葬 之 中 野 不 封 不 樹 聖 人 
T52n2113_006:0614b05	易之以棺槨。蓋取諸大過也。考工記陶令造瓦棺。夏后聖用堲。火燒熟曰堲。殷人以梓木之棺替木。又以木槨替	易 之 以 棺 槨 蓋 取 諸 大 過 也 考 工 記 陶 令 造 瓦 棺 夏 后 聖 用 堲 火 燒 熟 曰 堲 殷 人 以 梓 木 之 棺 替 木 又 以 木 槨 替 
T52n2113_006:0614b06	土堲也)袞文納諸石椁。唯所遇焉。而屋愚之子	土 堲 也 袞 文 納 諸 石 椁 唯 所 遇 焉 而 屋 愚 之 子 
T52n2113_006:0614b07	(莊子唯在屋不出而愚也)不知道林之墳不高。而戴逵歎焉。	 莊 子 唯 在 屋 不 出 而 愚 也 不 知 道 林 之 墳 不 高 而 戴 逵 歎 焉 
T52n2113_006:0614b08	邵伯之樹不大。而詩人詠焉(卲伯奭。每於甘棠之下治獄去。後周人懷	邵 伯 之 樹 不 大 而 詩 人 詠 焉 卲 伯 奭 每 於 甘 棠 之 下 治 獄 去 後 周 人 懷 
T52n2113_006:0614b09	其德。不忍伐其樹。故詩云。蔽第甘棠。勿剪勿伐。卲伯所苃)唯務僭侈。遂令榛莽	其 德 不 忍 伐 其 樹 故 詩 云 蔽 第 甘 棠 勿 剪 勿 伐 卲 伯 所 苃 唯 務 僭 侈 遂 令 榛 莽 
T52n2113_006:0614b10	之間壘壘。若丘坻曾無展敬者。狐兔虺蜴宅	之 間 壘 壘 若 丘 坻 曾 無 展 敬 者 狐 兔 虺 蜴 宅 
T52n2113_006:0614b11	其趾。烏梟鴿雀孚其上。樵童牧兒登而嘯歌。	其 趾 烏 梟 鴿 雀 孚 其 上 樵 童 牧 兒 登 而 嘯 歌 
T52n2113_006:0614b12	行路者不知為誰。吾在廬山。講罷景餘。每尋	行 路 者 不 知 為 誰 吾 在 廬 山 講 罷 景 餘 每 尋 
T52n2113_006:0614b13	林谷。見則訊其德行。無一可與歸者。由是業	林 谷 見 則 訊 其 德 行 無 一 可 與 歸 者 由 是 業 
T52n2113_006:0614b14	之著隱而逾亮。德之寡炳而逾昧。誠可悲也	之 著 隱 而 逾 亮 德 之 寡 炳 而 逾 昧 誠 可 悲 也 
T52n2113_006:0614b15	(毘奈耶雜事三十三說。本勝比丘生前多瞋。歿後置塔。劫卑德羅漢誤禮之。優波離告之。乃令五百人毀之也)	 毘 奈 耶 雜 事 三 十 三 說 本 勝 比 丘 生 前 多 瞋 歿 後 置 塔 劫 卑 德 羅 漢 誤 禮 之 優 波 離 告 之 乃 令 五 百 人 毀 之 也 
T52n2113_006:0614b16	仲尼曰。君子之道。闇然而日彰。小人之道。灼	仲 尼 曰 君 子 之 道 闇 然 而 日 彰 小 人 之 道 灼 
T52n2113_006:0614b17	然而日亡。詩曰。潛雖伏矣。亦孔之昭。近世握	然 而 日 亡 詩 曰 潛 雖 伏 矣 亦 孔 之 昭 近 世 握 
T52n2113_006:0614b18	管記者。鮮聞道德。藝行卓邁為高僧。多其	管 記 者 鮮 聞 道 德 藝 行 卓 邁 為 高 僧 多 其 
T52n2113_006:0614b19	聚徒。結納延譽為高僧(因今人非疑古人是也。李致即中於福感寺請指骨。舍利	聚 徒 結 納 延 譽 為 高 僧 因 今 人 非 疑 古 人 是 也 李 致 即 中 於 福 感 寺 請 指 骨 舍 利 
T52n2113_006:0614b20	獲之。遂著碑書。十僧稱為高僧。上石□之甚也。皆瑣細庸鄙之流。實誤前德也)或世寡賢	獲 之 遂 著 碑 書 十 僧 稱 為 高 僧 上 石 之 甚 也 皆 瑣 細 庸 鄙 之 流 實 誤 前 德 也 或 世 寡 賢 
T52n2113_006:0614b21	良。或搜覈不精也。夫財食足以聚徒。諂侫足	良 或 搜 覈 不 精 也 夫 財 食 足 以 聚 徒 諂 侫 足 
T52n2113_006:0614b22	以結納。矯飾足以延譽哉。此其欲傳於後裔	以 結 納 矯 飾 足 以 延 譽 哉 此 其 欲 傳 於 後 裔 
T52n2113_006:0614b23	者。適足以誘濫也。夫有居鄉為鄉豪重。在邑	者 適 足 以 誘 濫 也 夫 有 居 鄉 為 鄉 豪 重 在 邑 
T52n2113_006:0614b24	為邑尹重。居州為州尊重。十室之門十室請	為 邑 尹 重 居 州 為 州 尊 重 十 室 之 門 十 室 請 
T52n2113_006:0614b25	舍。十聚之家十聚請饋。而或未足言也。當	舍 十 聚 之 家 十 聚 請 饋 而 或 未 足 言 也 當 
T52n2113_006:0614b26	稱彼重者。何人焉何故焉(仲尼云。鄉人皆好之必察焉。鄉人皆惡之必察	稱 彼 重 者 何 人 焉 何 故 焉 仲 尼 云 鄉 人 皆 好 之 必 察 焉 鄉 人 皆 惡 之 必 察 
T52n2113_006:0614b27	焉)其或小人便侫也。求矛也。則振達矣。君子	焉 其 或 小 人 便 侫 也 求 矛 也 則 振 達 矣 君 子 
T52n2113_006:0614c01	廉毅也德義也。則淪胥矣(小人道長。則君子道消也)而後生	廉 毅 也 德 義 也 則 淪 胥 矣 小 人 道 長 則 君 子 道 消 也 而 後 生 
T52n2113_006:0614c02	美其濫進修。芬芳之譽。匪計日月。求合於權	美 其 濫 進 修 芬 芳 之 譽 匪 計 日 月 求 合 於 權 
T52n2113_006:0614c03	利。忘辱殆己。狡謀奇慮。必取其合。既合矣。	利 忘 辱 殆 己 狡 謀 奇 慮 必 取 其 合 既 合 矣 
T52n2113_006:0614c04	稱某歸依。某以為黨以為援。以為捷徑之路	稱 某 歸 依 某 以 為 黨 以 為 援 以 為 捷 徑 之 路 
T52n2113_006:0614c05	倍百直。誚彼簡朴。不能進取者也(所謂詭情賊智也)	倍 百 直 誚 彼 簡 朴 不 能 進 取 者 也 所 謂 詭 情 賊 智 也 
T52n2113_006:0614c06	梁寶唱撰名僧傳。慧皎刪而改之曰。高僧以	梁 寶 唱 撰 名 僧 傳 慧 皎 刪 而 改 之 曰 高 僧 以 
T52n2113_006:0614c07	為名者實之賓也。若實行潛光。高而不名。	為 名 者 實 之 賓 也 若 實 行 潛 光 高 而 不 名 
T52n2113_006:0614c08	寡德適時。名而不高。名而不高非所紀也。而	寡 德 適 時 名 而 不 高 名 而 不 高 非 所 紀 也 而 
T52n2113_006:0614c09	皎公可謂釋氏之良史也。異說云。將死之人。	皎 公 可 謂 釋 氏 之 良 史 也 異 說 云 將 死 之 人 
T52n2113_006:0614c10	寂無所見。是謂至道。不由險畏。若覩佛來。	寂 無 所 見 是 謂 至 道 不 由 險 畏 若 覩 佛 來 
T52n2113_006:0614c11	以相為魔。心之取矣。其何免哉。譏者曰。是夫	以 相 為 魔 心 之 取 矣 其 何 免 哉 譏 者 曰 是 夫 
T52n2113_006:0614c12	也(此乃匹夫之見爾)未曰司契者也。夫死者形離神越。	也 此 乃 匹 夫 之 見 爾 未 曰 司 契 者 也 夫 死 者 形 離 神 越 
