T51n2089_001:0975a09	遊方記抄	遊 方 記 抄 
T51n2089_001:0988a15	大和尚諱鑑真。揚州江陽縣人也。俗姓淳于。	大 和 尚 諱 鑑 真 揚 州 江 陽 縣 人 也 俗 姓 淳 于 
T51n2089_001:0988a16	齊辯士髠之後也。其父先就揚州大雲寺	齊 辯 士 髠 之 後 也 其 父 先 就 揚 州 大 雲 寺 
T51n2089_001:0988a17	智滿禪師。受戒學禪門。大和尚年十四。隨	智 滿 禪 師 受 戒 學 禪 門 大 和 尚 年 十 四 隨 
T51n2089_001:0988a18	父入寺。見佛像感動心。因請父求出家。父奇	父 入 寺 見 佛 像 感 動 心 因 請 父 求 出 家 父 奇 
T51n2089_001:0988a19	其志許焉。是時大周則天長安元年有詔。於	其 志 許 焉 是 時 大 周 則 天 長 安 元 年 有 詔 於 
T51n2089_001:0988a20	天下諸州度僧。便就智滿禪師出家為沙彌。	天 下 諸 州 度 僧 便 就 智 滿 禪 師 出 家 為 沙 彌 
T51n2089_001:0988a21	配住大雲寺。後改為龍興寺。唐中宗孝和皇	配 住 大 雲 寺 後 改 為 龍 興 寺 唐 中 宗 孝 和 皇 
T51n2089_001:0988a22	帝神龍元年。從道岸律師受菩薩戒。景龍元	帝 神 龍 元 年 從 道 岸 律 師 受 菩 薩 戒 景 龍 元 
T51n2089_001:0988a23	年杖錫東都因入長安。其二年三月二十八	年 杖 錫 東 都 因 入 長 安 其 二 年 三 月 二 十 八 
T51n2089_001:0988a24	日。於西京實際寺登壇受具足戒。荊州南泉	日 於 西 京 實 際 寺 登 壇 受具足戒 荊 州 南 泉 
T51n2089_001:0988a25	寺弘景律師為和上。巡遊二京。究學三藏。後	寺 弘 景 律 師 為 和 上 巡 遊 二 京 究 學 三 藏 後 
T51n2089_001:0988a26	歸淮南。教授戒律。江淮之間。獨為化主。於是	歸 淮 南 教 授 戒 律 江 淮 之 間 獨 為 化 主 於 是 
T51n2089_001:0988a27	興建佛事。濟化群生。其事繁多不可具載。	興 建 佛 事 濟 化 群 生 其 事 繁 多 不 可 具 載 
T51n2089_001:0988a28	日本天平五年歲次癸酉。沙門榮叡普照等。	日 本 天 平 五 年 歲 次 癸 酉 沙 門 榮 叡 普 照 等 
T51n2089_001:0988a29	隨遣唐大使丹墀真人廣成。至唐國留學。是	隨 遣 唐 大 使 丹 墀 真 人 廣 成 至 唐 國 留 學 是 
T51n2089_001:0988b01	年唐開元二十一年也。唐國諸寺三藏大德。	年 唐 開 元 二 十 一 年 也 唐 國 諸 寺 三 藏 大 德 
T51n2089_001:0988b02	皆以戒律為入道之正門。若有不持戒者不	皆 以 戒 律 為 入 道 之 正 門 若 有 不 持 戒 者 不 
T51n2089_001:0988b03	齒於僧中。於是方知本國無傳戒人。仍請東	齒 於 僧 中 於 是 方 知 本 國 無 傳 戒 人 仍 請 東 
T51n2089_001:0988b04	都大福先寺沙門道璿律師。附副使中臣朝	都 大 福 先 寺 沙 門 道 璿 律 師 附 副 使 中 臣 朝 
T51n2089_001:0988b05	臣名代之舶。先向本國去擬為傳戒者。	臣 名 代 之 舶 先 向 本 國 去 擬 為 傳 戒 者 
T51n2089_001:0988b06	榮叡普照留學唐國已經十載。雖不待使而	榮 叡 普 照 留 學 唐 國 已 經 十 載 雖 不 待 使 而 
T51n2089_001:0988b07	欲早歸。於是請西京安國寺僧道航澄觀。東	欲 早 歸 於 是 請 西 京 安 國 寺 僧 道 航 澄 觀 東 
T51n2089_001:0988b08	都僧德清。高麗僧如海。又請得宰相李林甫	都 僧 德 清 高 麗 僧 如 海 又 請 得 宰 相 李 林 甫 
T51n2089_001:0988b09	之兄林宗之書。與揚州倉曹李湊。令造大舟	之 兄 林 宗 之 書 與 揚 州 倉 曹 李 湊 令 造 大 舟 
T51n2089_001:0988b10	備糧送遣。又與日本國同學僧玄朗。玄法二	備 糧 送 遣 又 與 日 本 國 同 學 僧 玄 朗 玄 法 二 
T51n2089_001:0988b11	人俱下至揚州。是歲唐天寶元載冬十月(日本天平	人 俱 下 至 揚 州 是 歲 唐 天 寶 元 載 冬 十 月 日 本 天 平 
T51n2089_001:0988b12	十四年歲次壬午也)時大和尚在揚州大明寺。為眾講	十 四 年 歲 次 壬 午 也 時 大 和 尚 在 揚 州 大 明 寺 為 眾 講 
T51n2089_001:0988b13	律。榮叡普照至大明寺。頂禮大和尚足下。具	律 榮 叡 普 照 至 大 明 寺 頂 禮 大 和 尚 足 下 具 
T51n2089_001:0988b14	述本意曰。佛法東流。至日本國。雖有其法。而	述 本 意 曰 佛 法 東 流 至 日 本 國 雖 有 其 法 而 
T51n2089_001:0988b15	無傳法人。日本國昔有聖德太子。曰二百年	無 傳 法 人 日 本 國 昔 有 聖 德 太 子 曰 二 百 年 
T51n2089_001:0988b16	後。聖教興於日本。今鍾此運。願大和上東	後 聖 教 興 於 日 本 今 鍾 此 運 願 大 和 上 東 
T51n2089_001:0988b17	遊興化。大和上答曰。昔聞南岳思禪師遷化	遊 興 化 大 和 上 答 曰 昔 聞 南 岳 思 禪 師 遷 化 
T51n2089_001:0988b18	之後。託生倭國王子。興隆佛法。濟度眾生。又	之 後 託 生 倭 國 王 子 興 隆 佛 法 濟 度 眾 生 又 
T51n2089_001:0988b19	聞。日本國長屋王崇敬佛法。造千袈裟	聞 日 本 國 長 屋 王 崇 敬 佛 法 造 千 袈 裟 
T51n2089_001:0988b20	棄施此國大德眾僧。其袈裟緣上繡著四	棄 施 此 國 大 德 眾 僧 其 袈 裟 緣 上 繡 著 四 
T51n2089_001:0988b21	句曰。山川異域。風月同天。寄諸佛子。共結來	句 曰 山 川 異 域 風 月 同 天 寄 諸 佛 子 共 結 來 
T51n2089_001:0988b22	緣。以此思量。誠是佛法興隆有緣之國也。今	緣 以 此 思 量 誠 是 佛 法 興 隆 有 緣 之 國 也 今 
T51n2089_001:0988b23	我同法眾中。誰有應此遠請向日本國傳法	我 同 法 眾 中 誰 有 應 此 遠 請 向 日 本 國 傳 法 
T51n2089_001:0988b24	者乎。時眾默然一無對者。良久有僧祥彥。進	者 乎 時 眾 默 然 一 無 對 者 良 久 有 僧 祥 彥 進 
T51n2089_001:0988b25	曰。彼國太遠。性命難存。滄海淼漫。百無一	曰 彼 國 太 遠 性 命 難 存 滄 海 淼 漫 百 無 一 
T51n2089_001:0988b26	至。人身難得。中國難生。進修未備。道果未	至 人 身 難 得 中 國 難 生 進 修 未 備 道 果 未 
T51n2089_001:0988b27	剋。是故眾僧咸默無對而已。大和上曰。	剋 是 故 眾 僧 咸 默 無 對 而 已 大 和 上 曰 
T51n2089_001:0988b28	為是法事也。何惜身命。諸人不去。我即去耳。	為 是 法 事 也 何 惜 身 命 諸 人 不 去 我 即 去 耳 
T51n2089_001:0988b29	祥彥曰。大和上若去。彥亦隨去。爰有僧道	祥 彥 曰 大 和 上 若 去 彥 亦 隨 去 爰 有 僧 道 
T51n2089_001:0988c01	興．道航．神頂．崇忍．靈粲．明烈．道默．道	興 道 航 神 頂 崇 忍 靈 粲 明 烈 道 默 道 
T51n2089_001:0988c02	因．法藏．法載．曇靜．道翼．幽巖．如海．澄	因 法 藏 法 載 曇 靜 道 翼 幽 巖 如 海 澄 
T51n2089_001:0988c03	觀．德清．思託等二十一人．願同心隨大和	觀 德 清 思 託 等 二 十 一 人 願 同 心 隨 大 和 
T51n2089_001:0988c04	上去。要約已畢。始抵東河造船。揚州倉曹	上 去 要 約 已 畢 始 抵 東 河 造 船 揚 州 倉 曹 
T51n2089_001:0988c05	李湊依李林宗書亦同檢挍造船備糧。大	李 湊 依 李 林 宗 書 亦 同 檢 挍 造 船 備 糧 大 
T51n2089_001:0988c06	和上。榮叡。普照師等。同在既濟寺。備辦乾	和 上 榮 叡 普 照 師 等 同 在 既 濟 寺 備 辦 乾 
T51n2089_001:0988c07	糧。但云將供具往天台山國清寺供養眾僧。	糧 但 云 將 供 具 往 天 台 山 國 清 寺 供 養 眾 僧 
T51n2089_001:0988c08	是歲天寶二載癸未。當時海賊大動繁多。	是 歲 天 寶 二 載 癸 未 當 時 海 賊 大 動 繁 多 
T51n2089_001:0988c09	台州．溫州．明州海邊并被其害。海路。塞公私	台 州 溫 州 明 州 海 邊 并 被 其 害 海 路 塞 公 私 
T51n2089_001:0988c10	斷行。僧道航云。今向他國為傳戒法。人皆	斷 行 僧 道 航 云 今 向 他 國 為 傳 戒 法 人 皆 
T51n2089_001:0988c11	高德行業肅清。如如海等少學可停却矣。時	高 德 行 業 肅 清 如 如 海 等 少 學 可 停 却 矣 時 
T51n2089_001:0988c12	如海大瞋。裹頭人州。上採訪廳告曰。大使知	如 海 大 瞋 裹 頭 人 州 上 採 訪 廳 告 曰 大 使 知 
T51n2089_001:0988c13	否。有僧道航。造船入海。與海賊連。都有若	否 有 僧 道 航 造 船 入 海 與 海 賊 連 都 有 若 
T51n2089_001:0988c14	干人。辦乾糧在既濟。開元大明寺。復有五	干 人 辦 乾 糧 在 既 濟 開 元 大 明 寺 復 有 五 
T51n2089_001:0988c15	百海賊入城來。時淮南採訪使班景倩聞即	百 海 賊 入 城 來 時 淮 南 採 訪 使 班 景 倩 聞 即 
T51n2089_001:0988c16	大駭。便令人將如海於獄推問。又差官人於	大 駭 便 令 人 將 如 海 於 獄 推 問 又 差 官 人 於 
T51n2089_001:0988c17	諸寺。收捉賊徒。遂於既濟寺。搜得乾糧。大	諸 寺 收 捉 賊 徒 遂 於 既 濟 寺 搜 得 乾 糧 大 
T51n2089_001:0988c18	明寺捉得日本僧普照。開元寺得玄朗玄法。	明 寺 捉 得 日 本 僧 普 照 開 元 寺 得 玄 朗 玄 法 
T51n2089_001:0988c19	其榮叡師走入池水中仰臥。不良久見水	其 榮 叡 師 走 入 池 水 中 仰 臥 不 良 久 見 水 
T51n2089_001:0988c20	動。入水得榮叡師。並送縣推問。僧道航隱	動 入 水 得 榮 叡 師 並 送 縣 推 問 僧 道 航 隱 
T51n2089_001:0988c21	俗人家。亦被捉得並禁獄中。問曰。徒有幾人	俗 人 家 亦 被 捉 得 並 禁 獄 中 問 曰 徒 有 幾 人 
T51n2089_001:0988c22	與海賊連。道航答曰。不與賊連。航是宰相	與 海 賊 連 道 航 答 曰 不 與 賊 連 航 是 宰 相 
T51n2089_001:0988c23	李林甫之兄林宗家僧也。今令送功德往天	李 林 甫 之 兄 林 宗 家 僧 也 今 令 送 功 德 往 天 
T51n2089_001:0988c24	台國清寺。陸行過嶺辛苦。造船從海路去	台 國 清 寺 陸 行 過 嶺 辛 苦 造 船 從 海 路 去 
T51n2089_001:0989a01	耳。今有林宗書二通。在倉曹所。採訪使問倉	耳 今 有 林 宗 書 二 通 在 倉 曹 所 採 訪 使 問 倉 
T51n2089_001:0989a02	曹。對曰實也。仍索其書看。乃云阿師無事。	曹 對 曰 實 也 仍 索 其 書 看 乃 云 阿 師 無 事 
T51n2089_001:0989a03	今三海賊大動。不須海過去。其所造船沒	今 三 海 賊 大 動 不 須 海 過 去 其 所 造 船 沒 
T51n2089_001:0989a04	官。其雜物還僧。其誣告僧如海與反坐還俗。	官 其 雜 物 還 僧 其 誣 告 僧 如 海 與 反 坐 還 俗 
T51n2089_001:0989a05	決杖六十。遞送本貫。其日本僧四人。揚州上	決 杖 六 十 遞 送 本 貫 其 日 本 僧 四 人 揚 州 上 
T51n2089_001:0989a06	奏至京。鴻臚撿案問本配寺。寺家報曰。	奏 至 京 鴻 臚 撿 案 問 本 配 寺 寺 家 報 曰 
T51n2089_001:0989a07	其僧隨駕去。更不見來。鴻臚依寺報而奏。	其 僧 隨 駕 去 更 不 見 來 鴻 臚 依 寺 報 而 奏 
T51n2089_001:0989a08	便勅下揚州曰。其僧榮叡等既是蕃僧。入朝	便 勅 下 揚 州 曰 其 僧 榮 叡 等 既 是 蕃 僧 入 朝 
T51n2089_001:0989a09	學問。每年賜絹二十五匹。四季。給時服。兼預	學 問 每 年 賜 絹 二 十 五 匹 四 季 給 時 服 兼 預 
T51n2089_001:0989a10	隨駕。非是偽濫。今欲還國。隨意放還。宜依	隨 駕 非 是 偽 濫 今 欲 還 國 隨 意 放 還 宜 依 
T51n2089_001:0989a11	揚州例送遣。時榮叡普照等四月被禁。八	揚 州 例 送 遣 時 榮 叡 普 照 等 四 月 被 禁 八 
T51n2089_001:0989a12	月始得出。其玄朗玄法。從此還國別去。	月 始 得 出 其 玄 朗 玄 法 從 此 還 國 別 去 
T51n2089_001:0989a13	時榮叡。普照同議曰。我等本願為傳戒法。請	時 榮 叡 普 照 同 議 曰 我 等 本 願 為 傳 戒 法 請 
T51n2089_001:0989a14	諸高德。將還本國。今揚州奉勅。唯送我四人。	諸 高 德 將 還 本 國 今 揚 州 奉 勅 唯 送 我 四 人 
T51n2089_001:0989a15	不得請諸師。而空還無益。豈如不受官送。依	不 得 請 諸 師 而 空 還 無 益 豈 如 不 受 官 送 依 
T51n2089_001:0989a16	舊請僧。將還本國流傳戒法者乎。於是巡避	舊 請 僧 將 還 本 國 流 傳 戒 法 者 乎 於 是 巡 避 
T51n2089_001:0989a17	官所。俱至大和上所計量。大和上曰。不須愁。	官 所 俱 至 大 和 上 所 計 量 大 和 上 曰 不 須 愁 
T51n2089_001:0989a18	宜求方便必遂本願。仍出正爐八十貫錢。買	宜 求 方 便 必 遂 本 願 仍 出 正 爐 八 十 貫 錢 買 
T51n2089_001:0989a19	得嶺南道採訪使劉臣隣之軍舟一隻。雇得	得 嶺 南 道 採 訪 使 劉 臣 隣 之 軍 舟 一 隻 雇 得 
T51n2089_001:0989a20	舟人等十八口。備辦海糧苓脂。紅綠米一	舟 人 等 十 八 口 備 辦 海 糧 苓 脂 紅 綠 米 一 
T51n2089_001:0989a21	百石。甜豉三十石。牛蘇一百八十斤。麵五	百 石 甜 豉 三 十 石 牛 蘇 一 百 八 十 斤 麵 五 
T51n2089_001:0989a22	十石。乾胡餅二車。乾蒸餅一車。乾薄餅一萬。	十 石 乾 胡 餅 二 車 乾 蒸 餅 一 車 乾 薄 餅 一 萬 
T51n2089_001:0989a23	番拾頭一半車。漆合子盤三十具。兼將畫	番 拾 頭 一 半 車 漆 合 子 盤 三 十 具 兼 將 畫 
T51n2089_001:0989a24	五頂像一鋪。寶像一鋪。金泥像一軀。六扇	五 頂 像 一 鋪 寶 像 一 鋪 金 泥 像 一 軀 六 扇 
T51n2089_001:0989a25	佛菩薩障子一具。金字華嚴經一部。金字大	佛 菩 薩 障 子 一 具 金 字 華 嚴 經 一 部 金 字 大 
T51n2089_001:0989a26	品經一部。金字大集經一部。金字大涅槃經	品 經 一 部 金 字 大 集 經 一 部 金 字 大 涅 槃 經 
T51n2089_001:0989a27	一部。雜經論章疏都一百部。月令障子一具。	一 部 雜 經 論 章 疏 都 一 百 部 月 令 障 子 一 具 
T51n2089_001:0989a28	行天障子一具。道場幡一百二十口。珠幡	行 天 障 子 一 具 道 場 幡 一 百 二 十 口 珠 幡 
T51n2089_001:0989a29	十四條。玉環手幡八口。螺鈿經函五十口。	十 四 條 玉 環 手 幡 八 口 螺 鈿 經 函 五 十 口 
T51n2089_001:0989b01	銅瓶二十口。華氈二十四領。袈裟一千領。褊	銅 瓶 二 十 口 華 氈 二 十 四 領 袈 裟 一 千 領 褊 
T51n2089_001:0989b02	衫一千對。坐具一千床大銅蓋四口。行菜	衫 一 千 對 坐 具 一 千 床 大 銅 蓋 四 口 行 菜 
T51n2089_001:0989b03	蓋四十口。大銅盤二十面。中銅盤二十面。小	蓋 四 十 口 大 銅 盤 二 十 面 中 銅 盤 二 十 面 小 
T51n2089_001:0989b04	銅盤四十四面。一尺面銅疊八十面。少銅疊	銅 盤 四 十 四 面 一 尺 面 銅 疊 八 十 面 少 銅 疊 
T51n2089_001:0989b05	二百面。白藤簞十六領。五色藤簞六領。麝香	二 百 面 白 藤 簞 十 六 領 五 色 藤 簞 六 領 麝 香 
T51n2089_001:0989b06	二十臍。沈香．甲香．甘松香．龍腦香．膽唐香．	二 十 臍 沈 香 甲 香 甘 松 香 龍 腦 香 膽 唐 香 
T51n2089_001:0989b07	安息香．棧香．零陵香．青木香．薰陸香．都有六	安 息 香 棧 香 零 陵 香 青 木 香 薰 陸 香 都 有 六 
T51n2089_001:0989b08	百餘斤。又有畢鉢．呵梨勒．胡椒．阿魏．石蜜．	百 餘 斤 又 有 畢 鉢 呵 梨 勒 胡 椒 阿 魏 石 蜜 
T51n2089_001:0989b09	蔗糖．等五百餘斤。蜂蜜十斛。甘庶八十束。	蔗 糖 等 五 百 餘 斤 蜂 蜜 十 斛 甘 庶 八 十 束 
T51n2089_001:0989b10	青錢十千貫。正爐錢十千貫。紫邊錢五千	青 錢 十 千 貫 正 爐 錢 十 千 貫 紫 邊 錢 五 千 
T51n2089_001:0989b11	貫。羅襆頭二千枚。麻靴三十量。廗胃三	貫 羅 襆 頭 二 千 枚 麻 靴 三 十 量 廗 胃 三 
T51n2089_001:0989b12	十箇。擊僧祥彥．道興．德清．榮叡．普照．思託．	十 箇 擊 僧 祥 彥 道 興 德 清 榮 叡 普 照 思 託 
T51n2089_001:0989b13	等一十七人。玉作人。畫師。雕檀刻鏤鑄寫	等 一 十 七 人 玉 作 人 畫 師 雕 檀 刻 鏤 鑄 寫 
T51n2089_001:0989b14	繡師修文鐫碑等工手都有八十五人。同	繡 師 修 文 鐫 碑 等 工 手 都 有 八 十 五 人 同 
T51n2089_001:0989b15	駕一隻舟。天寶二載十二月舉帆東下。到狼	駕 一 隻 舟 天 寶 二 載 十 二 月 舉 帆 東 下 到 狼 
T51n2089_001:0989b16	溝浦。被惡風漂浪波擊船破。波擊舟破。	溝 浦 被 惡 風 漂 浪 波 擊 船 破 波 擊 舟 破 
T51n2089_001:0989b17	人總上岸。潮來水至人腰。大和上在烏蓲	人 總 上 岸 潮 來 水 至 人 腰 大 和 上 在 烏 蓲 
T51n2089_001:0989b18	草上。餘人並在水中。冬寒風急。甚太辛苦。	草 上 餘 人 並 在 水 中 冬 寒 風 急 甚 太 辛 苦 
T51n2089_001:0989b19	更修理舟。下至大坂山泊舟不得。即至下	更 修 理 舟 下 至 大 坂 山 泊 舟 不 得 即 至 下 
T51n2089_001:0989b20	嶼山。住一月。待好風發。欲到桑石山。風急	嶼 山 住 一 月 待 好 風 發 欲 到 桑 石 山 風 急 
T51n2089_001:0989b21	浪高。舟無著岸。無計可量。纔離嶮岸。還	浪 高 舟 無 著 岸 無 計 可 量 纔 離 嶮 岸 還 
T51n2089_001:0989b22	落石上。舟破。人並舟上岸。水米俱盡。飢渴三	落 石 上 舟 破 人 並 舟 上 岸 水 米 俱 盡 飢 渴 三 
T51n2089_001:0989b23	日。風停浪靜。泉郎將水米來相救。又經五	日 風 停 浪 靜 泉 郎 將 水 米 來 相 救 又 經 五 
T51n2089_001:0989b24	日。有還海官。來問消息。申請明州大守處分。	日 有 還 海 官 來 問 消 息 申 請 明 州 大 守 處 分 
T51n2089_001:0989b25	安置鄮縣山阿育王寺。寺有阿育王塔。明州	安 置 鄮 縣 山 阿 育 王 寺 寺 有 阿 育 王 塔 明 州 
T51n2089_001:0989b26	者舊是越州之一縣也。開元二十一年。越州	者 舊 是 越 州 之 一 縣 也 開 元 二 十 一 年 越 州 
T51n2089_001:0989b27	鄮縣令王叔達奏。割越州一縣。特置明州。更	鄮 縣 令 王 叔 達 奏 割 越 州 一 縣 特 置 明 州 更 
T51n2089_001:0989b28	開三縣。令成一州四縣。今稱餘姚郡。其育王	開 三 縣 令 成 一 州 四 縣 今 稱 餘 姚 郡 其 育 王 
T51n2089_001:0989b29	塔者。是佛滅度後一百年時。有鐵輪王。名阿	塔 者 是 佛 滅 度 後 一 百 年 時 有 鐵 輪 王 名 阿 
T51n2089_001:0989c01	育王。役使鬼神。建八萬四千塔之一也。其塔	育 王 役 使 鬼 神 建 八萬四千 塔 之 一 也 其 塔 
T51n2089_001:0989c02	非金非玉。非石非土。非銅非鐵。紫烏色刻鏤	非 金 非 玉 非 石 非 土 非 銅 非 鐵 紫 烏 色 刻 鏤 
T51n2089_001:0989c03	非常。一面薩埵王子變。一面捨眼變。一面出腦	非 常 一 面 薩 埵 王 子 變 一 面 捨 眼 變 一 面 出 腦 
T51n2089_001:0989c04	變。一面救鴿變。上無露盤。中有縣鐘。埋沒地	變 一 面 救 鴿 變 上 無 露 盤 中 有 縣 鐘 埋 沒 地 
T51n2089_001:0989c05	中。無能知者。唯有方基。高數仞。草棘蒙茸。	中 無 能 知 者 唯 有 方 基 高 數 仞 草 棘 蒙 茸 
T51n2089_001:0989c06	罕有尋窺。至晉泰始元年。并州西河離石	罕 有 尋 窺 至 晉 泰 始 元 年 并 州 西 河 離 石 
T51n2089_001:0989c07	人劉薩訶者。死到閻羅王界。閻羅王教令掘	人 劉 薩 訶 者 死 到 閻 羅 王 界 閻 羅 王 教 令 掘 
