X56n0949_001:0865a03	 閑居編序	 閑 居 編 序 
X56n0949_023:0899c21	何草茆巖穴之間有如是之遇也幸甚幸甚越二月	何 草 茆 巖 穴 之 間 有 如 是 之 遇 也 幸 甚 幸 甚 越 二 月 
X56n0949_023:0899c22	二日又軫鈞慈惠以紫桂散俾之服食而珍荷之心	二 日 又 軫 鈞 慈 惠 以 紫 桂 散 俾 之 服 食 而 珍 荷 之 心 
X56n0949_023:0899c23	復加於前矣竊念昔東晉有吉友法師者有道之僧	復 加 於 前 矣 竊 念 昔 東 晉 有 吉 友 法 師 者 有 道 之 僧 
X56n0949_023:0899c24	也王丞相導每訪之則解帶而臥及尚書令卞壼至	也 王 丞 相 導 每 訪 之 則 解 帶 而 臥 及 尚 書 令 卞 壼 至 
X56n0949_023:0900a01	則斂容端坐或問其故對曰王公以風道期人卞令	則 斂 容 端 坐 或 問 其 故 對 曰 王 公 以 風 道 期 人 卞 令 
X56n0949_023:0900a02	以軌儀檢物故其然耳且執事韞皐夔之業屈龔黃	以 軌 儀 檢 物 故 其 然 耳 且 執 事 韞 皐 夔 之 業 屈 龔 黃 
X56n0949_023:0900a03	之任端雅乃重瞳所注風流乃四海具瞻則賢於王	之 任 端 雅 乃 重 瞳 所 注 風 流 乃 四 海 具 瞻 則 賢 於 王 
X56n0949_023:0900a04	導遠矣而某林下一病夫也故非有道之人而能慰	導 遠 矣 而 某 林 下 一 病 夫 也 故 非 有 道 之 人 而 能 慰 
X56n0949_023:0900a05	其羸病不以禮容見責者何哉將非執事懷見瞽者	其 羸 病 不 以 禮 容 見 責 者 何 哉 將 非 執 事 懷 見 瞽 者 
X56n0949_023:0900a06	必作暍者必扇之仁加哀恤惻隱之心至於是爾不	必 作 暍 者 必 扇 之 仁 加 哀 恤 惻 隱 之 心 至 於 是 爾 不 
X56n0949_023:0900a07	然則大君子勞謙接下以為立身安民之大柄乎某	然 則 大 君 子 勞 謙 接 下 以 為 立 身 安 民 之 大 柄 乎 某 
X56n0949_023:0900a08	始則中心以為感次則中心以為賀非自賀也其逢	始 則 中 心 以 為 感 次 則 中 心 以 為 賀 非 自 賀 也 其 逢 
X56n0949_023:0900a09	知已也亦非賀執事之能懷仁也蓋賀吾君得其良	知 已 也 亦 非 賀 執 事 之 能 懷 仁 也 蓋 賀 吾 君 得 其 良 
X56n0949_023:0900a10	弼黔黎得其良牧耳何邪執事必推此仁愛勞謙之	弼 黔 黎 得 其 良 牧 耳 何 邪 執 事 必 推 此 仁 愛 勞 謙 之 
X56n0949_023:0900a11	心及於千里則千里之民被陽春之和而感樂其業	心 及 於 千 里 則 千 里 之 民 被 陽 春 之 和 而 感 樂 其 業 
X56n0949_023:0900a12	矣然後政成甘棠入秉鈞軸經邦論道獻可替否推	矣 然 後 政 成 甘 棠 入 秉 鈞 軸 經 邦 論 道 獻 可 替 否 推 
X56n0949_023:0900a13	嚮者之仁愛勞謙之心布于四海則四海之民又被	嚮 者 之 仁 愛 勞 謙 之 心 布 于 四 海 則 四 海 之 民 又 被 
X56n0949_023:0900a14	陽春之和咸樂其業矣夫如是則致君堯舜之上追	陽 春 之 和 咸 樂 其 業 矣 夫 如 是 則 致 君 堯 舜 之 上 追 
X56n0949_023:0900a15	還犧農之風如轉掌耳以是推之有以見執事之用	還 犧 農 之 風 如 轉 掌 耳 以 是 推 之 有 以 見 執 事 之 用 
X56n0949_023:0900a16	心豈祇在林間一病夫邪某雖輾轉席褥而稟性拙	心 豈 祇 在 林 間 一 病 夫 邪 某 雖 輾 轉 席 褥 而 稟 性 拙 
X56n0949_023:0900a17	直既心有所知尚異木石於是扶羸隱机口占其辭	直 既 心 有 所 知 尚 異 木 石 於 是 扶 羸 隱 机 口 占 其 辭 
X56n0949_023:0900a18	使門弟子輩執筆為書以如何哉是乎非乎恕之罪	使 門 弟 子 輩 執 筆 為 書 以 如 何 哉 是 乎 非 乎 恕 之 罪 
X56n0949_023:0900a19	之唯執事命謹差學徒賷書獻于棨戟之下伏望鈞	之 唯 執 事 命 謹 差 學 徒 賷 書 獻 于 棨 戟 之 下 伏 望 鈞 
X56n0949_023:0900a20	台視事之餘少賜光覽某不任戴恩兢惕之至不宣	台 視 事 之 餘 少 賜 光 覽 某 不 任 戴 恩 兢 惕 之 至 不 宣 
X56n0949_023:0900a21	某再拜。	某 再 拜 
X56n0949_023:0900a22	湖州德清覺華淨土懺院記	湖 州 德 清 覺 華 淨 土 懺 院 記 
X56n0949_023:0900a23	吳興郡之屬縣曰德清縣之別墅曰新塘墅有仁祠	吳 興 郡 之 屬 縣 曰 德 清 縣 之 別 墅 曰 新 塘 墅 有 仁 祠 
X56n0949_023:0900a24	焉號覺華者實天民祈福之地乃釋子棲真之所先	焉 號 覺 華 者 實 天 民 祈 福 之 地 乃 釋 子 棲 真 之 所 先 
X56n0949_023:0900b01	是寺僧智隆導信士孫希岳募眾造聖像三焉曰無	是 寺 僧 智 隆 導 信 士 孫 希 岳 募 眾 造 聖 像 三 焉 曰 無 
X56n0949_023:0900b02	量壽曰觀世音曰大勢至厥後孫氏兄弟曰仁晏曰	量 壽 曰 觀 世 音 曰 大 勢 至 厥 後 孫 氏 兄 弟 曰 仁 晏 曰 
X56n0949_023:0900b03	仁晟曰利言者搆廈三十餘楹以處其像焉復請僧	仁 晟 曰 利 言 者 搆 廈 三 十 餘 楹 以 處 其 像 焉 復 請 僧 
X56n0949_023:0900b04	之廉謹者智隆以尸之於是香火日修承事日嚴而	之 廉 謹 者 智 隆 以 尸 之 於 是 香 火 日 修 承 事 日 嚴 而 
X56n0949_023:0900b05	信佛之徒有所依歸乃署之曰淨土懺堂焉客有至	信 佛 之 徒 有 所 依 歸 乃 署 之 曰 淨 土 懺 堂 焉 客 有 至 
X56n0949_023:0900b06	自霅溪者以其事告於吾亟以記為請因為述之曰	自 霅 溪 者 以 其 事 告 於 吾 亟 以 記 為 請 因 為 述 之 曰 
X56n0949_023:0900b07	仲尼曰吾未見能見其過而內自訟者也噫能自訟	仲 尼 曰 吾 未 見 能 見 其 過 而 內 自 訟 者 也 噫 能 自 訟 
X56n0949_023:0900b08	而改過庶乎為善人君子者難矣哉不然何聖師感	而 改 過 庶 乎 為 善 人 君 子 者 難 矣 哉 不 然 何 聖 師 感 
X56n0949_023:0900b09	歎激勵如是之甚也且吾釋氏之勉懺悔者其實自	歎 激 勵 如 是 之 甚 也 且 吾 釋 氏 之 勉 懺 悔 者 其 實 自 
X56n0949_023:0900b10	訟之深者改過之大者何哉夫能仁闡一乘寂滅之	訟 之 深 者 改 過 之 大 者 何 哉 夫 能 仁 闡 一 乘 寂 滅 之 
X56n0949_023:0900b11	理張三世報應之事俾乎達其理者則反其妄信其	理 張 三 世 報 應 之 事 俾 乎 達 其 理 者 則 反 其 妄 信 其 
X56n0949_023:0900b12	事者則遷其善蚩蚩元元既不能寡其過於是乎使	事 者 則 遷 其 善 蚩 蚩 元 元 既 不 能 寡 其 過 於 是 乎 使 
X56n0949_023:0900b13	觀其心而知罪無相不曰自訟之深者邪對其像而	觀 其 心 而 知 罪 無 相 不 曰 自 訟 之 深 者 邪 對 其 像 而 
X56n0949_023:0900b14	誓不造新不曰改過之大者邪然後指淨土以高會	誓 不 造 新 不 曰 改 過 之 大 者 邪 然 後 指 淨 土 以 高 會 
X56n0949_023:0900b15	顧娑婆猶逆旅使一人能行是道以訓於家家導鄉	顧 娑 婆 猶 逆 旅 使 一 人 能 行 是 道 以 訓 於 家 家 導 鄉 
X56n0949_023:0900b16	鄉以達於邦以至於無窮吾知天下之人涵道泳德	鄉 以 達 於 邦 以 至 於 無 窮 吾 知 天 下 之 人 涵 道 泳 德 
X56n0949_023:0900b17	唯日不足尚可以融神實相高步無何而極佛境界	唯 日 不 足 尚 可 以 融 神 實 相 高 步 無 何 而 極 佛 境 界 
X56n0949_023:0900b18	豈止為善人君子而已哉夫如是則又何患乎忠孝	豈 止 為 善 人 君 子 而 已 哉 夫 如 是 則 又 何 患 乎 忠 孝 
X56n0949_023:0900b19	不修而禮讓不著歟以此觀之非仲尼之教與能仁	不 修 而 禮 讓 不 著 歟 以 此 觀 之 非 仲 尼 之 教 與 能 仁 
X56n0949_023:0900b20	之教共為表裏以訓於民邪其有忘本執末以相毗	之 教 共 為 表 裏 以 訓 於 民 邪 其 有 忘 本 執 末 以 相 毗 
X56n0949_023:0900b21	睚者豈不大誤乎今斯數善人立是像建是院蓋有	睚 者 豈 不 大 誤 乎 今 斯 數 善 人 立 是 像 建 是 院 蓋 有 
X56n0949_023:0900b22	意乎竢來者以懺悔焉故吾訂懺悔之道為之作記	意 乎 竢 來 者 以 懺 悔 焉 故 吾 訂 懺 悔 之 道 為 之 作 記 
X56n0949_023:0900b23	以塞其請則一沙門眾信士運懷之大為利之廣其	以 塞 其 請 則 一 沙 門 眾 信 士 運 懷 之 大 為 利 之 廣 其 
X56n0949_023:0900b24	可也若乃紀錄財用奢夸輪奐則吾不佞辭質少文	可 也 若 乃 紀 錄 財 用 奢 夸 輪 奐 則 吾 不 佞 辭 質 少 文 
X56n0949_023:0900c01	不能為也當從能者請為之時皇宋天禧三年己未	不 能 為 也 當 從 能 者 請 為 之 時 皇 宋 天 禧 三 年 己 未 
X56n0949_023:0900c02	九月十四記。	九 月 十 四 記 
X56n0949_023:0900c04	閑居編第二十三	閑 居 編 第 二 十 三 
X56n0949_024:0900c07	閑居編第二十四	閑 居 編 第 二 十 四 
X56n0949_024:0900c09	宋孤山沙門　智圓　著	宋 孤 山 沙 門 智 圓 著 
X56n0949_024:0900c10	荅李秀才書	荅 李 秀 才 書 
X56n0949_024:0900c11	隴西秀才昨惠書屬愚故疾屢作而弗果荅邇者又	隴 西 秀 才 昨 惠 書 屬 愚 故 疾 屢 作 而 弗 果 荅 邇 者 又 
X56n0949_024:0900c12	以手簡為貺遂并而閱之而皆辭理端勁志氣激揚	以 手 簡 為 貺 遂 并 而 閱 之 而 皆 辭 理 端 勁 志 氣 激 揚 
X56n0949_024:0900c13	將欲刮去浮華驅還淳正言何大而旨何深邪不以	將 欲 刮 去 浮 華 驅 還 淳 正 言 何 大 而 旨 何 深 邪 不 以 
X56n0949_024:0900c14	愚為無似者謂知古人道有古人文此亦秀才謬聽	愚 為 無 似 者 謂 知 古 人 道 有 古 人 文 此 亦 秀 才 謬 聽 
X56n0949_024:0900c15	之過也然愚於林下養疾講佛經外亦頗有志於斯	之 過 也 然 愚 於 林 下 養 疾 講 佛 經 外 亦 頗 有 志 於 斯 
X56n0949_024:0900c16	文秀才知我者驟扣於愚愚如不言是失人也今陳	文 秀 才 知 我 者 驟 扣 於 愚 愚 如 不 言 是 失 人 也 今 陳 
X56n0949_024:0900c17	顛亂一說惟秀才聽之夫論文者多矣而皆駮其妖	顛 亂 一 說 惟 秀 才 聽 之 夫 論 文 者 多 矣 而 皆 駮 其 妖 
X56n0949_024:0900c18	蠱尚其淳粹俾根抵仁義指歸道德不爾而但在文	蠱 尚 其 淳 粹 俾 根 抵 仁 義 指 歸 道 德 不 爾 而 但 在 文 
X56n0949_024:0900c19	之辭似未盡文之道也愚竊謂文之道者三太上立	之 辭 似 未 盡 文 之 道 也 愚 竊 謂 文 之 道 者 三 太 上 立 
X56n0949_024:0900c20	德其次立功其次立言德文之本也功文之用也言	德 其 次 立 功 其 次 立 言 德 文 之 本 也 功 文 之 用 也 言 
X56n0949_024:0900c21	文之辭也德者何所以畜仁而守義敦禮而播樂使	文 之 辭 也 德 者 何 所 以 畜 仁 而 守 義 敦 禮 而 播 樂 使 
X56n0949_024:0900c22	物化之也功者何仁義禮樂之有失則假威刑以防	物 化 之 也 功 者 何 仁 義 禮 樂 之 有 失 則 假 威 刑 以 防 
X56n0949_024:0900c23	之所以除其菑而捍其患也言者何述其二者以訓	之 所 以 除 其 菑 而 捍 其 患 也 言 者 何 述 其 二 者 以 訓 
X56n0949_024:0900c24	世使履其言則德與功其可至矣然則本以正守用	世 使 履 其 言 則 德 與 功 其 可 至 矣 然 則 本 以 正 守 用 
X56n0949_024:0901a01	以權既辭而闢之皆文也故曰仲尼祖述堯舜憲章	以 權 既 辭 而 闢 之 皆 文 也 故 曰 仲 尼 祖 述 堯 舜 憲 章 
X56n0949_024:0901a02	文武焉堯舜非德邪文武非功邪故愚甞以仁義之	文 武 焉 堯 舜 非 德 邪 文 武 非 功 邪 故 愚 甞 以 仁 義 之 
X56n0949_024:0901a03	謂文故能兼於三也以三者豈越仁義哉或曰經天	謂 文 故 能 兼 於 三 也 以 三 者 豈 越 仁 義 哉 或 曰 經 天 
X56n0949_024:0901a04	緯地曰文聖人之說也子以仁義不亂其非聖邪曰	緯 地 曰 文 聖 人 之 說 也 子 以 仁 義 不 亂 其 非 聖 邪 曰 
X56n0949_024:0901a05	夫仁義者在天曰陰陽在地曰柔剛非夫仁義則胡	夫 仁 義 者 在 天 曰 陰 陽 在 地 曰 柔 剛 非 夫 仁 義 則 胡 
X56n0949_024:0901a06	以經乎天非夫仁義則胡以緯乎地是故率天地之	以 經 乎 天 非 夫 仁 義 則 胡 以 緯 乎 地 是 故 率 天 地 之 
X56n0949_024:0901a07	性而生者心必則乎德義之經口必道乎訓格之言	性 而 生 者 心 必 則 乎 德 義 之 經 口 必 道 乎 訓 格 之 言 
X56n0949_024:0901a08	言之所施期乎救弊且句句警策言言箴戒尚慮無	言 之 所 施 期 乎 救 弊 且 句 句 警 策 言 言 箴 戒 尚 慮 無 
X56n0949_024:0901a09	益於世而代人競以淫辭媚語聲律拘忌夸飾器用	益 於 世 而 代 人 競 以 淫 辭 媚 語 聲 律 拘 忌 夸 飾 器 用 
X56n0949_024:0901a10	取悅常情何益於教化哉何益於教化哉然則用心	取 悅 常 情 何 益 於 教 化 哉 何 益 於 教 化 哉 然 則 用 心 
X56n0949_024:0901a11	存公性其情者然後可立於言苟心之不公情之不	存 公 性 其 情 者 然 後 可 立 於 言 苟 心 之 不 公 情 之 不 
X56n0949_024:0901a12	性雖艱其句險其辭必有反經非聖之說者故率情	性 雖 艱 其 句 險 其 辭 必 有 反 經 非 聖 之 說 者 故 率 情 
X56n0949_024:0901a13	之所為未見有益於教也或曰情動於中而形於言	之 所 為 未 見 有 益 於 教 也 或 曰 情 動 於 中 而 形 於 言 
X56n0949_024:0901a14	何率情之非乎曰有是哉節情以中則可噫立言者	何 率 情 之 非 乎 曰 有 是 哉 節 情 以 中 則 可 噫 立 言 者 
X56n0949_024:0901a15	莫不由喜怒哀樂內動乎夫喜而不節則其言佞怒	莫 不 由 喜 怒 哀 樂 內 動 乎 夫 喜 而 不 節 則 其 言 佞 怒 
X56n0949_024:0901a16	而不節則其言訐哀而不節則其言懦樂而不節則	而 不 節 則 其 言 訐 哀 而 不 節 則 其 言 懦 樂 而 不 節 則 
X56n0949_024:0901a17	其言淫樂不至于淫哀不至于懦怒不至于訐喜不	其 言 淫 樂 不 至 于 淫 哀 不 至 于 懦 怒 不 至 于 訐 喜 不 
X56n0949_024:0901a18	至于佞惡則貶而懲之善則襃而勸之本之以道德	至 于 佞 惡 則 貶 而 懲 之 善 則 襃 而 勸 之 本 之 以 道 德 
X56n0949_024:0901a19	守之以淳粹則播于百世流乎四方踵孟肩楊諒無	守 之 以 淳 粹 則 播 于 百 世 流 乎 四 方 踵 孟 肩 楊 諒 無 
X56n0949_024:0901a20	慙德矣故曰喜怒哀樂之未發謂之中發而皆中節	慙 德 矣 故 曰 喜 怒 哀 樂 之 未 發 謂 之 中 發 而 皆 中 節 
X56n0949_024:0901a21	謂之和中也者天下之大本也和也者天下之達道	謂 之 和 中 也 者 天 下 之 大 本 也 和 也 者 天 下 之 達 道 
X56n0949_024:0901a22	也故愚以庶乎中和為立言之大要也則德乎功乎	也 故 愚 以 庶 乎 中 和 為 立 言 之 大 要 也 則 德 乎 功 乎 
X56n0949_024:0901a23	可踐言而至也秀才以為如何哉惟秀才圖之。	可 踐 言 而 至 也 秀 才 以 為 如 何 哉 惟 秀 才 圖 之 
X56n0949_024:0901a24	與門人書	與 門 人 書 
X56n0949_024:0901b01	近得汝書云以吾所撰界相牓序勒石以圖不朽亦	近 得 汝 書 云 以 吾 所 撰 界 相 牓 序 勒 石 以 圖 不 朽 亦 
X56n0949_024:0901b02	宜矣吾雖不敏而實錄其事庶可貽後也客有至自	宜 矣 吾 雖 不 敏 而 實 錄 其 事 庶 可 貽 後 也 客 有 至 自 
X56n0949_024:0901b03	華亭者謂吾云見石上刻界相字改為戒字吁可怪	華 亭 者 謂 吾 云 見 石 上 刻 界 相 字 改 為 戒 字 吁 可 怪 
X56n0949_024:0901b04	也為寫者無識誤作耶為汝輩不知所以妄改耶果	也 為 寫 者 無 識 誤 作 耶 為 汝 輩 不 知 所 以 妄 改 耶 果 
X56n0949_024:0901b05	寫者之誤亦汝過也此序汝之請也汝實尸之其猶	寫 者 之 誤 亦 汝 過 也 此 序 汝 之 請 也 汝 實 尸 之 其 猶 
X56n0949_024:0901b06	虎兕出柙龜玉毀櫝誰之過歟夫經史子集假借之	虎 兕 出 柙 龜 玉 毀 櫝 誰 之 過 歟 夫 經 史 子 集 假 借 之 
X56n0949_024:0901b07	字則有之矣禮記逍遙作消搖早暮作蚤莫左傳埋	字 則 有 之 矣 禮 記 逍 遙 作 消 搖 早 暮 作 蚤 莫 左 傳 埋 
X56n0949_024:0901b08	馬屎史記三遺屎皆用弧矢字莊子筌[(ㄇ@(企止))/弟]作蹄史記	馬 屎 史 記 三 遺 屎 皆 用 弧 矢 字 莊 子 筌 [ㄇ企止弟] 作 蹄 史 記 
X56n0949_024:0901b09	雀羅作爵文選吳越作粵此皆假借或古字然也若	雀 羅 作 爵 文 選 吳 越 作 粵 此 皆 假 借 或 古 字 然 也 若 
X56n0949_024:0901b10	疆界字不聞假借戒慎字也況結界戒律之名出乎	疆 界 字 不 聞 假 借 戒 慎 字 也 況 結 界 戒 律 之 名 出 乎 
X56n0949_024:0901b11	佛教佛教始乎東漢律藏譯在後秦後賢製字頗足	佛 教 佛 教 始 乎 東 漢 律 藏 譯 在 後 秦 後 賢 製 字 頗 足 
X56n0949_024:0901b12	佛教憑之故假借者或寡矣故結界戒律之名本諸	佛 教 憑 之 故 假 借 者 或 寡 矣 故 結 界 戒 律 之 名 本 諸 
X56n0949_024:0901b13	律藏二字元分何輒改之耶以此勒石非圖不朽之	律 藏 二 字 元 分 何 輒 改 之 耶 以 此 勒 石 非 圖 不 朽 之 
X56n0949_024:0901b14	謂也適足播醜於後世取笑於四方耳然有識者讀	謂 也 適 足 播 醜 於 後 世 取 笑 於 四 方 耳 然 有 識 者 讀 
X56n0949_024:0901b15	之不察其所以必罪吾心之荒吾學之寡也其或察	之 不 察 其 所 以 必 罪 吾 心 之 荒 吾 學 之 寡 也 其 或 察 
X56n0949_024:0901b16	其所以者必罪寫者之誤作後生之改也噫苟百世	其 所 以 者 必 罪 寫 者 之 誤 作 後 生 之 改 也 噫 苟 百 世 
X56n0949_024:0901b17	之下四海之人皆有識也果能罪吾心荒也學寡也	之 下 四 海 之 人 皆 有 識 也 果 能 罪 吾 心 荒 也 學 寡 也 
X56n0949_024:0901b18	吾所以懼者竊恐吾沒後童蒙輩以吾為古人也且	吾 所 以 懼 者 竊 恐 吾 沒 後 童 蒙 輩 以 吾 為 古 人 也 且 
X56n0949_024:0901b19	曰此能序事也必有學矣既勒于石也必可則矣既	曰 此 能 序 事 也 必 有 學 矣 既 勒 于 石 也 必 可 則 矣 既 
X56n0949_024:0901b20	謂有學矣可則矣乃謂結界之字宜作戒律字書之	謂 有 學 矣 可 則 矣 乃 謂 結 界 之 字 宜 作 戒 律 字 書 之 
X56n0949_024:0901b21	也苟見是者謗以為非執此之非崇以為是人或告	也 苟 見 是 者 謗 以 為 非 執 此 之 非 崇 以 為 是 人 或 告 
X56n0949_024:0901b22	之以正必扞格而不受乃曰彼古人也勒于石矣豈	之 以 正 必 扞 格 而 不 受 乃 曰 彼 古 人 也 勒 于 石 矣 豈 
X56n0949_024:0901b23	非哉由是一以教十十以教百百以教千至于無窮	非 哉 由 是 一 以 教 十 十 以 教 百 百 以 教 千 至 于 無 窮 
X56n0949_024:0901b24	漫衍天下速若置郵何其然耶正說難行邪說易行	漫 衍 天 下 速 若 置 郵 何 其 然 耶 正 說 難 行 邪 說 易 行 
X56n0949_024:0901c01	必然之理也若然者是吾亂名改作聾瞽於後學也	必 然 之 理 也 若 然 者 是 吾 亂 名 改 作 聾 瞽 於 後 學 也 
X56n0949_024:0901c02	豈不大懼乎以吾尚知大懼汝誤吾之文誑後之人	豈 不 大 懼 乎 以 吾 尚 知 大 懼 汝 誤 吾 之 文 誑 後 之 人 
X56n0949_024:0901c03	安得不益懼於吾乎汝宜速磨滅改正之無貽我羞。	安 得 不 益 懼 於 吾 乎 汝 宜 速 磨 滅 改 正 之 無 貽 我 羞 
X56n0949_024:0901c05	閑居編第二十四	閑 居 編 第 二 十 四 
X56n0949_025:0901c08	閑居編第二十五	閑 居 編 第 二 十 五 
X56n0949_025:0901c10	宋孤山沙門　智圓　著	宋 孤 山 沙 門 智 圓 著 
X56n0949_025:0901c11	辨錢唐名	辨 錢 唐 名 
X56n0949_025:0901c12	錢唐之名史記漢書字皆無土而罔測厥由史記曰	錢 唐 之 名 史 記 漢 書 字 皆 無 土 而 罔 測 厥 由 史 記 曰 
