X65n1282_001:0255a03	 自序	 自 序 
X65n1282_002:0273b08	三種蘆花　綠水青山常作伴。清風明月夜為鄰。	三 種 蘆 花 綠 水 青 山 常 作 伴 清 風 明 月 夜 為 鄰 
X65n1282_002:0273b09	此理事混融。隨放隨收。雖在今時而不落今時。子	此 理 事 混 融 隨 放 隨 收 雖 在 今 時 而 不 落 今 時 子 
X65n1282_002:0273b10	轉身而就父。名返入蘆花。	轉 身 而 就 父 名 返 入 蘆 花 
X65n1282_002:0273b11	三山來頌云。一色到頭正位中。不居正位出銀籠。	三 山 來 頌 云 一 色 到 頭 正 位 中 不 居 正 位 出 銀 籠 
X65n1282_002:0273b12	轉身就父無端的。三種蘆花不住功。	轉 身 就 父 無 端 的 三 種 蘆 花 不 住 功 
X65n1282_002:0273b13	外三種蘆花	外 三 種 蘆 花 
X65n1282_002:0273b14	第一白馬蘆花　轉身景物原無異。回首家山總一	第 一 白 馬 蘆 花 轉 身 景 物 原 無 異 回 首 家 山 總 一 
X65n1282_002:0273b15	般　明有用也。	般 明 有 用 也 
X65n1282_002:0273b16	第二明月蘆花　出處溪山各異。歸來雲月是同。	第 二 明 月 蘆 花 出 處 溪 山 各 異 歸 來 雲 月 是 同 
X65n1282_002:0273b17	　明有照也。	 明 有 照 也 
X65n1282_002:0273b18	第三雪壓蘆花　動轉平常坦坦。橫斜本分如如。	第 三 雪 壓 蘆 花 動 轉 平 常 坦 坦 橫 斜 本 分 如 如 
X65n1282_002:0273b19	　明照用為一也。	 明 照 用 為 一 也 
X65n1282_002:0273b20	三山來頌云。有用有照照用同。作家此際露針鋒。	三 山 來 頌 云 有 用 有 照 照 用 同 作 家 此 際 露 針 鋒 
X65n1282_002:0273b21	輕輕劄處難思議。飛入蘆花不見踪。	輕 輕 劄 處 難 思 議 飛 入 蘆 花 不 見 踪 
X65n1282_002:0273b22	洞宗三問答	洞 宗 三 問 答 
X65n1282_002:0273b23	如何是髑髏眼　答云。目不瞬四維洞照。	如 何 是 髑 髏 眼 答 云 目 不 瞬 四 維 洞 照 
X65n1282_002:0273b24	如何是髑髏耳　答云。耳不側圓音歷歷。	如 何 是 髑 髏 耳 答 云 耳 不 側 圓 音 歷 歷 
X65n1282_002:0273c01	如何是髑髏手足　答云。臂不掉摵碎虗空。脚不動	如 何 是 髑 髏 手 足 答 云 臂 不 掉 摵 碎 虗 空 脚 不 動 
X65n1282_002:0273c02	踏翻海嶽。	踏 翻 海 嶽 
X65n1282_002:0273c03	髑髏者。乾淨之體。明法身邊事也。答意如何。謂雖	髑 髏 者 乾 淨 之 體 明 法 身 邊 事 也 答 意 如 何 謂 雖 
X65n1282_002:0273c04	不著一切。而能破一切也。	不 著 一 切 而 能 破 一 切 也 
X65n1282_002:0273c05	三山來頌云。證到法身無所為。無為為處用無虧。	三 山 來 頌 云 證 到 法 身 無 所 為 無 為 為 處 用 無 虧 
X65n1282_002:0273c06	橫身應物渾無物。赴感隨緣却是誰。	橫 身 應 物 渾 無 物 赴 感 隨 緣 却 是 誰 
X65n1282_002:0273c07	洞宗四印(欲分清共濁。當辨印和風)	洞 宗 四 印 欲 分 清 共 濁 當 辨 印 和 風 
X65n1282_002:0273c08	當風不當印　貪觀天上月。失却掌中珠。	當 風 不 當 印 貪 觀 天 上 月 失 却 掌 中 珠 
X65n1282_002:0273c09	三山來頌云。當風不當印。闢破洪濛忘混沌。任從	三 山 來 頌 云 當 風 不 當 印 闢 破 洪 濛 忘 混 沌 任 從 
X65n1282_002:0273c10	功烈與天高。一曲羲皇誰解聽。	功 烈 與 天 高 一 曲 羲 皇 誰 解 聽 
X65n1282_002:0273c11	當印不當風　拈得鼻孔。忘了舌頭。	當 印 不 當 風 拈 得 鼻 孔 忘 了 舌 頭 
X65n1282_002:0273c12	三山來頌云。當印不當風。一夜東君睡正濃。紅白	三 山 來 頌 云 當 印 不 當 風 一 夜 東 君 睡 正 濃 紅 白 
X65n1282_002:0273c13	滿園無看管。枝頭挑李笑難窮。	滿 園 無 看 管 枝 頭 挑 李 笑 難 窮 
X65n1282_002:0273c14	風印俱當　披星戴月。入水拖泥。	風 印 俱 當 披 星 戴 月 入 水 拖 泥 
X65n1282_002:0273c15	三山來頌云。風印兩俱當。顛不顛兮狂不狂。渾身	三 山 來 頌 云 風 印 兩 俱 當 顛 不 顛 兮 狂 不 狂 渾 身 
X65n1282_002:0273c16	都是黃金甲。要與秋風戰一場。	都 是 黃 金 甲 要 與 秋 風 戰 一 場 
X65n1282_002:0273c17	風印俱不當　擔水河頭賣。點燈助日光。	風 印 俱 不 當 擔 水 河 頭 賣 點 燈 助 日 光 
X65n1282_002:0273c18	三山來頌云。風印俱不當。紙屏石枕竹方床。衲被	三 山 來 頌 云 風 印 俱 不 當 紙 屏 石 枕 竹 方 床 衲 被 
X65n1282_002:0273c19	蒙頭全不會。也無短兮也無長。	蒙 頭 全 不 會 也 無 短 兮 也 無 長 
X65n1282_002:0273c20	張三擘口騁精神。記得眉毛忘眼睛。聾瞎相呼無	張 三 擘 口 騁 精 神 記 得 眉 毛 忘 眼 睛 聾 瞎 相 呼 無 
X65n1282_002:0273c21	用處。面門擊碎絕人行。	用 處 面 門 擊 碎 絕 人 行 
X65n1282_002:0273c22	洞宗四借借	洞 宗 四 借 借 
X65n1282_002:0273c23	借功明位　位是虗位。功是一念萬年有作之功。借	借 功 明 位 位 是 虗 位 功 是 一 念 萬 年 有 作 之 功 借 
X65n1282_002:0273c24	功明位者。借功勛而明底事也。	功 明 位 者 借 功 勛 而 明 底 事 也 
X65n1282_002:0274a01	三山來頌云。滿園桃李正芳菲。莫道東君展笑微。	三 山 來 頌 云 滿 園 桃 李 正 芳 菲 莫 道 東 君 展 笑 微 
X65n1282_002:0274a02	色色都來藏不住。無端漏洩化工機。	色 色 都 來 藏 不 住 無 端 漏 洩 化 工 機 
X65n1282_002:0274a03	借位明功　借位明功者。借本來而顯功用也。	借 位 明 功 借 位 明 功 者 借 本 來 而 顯 功 用 也 
X65n1282_002:0274a04	三山來頌云。生來志氣已非常。揭地掀天做一場。	三 山 來 頌 云 生 來 志 氣 已 非 常 揭 地 掀 天 做 一 場 
X65n1282_002:0274a05	不是居恒抱負重。那能衣錦得還鄉。	不 是 居 恒 抱 負 重 那 能 衣 錦 得 還 鄉 
X65n1282_002:0274a06	借借不借借　正中來。縱橫得妙。雖借借而實無借	借 借 不 借 借 正 中 來 縱 橫 得 妙 雖 借 借 而 實 無 借 
X65n1282_002:0274a07	借。體用一如也。	借 體 用 一 如 也 
X65n1282_002:0274a08	三山來頌云。法法頭頭聽自然。無分先後與中邊。	三 山 來 頌 云 法 法 頭 頭 聽 自 然 無 分 先 後 與 中 邊 
X65n1282_002:0274a09	隨收隨放隨舒卷。萬里星河共一天。	隨 收 隨 放 隨 舒 卷 萬 里 星 河 共 一 天 
X65n1282_002:0274a10	全超不借借　不住於事。不住於理。不住玄妙。不住	全 超 不 借 借 不 住 於 事 不 住 於 理 不 住 玄 妙 不 住 
X65n1282_002:0274a11	有無。體用雙忘。偏正不立。兼中到也。	有 無 體 用 雙 忘 偏 正 不 立 兼 中 到 也 
X65n1282_002:0274a12	三山來頌云。到得[但日+木]。即便[但日+木]。更無一物可堪求。就	三 山 來 頌 云 到 得 [但日木]即便[但日木] 更 無 一 物 可 堪 求 就 
X65n1282_002:0274a13	中何自論玄妙。理事無關始徹頭。	中 何 自 論 玄 妙 理 事 無 關 始 徹 頭 
X65n1282_002:0274a14	洞宗四知有	洞 宗 四 知 有 
X65n1282_002:0274a15	不知有　業識茫茫。無本可據。	不 知 有 業 識 茫 茫 無 本 可 據 
X65n1282_002:0274a16	知有　一念回光。即同本得。	知 有 一 念 回 光 即 同 本 得 
X65n1282_002:0274a17	知有了却不知有　及到無心無也無。	知 有 了 却 不 知 有 及 到 無 心 無 也 無 
X65n1282_002:0274a18	不知有後真知有　始信南泉喚作牛。	不 知 有 後 真 知 有 始 信 南 泉 喚 作 牛 
X65n1282_002:0274a19	三山來頌云。昧却本來事者多。一朝得見免蹉跎。	三 山 來 頌 云 昧 却 本 來 事 者 多 一 朝 得 見 免 蹉 跎 
X65n1282_002:0274a20	歸家莫道閑瀟灑。戴角披毛怎奈何。	歸 家 莫 道 閑 瀟 灑 戴 角 披 毛 怎 奈 何 
X65n1282_002:0274a21	洞宗兩轉身	洞 宗 兩 轉 身 
X65n1282_002:0274a22	一轉　棄却者邊閑景致。回觀那畔好風光。	一 轉 棄 却 者 邊 閑 景 致 回 觀 那 畔 好 風 光 
X65n1282_002:0274a23	二轉　盡日閉門慵待客。忽然啟戶問行人。	二 轉 盡 日 閉 門 慵 待 客 忽 然 啟 戶 問 行 人 
X65n1282_002:0274a24	三山來頌云。流落江湖數十秋。歸來高臥白雲頭。	三 山 來 頌 云 流 落 江 湖 數 十 秋 歸 來 高 臥 白 雲 頭 
X65n1282_002:0274b01	一朝頓起風塵念。依舊乘槎逐浪遊。	一 朝 頓 起 風 塵 念 依 舊 乘 槎 逐 浪 遊 
X65n1282_002:0274b02	洞宗借句挾帶	洞 宗 借 句 挾 帶 
X65n1282_002:0274b03	借　借者。資借外邊以顯其功用也。是偏位。是外紹。	借 借 者 資 借 外 邊 以 顯 其 功 用 也 是 偏 位 是 外 紹 
X65n1282_002:0274b04	是臣種。	是 臣 種 
X65n1282_002:0274b05	句　句者。裏頭一句以明其本體也。是正位。是內紹。	句 句 者 裏 頭 一 句 以 明 其 本 體 也 是 正 位 是 內 紹 
X65n1282_002:0274b06	是王種。	是 王 種 
X65n1282_002:0274b07	挾帶　挾帶者。挾持借句。兩種竝借而行。由偏位而	挾 帶 挾 帶 者 挾 持 借 句 兩 種 竝 借 而 行 由 偏 位 而 
X65n1282_002:0274b08	總歸於正位也。	總 歸 於 正 位 也 
X65n1282_002:0274b09	三山來頌云。不是百花不見春。春來依舊百花新。	三 山 來 頌 云 不 是 百 花 不 見 春 春 來 依 舊 百 花 新 
X65n1282_002:0274b10	花開花落誰為主。識得分明任縱橫。	花 開 花 落 誰 為 主 識 得 分 明 任 縱 橫 
X65n1282_002:0274b11	洞宗小五位	洞 宗 小 五 位 
X65n1282_002:0274b12	大功纔轉　功者。功用也。修行人十二時中妄念起	大 功 纔 轉 功 者 功 用 也 修 行 人 十 二 時 中 妄 念 起 
X65n1282_002:0274b13	時。以覺心照了。如三軍有功將軍賞也。若妄念滅	時 以 覺 心 照 了 如 三 軍 有 功 將 軍 賞 也 若 妄 念 滅 
X65n1282_002:0274b14	除。真照亦無。如將軍有功帝王賞也。若真妄兩忘。	除 真 照 亦 無 如 將 軍 有 功 帝 王 賞 也 若 真 妄 兩 忘 
X65n1282_002:0274b15	正偏不立。不守尊貴。如帝王有功。餘者皆不能賞。	正 偏 不 立 不 守 尊 貴 如 帝 王 有 功 餘 者 皆 不 能 賞 
X65n1282_002:0274b16	故曰大功不賞。大功者。無功之功也。此是虗位。纔	故 曰 大 功 不 賞 大 功 者 無 功 之 功 也 此 是 虗 位 纔 
X65n1282_002:0274b17	轉者。轉入偏位中來。是以借位誕生。	轉 者 轉 入 偏 位 中 來 是 以 借 位 誕 生 
X65n1282_002:0274b18	借位誕生　既是大功纔轉。却入誕生中來。誕生雖	借 位 誕 生 既 是 大 功 纔 轉 却 入 誕 生 中 來 誕 生 雖 
X65n1282_002:0274b19	是嫡子。固名王種。然對帝王。須當稱臣。亦屬臣種。	是 嫡 子 固 名 王 種 然 對 帝 王 須 當 稱 臣 亦 屬 臣 種 
X65n1282_002:0274b20	亦屬借位。謂他縱居東宮。亦屬偏位。不能居其正	亦 屬 借 位 謂 他 縱 居 東 宮 亦 屬 偏 位 不 能 居 其 正 
X65n1282_002:0274b21	位。以大功轉。而入偏位也。	位 以 大 功 轉 而 入 偏 位 也 
X65n1282_002:0274b22	三山來頌云。纔道無功已涉功。無功功盡妙難窮。	三 山 來 頌 云 纔 道 無 功 已 涉 功 無 功 功 盡 妙 難 窮 
X65n1282_002:0274b23	轉身一步非他事。漸入深宮近九重。	轉 身 一 步 非 他 事 漸 入 深 宮 近 九 重 
X65n1282_002:0274b24	一色若消　誕生乃正宮皇后。太子須居東宮。東宮	一 色 若 消 誕 生 乃 正 宮 皇 后 太 子 須 居 東 宮 東 宮 
X65n1282_002:0274c01	者。正具一色邊事。偏中趨正也。若住在此間。亦不	者 正 具 一 色 邊 事 偏 中 趨 正 也 若 住 在 此 間 亦 不 
X65n1282_002:0274c02	名尊貴。亦不名正位。故須一色消盡。不住東宮。不	名 尊 貴 亦 不 名 正 位 故 須 一 色 消 盡 不 住 東 宮 不 
X65n1282_002:0274c03	守尊貴。乃名尊貴。	守 尊 貴 乃 名 尊 貴 
X65n1282_002:0274c04	方名尊貴　猶如帝王崩後。太子嗣位。方名尊貴。若	方 名 尊 貴 猶 如 帝 王 崩 後 太 子 嗣 位 方 名 尊 貴 若 
X65n1282_002:0274c05	修行人。雖明本分。不能觸處融通。一向坐在窠窟	修 行 人 雖 明 本 分 不 能 觸 處 融 通 一 向 坐 在 窠 窟 
X65n1282_002:0274c06	裏。名為有地。位有途轍。者裏不可住者。却須轉身	裏 名 為 有 地 位 有 途 轍 者 裏 不 可 住 者 却 須 轉 身 
X65n1282_002:0274c07	別行一路。不滯玄妙。不執中邊。雖處尊貴而不居。	別 行 一 路 不 滯 玄 妙 不 執 中 邊 雖 處 尊 貴 而 不 居 
X65n1282_002:0274c08	方名尊貴。不然則死水裏淹殺人無數。	方 名 尊 貴 不 然 則 死 水 裏 淹 殺 人 無 數 
X65n1282_002:0274c09	三山來頌云。本來是佛不須疑。認著依然猶是癡。	三 山 來 頌 云 本 來 是 佛 不 須 疑 認 著 依 然 猶 是 癡 
X65n1282_002:0274c10	踏破頂[寧*頁]無覓處。堂堂大露鎮皇畿。	踏 破 頂 [寧頁] 無 覓 處 堂 堂 大 露 鎮 皇 畿 
X65n1282_002:0274c11	細中移足　細中移足者。乃是達真正理趣。到此亦	細 中 移 足 細 中 移 足 者 乃 是 達 真 正 理 趣 到 此 亦 
X65n1282_002:0274c12	須拈却。不可作奇特想。不可作玄妙想。前此一色	須 拈 却 不 可 作 奇 特 想 不 可 作 玄 妙 想 前 此 一 色 
X65n1282_002:0274c13	既消。是事法已盡。而今真理亦除。直教理事雙忘。	既 消 是 事 法 已 盡 而 今 真 理 亦 除 直 教 理 事 雙 忘 
X65n1282_002:0274c14	真妄不立。故名細中移足。	真 妄 不 立 故 名 細 中 移 足 
X65n1282_002:0274c15	鶴出銀籠　既能細中移足。自然不住於事。不住於	鶴 出 銀 籠 既 能 細 中 移 足 自 然 不 住 於 事 不 住 於 
X65n1282_002:0274c16	理。不住者邊那畔。玄妙不存。佛祖那顧。掀翻大海。	理 不 住 者 邊 那 畔 玄 妙 不 存 佛 祖 那 顧 掀 翻 大 海 
X65n1282_002:0274c17	踢倒須彌。千手拈不起。千眼覰不著。向者裏薦得。	踢 倒 須 彌 千 手 拈 不 起 千 眼 覰 不 著 向 者 裏 薦 得 
X65n1282_002:0274c18	便是鶴出銀籠。	便 是 鶴 出 銀 籠 
X65n1282_002:0274c19	三山來頌云。理事雙忘絕妙奇。脫身一步更難思。	三 山 來 頌 云 理 事 雙 忘 絕 妙 奇 脫 身 一 步 更 難 思 
X65n1282_002:0274c20	銀籠鶴出翀霄漢。正是翔空無礙時。	銀 籠 鶴 出 翀 霄 漢 正 是 翔 空 無 礙 時 
X65n1282_002:0274c21	位裏轉身　超情離見。不涉有無。此是正位中事。雖	位 裏 轉 身 超 情 離 見 不 涉 有 無 此 是 正 位 中 事 雖 
X65n1282_002:0274c22	在正位。却須轉身偏位中來。若一向把斷要津。未	在 正 位 却 須 轉 身 偏 位 中 來 若 一 向 把 斷 要 津 未 
X65n1282_002:0274c23	為本分。故須向今時路頭垂手接人。自利利他乃	為 本 分 故 須 向 今 時 路 頭 垂 手 接 人 自利利他 乃 
X65n1282_002:0274c24	可。	可 
X65n1282_002:0275a01	月鋪金地　月鋪金地者。有照有用。入泥入水。不顧	月 鋪 金 地 月 鋪 金 地 者 有 照 有 用 入 泥 入 水 不 顧 
X65n1282_002:0275a02	身命。應機化現。撈摝有情。了却那邊。却來者邊。接	身 命 應 機 化 現 撈 摝 有 情 了 却 那 邊 却 來 者 邊 接 
X65n1282_002:0275a03	物利生。曲為今時。權行方便。乃轉身之妙用也。	物 利 生 曲 為 今 時 權 行 方 便 乃 轉 身 之 妙 用 也 
X65n1282_002:0275a04	三山來頌云。幾曾巖畔把心灰。又到紅塵走一回。	三 山 來 頌 云 幾 曾 巖 畔 把 心 灰 又 到 紅 塵 走 一 回 
X65n1282_002:0275a05	不是白雲驚夢破。何緣月色滿高臺。	不 是 白 雲 驚 夢 破 何 緣 月 色 滿 高 臺 
X65n1282_002:0275a06	太陽玄三句	太 陽 玄 三 句 
X65n1282_002:0275a07	一．平常無生句　白雲覆青山。青山不露頂。	一 平 常 無 生 句 白 雲 覆 青 山 青 山 不 露 頂 
X65n1282_002:0275a08	須知此句要通一路。通得。如獅子嚬呻。	須 知 此 句 要 通 一 路 通 得 如 獅 子 嚬 呻 
X65n1282_002:0275a09	三山來頌云。平常一句義幽玄。話出無生別有天。	三 山 來 頌 云 平 常 一 句 義 幽 玄 話 出 無 生 別 有 天 
X65n1282_002:0275a10	語下言前難摸索。旁通一路在機先。	語 下 言 前 難 摸 索 旁 通 一 路 在 機 先 
X65n1282_002:0275a11	二．妙玄無私句　寶殿無人空侍立。不栽梧桐免鳳	二 妙 玄 無 私 句 寶 殿 無 人 空 侍 立 不 栽 梧 桐 免 鳳 
X65n1282_002:0275a12	來　須知此句無賓主。通得。如獅子返擲。	來 須 知 此 句 無 賓 主 通 得 如 獅 子 返 擲 
X65n1282_002:0275a13	三山來頌云。絕跡藏踪渾似癡。主賓不立最玄微。	三 山 來 頌 云 絕 跡 藏 踪 渾 似 癡 主 賓 不 立 最 玄 微 
X65n1282_002:0275a14	沉沉古殿蒼烟鎖。一句無私上上機。	沉 沉 古 殿 蒼 烟 鎖 一 句 無 私 上 上 機 
X65n1282_002:0275a15	三．體明無盡句　手指空時天地轉。迴途石馬出紗	三 體 明 無 盡 句 手 指 空 時 天 地 轉 迴 途 石 馬 出 紗 
X65n1282_002:0275a16	籠　須知此句兼帶去。通得。如獅子踞地。	籠 須 知 此 句 兼 帶 去 通 得 如 獅 子 踞 地 
X65n1282_002:0275a17	三山來頌云。枯木花開錦繡新。三春令到絕鳴禽。	三 山 來 頌 云 枯 木 花 開 錦 繡 新 三 春 令 到 絕 鳴 禽 
X65n1282_002:0275a18	等閑透得其中旨。體用明明不可分。	等 閑 透 得 其 中 旨 體 用 明 明 不 可 分 
X65n1282_002:0275a19	洞山初有四句	洞 山 初 有 四 句 
X65n1282_002:0275a20	一．言無展事　如答鎮州出大蘿蔔頭是也。其言不	一 言 無 展 事 如 答 鎮 州 出 大 蘿 蔔 頭 是 也 其 言 不 
X65n1282_002:0275a21	曾開展。以明其事。須理會在有言之外乃可。	曾 開 展 以 明 其 事 須 理 會 在 有 言 之 外 乃 可 
X65n1282_002:0275a22	二．語不投機　如答乾屎橛是也。其語不與來機相	二 語 不 投 機 如 答 乾 屎 橛 是 也 其 語 不 與 來 機 相 
X65n1282_002:0275a23	投。須妙悟於語句之間乃可。	投 須 妙 悟 於 語 句 之 間 乃 可 
X65n1282_002:0275a24	三．承言者喪　如從言句承當。便喪失宗旨。此不能	三 承 言 者 喪 如 從 言 句 承 當 便 喪 失 宗 旨 此 不 能 
X65n1282_002:0275b01	在言外理會者。	在 言 外 理 會 者 
X65n1282_002:0275b02	四．滯句者迷　如凝滯於句中。便迷昧真理。此不能	四 滯 句 者 迷 如 凝 滯 於 句 中 便 迷 昧 真 理 此 不 能 
X65n1282_002:0275b03	在語中妙悟者。於此四種薦得。作箇灑脫衲僧。於	在 語 中 妙 悟 者 於 此 四 種 薦 得 作 箇 灑 脫 衲 僧 於 
