X87n1618_001:0144c06	 自序	 自 序 
X87n1618_002:0162c19	塵。三學該練。參馬大師為侍者。檀越每送齋飯來。師	塵 三 學 該 練 參 馬 大 師 為 侍 者 檀 越 每 送 齋 飯 來 師 
X87n1618_002:0162c20	纔揭開盤葢。馬大師便拈起一片胡餅。示眾云。是甚	纔 揭 開 盤 葢 馬 大 師 便 拈 起 一 片 胡 餅 示 眾 云 是 甚 
X87n1618_002:0162c21	麼。每每如此。經三年。一日侍馬祖行次。見一羣野鴨	麼 每 每 如 此 經 三 年 一 日 侍 馬 祖 行 次 見 一 羣 野 鴨 
X87n1618_002:0162c22	飛過。祖曰是甚麼。師曰野鴨子。祖曰甚處去也。師曰	飛 過 祖 曰 是 甚 麼 師 曰 野 鴨 子 祖 曰 甚 處 去 也 師 曰 
X87n1618_002:0162c23	飛過去也。祖遂把師鼻扭。負痛失聲。祖曰又道飛過	飛 過 去 也 祖 遂 把 師 鼻 扭 負 痛 失 聲 祖 曰 又 道 飛 過 
X87n1618_002:0162c24	去也。師于言下有省。却歸侍者寮。哀哀大哭。同事問	去 也 師 于 言 下 有 省 却 歸 侍 者 寮 哀 哀 大 哭 同 事 問 
X87n1618_002:0163a01	曰。汝憶父母耶。師曰無。曰被人罵耶。師曰無。曰哭作	曰 汝 憶 父 母 耶 師 曰 無 曰 被 人 罵 耶 師 曰 無 曰 哭 作 
X87n1618_002:0163a02	甚麼。師曰我鼻孔被大師扭得痛不徹。同事曰。有甚	甚 麼 師 曰 我 鼻 孔 被 大 師 扭 得 痛 不 徹 同 事 曰 有 甚 
X87n1618_002:0163a03	因緣不契。師曰汝問取和尚去。同事問大師曰。海侍	因 緣 不 契 師 曰 汝 問 取 和 尚 去 同 事 問 大 師 曰 海 侍 
X87n1618_002:0163a04	者有何因緣不契。在寮中哭。告和尚為某甲說。大師	者 有何因緣 不 契 在 寮 中 哭 告 和 尚 為 某 甲 說 大 師 
X87n1618_002:0163a05	曰是伊會也。汝自問取他。同事歸寮曰。和尚道汝會	曰 是 伊 會 也 汝 自 問 取 他 同 事 歸 寮 曰 和 尚 道 汝 會 
X87n1618_002:0163a06	也。教我自問汝。師乃呵呵大笑。同事曰。適來哭。如今	也 教 我 自 問 汝 師 乃 呵 呵 大 笑 同 事 曰 適 來 哭 如 今 
X87n1618_002:0163a07	為甚却笑。師曰適來哭如今笑。同事罔然(野鴨子知何許。馬祖	為 甚 却 笑 師 曰 適 來 哭 如 今 笑 同 事 罔 然 野 鴨 子 知 何 許 馬 祖 
X87n1618_002:0163a08	見來相共語。話盡雲山水月情。依然不會還飛去)。次日馬祖陞座。眾纔集。	見 來 相 共 語 話 盡 雲 山 水 月 情 依 然 不 會 還 飛 去 次 日 馬 祖 陞 座 眾 纔 集 
X87n1618_002:0163a09	師出卷却席。祖便下座。師隨至方丈。祖曰。我適來未	師 出 卷 却 席 祖 便 下 座 師 隨 至 方 丈 祖 曰 我 適 來 未 
X87n1618_002:0163a10	曾說話。汝為甚便卷却席。師曰。昨日被和尚扭得鼻	曾 說 話 汝 為 甚 便 卷 却 席 師 曰 昨 日 被 和 尚 扭 得 鼻 
X87n1618_002:0163a11	頭痛。祖曰汝昨日向甚處留心。師曰鼻頭今日又不	頭 痛 祖 曰 汝 昨 日 向 甚 處 留 心 師 曰 鼻 頭 今 日 又 不 
X87n1618_002:0163a12	痛也。祖曰汝深明昨日事。師作禮而退(馬師陞堂。百丈捲席。分明	痛 也 祖 曰 汝 深 明 昨 日 事 師 作 禮 而 退 馬 師 陞 堂 百 丈 捲 席 分 明 
X87n1618_002:0163a13	一貫。兩箇五百)。師再參侍立次。祖自視繩牀角拂子。師曰	一 貫 兩 箇 五 百 師 再 參 侍 立 次 祖 自 視 繩 牀 角 拂 子 師 曰 
X87n1618_002:0163a14	即此用。離此用。祖曰。汝向後開兩片皮。將何為人。師	即 此 用 離 此 用 祖 曰 汝 向 後 開 兩 片 皮 將 何 為 人 師 
X87n1618_002:0163a15	取拂子竪起。祖曰即此用。離此用。師掛拂子于舊處。	取 拂 子 竪 起 祖 曰 即 此 用 離 此 用 師 掛 拂 子 于 舊 處 
X87n1618_002:0163a16	祖震威一喝。師直得三日耳聾(一聲塗毒聞皆喪。徧地髑髏無處藏。三寸	祖 震 威 一 喝 師 直 得 三 日 耳 聾 一 聲 塗 毒 聞 皆 喪 徧 地 髑 髏 無 處 藏 三 寸 
X87n1618_002:0163a17	舌伸安國劒。千秋凜凜白如霜○客情步步隨人轉。有大威光不能現。突然一喝雙耳聾。那吒眼開黃檗面○	舌 伸 安 國 劒 千 秋 凜 凜 白 如 霜 客 情 步 步 隨 人 轉 有 大 威 光 不 能 現 突 然 一 喝 雙 耳 聾 那 吒 眼 開 黃 檗 面 
X87n1618_002:0163a18	從前汗馬無人識。祗要重論葢。代功)。未幾住大雄山。以所處岩巒峻	從 前 汗 馬 無 人 識 祗 要 重 論 葢 代 功 未 幾 住 大 雄 山 以 所 處 岩 巒 峻 
X87n1618_002:0163a19	極。故號百丈。四方學者麇至。一日謂眾曰。佛法不是	極 故 號 百 丈 四 方 學 者 麇 至 一 日 謂 眾 曰 佛 法 不 是 
X87n1618_002:0163a20	小事。老僧昔被馬大師一喝。直得三日耳聾。黃檗聞	小 事 老 僧 昔 被 馬 大 師 一 喝 直 得 三 日 耳 聾 黃 檗 聞 
X87n1618_002:0163a21	舉。不覺吐舌。師曰子已後莫承嗣馬祖去麼。檗曰不	舉 不 覺 吐 舌 師 曰 子 已 後 莫 承 嗣 馬 祖 去 麼 檗 曰 不 
X87n1618_002:0163a22	然。今日因和尚舉。得見馬祖大機之用。然且不識馬	然 今 日 因 和 尚 舉 得 見 馬 祖 大 機 之 用 然 且 不 識 馬 
X87n1618_002:0163a23	祖。若嗣馬祖。已後喪我兒孫。師曰如是如是。見與師	祖 若 嗣 馬 祖 已 後 喪 我 兒 孫 師 曰 如是如是 見 與 師 
X87n1618_002:0163a24	齊。減師半德。見過于師。方堪傳授。子甚有超師之見。	齊 減 師 半 德 見 過 于 師 方 堪 傳 授 子 甚 有 超 師 之 見 
X87n1618_002:0163b01	檗便禮拜(黃檗因百丈。舉馬祖一喝明機。終嗣百丈。而不嗣馬祖。以親承面稟故也。真萬古師	檗 便 禮 拜 黃 檗 因 百 丈 舉 馬 祖 一 喝 明 機 終 嗣 百 丈 而 不 嗣 馬 祖 以 親 承 面 稟 故 也 真 萬 古 師 
X87n1618_002:0163b02	承之法。可見耳聾不在一喝處。吐舌不在耳聾處○馬祖捉生蠶做繭。百丈牽死牛穿鼻。昨日今朝箇裏事。智	承 之 法 可 見 耳 聾 不 在 一 喝 處 吐 舌 不 在 耳 聾 處 馬 祖 捉 生 蠶 做 繭 百 丈 牽 死 牛 穿 鼻 昨 日 今 朝 箇 裏 事 智 
X87n1618_002:0163b03	如鶖子不能知○如今人。誤認見過於師。每以涉略自矜。指天畫地。呵父罵祖。笑殺傍觀)。住後。馬	如 鶖 子 不 能 知 如 今 人 誤 認 見 過 於 師 每 以 涉 略 自 矜 指 天 畫 地 呵 父 罵 祖 笑 殺 傍 觀 住 後 馬 
X87n1618_002:0163b04	師送三甕醬至。師集眾上堂開了。拈拄杖指甕曰。道	師 送 三 甕 醬 至 師 集 眾 上 堂 開 了 拈 拄 杖 指 甕 曰 道 
X87n1618_002:0163b05	得即不打破。道不得即打。眾無語。師打破。歸方丈。	得 即 不 打 破 道 不 得 即 打 眾 無 語 師 打 破 歸 方 丈 
X87n1618_002:0163b06	師每上堂。有一老人。隨眾聽法。一日眾退。惟老人不	師 每 上 堂 有 一 老 人 隨 眾 聽 法 一 日 眾 退 惟 老 人 不 
X87n1618_002:0163b07	去。師問汝是何人。老人曰。某非人也。于過去迦葉佛	去 師 問 汝 是 何 人 老 人 曰 某 非 人 也 于 過 去 迦 葉 佛 
X87n1618_002:0163b08	時。曾住此山。因學人問。大修行人還落因果也無。某	時 曾 住 此 山 因 學 人 問 大 修 行 人 還 落 因 果 也 無 某 
X87n1618_002:0163b09	對云不落因果。遂五百生。墮野狐身。今請和尚代一	對 云 不 落 因 果 遂 五 百 生 墮 野 狐 身 今 請 和 尚 代 一 
X87n1618_002:0163b10	轉語。貴脫野狐身。師曰。汝問。老人曰。大修行人還落	轉 語 貴 脫 野 狐 身 師 曰 汝 問 老 人 曰 大 修 行 人 還 落 
X87n1618_002:0163b11	因果也無。師曰不昧因果。老人于言下大悟。作禮曰。	因 果 也 無 師 曰 不 昧 因 果 老 人 于 言 下 大 悟 作 禮 曰 
X87n1618_002:0163b12	某已脫野狐身住在山後。敢乞依亡僧津送。師令維	某 已 脫 野 狐 身 住 在 山 後 敢 乞 依 亡 僧 津 送 師 令 維 
X87n1618_002:0163b13	那。白椎告眾。食後送亡僧。大眾聚議。一眾皆安。涅槃	那 白 椎 告 眾 食 後 送 亡 僧 大 眾 聚 議 一 眾 皆 安 涅 槃 
X87n1618_002:0163b14	堂又無病人。何故如此。食後師領眾至山後岩下。以	堂 又 無 病 人 何 故 如 此 食 後 師 領 眾 至 山 後 岩 下 以 
X87n1618_002:0163b15	杖挑出一死野狐。乃依法火葬(不落與不昧。半明兼半晦。不昧與不落。兩	杖 挑 出 一 死 野 狐 乃 依 法 火 葬 不 落 與 不 昧 半 明 兼 半 晦 不 昧 與 不 落 兩 
X87n1618_002:0163b16	頭空索索。座中既有江南客。休向樽前唱鷓鴣○一僧云。不昧因果。也未脫得野狐身。一僧云。不落因果。又何	頭 空 索 索 座 中 既 有 江 南 客 休 向 樽 前 唱 鷓 鴣 一 僧 云 不 昧 因 果 也 未 脫 得 野 狐 身 一 僧 云 不 落 因 果 又 何 
X87n1618_002:0163b17	曾墮野狐來。雪峯聞之聳然。因為偈曰不落不昧。僧俗本無忌諱。丈夫氣宇如王。爭受囊藏被葢。一條楖[木*栗]任	曾 墮 野 狐 來 雪 峯 聞 之 聳 然 因 為 偈 曰 不 落 不 昧 僧 俗 本 無 忌 諱 丈 夫 氣 宇 如 王 爭 受 囊 藏 被 葢 一 條 楖 [木栗] 任 
X87n1618_002:0163b18	縱橫。金毛跳入野狐隊)。師至晚上堂。舉前因緣。黃檗便問。古	縱 橫 金 毛 跳 入 野 狐 隊 師 至 晚 上 堂 舉 前 因 緣 黃 檗 便 問 古 
X87n1618_002:0163b19	人錯祇對一轉語。墮五百生野狐身。轉轉不錯。合作	人 錯 祇 對 一 轉 語 墮 五 百 生 野 狐 身 轉 轉 不 錯 合 作 
X87n1618_002:0163b20	箇甚麼。師曰。近前來。向汝道。檗近前。打師一掌。師笑	箇 甚 麼 師 曰 近 前 來 向 汝 道 檗 近 前 打 師 一 掌 師 笑 
X87n1618_002:0163b21	曰。將謂胡鬚赤。更有赤鬚胡(此得意忘言。手舞足蹈機括。今人便認作打會)。	曰 將 謂 胡 鬚 赤 更 有 赤 鬚 胡 此 得 意 忘 言 手 舞 足 蹈 機 括 今 人 便 認 作 打 會 
X87n1618_002:0163b22	師有時說法竟。大眾下堂。乃召之。大眾回首。師曰	師 有 時 說 法 竟 大 眾 下 堂 乃 召 之 大 眾 回 首 師 曰 
X87n1618_002:0163b23	是甚麼。溈山五峯雲巖侍立次。師問溈山。屏却咽	是 甚 麼 溈 山 五 峯 雲 巖 侍 立 次 師 問 溈 山 屏 却 咽 
X87n1618_002:0163b24	喉唇吻。作麼生道。山曰却請和尚道。師曰不辭向汝	喉 唇 吻 作 麼 生 道 山 曰 却 請 和 尚 道 師 曰 不 辭 向 汝 
X87n1618_002:0163c01	道。恐已後喪我兒孫。上堂云。靈光獨耀。逈脫根塵。	道 恐 已 後 喪 我 兒 孫 上 堂 云 靈 光 獨 耀 逈 脫 根 塵 
X87n1618_002:0163c02	體露真常。不拘文字。心性無染。本自圓成。但離妄緣。	體 露 真 常 不 拘 文 字 心 性 無 染 本 自 圓 成 但 離 妄 緣 
X87n1618_002:0163c03	即如如佛(人人本具。個個圓成。會也。草披春色。不會。月瀉秋清。弗用求真息見。那許帶月忘形)。	即 如 如 佛 人 人 本 具 個 個 圓 成 會 也 草 披 春 色 不 會 月 瀉 秋 清 弗 用 求 真 息 見 那 許 帶 月 忘 形 
X87n1618_002:0163c04	僧問如何得自繇分。師曰如今即得。或對五欲八	僧 問 如 何 得 自 繇 分 師 曰 如 今 即 得 或 對 五 欲 八 
X87n1618_002:0163c05	風。情無取捨。慳嫉貪愛。我所情盡。垢淨俱忘。如日月	風 情 無 取 捨 慳 嫉 貪 愛 我 所 情 盡 垢 淨 俱 忘 如 日 月 
X87n1618_002:0163c06	在空。不緣而炤。心心如木石。念念如救頭然。亦如香	在 空 不 緣 而 炤 心 心 如 木 石 念 念 如 救 頭 然 亦 如 香 
X87n1618_002:0163c07	象渡河。截流而過。更無疑滯。此人。天堂地獄所不能	象 渡 河 截 流 而 過 更 無 疑 滯 此 人 天 堂 地 獄 所 不 能 
X87n1618_002:0163c08	攝也。夫讀經看教。語言皆須宛轉歸就自己。但是一	攝 也 夫 讀 經 看 教 語 言 皆 須 宛 轉 歸 就 自 己 但 是 一 
X87n1618_002:0163c09	切言。祇明如今鑒覺自性。但不被一切有無諸境轉。	切 言 祇 明 如 今 鑒 覺 自 性 但 不 被 一 切 有 無 諸 境 轉 
X87n1618_002:0163c10	是汝導師。能炤破一切。無有諸境。是金剛慧。即有自	是 汝 導 師 能 炤 破 一 切 無 有 諸 境 是 金 剛 慧 即 有 自 
X87n1618_002:0163c11	由獨立分(夜半忽然忘月指。虗空迸出日頭紅)。師凡作務。執勞必先	由 獨 立 分 夜 半 忽 然 忘 月 指 虗 空 迸 出 日 頭 紅 師 凡 作 務 執 勞 必 先 
X87n1618_002:0163c12	于眾。主者不忍。密收作具而請息之。師曰。吾無德。爭	于 眾 主 者 不 忍 密 收 作 具 而 請 息 之 師 曰 吾 無 德 爭 
X87n1618_002:0163c13	合勞于人。既徧求作具不獲。則亦不食。故有一日不	合 勞 于 人 既 徧 求 作 具 不 獲 則 亦 不 食 故 有 一 日 不 
X87n1618_002:0163c14	作。一日不食之語。流播諸方。唐元和九年。正月十七	作 一 日 不 食 之 語 流 播 諸 方 唐 元 和 九 年 正 月 十 七 
X87n1618_002:0163c15	歸寂。諡大智。塔曰大寶勝輪。嗣法一十五人(竪去橫來無別	歸 寂 諡 大 智 塔 曰 大 寶 勝 輪 嗣 法 一 十 五 人 竪 去 橫 來 無 別 
X87n1618_002:0163c16	事。巍巍獨坐大雄山。等閒撥轉野狐調。引出鬚鬍入漢關)。	事 巍 巍 獨 坐 大 雄 山 等 閒 撥 轉 野 狐 調 引 出 鬚 鬍 入 漢 關 
X87n1618_002:0163c17	第四世洪州黃檗希運禪師百丈嗣。閩人也。幼於本	第 四 世 洪 州 黃 檗 希 運 禪 師 百 丈 嗣 閩 人 也 幼 於 本 
X87n1618_002:0163c18	州黃檗山出家。額間隆起如珠。音辭朗潤。志意冲澹。	州 黃 檗 山 出 家 額 間 隆 起 如 珠 音 辭 朗 潤 志 意 冲 澹 
X87n1618_002:0163c19	至洛京行乞。吟添鉢聲。有一嫗出棘扉間曰。太無	至 洛 京 行 乞 吟 添 鉢 聲 有 一 嫗 出 棘 扉 間 曰 太 無 
X87n1618_002:0163c20	厭生。師曰。汝猶未施。責我無厭何耶。嫗笑而掩扉。師	厭 生 師 曰 汝 猶 未 施 責 我 無 厭 何 耶 嫗 笑 而 掩 扉 師 
X87n1618_002:0163c21	異之。進而與語。多所發藥。師須臾辭出。嫗告之曰。可	異 之 進 而 與 語 多 所 發 藥 師 須 臾 辭 出 嫗 告 之 曰 可 
X87n1618_002:0163c22	往南昌見馬大師。至南昌。馬大師已示寂。遂往石門	往 南 昌 見 馬 大 師 至 南 昌 馬 大 師 已 示 寂 遂 往 石 門 
X87n1618_002:0163c23	謁塔。時百丈禪師廬于塔傍。乃往參丈。丈問巍巍堂	謁 塔 時 百 丈 禪 師 廬 于 塔 傍 乃 往 參 丈 丈 問 巍 巍 堂 
X87n1618_002:0163c24	堂。從何方來。師曰巍巍堂堂。從嶺南來。丈曰巍巍堂	堂 從 何 方 來 師 曰 巍 巍 堂 堂 從 嶺 南 來 丈 曰 巍 巍 堂 
X87n1618_002:0164a01	堂。當為何事。師曰巍巍堂堂。不為別事。便禮拜問曰。	堂 當 為 何 事 師 曰 巍 巍 堂 堂 不 為 別 事 便 禮 拜 問 曰 
X87n1618_002:0164a02	從上宗乘。如何指示。丈良久。師曰不可教後人斷絕	從 上 宗 乘 如 何 指 示 丈 良 久 師 曰 不 可 教 後 人 斷 絕 
X87n1618_002:0164a03	去也。丈曰將謂汝是個人。乃起入方丈。師隨後入曰。	去 也 丈 曰 將 謂 汝 是 個 人 乃 起 入 方 丈 師 隨 後 入 曰 
X87n1618_002:0164a04	某甲特來。丈曰若爾。則他後不得辜負吾。丈一日舉	某 甲 特 來 丈 曰 若 爾 則 他 後 不 得 辜 負 吾 丈 一 日 舉 
X87n1618_002:0164a05	再參馬祖被喝話。師遂領旨(拾得紅爐一點雪。却是黃河六月氷)。丈	再 參 馬 祖 被 喝 話 師 遂 領 旨 拾 得 紅 爐 一 點 雪 却 是 黃 河 六 月 氷 丈 
X87n1618_002:0164a06	一日問師甚麼處去來。曰大雄山下采菌子來。丈曰	一 日 問 師 甚 麼 處 去 來 曰 大 雄 山 下 采 菌 子 來 丈 曰 
X87n1618_002:0164a07	還見大蟲麼。師便作虎聲。丈拈斧作斫勢。師即打丈	還 見 大 蟲 麼 師 便 作 虎 聲 丈 拈 斧 作 斫 勢 師 即 打 丈 
X87n1618_002:0164a08	一摑。丈吟吟而笑。便歸。上堂曰。大雄山下有一大蟲。	一 摑 丈 吟 吟 而 笑 便 歸 上 堂 曰 大 雄 山 下 有 一 大 蟲 
X87n1618_002:0164a09	汝等諸人也須好看。百丈老漢。今日親遭一口。一	汝 等 諸 人 也 須 好 看 百 丈 老 漢 今 日 親 遭 一 口 一 
X87n1618_002:0164a10	日上堂。大眾雲集。乃曰。汝等諸人欲何所求。以拄杖	日 上 堂 大 眾 雲 集 乃 曰 汝 等 諸 人 欲 何 所 求 以 拄 杖 
X87n1618_002:0164a11	趂之。大眾不散。師却復坐曰。汝等諸人盡是噇酒糟	趂 之 大 眾 不 散 師 却 復 坐 曰 汝 等 諸 人 盡 是 噇 酒 糟 
X87n1618_002:0164a12	漢。恁麼行脚。取笑于人。但見八百一千人處便去。不	漢 恁 麼 行 脚 取 笑 于 人 但 見 八 百 一 千 人 處 便 去 不 
X87n1618_002:0164a13	可圖他熱閙也。老漢行脚時。或遇草根下。有一箇漢。	可 圖 他 熱 閙 也 老 漢 行 脚 時 或 遇 草 根 下 有 一 箇 漢 
X87n1618_002:0164a14	便從頂門上一錐。看他若知痛癢。可以布袋盛米供	便 從 頂 門 上 一 錐 看 他 若 知 痛 癢 可 以 布 袋 盛 米 供 
X87n1618_002:0164a15	養他。可中。總似汝如此容易。何處更有今日事也。汝	養 他 可 中 總 似 汝 如 此 容 易 何 處 更 有 今 日 事 也 汝 
X87n1618_002:0164a16	等既稱行脚。亦須著些精神好。還知道大唐國裏無	等 既 稱 行 脚 亦 須 著 些 精 神 好 還 知 道 大 唐 國 裏 無 
X87n1618_002:0164a17	禪師麼。時有僧問。諸方尊宿。盡聚眾開化。為甚麼却	禪 師 麼 時 有 僧 問 諸 方 尊 宿 盡 聚 眾 開 化 為 甚 麼 却 
X87n1618_002:0164a18	道無禪師。師曰。不道無禪。祇是無師(身上着衣方免寒。口邊說食終	道 無 禪 師 師 曰 不 道 無 禪 祇 是 無 師 身 上 着 衣 方 免 寒 口 邊 說 食 終 
X87n1618_002:0164a19	不飽。大唐國裏老婆禪。今日為君註破了○黃檗山中明示眾。大唐國裏暗藏身。袈裟一角猶拖地。誰是叢林	不 飽 大 唐 國 裏 老 婆 禪 今 日 為 君 註 破 了 黃 檗 山 中 明 示 眾 大 唐 國 裏 暗 藏 身 袈 裟 一 角 猶 拖 地 誰 是 叢 林 
X87n1618_002:0164a20	有眼人○無師充塞大唐國。噇酒糟漢會不得。竹寺閒過春已深。落花亂點莓苔色)。師辭南	有 眼 人 無 師 充 塞 大 唐 國 噇 酒 糟 漢 會 不 得 竹 寺 閒 過 春 已 深 落 花 亂 點 莓 苔 色 師 辭 南 
