T85n2762_001:0261c03	勝鬘經疏	勝 鬘 經 疏 
T85n2762_001:0271c24	不得於果。由此覆故也。上雖言其果未釋其	不 得 於 果 由 此 覆 故 也 上 雖 言 其 果 未 釋 其 
T85n2762_001:0271c25	體故次言力。力者十力。無畏者四無畏也。如	體 故 次 言 力 力 者 十 力 無 畏 者 四 無 畏 也 如 
T85n2762_001:0271c26	是十力無畏。何故不現。由此煩惱覆故。言力	是 十 力 無 畏 何 故 不 現 由 此 煩 惱 覆 故 言 力 
T85n2762_001:0271c27	上無畏上煩惱也。世尊以解四住地所起之	上 無 畏 上 煩 惱 也 世 尊 以 解 四 住 地 所 起 之 
T85n2762_001:0271c28	所由故。言剎那相應。心不相應者。解三界	所 由 故 言 剎 那 相 應 心不相應 者 解 三 界 
T85n2762_001:0271c29	外煩惱起之所以。更總舉此二生起所以。為	外 煩 惱 起 之 所 以 更 總 舉 此 二 生 起 所 以 為 
T85n2762_001:0272a01	欲作譬本下明斷也。若過於恒沙菩提智所	欲 作 譬 本 下 明 斷 也 若 過 於 恒 沙 菩 提 智 所 
T85n2762_001:0272a02	斷法一切皆依無明住地所建立者。此是譬	斷 法 一 切 皆 依 無明住地 所 建 立 者 此 是 譬 
T85n2762_001:0272a03	本也。譬如一切種子者。喻恒沙煩惱。皆依於	本 也 譬 如 一切種子 者 喻 恒 沙 煩 惱 皆 依 於 
T85n2762_001:0272a04	地建立增長者喻無明煩惱也。自下與滅壞	地 建 立 增 長 者 喻 無 明 煩 惱 也 自 下 與 滅 壞 
T85n2762_001:0272a05	作喻。若地壞者。此喻無明煩惱。彼亦隨壞者。	作 喻 若 地 壞 者 此 喻 無 明 煩 惱 彼 亦 隨 壞 者 
T85n2762_001:0272a06	喻恒沙或亦亡。如是過恒沙菩提智所斷法	喻 恒 沙 或 亦 亡 如 是 過 恒 沙 菩 提 智 所 斷 法 
T85n2762_001:0272a07	者。合前一切種子也。皆依無明住地建立者。	者 合 前 一切種子 也 皆 依 無明住地 建 立 者 
T85n2762_001:0272a08	合皆依於地建立增長也。若無明住地斷者	合 皆 依 於 地 建 立 增 長 也 若 無明住地 斷 者 
T85n2762_001:0272a09	合前。若地壞喻過恒沙所應斷法。皆亦隨斷	合 前 若 地 壞 喻 過 恒 沙 所 應 斷 法 皆 亦 隨 斷 
T85n2762_001:0272a10	者合前彼亦隨壞也。如是一切煩惱者。總道	者 合 前 彼 亦 隨 壞 也 如是一切 煩 惱 者 總 道 
T85n2762_001:0272a11	五住地也。上煩惱者。總舉起煩惱也。斷者	五 住 地 也 上 煩 惱 者 總 舉 起 煩 惱 也 斷 者 
T85n2762_001:0272a12	一切滅盡。上來反解或不除故積聚生死。自	一 切 滅 盡 上 來 反 解 或 不 除 故 積 聚 生 死 自 
T85n2762_001:0272a13	下順解或斷故。涅槃滿足萬善備也。通者六	下 順 解 或 斷 故 涅 槃 滿 足 萬 善 備 也 通 者 六 
T85n2762_001:0272a14	通。達者三達。無礙者四無礙。涅槃何故滿	通 達 者 三 達 無 礙 者 四 無 礙 涅 槃 何 故 滿 
T85n2762_001:0272a15	足。自下明四智滿故。離一切過惡者盡智也。	足 自 下 明 四 智 滿 故 離 一 切 過 惡 者 盡 智 也 
T85n2762_001:0272a16	得一切功德者。梵行立也。法王得自在者所	得 一切功德 者 梵 行 立 也 法 王 得 自 在 者 所 
T85n2762_001:0272a17	作辨也。證一切法自在地者。不是後有智也。	作 辨 也 證 一 切 法 自 在 地 者 不 是 後 有 智 也 
T85n2762_001:0272a18	如來應等正覺以下頌說四智體。依於了義	如 來 應 等 正 覺 以 下 頌 說 四 智 體 依 於 了 義 
T85n2762_001:0272a19	大乘一向記說者決定說也。世尊以下大段	大 乘 一 向 記 說 者 決 定 說 也 世 尊 以 下 大 段 
T85n2762_001:0272a20	第四雙結二智也。若就文名為二智各有所	第 四 雙 結 二 智 也 若 就 文 名 為 二 智 各 有 所 
T85n2762_001:0272a21	得也。不受後有智有二種者。略[標*寸]最後也。一	得 也 不 受 後 有 智 有 二 種 者 略 [標寸] 最 後 也 一 
T85n2762_001:0272a22	是如來四智。二是聲聞四智故曰二種也。今	是 如 來 四 智 二 是 聲 聞 四 智 故 曰 二 種 也 今 
T85n2762_001:0272a23	先解如來盡智。以無上調御降伏四魔為欲	先 解 如 來 盡 智 以 無 上 調 御 降 伏 四 魔 為 欲 
T85n2762_001:0272a24	道第四死魔滅也。生死既除清昇方外故。言	道 第 四 死 魔 滅 也 生 死 既 除 清 昇 方 外 故 言 
T85n2762_001:0272a25	一切眾生瞻仰也。得不思議法身者。解梵行	一 切 眾 生 瞻 仰 也 得 不 思 議 法 身 者 解 梵 行 
T85n2762_001:0272a26	以立於一切爾炎。以下解所作已辦。得無礙	以 立 於 一 切 爾 炎 以 下 解 所 作 已 辦 得 無 礙 
T85n2762_001:0272a27	法者。種智達觀朗然故。言無礙自在窮果理	法 者 種 智 達 觀 朗 然 故 言 無 礙 自 在 窮 果 理 
T85n2762_001:0272a28	極故。云於上更無所作無所得地。十力勇猛	極 故 云 於 上 更 無 所 作 無 所 得 地 十 力 勇 猛 
T85n2762_001:0272a29	以下解不受後有生死多恐名為怖畏。萬善	以 下 解 不 受 後 有 生 死 多 恐 名 為 怖 畏 萬 善 
T85n2762_001:0272b01	既滿生滅無餘故。云昇於第一無畏之地。無	既 滿 生 滅 無 餘 故 云 昇 於 第 一 無 畏 之 地 無 
T85n2762_001:0272b02	礙智觀者。法屬如來故言師子吼也。世尊阿	礙 智 觀 者 法 屬 如 來 故 言 師 子 吼 也 世 尊 阿 
T85n2762_001:0272b03	羅漢以下。第二解聲聞四智。度生死畏者。三	羅 漢 以 下 第 二 解 聲 聞 四 智 度 生 死 畏 者 三 
T85n2762_001:0272b04	界或亡故。言度生死畏。此明盡智也。次第得	界 或 亡 故 言 度 生 死 畏 此 明 盡 智 也 次 第 得 
T85n2762_001:0272b05	解脫樂者。解梵行以立作是念。我離生死恐	解 脫 樂 者 解 梵 行 以 立 作 是 念 我 離 生 死 恐 
T85n2762_001:0272b06	怖者。此解所作已辦也。未來之世更不受三	怖 者 此 解 所 作 已 辦 也 未 來 之 世 更 不 受 三 
T85n2762_001:0272b07	界身故。言不受生死苦也。此解不受後有智	界 身 故 言 不 受 生 死 苦 也 此 解 不 受 後 有 智 
T85n2762_001:0272b08	也。阿羅漢觀察時以下。結屬聲聞。亦可言二	也 阿 羅 漢 觀 察 時 以 下 結 屬 聲 聞 亦 可 言 二 
T85n2762_001:0272b09	智各有所得也。觀第一蘇息處涅槃者。昔為	智 各 有 所 得 也 觀 第 一 蘇 息 處 涅 槃 者 昔 為 
T85n2762_001:0272b10	生死漂沒。今得涅槃生死永絕故。言第一蘇	生 死 漂 沒 今 得 涅 槃 生 死 永 絕 故 言 第 一 蘇 
T85n2762_001:0272b11	息處也。彼先所得者。四智得之。始言先所	息 處 也 彼 先 所 得 者 四 智 得 之 始 言 先 所 
T85n2762_001:0272b12	得能生後解故曰地也。不愚於法者。不或佛	得 能 生 後 解 故 曰 地 也 不 愚 於 法 者 不 或 佛 
T85n2762_001:0272b13	果也。此解知佛。是無餘下說自知非極故。言	果 也 此 解 知 佛 是 無 餘 下 說 自 知 非 極 故 言 
T85n2762_001:0272b14	自知得有餘地也。何以故。自知非究竟下言	自 知 得 有 餘 地 也 何 以 故 自 知 非 究 竟 下 言 
T85n2762_001:0272b15	聲聞緣覺乘。皆入佛乘故自知非極也。大乘	聲 聞 緣 覺 乘 皆 入 佛 乘 故 自 知 非 極 也 大 乘 
T85n2762_001:0272b16	者即佛乘故。三乘即一乘欲明善是大乘故。	者 即 佛 乘 故 三 乘 即 一 乘 欲 明 善 是 大 乘 故 
T85n2762_001:0272b17	聲聞之人即是菩薩也。此中言知者。推尋理	聲 聞 之 人 即 是 菩 薩 也 此 中 言 知 者 推 尋 理 
T85n2762_001:0272b18	解。法華經中但破其教也。自下言一乘者。即	解 法 華 經 中 但 破 其 教 也 自 下 言 一 乘 者 即 
T85n2762_001:0272b19	阿耨三菩提明般若也。即涅槃界者。解脫無	阿 耨 三 菩 提 明 般 若 也 即 涅 槃 界 者 解 脫 無 
T85n2762_001:0272b20	異以下。解脫即法身也。故言究竟法身即究	異 以 下 解 脫 即 法 身 也 故 言 究 竟 法 身 即 究 
T85n2762_001:0272b21	竟一乘。自下明無異故。言如來即法身也。佛	竟 一 乘 自 下 明 無 異 故 言 如 來 即 法 身 也 佛 
T85n2762_001:0272b22	果善滿行備故名究竟。體極常住稱曰無邊。	果 善 滿 行 備 故 名 究 竟 體 極 常 住 稱 曰 無 邊 
T85n2762_001:0272b23	非念念滅名曰不斷也　世尊已下大段第二	非 念 念 滅 名 曰 不 斷 也 世 尊 已 下 大 段 第 二 
T85n2762_001:0272b24	明一果常孝。就中有兩段明義。第一從初至	明 一 果 常 孝 就 中 有 兩 段 明 義 第 一 從 初 至 
T85n2762_001:0272b25	有限依已來。明料簡三寶。如來無限齊時住	有 限 依 已 來 明 料 簡 三 寶 如 來 無 限 齊 時 住 
T85n2762_001:0272b26	者。解常滿足。來成正覺故言如來。逕却不遷	者 解 常 滿 足 來 成 正 覺 故 言 如 來 逕 却 不 遷 
T85n2762_001:0272b27	故云無限齊時住。此明真身。下解應佛。如來	故 云 無 限 齊 時 住 此 明 真 身 下 解 應 佛 如 來 
T85n2762_001:0272b28	應等正覺者。汝三世諸佛應化而來故言如	應 等 正 覺 者 汝 三世諸佛 應 化 而 來 故 言 如 
T85n2762_001:0272b29	來。殊方並現應跡化物。至於金剛善滿。然後	來 殊 方 並 現 應 跡 化 物 至 於 金 剛 善 滿 然 後 
T85n2762_001:0272c01	息化故言等住也。此解真應體根以為章門。	息 化 故 言 等 住 也 此 解 真 應 體 根 以 為 章 門 
T85n2762_001:0272c02	自下復明真應功能佛用並說。復以此二為	自 下 復 明 真 應 功 能 佛 用 並 說 復 以 此 二 為 
T85n2762_001:0272c03	章門也。真身常住無相拔苦故。言無限大悲。	章 門 也 真 身 常 住 無 相 拔 苦 故 言 無 限 大 悲 
T85n2762_001:0272c04	應佛隨感赴救故。言無限安慰世間也　自下	應 佛 隨 感 赴 救 故 言 無 限 安 慰 世 間 也 自 下 
T85n2762_001:0272c05	功能並章體根雙釋。無限大悲者。真身無相	功 能 並 章 體 根 雙 釋 無 限 大 悲 者 真 身 無 相 
T85n2762_001:0272c06	拔苦理極故。言無限大悲。應佛赴救斷惑斯	拔 苦 理 極 故 言 無 限 大 悲 應 佛 赴 救 斷 惑 斯 
T85n2762_001:0272c07	盡故。言無限安慰世間。此人知真如真而解。	盡 故 言 無 限 安 慰 世 間 此 人 知 真 如 真 而 解 
T85n2762_001:0272c08	論應如應而說。是故說者是名善說如來。此	論 應 如 應 而 說 是 故 說 者 是 名 善 說 如 來 此 
T85n2762_001:0272c09	釋第二功能也。若復說言以下。釋真應體根	釋 第 二 功 能 也 若 復 說 言 以 下 釋 真 應 體 根 
T85n2762_001:0272c10	兩門無盡法者應身也。常住法者真身也。能	兩 門 無 盡 法 者 應 身 也 常 住 法 者 真 身 也 能 
T85n2762_001:0272c11	與一切世間作歸依者。亦名善說如來也。是	與 一切世間 作 歸 依 者 亦 名 善 說 如 來 也 是 
T85n2762_001:0272c12	故者以是能生物善義故。於三界中未度世	故 者 以 是 能 生 物 善 義 故 於 三 界 中 未 度 世 
T85n2762_001:0272c13	間無明住地名無依世間。與此兩處應佛作	間 無明住地 名 無 依 世 間 與 此 兩 處 應 佛 作 
T85n2762_001:0272c14	無盡歸依。與三界外作常住歸依者。謂如來	無 盡 歸 依 與 三 界 外 作 常 住 歸 依 者 謂 如 來 
T85n2762_001:0272c15	應正覺結屬真本也。自下料簡法僧。法者即	應 正 覺 結 屬 真 本 也 自 下 料 簡 法 僧 法 者 即 
T85n2762_001:0272c16	一乘道。僧者是三乘眾。此之二文互舉一邊。	一 乘 道 僧 者 是 三 乘 眾 此 之 二 文 互 舉 一 邊 
T85n2762_001:0272c17	亦得言法者是三乘。昔日眾者是一乘人也。	亦 得 言 法 者 是 三 乘 昔 日 眾 者 是 一 乘 人 也 
T85n2762_001:0272c18	此開雙自下並非故。言此二歸依非究竟依	此 開 雙 自 下 並 非 故 言 此 二 歸 依 非 究 竟 依 
T85n2762_001:0272c19	名聞也。何以故下以別釋。何以故。昔曰別	名 聞 也 何 以 故 下 以 別 釋 何 以 故 昔 曰 別 
T85n2762_001:0272c20	相法寶非究竟也。下言因中一乘道究竟方	相 法 寶 非 究 竟 也 下 言 因 中 一 乘 道 究 竟 方 
T85n2762_001:0272c21	得如來法身。故知非究竟也。法身在一乘之	得 如來法身 故 知 非 究 竟 也 法 身 在 一 乘 之 
T85n2762_001:0272c22	上故。一乘非極法身之上。更無說一乘之事。	上 故 一 乘 非 極 法 身 之 上 更 無 說 一 乘 之 事 
T85n2762_001:0272c23	是以法身究竟也。自下釋僧不滿足故。言三	是 以 法 身 究 竟 也 自 下 釋 僧 不 滿 足 故 言 三 
T85n2762_001:0272c24	乘眾者。有恐怖求向佛果菩提也。亦應言菩	乘 眾 者 有 恐 怖 求 向 佛 果 菩 提 也 亦 應 言 菩 
T85n2762_001:0272c25	提之上更無法事故。云佛果究竟也。是故二	提 之 上 更 無 法 事 故 云 佛 果 究 竟 也 是 故 二 
T85n2762_001:0272c26	依非究竟者。還結法僧非究竟故。言是有限。	依 非 究 竟 者 還 結 法 僧 非 究 竟 故 言 是 有 限 
T85n2762_001:0272c27	依今解應佛是真身功能。是以不非往昔依	依 今 解 應 佛 是 真 身 功 能 是 以 不 非 往 昔 依 
T85n2762_001:0272c28	僧。與真佛無隔故須非也。若有眾生以下第	僧 與 真 佛 無 隔 故 須 非 也 若 有 眾 生 以 下 第 
T85n2762_001:0272c29	二段。若有眾生者。往昔三乘之人也。如來	二 段 若 有 眾 生 者 往 昔 三乘之人 也 如 來 
T85n2762_001:0273a01	調伏者。丈六如來教化也。空解開心故。言得	調 伏 者 丈 六 如 來 教 化 也 空 解 開 心 故 言 得 
T85n2762_001:0273a02	法津澤生信樂心也。歸依法僧者。信伏無常	法 津 澤 生 信 樂 心 也 歸 依 法 僧 者 信 伏 無 常 
T85n2762_001:0273a03	之法。隨順三乘之眾也。非此二歸依。是歸依	之 法 隨 順 三 乘 之 眾 也 非 此 二 歸 依 是 歸 依 
T85n2762_001:0273a04	如來者。非此別體法僧。是歸常住如來。若爾	如 來 者 非 此 別 體 法 僧 是 歸 常 住 如 來 若 爾 
T85n2762_001:0273a05	何者為是下言歸依涅槃第一義。上法僧者	何 者 為 是 下 言 歸 依 涅 槃 第 一 義 上 法 僧 者 
T85n2762_001:0273a06	即是歸依如來也。此二歸依者。此常住第一	即 是 歸 依 如 來 也 此 二 歸 依 者 此 常 住 第 一 
T85n2762_001:0273a07	義。上法之與僧也。第一義者。法僧之體。即是	義 上 法 之 與 僧 也 第 一 義 者 法 僧 之 體 即 是 
T85n2762_001:0273a08	涅槃第一義也。是故此二即是究竟歸依如	涅 槃 第 一 義 也 是 故 此 二 即 是 究 竟 歸 依 如 
T85n2762_001:0273a09	來也。何以故。歸依常住法僧。即是歸依如來	來 也 何 以 故 歸 依 常 住 法 僧 即 是 歸 依 如 來 
T85n2762_001:0273a10	下言無異法僧無異。如來之體即是三歸依	下 言 無 異 法 僧 無 異 如 來 之 體 即 是 三 歸 依 
T85n2762_001:0273a11	也。何以故以下。若一體是寶別相三歸是虛	也 何 以 故 以 下 若 一 體 是 寶 別 相 三 歸 是 虛 
T85n2762_001:0273a12	者如來往昔。何故不說一體三寶也。下以喻	者 如 來 往 昔 何 故 不 說 一 體 三 寶 也 下 以 喻 
T85n2762_001:0273a13	來況如說一乘道作三乘之名為鈍根之流	來 況 如 說 一 乘 道 作 三 乘 之 名 為 鈍 根 之 流 
T85n2762_001:0273a14	故。說別相三寶故。言說一乘道也。如來四	故 說 別 相 三 寶 故 言 說 一 乘 道 也 如 來 四 
T85n2762_001:0273a15	無畏成就者。明知出要道善識說彰道故。能	無 畏 成 就 者 明 知 出 要 道 善 識 說 彰 道 故 能 
T85n2762_001:0273a16	隱實說三也。若如來隨彼者。稱眾生心之所	隱 實 說 三 也 若 如 來 隨 彼 者 稱 眾 生 心 之 所 
T85n2762_001:0273a17	欲而方便說者。當知此善即是一乘無有二	欲 而 方 便 說 者 當 知 此 善 即 是 一 乘 無 有 二 
T85n2762_001:0273a18	乘。以下還結一乘也。世尊以下第二上明乘	乘 以 下 還 結 一 乘 也 世 尊 以 下 第 二 上 明 乘 
T85n2762_001:0273a19	理既周。從此以下欲解乘不孤起。起則託境	理 既 周 從 此 以 下 欲 解 乘 不 孤 起 起 則 託 境 
T85n2762_001:0273a20	故。下有八章廣明乘之緒也。今解欲論四諦	故 下 有 八 章 廣 明 乘 之 緒 也 今 解 欲 論 四 諦 
T85n2762_001:0273a21	何以先解於智欲明聲聞。昔來不曾觀此四	何 以 先 解 於 智 欲 明 聲 聞 昔 來 不 曾 觀 此 四 
T85n2762_001:0273a22	境。是以無其智。若有於智可名為聖。既無其	境 是 以 無 其 智 若 有 於 智 可 名 為 聖 既 無 其 
T85n2762_001:0273a23	智。以何為聖故。次奪聖。若此四境生其正解	智 以 何 為 聖 故 次 奪 聖 若 此 四 境 生 其 正 解 
T85n2762_001:0273a24	名曰聖諦。既不生解故。第三亦非聲聞聖諦	名 曰 聖 諦 既 不 生 解 故 第 三 亦 非 聲 聞 聖 諦 
T85n2762_001:0273a25	也。八章之首。何故先明無邊聖諦章解意。言	也 八 章 之 首 何 故 先 明 無 邊 聖 諦 章 解 意 言 
T85n2762_001:0273a26	前明聲聞四智不滿。如來四智究竟圓極未	前 明 聲 聞 四 智 不 滿 如 來 四 智 究 竟 圓 極 未 
