X31n0612_001:0605a04	 妙法蓮華經序	 妙法蓮華 經 序 
X31n0612_001:0627a08	釋佛之正法。而大饒益同梵行者。自捨如來。無能盡	釋 佛 之 正 法 而 大 饒 益 同 梵 行 者 自 捨 如 來 無 能 盡 
X31n0612_001:0627a09	其言論之辨。	其 言 論 之 辨 
X31n0612_001:0627a10	(及南曰。說法第一。述其正行也。種種功德。述其眾行	 及 南 曰 說 法 第 一 述 其 正 行 也 種 種 功 德 述 其 眾 行 
X31n0612_001:0627a11	也精進護持。述其本願也。言論之辨。述其才辨也)。	也 精 進 護 持 述 其 本 願 也 言 論 之 辨 述 其 才 辨 也 
X31n0612_001:0627a12	戒環曰。述成其深心本願也。問眾見不者。以眾等	戒 環 曰 述 成 其 深 心 本 願 也 問 眾 見 不 者 以 眾 等 
X31n0612_001:0627a13	徒知滿慈之迹。而不知其深行。故開端以示之。	徒 知 滿 慈 之 迹 而 不 知 其 深 行 故 開 端 以 示 之 
X31n0612_001:0627a14	汝等勿謂富樓那。但能護持助宣我法。亦於過去九	汝 等 勿 謂 富 樓 那 但 能 護 持 助 宣 我 法 亦 於 過 去 九 
X31n0612_001:0627a15	十億諸佛所。護持助宣佛之正法。於彼說法人中。亦	十 億 諸 佛 所 護 持 助 宣 佛 之 正 法 於 彼 說 法 人 中 亦 
X31n0612_001:0627a16	最第一。又於諸佛所說空法。明了道達。得四無礙智。	最 第 一 又 於 諸佛所說 空 法 明 了 道 達 得 四無礙智 
X31n0612_001:0627a17	常能審諦清淨說法。無有疑惑。具足菩薩神通之力。	常 能 審 諦 清 淨 說 法 無有疑惑 具 足 菩 薩 神 通 之 力 
X31n0612_001:0627a18	隨其壽命。常修梵行。彼佛世人咸皆謂之實是聲聞。	隨 其 壽 命 常修梵行 彼 佛 世 人 咸 皆 謂 之 實 是 聲 聞 
X31n0612_001:0627a19	而富樓那。以斯方便。饒益無量百千眾生。又化無量	而 富 樓 那 以 斯 方 便 饒 益 無 量 百 千 眾 生 又 化 無 量 
X31n0612_001:0627a20	阿僧祇人。令立阿耨多羅三藐三菩提。為淨佛土故。	阿 僧 祇 人 令 立 阿耨多羅三藐三菩提 為 淨 佛 土 故 
X31n0612_001:0627a21	常依佛事。教化眾生。	常 依 佛 事 教 化 眾 生 
X31n0612_001:0627a22	(祥邁曰。上總述。此廣陳也。淨名云。菩薩隨所化眾生	 祥 邁 曰 上 總 述 此 廣 陳 也 淨 名 云 菩 薩 隨 所 化 眾 生 
X31n0612_001:0627a23	而取佛土。所謂淨佛土者。自淨其心。以致佛土之淨	而 取 佛 土 所 謂 淨 佛 土 者 自 淨 其 心 以 致 佛 土 之 淨 
X31n0612_001:0627a24	也。為淨佛土。而必須教化眾生者。要即塵勞而能淨	也 為 淨 佛 土 而 必 須 教 化 眾 生 者 要 即 塵 勞 而 能 淨 
X31n0612_001:0627a25	非若二乘厭塵勞以求淨也。由是觀之。其本乃大權	非 若 二 乘 厭 塵 勞 以 求 淨 也 由 是 觀 之 其 本 乃 大 權 
X31n0612_001:0627a26	聖人。示現弘法耳。故偈以內秘外現頌之)。(及南曰	聖 人 示 現 弘 法 耳 故 偈 以 內 秘 外 現 頌 之 及 南 曰 
X31n0612_001:0627b01	樓那內祕外現。為眾綱領。故備述之)。	樓 那 內 祕 外 現 為 眾 綱 領 故 備 述 之 
X31n0612_001:0627b02	戒環曰。舉九十億佛所。即廣陳護宣遠因也。於佛	戒 環 曰 舉 九 十 億 佛 所 即 廣 陳 護 宣 遠 因 也 於 佛 
X31n0612_001:0627b03	空法明了通達者。非若二乘滯於斷空也。得四無	空 法 明 了 通 達 者 非 若 二 乘 滯 於 斷 空 也 得 四 無 
X31n0612_001:0627b04	礙清淨說法者。如所如說。不泥名相也。菩薩神通。	礙 清 淨 說 法 者 如 所 如 說 不 泥 名 相 也 菩 薩 神 通 
X31n0612_001:0627b05	非二乘比也。隨其壽命。言盡形壽也。令立菩提者。	非 二 乘 比 也 隨 其 壽 命 言 盡 形 壽 也 令 立 菩 提 者 
X31n0612_001:0627b06	令於正道有立也。為淨佛土故化眾生者。藉利他	令 於 正 道 有 立 也 為 淨 佛 土 故 化 眾 生 者 藉 利 他 
X31n0612_001:0627b07	行。成己行也。	行 成 己 行 也 
X31n0612_001:0627b08	諸比丘。富樓那亦於七佛說法人中。而得第一。今於	諸 比 丘 富 樓 那 亦 於 七 佛 說 法 人 中 而 得 第 一 今 於 
X31n0612_001:0627b09	我所說法人中。亦為第一。於賢劫中。當來諸佛說法	我 所 說 法 人 中 亦 為 第 一 於 賢 劫 中 當 來 諸 佛 說 法 
X31n0612_001:0627b10	人中。亦復第一。而皆護持助宣佛法。亦於未來。護持	人 中 亦 復 第 一 而 皆 護 持 助 宣 佛 法 亦 於 未 來 護 持 
X31n0612_001:0627b11	助宣無量無邊諸佛之法。教化饒益無量眾生。令立	助 宣 無量無邊 諸 佛 之 法 教 化 饒 益 無 量 眾 生 令 立 
X31n0612_001:0627b12	阿耨多羅三藐三菩提。為淨佛土故。常勤精進。教化	阿耨多羅三藐三菩提 為 淨 佛 土 故 常 勤 精 進 教 化 
X31n0612_001:0627b13	眾生。漸漸具足菩薩之道。	眾 生 漸 漸 具 足 菩薩之道 
X31n0612_001:0627b14	(祥邁曰。上陳遠因。此舉三世。皆明說法宣化之深行	 祥 邁 曰 上 陳 遠 因 此 舉 三 世 皆 明 說 法 宣 化 之 深 行 
X31n0612_001:0627b15	也)。(補註曰。三劫三千佛。其初千人。於莊嚴劫成佛。	也 補 註 曰 三 劫 三 千 佛 其 初 千 人 於 莊 嚴 劫 成 佛 
X31n0612_001:0627b16	華光為首。至毗舍浮是也。其次千人。於賢劫成佛。拘	華 光 為 首 至 毗 舍 浮 是 也 其 次 千 人 於 賢 劫 成 佛 拘 
X31n0612_001:0627b17	留孫為首。至樓至是也。其后千人。於星宿劫成佛。日	留 孫 為 首 至 樓 至 是 也 其 后 千 人 於 星 宿 劫 成 佛 日 
X31n0612_001:0627b18	光為首。至須彌相是也)。	光 為 首 至 須 彌 相 是 也 
X31n0612_001:0627b19	戒環曰。七佛即毗婆尸。尸棄。毗舍浮。拘留孫。拘那	戒 環 曰 七 佛 即 毗 婆 尸 尸 棄 毗 舍 浮 拘 留 孫 拘 那 
X31n0612_001:0627b20	含。迦葉。釋迦是也。上三屬前劫。下四屬今劫。三劫	含 迦 葉 釋 迦 是 也 上 三 屬 前 劫 下 四 屬 今 劫 三 劫 
X31n0612_001:0627b21	三千佛。始於妙光佛。末法出家修道。聞五十三佛	三 千 佛 始 於 妙 光 佛 末 法 出 家 修 道 聞 五 十 三 佛 
X31n0612_001:0627b22	名。深心仰慕。復化他人。滿三千眾。深心敬禮。即超	名 深 心 仰 慕 復 化 他 人 滿 三 千 眾 深 心 敬 禮 即 超 
X31n0612_001:0627b23	多劫生死之罪。得證佛果。	多 劫 生 死 之 罪 得 證 佛 果 
X31n0612_001:0627b24	過無量阿僧祇劫。當於此土。得阿耨多羅三藐三菩	過 無量阿僧祇劫 當 於 此 土 得 阿 耨 多 羅 三 藐 三 菩 
X31n0612_001:0627b25	提。號曰法明如來。應供。正遍智。明行足。善逝。世間解。	提 號 曰 法 明 如 來 應 供 正 遍 智 明 行 足 善 逝 世 間 解 
X31n0612_001:0627c01	無上士。調御丈夫。天人師。佛。世尊。	無 上 士 調御丈夫 天 人 師 佛 世 尊 
X31n0612_001:0627c02	(華嚴記。發心菩薩。過千不可說劫。當得作佛。號清淨	 華 嚴 記 發 心 菩 薩 過 千 不 可 說 劫 當 得 作 佛 號 清 淨 
X31n0612_001:0627c03	心。論謂。明達如是劫量法門。總清淨故。正此意也。餘	心 論 謂 明 達 如 是 劫 量 法 門 總 清 淨 故 正 此 意 也 餘 
X31n0612_001:0627c04	記劫數深意並同)。	記 劫 數 深 意 並 同 
X31n0612_001:0627c05	戒環曰。滿慈既於多佛植因之遠。而猶過僧祇劫。	戒 環 曰 滿 慈 既 於 多 佛 植 因 之 遠 而 猶 過 僧 祇 劫 
X31n0612_001:0627c06	乃得菩提。號法明者。謂於無數劫量法門。一時明	乃 得 菩 提 號 法 明 者 謂 於 無 數 劫 量 法 門 一 時 明 
X31n0612_001:0627c07	達。即成佛道。非如情見久遠劫也。	達 即 成 佛 道 非 如 情 見 久 遠 劫 也 
X31n0612_001:0627c08	其佛以恒河沙等三千大千世界。為一佛土。七寶為	其 佛 以 恒 河 沙 等 三千大千世界 為 一 佛 土 七 寶 為 
X31n0612_001:0627c09	地。地平為掌。無有山陵。谿澗溝壑。七寶臺觀充滿其	地 地 平 為 掌 無 有 山 陵 谿 澗 溝 壑 七 寶 臺 觀 充 滿 其 
X31n0612_001:0627c10	中。諸天宮殿。近處虗空。人天交接。兩得相見。無諸惡	中 諸 天 宮 殿 近 處 虗 空 人 天 交 接 兩 得 相 見 無 諸 惡 
X31n0612_001:0627c11	道。亦無女人。一切眾生。皆以化生。無有婬欲。	道 亦 無 女 人 一 切 眾 生 皆 以 化 生 無 有 婬 欲 
X31n0612_001:0627c12	(戒環曰。此皆依報清淨之相。由因中常修梵行。廣化	 戒 環 曰 此 皆 依 報 清 淨 之 相 由 因 中 常修梵行 廣 化 
X31n0612_001:0627c13	眾生。令立正道。故果地無邪穢之事。而交接皆上善	眾 生 令 立 正 道 故 果 地 無 邪 穢 之 事 而 交 接 皆 上 善 
X31n0612_001:0627c14	之人也)。	之 人 也 
X31n0612_001:0627c15	得大神通。身出光明。飛行自在。志念堅固。精進智慧。	得 大 神 通 身 出 光 明 飛 行 自 在 志 念 堅 固 精 進 智 慧 
X31n0612_001:0627c16	普皆金色。三十二相而自莊嚴。	普 皆 金 色 三十二相 而 自 莊 嚴 
X31n0612_001:0627c17	(及南曰。以世考之。精華之氣。或化列星。吐納之人。猶	 及 南 曰 以 世 考 之 精 華 之 氣 或 化 列 星 吐 納 之 人 猶 
X31n0612_001:0627c18	能輕舉。則滓濁既盡。妙體精明。飛行自在。無足疑矣)。	能 輕 舉 則 滓 濁 既 盡 妙 體 精 明 飛 行 自 在 無 足 疑 矣 
X31n0612_001:0627c19	戒環曰。既以化生。離諸欲染。故本來體相淨妙若	戒 環 曰 既 以 化 生 離 諸 欲 染 故 本 來 體 相 淨 妙 若 
X31n0612_001:0627c20	此。如是妙體。人固有之。特為麤濁欲惡染蔽而已。	此 如 是 妙 體 人 固 有 之 特 為 麤 濁 欲 惡 染 蔽 而 已 
X31n0612_001:0627c21	故阿難曰。欲氣麤濁。腥臊交遘。不能發生勝淨妙	故 阿 難 曰 欲 氣 麤 濁 腥 臊 交 遘 不 能 發 生 勝 淨 妙 
X31n0612_001:0627c22	明。紫金光聚。苟斷欲愛。不受胎生。則本來體相。無	明 紫 金 光 聚 苟 斷 欲 愛 不 受 胎 生 則 本 來 體 相 無 
X31n0612_001:0627c23	復染蔽。通光莊嚴。自能發現。	復 染 蔽 通 光 莊 嚴 自 能 發 現 
X31n0612_001:0627c24	其國眾生。常以二食。一者法喜食。二者禪悅食。有無	其 國 眾 生 常 以 二 食 一 者 法 喜 食 二 者 禪 悅 食 有 無 
X31n0612_001:0627c25	量阿僧祇千萬億那由他諸菩薩眾。得大神通。四無	量 阿 僧 祇 千 萬 億 那 由 他 諸 菩 薩 眾 得 大 神 通 四 無 
X31n0612_001:0627c26	礙智。善能教化眾生之類。其聲聞眾。筭數校計所不	礙 智 善 能 教 化 眾 生 之 類 其 聲 聞 眾 筭 數 校 計 所 不 
X31n0612_001:0628a01	能知。皆得具足六通三明。及八解脫。	能 知 皆 得 具 足 六 通 三 明 及 八 解 脫 
X31n0612_001:0628a02	(行簡子曰。八解脫。一有色觀諸色〔因〕無色想觀外諸	 行 簡 子 曰 八 解 脫 一 有 色 觀 諸 色 因 無 色 想 觀 外 諸 
X31n0612_001:0628a03	色。三淨勝解身作證。四超色想滅有時想。不思惟種	色 三 淨 勝 解 身 作 證 四 超 色 想 滅 有 時 想 不 思 惟 種 
X31n0612_001:0628a04	種想。入無邊空〔超〕五超空無邊處。入無邊識處。六超	種 想 入 無 邊 空 超 五 超 空 無 邊 處 入 無 邊 識 處 六 超 
X31n0612_001:0628a05	識無邊處。入無所有所。七超無所有處。入非想非非	識無邊處 入 無 所 有 所 七 超 無所有處 入 非 想 非 非 
X31n0612_001:0628a06	想處。八超一切非想非非想處。入滅想處也)。	想 處 八 超 一 切 非想非非想處 入 滅 想 處 也 
X31n0612_001:0628a07	戒環曰。不由胎藏。故不假段食。唯飡采法喜禪脫	戒 環 曰 不 由 胎 藏 故 不 假 段 食 唯 飡 采 法 喜 禪 脫 
X31n0612_001:0628a08	而已。有無量下。明國土人民。諸菩薩下。明同得法	而 已 有 無 量 下 明 國 土 人 民 諸 菩 薩 下 明 同 得 法 
X31n0612_001:0628a09	侶。滿慈具足菩薩神通之力。得四無礙智。審諦說	侶 滿 慈 具 足 菩 薩 神 通 之 力 得 四無礙智 審 諦 說 
X31n0612_001:0628a10	法。教化眾生。明了通達。故報緣法眾。其德皆類。	法 教 化 眾 生 明 了 通 達 故 報 緣 法 眾 其 德 皆 類 
X31n0612_001:0628a11	其佛國土。有如是等無量功德。莊嚴成就。	其 佛 國 土 有 如 是 等 無量功德 莊 嚴 成 就 
X31n0612_001:0628a12	(戒環曰。此結前也)。	 戒 環 曰 此 結 前 也 
X31n0612_001:0628a13	劫名寶明。國名善淨。其佛壽命。無量阿僧祇劫。法住	劫 名 寶 明 國 名 善 淨 其 佛 壽 命 無量阿僧祇劫 法 住 
X31n0612_001:0628a14	甚久。佛滅度後。起七寶塔。遍滿其國。	甚 久 佛 滅 度 後 起 七 寶 塔 遍 滿 其 國 
X31n0612_001:0628a15	(祥邁曰。國名善淨。盖心清淨故。佛土淨也)。(行簡子	 祥 邁 曰 國 名 善 淨 盖 心 清 淨 故 佛 土 淨 也 行 簡 子 
X31n0612_001:0628a16	曰。七寶者。金輪寶。白象寶。如意寶。玉女寶。主藏寶。主	曰 七 寶 者 金 輪 寶 白 象 寶 如 意 寶 玉 女 寶 主 藏 寶 主 
X31n0612_001:0628a17	兵寶。紺馬寶也)。	兵 寶 紺 馬 寶 也 
X31n0612_001:0628a18	戒環曰。劫有法寶真明。故名寶明。國無女人惡道。	戒 環 曰 劫 有 法 寶 真 明 故 名 寶 明 國 無 女 人 惡 道 
X31n0612_001:0628a19	故名善淨。由三世說法。續佛壽命。故佛壽無量。法	故 名 善 淨 由 三 世 說 法 續 佛 壽 命 故 佛 壽 無 量 法 
X31n0612_001:0628a20	住甚久。滅後起塔。遍滿其國。又以餘德散沾也。	住 甚 久 滅 後 起 塔 遍 滿 其 國 又 以 餘 德 散 沾 也 
X31n0612_001:0628a21	爾時千二百阿羅漢。心自在者。作是念。我等歡喜。得	爾 時 千 二 百 阿 羅 漢 心自在者 作 是 念 我 等 歡 喜 得 
X31n0612_001:0628a22	未曾有。若世尊各見授記。如餘大弟子者。不亦快乎。	未 曾 有 若 世 尊 各 見 授 記 如 餘 大 弟 子 者 不 亦 快 乎 
X31n0612_001:0628a23	佛知此等心之所念。告摩訶迦葉。是千二百阿羅漢。	佛 知 此 等 心 之 所 念 告 摩 訶 迦 葉 是 千 二 百 阿 羅 漢 
X31n0612_001:0628a24	我今當現前次第與授阿耨多羅三藐三菩提記。	我 今 當 現 前 次 第 與 授 阿耨多羅三藐三菩提 記 
X31n0612_001:0628a25	(戒環曰。千二百阿羅漢。請記。世尊通許之。而特告迦	 戒 環 曰 千 二 百 阿 羅 漢 請 記 世 尊 通 許 之 而 特 告 迦 
X31n0612_001:0628a26	葉者。以迦葉為眾上首故告之)。	葉 者 以 迦 葉 為 眾 上 首 故 告 之 
X31n0612_001:0628a27	於此眾中。我大弟子憍陳如比丘。當供養六萬二千	於 此 眾 中 我 大 弟 子 憍 陳 如 比 丘 當 供 養 六 萬 二 千 
X31n0612_001:0628b01	億佛。然後得成為佛。號曰普明如來。應供。正遍知。明	億 佛 然 後 得 成 為 佛 號 曰 普 明 如 來 應 供 正 遍 知 明 
X31n0612_001:0628b02	行足。善逝。世間解。無上士。調御丈夫。天人師。佛。世尊。	行 足 善 逝 世 間 解 無 上 士 調御丈夫 天 人 師 佛 世 尊 
X31n0612_001:0628b03	(及南曰。普明謂以智慧明。破諸癡暗。普使眾生明了	 及 南 曰 普 明 謂 以 智 慧 明 破 諸 癡 暗 普 使 眾 生 明 了 
X31n0612_001:0628b04	法性。即今住世應真之首也)。	法 性 即 今 住 世 應 真 之 首 也 
X31n0612_001:0628b05	戒環曰。憍陳最初得度。為眾首。故特記之。號普明	戒 環 曰 憍 陳 最 初 得 度 為 眾 首 故 特 記 之 號 普 明 
X31n0612_001:0628b06	者。偈云。常放大光明。一切之所敬。又云。常說無上	者 偈 云 常 放大光明 一 切 之 所 敬 又 云 常 說 無 上 
X31n0612_001:0628b07	道。故號曰普明。	道 故 號 曰 普 明 
X31n0612_001:0628b08	其五百阿羅漢。優樓頻螺迦葉。伽耶迦葉。那提迦葉。	其 五 百 阿 羅 漢 優 樓 頻 螺 迦 葉 伽 耶 迦 葉 那 提 迦 葉 
X31n0612_001:0628b09	迦留陀夷。優陀夷。阿[少/兔]樓駄。離婆多。劫賓那。薄拘羅。	迦 留 陀 夷 優 陀 夷 阿 [少兔] 樓 駄 離 婆 多 劫 賓 那 薄 拘 羅 
X31n0612_001:0628b10	周陀。莎伽陀等。皆當得阿耨多羅三藐三菩提。盡同	周 陀 莎 伽 陀 等 皆 當 得阿耨多羅三藐三菩提 盡 同 
X31n0612_001:0628b11	一號。名曰普明。	一 號 名 曰 普 明 
X31n0612_001:0628b12	(祥邁曰。優樓頻螺等。即序分所列羅漢上首。詳略等	 祥 邁 曰 優 樓 頻 螺 等 即 序 分 所 列 羅 漢 上 首 詳 略 等 
X31n0612_001:0628b13	舉也。同號普明。以德同故)。	舉 也 同 號 普 明 以 德 同 故 
X31n0612_001:0628b14	戒環曰。五百威德具足。為千二之傑。故又別記。目	戒 環 曰 五 百 威 德 具 足 為 千 二 之 傑 故 又 別 記 目 
X31n0612_001:0628b15	連記末云。我諸弟子。威德具足。其教五百。即此也。	連 記 末 云 我 諸 弟 子 威 德 具 足 其 教 五 百 即 此 也 
X31n0612_001:0628b16	餘七百眾。但於前通許。於頌通記。	餘 七 百 眾 但 於 前 通 許 於 頌 通 記 
X31n0612_001:0628b17	爾時五百阿羅漢。於佛前得授記已。歡喜踊躍。即從	爾 時 五 百 阿 羅 漢 於 佛 前 得 授 記 已 歡喜踊躍 即 從 
X31n0612_001:0628b18	座起。到於佛前。悔過自責。世尊。我等常作是念。自謂	座 起 到 於 佛 前 悔 過 自 責 世 尊 我 等 常 作 是 念 自 謂 
X31n0612_001:0628b19	已得究竟滅度。今乃知之。如無智者。所以者何。我等	已 得 究 竟 滅 度 今 乃 知 之 如 無 智 者 所以者何 我 等 
X31n0612_001:0628b20	應得如來智慧。而便自以小智為足。	應 得 如來智慧 而 便 自 以 小 智 為 足 
X31n0612_001:0628b21	(戒環曰。悔責者。悔昔之失。慶今之得也。如來智慧。即	 戒 環 曰 悔 責 者 悔 昔 之 失 慶 今 之 得 也 如來智慧 即 
X31n0612_001:0628b22	一切種智。我等應得。而悔不早悟)。	一切種智 我 等 應 得 而 悔 不 早 悟 
