T42n1824_001:0001a03	中論序疏	中 論 序 疏 
T42n1824_006:0090c25	明人法俱有之過。不彰俱無失意也。俱有尚	明 人 法 俱 有 之 過 不 彰 俱 無 失 意 也 俱 有 尚 
T42n1824_006:0090c26	有過況俱無耶。故不須顯無之失也。又青目	有 過 況 俱 無 耶 故 不 須 顯 無 之 失 也 又 青 目 
T42n1824_006:0090c27	欲具彰俱有俱無之失。發下破半有半無之	欲 具 彰 俱 有 俱 無 之 失 發 下 破 半 有 半 無 之 
T42n1824_006:0090c28	端也。問若無作者無作業不能有所作下。第二	端 也 問 若 無 作 者 無 作 業 不 能 有 所 作 下 第 二 
T42n1824_006:0090c29	門破半有半無。外人云人半有能起業。人半	門 破 半 有 半 無 外 人 云 人 半 有 能 起 業 人 半 
T42n1824_006:0091a01	無為業成。業半有能成人。業半無須人起。若	無 為 業 成 業 半 有 能 成 人 業 半 無 須 人 起 若 
T42n1824_006:0091a02	爾則應有人業也。問應立半有半無。云何但	爾 則 應 有 人 業 也 問 應 立 半 有 半 無 云 何 但 
T42n1824_006:0091a03	言有耶。答有二義。一者對長行兩無之言。故	言 有 耶 答 有 二 義 一 者 對 長 行 兩 無 之 言 故 
T42n1824_006:0091a04	秤為有。二者略舉半有則半無可知。問半有	秤 為 有 二 者 略 舉 半 有 則 半 無 可 知 問 半 有 
T42n1824_006:0091a05	半無是誰計耶。答人法具二諦。世諦義邊是	半 無 是 誰 計 耶 答 人 法 具 二 諦 世 諦 義 邊 是 
T42n1824_006:0091a06	則半有。真諦義邊則是半無。又開善云。假人	則 半 有 真 諦 義 邊 則 是 半 無 又 開 善 云 假 人 
T42n1824_006:0091a07	無體有用。無體義是半無。有用義秤半有。假	無 體 有 用 無 體 義 是 半 無 有 用 義 秤 半 有 假 
T42n1824_006:0091a08	法亦無體有用。同人義說也。又一人具假實。	法 亦 無 體 有 用 同 人 義 說 也 又 一 人 具 假 實 
T42n1824_006:0091a09	實法滅為半無。假法相續為半有。此通眾師	實 法 滅 為 半 無 假 法 相 續 為 半 有 此 通 眾 師 
T42n1824_006:0091a10	也。偈上半正牒而破。下半釋破也。言相違	也 偈 上 半 正 牒 而 破 下 半 釋 破 也 言 相 違 
T42n1824_006:0091a11	者凡有二種。一者人業各違。二者合違。各違	者 凡 有 二 種 一 者 人 業 各 違 二 者 合 違 各 違 
T42n1824_006:0091a12	者人有違人無。人無違人有。業亦爾也。合違	者 人 有 違 人 無 人 無 違 人 有 業 亦 爾 也 合 違 
T42n1824_006:0091a13	者人有違業無。人無違業有。業無違人有。業	者 人 有 違 業 無 人 無 違 業 有 業 無 違 人 有 業 
T42n1824_006:0091a14	有違人無也。復次有不能作無。第四一有一	有 違 人 無 也 復 次 有 不 能 作 無 第 四 一 有 一 
T42n1824_006:0091a15	無門破無相作義。一有一無者謂。人是有而	無 門 破 無 相 作 義 一 有 一 無 者 謂 人 是 有 而 
T42n1824_006:0091a16	業是無。人亦是無而業是有也。問此是誰義	業 是 無 人 亦 是 無 而 業 是 有 也 問 此 是 誰 義 
T42n1824_006:0091a17	耶。答如本住云。未有眼耳等根前已有本住。	耶 答 如 本 住 云 未 有 眼 耳 等 根 前 已 有 本 住 
T42n1824_006:0091a18	此是有人而無業也。成論師云。前三心但有	此 是 有 人 而 無 業 也 成 論 師 云 前 三 心 但 有 
T42n1824_006:0091a19	法未有人。此是有法無人也。又如世人云。未	法 未 有 人 此 是 有 法 無 人 也 又 如 世 人 云 未 
T42n1824_006:0091a20	造作善惡業時已有於人。此是有人無法。毘	造 作 善 惡 業 時 已 有 於 人 此 是 有 人 無 法 毘 
T42n1824_006:0091a21	曇云。未來有法未有人名。此是有法無人。又	曇 云 未 來 有 法 未 有 人 名 此 是 有 法 無 人 又 
T42n1824_006:0091a22	如經云。我無造無受者無。善惡之業不敗亡。	如 經 云 我 無 造 無 受 者 無 善 惡 之 業 不 敗 亡 
T42n1824_006:0091a23	亦是有法無人也。又如成論師釋滅度義云。	亦 是 有 法 無 人 也 又 如 成 論 師 釋 滅 度 義 云 
T42n1824_006:0091a24	法滅人度。又是有人而無法也。又造善故名	法 滅 人 度 又 是 有 人 而 無 法 也 又 造 善 故 名 
T42n1824_006:0091a25	善人。若未造善不名善人。餘二性亦爾。此是	善 人 若 未 造 善 不 名 善 人 餘 二 性 亦 爾 此 是 
T42n1824_006:0091a26	有法而無人也。偈為二。上半正破。下半指前	有 法 而 無 人 也 偈 為 二 上 半 正 破 下 半 指 前 
T42n1824_006:0091a27	破。云有不出全有半有。無不出全無半無。上	破 云 有 不 出 全 有 半 有 無 不 出 全 無 半 無 上 
T42n1824_006:0091a28	已破竟既無有無。何有相作。作者不作定下。	已 破 竟 既 無 有 無 何 有 相 作 作 者 不 作 定 下 
T42n1824_006:0091a29	第四一三門。上來是離破今是合破。兩偈為	第 四 一 三 門 上 來 是 離 破 今 是 合 破 兩 偈 為 
T42n1824_006:0091b01	二。初偈明一人不能作三業。次偈明三人不	二 初 偈 明 一 人 不 能 作 三 業 次 偈 明 三 人 不 
T42n1824_006:0091b02	能作一業。一人不作三業者。三種中隨舉一	能 作 一 業 一 人 不 作 三 業 者 三 種 中 隨 舉 一 
T42n1824_006:0091b03	人。或有人或無人。或半有半無人。有人不作	人 或 有 人 或 無 人 或 半 有 半 無 人 有 人 不 作 
T42n1824_006:0091b04	三業者。人是有。業既無不可作。業已有不須	三 業 者 人 是 有 業 既 無 不 可 作 業 已 有 不 須 
T42n1824_006:0091b05	作。半有同有半無同無。次偈三人不能作一	作 半 有 同 有 半 無 同 無 次 偈 三 人 不 能 作 一 
T42n1824_006:0091b06	業者。三人中隨一人也。問曰若無作無作者。	業 者 三 人 中 隨 一 人 也 問 曰 若 無 作 無 作 者 
T42n1824_006:0091b07	自上已來破有人法見。此下第二破無人法	自 上 已 來 破 有 人 法 見 此 下 第 二 破 無 人 法 
T42n1824_006:0091b08	見。若作申破意。上來破病今申經也。三相品	見 若 作 申 破 意 上 來 破 病 今 申 經 也 三 相 品 
T42n1824_006:0091b09	末一偈申經。七品破執。良以執病既重。前須	末 一 偈 申 經 七 品 破 執 良 以 執 病 既 重 前 須 
T42n1824_006:0091b10	廣破未得。更為其作義。且引幻化曉之。至作	廣 破 未 得 更 為 其 作 義 且 引 幻 化 曉 之 至 作 
T42n1824_006:0091b11	者品執病稍除。品品之中時出一兩要句。令	者 品 執 病 稍 除 品 品 之 中 時 出 一 兩 要 句 令 
T42n1824_006:0091b12	其識佛經因緣假名義也。就文為二。初問次	其 識 佛 經 因 緣 假 名 義 也 就 文 為 二 初 問 次 
T42n1824_006:0091b13	答。問今外道過論主無因。與上論主過外人	答 問 今 外 道 過 論 主 無 因 與 上 論 主 過 外 人 
T42n1824_006:0091b14	無因。有何異。答外人前有人有法。人法各成	無 因 有 何 異 答 外 人 前 有 人 有 法 人 法 各 成 
T42n1824_006:0091b15	不須相因故墮無因。今明都無人法故無可	不 須 相 因 故 墮 無 因 今 明 都 無 人 法 故 無 可 
T42n1824_006:0091b16	相因。所以為異。答曰是業從眾緣生下。第二	相 因 所 以 為 異 答 曰 是 業 從 眾 緣 生 下 第 二 
T42n1824_006:0091b17	答。前長行次偈。破此見凡有三勢。一云汝有	答 前 長 行 次 偈 破 此 見 凡 有 三 勢 一 云 汝 有 
T42n1824_006:0091b18	因既不成。豈得有無因。如是五句悉不可得。	因 既 不 成 豈 得 有 無 因 如 是 五 句 悉 不 可 得 
T42n1824_006:0091b19	二有無並出汝心。向謂有既覓有無從。便復	二 有 無 並 出 汝 心 向 謂 有 既 覓 有 無 從 便 復 
T42n1824_006:0091b20	見無。此並是汝有。汝無非關我也。三者上來	見 無 此 並 是 汝 有 汝 無 非 關 我 也 三 者 上 來 
T42n1824_006:0091b21	明無者。無汝所見五種人法耳。非無假名因	明 無 者 無 汝 所 見 五 種 人 法 耳 非 無 假 名 因 
T42n1824_006:0091b22	緣人法也。此之一答意有多門。一者上明無	緣 人 法 也 此 之 一 答 意 有 多 門 一 者 上 明 無 
T42n1824_006:0091b23	人無法。則破其有見。今明假名人法接其斷	人 無 法 則 破 其 有 見 今 明 假 名 人 法 接 其 斷 
T42n1824_006:0091b24	心。顯非有非無非斷非常之義。二者上明非	心 顯 非有非無 非 斷 非 常 之 義 二 者 上 明 非 
T42n1824_006:0091b25	人非法。即是中道。今明因緣人法。秤為假名。	人 非 法 即 是 中 道 今 明 因 緣 人 法 秤 為 假 名 
T42n1824_006:0091b26	此即是假前中中後假義。三者上明非人非	此 即 是 假 前 中 中 後 假 義 三 者 上 明 非 人 非 
T42n1824_006:0091b27	法。即是性空。今明因緣人法即是因緣空。故	法 即 是 性 空 今 明 因 緣 人 法 即 是 因 緣 空 故 
T42n1824_006:0091b28	得有人法。故山中舊云。於性空中立一切法。	得 有 人 法 故 山 中 舊 云 於 性 空 中 立 一 切 法 
T42n1824_006:0091b29	四者上明無人法。此明世諦破性說空即是	四 者 上 明 無 人 法 此 明 世 諦 破 性 說 空 即 是 
T42n1824_006:0091c01	世諦中道。今明因緣人法即是中道。世諦因	世 諦 中 道 今 明 因 緣 人 法 即 是 中 道 世 諦 因 
T42n1824_006:0091c02	緣人法未曾人法。即是非人非法名因緣空。	緣 人 法 未 曾 人 法 即 是 非 人 非 法 名 因 緣 空 
T42n1824_006:0091c03	即是真諦中道。問此但明因緣人法。何處有	即 是 真 諦 中 道 問 此 但 明 因 緣 人 法 何 處 有 
T42n1824_006:0091c04	非人非法文耶。答文顯在偈後長行。五者上	非 人 非 法 文 耶 答 文 顯 在 偈 後 長 行 五 者 上 
T42n1824_006:0091c05	明無五種人法即是破病。今明因緣人法即	明 無 五 種 人 法 即 是 破 病 今 明 因 緣 人 法 即 
T42n1824_006:0091c06	是申經。偈分為二。初有三句明有因緣人法。	是 申 經 偈 分 為 二 初 有 三 句 明 有 因 緣 人 法 
T42n1824_006:0091c07	更無有餘事一句。此辨更無外人五種人法。	更 無 有 餘 事 一 句 此 辨 更 無 外 人 五 種 人 法 
T42n1824_006:0091c08	一師初章中假語並是依作者品此文作之。	一 師 初 章 中 假 語 並 是 依 作 者 品 此 文 作 之 
T42n1824_006:0091c09	初章四對之失。即是前過外人人法不相因	初 章 四 對 之 失 即 是 前 過 外 人 人 法 不 相 因 
T42n1824_006:0091c10	義。四對之得。即是此文人法相因義。故初章	義 四 對 之 得 即 是 此 文 人 法 相 因 義 故 初 章 
T42n1824_006:0091c11	語起自此文也。中假起此品者。明外人性人	語 起 自 此 文 也 中 假 起 此 品 者 明 外 人 性 人 
T42n1824_006:0091c12	法不可得非人非法。即是假前中義。因緣人	法 不 可 得 非 人 非 法 即 是 假 前 中 義 因 緣 人 
T42n1824_006:0091c13	法即中前假義。因緣人法即是非人非法名	法 即 中 前 假 義 因 緣 人 法 即 是 非 人 非 法 名 
T42n1824_006:0091c14	假後中義。非人非法假名人法即中後假義。	假 後 中 義 非 人 非 法 假 名 人 法 即 中 後 假 義 
T42n1824_006:0091c15	而三論師雖誦初章中假之言。而不知文處	而 三 論 師 雖 誦 初 章 中 假 之 言 而 不 知 文 處 
T42n1824_006:0091c16	故今略示之。長行云。業先決定無者。此是	故 今 略 示 之 長 行 云 業 先 決 定 無 者 此 是 
T42n1824_006:0091c17	業先無決定耳。餘並易知。復次如破作作者	業 先 無 決 定 耳 餘 並 易 知 復 次 如 破 作 作 者 
T42n1824_006:0091c18	下。第二次破受受者。生起如前。	下 第 二 次 破 受 受 者 生 起 如 前 
T42n1824_006:0091c19	本住品第九	本 住 品 第 九 
T42n1824_006:0091c20	此品所以來者凡有八義。一者上破作作者。	此 品 所 以 來 者 凡 有 八 義 一 者 上 破 作 作 者 
T42n1824_006:0091c21	破人法用。今此品次破人法體。根本有神及	破 人 法 用 今 此 品 次 破 人 法 體 根 本 有 神 及 
T42n1824_006:0091c22	以諸根。然後始有造作之用。上雖破其用未	以 諸 根 然 後 始 有 造 作 之 用 上 雖 破 其 用 未 
T42n1824_006:0091c23	除其根故須破也。二者上別破即陰。今破離	除 其 根 故 須 破 也 二 者 上 別 破 即 陰 今 破 離 
T42n1824_006:0091c24	陰。三者上通破五種人法。一者人法俱有。	陰 三 者 上 通 破 五 種 人 法 一 者 人 法 俱 有 
T42n1824_006:0091c25	二者人法俱無。三者人法半有半無。四者人	二 者 人 法 俱 無 三 者 人 法 半 有 半 無 四 者 人 
T42n1824_006:0091c26	有法無法有人無。五者人一法三法一人三。	有 法 無 法 有 人 無 五 者 人 一 法 三 法 一 人 三 
T42n1824_006:0091c27	故遍破一切人法。今此一品重破初句。謂人	故 遍 破 一 切 人 法 今 此 一 品 重 破 初 句 謂 人 
T42n1824_006:0091c28	法俱有。以有病難除二空難信。故此一品廣	法 俱 有 以 有 病 難 除 二 空 難 信 故 此 一 品 廣 
T42n1824_006:0091c29	破人法有也。四者上來通破即離亦即亦離	破 人 法 有 也 四 者 上 來 通 破 即 離 亦 即 亦 離 
T42n1824_006:0092a01	非即非離一切諸我。今此一品別破離陰計	非 即 非 離 一 切 諸 我 今 此 一 品 別 破 離 陰 計 
T42n1824_006:0092a02	我。於即離中偏破離者。凡立人立法多言法	我 於 即 離 中 偏 破 離 者 凡 立 人 立 法 多 言 法 
T42n1824_006:0092a03	異於人人異於法。蓋是惑者之常情內外之	異 於 人 人 異 於 法 蓋 是 惑 者 之 常 情 內 外 之 
T42n1824_006:0092a04	通計。又犢子云。五陰和合別有於人。成實	通 計 又 犢 子 云 五 陰 和 合 別 有 於 人 成 實 
T42n1824_006:0092a05	師云。法則是實人則是假。故是離法有人之	師 云 法 則 是 實 人 則 是 假 故 是 離 法 有 人 之 
T42n1824_006:0092a06	義。所以須偏破也。五者此論正破於內傍破	義 所 以 須 偏 破 也 五 者 此 論 正 破 於 內 傍 破 
T42n1824_006:0092a07	於外。作作者已破內人法竟。今此一品次破	於 外 作 作 者 已 破 內 人 法 竟 今 此 一 品 次 破 
T42n1824_006:0092a08	外道人法。問何以知此品破外道義耶。答後	外 道 人 法 問 何 以 知 此 品 破 外 道 義 耶 答 後 
T42n1824_006:0092a09	長行文云。有論師云此出入息視眴等是神	長 行 文 云 有 論 師 云 此 出 入 息 視 眴 等 是 神 
T42n1824_006:0092a10	相。即是優樓迦義。故知破外道也。六者自	相 即 是 優 樓 迦 義 故 知 破 外 道 也 六 者 自 
T42n1824_006:0092a11	上已來破生死中假人造作義。此之一品的	上 已 來 破 生 死 中 假 人 造 作 義 此 之 一 品 的 
T42n1824_006:0092a12	破大乘人謂世出世佛性依持。則是舉始終	破 大 乘 人 謂 世 出 世 佛 性 依 持 則 是 舉 始 終 
T42n1824_006:0092a13	世出世也。如大乘人之言。本有如來藏為生	世 出 世 也 如 大 乘 人 之 言 本 有 如 來 藏 為 生 
T42n1824_006:0092a14	死依持建立。生死則依如來藏名為本住。生	死 依 持 建 立 生 死 則 依 如 來 藏 名 為 本 住 生 
T42n1824_006:0092a15	死有於生滅如來藏不生不滅。而如來藏離	死 有 於 生 滅 如 來 藏 不生不滅 而 如 來 藏 離 
T42n1824_006:0092a16	陰而有。故涅槃云。我者即是如來藏義。故	陰 而 有 故 涅 槃 云 我 者 即 是 如 來 藏 義 故 
T42n1824_006:0092a17	知神我佛性如來藏阿摩識等。悉是本住之	知 神 我 佛 性 如 來 藏 阿 摩 識 等 悉 是 本 住 之 
T42n1824_006:0092a18	異名。數論師云。不有心神而已。有心神必有	異 名 數 論 師 云 不 有 心 神 而 已 有 心 神 必 有 
T42n1824_006:0092a19	得佛之理。故心神為本。不同草木盡在一化。	得 佛 之 理 故 心 神 為 本 不 同 草 木 盡 在 一 化 
T42n1824_006:0092a20	又云真諦為本。真諦即是無住。故從無住本	又 云 真 諦 為 本 真 諦 即 是 無 住 故 從 無 住 本 
