X59n1084_001:0324b06	 纂要序	 纂 要 序 
X59n1084_002:0340b05	南征。失陷沙場內。為國亡身。來受甘露味。	南 征 失 陷 沙 場 內 為 國 亡 身 來 受 甘 露 味 
X59n1084_002:0340b06	學古窮今。錦繡文章士。映雪偷光。苦志寒窓內。命運	學 古 窮 今 錦 繡 文 章 士 映 雪 偷 光 苦 志 寒 窓 內 命 運 
X59n1084_002:0340b07	蹉跎。金榜無名字鬱鬱幽魂。來受甘露味。	蹉 跎 金 榜 無 名 字 鬱 鬱 幽 魂 來 受 甘 露 味 
X59n1084_002:0340b08	割愛辭親。早入空門內。訪道尋師。只為超生死。暑往	割 愛 辭 親 早 入 空 門 內 訪 道 尋 師 只 為 超 生 死 暑 往 
X59n1084_002:0340b09	寒來。不覺無常至。返照回光。早證菩提位。	寒 來 不 覺 無 常 至 返 照 回 光 早 證 菩 提 位 
X59n1084_002:0340b10	羽服黃冠。早發修真志。煉藥燒丹。養性還元氣。苦行	羽 服 黃 冠 早 發 修 真 志 煉 藥 燒 丹 養 性 還 元 氣 苦 行 
X59n1084_002:0340b11	勞神。指望登仙位。莫戀遺形。來受甘露味。	勞 神 指 望 登 仙 位 莫 戀 遺 形 來 受 甘 露 味 
X59n1084_002:0340b12	孝子賢孫。義勇忠良士。烈女貞妻。視死如歸去。仗節	孝 子 賢 孫 義 勇 忠 良 士 烈 女 貞 妻 視 死 如 歸 去 仗 節 
X59n1084_002:0340b13	亡軀。千古留英氣。耿耿靈魂。來受甘露味。	亡 軀 千 古 留 英 氣 耿 耿 靈 魂 來 受 甘 露 味 
X59n1084_002:0340b14	女道尼流。身住黃金地。鸞鳳緣空。不染人間事。未了	女 道 尼 流 身 住 黃 金 地 鸞 鳳 緣 空 不 染 人 間 事 未 了 
X59n1084_002:0340b15	無為。流浪虗生死。清淨幽魂。來受甘露味。	無 為 流 浪 虗 生 死 清 淨 幽 魂 來 受 甘 露 味 
X59n1084_002:0340b16	地理天文。醫藥陰陽類。卜卦占龜。風鑑并星士。報吉	地 理 天 文 醫 藥 陰 陽 類 卜 卦 占 龜 風 鑑 并 星 士 報 吉 
X59n1084_002:0340b17	談凶。難免無常至。棄偽歸真。來受甘露味。	談 凶 難 免 無 常 至 棄 偽 歸 真 來 受 甘 露 味 
X59n1084_002:0340b18	坐賈行啇。種種經營輩。藝術多能。貿易求財利。背井	坐 賈 行 啇 種 種 經 營 輩 藝 術 多 能 貿 易 求 財 利 背 井 
X59n1084_002:0340b19	離鄉死在他方地。旅夢悠悠來受甘露味。	離 鄉 死 在 他 方 地 旅 夢 悠 悠 來 受 甘 露 味 
X59n1084_002:0340b20	犯法遭刑。牢獄長幽繫。負命謀財。債主冤家類。腫毒	犯 法 遭 刑 牢 獄 長 幽 繫 負 命 謀 財 債 主 冤 家 類 腫 毒 
X59n1084_002:0340b21	瘟[病丙+皇]。凍死饑亡輩。速離黃泉。來受甘露味。	瘟 [病丙皇] 凍 死 饑 亡 輩 速 離 黃 泉 來 受 甘 露 味 
X59n1084_002:0340b22	車碾傷殘。馬踏身形碎。墻倒崕崩。自刎懸梁縊。水火	車 碾 傷 殘 馬 踏 身 形 碎 墻 倒 崕 崩 自 刎 懸 梁 縊 水 火 
X59n1084_002:0340b23	漂。焚虎咬蛇傷類。九橫孤魂。來受甘露味。	漂 焚 虎 咬 蛇 傷 類 九 橫 孤 魂 來 受 甘 露 味 
X59n1084_002:0340b24	食血茹毛。生長蠻夷地。負債償勞。婢妾并奴隷瘖瘂	食 血 茹 毛 生 長 蠻 夷 地 負 債 償 勞 婢 妾 并 奴 隷 瘖 瘂 
X59n1084_002:0340c01	盲聾。殘疾無依恃。受苦冤魂。來受甘露味。	盲 聾 殘 疾 無 依 恃 受 苦 冤 魂 來 受 甘 露 味 
X59n1084_002:0340c02	忤逆爺娘。怨黷天和地。謗佛欺僧。毀像焚經偈。邪見	忤 逆 爺 娘 怨 黷 天 和 地 謗 佛 欺 僧 毀 像 焚 經 偈 邪 見 
X59n1084_002:0340c03	深沉。苦報無邊際。十惡狂魂。來受甘露味。	深 沉 苦 報 無 邊 際 十 惡 狂 魂 來 受 甘 露 味 
X59n1084_002:0340c04	大施門開。薦拔孤魂輩。祖稱先亡。五姓冤家類。八難	大 施 門 開 薦 拔 孤 魂 輩 祖 稱 先 亡 五 姓 冤 家 類 八 難 
X59n1084_002:0340c05	三途。平等俱超濟。仗佛慈光。來受甘露味。	三 途 平 等 俱 超 濟 仗 佛 慈 光 來 受 甘 露 味 
X59n1084_002:0340c06	阿彌陀佛。宿有無邊誓。觀見迷途。苦海常漂溺。垂手	阿 彌 陀 佛 宿 有 無 邊 誓 觀 見 迷 途 苦 海 常 漂 溺 垂 手 
X59n1084_002:0340c07	提携。特駕慈航至。普度眾生。同赴蓮池會。	提 携 特 駕 慈 航 至 普 度 眾 生 同 赴 蓮 池 會 
X59n1084_002:0340c08	∴蓮池海會佛菩薩	 蓮 池 海 會 佛 菩 薩 
X59n1084_002:0340c09	　我以大悲佛神力　　召請冥陽諸有情	 我 以 大 悲 佛 神 力 召 請 冥 陽 諸 有 情 
X59n1084_002:0340c10	　曠劫饑虗餓鬼等　　不違佛勅來降臨	 曠 劫 饑 虗 餓 鬼 等 不 違 佛 勅 來 降 臨 
X59n1084_002:0340c11	次結召請餓鬼印(左羽作無畏相直前舒掌竪掌向外右羽向前	次 結 召 請 餓 鬼 印 左 羽 作 無 畏 相 直 前 舒 掌 竪 掌 向 外 右 羽 向 前 
X59n1084_002:0340c12	竪四度微曲進度鈎召真言曰)。	竪 四 度 微 曲 進 度 鈎 召 真 言 曰 
X59n1084_002:0340c13	唵即納即葛移希曳(二合)歇莎訶	唵 即 納 即 葛 移 希 曳 二 合 歇 莎 訶 
X59n1084_002:0340c15	(此印呪。出燄熾餓鬼	 此 印 呪 出 燄 熾 餓 鬼 
X59n1084_002:0340c16	母本續。自身想觀自	母 本 續 自 身 想 觀 自 
X59n1084_002:0340c17	在菩薩。心月輪上想。	在 菩 薩 心 月 輪 上 想 
X59n1084_002:0340c18	紅色 [口*紇]哩(二合)字。	紅 色 [口紇] 哩 二 合 字 
X59n1084_002:0340c19	印及字母。流出光明。	印 及 字 母 流 出 光 明 
X59n1084_002:0340c20	照彼罪人。口誦神呪。	照 彼 罪 人 口 誦 神 呪 
X59n1084_002:0340c21	隨光來至行者面前。大眾贊善安慰。既至道場。遶佛	隨 光 來 至 行 者 面 前 大 眾 贊 善 安 慰 既 至 道 場 遶 佛 
X59n1084_002:0340c22	三匝。投身布禮。至回向已。還禮聖眾。退坐一面。從壇	三 匝 投 身 布 禮 至 回 向 已 還 禮 聖 眾 退 坐 一 面 從 壇 
X59n1084_002:0340c23	東門至于南門。地獄眾居。南門至西南隅。餓鬼眾居	東 門 至 于 南 門 地 獄 眾 居 南 門 至 西 南 隅 餓 鬼 眾 居 
X59n1084_002:0340c24	西南隅至西門。畜生趣居。自西門至西北隅。人趣宮	西 南 隅 至 西 門 畜 生 趣 居 自 西 門 至 西 北 隅 人 趣 宮 
X59n1084_002:0340c25	室。西北隅至北門。修羅所居。北門至東門。天仙所居。	室 西 北 隅 至 北 門 修 羅 所 居 北 門 至 東 門 天 仙 所 居 
X59n1084_002:0340c26	或無壇室。自上至下。勝劣居之。亦得重座。色印如開	或 無 壇 室 自 上 至 下 勝 劣 居 之 亦 得 重 座 色 印 如 開 
X59n1084_002:0341a01	合錄說)。	合 錄 說 
X59n1084_002:0341a02	既召請已。普皆雲集。以愍念心。讚嘆慰喻。令歡喜已。	既 召 請 已 普 皆 雲 集 以 愍 念 心 讚 嘆 慰 喻 令 歡 喜 已 
X59n1084_002:0341a03	渴仰于法。	渴 仰 于 法 
X59n1084_002:0341a04	善來諸佛子。曾結勝緣故。今遇此佳會。勿得生憂怖。	善 來 諸 佛 子 曾 結 勝 緣 故 今 遇 此 佳 會 勿 得 生 憂 怖 
X59n1084_002:0341a05	一心渴仰法。不出于此時。戒品而沾身。速令離苦趣。	一 心 渴 仰 法 不 出 于 此 時 戒 品 而 沾 身 速 令 離 苦 趣 
X59n1084_002:0341a06	　汝等諸佛子　　得遇道場中　　所有一切罪	 汝 等 諸 佛 子 得 遇 道 場 中 所有一切 罪 
X59n1084_002:0341a07	　召入金剛掌	 召 入 金 剛 掌 
X59n1084_002:0341a08	次結召罪印(二羽金剛縛忍願伸如針進力曲如鈎召罪真言曰)。	次 結 召 罪 印 二 羽 金 剛 縛 忍 願 伸 如 針 進 力 曲 如 鈎 召 罪 真 言 曰 
X59n1084_002:0341a09	唵薩哩斡(二合)巴鉢羯哩(二合)沙拏(二合)月戍馱納斡資囉	唵 薩 哩 斡 二 合 巴 鉢 羯 哩 二 合 沙 拏 二 合 月 戍 馱 納 斡 資 囉 
X59n1084_002:0341a10	(二合)薩埵薩麻耶吽拶	 二 合 薩 埵 薩 麻 耶 吽 拶 
X59n1084_002:0341a12	(師印呪可知。應想于二中指尖上。想白色[口*紇]哩(二合)	 師 印 呪 可 知 應 想 于 二 中 指 尖 上 想 白 色 [口紇] 哩 二 合 
X59n1084_002:0341a13	 字出光。入彼身中。出其罪猶如烟霧而合。問。罪無	 字 出 光 入 彼 身 中 出 其 罪 猶 如 烟 霧 而 合 問 罪 無 
X59n1084_002:0341a14	實體。云何今說。如彼	實 體 云 何 今 說 如 彼 
X59n1084_002:0341a15	烟霧出。有實體耶。答	烟 霧 出 有 實 體 耶 答 
X59n1084_002:0341a16	雖無實體能充塞天	雖 無 實 體 能 充 塞 天 
X59n1084_002:0341a17	地。障蔽心目。不能得	地 障 蔽 心 目 不 能 得 
X59n1084_002:0341a18	見諸佛清淨境界。今	見 諸 佛 清 淨 境 界 今 
X59n1084_002:0341a19	借諸霧。為所緣相。以召其罪。鈎罪契經云。曲進力度	借 諸 霧 為 所 緣 相 以 召 其 罪 鈎 罪 契 經 云 曲 進 力 度 
X59n1084_002:0341a20	于忍願。皆作跋折囉服形。勿相拄著。觀自身成觀自	于 忍 願 皆 作 跋 折 囉 服 形 勿 相 拄 著 觀 自 身 成 觀 自 
X59n1084_002:0341a21	在菩薩。心月輪上。想白色[口*紇]哩字。出鈎火光。口出秘	在 菩 薩 心 月 輪 上 想 白 色 [口紇] 哩 字 出 鈎 火 光 口 出 秘 
X59n1084_002:0341a22	密言。鈎攝一切有情。三惡趣業。并自身三惡趣業。黑	密 言 鈎 攝 一切有情 三 惡 趣 業 并 自 身 三 惡 趣 業 黑 
X59n1084_002:0341a23	色如雲霧。眾罪召入掌。變成諸鬼形。金剛頂瑜伽念	色 如 雲 霧 眾 罪 召 入 掌 變 成 諸 鬼 形 金 剛 頂 瑜 伽 念 
X59n1084_002:0341a24	誦云。誦此秘密時。想彼罪形。如鬼。黑色髮竪。即以二	誦 云 誦 此 秘 密 時 想 彼 罪 形 如 鬼 黑 色 髮 竪 即 以 二 
X59n1084_002:0341a25	羽諸度。各各相鈎。頭入掌內。想以進力二度。鈎夾彼	羽 諸 度 各 各 相 鈎 頭 入 掌 內 想 以 進 力 二 度 鈎 夾 彼 
X59n1084_002:0341a26	罪。令入掌中。隨結摧罪印相餘度面各相捻。忍願二	罪 令 入 掌 中 隨 結 摧 罪 印 相 餘 度 面 各 相 捻 忍 願 二 
X59n1084_002:0341a27	度直伸如針)。	度 直 伸 如 針 
X59n1084_002:0341b01	　摧罪諸惡業　　猶如劫火滅　　火滅還曾有	 摧 罪 諸 惡 業 猶 如 劫 火 滅 火 滅 還 曾 有 
X59n1084_002:0341b02	　金剛碎微塵	 金 剛 碎 微 塵 
X59n1084_002:0341b03	次結摧罪印	次 結 摧 罪 印 
X59n1084_002:0341b04	唵斡資囉(二合)巴尼月斯普(二合)吒耶薩哩斡(二合)阿巴耶	唵 斡 資 囉 二 合 巴 尼 月 斯 普 二 合 吒 耶 薩 哩 斡 二 合 阿 巴 耶 
X59n1084_002:0341b05	班塔拏尼不囉(二合)穆恰耶薩哩斡(二合)阿巴耶葛諦毗	班 塔 拏 尼 不 囉 二 合 穆 恰 耶 薩 哩 斡 二 合 阿 巴 耶 葛 諦 毗 
X59n1084_002:0341b06	藥(二合)薩哩斡(二合)薩埵喃薩哩斡(二合)答塔葛達斡資囉	藥 二 合 薩 哩 斡 二 合 薩 埵 喃 薩 哩 斡 二 合 答 塔 葛 達 斡 資 囉 
X59n1084_002:0341b07	(二合)三麻耶吽怛囉吒	 二 合 三 麻 耶 吽 怛 囉 吒 
X59n1084_002:0341b09	(師印呪可知。于二	 師 印 呪 可 知 于 二 
X59n1084_002:0341b10	中指尖上。左想怛	中 指 尖 上 左 想 怛 
X59n1084_002:0341b11	囉（二合） 字。右想	囉 二 合 字 右 想 
X59n1084_002:0341b12	吒 字。並金色。廖	吒 字 並 金 色 廖 
X59n1084_002:0341b13	當行人身自增長	當 行 人 身 自 增 長 
X59n1084_002:0341b14	作青色綠色。觀音菩薩之身。每念呪一遍。二中指摩	作 青 色 綠 色 觀 音 菩 薩 之 身 每 念 呪 一 遍 二 中 指 摩 
X59n1084_002:0341b15	搖。至後一遍叉過拍手作聲。想彼罪山。猶如瓦塌而	搖 至 後 一 遍 叉 過 拍 手 作 聲 想 彼 罪 山 猶 如 瓦 塌 而 
X59n1084_002:0341b16	倒。前來所召之罪。如烟霧者。應念而散。問。罪無體相。	倒 前 來 所 召 之 罪 如 烟 霧 者 應 念 而 散 問 罪 無 體 相 
X59n1084_002:0341b17	云何摧耶。答。正謂之無故摧也。若決定有。豈能摧耶。	云 何 摧 耶 答 正 謂 之 無 故 摧 也 若 決 定 有 豈 能 摧 耶 
X59n1084_002:0341b18	  )。	 
X59n1084_002:0341b19	(鈎罪經云。心月輪上。想青色[口*紇]哩(二合) 字出光照	 鈎 罪 經 云 心 月 輪 上 想 青 色 [口紇] 哩 二 合 字 出 光 照 
X59n1084_002:0341b20	前罪業相。應將忍願三拍。摧前眾罪形狀。口誦密言。	前 罪 業 相 應 將 忍 願 三 拍 摧 前 眾 罪 形 狀 口 誦 密 言 
X59n1084_002:0341b21	罪相悉摧盡。令滅無有餘。金剛頂念誦法云。于願度	罪 相 悉 摧 盡 令 滅 無 有 餘 金 剛 頂 念 誦 法 云 于 願 度 
X59n1084_002:0341b22	端想一答囉 字。忍度端想一吒 字。復于字上。想	端 想 一 答 囉 字 忍 度 端 想 一 吒 字 復 于 字 上 想 
X59n1084_002:0341b23	生火燄。夾取彼罪誦摧罪呪。誦密語已。用力撚之。如	生 火 燄 夾 取 彼 罪 誦 摧 罪 呪 誦 密 語 已 用 力 撚 之 如 
X59n1084_002:0341b24	彈指法。右上左下。或準金剛頂經。身作降三世。印觀	彈 指 法 右 上 左 下 或 準 金 剛 頂 經 身 作 降 三 世 印 觀 
X59n1084_002:0341b25	獨股杵。厲聲誦真言。忍願應三拍。約文中云。業報有	獨 股 杵 厲 聲 誦 真 言 忍 願 應 三 拍 約 文 中 云 業 報 有 
X59n1084_002:0341b26	二。業中復有現行種子成就。現行業中有定不定。今	二 業 中 復 有 現 行 種 子 成 就 現 行 業 中 有 定 不 定 今 
X59n1084_002:0341b27	此印中。滅不定業者也)。	此 印 中 滅 不 定 業 者 也 
X59n1084_002:0341c01	　定業不可轉　　三昧加持力　　無始諸障難	 定 業 不 可 轉 三 昧 加 持 力 無 始 諸 障 難 
X59n1084_002:0341c02	　一切皆消滅	 一 切 皆 消 滅 
X59n1084_002:0341c03	次結破定業印(二羽金剛掌進力屈二節禪智押二度淨業真言曰)。	次 結 破 定 業 印 二 羽 金 剛 掌 進 力 屈 二 節 禪 智 押 二 度 淨 業 真 言 曰 
X59n1084_002:0341c04	唵斡資囉(二合)葛哩麻(二合)月束塔耶薩哩斡(二合)阿咓囉	唵 斡 資 囉 二 合 葛 哩 麻 二 合 月 束 塔 耶 薩 哩 斡 二 合 阿 咓 囉 
X59n1084_002:0341c05	拏你(二合)菩塔薩底曳(二合)納三麻耶吽	拏 你 二 合 菩 塔 薩 底 曳 二 合 納 三 麻 耶 吽 
X59n1084_002:0341c07	(師印呪可知。心月輪上。想一青色[口*紇]哩(二合) 字出	 師 印 呪 可 知 心 月 輪 上 想 一 青 色 [口紇] 哩 二 合 字 出 
X59n1084_002:0341c08	光。照前諸鬼眾。所有	光 照 前 諸 鬼 眾 所 有 
X59n1084_002:0341c09	諸佛出世不通懺悔	諸佛出世 不 通 懺 悔 
X59n1084_002:0341c10	之業。應想自性清淨。	之 業 應 想 自 性 清 淨 
X59n1084_002:0341c11	本無作想。觀彼鬼眾。	本 無 作 想 觀 彼 鬼 眾 
X59n1084_002:0341c12	及佛與心。三無差別。	及 佛 與 心 三無差別 
X59n1084_002:0341c13	是名破決定業也。此	是 名 破 決 定 業 也 此 
X59n1084_002:0341c14	一法正是斷所知障。學者須知之)。	一 法 正 是 斷 所 知 障 學 者 須 知 之 
X59n1084_002:0341c15	(此印呪出不動本續。有十二種諸佛不通懺悔定業	 此 印 呪 出 不 動 本 續 有 十 二 種 諸 佛 不 通 懺 悔 定 業 
X59n1084_002:0341c16	印。又云。手結定業印。自身想觀自在菩薩心月輪上。	印 又 云 手 結 定 業 印 自 身 想 觀 自 在 菩 薩 心 月 輪 上 
X59n1084_002:0341c17	想青色[口*紇]哩(二合) 字出光。口誦心密言。照前諸鬼	想 青 色 [口紇] 哩 二 合 字 出 光 口 誦 心 密 言 照 前 諸 鬼 
X59n1084_002:0341c18	等。所有諸佛不通懺悔之業。并自身三惡趣業。轉重	等 所 有 諸 佛 不 通 懺 悔 之 業 并 自 身 三 惡 趣 業 轉 重 
X59n1084_002:0341c19	為輕。重即定業。此中轉滅粗重決定業故。以上二印。	為 輕 重 即 定 業 此 中 轉 滅 粗 重 決 定 業 故 以 上 二 印 
X59n1084_002:0341c20	淨現行竟。輕微種子。滅罪印除。淨業。準儀軌經文)。	淨 現 行 竟 輕 微 種 子 滅 罪 印 除 淨 業 準 儀 軌 經 文 
X59n1084_002:0341c21	　罪性本空由心造　　心若滅時罪亦亡	 罪 性 本 空 由 心 造 心 若 滅 時 罪 亦 亡 
X59n1084_002:0341c22	　罪亡心滅兩俱空　　是則名為真懺悔	 罪 亡 心 滅 兩 俱 空 是 則 名 為 真 懺 悔 
X59n1084_002:0341c23	次結懺悔滅罪印(二羽金剛縛進力屈二節禪智押二度懺悔真	次 結 懺 悔 滅 罪 印 二 羽 金 剛 縛 進 力 屈 二 節 禪 智 押 二 度 懺 悔 真 
X59n1084_002:0341c24	言曰)。	言 曰 
X59n1084_002:0341c25	唵薩哩斡(二合)巴鉢月斯普(二合)吒怛賀納斡資囉(二合)耶	唵 薩 哩 斡 二 合 巴 鉢 月 斯 普 二 合 吒 怛 賀 納 斡 資 囉 二 合 耶 
X59n1084_002:0341c26	莎訶	莎 訶 
X59n1084_002:0342a02	(師印呪可知。應想	 師 印 呪 可 知 應 想 
X59n1084_002:0342a03	二屈指上。有白色	二 屈 指 上 有 白 色 
X59n1084_002:0342a04	[口*紇]哩(二合) 字。入	[口紇] 哩 二 合 字 入 
X59n1084_002:0342a05	彼鬼身。如日爍露	彼 鬼 身 如 日 爍 露 
X59n1084_002:0342a06	之狀。罪垢銷鎔。猶	之 狀 罪 垢 銷 鎔 猶 
X59n1084_002:0342a07	如墨汁。從足流下。滲入地中。至金剛際。問。前來既召	如 墨 汁 從 足 流 下 滲 入 地 中 至 金 剛 際 問 前 來 既 召 
X59n1084_002:0342a08	既摧既破。今復為懺悔何耶。答。前來並是理懺悔。今	既 摧 既 破 今 復 為 懺 悔 何 耶 答 前 來 並 是 理 懺 悔 今 
X59n1084_002:0342a09	者方是事懺悔。理事無礙故不濫也。又問。何罪如墨	者 方 是 事 懺 悔 理 事 無 礙 故 不 濫 也 又 問 何 罪 如 墨 
X59n1084_002:0342a10	汁。答罪者。黑業也。故以黑表。汁有流注之義。故云。如	汁 答 罪 者 黑 業 也 故 以 黑 表 汁 有 流 注 之 義 故 云 如 
X59n1084_002:0342a11	墨汁者也)。	墨 汁 者 也 
X59n1084_002:0342a12	諸佛子等。既懺悔已。百劫積集罪。一念頓消除。如火	諸 佛 子 等 既 懺 悔 已 百 劫 積 集 罪 一 念 頓 消 除 如 火 
X59n1084_002:0342a13	焚枯草。滅盡無有餘。	焚 枯 草 滅 盡 無 有 餘 
X59n1084_002:0342a14	　一滴清凉水　　能除饑渴痟　　彈洒灌頂門	 一 滴 清 凉 水 能 除 饑 渴 痟 彈 洒 灌 頂 門 
X59n1084_002:0342a15	　悉令獲安樂	 悉 令 獲 安 樂 
X59n1084_002:0342a16	次結妙色身如來施甘露印(或云施清凉印。即以右羽	次 結 妙 色 身 如 來 施 甘 露 印 或 云 施 清 凉 印 即 以 右 羽 
X59n1084_002:0342a17	轉腕向前。進禪度相彈。施甘露真言)。	轉 腕 向 前 進 禪 度 相 彈 施 甘 露 真 言 
X59n1084_002:0342a18	那謨蘇嚕癹耶答塔葛達耶怛牒塔唵酥嚕酥嚕鉢	那 謨 蘇 嚕 癹 耶 答 塔 葛 達 耶 怛 牒 塔 唵 酥 嚕 酥 嚕 鉢 
X59n1084_002:0342a19	囉(二合)酥嚕鉢囉(二合)酥嚕莎訶	囉 二 合 酥 嚕 鉢 囉 二 合 酥 嚕 莎 訶 
