T52n2118_001:0794b19	折疑論敘	折 疑 論 敘 
T52n2118_003:0809b06	且北星之辰(北斗七星之前有五星。天文步天歌曰。第一座名紫微星。第二座太子星。第三座庶	且 北 星 之 辰 北斗七星 之 前 有 五 星 天 文 步 天 歌 曰 第 一 座 名 紫 微 星 第 二 座 太 子 星 第 三 座 庶 
T52n2118_003:0809b07	子星。第四座后宮星。第五座天樞星。以星言之。為北辰也)。	子 星 第 四 座 后 宮 星 第 五 座 天 樞 星 以 星 言 之 為 北 辰 也 
T52n2118_003:0809b08	在天之中(又步天歌中。所謂天之中有三垣。若品字而排。第一紫微垣。第二太微垣。第三天市垣。	在 天 之 中 又 步 天 歌 中 所 謂 天 之 中 有 三 垣 若 品 字 而 排 第 一 紫 微 垣 第 二 太 微 垣 第 三 天 市 垣 
T52n2118_003:0809b09	外有二十八宿。分位兼諸餘星以理取之。其辰正在天之中也)。	外 有 二 十 八 宿 分 位 兼 諸 餘 星 以 理 取 之 其 辰 正 在 天 之 中 也 
T52n2118_003:0809b10	在齊之北。以此觀之。齊魯漢魏之地。未必為	在 齊 之 北 以 此 觀 之 齊 魯 漢 魏 之 地 未 必 為 
T52n2118_003:0809b11	中也(言北星辰在齊地分之北。如此則齊國魯國魏國等。亦未是中也)。	中 也 言 北 星 辰 在 齊 地 分 之 北 如 此 則 齊 國 魯 國 魏 國 等 亦 未 是 中 也 
T52n2118_003:0809b12	若此以彼為西戎。彼必以此為東夷矣(假如此。望彼天	若 此 以 彼 為 西 戎 彼 必 以 此 為 東 夷 矣 假 如 此 望 彼 天 
T52n2118_003:0809b13	竺國為西戎。彼必指此國。為東夷之地也)。	竺 國 為 西 戎 彼 必 指 此 國 為 東 夷 之 地 也 
T52n2118_003:0809b14	而又且孰為其中耶(孰誰也。若此則果以將誰國而為中國也)。	而 又 且 孰 為 其 中 耶 孰 誰 也 若 此 則 果 以 將 誰 國 而 為 中 國 也 
T52n2118_003:0809b15	自高天之所覆。厚地之所載。山川之廣。邦域	自 高 天 之 所 覆 厚 地 之 所 載 山 川 之 廣 邦 域 
T52n2118_003:0809b16	之多。不可以億數而記(算數曰。十萬為億。言天地之間。山川廣大。邦域盛	之 多 不 可 以 億 數 而 記 算 數 曰 十 萬 為 億 言 天 地 之 間 山 川 廣 大 邦 域 盛 
T52n2118_003:0809b17	多。故不可以億萬之數而記之)。	多 故 不 可 以 億 萬 之 數 而 記 之 
T52n2118_003:0809b18	又焉知此為中乎。彼為邊乎(若此言之。又何知此間為中國彼間為	又 焉 知 此 為 中 乎 彼 為 邊 乎 若 此 言 之 又 何 知 此 間 為 中 國 彼 間 為 
T52n2118_003:0809b19	邊乎)。	邊 乎 
T52n2118_003:0809b20	且佛經以三千大千世界。為一化佛所王之	且 佛 經 以 三千大千世界 為 一 化 佛 所 王 之 
T52n2118_003:0809b21	寰宇也(王去聲。若君臨天下曰王。經云。三千小千世界為中千世界。三千中千世界為一大千世界。如	寰 宇 也 王 去 聲 若 君 臨 天 下 曰 王 經 云 三 千 小千世界 為 中千世界 三 千 中千世界 為 一 大千世界 如 
T52n2118_003:0809b22	三千大千世界。為一化佛所掌寰區之宇也)。	三千大千世界 為 一 化 佛 所 掌 寰 區 之 宇 也 
T52n2118_003:0809b23	吾是以尊而學之。以從其大(我由是尊奉而學之。故順從佛之廣大也)。	吾 是 以 尊 而 學 之 以 從 其 大 我 由 是 尊 奉 而 學 之 故 順 從 佛 之 廣 大 也 
T52n2118_003:0809b24	夫金玉不相傷(金玉之寶各有所貴。何相傷害)。	夫 金 玉 不 相 傷 金 玉 之 寶 各 有 所 貴 何 相 傷 害 
T52n2118_003:0809b25	青碧不相妨(青碧之色。各有所用。何相妨礙)。	青 碧 不 相 妨 青 碧 之 色 各 有 所 用 何 相 妨 礙 
T52n2118_003:0809b26	且大海一滴。味具百川(則喻大海一滴之水具全百川之味。然百川混流入海。	且 大 海 一 滴 味 具 百 川 則 喻 大 海 一 滴 之 水 具 全 百 川 之 味 然 百 川 混 流 入 海 
T52n2118_003:0809b27	故味則一也)。	故 味 則 一 也 
T52n2118_003:0809c01	出世之道頗知。則世間之道不勞而得矣(但頗少知	出 世 之 道 頗 知 則 世 間 之 道 不 勞 而 得 矣 但 頗 少 知 
T52n2118_003:0809c02	出世間之道。則世間之道不待勞慮而知得矣)。	出 世 間 之 道 則 世 間 之 道 不 待 勞 慮 而 知 得 矣 
T52n2118_003:0809c03	夫如是。則周孔之道其何捨之有耶。非聖賢	夫 如 是 則 周 孔 之 道 其 何 捨 之 有 耶 非 聖 賢 
T52n2118_003:0809c04	拘於夷夏。而人自夷夏耳。	拘 於 夷 夏 而 人 自 夷 夏 耳 
T52n2118_003:0809c05	釋謗第十二(此編解釋毀謗之疑。故曰釋謗)	釋 謗 第 十 二 此 編 解 釋 毀 謗 之 疑 故 曰 釋 謗 
T52n2118_003:0809c06	客曰。吾聞持戒者。防一切惡。發一切善。清	客 曰 吾 聞 持 戒 者 防 一 切 惡 發 一 切 善 清 
T52n2118_003:0809c07	淨無染。不茹葷物(客引釋氏戒法言。我聞戒者凡一切惡事防護不可為。一切善事可	淨 無 染 不 茹 葷 物 客 引 釋 氏 戒 法 言 我 聞 戒 者 凡 一 切 惡 事 防 護 不 可 為 一 切 善 事 可 
T52n2118_003:0809c08	行。決當發方為清淨不染。又不可用五辛葷茹。以是徵難)。	行 決 當 發 方 為 清 淨 不 染 又 不 可 用 五 辛 葷 茹 以 是 徵 難 
T52n2118_003:0809c09	今見沙門觸染梵行。耽嗜酒漿(梵語梵。此云淨也。客言。今見僧	今 見 沙 門 觸 染 梵 行 耽 嗜 酒 漿 梵 語 梵 此 云 淨 也 客 言 今 見 僧 
T52n2118_003:0809c10	染淨行耽著嗜愛於酒漿也)。	染 淨 行 耽 著 嗜 愛 於 酒 漿 也 
T52n2118_003:0809c11	權量商賈。貿易貨殖(秤為權。尺為度。斗斛為量。行曰商。坐曰賈。交易市價曰貿。	權 量 商 賈 貿 易 貨 殖 秤 為 權 尺 為 度 斗 斛 為 量 行 曰 商 坐 曰 賈 交 易 市 價 曰 貿 
T52n2118_003:0809c12	改變無常。曰易交財化物曰貨。積聚財寶曰殖)。	改 變 無 常 曰 易 交 財 化 物 曰 貨 積 聚 財 寶 曰 殖 
T52n2118_003:0809c13	以此觀之。豈無犯耶(用此觀視。豈不犯於戒律也耶)。	以 此 觀 之 豈 無 犯 耶 用 此 觀 視 豈 不 犯 於 戒 律 也 耶 
T52n2118_003:0809c14	妙明曰。子之所言略近而忘遠。取小以遺大	妙 明 曰 子 之 所 言 略 近 而 忘 遠 取 小 以 遺 大 
T52n2118_003:0809c15	也(責客曰。子所言之如略少近而忘其深遠而取小節忘其廣大也)。	也 責 客 曰 子 所 言 之 如 略 少 近 而 忘 其 深 遠 而 取 小 節 忘 其 廣 大 也 
T52n2118_003:0809c16	夫日月雖高而蝕(陰陽誌云日者眾陽之宗。月者太陰之精。以高而言。則日月去地四萬	夫 日 月 雖 高 而 蝕 陰 陽 誌 云 日 者 眾 陽 之 宗 月 者 太 陰 之 精 以 高 而 言 則 日 月 去 地 四 萬 
T52n2118_003:0809c17	餘繕那亦云由旬。一由旬四十里。如此之高。尚有所蝕之患難也)。	餘 繕 那 亦 云 由 旬 一 由 旬 四 十 里 如 此 之 高 尚 有 所 蝕 之 患 難 也 
T52n2118_003:0809c18	圭璧雖貴而瑕(圭瑞玉也。說文曰。上圓而下方。天子大朝以執之寶中最貴者也。瑕者玉有	圭 璧 雖 貴 而 瑕 圭 瑞 玉 也 說 文 曰 上 圓 而 下 方 天 子 大 朝 以 執 之 寶 中 最 貴 者 也 瑕 者 玉 有 
T52n2118_003:0809c19	赤色為瑕。至貴之寶。尚不免於瑕也)。	赤 色 為 瑕 至 貴 之 寶 尚 不 免 於 瑕 也 
T52n2118_003:0809c20	公輸能授人之規矩。不能使人巧而為之(授與也。	公 輸 能 授 人 之 規 矩 不 能 使 人 巧 而 為 之 授 與 也 
T52n2118_003:0809c21	公輸子名。班魯之巧人也。規所以為圓之器也。矩所以為方之器也。謂能授與人方圓之法。而不能使人之巧妙而	公 輸 子 名 班 魯 之 巧 人 也 規 所 以 為 圓 之 器 也 矩 所 以 為 方 之 器 也 謂 能 授 與 人 方 圓 之 法 而 不 能 使 人 之 巧 妙 而 
T52n2118_003:0809c22	為之)。	為 之 
T52n2118_003:0809c23	聖人能授人之戒律。不能驅人履而行之(佛聖雖能	聖 人 能 授 人 之 戒 律 不 能 驅 人 履 而 行 之 佛 聖 雖 能 
T52n2118_003:0809c24	授與人戒法律儀。固不能使人堅守不犯而行之)。	授 與 人 戒 法 律 儀 固 不 能 使 人 堅 守 不 犯 而 行 之 
T52n2118_003:0809c25	臯陶能罪盜濫。不能化貪夫為夷齊(陶音姚。舜賢臣。雖有	臯 陶 能 罪 盜 濫 不 能 化 貪 夫 為 夷 齊 陶 音 姚 舜 賢 臣 雖 有 
T52n2118_003:0809c26	片言折獄之才。不能勸化獄中盜濫之徒。為伯夷叔齊之義讓)。	片 言 折 獄 之 才 不 能 勸 化 獄 中 盜 濫 之 徒 為 伯 夷 叔 齊 之 義 讓 
T52n2118_003:0809c27	呂刑能誅兇殘。不能令惡子為曾閔(尚書。呂刑篇。呂侯為	呂 刑 能 誅 兇 殘 不 能 令 惡 子 為 曾 閔 尚 書 呂 刑 篇 呂 侯 為 
T52n2118_003:0810a01	天子之司寇。周穆王命訓刑以告四方。不能教化自子之惡成曾參閔子騫之孝行)。	天 子 之 司 寇 周 穆 王 命 訓 刑 以 告 四 方 不 能 教 化 自 子 之 惡 成 曾 參 閔 子 騫 之 孝 行 
T52n2118_003:0810a02	唐堯之聖哲。不能化丹朱之愚(尚書。丹朱堯之子。生而不肖故	唐 堯 之 聖 哲 不 能 化 丹 朱 之 愚 尚 書 丹 朱 堯 之 子 生 而 不 肖 故 
T52n2118_003:0810a03	授禪與舜)。	授 禪 與 舜 
T52n2118_003:0810a04	仲尼之仁賢。不能遏盜跖之暴(莊子。盜跖柳下惠之弟。無道兇	仲 尼 之 仁 賢 不 能 遏 盜 跖 之 暴 莊 子 盜 跖 柳 下 惠 之 弟 無 道 兇 
T52n2118_003:0810a05	虐橫行天下。大國守城小國入堡。孔子往教焉。及回謂柳下季曰。幾不免虎口之難)。	虐 橫 行 天 下 大 國 守 城 小 國 入 堡 孔 子 往 教 焉 及 回 謂 柳 下 季 曰 幾 不 免 虎 口 之 難 
T52n2118_003:0810a06	舜德不澤商均(諡法。仁聖盛明曰舜。商均舜之子。無大人德。遂禪位與禹)。	舜 德 不 澤 商 均 諡 法 仁 聖 盛 明 曰 舜 商 均 舜 之 子 無 大 人 德 遂 禪 位 與 禹 
T52n2118_003:0810a07	周恩不霑管蔡(管蔡成王二叔。流言謗周公)。	周 恩 不 霑 管 蔡 管 蔡 成 王 二 叔 流 言 謗 周 公 
T52n2118_003:0810a08	豈刑法之不峻。而道德之不備者哉(結上文。皐陶呂刑之	豈 刑 法 之 不 峻 而 道 德 之 不 備 者 哉 結 上 文 皐 陶 呂 刑 之 
T52n2118_003:0810a09	法。豈不險峻堯舜周孔。豈無道德而尚不能責盜濫化兇頑。教子弟俱為賢孝之行也)。	法 豈 不 險 峻 堯 舜 周 孔 豈 無 道 德 而 尚 不 能 責 盜 濫 化 兇 頑 教 子 弟 俱 為 賢 孝 之 行 也 
T52n2118_003:0810a10	奚獨以茹葷嗜酒而見責耶(何以獨將沙門食葷飲酒見責為過也)。	奚 獨 以 茹 葷 嗜 酒 而 見 責 耶 何 以 獨 將 沙 門 食 葷 飲 酒 見 責 為 過 也 
T52n2118_003:0810a11	在昔嚴陵垂釣(嚴光字子陵。南陽人。光武故人。王莽之亂。隱釣於七里灘)。	在 昔 嚴 陵 垂 釣 嚴 光 字 子 陵 南 陽 人 光 武 故 人 王 莽 之 亂 隱 釣 於 七 里 灘 
T52n2118_003:0810a12	子牙直鉤(子牙者姓姜名尚。因紂無道。隱於渭濱文王獵而得之。遂拜為太公望破紂而立周)。	子 牙 直 鉤 子 牙 者 姓 姜 名 尚 因 紂 無 道 隱 於 渭 濱 文 王 獵 而 得 之 遂 拜 為 太 公 望 破 紂 而 立 周 
T52n2118_003:0810a13	買臣負薪(朱買臣家貧。常負薪讀書。後為會稽太守)。	買 臣 負 薪 朱 買 臣 家 貧 常 負 薪 讀 書 後 為 會 稽 太 守 
T52n2118_003:0810a14	昆吾陶瓦(昆吾。夏時造瓦之人。後獲顯榮)。	昆 吾 陶 瓦 昆 吾 夏 時 造 瓦 之 人 後 獲 顯 榮 
T52n2118_003:0810a15	禹治溝洫(禹導百川東入於海。而萬姓免為魚鼈。故功推於後世)。	禹 治 溝 洫 禹 導 百 川 東 入 於 海 而 萬 姓 免 為 魚 鼈 故 功 推 於 後 世 
T52n2118_003:0810a16	舜耕歷山(歷山中條山之別名。在河之東舜未遇時。曾耕於此山)。	舜 耕 歷 山 歷 山 中 條 山 之 別 名 在 河 之 東 舜 未 遇 時 曾 耕 於 此 山 
T52n2118_003:0810a17	相如臨邛而自酤(臨卭地名。司馬相如未遇時。臨卭醞釀而賣。後顯榮。乘駟馬之車)。	相 如 臨 邛 而 自 酤 臨 卭 地 名 司 馬 相 如 未 遇 時 臨 卭 醞 釀 而 賣 後 顯 榮 乘 駟 馬 之 車 
T52n2118_003:0810a18	朱亥未遇而親屠(朱亥未遇時。親為屠。後遇封信陵君)。	朱 亥 未 遇 而 親 屠 朱 亥 未 遇 時 親 為 屠 後 遇 封 信 陵 君 
T52n2118_003:0810a19	是以君子達則兼濟天下。不達則獨善其身(若嚴	是 以 君 子 達 則 兼 濟 天 下 不 達 則 獨 善 其 身 若 嚴 
T52n2118_003:0810a20	陵子牙買臣昆吾禹舜相如朱亥等。皆聖君賢臣身既通達則道兼濟於天下。身未通達則	陵 子 牙 買 臣 昆 吾 禹 舜 相 如 朱 亥 等 皆 聖 君 賢 臣 身 既 通 達 則 道 兼 濟 於 天 下 身 未 通 達 則 
T52n2118_003:0810a21	獨守善其身也)。	獨 守 善 其 身 也 
T52n2118_003:0810a22	夫有生之最靈者人也(天生萬物皆名有生。人類最靈最貴者也)。	夫 有 生 之 最 靈 者 人 也 天 生 萬 物 皆 名 有 生 人 類 最 靈 最 貴 者 也 
T52n2118_003:0810a23	人也者口非匏瓜。焉能繫而不食(論語。匏瓜者即音互瓜也。	人 也 者 口 非 匏 瓜 焉 能 繫 而 不 食 論 語 匏 瓜 者 即 音 互 瓜 也 
T52n2118_003:0810a24	匏瓜繫於一處而不飲食。人則不如是也)。	匏 瓜 繫 於 一 處 而 不 飲 食 人 則 不 如 是 也 
T52n2118_003:0810a25	身非木石。焉能裸而不衣。雖手足之健捷。不	身 非 木 石 焉 能 裸 而 不 衣 雖 手 足 之 健 捷 不 
T52n2118_003:0810a26	足以逃其饑。必資飲食而養其命。毛髮以緻	足 以 逃 其 饑 必 資 飲 食 而 養 其 命 毛 髮 以 緻 
T52n2118_003:0810a27	密。不足以禦其寒。必資衣以蔽其體。故知	密 不 足 以 禦 其 寒 必 資 衣 以 蔽 其 體 故 知 
T52n2118_003:0810b01	衣食可以資身命。身命可以資道業(衣食既備可以資養身	衣 食 可 以 資 身 命 身 命 可 以 資 道 業 衣 食 既 備 可 以 資 養 身 
T52n2118_003:0810b02	命。身命既安。則可以資助道業也)。	命 身 命 既 安 則 可 以 資 助 道 業 也 
T52n2118_003:0810b03	苟衣食之不足。而道業將就廢也(諺語云。人無根本水食為命	苟 衣 食 之 不 足 而 道 業 將 就 廢 也 諺 語 云 人 無 根 本 水 食 為 命 
T52n2118_003:0810b04	苟者誠也。誠若人無衣食。而必絕乎身命也。身命既絕道業豈不廢乎)。	苟 者 誠 也 誠 若 人 無 衣 食 而 必 絕 乎 身 命 也 身 命 既 絕 道 業 豈 不 廢 乎 
T52n2118_003:0810b05	且修德者。不樂坐食於人(吾祖師有云。一日不作一日不食)。	且 修 德 者 不 樂 坐 食 於 人 吾 祖 師 有 云 一 日 不 作 一 日 不 食 
T52n2118_003:0810b06	直欲自營其衣食。備歷於艱苦。庶知世道之	直 欲 自 營 其 衣 食 備 歷 於 艱 苦 庶 知 世 道 之 
T52n2118_003:0810b07	勞慮(吾門諸祖。直要自經營於衣食之備。以歷於艱辛之苦。庶以知世人耕織之道艱難。則節儉其用也)。	勞 慮 吾 門 諸 祖 直 要 自 經 營 於 衣 食 之 備 以 歷 於 艱 辛 之 苦 庶 以 知 世 人 耕 織 之 道 艱 難 則 節 儉 其 用 也 
T52n2118_003:0810b08	民力之辛酸(辛酸者。戚眉之貌。男耕女織皆有辛酸之力)。	民 力 之 辛 酸 辛 酸 者 戚 眉 之 貌 男 耕 女 織 皆 有 辛 酸 之 力 
T52n2118_003:0810b09	然後進善履道。捍拒生死(捍抵也。拒禦也。既知世道之勞苦其所須而	然 後 進 善 履 道 捍 拒 生 死 捍 抵 也 拒 禦 也 既 知 世 道 之 勞 苦 其 所 須 而 
T52n2118_003:0810b10	俱備。然後則可以捍抵拒禦生死之事也)。	俱 備 然 後 則 可 以 捍 抵 拒 禦 生 死 之 事 也 
T52n2118_003:0810b11	蓋以出乎慚愧之心而伏乎驕慢之志(不且失節謂之慚。	蓋 以 出 乎 慚 愧 之 心 而 伏 乎 驕 慢 之 志 不 且 失 節 謂 之 慚 
T52n2118_003:0810b12	心無非用謂之愧。凡衣食之用。大概要知出處艱難。則有慚愧之心。而降伏乎驕傲怠慢之愚志也)。	心 無 非 用 謂 之 愧 凡 衣 食 之 用 大 概 要 知 出 處 艱 難 則 有 慚 愧 之 心 而 降 伏 乎 驕 傲 怠 慢 之 愚 志 也 
T52n2118_003:0810b13	亦非不善之為也(總結上文意。如前所疑。權量商賈等事。亦不是不善之事)。	亦 非 不 善 之 為 也 總 結 上 文 意 如 前 所 疑 權 量 商 賈 等 事 亦 不 是 不 善 之 事 
T52n2118_003:0810b14	豈獨以商貨而見譏乎(豈獨用此商賈貨而為譏謗者乎)。	豈 獨 以 商 貨 而 見 譏 乎 豈 獨 用 此 商 賈 貨 而 為 譏 謗 者 乎 
T52n2118_003:0810b15	是以君子之道。或出或處或默或語。用之則	是 以 君 子 之 道 或 出 或 處 或 默 或 語 用 之 則 
T52n2118_003:0810b16	行。舍之則藏(是故君子所行之道於語默動靜之間。可進則進可止則止)。	行 舍 之 則 藏 是 故 君 子 所 行 之 道 於 語 默 動 靜 之 間 可 進 則 進 可 止 則 止 
T52n2118_003:0810b17	不隘其情(君子所行之事。不以窄隘其情)。	不 隘 其 情 君 子 所 行 之 事 不 以 窄 隘 其 情 
T52n2118_003:0810b18	不淫其性(亦不淫蕩其性)。	不 淫 其 性 亦 不 淫 蕩 其 性 
T52n2118_003:0810b19	其道貴於適用(意所必從曰適。君子之道無可無不可故曰適用而已)。	其 道 貴 於 適 用 意 所 必 從 曰 適 君 子 之 道 無 可 無 不 可 故 曰 適 用 而 已 
T52n2118_003:0810b20	豈一途而可盡哉(聖人之道而有萬殊至則一也。豈局於一途而可為盡善盡美也哉)。	豈 一 途 而 可 盡 哉 聖 人 之 道 而 有 萬 殊 至 則 一 也 豈 局 於 一 途 而 可 為 盡 善 盡 美 也 哉 
T52n2118_003:0810b21	辯施第十三(此篇為辯論捨施。故曰辯施)	辯 施 第 十 三 此 篇 為 辯 論 捨 施 故 曰 辯 施 
T52n2118_003:0810b22	客曰。孔子云。禮與其奢也寧儉(禮貴得中。禮奢而備不若儉	客 曰 孔 子 云 禮 與 其 奢 也 寧 儉 禮 貴 得 中 禮 奢 而 備 不 若 儉 
T52n2118_003:0810b23	而不備之愈也)。	而 不 備 之 愈 也 
T52n2118_003:0810b24	又云。奢則不遜。儉則固。與其不遜也寧固(遜順	又 云 奢 則 不 遜 儉 則 固 與 其 不 遜 也 寧 固 遜 順 
T52n2118_003:0810b25	也。固陋奢俱失其中而奢之害也大)。	也 固 陋 奢 俱 失 其 中 而 奢 之 害 也 大 
T52n2118_003:0810b26	老子曰。是以聖人去甚去奢去泰(去皆上聲。老子所云。甚奢	老 子 曰 是 以 聖 人 去 甚 去 奢 去 泰 去 皆 上 聲 老 子 所 云 甚 奢 
T52n2118_003:0810b27	泰三字。皆是過中不當之義。是以聖人去除。甚過音樂。奢過服食。泰過宮室。若無此三者則合中矣)。	泰 三 字 皆 是 過 中 不 當 之 義 是 以 聖 人 去 除 甚 過 音 樂 奢 過 服 食 泰 過 宮 室 若 無 此 三 者 則 合 中 矣 
