X26n0575_001:0965c04	略移	略 移 
X26n0575_002:0980b03	　饒汝識情俱絕斷　　三生九劫更重參	 饒 汝 識 情 俱 絕 斷 三 生 九 劫 更 重 參 
X26n0575_002:0980b04	　一段生涯六不收　　從前萬法盡非儔	 一 段 生 涯 六 不 收 從 前 萬 法 盡 非 儔 
X26n0575_002:0980b05	　輕輕擘破三千界　　直得恒河水逆流	 輕 輕 擘 破 三 千 界 直 得 恒 河 水 逆 流 
X26n0575_002:0980b06	無苦集滅道者。既忘其形。即得生死斷絕。更無窮盡。	無 苦集滅道 者 既 忘 其 形 即 得 生 死 斷 絕 更 無 窮 盡 
X26n0575_002:0980b07	有甚苦集滅道。先師云。因有身心招眾苦。能忘身心	有 甚 苦集滅道 先 師 云 因 有 身 心 招 眾 苦 能 忘 身 心 
X26n0575_002:0980b08	苦何生。釋云。身是眾苦之本。心是惡業之根。若能放	苦 何 生 釋 云 身 是 眾 苦 之 本 心 是 惡 業 之 根 若 能 放 
X26n0575_002:0980b09	下身心。便登菩提彼岸。大顛云。小乘之人。日夜精進。	下 身 心 便 登 菩 提 彼 岸 大 顛 云 小 乘 之 人 日 夜 精 進 
X26n0575_002:0980b10	六度萬行。心外求法。免此四諦。出世界。免輪迴。無有	六 度 萬 行 心 外 求 法 免 此 四 諦 出 世 界 免 輪 迴 無 有 
X26n0575_002:0980b11	是處。諸佛為大事因緣。出現於世。不以小乘法濟度	是 處 諸 佛 為 大 事 因 緣 出 現 於 世 不 以 小 乘 法 濟 度 
X26n0575_002:0980b12	於眾生。大乘之者。學無為法。端坐念實相。眾罪如霜	於 眾 生 大 乘 之 者 學 無 為 法 端 坐 念 實 相 眾 罪 如 霜 
X26n0575_002:0980b13	露。慧日能消除。存於間處收攝其心。端坐不動。觀一	露 慧 日 能 消 除 存 於 間 處 收 攝 其 心 端 坐 不 動 觀 一 
X26n0575_002:0980b14	切法。皆無所有。反觀四大有身非覺體。無相乃明真。	切 法 皆 無 所 有 反 觀 四 大 有 身 非 覺 體 無 相 乃 明 真 
X26n0575_002:0980b15	自知空寂。頓觀淨盡無功之功。長劫不壞。無為之為	自 知 空 寂 頓 觀 淨 盡 無 功 之 功 長 劫 不 壞 無 為 之 為 
X26n0575_002:0980b16	而不為。如如不動。湛然常寂。蓮經云。諸法從本來。常	而 不 為 如 如 不 動 湛 然 常 寂 蓮 經 云 諸 法 從 本 來 常 
X26n0575_002:0980b17	自寂滅相。佛子行道已。來世得作佛。定慧力莊嚴。無	自 寂 滅 相 佛 子 行 道 已 來 世 得 作 佛 定 慧 力 莊 嚴 無 
X26n0575_002:0980b18	迷無悟。無苦無樂。無寂無滅。無道無得。無慧無失。本	迷 無 悟 無 苦 無 樂 無 寂 無 滅 無 道 無 得 無 慧 無 失 本 
X26n0575_002:0980b19	來無一物。明鏡亦非臺。到這裏。修證即無。染污不得。	來 無 一 物 明 鏡 亦 非 臺 到 這 裏 修 證 即 無 染 污 不 得 
X26n0575_002:0980b20	一超直入如來地。要見如來麼。如來。似來不來。似去	一 超 直 入如來地 要 見 如 來 麼 如 來 似 來 不 來 似 去 
X26n0575_002:0980b21	不去。送之即不得。留之亦不住。	不 去 送 之 即 不 得 留 之 亦 不 住 
X26n0575_002:0980b22	　無苦寂滅道路窮　　無福無罪脫凡籠	 無 苦 寂 滅 道 路 窮 無 福 無 罪 脫 凡 籠 
X26n0575_002:0980b23	　既忘其形生死斷　　得了金剛不壞身	 既 忘 其 形 生 死 斷 得 了 金 剛 不 壞 身 
X26n0575_002:0980b24	　因有身心招眾苦　　能忘身心苦何生	 因 有 身 心 招 眾 苦 能 忘 身 心 苦 何 生 
X26n0575_002:0980c01	不求&;人身&;生死斷&;不求&;成佛&;脫凡籠&;	不 求 人 身 生 死 斷 不 求 成 佛 脫 凡 籠 
X26n0575_002:0980c02	神仙&;菩薩&;	神 仙 菩 薩 
X26n0575_002:0980c03	羅漢&;果位&;	羅 漢 果 位 
X26n0575_002:0980c04	　放下貪心登彼岸　　背塵合覺道纔真	 放 下 貪 心 登 彼 岸 背 塵 合 覺 道 纔 真 
X26n0575_002:0980c05	　不住相法超生死　　返妄歸真道圓成	 不 住 相 法 超 生 死 返 妄 歸 真 道 圓 成 
X26n0575_002:0980c06	　小乘不肯修功德　　嫌貧愛富大妄心	 小 乘 不 肯 修 功 德 嫌 貧 愛 富 大 妄 心 
X26n0575_002:0980c07	　修下來生無量福　　倚富欺貧集業根	 修 下 來 生 無 量 福 倚 富 欺 貧 集 業 根 
X26n0575_002:0980c08	　閻王惱怒佛不喜　　那里安剎這樣人	 閻 王 惱 怒 佛 不 喜 那 里 安 剎 這 樣 人 
X26n0575_002:0980c09	　若想脫免輪迴苦　　驢長肌角甕生根	 若 想 脫 免 輪 迴 苦 驢 長 肌 角 甕 生 根 
X26n0575_002:0980c10	無智亦無得者。自身尚假。豈有得乎。道云。實無所得。	無 智 亦 無 得 者 自 身 尚 假 豈 有 得 乎 道 云 實 無 所 得 
X26n0575_002:0980c11	為化眾生。名為得道。釋云。亦無人亦無佛。大千沙界	為 化 眾 生 名 為 得 道 釋 云 亦 無 人 亦 無 佛 大 千 沙 界 
X26n0575_002:0980c12	水中漚。一切聖賢如電拂。又云。不是心。不是佛。不是	水 中 漚 一 切 聖 賢 如 電 拂 又 云 不 是 心 不 是 佛 不 是 
X26n0575_002:0980c13	物。大顛云。到這般田地。如賊人空室。無物得偷。道經	物 大 顛 云 到 這 般 田 地 如 賊 人 空 室 無 物 得 偷 道 經 
X26n0575_002:0980c14	云。離種種邊。名為妙道。釋云。自性清淨。實無一法可	云 離 種 種 邊 名 為 妙 道 釋 云 自 性 清 淨 實 無 一 法 可 
X26n0575_002:0980c15	當情。本來付有法。付了然無法。箇箇心自悟。悟了無	當 情 本 來 付 有 法 付 了 然 無 法 箇 箇 心 自 悟 悟 了 無 
X26n0575_002:0980c16	無法。無得無失。無進無修。胸次纔有絲毫。有得有失。	無 法 無 得 無 失 無 進 無 修 胸 次 纔 有 絲 毫 有 得 有 失 
X26n0575_002:0980c17	我能我會。我悟我答。我聰明我智慧。盡是增上慢。人	我 能 我 會 我 悟 我 答 我 聰 明 我 智 慧 盡 是 增 上 慢 人 
X26n0575_002:0980c18	我不除。皆墮生死。若是真實道人。總不如是。自有出	我 不 除 皆 墮 生 死 若 是 真 實 道 人 總 不 如 是 自 有 出 
X26n0575_002:0980c19	身之路。且道如何是出身之路。打教四邊淨。自好向	身 之 路 且 道 如 何 是 出 身 之 路 打 教 四 邊 淨 自 好 向 
X26n0575_002:0980c20	前行。本來這箇沒纖塵。只怕時人錯認真。放下了然	前 行 本 來 這 箇 沒 纖 塵 只 怕 時 人 錯 認 真 放 下 了 然 
X26n0575_002:0980c21	無一物。何處不是舊家風(武陵春)。	無 一 物 何 處 不 是 舊 家 風 武 陵 春 
X26n0575_002:0980c22	　無智人　　不能得　　出身之計	 無 智 人 不 能 得 出 身 之 計 
X26n0575_002:0980c23	　忙一生　　亂一世　　還入幽冥	 忙 一 生 亂 一 世 還 入 幽 冥 
X26n0575_002:0980c24	　無智人　　每日家　　只會作惡	 無 智 人 每 日 家 只 會 作 惡 
X26n0575_002:0981a01	　無常到　　生死至　　走路無門	 無 常 到 生 死 至 走 路 無 門 
X26n0575_002:0981a02	　害生靈　　又怕他　　殺鬼追命	 害 生 靈 又 怕 他 殺 鬼 追 命 
X26n0575_002:0981a03	　不信佛　　不信法　　可想念經	 不 信 佛 不 信 法 可 想 念 經 
X26n0575_002:0981a04	　無智人　　常念佛　　不知下落	 無 智 人 常 念 佛 不 知 下 落 
X26n0575_002:0981a05	　到臨危　　無投奔　　那里安身	 到 臨 危 無 投 奔 那 里 安 身 
X26n0575_002:0981a06	　無智人　　會誦經　　不明佛義	 無 智 人 會 誦 經 不 明 佛 義 
X26n0575_002:0981a07	　趂強心　　不參師　　空過一生	 趂 強 心 不 參 師 空 過 一 生 
X26n0575_002:0981a08	　無智人　　倚相修　　不辨真假	 無 智 人 倚 相 修 不 辨 真 假 
X26n0575_002:0981a09	　到臨危　　靠不著　　勞而無功	 到 臨 危 靠 不 著 勞 而 無 功 
X26n0575_002:0981a10	　無智人　　不念善　　誩名奪利	 無 智 人 不 念 善 誩 名 奪 利 
X26n0575_002:0981a11	　瞞心地　　欺天理　　罪業隨身	 瞞 心 地 欺 天 理 罪 業 隨 身 
X26n0575_002:0981a12	　無智人　　吃迷齋　　不肯參道	 無 智 人 吃 迷 齋 不 肯 參 道 
X26n0575_002:0981a13	　佛不喜　　神祗怒　　無處迯生	 佛 不 喜 神 祗 怒 無 處 迯 生 
X26n0575_002:0981a14	　今世因　　來生緣　　還遇佛會	 今 世 因 來 生 緣 還 遇 佛 會 
X26n0575_002:0981a15	　種善根　　遇正法　　亦得起生	 種 善 根 遇 正 法 亦 得 起 生 
X26n0575_002:0981a16	　顧兒女　　置家緣　　別人情受	 顧 兒 女 置 家 緣 別 人 情 受 
X26n0575_002:0981a17	　作下業　　去受苦　　那箇知恩	 作 下 業 去 受 苦 那 箇 知 恩 
X26n0575_002:0981a18	以無所得故者。得無所得一體空虗。修行人到這裡。	以 無 所 得 故 者 得 無 所 得 一 體 空 虗 修 行 人 到 這 裡 
X26n0575_002:0981a19	入大乘之位。眾生因甚輪轉。不能休息。因不曾見性。	入 大 乘 之 位 眾 生 因 甚 輪 轉 不 能 休 息 因 不 曾 見 性 
X26n0575_002:0981a20	尠無智慧。不能廣悟無量空義。執著自己胸次學解。	尠 無 智 慧 不 能 廣 悟 無 量 空 義 執 著 自 己 胸 次 學 解 
X26n0575_002:0981a21	悞却本心。大顛云。從外入者。不是家珍。仙真云。學他	悞 却 本 心 大 顛 云 從 外 入 者 不 是 家 珍 仙 真 云 學 他 
X26n0575_002:0981a22	心內言。終是別人語。眾生被乾慧學解廣覽。積習在	心 內 言 終 是 別 人 語 眾 生 被 乾 慧 學 解 廣 覽 積 習 在 
X26n0575_002:0981a23	心。遂成我慢。古云。若有絲毫便是塵。塵若不消。只知	心 遂 成 我 慢 古 云 若 有 絲 毫 便 是 塵 塵 若 不 消 只 知 
X26n0575_002:0981a24	傳說事。塵若消盡。諸境親見。諸事親知。如明眼人登	傳 說 事 塵 若 消 盡 諸 境 親 見 諸 事 親 知 如 明 眼 人 登 
X26n0575_002:0981b01	高山。無所不見。修行人須是究竟到空劫齊。不落第	高 山 無 所 不 見 修 行 人 須 是 究 竟 到 空 劫 齊 不 落 第 
X26n0575_002:0981b02	二見。歸根得旨。方有相應。若是執著人我。便生輕易。	二 見 歸 根 得 旨 方 有 相 應 若 是 執 著 人 我 便 生 輕 易 
X26n0575_002:0981b03	善心比丘講得維摩經。增上慢。人我不除。生陷地獄。	善 心 比 丘 講 得 維 摩 經 增 上 慢 人 我 不 除 生 陷 地 獄 
X26n0575_002:0981b04	雲光法師講得天華亂墮。貪嗔不改。墮落堰牛。若要	雲 光 法 師 講 得 天 華 亂 墮 貪 嗔 不 改 墮 落 堰 牛 若 要 
X26n0575_002:0981b05	超佛越祖。須是念念空寂。世間幻化。一切客塵。惟太	超 佛 越 祖 須 是 念 念 空 寂 世 間 幻 化 一 切 客 塵 惟 太 
X26n0575_002:0981b06	虗之體。聲色不存。纖塵不立。如虗空相似。便是了事	虗 之 體 聲 色 不 存 纖 塵 不 立 如 虗 空 相 似 便 是 了 事 
X26n0575_002:0981b07	清淨安樂道人。	清 淨 安 樂 道 人 
X26n0575_002:0981b08	　一無所得故不能　　不肯學好作惡人	 一 無 所 得 故 不 能 不 肯 學 好 作 惡 人 
X26n0575_002:0981b09	　光陰有限能幾目　　忽的無常入幽冥	 光 陰 有 限 能 幾 目 忽 的 無 常 入 幽 冥 
X26n0575_002:0981b10	　萬貫家財將不去　　親戚六眷不見踪	 萬 貫 家 財 將 不 去 親 戚 六 眷 不 見 踪 
X26n0575_002:0981b11	　朋友弟兄難顧盻　　妻妾兒女也是空	 朋 友 弟 兄 難 顧 盻 妻 妾 兒 女 也 是 空 
X26n0575_002:0981b12	　無常殺鬼來追命　　千頭馬面不放鬆	 無 常 殺 鬼 來 追 命 千 頭 馬 面 不 放 鬆 
X26n0575_002:0981b13	　入的陰司森羅殿　　閻王惱怒氣冲冲	 入 的 陰 司 森 羅 殿 閻 王 惱 怒 氣 冲 冲 
X26n0575_002:0981b14	　來來往往饒你命　　放回陽間去修行	 來 來 往 往 饒 你 命 放 回 陽 間 去 修 行 
X26n0575_002:0981b15	　教你為人還不善　　佛言只當耳邊風	 教 你 為 人 還 不 善 佛 言 只 當 耳 邊 風 
X26n0575_002:0981b16	　棄恩背德休怨我　　送在阿鼻你受用	 棄 恩 背 德 休 怨 我 送 在 阿 鼻 你 受 用 
X26n0575_002:0981b17	　石消芥盡麻無粒　　三災已了纔翻身	 石 消 芥 盡 麻 無 粒 三 災 已 了 纔 翻 身 
X26n0575_002:0981b18	菩提薩埵者。西天梵語也。東土翻為人空法空。大顛	菩 提 薩 埵 者 西 天 梵 語 也 東 土 翻 為 人 空 法 空 大 顛 
X26n0575_002:0981b19	云。了得人空名曰菩提。了得法空名曰薩埵。人法俱	云 了 得 人 空 名 曰 菩 提 了 得 法 空 名 曰 薩 埵 人 法 俱 
X26n0575_002:0981b20	空名曰妙覺。若四果小乘著相修行。精進苦行。及至	空 名 曰 妙 覺 若 四 果 小 乘 著 相 修 行 精 進 苦 行 及 至 
X26n0575_002:0981b21	修無漏。斷塵沙惑。果行圓滿。得四果阿羅漢。如獐獨	修 無 漏 斷 塵 沙 惑 果 行 圓 滿 得 四 果 阿 羅 漢 如 獐 獨 
X26n0575_002:0981b22	跳。神通狹劣。墮在聲聞辟支佛裏。不能接物利生。若	跳 神 通 狹 劣 墮 在 聲 聞 辟 支 佛 裏 不 能 接 物 利 生 若 
X26n0575_002:0981b23	不見性。不得到圓頓之位。須是見性。若得見性。反掌	不 見 性 不 得 到 圓 頓 之 位 須 是 見 性 若 得 見 性 反 掌 
X26n0575_002:0981b24	之間轉凡成聖。自然機緣悟佛三昧。知大道根源。雖	之 間 轉 凡 成 聖 自 然 機 緣 悟 佛 三 昧 知 大 道 根 源 雖 
X26n0575_002:0981c01	無師智。自然智多。種種方便。度諸迷悟。同登彼岸。更	無 師 智 自 然 智 多 種 種 方 便 度 諸 迷 悟 同 登 彼 岸 更 
X26n0575_002:0981c02	不受生。教外別傳。入圓頓無礙法門。且道如何是無	不 受 生 教 外 別 傳 入 圓 頓 無 礙 法 門 且 道 如 何 是 無 
X26n0575_002:0981c03	礙法門。緬平一等七通八達。	礙 法 門 緬 平 一 等 七 通 八 達 
X26n0575_002:0981c04	　菩提薩埵人法空　　無修無證得現成	 菩 提 薩 埵 人 法 空 無 修 無 證 得 現 成 
X26n0575_002:0981c05	　圓覺菩薩來作證　　豈有五派及三宗	 圓 覺 菩 薩 來 作 證 豈 有 五 派 及 三 宗 
X26n0575_002:0981c06	　菩提薩埵一物無　　每日坦然觜嚧嘟	 菩 提 薩 埵 一 物 無 每 日 坦 然 觜 嚧 嘟 
X26n0575_002:0981c07	　試觀十五三更月　　眾星朗朗一月孤	 試 觀 十 五 三 更 月 眾 星 朗 朗 一 月 孤 
X26n0575_002:0981c08	　菩提薩埵空不空　　破邪顯證放光明	 菩 提 薩 埵 空 不 空 破 邪 顯 證 放 光 明 
X26n0575_002:0981c09	　微塵世界不能比　　難描難畫本來人	 微 塵 世 界 不 能 比 難 描 難 畫 本 來 人 
X26n0575_002:0981c10	　菩提薩埵人法沒　　太極以前一物無	 菩 提 薩 埵 人 法 沒 太 極 以 前 一 物 無 
X26n0575_002:0981c11	　無極變化生二儀　　五行分開大極圖	 無 極 變 化 生 二 儀 五 行 分 開 大 極 圖 
X26n0575_002:0981c12	　菩提薩埵亦是空　　識得根源莫順情	 菩 提 薩 埵 亦 是 空 識 得 根 源 莫 順 情 
X26n0575_002:0981c13	　丈夫自有衝天智　　不向如來行處行	 丈 夫 自 有 衝 天 智 不 向 如 來 行 處 行 
X26n0575_002:0981c14	　虗空不增又不減　　不增不減是吾身	 虗 空 不 增 又 不 減 不增不減 是 吾 身 
X26n0575_002:0981c15	　萬物不占虗空性　　性空不占世間塵	 萬 物 不 占 虗 空 性 性 空 不 占 世 間 塵 
X26n0575_002:0981c16	依般若波羅蜜多故者。此中間六箇字。依前種種解	依 般 若 波羅蜜多 故 者 此 中 間 六 箇 字 依 前 種 種 解 
X26n0575_002:0981c17	說。修行得大智慧。既有智慧。必登彼岸。而復太虗最	說 修 行 得 大 智 慧 既 有 智 慧 必 登 彼 岸 而 復 太 虗 最 
X26n0575_002:0981c18	尊最勝。悟性般若。天上天下無有及之。道云。十日有	尊 最 勝 悟 性 般 若 天 上 天 下 無 有 及 之 道 云 十 日 有 
X26n0575_002:0981c19	為。不如一日無為。又云。一年學教。不如一日通道。古	為 不 如 一 日 無 為 又 云 一 年 學 教 不 如 一 日 通 道 古 
X26n0575_002:0981c20	德云。千日學法。不如一日學般若。大顛云。般若通透	德 云 千 日 學 法 不 如 一 日 學 般 若 大 顛 云 般 若 通 透 
X26n0575_002:0981c21	大光明藏。如人入海轉入轉深。聞佛知見。悟佛知見。	大 光 明 藏 如 人 入 海 轉 入 轉 深 聞 佛 知 見 悟 佛 知 見 
X26n0575_002:0981c22	有大神通變化多般。方便應現種種相。隨機利物。不	有大神通 變 化 多 般 方 便 應 現 種 種 相 隨 機 利 物 不 
X26n0575_002:0981c23	落第二。一體同觀。平等真法界。無眾生可度。亦無佛	落 第 二 一 體 同 觀 平 等 真 法 界 無 眾 生 可 度 亦 無 佛 
X26n0575_002:0981c24	可做。理會得麼。水流異派。到海同源。	可 做 理 會 得 麼 水 流 異 派 到 海 同 源 
X26n0575_002:0982a01	　般若波羅蜜多圓　　久病眼之當時安	 般 若 波羅蜜多 圓 久 病 眼 之 當 時 安 
X26n0575_002:0982a02	　多虧明師真法語　　身輕體快心地寬	 多 虧 明 師 真 法 語 身 輕 體 快 心 地 寬 
X26n0575_002:0982a03	　遇佛三昧明理性　　聞佛三昧識根源	 遇 佛 三 昧 明 理 性 聞 佛 三 昧 識 根 源 
X26n0575_002:0982a04	　悟佛三昧有功德　　無為三昧得自然	 悟 佛 三 昧 有 功 德 無 為 三 昧 得 自 然 
X26n0575_002:0982a05	　道德無為無不為　　無為之理總一般	 道 德 無 為 無 不 為 無 為 之 理 總 一 般 
X26n0575_002:0982a06	　眾生有分及有緣　　失家累劫今得還	 眾 生 有 分 及 有 緣 失 家 累 劫 今 得 還 
X26n0575_002:0982a07	　深悟無極先天性　　輕輕跳出死生關	 深 悟 無 極 先 天 性 輕 輕 跳 出 死 生 關 
X26n0575_002:0982a08	　般若現前無罣礙　　橫身宇宙莫疑猜	 般 若 現 前 無 罣 礙 橫 身 宇 宙 莫 疑 猜 
X26n0575_002:0982a09	　虗空拶破難藏復　　大道分明歸去來	 虗 空 拶 破 難 藏 復 大 道 分 明 歸 去 來 
