X88n1646_001:0180a04	 居士傳序	 居 士 傳 序 
X88n1646_024:0225c06	一人授以梵字帖。不識。其人曰。請十三日齋耳。時方	一 人 授 以 梵 字 帖 不 識 其 人 曰 請 十 三 日 齋 耳 時 方 
X88n1646_024:0225c07	十二月。及期忽得疾。有僧問疾欲為祈禱。忭曰。生死	十 二 月 及 期 忽 得 疾 有 僧 問 疾 欲 為 祈 禱 忭 曰 生 死 
X88n1646_024:0225c08	已定。何必禱。即報清照云。當暫相違。遂跏趺作印西	已 定 何 必 禱 即 報 清 照 云 當 暫 相 違 遂 跏 趺 作 印 西 
X88n1646_024:0225c09	向坐脫。翼日清照至。為說法封龕。歸菴三日亦逝(佛祖	向 坐 脫 翼 日 清 照 至 為 說 法 封 龕 歸 菴 三 日 亦 逝 佛 祖 
X88n1646_024:0225c10	統記)。	統 記 
X88n1646_024:0225c11	朱進士遺其名。蘇州人也。甞遊虎邱寺聽佛印禪師	朱 進 士 遺 其 名 蘇 州 人 也 甞 遊 虎 邱 寺 聽 佛 印 禪 師 
X88n1646_024:0225c12	講金剛經。至六如偈。欣然有會。次日午睡。夢一鬼吏	講 金 剛 經 至 六 如 偈 欣 然 有 會 次 日 午 睡 夢 一 鬼 吏 
X88n1646_024:0225c13	督五人行。而己隨後。至一舍。有青布簾懸焉。鬼吏揭	督 五 人 行 而 己 隨 後 至 一 舍 有 青 布 簾 懸 焉 鬼 吏 揭 
X88n1646_024:0225c14	簾。眾皆入至厨下。見桶內盛湯。五人各就飲。朱方渴	簾 眾 皆 入 至 厨 下 見 桶 內 盛 湯 五 人 各 就 飲 朱 方 渴 
X88n1646_024:0225c15	亦欲飲之。鬼吏呵曰。聽佛法人不得飲此。驚而覺。信	亦 欲 飲 之 鬼 吏 呵 曰 聽 佛 法 人 不 得 飲 此 驚 而 覺 信 
X88n1646_024:0225c16	步訪之。果得一舍。如夢所歷。其人言厨下新產六犬。	步 訪 之 果 得 一 舍 如 夢 所 歷 其 人 言 厨 下 新 產 六 犬 
X88n1646_024:0225c17	其一死矣。朱大恐怖。自言不聞佛法且為此畜矣。殆	其 一 死 矣 朱 大 恐 怖 自 言 不 聞 佛 法 且 為 此 畜 矣 殆 
X88n1646_024:0225c18	哉。遂絕世務。日誦金剛經。年八十九。八月望。要諸道	哉 遂 絕 世 務 日 誦 金 剛 經 年 八 十 九 八 月 望 要 諸 道 
X88n1646_024:0225c19	友相別。入後園登樹杪說偈曰。八十九年朱公。兩手	友 相 別 入 後 園 登 樹 杪 說 偈 曰 八 十 九 年 朱 公 兩 手 
X88n1646_024:0225c20	劈破虗空。兩脚踏著白雲。立化菩提樹東。言訖端然	劈 破 虗 空 兩 脚 踏 著 白 雲 立 化 菩 提 樹 東 言 訖 端 然 
X88n1646_024:0225c21	而化(金剛證果錄)。	而 化 金 剛 證 果 錄 
X88n1646_024:0225c22	王無功名闐。明州慈溪人。再舉進士不第。布衣蔬食。	王 無 功 名 闐 明 州 慈 溪 人 再 舉 進 士 不 第 布 衣 蔬 食 
X88n1646_024:0225c23	徧參講席。晚年專修念佛三昧。述淨土自信錄。其序	徧 參 講 席 晚 年 專 修 念佛三昧 述 淨 土 自 信 錄 其 序 
X88n1646_024:0225c24	云。古之大聖人立言垂教。被於百世之下。其鬱而未	云 古 之 大 聖 人 立 言 垂 教 被 於 百 世 之 下 其 鬱 而 未 
X88n1646_024:0226a01	暢。晦而未明者有之矣。即吾佛淨土法門是也。余徧	暢 晦 而 未 明 者 有 之 矣 即 吾 佛 淨 土 法 門 是 也 余 徧 
X88n1646_024:0226a02	覽諸經。深求其指。往生功德一言以蔽之曰。在凡夫	覽 諸 經 深 求 其 指 往 生 功 德 一 言 以 蔽 之 曰 在 凡 夫 
X88n1646_024:0226a03	獲不退而已矣。何則。此土修行。圓教初信。小乘初果	獲 不 退 而 已 矣 何 則 此 土 修 行 圓 教 初 信 小 乘 初 果 
X88n1646_024:0226a04	人。邪見三毒永不復起。茲為斷惑發悟。創入聖流越	人 邪 見 三 毒 永 不 復 起 茲 為 斷 惑 發 悟 創 入 聖 流 越 
X88n1646_024:0226a05	生。不昧其所證。斯超四趣。不失人天。至於凡夫地中	生 不 昧 其 所 證 斯 超 四 趣 不 失 人 天 至 於 凡 夫 地 中 
X88n1646_024:0226a06	雖伏惑發悟。菩薩一經生死非常之變。則忘其所證	雖 伏 惑 發 悟 菩 薩 一 經 生 死 非 常 之 變 則 忘 其 所 證 
X88n1646_024:0226a07	所修。是故遇緣或退。仍墮苦塗者有之。乃若凡聖同	所 修 是 故 遇 緣 或 退 仍 墮 苦 塗 者 有 之 乃 若 凡 聖 同 
X88n1646_024:0226a08	居淨土。如極樂國等。雖具三界。惟有人天。故一切含	居 淨 土 如 極 樂 國 等 雖 具 三 界 惟 有 人 天 故 一 切 含 
X88n1646_024:0226a09	識獲生者即長辭四趣。又助緣大備。壽數莫量。縱至	識 獲 生 者 即 長 辭 四 趣 又 助 緣 大 備 壽 數 莫 量 縱 至 
X88n1646_024:0226a10	鈍根。一生熏修無不證聖果。寧復有退失事乎。如來	鈍 根 一 生 熏 修 無 不 證 聖 果 寧 復 有 退 失 事 乎 如 來 
X88n1646_024:0226a11	讚勸之本意不過如此。且圓機體道是最上淨業。苟	讚 勸 之 本 意 不 過 如 此 且 圓 機 體 道 是 最 上 淨 業 苟 
X88n1646_024:0226a12	加願導之即預優品。若夫愚朴輩。但能稱佛發願者。	加 願 導 之 即 預 優 品 若 夫 愚 朴 輩 但 能 稱 佛 發 願 者 
X88n1646_024:0226a13	莫不往生。嗚呼。觀淨土一門。則知聖人無棄物矣。彼	莫 不 往 生 嗚 呼 觀 淨 土 一 門 則 知 聖 人 無 棄 物 矣 彼 
X88n1646_024:0226a14	守癡空之徒。效無礙無修。起自障心。絕他學路。可不	守 癡 空 之 徒 效 無 礙 無 修 起 自 障 心 絕 他 學 路 可 不 
X88n1646_024:0226a15	哀哉。紹興十六年。一夕忽聞異香滿室。謂弟子沙門	哀 哉 紹 興 十 六 年 一 夕 忽 聞 異 香 滿 室 謂 弟 子 沙 門 
X88n1646_024:0226a16	思齊曰。此吾淨業所感也。乃沐浴更衣面西趺坐而	思 齊 曰 此 吾 淨 業 所 感 也 乃 沐 浴 更 衣 面 西 趺 坐 而 
X88n1646_024:0226a17	化。焚其軀。得舍利如菽者百八粒(佛祖統記．樂邦文類)。	化 焚 其 軀 得 舍 利 如 菽 者 百 八 粒 佛 祖 統 記 樂 邦 文 類 
X88n1646_024:0226a18	王衷嘉禾人。居錢塘之孤山。政和間舉隱逸不起。甞	王 衷 嘉 禾 人 居 錢 塘 之 孤 山 政 和 間 舉 隱 逸 不 起 甞 
X88n1646_024:0226a19	參小本禪師未有所入。偶聞僧誦彌陀經有感。遂專	參 小 本 禪 師 未 有 所 入 偶 聞 僧 誦 彌 陀 經 有 感 遂 專 
X88n1646_024:0226a20	心淨業。日誦阿彌陀經七過。佛號萬聲。十九年未甞	心 淨 業 日 誦 阿 彌 陀 經 七 過 佛 號 萬 聲 十 九 年 未 甞 
X88n1646_024:0226a21	間斷。即所居為蓮社。無問道俗貴賤咸得與會。一日	間 斷 即 所 居 為 蓮 社 無 問 道 俗 貴 賤 咸 得 與 會 一 日 
X88n1646_024:0226a22	無疾沐浴面西跏趺而化(佛祖統記．樂邦文類)。	無 疾 沐 浴 面 西 跏 趺 而 化 佛 祖 統 記 樂 邦 文 類 
X88n1646_024:0226a23	吳信叟名秉信。明州人。紹興中官於朝。與秦檜忤。斥	吳 信 叟 名 秉 信 明 州 人 紹 興 中 官 於 朝 與 秦 檜 忤 斥 
X88n1646_024:0226a24	為黨人。歸而築菴城南。日夕宴坐。制一棺。夜臥其中。	為 黨 人 歸 而 築 菴 城 南 日 夕 宴 坐 制 一 棺 夜 臥 其 中 
X88n1646_024:0226b01	至五更。令童子扣棺而歌曰。吳信叟歸去來。三界無	至 五 更 令 童 子 扣 棺 而 歌 曰 吳 信 叟 歸 去 來 三 界 無 
X88n1646_024:0226b02	安不可住。西方淨土有蓮胎。歸去來。聞唱即起。習禪	安 不 可 住 西方淨土 有 蓮 胎 歸 去 來 聞 唱 即 起 習 禪 
X88n1646_024:0226b03	誦。久之檜死。以禮部侍郎召。時停度僧之令。信叟請	誦 久 之 檜 死 以 禮 部 侍 郎 召 時 停 度 僧 之 令 信 叟 請 
X88n1646_024:0226b04	賣度牒以裕國用。因論及檜黨。卒為檜黨所中。論以	賣 度 牒 以 裕 國 用 因 論 及 檜 黨 卒 為 檜 黨 所 中 論 以 
X88n1646_024:0226b05	侫佛邀福。出知常州。二十六年復被召至蕭山驛舍	侫 佛 邀 福 出 知 常 州 二 十 六 年 復 被 召 至 蕭 山 驛 舍 
X88n1646_024:0226b06	坐。頃之令家人靜聽。咸聞天樂之音。即曰。清淨界中	坐 頃 之 令 家 人 靜 聽 咸 聞 天 樂 之 音 即 曰 清 淨 界 中 
X88n1646_024:0226b07	失念至此。金臺既至。吾當有行。言訖而逝(佛祖統記)。	失 念 至 此 金 臺 既 至 吾 當 有 行 言 訖 而 逝 佛 祖 統 記 
X88n1646_024:0226b08	張掄不詳其所自起。官浙西副都總管。虔修淨土。甞	張 掄 不 詳 其 所 自 起 官 浙 西 副 都 總 管 虔 修 淨 土 甞 
X88n1646_024:0226b09	請高宗書蓮社二字顏其居。為之記曰。臣甞讀天竺	請 高 宗 書 蓮 社 二 字 顏 其 居 為 之 記 曰 臣 甞 讀 天 竺 
X88n1646_024:0226b10	書。知出世間有極樂國者。國有佛號阿彌陀。始享國	書 知 出 世 間 有 極 樂 國 者 國 有 佛 號 阿 彌 陀 始 享 國 
X88n1646_024:0226b11	履位。捐去弗居。超然獨覺。悟心證聖。以大願力普度	履 位 捐 去 弗 居 超 然 獨 覺 悟 心 證 聖 以 大 願 力 普 度 
X88n1646_024:0226b12	一切。其國悉以上妙眾寶莊嚴。地皆黃金。無山川邱	一 切 其 國 悉 以 上 妙 眾 寶 莊 嚴 地 皆 黃 金 無 山 川 邱 
X88n1646_024:0226b13	谷之險。氣序常春。無陰陽寒暑之變。無飢寒老病生	谷 之 險 氣 序 常 春 無 陰 陽 寒 暑 之 變 無 飢 寒 老 病 生 
X88n1646_024:0226b14	死之苦。無五趣雜居之濁。用是種種神通方便。善導	死 之 苦 無 五 趣 雜 居 之 濁 用 是 種 種 神 通 方 便 善 導 
X88n1646_024:0226b15	眾生。忻樂起信。於日用中能發一念念彼佛號。即此	眾 生 忻 樂 起 信 於 日 用 中 能 發 一 念 念 彼 佛 號 即 此 
X88n1646_024:0226b16	一念清淨純熟圓滿具足。融會真如同一法性。幻身	一 念 清 淨 純 熟 圓 滿 具 足 融 會 真 如 同 一 法 性 幻 身 
X88n1646_024:0226b17	盡時此性不滅。一剎那頃佛土現前。如持左契以取	盡 時 此 性 不 滅 一 剎 那 頃 佛 土 現 前 如 持 左 契 以 取 
X88n1646_024:0226b18	寓物。臣敬聞其說。刻厲精進。無有間斷。惟佛惟念亦	寓 物 臣 敬 聞 其 說 刻 厲 精 進 無有間斷 惟 佛 惟 念 亦 
X88n1646_024:0226b19	既有年。闔門少長靡不從化。乃闢敝廬之東偏。鑿池	既 有 年 闔 門 少 長 靡 不 從 化 乃 闢 敝 廬 之 東 偏 鑿 池 
X88n1646_024:0226b20	種蓮。做慧遠結社之遺意。日率妻子課佛萬徧。而又	種 蓮 做 慧 遠 結 社 之 遺 意 日 率 妻 子 課 佛 萬 徧 而 又 
X88n1646_024:0226b21	歲以春秋之季月涓良日。即普靜精舍與信道者共	歲 以 春 秋 之 季 月 涓 良 日 即 普 靜 精 舍 與 信 道 者 共 
X88n1646_024:0226b22	之。於是見聞隨喜雲集川至。唱佛之聲如潮汐之騰	之 於 是 見 聞 隨 喜 雲 集 川 至 唱 佛 之 聲 如 潮 汐 之 騰 
X88n1646_024:0226b23	江也。夫慧遠創為茲社。距今閱數百祀。其間緇素景	江 也 夫 慧 遠 創 為 茲 社 距 今 閱 數 百 祀 其 間 緇 素 景 
X88n1646_024:0226b24	慕餘風。祖述其高致者。代不乏人。然率闇汶不章與	慕 餘 風 祖 述 其 高 致 者 代 不 乏 人 然 率 闇 汶 不 章 與 
X88n1646_024:0226c01	木石同寂。臣獨何幸。乃蒙太上光堯壽聖皇帝親灑	木 石 同 寂 臣 獨 何 幸 乃 蒙 太 上 光 堯 壽 聖 皇 帝 親 灑 
X88n1646_024:0226c02	宸毫書蓮社二大字為賜。雲章奎畫得未曾有。萬目	宸 毫 書 蓮 社 二 大 字 為 賜 雲 章 奎 畫 得未曾有 萬 目 
X88n1646_024:0226c03	共瞻歡喜踊躍。不獨傳示雲林。侈千載之盛遇。實願	共 瞻 歡喜踊躍 不 獨 傳 示 雲 林 侈 千 載 之 盛 遇 實 願 
X88n1646_024:0226c04	天下後世凡歷見聞。普得念佛三昧。究竟成就無上	天 下 後 世 凡 歷 見 聞 普 得 念佛三昧 究 竟 成 就 無 上 
X88n1646_024:0226c05	菩提。其為饒益詎可量已。謹刊之金石。用對揚丕顯	菩 提 其 為 饒 益 詎 可 量 已 謹 刊 之 金 石 用 對 揚 丕 顯 
X88n1646_024:0226c06	休命焉(樂邦文類)。	休 命 焉 樂 邦 文 類 
X88n1646_024:0226c07	李秉紹興末為內廷。官歷三朝。爵武功大夫。管御藥	李 秉 紹 興 末 為 內 廷 官 歷 三 朝 爵 武 功 大 夫 管 御 藥 
X88n1646_024:0226c08	院。乞宮祠以去。秉壯歲慕禪宗。參淨慈自得禪師有	院 乞 宮 祠 以 去 秉 壯 歲 慕 禪 宗 參 淨 慈 自 得 禪 師 有 
X88n1646_024:0226c09	省。既別自得。作拄杖頌寄之曰。得來拄杖元無價。分	省 既 別 自 得 作 拄 杖 頌 寄 之 曰 得 來 拄 杖 元 無 價 分 
X88n1646_024:0226c10	付知音好受持。千里同風了無說。夜深月上珊瑚枝。	付 知 音 好 受 持 千 里 同 風 了 無 說 夜 深 月 上 珊 瑚 枝 
X88n1646_024:0226c11	已而歸心淨土。刻龍舒淨土文以勸世。持誦謹篤。逾	已 而 歸 心 淨 土 刻 龍 舒 淨 土 文 以 勸 世 持 誦 謹 篤 逾 
X88n1646_024:0226c12	三十年。子元長。偕諸同好結淨業會於傳法寺。秉與	三 十 年 子 元 長 偕 諸 同 好 結 淨 業 會 於 傳 法 寺 秉 與 
X88n1646_024:0226c13	焉。嘉泰四年秋有疾。減食却劑。神色愈警。及冬。夢中	焉 嘉 泰 四 年 秋 有 疾 減 食 却 劑 神 色 愈 警 及 冬 夢 中 
X88n1646_024:0226c14	忽見彌陀現相。越七日凌晨見金華滿室中。呼二子	忽 見 彌 陀 現 相 越 七 日 凌 晨 見 金 華 滿 室 中 呼 二 子 
X88n1646_024:0226c15	掖起。別親友。索筆書曰。六十一年盡亂道。些兒見處	掖 起 別 親 友 索 筆 書 曰 六 十 一 年 盡 亂 道 些 兒 見 處 
X88n1646_024:0226c16	却也好。而今驀直往西方。萬劫長離生死老。置筆整	却 也 好 而 今 驀 直 往 西 方 萬 劫 長 離 生 死 老 置 筆 整 
X88n1646_024:0226c17	手結印而逝(樂邦文類)。	手 結 印 而 逝 樂 邦 文 類 
X88n1646_024:0226c18	陸子元名沅。會稽山陰人。試吏部再為第一監行在	陸 子 元 名 沅 會 稽 山 陰 人 試 吏 部 再 為 第 一 監 行 在 
X88n1646_024:0226c19	都進奏院監尚書六部門。居官落落。守正不媚權勢。	都 進 奏 院 監 尚 書 六 部 門 居 官 落 落 守 正 不 媚 權 勢 
X88n1646_024:0226c20	歲滿遷大府寺丞。尋外轉。歷提舉福建市舶。以母憂	歲 滿 遷 大 府 寺 丞 尋 外 轉 歷 提 舉 福 建 市 舶 以 母 憂 
X88n1646_024:0226c21	歸。中同僚鄭興裔之言。得罪閒居。家明州橫溪之上。	歸 中 同 僚 鄭 興 裔 之 言 得 罪 閒 居 家 明 州 橫 溪 之 上 
X88n1646_024:0226c22	客至語及鄭事。必曰沅與鄭歷劫中冤耳。謹當以善	客 至 語 及 鄭 事 必 曰 沅 與 鄭 歷 劫 中 冤 耳 謹 當 以 善 
X88n1646_024:0226c23	法解之。否則彼此酬酢無了時也。居常持法華經。晨	法 解 之 否 則 彼 此 酬 酢 無 了 時 也 居 常 持 法 華 經 晨 
X88n1646_024:0226c24	起即澡浴焚香。首唱偈曰。盥手清晨貝葉開。不求諸	起 即 澡 浴 焚 香 首 唱 偈 曰 盥 手 清 晨 貝 葉 開 不 求 諸 
X88n1646_024:0227a01	佛不禳災。世緣斷處從他斷。劫火光中舞一回。然後	佛 不 禳 災 世 緣 斷 處 從 他 斷 劫 火 光 中 舞 一 回 然 後 
X88n1646_024:0227a02	開卷而讀。不緩不急。聲如貫珠。日周一部。如是三十	開 卷 而 讀 不 緩 不 急 聲 如 貫 珠 日 周 一 部 如 是 三 十 
X88n1646_024:0227a03	年。年登八十。增至三部。宗教兩家靡不研究。復誦彌	年 年 登 八 十 增 至 三 部 宗 教 兩 家 靡 不 研 究 復 誦 彌 
X88n1646_024:0227a04	陀佛號。一意西馳。年八十五。沐浴冠服而化。口鼻間	陀 佛 號 一 意 西 馳 年 八 十 五 沐 浴 冠 服 而 化 口 鼻 間 
X88n1646_024:0227a05	出蓮華香。郁然彌日方息。事在紹熈五年(渭南文集．法喜志．法	出 蓮 華 香 郁 然 彌 日 方 息 事 在 紹 熈 五 年 渭 南 文 集 法 喜 志 法 
X88n1646_024:0227a06	華持驗記)。	華 持 驗 記 
X88n1646_024:0227a07	閻邦榮池州晉陽人。中年甞遇僧勸修淨業。持往生	閻 邦 榮 池 州 晉 陽 人 中 年 甞 遇 僧 勸 修 淨 業 持 往 生 
X88n1646_024:0227a08	呪。遂斷葷血。每旦向西誦呪千遍。又率諸男女同聲	呪 遂 斷 葷 血 每 旦 向 西 誦 呪 千 遍 又 率 諸 男 女 同 聲 
X88n1646_024:0227a09	誦之。積二十年。紹熈元年正月朔。閱大涅槃經歎曰。	誦 之 積 二 十 年 紹 熈 元 年 正 月 朔 閱 大 涅 槃 經 歎 曰 
X88n1646_024:0227a10	人生夢幻耳。吾何戀乎。三月朔。聞異香芬馥彌日不	人 生 夢 幻 耳 吾 何 戀 乎 三 月 朔 聞 異 香 芬 馥 彌 日 不 
X88n1646_024:0227a11	歇。其子夢阿彌陀佛放大光明。徧照堂宇皆作金色。	歇 其 子 夢 阿 彌 陀 佛 放大光明 徧 照 堂 宇 皆 作 金 色 
X88n1646_024:0227a12	越五日晨起。如常課誦訖。顧家人曰。我今日當行。慎	越 五 日 晨 起 如 常 課 誦 訖 顧 家 人 曰 我 今 日 當 行 慎 
X88n1646_024:0227a13	勿相攪。遂面西瞑目跏趺而坐。日過中。瞿然起曰。我	勿 相 攪 遂 面 西 瞑 目 跏 趺 而 坐 日 過 中 瞿 然 起 曰 我 
X88n1646_024:0227a14	去也。便起立。行數步。舒手結印微笑而化(樂邦文類)。	去 也 便 起 立 行 數 步 舒 手 結 印 微 笑 而 化 樂 邦 文 類 
X88n1646_024:0227a15	錢同伯名象祖。台州人。祖端禮官參知政事。甞參護	錢 同 伯 名 象 祖 台 州 人 祖 端 禮 官 參 知 政 事 甞 參 護 
X88n1646_024:0227a16	國元公有省。遂究極宗門旨趣。臨終書曰。浮世虗幻。	國 元 公 有 省 遂 究 極 宗 門 旨 趣 臨 終 書 曰 浮 世 虗 幻 
X88n1646_024:0227a17	本無去來。四大五蘊。必歸終盡。盖為地水火風暫時	本 無 去 來 四 大 五 蘊 必 歸 終 盡 盖 為 地水火風 暫 時 
X88n1646_024:0227a18	湊泊。不可錯認為己有。大丈夫當用處把定。立處皆	湊 泊 不 可 錯 認 為 己 有 大 丈 夫 當 用 處 把 定 立 處 皆 
X88n1646_024:0227a19	真。去留自在。是上來諸聖解脫路涅槃門也。吾今如	真 去 留 自 在 是 上 來 諸 聖 解 脫 路 涅 槃 門 也 吾 今 如 
X88n1646_024:0227a20	是。豈不快哉。置筆斂目而逝。同伯以恩起家太常丞。	是 豈不快哉 置 筆 斂 目 而 逝 同 伯 以 恩 起 家 太 常 丞 
X88n1646_024:0227a21	開禧中官參知政事。時韓侂胄為相。欲用兵於金。同	開 禧 中 官 參 知 政 事 時 韓 侂 胄 為 相 欲 用 兵 於 金 同 
X88n1646_024:0227a22	伯執不可。遂罷知外郡。已而復起。與史彌遠謀。共誅	伯 執 不 可 遂 罷 知 外 郡 已 而 復 起 與 史 彌 遠 謀 共 誅 
X88n1646_024:0227a23	侂胄。天下賴之。嘉定二年拜左丞相。尋罷歸。初同伯	侂 胄 天 下 賴 之 嘉 定 二 年 拜 左 丞 相 尋 罷 歸 初 同 伯 
X88n1646_024:0227a24	問道於此菴元公。此菴曰。欲究此事。須得心法兩忘	問 道 於 此 菴 元 公 此 菴 曰 欲 究 此 事 須 得 心 法 兩 忘 
