X16n0311_001:0373a04	 引　〔龍其〕	 引 龍 其 
X16n0311_002:0390b01	人得見佛。其數與心等。△三結答圓通。	人 得 見 佛 其 數 與 心 等 三 結 答 圓 通 
X16n0311_002:0390b02	佛問圓通。我無選擇。都攝六根。淨念相繼。得三摩地。	佛 問 圓 通 我 無 選 擇 都 攝 六 根 淨 念 相 繼 得 三 摩 地 
X16n0311_002:0390b03	斯為第一。	斯 為 第 一 
X16n0311_002:0390b04	【疏】初一句牒所問。包含眾妙曰圓。遍入諸有曰通。	 疏 初 一 句 牒 所 問 包 含 眾 妙 曰 圓 遍 入 諸 有 曰 通 
X16n0311_002:0390b05	又總攝萬化不滯一隅曰圓。統生一切無有間隔	又 總 攝 萬 化 不 滯 一 隅 曰 圓 統 生 一 切 無 有 間 隔 
X16n0311_002:0390b06	曰通。次五句結能答。我等四句出本因。先因修。無	曰 通 次 五 句 結 能 答 我 等 四 句 出 本 因 先 因 修 無 
X16n0311_002:0390b07	選擇者。一揀非那律選眼空生擇意。二外不選六	選 擇 者 一 揀 非 那 律 選 眼 空 生 擇 意 二 外 不 選 六 
X16n0311_002:0390b08	根相。(浮勝二根相也)內不擇六根性。(見聞覺知性也)根都攝者。對	根 相 浮 勝 二 根 相 也 內 不 擇 六 根 性 見聞覺知 性 也 根 都 攝 者 對 
X16n0311_002:0390b09	上亦二義。一眼不取色。乃至意不緣法。二唯依一	上 亦 二 義 一 眼 不 取 色 乃 至 意 不 緣 法 二 唯 依 一 
X16n0311_002:0390b10	精明心不行六根用故。餘念不生曰淨。念而無念	精 明 心 不 行 六 根 用 故 餘 念 不 生 曰 淨 念 而 無 念 
X16n0311_002:0390b11	故。一心繫佛曰念。無念而念故。相繼。謂事則憶念	故 一 心 繫 佛 曰 念 無 念 而 念 故 相 繼 謂 事 則 憶 念 
X16n0311_002:0390b12	無間。理則圓照無間。得句。後果證。梵語三摩地。此	無 間 理 則 圓 照 無 間 得 句 後 果 證 梵 語 三 摩 地 此 
X16n0311_002:0390b13	云等至。等謂齊等。離沉掉故。至謂至到。到勝定故。	云 等 至 等 謂 齊 等 離 沉 掉 故 至 謂 至 到 到 勝 定 故 
X16n0311_002:0390b14	亦云等持。謂平等持心趣一境故。雖通因果。此且	亦 云 等 持 謂 平 等 持 心 趣 一 境 故 雖 通 因 果 此 且 
X16n0311_002:0390b15	取功用中純熟一義。故名曰得。事則成念佛三昧。	取 功 用 中 純 熟 一 義 故 名 曰 得 事 則 成 念佛三昧 
X16n0311_002:0390b16	理則顯本性如來。斯為句。歎殊勝。問。大本彌陀經	理 則 顯 本 性 如 來 斯 為 句 歎 殊 勝 問 大 本 彌 陀 經 
X16n0311_002:0390b17	云。極樂清淨。次於泥洹。今經揀選圓通。勢至念佛。	云 極 樂 清 淨 次 於 泥 洹 今 經 揀 選 圓 通 勢 至 念 佛 
X16n0311_002:0390b18	次於觀音返聞。何稱為第一耶。答。就楞嚴本經。有	次 於 觀 音 返 聞 何 稱 為 第 一 耶 答 就 楞 嚴 本 經 有 
X16n0311_002:0390b19	三意。一文殊。謂念性生滅因果殊感故。第二勢至。	三 意 一 文 殊 謂 念 性 生 滅 因 果 殊 感 故 第 二 勢 至 
X16n0311_002:0390b20	謂一心淨念現見自佛故。第一二阿難循聲故。返	謂 一 心 淨 念 現 見 自 佛 故 第 一 二 阿 難 循 聲 故 返 
X16n0311_002:0390b21	聞為當根。念佛為不當根。佛以聖性皆通歸元無	聞 為 當 根 念 佛 為 不 當 根 佛 以 聖 性 皆 通 歸 元 無 
X16n0311_002:0390b22	二。故稱觀音勢至並無優劣。三此方教體在於音	二 故 稱 觀 音 勢 至 並 無 優 劣 三 此 方 教 體 在 於 音 
X16n0311_002:0390b23	聞故。以耳根圓通。當此方機。勢至居次。十方法門	聞 故 以 耳 根 圓 通 當 此 方 機 勢 至 居 次 十 方 法 門 
X16n0311_002:0390b24	念佛為最故。以念佛圓通。當十方機。等於觀音。約	念 佛 為 最 故 以 念 佛 圓 通 當 十 方 機 等 於 觀 音 約 
X16n0311_002:0390c01	念佛法門中。若事念他佛。助顯本覺性佛。則次泥	念 佛 法 門 中 若 事 念 他 佛 助 顯 本 覺 性 佛 則 次 泥 
X16n0311_002:0390c02	洹。異於觀音。若理念自佛。直顯涅槃心佛。則等泥	洹 異 於 觀 音 若 理 念 自 佛 直 顯 涅 槃 心 佛 則 等 泥 
X16n0311_002:0390c03	洹。同觀音矣。所謂不假方便自得心開。是也。如此	洹 同 觀 音 矣 所 謂 不 假 方 便 自 得 心 開 是 也 如 此 
X16n0311_002:0390c04	念佛法門。不稱第一。而謂之何哉。修心者豈可忽	念 佛 法 門 不 稱 第 一 而 謂 之 何 哉 修 心 者 豈 可 忽 
X16n0311_002:0390c05	諸。	諸 
X16n0311_002:0390c06	【鈔】牒所問者。楞嚴五卷云。我今問汝。最初發心悟	 鈔 牒 所 問 者 楞 嚴 五 卷 云 我 今 問 汝 最初發心 悟 
X16n0311_002:0390c07	十八界誰為圓通。從何方便入三摩地。故此牒云。	十 八 界 誰 為 圓 通 從 何 方 便 入 三 摩 地 故 此 牒 云 
X16n0311_002:0390c08	佛問圓通也。包含下。約包遍釋圓通。又下約攝生	佛 問 圓 通 也 包 含 下 約 包 遍 釋 圓 通 又 下 約 攝 生 
X16n0311_002:0390c09	釋圓通。又多門入一。一門容多。名之為圓。如珠懸	釋 圓 通 又 多 門 入 一 一 門 容 多 名 之 為 圓 如 珠 懸 
X16n0311_002:0390c10	空。映于五色也。一入多門。多門容一。名之為通。如	空 映 于 五 色 也 一 入 多 門 多 門 容 一 名 之 為 通 如 
X16n0311_002:0390c11	泉潛流穿於十方也。根都攝下。佛為能攝。根為所	泉 潛 流 穿 於 十 方 也 根 都 攝 下 佛 為 能 攝 根 為 所 
X16n0311_002:0390c12	攝。攝則通二。二義中。初通事念。次通理念。上無擇	攝 攝 則 通 二 二 義 中 初 通 事 念 次 通 理 念 上 無 擇 
X16n0311_002:0390c13	二義亦例此知之。等至下。圓覺疏翻為等至。等謂	二 義 亦 例 此 知 之 等 至 下 圓 覺 疏 翻 為 等 至 等 謂 
X16n0311_002:0390c14	平等住持。雙離沉掉也。至謂能到勝定。及至勝位	平 等 住 持 雙 離 沉 掉 也 至 謂 能 到 勝 定 及 至 勝 位 
X16n0311_002:0390c15	也。等持下。此依會玄記釋。事則成等至。理則成等	也 等 持 下 此 依 會 玄 記 釋 事 則 成 等 至 理 則 成 等 
X16n0311_002:0390c16	持。故開二義也。問下通妨也。慧覺曰。或謂淨土乃	持 故 開 二 義 也 問 下 通 妨 也 慧 覺 曰 或 謂 淨 土 乃 
X16n0311_002:0390c17	聖人之權方。所以接鈍根化凡器也。苟能一超直	聖 人 之 權 方 所 以 接 鈍 根 化 凡 器 也 苟 能 一 超 直 
X16n0311_002:0390c18	入如來地。何藉於他力乎。答云。馬鳴龍樹天親等	入如來地 何 藉 於 他 力 乎 答 云 馬 鳴 龍 樹 天 親 等 
X16n0311_002:0390c19	諸菩薩。皆發願往生。應盡是鈍根乎。釋迦於大寶	諸 菩 薩 皆 發 願 往 生 應 盡 是 鈍 根 乎 釋 迦 於 大 寶 
X16n0311_002:0390c20	積經。勸父王淨飯并六萬釋種。皆求生淨土。應盡	積 經 勸 父 王 淨 飯 并 六 萬 釋 種 皆 求 生 淨 土 應 盡 
X16n0311_002:0390c21	是凡器乎。一舉心念佛。即見性成佛。豈非一超直	是 凡 器 乎 一 舉 心 念 佛 即 見 性 成 佛 豈 非 一 超 直 
X16n0311_002:0390c22	入乎。青草堂後身為曾魯公。戒禪師後身作蘇東	入 乎 青 草 堂 後 身 為 曾 魯 公 戒 禪 師 後 身 作 蘇 東 
X16n0311_002:0390c23	坡。真如喆公後身多憂苦。太平古老後身躭富貴。	坡 真 如 喆 公 後 身 多 憂 苦 太 平 古 老 後 身 躭 富 貴 
X16n0311_002:0390c24	海印信禪師生朱防禦家為女子。豈可單仗自力	海 印 信 禪 師 生 朱 防 禦 家 為 女 子 豈 可 單 仗 自 力 
X16n0311_002:0391a01	乎。若以此為權。將何為實。輕念佛者。可不慎歟。如	乎 若 以 此 為 權 將 何 為 實 輕 念 佛 者 可 不 慎 歟 如 
X16n0311_002:0391a02	此下。結顯也。若以念佛一門攝生。世出世法言之。	此 下 結 顯 也 若 以 念 佛 一 門 攝 生 世 出 世 法 言 之 
X16n0311_002:0391a03	為五欲故發心念佛。地獄界也(一)為名利故發心	為 五 欲 故 發 心 念 佛 地 獄 界 也 一 為 名 利 故 發 心 
X16n0311_002:0391a04	念佛。餓鬼界也(二)為眷屬故發心念佛。畜生界也	念 佛 餓 鬼 界 也 二 為 眷 屬 故 發 心 念 佛 畜 生 界 也 
X16n0311_002:0391a05	(三)為勝他故發心念佛。修羅界也(四)畏惡道故發	 三 為 勝 他 故 發 心 念 佛 修 羅 界 也 四 畏 惡 道 故 發 
X16n0311_002:0391a06	心念佛。人法界也(五)求天樂故發心念佛。天法界	心 念 佛 人 法 界 也 五 求 天 樂 故 發 心 念 佛 天 法 界 
X16n0311_002:0391a07	也(六)欣涅槃故發心念佛。聲聞界也(七)慕無生故	也 六 欣 涅 槃 故 發 心 念 佛 聲 聞 界 也 七 慕 無 生 故 
X16n0311_002:0391a08	發心念佛。緣覺界也(八)欲度他故發心念佛。菩薩	發 心 念 佛 緣 覺 界 也 八 欲 度 他 故 發 心 念 佛 菩 薩 
X16n0311_002:0391a09	界也(九)希成佛故發心念佛。佛法界也(十)堅心念	界 也 九 希 成 佛 故 發 心 念 佛 佛 法 界 也 十 堅 心 念 
X16n0311_002:0391a10	佛。地大也(十一)喜心念佛。水大也(十二)熱心念佛。火大	佛 地 大 也 十 一 喜 心 念 佛 水 大 也 十 二 熱 心 念 佛 火 大 
X16n0311_002:0391a11	也(十三)勤心念佛。風大也(十四)虗心念佛。空大也(十五)靈	也 十 三 勤 心 念 佛 風 大 也 十 四 虗 心 念 佛 空 大 也 十 五 靈 
X16n0311_002:0391a12	心念佛。根大也(十六)想心念佛。識大也(十七)念佛旋見。	心 念 佛 根 大 也 十 六 想 心 念 佛 識 大 也 十 七 念 佛 旋 見 
X16n0311_002:0391a13	眼根也(十八)念佛反聞。耳根也(十九)念佛轉齅。鼻根也	眼 根 也 十 八 念 佛 反 聞 耳 根 也 十 九 念 佛 轉 齅 鼻 根 也 
X16n0311_002:0391a14	(二十)念佛還甞。舌根也(廿一)念佛攝覺。身根也(廿二)念佛	 二 十 念 佛 還 甞 舌 根 也 廿 一 念 佛 攝 覺 身 根 也 廿 二 念 佛 
X16n0311_002:0391a15	逆知。意根也(廿三)念佛觀像。色塵也(廿四)念佛聽名。聲	逆 知 意 根 也 廿 三 念 佛 觀 像 色 塵 也 廿 四 念 佛 聽 名 聲 
X16n0311_002:0391a16	塵也(廿五)念佛染香。香塵也(廿六)念佛有味。味塵也(廿七)	塵 也 廿 五 念 佛 染 香 香 塵 也 廿 六 念 佛 有 味 味 塵 也 廿 七 
X16n0311_002:0391a17	念佛光嚴。觸塵也(廿八)念佛觀想。法塵也(廿九)眼不別	念 佛 光 嚴 觸 塵 也 廿 八 念 佛 觀 想 法 塵 也 廿 九 眼 不 別 
X16n0311_002:0391a18	色。眼識念佛也(三十)耳不別聲。耳識念佛也(三一)鼻不	色 眼 識 念 佛 也 三 十 耳 不 別 聲 耳 識 念 佛 也 三 一 鼻 不 
X16n0311_002:0391a19	別香。鼻識念佛也(三二)舌不別味。舌識念佛也(三三)身	別 香 鼻 識 念 佛 也 三 二 舌 不 別 味 舌 識 念 佛 也 三 三 身 
X16n0311_002:0391a20	不別觸。身識念佛也(三四)意不別法。意識念佛也(三五)	不 別 觸 身 識 念 佛 也 三 四 意 不 別 法 意 識 念 佛 也 三 五 
X16n0311_002:0391a21	怖生死苦。苦諦念佛也(三六)息諸惑業。集諦念佛也	怖 生 死 苦 苦 諦 念 佛 也 三 六 息 諸 惑 業 集 諦 念 佛 也 
X16n0311_002:0391a22	(三七)修戒定慧。道諦念佛也(三八)證寂滅理。滅諦念佛	 三 七 修 戒 定 慧 道 諦 念 佛 也 三 八 證 寂 滅 理 滅 諦 念 佛 
X16n0311_002:0391a23	也(三九)煩惱不生。無明緣念佛也(四十)不作諸業。行緣	也 三 九 煩 惱 不 生 無 明 緣 念 佛 也 四 十 不 作 諸 業 行 緣 
X16n0311_002:0391a24	念佛也(四一)不托母胎。識緣念佛也(四二)色心斷滅。名	念 佛 也 四 一 不 托 母 胎 識 緣 念 佛 也 四 二 色 心 斷 滅 名 
X16n0311_002:0391b01	色緣念佛也(四三)諸根灰泯。六入緣念佛也(四四)根塵	色 緣 念 佛 也 四 三 諸 根 灰 泯 六 入 緣 念 佛 也 四 四 根 塵 
X16n0311_002:0391b02	識離。觸緣念佛也(四五)不領前境。受緣念佛也(四六)不	識 離 觸 緣 念 佛 也 四 五 不 領 前 境 受 緣 念 佛 也 四 六 不 
X16n0311_002:0391b03	貪財色。愛緣念佛也(四七)不求塵欲。取緣念佛也(四八)	貪 財 色 愛 緣 念 佛 也 四 七 不 求 塵 欲 取 緣 念 佛 也 四 八 
X16n0311_002:0391b04	業無有成。有緣念佛也(四九)不受後陰。生緣念佛也	業 無 有 成 有 緣 念 佛 也 四 九 不 受 後 陰 生 緣 念 佛 也 
X16n0311_002:0391b05	(五十)空無熟壞。老死緣念佛也(五一)一心念佛萬緣自	 五 十 空 無 熟 壞 老 死 緣 念 佛 也 五 一 一 心 念 佛 萬 緣 自 
X16n0311_002:0391b06	捨。施度也(五二)一心念佛諸惡自止。戒度也(五三)一心	捨 施 度 也 五 二 一 心 念 佛 諸 惡 自 止 戒 度 也 五 三 一 心 
X16n0311_002:0391b07	念佛心自柔順。忍度也(五四)一心念佛永不退轉。進	念 佛 心 自 柔 順 忍 度 也 五 四 一 心 念 佛 永 不 退 轉 進 
X16n0311_002:0391b08	度也(五五)一心念佛餘想不生。禪度也(五六)一心念佛	度 也 五 五 一 心 念 佛 餘 想 不 生 禪 度 也 五 六 一 心 念 佛 
X16n0311_002:0391b09	正智分明。智度也(五七)一心念佛成正徧知。菩提也	正 智 分 明 智 度 也 五 七 一 心 念 佛 成 正 徧 知 菩 提 也 
X16n0311_002:0391b10	(五八)一心念佛常樂淨我。涅槃也(五九)寂靜念佛。空如	 五 八 一 心 念 佛 常 樂 淨 我 涅 槃 也 五 九 寂 靜 念 佛 空 如 
X16n0311_002:0391b11	來藏也(六十)想像念佛。不空如來藏也(六一)圓通念佛。	來 藏 也 六 十 想 像 念 佛 不 空 如 來 藏 也 六 一 圓 通 念 佛 
X16n0311_002:0391b12	空不空如來藏也(六二)日出念佛。先照時也(六三)食時	空 不 空 如 來 藏 也 六 二 日 出 念 佛 先 照 時 也 六 三 食 時 
X16n0311_002:0391b13	念佛。轉照初也(六四)亭午念佛。轉照中也(六五)晡時念	念 佛 轉 照 初 也 六 四 亭 午 念 佛 轉 照 中 也 六 五 晡 時 念 
X16n0311_002:0391b14	佛。轉照後也(六六)日沒念佛。還照時也(六七)念心外佛。	佛 轉 照 後 也 六 六 日 沒 念 佛 還 照 時 也 六 七 念 心 外 佛 
X16n0311_002:0391b15	小教也(六八)念心內佛。始教也(六九)念即心佛。終教也	小 教 也 六 八 念 心 內 佛 始 教 也 六 九 念 即 心 佛 終 教 也 
X16n0311_002:0391b16	(七十)念非心佛。頓教也(七一)念普融佛。圓教也(七二)有佛	 七 十 念 非 心 佛 頓 教 也 七 一 念 普 融 佛 圓 教 也 七 二 有 佛 
X16n0311_002:0391b17	有心淨念相繼。事法界也(七三)無佛無心不假方便。	有 心 淨 念 相 繼 事 法 界 也 七 三 無 佛 無 心 不 假 方 便 
X16n0311_002:0391b18	理法界也(七四)念佛念心入無生忍。事理無礙法界	理 法 界 也 七 四 念 佛 念 心 入 無 生 忍 事 理 無 礙 法 界 
X16n0311_002:0391b19	也(七五)若佛若心遍含無盡。事事無礙法界也(七六)一	也 七 五 若 佛 若 心 遍 含 無 盡 事 事 無 礙 法 界 也 七 六 一 
X16n0311_002:0391b20	念佛門含無盡義。總相也(七七)四五義門非一念佛。	念 佛 門 含 無 盡 義 總 相 也 七 七 四 五 義 門 非 一 念 佛 
X16n0311_002:0391b21	別相也(七八)十六觀等同成念佛。同相也(七九)依報清	別 相 也 七 八 十 六 觀 等 同 成 念 佛 同 相 也 七 九 依 報 清 
X16n0311_002:0391b22	淨非正莊嚴。異相也(八十)念佛一門攬諸義成。成相	淨 非 正 莊 嚴 異 相 也 八 十 念 佛 一 門 攬 諸 義 成 成 相 
X16n0311_002:0391b23	也(八一)四種五種各住自位。壞相也(八二)依正功德念	也 八 一 四 種 五 種 各 住 自 位 壞 相 也 八 二 依 正 功 德 念 
X16n0311_002:0391b24	佛更周。同時具足相應門也(八三)遍周諸法不離念	佛 更 周 同 時 具 足 相 應 門 也 八 三 遍 周 諸 法 不 離 念 
X16n0311_002:0391c01	佛。廣狹自在無礙門也(八四)一根念佛六根都攝。一	佛 廣 狹 自在無礙 門 也 八 四 一 根 念 佛 六 根 都 攝 一 
X16n0311_002:0391c02	多相容不同門也(八五)念佛三昧即一切法。諸法相	多 相 容 不 同 門 也 八 五 念佛三昧 即 一 切 法 諸 法 相 
X16n0311_002:0391c03	即自在門也(八六)正念佛時餘門不現。秘密隱顯俱	即 自 在 門 也 八 六 正 念 佛 時 餘 門 不 現 秘 密 隱 顯 俱 
X16n0311_002:0391c04	成門也(八七)此念佛門一切齊攝。微細相容安立門	成 門 也 八 七 此 念 佛 門 一 切 齊 攝 微 細 相 容 安 立 門 
X16n0311_002:0391c05	也(八八)五種念佛互攝重重。因陀羅網境界門也(八九)	也 八 八 五 種 念 佛 互 攝 重 重 因 陀 羅 網 境 界 門 也 八 九 
X16n0311_002:0391c06	見念佛門即見無盡。托事顯法生解門也(九十)前後	見 念 佛 門 即 見 無 盡 托 事 顯 法 生 解 門 也 九 十 前 後 
X16n0311_002:0391c07	念佛不異當念。十世隔法異成門也(九一)念佛一法	念 佛 不 異 當 念 十 世 隔 法 異 成 門 也 九 一 念 佛 一 法 
X16n0311_002:0391c08	帶無盡法。主伴圓明具德門也(九二)念自心佛。本覺	帶 無 盡 法 主 伴 圓 明 具 德 門 也 九 二 念 自 心 佛 本 覺 
X16n0311_002:0391c09	也(九三)念佛信心。始覺中名字也(九四)念佛解心。始覺	也 九 三 念 佛 信 心 始 覺 中 名 字 也 九 四 念 佛 解 心 始 覺 
X16n0311_002:0391c10	中相似也(九五)念佛證心。始覺中分證也(九六)念佛成	中 相 似 也 九 五 念 佛 證 心 始 覺 中 分 證 也 九 六 念 佛 成 
X16n0311_002:0391c11	佛。究竟覺也(九七)當念佛時寂寞無為。法身佛也(九八)	佛 究 竟 覺 也 九 七 當 念 佛 時 寂 寞 無 為 法 身 佛 也 九 八 
