T48n2003_001:0139a03	碧巖錄序	碧 巖 錄 序 
T48n2003_005:0180a27	排。自然恰好。所以道。正中偏。三更初夜月明	排 自 然 恰 好 所 以 道 正 中 偏 三 更 初 夜 月 明 
T48n2003_005:0180a28	前。莫怪相逢不相識。隱隱猶懷舊日嫌。偏中	前 莫 怪 相 逢 不 相 識 隱 隱 猶 懷 舊 日 嫌 偏 中 
T48n2003_005:0180b01	正失。曉老婆逢古鏡。分明覿面更無真。休	正 失 曉 老 婆 逢 古 鏡 分 明 覿 面 更 無 真 休 
T48n2003_005:0180b02	更迷頭還認影。正中來。無中有路出塵埃。但	更 迷 頭 還 認 影 正 中 來 無 中 有 路 出 塵 埃 但 
T48n2003_005:0180b03	能不觸當今諱。也勝前朝斷舌才。偏中至。兩	能 不 觸 當 今 諱 也 勝 前 朝 斷 舌 才 偏 中 至 兩 
T48n2003_005:0180b04	刃交鋒不須避。好手還同火裏蓮。宛然自有	刃 交 鋒 不 須 避 好 手 還 同 火 裏 蓮 宛 然 自 有 
T48n2003_005:0180b05	衝天氣。兼中到。不落有無誰敢和。人人盡	衝 天 氣 兼 中 到 不 落 有 無 誰 敢 和 人 人 盡 
T48n2003_005:0180b06	欲出常流。折合還歸炭裏坐。浮山遠錄公。以	欲 出 常 流 折 合 還 歸 炭 裏 坐 浮 山 遠 錄 公 以 
T48n2003_005:0180b07	此公案。為五位之格。若會得一則。餘者自然	此 公 案 為 五 位 之 格 若 會 得 一 則 餘 者 自 然 
T48n2003_005:0180b08	易會。巖頭道。如水上葫蘆子相似。捺著便轉。	易 會 巖 頭 道 如 水 上 葫 蘆 子 相 似 捺 著 便 轉 
T48n2003_005:0180b09	殊不消絲毫氣力。曾有僧問洞山。文殊普賢	殊 不 消 絲 毫 氣 力 曾 有 僧 問 洞 山 文 殊 普 賢 
T48n2003_005:0180b10	來參時如何。山云。趕向水牯牛群裏去。僧云。	來 參 時 如 何 山 云 趕 向 水 牯 牛 群 裏 去 僧 云 
T48n2003_005:0180b11	和尚入地獄如箭。山云。全得他力。洞山道。何	和 尚 入 地 獄 如 箭 山 云 全 得 他 力 洞 山 道 何 
T48n2003_005:0180b12	不向無寒暑處去。此是偏中正。僧云。如何是	不 向 無 寒 暑 處 去 此 是 偏 中 正 僧 云 如 何 是 
T48n2003_005:0180b13	無寒暑處。山云。寒時寒殺闍黎。熱時熱殺闍	無 寒 暑 處 山 云 寒 時 寒 殺 闍 黎 熱 時 熱 殺 闍 
T48n2003_005:0180b14	黎。此是正中偏。雖正却偏雖偏。却圓曹洞錄	黎 此 是 正 中 偏 雖 正 却 偏 雖 偏 却 圓 曹 洞 錄 
T48n2003_005:0180b15	中。備載子細。若是臨濟下。無許多事。這般公	中 備 載 子 細 若 是 臨 濟 下 無 許 多 事 這 般 公 
T48n2003_005:0180b16	案直下便會。有者道。大好無寒暑。有什麼巴	案 直 下 便 會 有 者 道 大 好 無 寒 暑 有 什 麼 巴 
T48n2003_005:0180b17	鼻。古人道。若向劍刃上走則快。若向情識上	鼻 古 人 道 若 向 劍 刃 上 走 則 快 若 向 情 識 上 
T48n2003_005:0180b18	見則遲。不見僧問翠微。如何是祖師西來意。	見 則 遲 不 見 僧 問 翠 微 如 何 是 祖 師 西 來 意 
T48n2003_005:0180b19	微云。待無人來。向爾道。遂入園中行。僧云。	微 云 待 無 人 來 向 爾 道 遂 入 園 中 行 僧 云 
T48n2003_005:0180b20	此間無人。請和尚道。微指竹云。這一竿竹得	此 間 無 人 請 和 尚 道 微 指 竹 云 這 一 竿 竹 得 
T48n2003_005:0180b21	恁麼長。那一竿竹得恁麼短其僧忽然大悟。	恁 麼 長 那 一 竿 竹 得 恁 麼 短 其 僧 忽 然 大 悟 
T48n2003_005:0180b22	又曹山問僧。恁麼熱。向什麼處迴避。僧云。鑊	又 曹 山 問 僧 恁 麼 熱 向 什 麼 處 迴 避 僧 云 鑊 
T48n2003_005:0180b23	湯爐炭裏迴避。山云。鑊湯爐炭裏如何迴避。	湯 爐 炭 裏 迴 避 山 云 鑊 湯 爐 炭 裏 如 何 迴 避 
T48n2003_005:0180b24	僧云。眾苦不能到。看他家裏人。自然會他家	僧 云 眾 苦 不 能 到 看 他 家 裏 人 自 然 會 他 家 
T48n2003_005:0180b25	裏人說話。雪竇用他家裏事頌出。	裏 人 說 話 雪 竇 用 他 家 裏 事 頌 出 
T48n2003_005:0180b26	垂手還同萬仞崖(不是作家。誰能辨得。何處不圓融。王勅既行諸侯避道)	垂 手 還 同 萬 仞 崖 不 是 作 家 誰 能 辨 得 何 處 不 圓 融 王 勅 既 行 諸 侯 避 道 
T48n2003_005:0180b27	　正偏何必在安排(若是安排。何處有今日。作麼生兩頭不涉。風行草傴。水到	 正 偏 何 必 在 安 排 若 是 安 排 何 處 有 今 日 作 麼 生 兩 頭 不 涉 風 行 草 傴 水 到 
T48n2003_005:0180b28	渠成)　　琉璃古殿照明月(圓陀陀地切忌認影。且莫當頭)　忍俊韓獹	渠 成 琉 璃 古 殿 照 明 月 圓 陀 陀 地 切 忌 認 影 且 莫 當 頭 忍 俊 韓 獹 
T48n2003_005:0180b29	空上階(不是這回。蹉過了也。逐塊作什麼。打云。爾與這僧同參)　　獹(龍都切通作盧)。	空 上 階 不 是 這 回 蹉 過 了 也 逐 塊 作 什 麼 打 云 爾 與 這 僧 同 參 獹 龍 都 切 通 作 盧 
T48n2003_005:0180c01	曹洞下有出世不出世。有垂手不垂手。若不	曹 洞 下 有 出 世 不 出 世 有 垂 手 不 垂 手 若 不 
T48n2003_005:0180c02	出世目視雲霄。若出世便灰頭土面。目視雲	出 世 目 視 雲 霄 若 出 世 便 灰 頭 土 面 目 視 雲 
T48n2003_005:0180c03	霄即是萬仞峯頭。灰頭土面即是垂手邊事。	霄 即 是 萬 仞 峯 頭 灰 頭 土 面 即 是 垂 手 邊 事 
T48n2003_005:0180c04	有時灰頭土面即在萬仞峯頭。有時萬仞峯	有 時 灰 頭 土 面 即 在 萬 仞 峯 頭 有 時 萬 仞 峯 
T48n2003_005:0180c05	頭即是灰頭土面。其實入鄽垂手。與孤峯獨	頭 即 是 灰 頭 土 面 其 實 入 鄽 垂 手 與 孤 峯 獨 
T48n2003_005:0180c06	立一般。歸源了性與差別智無異。切忌作兩	立 一 般 歸 源 了 性 與 差 別 智 無 異 切 忌 作 兩 
T48n2003_005:0180c07	橛會。所以道。垂手還同萬仞崖。直是無爾湊	橛 會 所 以 道 垂 手 還 同 萬 仞 崖 直 是 無 爾 湊 
T48n2003_005:0180c08	泊處。正偏何必在安排。若到用時。自然如	泊 處 正 偏 何 必 在 安 排 若 到 用 時 自 然 如 
T48n2003_005:0180c09	此。不在安排也。此頌洞山答處。後面道。琉璃	此 不 在 安 排 也 此 頌 洞 山 答 處 後 面 道 琉 璃 
T48n2003_005:0180c10	古殿照明月。忍俊韓獹空上階。此正頌這僧	古 殿 照 明 月 忍 俊 韓 獹 空 上 階 此 正 頌 這 僧 
T48n2003_005:0180c11	逐言語走。洞下有此石女木馬無底籃。夜明	逐 言 語 走 洞 下 有 此 石 女 木 馬 無 底 籃 夜 明 
T48n2003_005:0180c12	珠。死蛇等十八般。大綱只明正位。如月照琉	珠 死 蛇 等 十 八 般 大 綱 只 明 正 位 如 月 照 琉 
T48n2003_005:0180c13	璃古殿。似有圓影。洞山答道。何不向無寒	璃 古 殿 似 有 圓 影 洞 山 答 道 何 不 向 無 寒 
T48n2003_005:0180c14	暑處去。其僧一似韓獹逐塊。連忙上階。捉其	暑 處 去 其 僧 一 似 韓 獹 逐 塊 連 忙 上 階 捉 其 
T48n2003_005:0180c15	月影相似。又問。如何是無寒暑處。山云。寒時	月 影 相 似 又 問 如 何 是 無 寒 暑 處 山 云 寒 時 
T48n2003_005:0180c16	寒殺闍黎。熱時熱殺闍黎。如韓獹逐塊走到	寒 殺 闍 黎 熱 時 熱 殺 闍 黎 如 韓 獹 逐 塊 走 到 
T48n2003_005:0180c17	階上。又却不見月影。韓獹乃出戰國策。云韓	階 上 又 却 不 見 月 影 韓 獹 乃 出 戰 國 策 云 韓 
T48n2003_005:0180c18	氏之獹駿狗也。中山之兔狡兔也。是其獹	氏 之 獹 駿 狗 也 中 山 之 兔 狡 兔 也 是 其 獹 
T48n2003_005:0180c19	方能尋其兔。雪竇引以喻這僧也。只如諸人。	方 能 尋 其 兔 雪 竇 引 以 喻 這 僧 也 只 如 諸 人 
T48n2003_005:0180c20	還識洞山為人處麼。良久云。討甚兔子。	還 識 洞 山 為 人 處 麼 良 久 云 討 甚 兔 子 
T48n2003_005:0180c21	【四四】舉。禾山垂語云。習學謂之聞。絕學謂之	 四 四 舉 禾 山 垂 語 云 習 學 謂 之 聞 絕 學 謂 之 
T48n2003_005:0180c22	隣(天下衲僧跳不出。無孔鐵鎚一箇鐵橛子)過此二者。是為真過(頂門	隣 天 下 衲 僧 跳 不 出 無 孔 鐵 鎚 一 箇 鐵 橛 子 過 此 二 者 是 為 真 過 頂 門 
T48n2003_005:0180c23	上具一隻眼作什麼)僧出問。如何是真過(道什麼。一筆勾下。有一箇鐵橛子)	上 具 一 隻 眼 作 什 麼 僧 出 問 如 何 是 真 過 道 什 麼 一 筆 勾 下 有 一 箇 鐵 橛 子 
T48n2003_005:0180c24	山云。解打鼓(鐵橛。鐵蒺藜。確確)又問。如何是真諦(道什	山 云 解 打 鼓 鐵 橛 鐵 蒺 藜 確 確 又 問 如 何 是 真 諦 道 什 
T48n2003_005:0180c25	麼。兩重公案。又有一箇鐵橛子)山云。解打鼓(鐵橛。鐵蒺藜。確確)又問。	麼 兩 重 公 案 又 有 一 箇 鐵 橛 子 山 云 解 打 鼓 鐵 橛 鐵 蒺 藜 確 確 又 問 
T48n2003_005:0180c26	即心即佛即不問。如何是非心非佛(道什麼。這箇坵	即 心 即 佛 即 不 問 如 何 是 非 心 非 佛 道 什 麼 這 箇 坵 
T48n2003_005:0180c27	圾堆。三段不同。又一箇鐵蒺藜子)山云。解打鼓(鐵橛。鐵蒺藜。確確)又問。	圾 堆 三 段 不 同 又 一 箇 鐵 蒺 藜 子 山 云 解 打 鼓 鐵 橛 鐵 蒺 藜 確 確 又 問 
T48n2003_005:0180c28	向上人來時如何接(道什麼。遭他第四杓惡水來也。又有一箇鐵橛子)	向 上 人 來 時 如 何 接 道 什 麼 遭 他 第 四 杓 惡 水 來 也 又 有 一 箇 鐵 橛 子 
T48n2003_005:0181a01	山云。解打鼓(鐵橛。鐵蒺藜。確確。且道落在什麼處。朝到西天暮歸東土)。	山 云 解 打 鼓 鐵 橛 鐵 蒺 藜 確 確 且 道 落 在 什 麼 處 朝 到 西 天 暮 歸 東 土 
T48n2003_005:0181a02	禾山垂示云。習學謂之聞。絕學謂之隣。過此	禾 山 垂 示 云 習 學 謂 之 聞 絕 學 謂 之 隣 過 此 
T48n2003_005:0181a03	二者。是為真過。此一則語。出寶藏論。學至無	二 者 是 為 真 過 此 一 則 語 出 寶 藏 論 學 至 無 
T48n2003_005:0181a04	學。謂之絕學。所以道。淺聞深悟。深聞不悟。	學 謂 之 絕 學 所 以 道 淺 聞 深 悟 深 聞 不 悟 
T48n2003_005:0181a05	謂之絕學。一宿覺道。吾早年來積學問。亦曾	謂 之 絕 學 一 宿 覺 道 吾 早 年 來 積 學 問 亦 曾 
T48n2003_005:0181a06	討疏尋經論。習學既盡。謂之絕學無為閑道	討 疏 尋 經 論 習 學 既 盡 謂 之 絕 學 無 為 閑 道 
T48n2003_005:0181a07	人。及至絕學。方始與道相近。直得過此二學。	人 及 至 絕 學 方 始 與 道 相 近 直 得 過 此 二 學 
T48n2003_005:0181a08	是謂真過。其僧也不妨明敏。便拈此語問禾	是 謂 真 過 其 僧 也 不 妨 明 敏 便 拈 此 語 問 禾 
T48n2003_005:0181a09	山。山云。解打鼓。所謂言無味語無味。欲明這	山 山 云 解 打 鼓 所 謂 言 無 味 語 無 味 欲 明 這 
T48n2003_005:0181a10	箇公案。須是向上人方能見此語不涉理性。	箇 公 案 須 是 向 上 人 方 能 見 此 語 不 涉 理 性 
T48n2003_005:0181a11	亦無議論處。直下便會。如桶底脫相似。方是	亦 無 議 論 處 直 下 便 會 如 桶 底 脫 相 似 方 是 
T48n2003_005:0181a12	衲僧安穩處。始契得祖師西來意。所以雲門	衲 僧 安 穩 處 始 契 得 祖 師 西 來 意 所 以 雲 門 
T48n2003_005:0181a13	道。雪峯輥毬。禾山打鼓。國師水碗。趙州喫	道 雪 峯 輥 毬 禾 山 打 鼓 國 師 水 碗 趙 州 喫 
T48n2003_005:0181a14	茶。盡是向上拈提。又問。如何是真諦。山云。	茶 盡 是 向 上 拈 提 又 問 如 何 是 真 諦 山 云 
T48n2003_005:0181a15	解打鼓。真諦更不立一法。若是俗諦萬物俱	解 打 鼓 真 諦 更 不 立 一 法 若 是 俗 諦 萬 物 俱 
T48n2003_005:0181a16	備。真俗無二。是聖諦第一義。又問。即心即佛	備 真 俗 無 二 是 聖 諦 第 一 義 又 問 即 心 即 佛 
T48n2003_005:0181a17	即不問。如何是非心非佛。山云。解打鼓。即心	即 不 問 如 何 是 非 心 非 佛 山 云 解 打 鼓 即 心 
T48n2003_005:0181a18	即佛即易求。若到非心非佛即難。少有人到。	即 佛 即 易 求 若 到 非 心 非 佛 即 難 少 有 人 到 
T48n2003_005:0181a19	又問。向上人來時如何接。山云。解打鼓。向上	又 問 向 上 人 來 時 如 何 接 山 云 解 打 鼓 向 上 
T48n2003_005:0181a20	人即是透脫灑落底人。此四句語諸方以為	人 即 是 透 脫 灑 落 底 人 此 四 句 語 諸 方 以 為 
T48n2003_005:0181a21	宗旨。謂之禾山四打鼓。只如僧問鏡清。新年	宗 旨 謂 之 禾 山 四 打 鼓 只 如 僧 問 鏡 清 新 年 
T48n2003_005:0181a22	頭還有佛法也無。清云。有。僧云。如何是新年	頭 還 有 佛 法 也 無 清 云 有 僧 云 如 何 是 新 年 
T48n2003_005:0181a23	頭佛法。清云。元正啟祚萬物咸新。僧云。謝師	頭 佛 法 清 云 元 正 啟 祚 萬 物 咸 新 僧 云 謝 師 
T48n2003_005:0181a24	答話。清云。老僧今日失利。似此答話。有十八	答 話 清 云 老 僧 今 日 失 利 似 此 答 話 有 十 八 
T48n2003_005:0181a25	般失利。又僧問淨果大師。鶴立孤松時如何。	般 失 利 又 僧 問 淨 果 大 師 鶴 立 孤 松 時 如 何 
T48n2003_005:0181a26	果云。脚底下一場懡[怡台+羅]。又問雪覆千山時如	果 云 脚 底 下 一 場 懡 [怡台羅] 又 問 雪 覆 千 山 時 如 
T48n2003_005:0181a27	何。果云。日出後一場懡[怡台+羅]。又問。會昌沙汰	何 果 云 日 出 後 一 場 懡 [怡台羅] 又 問 會 昌 沙 汰 
T48n2003_005:0181a28	時。護法神向什麼處去。果云。三門外兩箇漢	時 護 法 神 向 什 麼 處 去 果 云 三 門 外 兩 箇 漢 
T48n2003_005:0181a29	一場懡[怡台+羅]。諸方謂之三懡[怡台+羅]。又保福問僧。殿	一 場 懡 [怡台羅]諸方謂之三懡[怡台羅] 又 保 福 問 僧 殿 
T48n2003_005:0181b01	裏是什麼佛。僧云。和尚定當看。福云。釋迦老	裏 是 什 麼 佛 僧 云 和 尚 定 當 看 福 云 釋 迦 老 
T48n2003_005:0181b02	子。僧云。莫瞞人好。福云。却是爾瞞我。又問	子 僧 云 莫 瞞 人 好 福 云 却 是 爾 瞞 我 又 問 
T48n2003_005:0181b03	僧云。爾名什麼。僧云。咸澤。福云。或遇枯涸	僧 云 爾 名 什 麼 僧 云 咸 澤 福 云 或 遇 枯 涸 
T48n2003_005:0181b04	時如何。僧云。誰是枯涸者。福云。我。僧云。和	時 如 何 僧 云 誰 是 枯 涸 者 福 云 我 僧 云 和 
T48n2003_005:0181b05	尚莫瞞人好。福云。却是爾瞞我。又問僧。爾作	尚 莫 瞞 人 好 福 云 却 是 爾 瞞 我 又 問 僧 爾 作 
T48n2003_005:0181b06	什麼業。喫得恁麼大。僧云。和尚也不小。福作	什 麼 業 喫 得 恁 麼 大 僧 云 和 尚 也 不 小 福 作 
T48n2003_005:0181b07	蹲身勢。僧云。和尚莫瞞人好。福云。却是爾瞞	蹲 身 勢 僧 云 和 尚 莫 瞞 人 好 福 云 却 是 爾 瞞 
T48n2003_005:0181b08	我。又問浴主。浴鍋闊多少。主云。請和尚量	我 又 問 浴 主 浴 鍋 闊 多 少 主 云 請 和 尚 量 
T48n2003_005:0181b09	看。福作量勢。主云。和尚莫瞞人好。福云。却	看 福 作 量 勢 主 云 和 尚 莫 瞞 人 好 福 云 却 
T48n2003_005:0181b10	是爾瞞我。諸方謂之保福四瞞人。又如雪峯	是 爾 瞞 我 諸 方 謂 之 保 福 四 瞞 人 又 如 雪 峯 
T48n2003_005:0181b11	四漆桶。皆是從上宗師。各出深妙之旨接人	四 漆 桶 皆 是 從 上 宗 師 各 出 深 妙 之 旨 接 人 
T48n2003_005:0181b12	之機。雪竇後面引一落索。依雲門示眾。頌出	之 機 雪 竇 後 面 引 一 落 索 依 雲 門 示 眾 頌 出 
T48n2003_005:0181b13	此公案。	此 公 案 
T48n2003_005:0181b14	一拽石(寰中天子勅。癩兒牽伴。向上人恁麼來)　二般土(塞外將軍令。兩箇	一 拽 石 寰 中 天 子 勅 癩 兒 牽 伴 向 上 人 恁 麼 來 二 般 土 塞 外 將 軍 令 兩 箇 
T48n2003_005:0181b15	一狀領過。同病相憐)　　發機須是千鈞弩(若是千鈞。也透不得。不可輕酬。豈	一 狀 領 過 同 病 相 憐 發 機 須 是 千 鈞 弩 若 是 千 鈞 也 透 不 得 不 可 輕 酬 豈 
T48n2003_005:0181b16	為死蝦蟆)　　象骨老師曾輥毬(也有人曾恁麼來。有箇無孔鐵鎚。阿誰不知)	為 死 蝦 蟆 象 骨 老 師 曾 輥 毬 也 有 人 曾 恁 麼 來 有 箇 無 孔 鐵 鎚 阿 誰 不 知 
T48n2003_005:0181b17	　爭似禾山解打鼓(鐵橛子。須還這老漢始得。一子親得)　報君知	 爭 似 禾 山 解 打 鼓 鐵 橛 子 須 還 這 老 漢 始 得 一 子 親 得 報 君 知 
T48n2003_005:0181b18	(雪竇也未夢見。在雪上加霜。爾還知麼)　　莫莽鹵(也有些子。儱儱侗侗)　甜者甜	 雪 竇 也 未 夢 見 在 雪 上 加 霜 爾 還 知 麼 莫 莽 鹵 也 有 些 子 儱 儱 侗 侗 甜 者 甜 
T48n2003_005:0181b19	兮苦者苦(謝答話。錯下注脚。好與三十棒。喫棒得也未。便打。依舊黑漫漫)	兮 苦 者 苦 謝 答 話 錯 下 注 脚 好 與 三 十 棒 喫 棒 得 也 未 便 打 依 舊 黑 漫 漫 
T48n2003_005:0181b20	歸宗一日。普請拽石。宗問維那。什麼處去。維	歸 宗 一 日 普 請 拽 石 宗 問 維 那 什 麼 處 去 維 
T48n2003_005:0181b21	那云。拽石去。宗云。石且從汝拽。即不得動著	那 云 拽 石 去 宗 云 石 且 從 汝 拽 即 不 得 動 著 
T48n2003_005:0181b22	中心樹子。木平凡有新到至。先令般三轉土。	中 心 樹 子 木 平 凡 有 新 到 至 先 令 般 三 轉 土 
T48n2003_005:0181b23	木平有頌。示眾云。東山路窄西山低。新到莫	木 平 有 頌 示 眾 云 東 山 路 窄 西 山 低 新 到 莫 
T48n2003_005:0181b24	辭三轉泥。嗟汝在途經日久。明明不曉却成	辭 三 轉 泥 嗟 汝 在 途 經 日 久 明 明 不 曉 却 成 
T48n2003_005:0181b25	迷。後來有僧問云。三轉內即不問。三轉外	迷 後 來 有 僧 問 云 三 轉 內 即 不 問 三 轉 外 
T48n2003_005:0181b26	事作麼生。平云。鐵輪天子寰中勅。僧無語。平	事 作 麼 生 平 云 鐵 輪 天 子 寰 中 勅 僧 無 語 平 
T48n2003_005:0181b27	便打。所以道。一拽石二般土。發機須是千鈞	便 打 所 以 道 一 拽 石 二 般 土 發 機 須 是 千 鈞 
T48n2003_005:0181b28	弩。雪竇以千鈞之弩喻此話。要見他為人處。	弩 雪 竇 以 千 鈞 之 弩 喻 此 話 要 見 他 為 人 處 
T48n2003_005:0181c01	三十斤為一鈞。一千鈞則三萬斤。若是獰龍	三 十 斤 為 一 鈞 一 千 鈞 則 三 萬 斤 若 是 獰 龍 
