T13n0402_001:0536c03	寶星經序	寶 星 經 序 
T13n0402_005:0559a21	諸佛境界若干變現，隨世尊後入王舍大城，	諸佛境界 若 干 變 現 隨 世 尊 後 入 王 舍 大 城 
T13n0402_005:0559a22	向彼中街蓮華之所。世尊到已，以右手掌摩	向 彼 中 街 蓮 華 之 所 世 尊 到 已 以 右 手 掌 摩 
T13n0402_005:0559a23	蓮華葉而挽住之。時彼蓮華因挽動故，於此	蓮 華 葉 而 挽 住 之 時 彼 蓮 華 因 挽 動 故 於 此 
T13n0402_005:0559a24	佛剎，一切魔宮魔所坐處悉皆振動。彼魔男	佛 剎 一 切 魔 宮 魔 所 坐 處 悉 皆 振 動 彼 魔 男 
T13n0402_005:0559a25	女所有眷屬，及諸徒眾所居住者，皆生怖畏	女 所 有 眷 屬 及 諸 徒 眾 所 居 住 者 皆 生 怖 畏 
T13n0402_005:0559a26	驚愕而住，自相謂言：「無因無緣我此宮室如	驚 愕 而 住 自 相 謂 言 無 因 無 緣 我 此 宮 室 如 
T13n0402_005:0559a27	是震動，莫復我等魔王境界自失位耶！莫復	是 震 動 莫 復 我 等 魔 王 境 界 自 失 位 耶 莫 復 
T13n0402_005:0559a28	我等所住宮室滅沒之法於此起耶！我等今	我 等 所 住 宮 室 滅 沒 之 法 於 此 起 耶 我 等 今 
T13n0402_005:0559a29	者決須觀察。」	者 決 須 觀 察 
T13n0402_005:0559b01	時彼諸魔，見此事已作如是念：「此佛剎土昔	時 彼 諸 魔 見 此 事 已 作如是念 此 佛 剎 土 昔 
T13n0402_005:0559b02	是五濁，誰復今者能令如是微妙莊嚴甚可	是 五 濁 誰 復 今 者 能 令 如 是 微 妙 莊 嚴 甚 可 
T13n0402_005:0559b03	愛樂？」時彼諸魔，於自境界所居住處，并諸眷	愛 樂 時 彼 諸 魔 於 自 境 界 所 居 住 處 并 諸 眷 
T13n0402_005:0559b04	屬悉不復見，唯見釋迦如來三十二相大	屬 悉 不 復 見 唯 見 釋 迦 如 來 三十二相 大 
T13n0402_005:0559b05	人之相，具足莊嚴光明赫弈甚大顯照。於此	人 之 相 具 足 莊 嚴 光 明 赫 弈 甚 大 顯 照 於 此 
T13n0402_005:0559b06	一切三千大千世界及一切佛剎，種種諸相	一 切 三千大千世界 及 一 切 佛 剎 種 種 諸 相 
T13n0402_005:0559b07	色貌現住眾生普遍，而無有一可識眾生。時	色 貌 現 住 眾 生 普 遍 而 無 有 一 可 識 眾 生 時 
T13n0402_005:0559b08	彼一切無量眾生，於世尊前悉見修營為供	彼 一 切 無 量 眾 生 於 世 尊 前 悉 見 修 營 為 供 
T13n0402_005:0559b09	養事。時彼諸魔，作如是念：「我等決定往彼釋	養 事 時 彼 諸 魔 作如是念 我 等 決 定 往 彼 釋 
T13n0402_005:0559b10	迦如來所，見已禮拜并諸所問：『我等魔王	迦 如 來 所 見 已 禮 拜 并 諸 所 問 我 等 魔 王 
T13n0402_005:0559b11	并諸眷屬，今日悉皆何處去耶？』」爾時，此佛世	并 諸 眷 屬 今 日 悉 皆 何 處 去 耶 爾 時 此 佛 世 
T13n0402_005:0559b12	界百俱胝魔，并諸眷屬往世尊所，到已恭敬	界 百 俱 胝 魔 并 諸 眷 屬 往 世 尊 所 到 已 恭 敬 
T13n0402_005:0559b13	於佛前住。時彼魔王向佛曲躬，合掌恭敬說	於 佛 前 住 時 彼 魔 王 向 佛 曲 躬 合掌恭敬 說 
T13n0402_005:0559b14	如是偈：	如 是 偈 
T13n0402_005:0559b15	「我以清淨心，　　歸依於世尊，	 我 以 清 淨 心 歸 依 於 世 尊 
T13n0402_005:0559b16	　速放我令去，　　從今行法行。」	 速 放 我 令 去 從 今 行 法 行 
T13n0402_005:0559b17	爾時，世尊以偈答曰：	爾 時 世 尊 以 偈 答 曰 
T13n0402_005:0559b18	「我不障一人，　　來者及去者，	 我 不 障 一 人 來 者 及 去 者 
T13n0402_005:0559b19	　汝若能知道，　　隨汝欲所去。」	 汝 若 能 知 道 隨 汝 欲 所 去 
T13n0402_005:0559b20	爾時，魔王復說偈曰：	爾 時 魔 王 復 說 偈 曰 
T13n0402_005:0559b21	「如我所欲去，　　所樂自宮室，	 如 我 所 欲 去 所 樂 自 宮 室 
T13n0402_005:0559b22	　今見五種縛，　　瞿曇之所縛。」	 今 見 五 種 縛 瞿 曇 之 所 縛 
T13n0402_005:0559b23	爾時，世尊以偈答曰：	爾 時 世 尊 以 偈 答 曰 
T13n0402_005:0559b24	「我斷諸分別，　　自解脫世間，	 我 斷 諸 分 別 自 解 脫 世 間 
T13n0402_005:0559b25	　我既解脫縛，　　令他離惱害。」	 我 既 解 脫 縛 令 他 離 惱 害 
T13n0402_005:0559b26	爾時，世尊即以佛眼觀視一切，此佛剎土地	爾 時 世 尊 即 以 佛 眼 觀 視 一 切 此 佛 剎 土 地 
T13n0402_005:0559b27	及虛空眾生遍滿，而說偈言：	及 虛 空 眾 生 遍 滿 而 說 偈 言 
T13n0402_005:0559b28	「汝等今當聽，　　一切普來者，	 汝 等 今 當 聽 一 切 普 來 者 
T13n0402_005:0559b29	　棄捨諸疑惑，　　且各默然住。	 棄 捨 諸 疑 惑 且 各 默 然 住 
T13n0402_005:0559c01	　世間佛難值，　　法僧值亦難，	 世 間 佛 難 值 法 僧 值 亦 難 
T13n0402_005:0559c02	　具足淨信難，　　菩提行復難。	 具 足 淨 信 難 菩 提 行 復 難 
T13n0402_005:0559c03	　親於世尊前，　　得聞法甚難，	 親 於 世 尊 前 得 聞 法 甚 難 
T13n0402_005:0559c04	　能修於諸忍，　　此一時亦難。	 能 修 於 諸 忍 此 一 時 亦 難 
T13n0402_005:0559c05	　調伏心為難，　　及修於空行，	 調 伏 心 為 難 及 修 於 空 行 
T13n0402_005:0559c06	　能斷諸分別，　　一切世間惡。	 能 斷 諸 分 別 一切世間 惡 
T13n0402_005:0559c07	　菩提行難得，　　如我先所行，	 菩 提 行 難 得 如 我 先 所 行 
T13n0402_005:0559c08	　我當為汝說，　　但說一華分，	 我 當 為 汝 說 但 說 一 華 分 
T13n0402_005:0559c09	　暗陰令滅壞，　　示現無上道。	 暗 陰 令 滅 壞 示 現 無 上 道 
T13n0402_005:0559c10	　所得菩提者，　　今當斷三垢，	 所 得 菩 提 者 今 當 斷 三 垢 
T13n0402_005:0559c11	　聽大師善說，　　度彼岸諸流，	 聽 大 師 善 說 度 彼 岸 諸 流 
T13n0402_005:0559c12	　捨諸大渴愛，　　建立三解脫，	 捨 諸 大 渴 愛 建 立 三 解 脫 
T13n0402_005:0559c13	　安立三護等，　　三界諸煩惱，	 安 立 三 護 等 三 界 諸 煩 惱 
T13n0402_005:0559c14	　散滅令無餘。　　汝為供三寶，	 散 滅 令 無 餘 汝 為 供 三 寶 
T13n0402_005:0559c15	　復為法故來。　　世尊天及魔，	 復 為 法 故 來 世 尊 天 及 魔 
T13n0402_005:0559c16	　三世加護故，　　三世惑覆心，	 三 世 加 護 故 三 世 惑 覆 心 
T13n0402_005:0559c17	　皆得最勝斷，　　得解脫三界，	 皆 得 最 勝 斷 得 解 脫 三 界 
T13n0402_005:0559c18	　滅煩惱之忍，　　及四種顛倒。	 滅 煩 惱 之 忍 及 四 種 顛 倒 
T13n0402_005:0559c19	　顛倒諸凡夫，　　分別無體性，	 顛 倒 諸 凡 夫 分 別 無 體 性 
T13n0402_005:0559c20	　彼非有忍器，　　眼等著諸色，	 彼 非 有 忍 器 眼 等 著 諸 色 
T13n0402_005:0559c21	　身口意覆翳，　　彼無四禪定，	 身 口 意 覆 翳 彼 無 四 禪 定 
T13n0402_005:0559c22	　親近於生死。　　聰明智慧者，	 親 近 於 生 死 聰 明 智 慧 者 
T13n0402_005:0559c23	　能修於禪定，　　彼今得解脫，	 能 修 於 禪 定 彼 今 得 解 脫 
T13n0402_005:0559c24	　離於四顛倒，　　及解脫眾生，	 離 於 四 顛 倒 及 解 脫 眾 生 
T13n0402_005:0559c25	　自在拔四流，　　解知諸起滅，	 自 在 拔 四 流 解 知 諸 起 滅 
T13n0402_005:0559c26	　所有調柔者，　　當得度彼岸。	 所 有 調 柔 者 當 得 度 彼 岸 
T13n0402_005:0559c27	　菩薩具四行，　　及以無所畏，	 菩 薩 具 四 行 及 以 無 所 畏 
T13n0402_005:0559c28	　正智皆能斷，　　眾生諸有縛，	 正 智 皆 能 斷 眾 生 諸 有 縛 
T13n0402_005:0559c29	　能解知五陰，　　無漏離羂縛，	 能 解 知 五 陰 無 漏 離 羂 縛 
T13n0402_005:0560a01	　不復數數生，　　到有海彼岸。	 不 復 數 數 生 到 有 海 彼 岸 
T13n0402_005:0560a02	　汝等諸佛前，　　速發露諸惡，	 汝 等 諸 佛 前 速 發 露 諸 惡 
T13n0402_005:0560a03	　諸惡斷無餘，　　到彼無畏岸。	 諸 惡 斷 無 餘 到 彼 無 畏 岸 
T13n0402_005:0560a04	　所有生死苦，　　隨受有為者，	 所 有 生 死 苦 隨 受 有 為 者 
T13n0402_005:0560a05	　數數生諸有，　　隨逐於惡友，	 數 數 生 諸 有 隨 逐 於 惡 友 
T13n0402_005:0560a06	　當遠離惡友，　　斷除於惡見，	 當 遠 離 惡 友 斷 除 於 惡 見 
T13n0402_005:0560a07	　憶念生死苦，　　修習第一義。	 憶 念 生 死 苦 修 習 第 一 義 
T13n0402_005:0560a08	　當飲無上水，　　應修習於空，	 當 飲 無 上 水 應 修 習 於 空 
T13n0402_005:0560a09	　第一義無體，　　無實亦無相。	 第 一 義 無 體 無 實 亦 無 相 
T13n0402_005:0560a10	　六根猶如空，　　此中無作者，	 六 根 猶 如 空 此 中 無 作 者 
T13n0402_005:0560a11	　分別相如是，　　唯分別無法。	 分 別 相 如 是 唯 分 別 無 法 
T13n0402_005:0560a12	　六受及六愛，　　六觸為其本，	 六 受 及 六 愛 六 觸 為 其 本 
T13n0402_005:0560a13	　六觸入如是，　　亦須解知空。	 六 觸 入 如 是 亦 須 解 知 空 
T13n0402_005:0560a14	　觀察無一切，　　如法自體性，	 觀 察 無 一 切 如 法 自 體 性 
T13n0402_005:0560a15	　無起亦無滅，　　此中見無實。	 無 起 亦 無 滅 此 中 見 無 實 
T13n0402_005:0560a16	　諸法同法性，　　三世無一物。	 諸 法 同 法 性 三 世 無 一 物 
T13n0402_005:0560a17	　若知無熱惱，　　此道最無上。	 若 知 無 熱 惱 此 道 最 無 上 
T13n0402_005:0560a18	　離十三我相，　　眾生想分別，	 離 十 三 我 相 眾 生 想 分 別 
T13n0402_005:0560a19	　如是修羼提，　　此彼得解脫。」	 如 是 修 羼 提 此 彼 得 解 脫 
T13n0402_005:0560a20	爾時，世尊以無礙福力而無所畏，依種殖	爾 時 世 尊 以 無 礙 福 力 而 無 所 畏 依 種 殖 
T13n0402_005:0560a21	善根故，能變現出大圓音聲遍十方，說如此	善 根 故 能 變 現 出 大 圓 音 聲 遍 十 方 說 如 此 
T13n0402_005:0560a22	偈。	偈 
T13n0402_005:0560a23	爾時，十方無量阿閦毘恒河沙譬喻等諸空不	爾 時 十 方 無 量 阿 閦 毘 恒 河 沙 譬 喻 等 諸 空 不 
T13n0402_005:0560a24	空五濁世界，悉皆聞此圓音演說，聞此聲已，	空 五 濁 世 界 悉 皆 聞 此 圓 音 演 說 聞 此 聲 已 
T13n0402_005:0560a25	彼剎那頃如是一一無量佛剎，無量無數百	彼 剎 那 頃 如 是 一 一 無 量 佛 剎 無量無數 百 
T13n0402_005:0560a26	千俱胝那由他等，所有眾生甚無所欲，唯有	千 俱 胝 那 由 他 等 所 有 眾 生 甚 無 所 欲 唯 有 
T13n0402_005:0560a27	清淨愛樂之心，於往昔所得阿耨多羅三藐	清 淨 愛 樂 之 心 於 往 昔 所 得 阿 耨 多 羅 三 藐 
T13n0402_005:0560a28	三菩提更不退轉，或得種種三摩提羼提陀	三 菩 提 更 不 退 轉 或 得 種 種 三 摩 提 羼 提 陀 
T13n0402_005:0560a29	羅尼。於此佛所集無量無數眾生，聞如此句	羅 尼 於 此 佛 所 集 無量無數 眾 生 聞 如 此 句 
T13n0402_005:0560b01	義文字已，即得阿毘跋致，復有無量無數眾	義 文 字 已 即 得 阿毘跋致 復 有 無量無數 眾 
T13n0402_005:0560b02	生，於三乘法各隨得度。	生 於 三 乘 法 各 隨 得 度 
T13n0402_005:0560b03	爾時，光味菩薩摩訶薩，以己神力化作七寶	爾 時 光 味 菩薩摩訶薩 以 己 神 力 化 作 七 寶 
T13n0402_005:0560b04	階，以華遍布其上為蓮華座，欲令如來昇此	階 以 華 遍 布 其 上 為 蓮 華 座 欲 令 如 來 昇 此 
T13n0402_005:0560b05	座故，向佛恭敬曲躬合掌，說如是偈：	座 故 向 佛 恭 敬 曲 躬 合 掌 說 如 是 偈 
T13n0402_005:0560b06	「佛一切智月，　　觀世老病死，	 佛 一 切 智 月 觀 世 老 病 死 
T13n0402_005:0560b07	　憂患所沒溺，　　世間動不動，	 憂 患 所 沒 溺 世 間 動 不 動 
T13n0402_005:0560b08	　為彼作法橋，　　佛觀滿剎土，	 為 彼 作 法 橋 佛 觀 滿 剎 土 
T13n0402_005:0560b09	　無量大眾生，　　悉皆合掌待。	 無 量 大 眾 生 悉 皆 合 掌 待 
T13n0402_005:0560b10	　分布施法會，　　示現己所得，	 分 布 施 法 會 示 現 己 所 得 
T13n0402_005:0560b11	　破眾生煩惱，　　無比方便智，	 破 眾 生 煩 惱 無 比 方 便 智 
T13n0402_005:0560b12	　於此普示現。　　佛昇蓮華座，	 於 此 普 示 現 佛 昇 蓮 華 座 
T13n0402_005:0560b13	　普雨大法雨，　　十方一切佛，	 普 雨大法雨 十 方 一 切 佛 
T13n0402_005:0560b14	　及餘智大仙，　　與佛作證明。	 及 餘 智 大 仙 與 佛 作 證 明 
T13n0402_005:0560b15	　牟尼因陀羅，　　降伏大魔王，	 牟 尼 因 陀 羅 降 伏 大 魔 王 
T13n0402_005:0560b16	　自性空無有，　　知法如虛空。	 自 性 空 無 有 知 法 如 虛 空 
T13n0402_005:0560b17	　憶念昔誓願，　　轉無上法輪，	 憶 念 昔 誓 願 轉 無上法輪 
T13n0402_005:0560b18	　今當拔眾生，　　住於四流者。	 今 當 拔 眾 生 住 於 四 流 者 
T13n0402_005:0560b19	　人中師子王，　　佛今知此法，	 人 中 師 子 王 佛 今 知 此 法 
T13n0402_005:0560b20	　令度三有海，　　佛說無等法，	 令 度 三 有 海 佛 說 無 等 法 
T13n0402_005:0560b21	　除眾生罪垢，　　世尊大智慧，	 除 眾 生 罪 垢 世 尊 大 智 慧 
T13n0402_005:0560b22	　利益諸眾生，　　安置善逝道。」	 利 益 諸 眾 生 安 置 善 逝 道 
T13n0402_005:0560b23	爾時，世尊如其所化寶階之上鉢頭摩座昇	爾 時 世 尊 如 其 所 化 寶 階 之 上 鉢 頭 摩 座 昇 
T13n0402_005:0560b24	蓮華臺。如來坐已，遍觀十方一切大眾告魔	蓮 華 臺 如 來 坐 已 遍 觀 十 方 一 切 大 眾 告 魔 
T13n0402_005:0560b25	王言：「汝今於此應生歡喜，由汝因緣今得此	王 言 汝 今 於 此 應 生 歡 喜 由 汝 因 緣 今 得 此 
T13n0402_005:0560b26	處大集法門。」說此法時，無量無數所有眾生，	處 大 集 法 門 說 此 法 時 無量無數 所 有 眾 生 
T13n0402_005:0560b27	今世來世皆得解脫，處胎殃橫老死四流，普	今 世 來 世 皆 得 解 脫 處 胎 殃 橫 老 死 四 流 普 
T13n0402_005:0560b28	各得度住吉祥道，又復令得虛空等智。「魔王！	各 得 度 住 吉 祥 道 又 復 令 得 虛 空 等 智 魔 王 
T13n0402_005:0560b29	汝今此處為首，令諸眾生善根增長。魔王！汝	汝 今 此 處 為 首 令 諸 眾 生 善 根 增 長 魔 王 汝 
T13n0402_005:0560c01	可請我說法，令此眾中高慢眾生，度諸流故	可 請 我 說 法 令 此 眾 中 高 慢 眾 生 度 諸 流 故 
T13n0402_005:0560c02	而為說法。」是時，魔王說如是偈：	而 為 說 法 是 時 魔 王 說 如 是 偈 
T13n0402_005:0560c03	「瞿曇若無過，　　及無瞋慢者，	 瞿 曇 若 無 過 及 無 瞋 慢 者 
T13n0402_005:0560c04	　云何驚動我，　　今此說大法？	 云 何 驚 動 我 今 此 說 大 法 
T13n0402_005:0560c05	　若有此瞋慢，　　云何得解脫？	 若 有 此 瞋 慢 云 何 得 解 脫 
T13n0402_005:0560c06	　我今未審知，　　牟尼為我說。」	 我 今 未 審 知 牟 尼 為 我 說 
T13n0402_005:0560c07	爾時，世尊即以偈頌答魔王曰：	爾 時 世 尊 即 以 偈 頌 答 魔 王 曰 
T13n0402_005:0560c08	「我處十月胎，　　同彼人中事，	 我 處 十 月 胎 同 彼 人 中 事 
T13n0402_005:0560c09	　汝魔欲害我，　　我都無穢憎。	 汝 魔 欲 害 我 我 都 無 穢 憎 
T13n0402_005:0560c10	　我忍度諸惡，　　穢惡悉無餘，	 我 忍 度 諸 惡 穢 惡 悉 無 餘 
T13n0402_005:0560c11	　我既出生已，　　汝復動大地，	 我 既 出 生 已 汝 復 動 大 地 
T13n0402_005:0560c12	　雨石來害我。　　復欲斷我乳，	 雨 石 來 害 我 復 欲 斷 我 乳 
T13n0402_005:0560c13	　令乳速乾竭，　　無量不愛事，	 令 乳 速 乾 竭 無 量 不 愛 事 
T13n0402_005:0560c14	　何種而不作？　　我住禪定時，	 何 種 而 不 作 我 住 禪 定 時 
T13n0402_005:0560c15	　遣諸女惱我；　　我又乞食時，	 遣 諸 女 惱 我 我 又 乞 食 時 
T13n0402_005:0560c16	　障他令不施，　　請我作國王，	 障 他 令 不 施 請 我 作 國 王 
T13n0402_005:0560c17	　令我輪生死。　　踰城出家時，	 令 我 輪 生 死 踰 城 出 家 時 
T13n0402_005:0560c18	　復令夜黑暗，　　兵眾圍遶城，	 復 令 夜 黑 暗 兵 眾 圍 遶 城 
T13n0402_005:0560c19	　是皆汝所作。　　我乘神通往，	 是 皆 汝 所 作 我 乘 神 通 往 
T13n0402_005:0560c20	　復放大風雨，　　令地為[土*冓]坑，	 復 放 大 風 雨 令 地 為 [土冓] 坑 
T13n0402_005:0560c21	　沙石高滿路；　　我住寂靜林，	 沙 石 高 滿 路 我 住 寂 靜 林 
T13n0402_005:0560c22	　現作畏惡聲，　　於彼苦行處，	 現 作 畏 惡 聲 於 彼 苦 行 處 
T13n0402_005:0560c23	　吹作切寒風。　　在河欲度處，	 吹 作 切 寒 風 在 河 欲 度 處 
T13n0402_005:0560c24	　汝復放暴流；　　現作猛師子，	 汝 復 放 暴 流 現 作 猛 師 子 
T13n0402_005:0560c25	　復欲令殺我。　　我欲飲食時，	 復 欲 令 殺 我 我 欲 飲 食 時 
T13n0402_005:0560c26	　汝以毒和食；　　我往菩提樹，	 汝 以 毒 和 食 我 往 菩 提 樹 
T13n0402_005:0560c27	　雨下金剛雹，　　刀箭雨器仗，	 雨 下 金 剛 雹 刀 箭 雨 器 仗 
T13n0402_005:0560c28	　袈裟法衣服，　　悉欲令塗污。	 袈 裟 法 衣 服 悉 欲 令 塗 污 
T13n0402_005:0560c29	　我處金剛座，　　利益諸眾生，	 我 處 金 剛 座 利 益 諸 眾 生 
T13n0402_005:0561a01	　彼時汝亦遣，　　諸女來惱我。	 彼 時 汝 亦 遣 諸 女 來 惱 我 
T13n0402_005:0561a02	　汝并將軍眾，　　不憶害我時，	 汝 并 將 軍 眾 不 憶 害 我 時 
T13n0402_005:0561a03	　我無微塵意，　　於汝作惱亂。	 我 無 微 塵 意 於 汝 作 惱 亂 
T13n0402_005:0561a04	　我證無上道，　　已曾降伏汝，	 我 證 無 上 道 已 曾 降 伏 汝 
T13n0402_005:0561a05	　汝今乃無恥，　　復說是惡語。	 汝 今 乃 無 恥 復 說 是 惡 語 
T13n0402_005:0561a06	　往以惡方便，　　惱大迦葉等，	 往 以 惡 方 便 惱 大 迦 葉 等 
T13n0402_005:0561a07	　無量眾生善，　　汝皆所滅壞。	 無 量 眾 生 善 汝 皆 所 滅 壞 
