X88n1645_001:0107a03	 六道集敘	 六 道 集 敘 
X88n1645_003:0137b08	即將出。令共子食。我即問鬼。生來幾時。鬼答我言。吾	即 將 出 令 共 子 食 我 即 問 鬼 生 來 幾 時 鬼 答 我 言 吾 
X88n1645_003:0137b09	見此城七反成壞。我聞鬼言。悲歎生死。受苦長遠。是	見 此 城 七 反 成 壞 我 聞 鬼 言 悲 歎 生 死 受 苦 長 遠 是 
X88n1645_003:0137b10	以慘然。優婆塞經云。極長壽者。一萬五千歲。如人間	以 慘 然 優 婆 塞 經 云 極 長 壽 者 一 萬 五 千 歲 如 人 間 
X88n1645_003:0137b11	五千年。為餓鬼中一日一夜。如是日夜。即彼鬼壽一	五 千 年 為 餓 鬼 中 一 日 一 夜 如 是 日 夜 即 彼 鬼 壽 一 
X88n1645_003:0137b12	萬五千歲。(計此人間日月歲數。當二千七百萬歲)正法念經云。有鬼壽	萬 五 千 歲 計 此 人 間 日 月 歲 數 當 二 千 七 百 萬 歲 正 法 念 經 云 有 鬼 壽 
X88n1645_003:0137b13	命五百歲。如人間千年。為餓鬼一日一夜。如是日夜。	命 五 百 歲 如 人 間 千 年 為 餓 鬼 一 日 一 夜 如 是 日 夜 
X88n1645_003:0137b14	壽五百歲。(計此人間日月歲數。當一百八十萬歲。已上壽命長短不定者。由其業有輕重。故其	壽 五 百 歲 計 此 人 間 日 月 歲 數 當 一 百 八 十 萬 歲 已 上 壽 命 長 短 不 定 者 由 其 業 有 輕 重 故 其 
X88n1645_003:0137b15	受報所見有不同也)分別功德論云。有沙門在塚間修禪。觀於	受 報 所 見 有 不 同 也 分 別 功 德 論 云 有 沙 門 在 塚 間 修 禪 觀 於 
X88n1645_003:0137b16	死屍。夜見餓鬼打一死屍。沙門問曰。何以打死屍耶。	死 屍 夜 見 餓 鬼 打 一 死 屍 沙 門 問 曰 何 以 打 死 屍 耶 
X88n1645_003:0137b17	鬼曰。此屍困我如是。是以打之。沙門曰。何以不打汝	鬼 曰 此 屍 困 我 如 是 是 以 打 之 沙 門 曰 何 以 不 打 汝 
X88n1645_003:0137b18	心。打屍當復何益也。須臾。復有一天。以天華散一臭	心 打 屍 當 復 何 益 也 須 臾 復 有 一 天 以 天 華 散 一 臭 
X88n1645_003:0137b19	屍。沙門問曰。何為散華此臭屍耶。天曰。我由此屍。得	屍 沙 門 問 曰 何 為 散 華 此 臭 屍 耶 天 曰 我 由 此 屍 得 
X88n1645_003:0137b20	生天上。此屍即是我之善友。故來報往昔之恩。沙門	生 天 上 此 屍 即 是 我 之 善 友 故 來 報 往 昔 之 恩 沙 門 
X88n1645_003:0137b21	曰。何不散華汝心中。夫為善惡之本。皆心所為。乃捨	曰 何 不 散 華 汝 心 中 夫 為 善 惡 之 本 皆 心 所 為 乃 捨 
X88n1645_003:0137b22	本求末耶。	本 求 末 耶 
X88n1645_003:0137b23	漢	漢 
X88n1645_003:0137b24	雒陽○法師安清。字世高。南天竺安息國王。正后之	雒 陽 法 師 安 清 字 世 高 南 天 竺 安 息 國 王 正 后 之 
X88n1645_003:0137c01	太子也。幼以孝行見稱。志業聰敏。尅意好學。外國典	太 子 也 幼 以 孝 行 見 稱 志 業 聰 敏 尅 意 好 學 外 國 典 
X88n1645_003:0137c02	籍。及七曜五行。醫方異術。乃至鳥獸之語。無不綜達。	籍 及 七 曜 五 行 醫 方 異 術 乃 至 鳥 獸 之 語 無 不 綜 達 
X88n1645_003:0137c03	甞行見有羣燕。忽謂伴曰。燕云。應有送食者。頃之。果	甞 行 見 有 羣 燕 忽 謂 伴 曰 燕 云 應 有 送 食 者 頃 之 果 
X88n1645_003:0137c04	有至焉。眾咸奇之。故儁異之聲。早被西域。高。窮理盡	有 至 焉 眾 咸 奇 之 故 儁 異 之 聲 早 被 西 域 高 窮 理 盡 
X88n1645_003:0137c05	性。自識宿緣業。多有神迹。世莫能量。初高自稱先身。	性 自 識 宿 緣 業 多 有 神 迹 世 莫 能 量 初 高 自 稱 先 身 
X88n1645_003:0137c06	已經出家。有一同學多瞋。乞食值施主不稱。每輒怨	已 經 出 家 有 一 同 學 多 瞋 乞 食 值 施 主 不 稱 每 輒 怨 
X88n1645_003:0137c07	恨。高屢訶諫。終不悛改。如此二十餘年。乃與同學辭	恨 高 屢 訶 諫 終 不 悛 改 如 此 二 十 餘 年 乃 與 同 學 辭 
X88n1645_003:0137c08	訣云。我當往廣州。畢宿世之對。卿明經精勤。不在吾	訣 云 我 當 往 廣 州 畢 宿 世 之 對 卿 明 經 精 勤 不 在 吾 
X88n1645_003:0137c09	後。而性多恚怒。命過當受惡形。我若有力。必當相度。	後 而 性 多 恚 怒 命 過 當 受 惡 形 我 若 有 力 必 當 相 度 
X88n1645_003:0137c10	既而遂適廣州。值宼賊大亂。行路逢一年少。唾手拔	既 而 遂 適 廣 州 值 宼 賊 大 亂 行 路 逢 一 年 少 唾 手 拔 
X88n1645_003:0137c11	刀曰。真得汝矣。高笑曰。我宿命負卿。故遠相償。卿之	刀 曰 真 得 汝 矣 高 笑 曰 我 宿 命 負 卿 故 遠 相 償 卿 之 
X88n1645_003:0137c12	忿怒。故是前世時意也。遂伸頸受刃。容無懼色。賊便	忿 怒 故 是 前 世 時 意 也 遂 伸 頸 受 刃 容 無 懼 色 賊 便 
X88n1645_003:0137c13	殺之。觀者盈路。莫不駭其奇異。而此神識。還為安息	殺 之 觀 者 盈 路 莫 不 駭 其 奇 異 而 此 神 識 還 為 安 息 
X88n1645_003:0137c14	王太子。即今時世高身是也。高遊化中國。宣經事畢。	王 太 子 即 今 時 世 高 身 是 也 高 遊 化 中 國 宣 經 事 畢 
X88n1645_003:0137c15	值靈帝之末。關雒擾亂。乃振錫江南。云我當過廬山。	值 靈 帝 之 末 關 雒 擾 亂 乃 振 錫 江 南 云 我 當 過 廬 山 
X88n1645_003:0137c16	度昔同學。行達[邱丘+共]亭湖廟。此廟舊有靈威。商旅祈禱。	度 昔 同 學 行 達 [邱丘共] 亭 湖 廟 此 廟 舊 有 靈 威 商 旅 祈 禱 
X88n1645_003:0137c17	乃分風上下。各無留滯。高同旅三十餘人。船主奉牲	乃 分 風 上 下 各 無 留 滯 高 同 旅 三 十 餘 人 船 主 奉 牲 
X88n1645_003:0137c18	請福。神乃降祝曰。舫有沙門。可更呼上。客咸驚愕。請	請 福 神 乃 降 祝 曰 舫 有 沙 門 可 更 呼 上 客 咸 驚 愕 請 
X88n1645_003:0137c19	高入廟。神告高曰。吾外國與子俱共出家學道。好行	高 入 廟 神 告 高 曰 吾 外 國 與 子 俱 共 出家學道 好 行 
X88n1645_003:0137c20	布施。而性多瞋怒。今為[邱丘+共]亭廟神。周迴千里。並吾所	布 施 而 性 多 瞋 怒 今 為 [邱丘共] 亭 廟 神 周 迴 千 里 並 吾 所 
X88n1645_003:0137c21	治。以布施故。珍玩甚豐。以瞋恚故。故墮此神報。今見	治 以 布 施 故 珍 玩 甚 豐 以 瞋 恚 故 故 墮 此 神 報 今 見 
X88n1645_003:0137c22	同學。悲欣可言。壽盡旦夕。而醜形長大。若於此捨命。	同 學 悲 欣 可 言 壽 盡 旦 夕 而 醜 形 長 大 若 於 此 捨 命 
X88n1645_003:0137c23	穢汙江湖。當度山西澤中。此身滅後。恐墮地獄。吾有	穢 汙 江 湖 當 度 山 西 澤 中 此 身 滅 後 恐 墮 地 獄 吾 有 
X88n1645_003:0137c24	絹千疋并襍寶物。可為立法營塔。使生善處也。高曰	絹 千 疋 并 襍 寶 物 可 為 立 法 營 塔 使 生 善 處 也 高 曰 
X88n1645_003:0138a01	故來相度。何不出形。神曰。形甚醜異。眾人必懼。高曰。	故 來 相 度 何 不 出 形 神 曰 形 甚 醜 異 眾 人 必 懼 高 曰 
X88n1645_003:0138a02	但出。眾不怪也。神從牀後出頭。乃是大蟒。不知尾之	但 出 眾 不 怪 也 神 從 牀 後 出 頭 乃 是 大 蟒 不 知 尾 之 
X88n1645_003:0138a03	長短。至高膝邊。高向之梵語數番。讚唄。蟒悲淚如雨。	長 短 至 高 膝 邊 高 向 之 梵 語 數 番 讚 唄 蟒 悲 淚 如 雨 
X88n1645_003:0138a04	須臾還隱。高即取絹物。辭別而去。舟侶颺帆。倐忽之	須 臾 還 隱 高 即 取 絹 物 辭 別 而 去 舟 侶 颺 帆 倐 忽 之 
X88n1645_003:0138a05	頃。便達豫章。即以廟物。為造東寺。高去後。神即命過。	頃 便 達 豫 章 即 以 廟 物 為 造 東 寺 高 去 後 神 即 命 過 
X88n1645_003:0138a06	暮有一少年上船。長跪高前。受其祝願。忽然不見。高	暮 有 一 少 年 上 船 長 跪 高 前 受 其 祝 願 忽 然 不 見 高 
X88n1645_003:0138a07	謂船人曰。向之少年。即[邱丘+共]亭廟神。得離惡形矣。於是	謂 船 人 曰 向 之 少 年 即 [邱丘共] 亭 廟 神 得 離 惡 形 矣 於 是 
X88n1645_003:0138a08	廟神歇滅。無復靈驗。後人於山西澤中。見一死蟒。頭	廟 神 歇 滅 無 復 靈 驗 後 人 於 山 西 澤 中 見 一 死 蟒 頭 
X88n1645_003:0138a09	尾數里。今潯陽郡。虵村是也。高後復到廣州。尋其前	尾 數 里 今 潯 陽 郡 虵 村 是 也 高 後 復 到 廣 州 尋 其 前 
X88n1645_003:0138a10	世害己少年尚在。高徑投其家。說昔日償對之事。并	世 害 己 少 年 尚 在 高 徑 投 其 家 說 昔 日 償 對 之 事 并 
X88n1645_003:0138a11	敘宿緣。歡喜相向。云吾猶有餘報。今當往會稽畢對。	敘 宿 緣 歡 喜 相 向 云 吾 猶 有 餘 報 今 當 往 會 稽 畢 對 
X88n1645_003:0138a12	廣州客悟高非凡。豁然意解。追恨前愆。厚相資供。隨	廣 州 客 悟 高 非 凡 豁 然 意 解 追 恨 前 愆 厚 相 資 供 隨 
X88n1645_003:0138a13	高東遊。遂達會稽入市。正值市中。有亂相打者。誤著	高 東 遊 遂 達 會 稽 入 市 正 值 市 中 有 亂 相 打 者 誤 著 
X88n1645_003:0138a14	高頭。應時殞命。廣州客頻驗二報。遂精勤佛法。具說	高 頭 應 時 殞 命 廣 州 客 頻 驗 二 報 遂 精 勤 佛 法 具 說 
X88n1645_003:0138a15	事緣。遠近聞知。莫不悲歎。此明三世之有徵也(出梁高僧	事 緣 遠 近 聞 知 莫 不 悲 歎 此 明 三 世 之 有 徵 也 出 梁 高 僧 
X88n1645_003:0138a16	傳)。	傳 
X88n1645_003:0138a17	交趾○刺史何敞。行部到蒼梧郡。高要縣。暮宿鵲奔	交 趾 刺 史 何 敞 行 部 到 蒼 梧 郡 高 要 縣 暮 宿 鵲 奔 
X88n1645_003:0138a18	亭。夜猶未半。有一女子。從樓下出。自云。妾姓蘇名娥。	亭 夜 猶 未 半 有 一 女 子 從 樓 下 出 自 云 妾 姓 蘇 名 娥 
X88n1645_003:0138a19	字始珠。本廣信縣。修里人。早失父母。又無兄弟。夫亦	字 始 珠 本 廣 信 縣 修 里 人 早 失 父 母 又 無 兄 弟 夫 亦 
X88n1645_003:0138a20	久亡。有雜繒百二十疋。及婢一人名致富。妾孤窮羸	久 亡 有 雜 繒 百 二 十 疋 及 婢 一 人 名 致 富 妾 孤 窮 羸 
X88n1645_003:0138a21	弱。不能自振。欲往傍縣賣繒。就同縣人王伯。賃車牛	弱 不 能 自 振 欲 往 傍 縣 賣 繒 就 同 縣 人 王 伯 賃 車 牛 
X88n1645_003:0138a22	一乘。直錢萬二千。載妾并繒。令致富執轡。乃以前年	一 乘 直 錢 萬 二 千 載 妾 并 繒 令 致 富 執 轡 乃 以 前 年 
X88n1645_003:0138a23	四月十日。到此亭外。於時日暮。行人既絕。不敢前行。	四 月 十 日 到 此 亭 外 於 時 日 暮 行 人 既 絕 不 敢 前 行 
X88n1645_003:0138a24	因即留止。致富暴得腹痛。妾往亭長舍。乞漿取火。亭	因 即 留 止 致 富 暴 得 腹 痛 妾 往 亭 長 舍 乞 漿 取 火 亭 
X88n1645_003:0138b01	長龔壽。操刀持戟。來至車傍。問妾曰。夫人從何所來。	長 龔 壽 操 刀 持 戟 來 至 車 傍 問 妾 曰 夫 人 從 何 所 來 
X88n1645_003:0138b02	車上何載。丈夫安在。何故獨行。妾應之曰。何故問之。	車 上 何 載 丈 夫 安 在 何 故 獨 行 妾 應 之 曰 何 故 問 之 
X88n1645_003:0138b03	壽因捉妾臂曰。少愛有色。寧可相樂耶。妾時怖懼。不	壽 因 捉 妾 臂 曰 少 愛 有 色 寧 可 相 樂 耶 妾 時 怖 懼 不 
X88n1645_003:0138b04	肯聽從。壽即以刀刺脇。一創立死。又殺致富。壽掘樓	肯 聽 從 壽 即 以 刀 刺 脇 一 創 立 死 又 殺 致 富 壽 掘 樓 
X88n1645_003:0138b05	下。埋妾并婢。取財物去。殺牛燒車。車釭及牛骨。貯亭	下 埋 妾 并 婢 取 財 物 去 殺 牛 燒 車 車 釭 及 牛 骨 貯 亭 
X88n1645_003:0138b06	東空井中。妾死痛酷。無所告訴。故來自歸於明使君。	東 空 井 中 妾 死 痛 酷 無 所 告 訴 故 來 自 歸 於 明 使 君 
X88n1645_003:0138b07	敝曰。今欲發汝屍骸。以何為驗。女子曰。妾上下皆著	敝 曰 今 欲 發 汝 屍 骸 以 何 為 驗 女 子 曰 妾 上 下 皆 著 
X88n1645_003:0138b08	白衣。青絲履。猶未朽也。掘之果然。敞乃遣吏捕壽。拷	白 衣 青 絲 履 猶 未 朽 也 掘 之 果 然 敞 乃 遣 吏 捕 壽 拷 
X88n1645_003:0138b09	問具服。下廣信縣。檢問。與娥語同。収壽父母兄弟。皆	問 具 服 下 廣 信 縣 檢 問 與 娥 語 同 収 壽 父 母 兄 弟 皆 
X88n1645_003:0138b10	繫獄。敞表壽殺人。於常律。不至族誅。但壽為惡。隱密	繫 獄 敞 表 壽 殺 人 於 常 律 不 至 族 誅 但 壽 為 惡 隱 密 
X88n1645_003:0138b11	經年。王法所不能捨。鬼神訴千載。無一請。皆斬之。以	經 年 王 法 所 不 能 捨 鬼 神 訴 千 載 無 一 請 皆 斬 之 以 
X88n1645_003:0138b12	昭陰殺。上許之(出冥祥記○漢時廣信縣。或今之廣寧。故云傍縣也。高要縣。乃肇慶府首	昭 陰 殺 上 許 之 出 冥 祥 記 漢 時 廣 信 縣 或 今 之 廣 寧 故 云 傍 縣 也 高 要 縣 乃 肇 慶 府 首 
X88n1645_003:0138b13	縣。附郭)。	縣 附 郭 
X88n1645_003:0138b14	阿登○時有會稽句章人。至東野還。暮不及門。見路	阿 登 時 有 會 稽 句 章 人 至 東 野 還 暮 不 及 門 見 路 
X88n1645_003:0138b15	傍小屋然火。因投宿。止有一少女。不欲與丈夫共室。	傍 小 屋 然 火 因 投 宿 止 有 一 少 女 不 欲 與 丈 夫 共 室 
X88n1645_003:0138b16	呼隣人家女自伴。夜共彈箜篌歌戲曰。連綿葛上藤。	呼 隣 人 家 女 自 伴 夜 共 彈 箜 篌 歌 戲 曰 連 綿 葛 上 藤 
X88n1645_003:0138b17	一緩復一絙。汝欲知我姓。姓陳名阿登。將明。悉無所	一 緩 復 一 絙 汝 欲 知 我 姓 姓 陳 名 阿 登 將 明 悉 無 所 
X88n1645_003:0138b18	見。至東郭外。有賣食母。在肆中。此人寄坐。因說昨所	見 至 東 郭 外 有 賣 食 母 在 肆 中 此 人 寄 坐 因 說 昨 所 
X88n1645_003:0138b19	見。母聞阿登。驚曰。此是我女。近亡。葬於東郭(出續搜神記)。	見 母 聞 阿 登 驚 曰 此 是 我 女 近 亡 葬 於 東 郭 出 續 搜 神 記 
X88n1645_003:0138b20	晉	晉 
X88n1645_003:0138b21	河陰○白馬寺曇邃法師。甞於夜中。忽聞扣戶云。欲	河 陰 白 馬 寺 曇 邃 法 師 甞 於 夜 中 忽 聞 扣 戶 云 欲 
X88n1645_003:0138b22	請法師九旬說法。邃不許。固請乃赴之。而猶是眠中。	請 法 師 九 旬 說 法 邃 不 許 固 請 乃 赴 之 而 猶 是 眠 中 
X88n1645_003:0138b23	比覺己身在白馬塢神祠中。并一弟子。自爾日日密	比 覺 己 身 在 白 馬 塢 神 祠 中 并 一 弟 子 自 爾 日 日 密 
X88n1645_003:0138b24	往。餘無知者。後寺僧經祠前過。見有兩高座。邃在北。	往 餘 無 知 者 後 寺 僧 經 祠 前 過 見 有 兩 高 座 邃 在 北 
X88n1645_003:0138c01	弟子在南。如有講說聲。又聞有奇香之氣。於是道俗	弟 子 在 南 如 有 講 說 聲 又 聞 有 奇 香 之 氣 於 是 道 俗 
X88n1645_003:0138c02	共傳。或云神異。至夏竟。神施以白馬一匹。白羊五頭。	共 傳 或 云 神 異 至 夏 竟 神 施 以 白 馬 一 匹 白 羊 五 頭 
X88n1645_003:0138c03	絹九十疋。呪願畢。於是各絕。	絹 九 十 疋 呪 願 畢 於 是 各 絕 
X88n1645_003:0138c04	太山○法相法師。常山居。精苦誦經。太山祠。有大石	太 山 法 相 法 師 常 山 居 精 苦 誦 經 太 山 祠 有 大 石 
X88n1645_003:0138c05	函貯財寶。相時山行。宿於廟側。忽見一人玄衣武冠。	函 貯 財 寶 相 時 山 行 宿 於 廟 側 忽 見 一 人 玄 衣 武 冠 
X88n1645_003:0138c06	令相開函。言訖不見。其石函蓋。重過千鈞。相試提之。	令 相 開 函 言 訖 不 見 其 石 函 蓋 重 過 千 鈞 相 試 提 之 
X88n1645_003:0138c07	飄然而起。於是取其財。以救貧民。後居越城寺。有神	飄 然 而 起 於 是 取 其 財 以 救 貧 民 後 居 越 城 寺 有 神 
X88n1645_003:0138c08	異不錄(右二出梁高僧傳)。	異 不 錄 右 二 出 梁 高 僧 傳 
X88n1645_003:0138c09	陳國○袁無忌。寓居東平。永嘉初得疫癘。家百餘口。	陳 國 袁 無 忌 寓 居 東 平 永 嘉 初 得 疫 癘 家 百 餘 口 
X88n1645_003:0138c10	死亡垂盡。往避大宅。權住田舍。有一小屋。兄弟共寢	死 亡 垂 盡 往 避 大 宅 權 住 田 舍 有 一 小 屋 兄 弟 共 寢 
X88n1645_003:0138c11	板牀。薦蓆數重。夜眠失曉。牀出在戶外。宿昔如此。兄	板 牀 薦 蓆 數 重 夜 眠 失 曉 牀 出 在 戶 外 宿 昔 如 此 兄 
X88n1645_003:0138c12	弟怪怖。皆不眠。後見一婦人來在戶前。知忌等不眠。	弟 怪 怖 皆 不 眠 後 見 一 婦 人 來 在 戶 前 知 忌 等 不 眠 
X88n1645_003:0138c13	前却戶外。時未曙明。月朗見之。綵衣白裝。頭上有范	前 却 戶 外 時 未 曙 明 月 朗 見 之 綵 衣 白 裝 頭 上 有 范 
X88n1645_003:0138c14	[瑤王+金]。及銀釵。象牙梳。忌等便逐之。初繞屋走四側。頭髮	[瑤王金] 及 銀 釵 象 牙 梳 忌 等 便 逐 之 初 繞 屋 走 四 側 頭 髮 
X88n1645_003:0138c15	及范[瑤王+金]之屬。皆墮落。忌悉拾之。仍復出門南走。臨道	及 范 [瑤王金] 之 屬 皆 墮 落 忌 悉 拾 之 仍 復 出 門 南 走 臨 道 
X88n1645_003:0138c16	有井。遂入井中。忌還眠。天曉。視范[瑤王+金]及釵牙梳。並是	有 井 遂 入 井 中 忌 還 眠 天 曉 視 范 [瑤王金] 及 釵 牙 梳 並 是 
X88n1645_003:0138c17	真物。掘壞井。得一楸棺。三分井水所漬。忌便易棺器	真 物 掘 壞 井 得 一 楸 棺 三 分 井 水 所 漬 忌 便 易 棺 器 
X88n1645_003:0138c18	衣服。還其物。於高燥處葬之。遂斷(出去怪集)。	衣 服 還 其 物 於 高 燥 處 葬 之 遂 斷 出 去 怪 集 
X88n1645_003:0138c19	長安○慧嵬禪師。止長安大寺。戒行澄潔。多棲處山	長 安 慧 嵬 禪 師 止 長 安 大 寺 戒 行 澄 潔 多 棲 處 山 
X88n1645_003:0138c20	谷。修禪定之業。有一無頭鬼來。嵬神色自若。乃謂鬼	谷 修 禪 定 之 業 有 一 無 頭 鬼 來 嵬 神 色 自 若 乃 謂 鬼 
X88n1645_003:0138c21	曰。汝無頭。便無頭痛之患。一何快哉。鬼便隱形。復作	曰 汝 無 頭 便 無 頭 痛 之 患 一 何 快 哉 鬼 便 隱 形 復 作 
X88n1645_003:0138c22	無腹鬼來。但有手足。嵬曰。汝既無腹。便無五藏之憂。	無 腹 鬼 來 但 有 手 足 嵬 曰 汝 既 無 腹 便 無 五 藏 之 憂 
X88n1645_003:0138c23	一何樂哉。須臾。復作異形。嵬皆隨言遣之。後久時。天	一 何 樂 哉 須 臾 復 作 異 形 嵬 皆 隨 言 遣 之 後 久 時 天 
X88n1645_003:0138c24	甚寒雪。有一女子。來求寄宿。形貌端正。衣服鮮明。姿	甚 寒 雪 有 一 女 子 來 求 寄 宿 形 貌 端 正 衣 服 鮮 明 姿 
