T52n2110_001:0489c14	辯正論序	辯 正 論 序 
T52n2110_004:0514c17	門大啟。佛事廣興。修造伽藍。創建靈塔。	門 大 啟 佛 事 廣 興 修 造 伽 藍 創 建 靈 塔 
T52n2110_004:0514c18	魏濟南王文若	魏 濟 南 王 文 若 
T52n2110_004:0514c19	風流寬雅。姿制閑裕。吐發深美。辭色淹和。時	風 流 寬 雅 姿 制 閑 裕 吐 發 深 美 辭 色 淹 和 時 
T52n2110_004:0514c20	人為之頌曰。三公楚楚盡琳瑯。未若濟南備	人 為 之 頌 曰 三 公 楚 楚 盡 琳 瑯 未 若 濟 南 備 
T52n2110_004:0514c21	員方。至於口誦金言。心期淨王持。齋菜食。	員 方 至 於 口 誦 金 言 心 期 淨 王 持 齋 菜 食 
T52n2110_004:0514c22	護法敬僧。無以加也。	護 法 敬 僧 無 以 加 也 
T52n2110_004:0514c23	魏安豐王延明　中山王熙	魏 安 豐 王 延 明 中 山 王 熙 
T52n2110_004:0514c24	並以宗室博古學文。俱立道場齋講相續。以	並 以 宗 室 博 古 學 文 俱 立 道 場 齋 講 相 續 以 
T52n2110_004:0514c25	香汁和墨。寫華嚴經一百部。素書金字華嚴	香 汁 和 墨 寫 華 嚴 經 一 百 部 素 書 金 字 華 嚴 
T52n2110_004:0514c26	經一部。皆五香厨四寶函盛。靜夜良辰清	經 一 部 皆 五 香 厨 四 寶 函 盛 靜 夜 良 辰 清 
T52n2110_004:0514c27	齋行道。每放五色神光照曜臺宇。眾皆共覩	齋 行 道 每 放 五 色 神 光 照 曜 臺 宇 眾 皆 共 覩 
T52n2110_004:0514c28	倍更發心。	倍 更 發 心 
T52n2110_004:0514c29	魏琅瑘王誦	魏 琅 瑘 王 誦 
T52n2110_004:0515a01	義綜六經。史該百氏。衣冠儀貌朝野所推。高	義 綜 六 經 史 該 百 氏 衣 冠 儀 貌 朝 野 所 推 高 
T52n2110_004:0515a02	論清風獨超時輩。弱冠聘。梁武帝奇之與語	論 清 風 獨 超 時 輩 弱 冠 聘 梁 武 帝 奇 之 與 語 
T52n2110_004:0515a03	終日。梁武謂曰。昔王陵在漢。姜維相蜀。所在	終 日 梁 武 謂 曰 昔 王 陵 在 漢 姜 維 相 蜀 所 在 
T52n2110_004:0515a04	成名。何必本土其見禮如此。常與梁武啟必	成 名 何 必 本 土 其 見 禮 如 此 常 與 梁 武 啟 必 
T52n2110_004:0515a05	云。魏臨淮王誦。梁武亦不責之。頗以敬重	云 魏 臨 淮 王 誦 梁 武 亦 不 責 之 頗 以 敬 重 
T52n2110_004:0515a06	為意。六齋之日恒設淨供獻佛飯僧。俸祿所	為 意 六 齋 之 日 恒 設 淨 供 獻 佛 飯 僧 俸 祿 所 
T52n2110_004:0515a07	資多入經像。	資 多 入 經 像 
T52n2110_004:0515a08	魏尚書令廣陽王嘉	魏 尚 書 令 廣 陽 王 嘉 
T52n2110_004:0515a09	喜慍不形。沈敏好學。仁厚至孝造次不渝。讀	喜 慍 不 形 沈 敏 好 學 仁 厚 至 孝 造 次 不 渝 讀 
T52n2110_004:0515a10	一切經凡得三遍。造愛敬寺以答二皇。為眾	一 切 經 凡 得 三 遍 造 愛 敬 寺 以 答 二 皇 為 眾 
T52n2110_004:0515a11	經抄一十五卷。歸心委命。志在法城。	經 抄 一 十 五 卷 歸 心 委 命 志 在 法 城 
T52n2110_004:0515a12	魏陳留王虔	魏 陳 留 王 虔 
T52n2110_004:0515a13	姿氣魁嶷。膂力絕倫。自小出家虛心慕道。其	姿 氣 魁 嶷 膂 力 絕 倫 自 小 出 家 虛 心 慕 道 其 
T52n2110_004:0515a14	後歸俗不廢習真。雖干政事頗敦勝業。	後 歸 俗 不 廢 習 真 雖 干 政 事 頗 敦 勝 業 
T52n2110_004:0515a15	魏齊獻武王	魏 齊 獻 武 王 
T52n2110_004:0515a16	思隨冥運。智與神行。恩比春天。威同夏日。	思 隨 冥 運 智 與 神 行 恩 比 春 天 威 同 夏 日 
T52n2110_004:0515a17	坦至心於萬物。被大道於八方。修心克己。	坦 至 心 於 萬 物 被 大 道 於 八 方 修 心 克 己 
T52n2110_004:0515a18	迴向正法造大悲寺。普濟群生。	迴 向 正 法 造 大 悲 寺 普 濟 群 生 
T52n2110_004:0515a19	魏使持節中外諸軍事齊王　魏鉅鹿王闡	魏 使 持 節 中 外 諸 軍 事 齊 王 魏 鉅 鹿 王 闡 
T52n2110_004:0515a20	　魏錄尚書事彭城王韶　魏譙郡王亮	 魏 錄 尚 書 事 彭 城 王 韶 魏 譙 郡 王 亮 
T52n2110_004:0515a21	　魏江夏王彝　魏臨洮王榮	 魏 江 夏 王 彝 魏 臨 洮 王 榮 
T52n2110_004:0515a22	並英毅挺拔。風挌超倫。而信敬法言迴向釋	並 英 毅 挺 拔 風 挌 超 倫 而 信 敬 法 言 迴 向 釋 
T52n2110_004:0515a23	氏。	氏 
T52n2110_004:0515a24	魏太師大司馬洛州刺史馮熙	魏 太 師 大 司 馬 洛 州 刺 史 馮 熙 
T52n2110_004:0515a25	文明皇太后之兄也。奉佛至信。於諸州建浮	文 明 皇 太 后 之 兄 也 奉 佛 至 信 於 諸 州 建 浮 
T52n2110_004:0515a26	圖精舍。七十二所。寫一十六部一切經。常與	圖 精 舍 七 十 二 所 寫 一 十 六 部 一 切 經 常 與 
T52n2110_004:0515a27	名僧講論佛議。	名 僧 講 論 佛 議 
T52n2110_004:0515a28	魏使持節幽州刺史司徒公胡國珍	魏 使 持 節 幽 州 刺 史 司 徒 公 胡 國 珍 
T52n2110_004:0515a29	靈太后父也。唯事齋潔。自強禮拜。書經造像。	靈 太 后 父 也 唯 事 齋 潔 自 強 禮 拜 書 經 造 像 
T52n2110_004:0515b01	起正化寺供養百僧。	起 正 化 寺 供 養 百 僧 
T52n2110_004:0515b02	魏司徒祖瑩字元珍	魏 司 徒 祖 瑩 字 元 珍 
T52n2110_004:0515b03	鍾美多福。資神積善。器局虛閑。志識開悟。口	鍾 美 多 福 資 神 積 善 器 局 虛 閑 志 識 開 悟 口 
T52n2110_004:0515b04	含碧雞之辯。手握彫龍之文。義府玄宗。於是	含 碧 雞 之 辯 手 握 彫 龍 之 文 義 府 玄 宗 於 是 
T52n2110_004:0515b05	乎任。	乎 任 
T52n2110_004:0515b06	魏司空李無為	魏 司 空 李 無 為 
T52n2110_004:0515b07	率性不群。自然行已。鉤深致遠。懷文抱質。鴻	率 性 不 群 自 然 行 已 鉤 深 致 遠 懷 文 抱 質 鴻 
T52n2110_004:0515b08	鵠將飛。便懷四海之志。驥騄方騁。已有千	鵠 將 飛 便 懷 四 海 之 志 驥 騄 方 騁 已 有 千 
T52n2110_004:0515b09	里之心。雖政事殷廣。常以金剛般若為業。每	里 之 心 雖 政 事 殷 廣 常 以 金 剛 般 若 為 業 每 
T52n2110_004:0515b10	月六齋終身靡廢。	月 六 齋 終 身 靡 廢 
T52n2110_004:0515b11	魏大傅昌寧王李寔	魏 大 傅 昌 寧 王 李 寔 
T52n2110_004:0515b12	立身雅正。為人清儉。慎終令始。奉法尊師。無	立 身 雅 正 為 人 清 儉 慎 終 令 始 奉 法 尊 師 無 
T52n2110_004:0515b13	廢六齋。恒持五戒。	廢 六 齋 恒 持 五 戒 
T52n2110_004:0515b14	魏少保建昌公竇略	魏 少 保 建 昌 公 竇 略 
T52n2110_004:0515b15	素抱伊霍之量。夙懷柱石之林。專征授律。	素 抱 伊 霍 之 量 夙 懷 柱 石 之 林 專 征 授 律 
T52n2110_004:0515b16	知甲乙之狐虛。當敵制權。識風雲之向背。富	知 甲 乙 之 狐 虛 當 敵 制 權 識 風 雲 之 向 背 富 
T52n2110_004:0515b17	而不驕。貴而無傲。敬信崇重委命世雄。造靈	而 不 驕 貴 而 無 傲 敬 信 崇 重 委 命 世 雄 造 靈 
T52n2110_004:0515b18	山法雲二寺。供養二百許僧。	山 法 雲 二 寺 供 養 二 百 許 僧 
T52n2110_004:0515b19	魏司徒高傲曹	魏 司 徒 高 傲 曹 
T52n2110_004:0515b20	勇氣絕群。武略超世。	勇 氣 絕 群 武 略 超 世 
T52n2110_004:0515b21	魏司徒高隆之	魏 司 徒 高 隆 之 
T52n2110_004:0515b22	逸氣超倫。德風可挹。	逸 氣 超 倫 德 風 可 挹 
T52n2110_004:0515b23	魏待中尚書令元乂	魏 待 中 尚 書 令 元 乂 
T52n2110_004:0515b24	氣幹宏拔。英華清煦。羽儀朝野。匡贊有聞。	氣 幹 宏 拔 英 華 清 煦 羽 儀 朝 野 匡 贊 有 聞 
T52n2110_004:0515b25	於岱州起法音寺。	於 岱 州 起 法 音 寺 
T52n2110_004:0515b26	魏右僕射大行臺慕容紹宗	魏 右 僕 射 大 行 臺 慕 容 紹 宗 
T52n2110_004:0515b27	聰鑒可稱。禮賢斯篤。	聰 鑒 可 稱 禮 賢 斯 篤 
T52n2110_004:0515b28	魏吏部尚書邢巒造普濟寺	魏 吏 部 尚 書 邢 巒 造 普 濟 寺 
T52n2110_004:0515b29	有清規美談笑。閑莊老味詩騷。敬重大乘造	有 清 規 美 談 笑 閑 莊 老 味 詩 騷 敬 重 大 乘 造 
T52n2110_004:0515c01	像立寺。	像 立 寺 
T52n2110_004:0515c02	魏驃騎大將軍儀同三司恒州刺史陸政	魏 驃 騎 大 將 軍 儀 同 三 司 恒 州 刺 史 陸 政 
T52n2110_004:0515c03	平直無私。守道寡欲。有長仁之操。善文雅之	平 直 無 私 守 道 寡 欲 有 長 仁 之 操 善 文 雅 之 
T52n2110_004:0515c04	容。口誦維摩以為論本。時人高尚莫敢抗	容 口 誦 維 摩 以 為 論 本 時 人 高 尚 莫 敢 抗 
T52n2110_004:0515c05	談。即陸載之第二子也。	談 即 陸 載 之 第 二 子 也 
T52n2110_004:0515c06	魏太常卿恭侯鄭瓊	魏 太 常 卿 恭 侯 鄭 瓊 
T52n2110_004:0515c07	萱闌表德。琬琰為心。朝貴羽儀。人倫龜組。起	萱 闌 表 德 琬 琰 為 心 朝 貴 羽 儀 人 倫 龜 組 起 
T52n2110_004:0515c08	淨域寺建法華堂。月別營齋。年常寫像。	淨 域 寺 建 法 華 堂 月 別 營 齋 年 常 寫 像 
T52n2110_004:0515c09	魏雍州刺史韓仲詳(造韓史君寺)	魏 雍 州 刺 史 韓 仲 詳 造 韓 史 君 寺 
T52n2110_004:0515c10	簡略清通。標舉雅俗。深懷非我。	簡 略 清 通 標 舉 雅 俗 深 懷 非 我 
T52n2110_004:0515c11	魏黃門崔陵造報恩寺	魏 黃 門 崔 陵 造 報 恩 寺 
T52n2110_004:0515c12	精心道藝。託志詩書。彫篆為文。斧藻成德。承	精 心 道 藝 託 志 詩 書 彫 篆 為 文 斧 藻 成 德 承 
T52n2110_004:0515c13	風虛想。望美傾心。獨步當朝。為物稱首。而迴	風 虛 想 望 美 傾 心 獨 步 當 朝 為 物 稱 首 而 迴 
T52n2110_004:0515c14	向三寶委質四弘。於鄴城中起報恩寺。	向 三 寶 委 質 四 弘 於 鄴 城 中 起 報 恩 寺 
T52n2110_004:0515c15	魏幽州刺史盧令守(造通玄寺)	魏 幽 州 刺 史 盧 令 守 造 通 玄 寺 
T52n2110_004:0515c16	珪璋內潤。風飈外肅。器度淹美。神用高明。於	珪 璋 內 潤 風 飈 外 肅 器 度 淹 美 神 用 高 明 於 
T52n2110_004:0515c17	幽州造通玄寺。供養百僧。	幽 州 造 通 玄 寺 供 養 百 僧 
T52n2110_004:0515c18	魏沛郡太守趙元則	魏 沛 郡 太 守 趙 元 則 
T52n2110_004:0515c19	稟精辰象。資靈河嶽。幼譽擅美。弱冠馳名。信	稟 精 辰 象 資 靈 河 嶽 幼 譽 擅 美 弱 冠 馳 名 信 
T52n2110_004:0515c20	敬之志不移。檀忍之心無竭。寫經造像心未	敬 之 志 不 移 檀 忍 之 心 無 竭 寫 經 造 像 心 未 
T52n2110_004:0515c21	為勞。	為 勞 
T52n2110_004:0515c22	魏河南尹武邑公李獎(造彌勒寺)	魏 河 南 尹 武 邑 公 李 獎 造 彌 勒 寺 
T52n2110_004:0515c23	羽儀文物。冠蓋相望。守一抱真。志存安養。	羽 儀 文 物 冠 蓋 相 望 守 一 抱 真 志 存 安 養 
T52n2110_004:0515c24	三長之月。必自清齋。二親諱日。達曙悲慘。	三 長 之 月 必 自 清 齋 二 親 諱 日 達 曙 悲 慘 
T52n2110_004:0515c25	造彌勒寺。供養百僧。	造 彌 勒 寺 供 養 百 僧 
T52n2110_004:0515c26	魏太子中庶子御史中丞陸載	魏 太 子 中 庶 子 御 史 中 丞 陸 載 
T52n2110_004:0515c27	載本吳人。為宋咸陽王義真行軍大都督	載 本 吳 人 為 宋 咸 陽 王 義 真 行 軍 大 都 督 
T52n2110_004:0515c28	史。後沒赫連。因即仕魏。有才調善談謔。為魏	史 後 沒 赫 連 因 即 仕 魏 有 才 調 善 談 謔 為 魏 
T52n2110_004:0515c29	朝貴公所見稱重。而性愛虛靜。常以佛法為	朝 貴 公 所 見 稱 重 而 性 愛 虛 靜 常 以 佛 法 為 
T52n2110_004:0516a01	意。每讀眾經讚揚玄旨。末年精到經字放	意 每 讀 眾 經 讚 揚 玄 旨 末 年 精 到 經 字 放 
T52n2110_004:0516a02	光。口誦法華。時感舍利。	光 口 誦 法 華 時 感 舍 利 
T52n2110_004:0516a03	魏衛尉卿許伯桃	魏 衛 尉 卿 許 伯 桃 
T52n2110_004:0516a04	有長仁之風。弘莫逆之道。崇奉正法。無替於	有 長 仁 之 風 弘 莫 逆 之 道 崇 奉 正 法 無 替 於 
T52n2110_004:0516a05	時。	時 
T52n2110_004:0516a06	魏散騎常侍溫子昇	魏 散 騎 常 侍 溫 子 昇 
T52n2110_004:0516a07	有太冲三都之筆美子雲百奏之才。錦繡忸	有 太 冲 三 都 之 筆 美 子 雲 百 奏 之 才 錦 繡 忸 
T52n2110_004:0516a08	其文章。金王慚其暉映。崇重妙法。愛樂大	其 文 章 金 王 慚 其 暉 映 崇 重 妙 法 愛 樂 大 
T52n2110_004:0516a09	乘。	乘 
T52n2110_004:0516a10	魏寧遠將軍侯莫陳引(造祇園寺)	魏 寧 遠 將 軍 侯 莫 陳 引 造 祇 園 寺 
T52n2110_004:0516a11	本漢中山。靖王之胤。涉漢已來肇有豐國。因	本 漢 中 山 靖 王 之 胤 涉 漢 已 來 肇 有 豐 國 因 
T52n2110_004:0516a12	侯而氏。遂號陳焉。造祇園等。寺常營齋講。及	侯 而 氏 遂 號 陳 焉 造 祇 園 等 寺 常 營 齋 講 及 
T52n2110_004:0516a13	施悲田。	施 悲 田 
T52n2110_004:0516a14	已前並魏代時英。一期髦彥欽仰佛教者。	已 前 並 魏 代 時 英 一 期 髦 彥 欽 仰 佛 教 者 
T52n2110_004:0516a15	梗概條之。	梗 概 條 之 
T52n2110_004:0516a16	齊大丞相內外諸軍事常山王確(勳業崇美。特達超倫)	齊 大 丞 相 內 外 諸 軍 事 常 山 王 確 勳 業 崇 美 特 達 超 倫 
T52n2110_004:0516a17	齊太尉蘭陵王長恭(聰敏絕群。朝野敬憚)	齊 太 尉 蘭 陵 王 長 恭 聰 敏 絕 群 朝 野 敬 憚 
T52n2110_004:0516a18	齊司徒瑯瑘王儼(翼讚皇家。光隆朝政)	齊 司 徒 瑯 瑘 王 儼 翼 讚 皇 家 光 隆 朝 政 
T52n2110_004:0516a19	齊錄尚書事長廣王湛(股肱王室。文武憲章)	齊 錄 尚 書 事 長 廣 王 湛 股 肱 王 室 文 武 憲 章 
T52n2110_004:0516a20	齊大都督錄尚書事廣平王(智思超倫。操履溫直)	齊 大 都 督 錄 尚 書 事 廣 平 王 智 思 超 倫 操 履 溫 直 
T52n2110_004:0516a21	齊大司馬清河王亶(業行優深。風格遒遠)	齊 大 司 馬 清 河 王 亶 業 行 優 深 風 格 遒 遠 
T52n2110_004:0516a22	齊左僕射廣寧王孝衍(識悟優遠。貞幹令終)	齊 左 僕 射 廣 寧 王 孝 衍 識 悟 優 遠 貞 幹 令 終 
T52n2110_004:0516a23	齊侍中尚書令錄事尚書使持節都督趙州	齊 侍 中 尚 書 令 錄 事 尚 書 使 持 節 都 督 趙 州 
T52n2110_004:0516a24	諸軍事驃騎大將軍開府儀同三司護軍將軍	諸 軍 事 驃 騎 大 將 軍 開 府 儀 同 三 司 護 軍 將 軍 
T52n2110_004:0516a25	趙州刺史帶六州都督并州太忠正長安公晉	趙 州 刺 史 帶 六 州 都 督 并 州 太 忠 正 長 安 公 晉 
T52n2110_004:0516a26	昌王唐邕。造眾義莊嚴大寧國寺。鑄彌勒金	昌 王 唐 邕 造 眾 義 莊 嚴 大 寧 國 寺 鑄 彌 勒 金 
T52n2110_004:0516a27	像一軀。星氣程符。嶽神効祉。屬此昌年。挺	像 一 軀 星 氣 程 符 嶽 神 効 祉 屬 此 昌 年 挺 
T52n2110_004:0516a28	茲上德光事五君寵加八命。出陪黃屋。入履	茲 上 德 光 事 五 君 寵 加 八 命 出 陪 黃 屋 入 履 
T52n2110_004:0516a29	青蒲。拾遺補闕。獻可替不軍制之經。兵符	青 蒲 拾 遺 補 闕 獻 可 替 不 軍 制 之 經 兵 符 
T52n2110_004:0516b01	之祕。國之利寶。不可示人。心膂攸歸。尸掌切	之 祕 國 之 利 寶 不 可 示 人 心 膂 攸 歸 尸 掌 切 
T52n2110_004:0516b02	密。重以刺舉秸服。督察全趙。杖節申威。下	密 重 以 刺 舉 秸 服 督 察 全 趙 杖 節 申 威 下 
T52n2110_004:0516b03	車布惠。豪右兼并。望風霜而斂手。單弱擠墜。	車 布 惠 豪 右 兼 并 望 風 霜 而 斂 手 單 弱 擠 墜 
T52n2110_004:0516b04	沐雨露以息肩。金口木舌提耳指掌。衣食盈	沐 雨 露 以 息 肩 金 口 木 舌 提 耳 指 掌 衣 食 盈 
T52n2110_004:0516b05	而知榮辱。禮樂覃而識忠孝。旗亭絕奇貿之	而 知 榮 辱 禮 樂 覃 而 識 忠 孝 旗 亭 絕 奇 貿 之 
T52n2110_004:0516b06	貨。圜土有哀矜之識。約比食魚清侔酌水。參	貨 圜 土 有 哀 矜 之 識 約 比 食 魚 清 侔 酌 水 參 
T52n2110_004:0516b07	墟長吏畏之若神明。農墅黎民仰之如日月。	墟 長 吏 畏 之 若 神 明 農 墅 黎 民 仰 之 如 日 月 
T52n2110_004:0516b08	加以良田居體真金在性遊戲眾法調伏諸	加 以 良 田 居 體 真 金 在 性 遊 戲 眾 法 調 伏 諸 
T52n2110_004:0516b09	根。聞必修行。見便隨喜。為國乃蒼生。於堯之	根 聞 必 修 行 見 便 隨 喜 為 國 乃 蒼 生 於 堯 之 
T52n2110_004:0516b10	舊都。建眾義莊嚴寺。擬大壯模。乾象測圭。表	舊 都 建 眾 義 莊 嚴 寺 擬 大 壯 模 乾 象 測 圭 表 
T52n2110_004:0516b11	度几筵。背陰面陽。啟寒含燠。月宮日殿晝夜	度 几 筵 背 陰 面 陽 啟 寒 含 燠 月 宮 日 殿 晝 夜 
T52n2110_004:0516b12	齋光。奈苑蓮臺春秋異態。名僧踵武淨信連	齋 光 奈 苑 蓮 臺 春 秋 異 態 名 僧 踵 武 淨 信 連 
T52n2110_004:0516b13	衡。令月嘉辰爭稱禮拜。又於陽平造大寧國	衡 令 月 嘉 辰 爭 稱 禮 拜 又 於 陽 平 造 大 寧 國 
T52n2110_004:0516b14	寺。寶剎上浮。精廬遠秀。梁裁文杏柱用栴	寺 寶 剎 上 浮 精 廬 遠 秀 梁 裁 文 杏 柱 用 栴 
T52n2110_004:0516b15	檀。黼藻相暉。朱綠交映。又鑄彌勒金像一軀。	檀 黼 藻 相 暉 朱 綠 交 映 又 鑄 彌 勒 金 像 一 軀 
T52n2110_004:0516b16	合光七尺。白石丈八像二軀。并一切經三千	合 光 七 尺 白 石 丈 八 像 二 軀 并 一 切 經 三 千 
T52n2110_004:0516b17	餘卷。修治故像一萬許軀。	餘 卷 修 治 故 像 一 萬 許 軀 
T52n2110_004:0516b18	齊右丞相咸陽王斛律明月(勇氣無前。抱節彌勁)	齊 右 丞 相 咸 陽 王 斛 律 明 月 勇 氣 無 前 抱 節 彌 勁 
T52n2110_004:0516b19	齊左丞相平原王段孝先(恪勤政事。允副朝委)	齊 左 丞 相 平 原 王 段 孝 先 恪 勤 政 事 允 副 朝 委 
T52n2110_004:0516b20	齊錄尚書事淮南王和士開(篤敏勤恪奉法自強)	齊 錄 尚 書 事 淮 南 王 和 士 開 篤 敏 勤 恪 奉 法 自 強 
T52n2110_004:0516b21	齊太常清河王高嶽(勇幹清美)	齊 太 常 清 河 王 高 嶽 勇 幹 清 美 
T52n2110_004:0516b22	齊太宰章武王庫狄千秋(猛毅恭順)	齊 太 宰 章 武 王 庫 狄 千 秋 猛 毅 恭 順 
T52n2110_004:0516b23	齊侍中秦王高彥歸(泛愛優美)	齊 侍 中 秦 王 高 彥 歸 泛 愛 優 美 
T52n2110_004:0516b24	齊侍中尚書令元羅。才名之士。王元景邢子	齊 侍 中 尚 書 令 元 羅 才 名 之 士 王 元 景 邢 子 
T52n2110_004:0516b25	才等咸為賓客。然為性儉素。恂恂接物。崇敬	才 等 咸 為 賓 客 然 為 性 儉 素 恂 恂 接 物 崇 敬 
T52n2110_004:0516b26	三寶欽尚四弘。於法喜寺興建七層浮圖甎	三 寶 欽 尚 四 弘 於 法 喜 寺 興 建 七 層 浮 圖 甎 
T52n2110_004:0516b27	塔。至於盡心以匡聖主。修已以圖永安。則上	塔 至 於 盡 心 以 匡 聖 主 修 已 以 圖 永 安 則 上 
T52n2110_004:0516b28	寧於君。下保於己。蓋人倫之水鏡。天下之	寧 於 君 下 保 於 己 蓋 人 倫 之 水 鏡 天 下 之 
T52n2110_004:0516b29	楷模。	楷 模 
T52n2110_004:0516c01	齊尚書令高肇(造閑居尼寺)　齊太尉彭樂(仁厚著美)	齊 尚 書 令 高 肇 造 閑 居 尼 寺 齊 太 尉 彭 樂 仁 厚 著 美 
T52n2110_004:0516c02	　齊司徒潘相(尚仁貴義)　齊司空司馬子如(學業清美介節	 齊 司 徒 潘 相 尚 仁 貴 義 齊 司 空 司 馬 子 如 學 業 清 美 介 節 
T52n2110_004:0516c03	峻舉)	峻 舉 
T52n2110_004:0516c04	齊光祿大夫尚書僕射楊遵彥	齊 光 祿 大 夫 尚 書 僕 射 楊 遵 彥 
T52n2110_004:0516c05	識懷溫敏。風儀遒逸。早標玉潤。夙擅金聲。而	識 懷 溫 敏 風 儀 遒 逸 早 標 玉 潤 夙 擅 金 聲 而 
