X68n1319_001:0523c06	 御製總序	 御 製 總 序 
X68n1319_016:0649c13	有。　僧曰。在甚麼處。　曰。山河大地。若草若木。皆是我眷	有 僧 曰 在 甚 麼 處 曰 山 河 大 地 若 草 若 木 皆 是 我 眷 
X68n1319_016:0649c14	屬。　僧曰。婆莫作師姑來否。　曰。汝見我是甚麼。　僧曰。俗	屬 僧 曰 婆 莫 作 師 姑 來 否 曰 汝 見 我 是 甚 麼 僧 曰 俗 
X68n1319_016:0649c15	人。　婆曰。汝不可是僧。　僧曰。婆莫混濫佛法好。　婆曰。我	人 婆 曰 汝 不 可 是 僧 僧 曰 婆 莫 混 濫 佛 法 好 婆 曰 我 
X68n1319_016:0649c16	不混濫佛法。　僧曰。汝恁麼豈不是混濫佛法。　婆曰。你	不 混 濫 佛 法 僧 曰 汝 恁 麼 豈 不 是 混 濫 佛 法 婆 曰 你 
X68n1319_016:0649c17	是男子。我是女人。豈曾混濫。	是 男 子 我 是 女 人 豈 曾 混 濫 
X68n1319_016:0649c18	處州法海立禪師	處 州 法 海 立 禪 師 
X68n1319_016:0649c19	師因徽宗革本寺作神霄宮。師陞座。謂眾曰。都緣未	師 因 徽 宗 革 本 寺 作 神 霄 宮 師 陞 座 謂 眾 曰 都 緣 未 
X68n1319_016:0649c20	徹。所以說是說非。蓋為不真。便乃分彼分此。我身尚	徹 所 以 說 是 說 非 蓋 為 不 真 便 乃 分 彼 分 此 我 身 尚 
X68n1319_016:0649c21	且不有。身外烏足道哉。正眼觀來。一場笑具。今則聖	且 不 有 身 外 烏 足 道 哉 正 眼 觀 來 一 場 笑 具 今 則 聖 
X68n1319_016:0649c22	君垂旨。更僧寺作神霄。佛頭添箇冠兒。算來有何不	君 垂 旨 更 僧 寺 作 神 霄 佛 頭 添 箇 冠 兒 算 來 有 何 不 
X68n1319_016:0649c23	可。山僧今日不免橫擔拄杖。高挂鉢囊。向無縫塔中	可 山 僧 今 日 不 免 橫 擔 拄 杖 高 挂 鉢 囊 向 無 縫 塔 中 
X68n1319_016:0649c24	安身立命。於無根樹下嘯月吟風。一任乘雲仙客來	安 身 立 命 於 無 根 樹 下 嘯 月 吟 風 一 任 乘 雲 仙 客 來 
X68n1319_016:0650a01	此呪水書符。叩牙作法。他年成道。白日上昇。堪報不	此 呪 水 書 符 叩 牙 作 法 他 年 成 道 白 日 上 昇 堪 報 不 
X68n1319_016:0650a02	報之恩。以助無為之化。祇恐不是玉。是玉也大奇。然	報 之 恩 以 助 無 為 之 化 祇 恐 不 是 玉 是 玉 也 大 奇 然 
X68n1319_016:0650a03	雖如是。且道山僧轉身一句作麼生道。還委悉麼。擲	雖 如 是 且 道 山 僧 轉 身 一 句 作 麼 生 道 還 委 悉 麼 擲 
X68n1319_016:0650a04	下拂子。竟爾趨寂。郡守具奏。詔仍改寺額曰真身。	下 拂 子 竟 爾 趨 寂 郡 守 具 奏 詔 仍 改 寺 額 曰 真 身 
X68n1319_016:0650a05	歐陽文忠公	歐 陽 文 忠 公 
X68n1319_016:0650a06	公昔官洛中。一日。遊嵩山。却去僕吏。放意而往。至一	公 昔 官 洛 中 一 日 遊 嵩 山 却 去 僕 吏 放 意 而 往 至 一 
X68n1319_016:0650a07	山寺。入門。修竹滿軒。霜清鳥啼。風物鮮明。文忠休於	山 寺 入 門 修 竹 滿 軒 霜 清 鳥 啼 風 物 鮮 明 文 忠 休 於 
X68n1319_016:0650a08	殿陛。旁有老僧閱經自若。與語不甚顧答。文忠異之。	殿 陛 旁 有 老 僧 閱 經 自 若 與 語 不 甚 顧 答 文 忠 異 之 
X68n1319_016:0650a09	問曰。道人住山久否。　對曰。甚久也。　又問。誦何經。　對曰。	問 曰 道 人 住 山 久 否 對 曰 甚 久 也 又 問 誦 何 經 對 曰 
X68n1319_016:0650a10	法華經。　文忠曰。古之高僧。臨生死之際。類皆談笑脫	法 華 經 文 忠 曰 古 之 高 僧 臨 生 死 之 際 類 皆 談 笑 脫 
X68n1319_016:0650a11	去。何道致之耶。　對曰。定慧力耳。　又問。今乃寂寥無有。	去 何 道 致 之 耶 對 曰 定 慧 力 耳 又 問 今 乃 寂 寥 無 有 
X68n1319_016:0650a12	何哉。　老僧笑曰。古之人。念念在定慧。臨終安得亂。今	何 哉 老 僧 笑 曰 古 之 人 念 念 在 定 慧 臨 終 安 得 亂 今 
X68n1319_016:0650a13	之人。念念在散亂。臨終安得定。文忠大喜。不自知膝	之 人 念 念 在 散 亂 臨 終 安 得 定 文 忠 大 喜 不 自 知 膝 
X68n1319_016:0650a14	之屈也。	之 屈 也 
X68n1319_016:0650a15	無名僧	無 名 僧 
X68n1319_016:0650a16	鹽官會下有一主事僧。忽見一鬼使來追。僧告曰。某	鹽 官 會 下 有 一 主 事 僧 忽 見 一 鬼 使 來 追 僧 告 曰 某 
X68n1319_016:0650a17	甲身為主事。未暇修行。乞容七日。得否。　使曰。待為白	甲 身 為 主 事 未 暇 修 行 乞 容 七 日 得 否 使 曰 待 為 白 
X68n1319_016:0650a18	王。若許。即七日後來。不然。須臾便至。言訖不見。至七	王 若 許 即 七 日 後 來 不 然 須 臾 便 至 言 訖 不 見 至 七 
X68n1319_016:0650a19	日後。覓其僧了不可得。　後有人舉問一僧。若被覓著	日 後 覓 其 僧 了 不 可 得 後 有 人 舉 問 一 僧 若 被 覓 著 
X68n1319_016:0650a20	時。如何抵擬他。	時 如 何 抵 擬 他 
X68n1319_016:0650a21	又無名僧	又 無 名 僧 
X68n1319_016:0650a22	僧在經堂內不看經。每日打坐。藏主曰。何不看經。　僧	僧 在 經 堂 內 不 看 經 每 日 打 坐 藏 主 曰 何 不 看 經 僧 
X68n1319_016:0650a23	曰。某甲不識字。　藏主曰。何不問人。　僧近前叉手鞠躬	曰 某 甲 不 識 字 藏 主 曰 何 不 問 人 僧 近 前 叉 手 鞠 躬 
X68n1319_016:0650a24	曰。這箇是甚麼字。藏主無對。	曰 這 箇 是 甚 麼 字 藏 主 無 對 
X68n1319_016:0650b01	僧入冥見地藏菩薩。地藏問。你平生修何業。　僧曰。念	僧 入 冥 見 地 藏 菩 薩 地 藏 問 你 平 生 修 何 業 僧 曰 念 
X68n1319_016:0650b02	法華經。　曰。止止不須說。我法妙難思。為是說。是不說。	法 華 經 曰 止 止 不 須 說 我 法 妙 難 思 為 是 說 是 不 說 
X68n1319_016:0650b03	僧無對。	僧 無 對 
X68n1319_016:0650b04	無名古德	無 名 古 德 
X68n1319_016:0650b05	師一日不赴堂。侍者請赴堂。德曰。我今日在莊上喫	師 一 日 不 赴 堂 侍 者 請 赴 堂 德 曰 我 今 日 在 莊 上 喫 
X68n1319_016:0650b06	油糍飽也。　侍者曰。和尚不曾出入。　德曰。汝去問莊主。	油 糍 飽 也 侍 者 曰 和 尚 不 曾 出 入 德 曰 汝 去 問 莊 主 
X68n1319_016:0650b07	者方出門。忽見莊主來謝和尚到莊。	者 方 出 門 忽 見 莊 主 來 謝 和 尚 到 莊 
X68n1319_016:0650b08	天竺證悟法師	天 竺 證 悟 法 師 
X68n1319_016:0650b09	師依白蓮僊法師。嘗患學者囿於名相。至以天台為	師 依 白 蓮 僊 法 師 嘗 患 學 者 囿 於 名 相 至 以 天 台 為 
X68n1319_016:0650b10	文字之學。南宗鄙之。乃謁護國此庵元禪師。夜語次。	文 字 之 學 南 宗 鄙 之 乃 謁 護 國 此 庵 元 禪 師 夜 語 次 
X68n1319_016:0650b11	師舉東坡宿東林偈。且曰。也不易。到此田地。　元曰。尚	師 舉 東 坡 宿 東 林 偈 且 曰 也 不 易 到 此 田 地 元 曰 尚 
X68n1319_016:0650b12	未見路徑。何言到耶。　曰。祇如他道。溪聲便是廣長舌。	未 見 路 徑 何 言 到 耶 曰 祇 如 他 道 溪 聲 便 是 廣 長 舌 
X68n1319_016:0650b13	山色豈非清淨身。若不到此田地。如何有這箇消息。	山 色 豈 非 清 淨 身 若 不 到 此 田 地 如 何 有 這 箇 消 息 
X68n1319_016:0650b14	　元曰。是門外漢耳。　曰。和尚不吝。可為說破。　元曰。却祇	 元 曰 是 門 外 漢 耳 曰 和 尚 不 吝 可 為 說 破 元 曰 却 祇 
X68n1319_016:0650b15	從這裏猛著精彩覰捕看。若覰捕得他破。則亦知本	從 這 裏 猛 著 精 彩 覰 捕 看 若 覰 捕 得 他 破 則 亦 知 本 
X68n1319_016:0650b16	命元辰落著處。　師通夕不寐。及曉。鐘鳴。去其祕畜。以	命 元 辰 落 著 處 師 通 夕 不 寐 及 曉 鐘 鳴 去 其 祕 畜 以 
X68n1319_016:0650b17	前偈別曰。東坡居士太饒舌。聲色關中欲透身。溪若	前 偈 別 曰 東 坡 居 士 太 饒 舌 聲 色 關 中 欲 透 身 溪 若 
X68n1319_016:0650b18	是聲山是色。無山無水好愁人。　特以告元。元曰。向汝	是 聲 山 是 色 無 山 無 水 好 愁 人 特 以 告 元 元 曰 向 汝 
X68n1319_016:0650b19	道是門外漢。師禮謝。　未幾。有化馬祖殿瓦者。求語發	道 是 門 外 漢 師 禮 謝 未 幾 有 化 馬 祖 殿 瓦 者 求 語 發 
X68n1319_016:0650b20	揚。師書曰。寄語江西老古錐。從教日炙與風吹。兒孫	揚 師 書 曰 寄 語 江 西 老 古 錐 從 教 日 炙 與 風 吹 兒 孫 
X68n1319_016:0650b21	不是無料理。要見冰消瓦解時。　此庵見之。笑曰。須是	不 是 無 料 理 要 見 冰 消 瓦 解 時 此 庵 見 之 笑 曰 須 是 
X68n1319_016:0650b22	這闍黎始得。	這 闍 黎 始 得 
X68n1319_016:0650b23	淨居尼玄機	淨 居 尼 玄 機 
X68n1319_016:0650b24	師常習定於大日山石窟中。一日。忽念曰。法性湛然。	師 常 習 定 於 大 日 山 石 窟 中 一 日 忽 念 曰 法 性 湛 然 
X68n1319_016:0650c01	本無去住。厭喧趨寂。豈為達耶。乃往參雪峯。　雪峯問。	本 無 去 住 厭 喧 趨 寂 豈 為 達 耶 乃 往 參 雪 峯 雪 峯 問 
X68n1319_016:0650c02	甚處來。　曰。大日山來。　雪峯曰。日出也未。　師曰。若出則	甚 處 來 曰 大 日 山 來 雪 峯 曰 日 出 也 未 師 曰 若 出 則 
X68n1319_016:0650c03	鎔却雪峯。　雪峯曰。汝名甚麼。　師曰。玄機。　雪峯曰。日織	鎔 却 雪 峯 雪 峯 曰 汝 名 甚 麼 師 曰 玄 機 雪 峯 曰 日 織 
X68n1319_016:0650c04	多少。　師曰。寸絲不挂。遂禮拜退。　纔行三五步。雪峯召	多 少 師 曰 寸 絲 不 挂 遂 禮 拜 退 纔 行 三 五 步 雪 峯 召 
X68n1319_016:0650c05	曰。袈裟角拖地也。師回首。　雪峯曰。大好寸絲不挂。	曰 袈 裟 角 拖 地 也 師 回 首 雪 峯 曰 大 好 寸 絲 不 挂 
X68n1319_016:0650c06	賣鹽翁	賣 鹽 翁 
X68n1319_016:0650c07	有一僧去覆船。路逢一賣鹽翁。僧問。覆船路向甚麼	有 一 僧 去 覆 船 路 逢 一 賣 鹽 翁 僧 問 覆 船 路 向 甚 麼 
X68n1319_016:0650c08	處去。　翁良久。僧再問。翁曰。你患聾那。　僧曰。你向我道	處 去 翁 良 久 僧 再 問 翁 曰 你 患 聾 那 僧 曰 你 向 我 道 
X68n1319_016:0650c09	甚麼。　翁曰。向你道覆船路。　僧曰。翁莫會禪麼。　翁曰。莫	甚 麼 翁 曰 向 你 道 覆 船 路 僧 曰 翁 莫 會 禪 麼 翁 曰 莫 
X68n1319_016:0650c10	道會禪。佛法也會盡。　僧曰。你試說看。翁挑起鹽籃。　僧	道 會 禪 佛 法 也 會 盡 僧 曰 你 試 說 看 翁 挑 起 鹽 籃 僧 
X68n1319_016:0650c11	曰。難。　翁曰。你喚這箇作甚麼。　僧曰。鹽。　翁曰。有甚麼交	曰 難 翁 曰 你 喚 這 箇 作 甚 麼 僧 曰 鹽 翁 曰 有 甚 麼 交 
X68n1319_016:0650c12	涉。　僧曰。你喚作甚麼。　曰。不可更向你道是鹽。	涉 僧 曰 你 喚 作 甚 麼 曰 不 可 更 向 你 道 是 鹽 
X68n1319_016:0650c13	僧文通慧	僧 文 通 慧 
X68n1319_016:0650c14	師。河南開封白雲寺僧也。其師令掌盥盆。偶有市鮮	師 河 南 開 封 白 雲 寺 僧 也 其 師 令 掌 盥 盆 偶 有 市 鮮 
X68n1319_016:0650c15	者濯於盆。文恚擊之。遽隕。因潛奔華州總持寺。久之。	者 濯 於 盆 文 恚 擊 之 遽 隕 因 潛 奔 華 州 總 持 寺 久 之 
X68n1319_016:0650c16	為長老。蓋二十年餘矣。　一日。忽語其徒曰。二十年前	為 長 老 蓋 二 十 年 餘 矣 一 日 忽 語 其 徒 曰 二 十 年 前 
X68n1319_016:0650c17	一段公案。今日當了。　眾問故。曰。日午當自知之。遂趺	一 段 公 案 今 日 當 了 眾 問 故 曰 日 午 當 自 知 之 遂 趺 
X68n1319_016:0650c18	坐以俟。　時張浚統兵至關中。一卒持弓矢至法堂。瞪	坐 以 俟 時 張 浚 統 兵 至 關 中 一 卒 持 弓 矢 至 法 堂 瞪 
X68n1319_016:0650c19	目視文。將射之。文笑曰。老僧相待久矣。　卒曰。素未相	目 視 文 將 射 之 文 笑 曰 老 僧 相 待 久 矣 卒 曰 素 未 相 
X68n1319_016:0650c20	面。今見而恚心不可遏。即欲相戕。何耶。　文語以昔故。	面 今 見 而 恚 心 不 可 遏 即 欲 相 戕 何 耶 文 語 以 昔 故 
X68n1319_016:0650c21	卒遽說偈曰。冤冤相報何時了。劫劫相纏豈偶然。不	卒 遽 說 偈 曰 冤 冤 相 報 何 時 了 劫 劫 相 纏 豈 偶 然 不 
X68n1319_016:0650c22	若與師俱解釋。如今立地往西天。　視之。已立化矣。文	若 與 師 俱 解 釋 如 今 立 地 往 西 天 視 之 已 立 化 矣 文 
X68n1319_016:0650c23	即索筆書偈曰。三十三年飄蕩。做了幾番模樣。誰知	即 索 筆 書 偈 曰 三 十 三 年 飄 蕩 做 了 幾 番 模 樣 誰 知 
X68n1319_016:0650c24	今日相逢。却是在前變障。　書畢。泊然而化。	今 日 相 逢 却 是 在 前 變 障 書 畢 泊 然 而 化 
X68n1319_016:0651a01	百丈懷海禪師。	百 丈 懷 海 禪 師 
X68n1319_016:0651a02	馬祖陞座。眾纔集。師出卷却席。祖便下座。師隨至方	馬 祖 陞 座 眾 纔 集 師 出 卷 却 席 祖 便 下 座 師 隨 至 方 
X68n1319_016:0651a03	丈。祖曰。我適來未曾說話。汝為甚便卷却席。　師曰。昨	丈 祖 曰 我 適 來 未 曾 說 話 汝 為 甚 便 卷 却 席 師 曰 昨 
X68n1319_016:0651a04	日被和尚扭得鼻頭痛。　祖曰。汝昨日向甚處留心。　師	日 被 和 尚 扭 得 鼻 頭 痛 祖 曰 汝 昨 日 向 甚 處 留 心 師 
X68n1319_016:0651a05	曰。鼻頭今日又不痛也。　祖曰。汝深明昨日事。師作禮	曰 鼻 頭 今 日 又 不 痛 也 祖 曰 汝 深 明 昨 日 事 師 作 禮 
X68n1319_016:0651a06	而退。	而 退 
X68n1319_016:0651a07	師再參。侍立次。祖目視繩牀角拂子。師曰。即此用。離	師 再 參 侍 立 次 祖 目 視 繩 牀 角 拂 子 師 曰 即 此 用 離 
X68n1319_016:0651a08	此用。　祖曰。汝向後開兩片皮。將何為人。師取拂子豎	此 用 祖 曰 汝 向 後 開 兩 片 皮 將 何 為 人 師 取 拂 子 豎 
X68n1319_016:0651a09	起。　祖曰。即此用。離此用。師挂拂子於舊處。祖振威一	起 祖 曰 即 此 用 離 此 用 師 挂 拂 子 於 舊 處 祖 振 威 一 
X68n1319_016:0651a10	喝。師直得三日耳聾。　未幾。住大雄山。以所處巖巒峻	喝 師 直 得 三 日 耳 聾 未 幾 住 大 雄 山 以 所 處 巖 巒 峻 
X68n1319_016:0651a11	極。故號百丈。四方學者麇至。一日。謂眾曰。佛法不是	極 故 號 百 丈 四 方 學 者 麇 至 一 日 謂 眾 曰 佛 法 不 是 
X68n1319_016:0651a12	小事。老僧昔被馬大師一喝。直得三日耳聾。　黃檗聞	小 事 老 僧 昔 被 馬 大 師 一 喝 直 得 三 日 耳 聾 黃 檗 聞 
X68n1319_016:0651a13	舉。不覺吐舌。師曰。子已後莫承嗣馬祖去麼。　檗曰。不	舉 不 覺 吐 舌 師 曰 子 已 後 莫 承 嗣 馬 祖 去 麼 檗 曰 不 
X68n1319_016:0651a14	然。今日因和尚舉。得見馬祖大機之用。然且不識馬	然 今 日 因 和 尚 舉 得 見 馬 祖 大 機 之 用 然 且 不 識 馬 
X68n1319_016:0651a15	祖。若嗣馬祖。已後喪我兒孫。　師曰。如是。如是。見與師	祖 若 嗣 馬 祖 已 後 喪 我 兒 孫 師 曰 如 是 如 是 見 與 師 
X68n1319_016:0651a16	齊。減師半德。見過於師。方堪傳授。子甚有超師之見。	齊 減 師 半 德 見 過 於 師 方 堪 傳 授 子 甚 有 超 師 之 見 
X68n1319_016:0651a17	檗便禮拜。	檗 便 禮 拜 
X68n1319_016:0651a18	住後。馬師寄三甕醬至。師集眾。上堂。開書了。拈拄杖	住 後 馬 師 寄 三 甕 醬 至 師 集 眾 上 堂 開 書 了 拈 拄 杖 
X68n1319_016:0651a19	指甕曰。道得即不打破。道不得即打破。眾無語。師打	指 甕 曰 道 得 即 不 打 破 道 不 得 即 打 破 眾 無 語 師 打 
X68n1319_016:0651a20	破。歸方丈。	破 歸 方 丈 
X68n1319_016:0651a21	溈山．五峯．雲巖侍立次。師問溈山。併却咽喉唇吻。作	溈 山 五 峯 雲 巖 侍 立 次 師 問 溈 山 併 却 咽 喉 唇 吻 作 
X68n1319_016:0651a22	麼生道。　山曰。却請和尚道。　師曰。不辭向汝道。恐已後	麼 生 道 山 曰 却 請 和 尚 道 師 曰 不 辭 向 汝 道 恐 已 後 
X68n1319_016:0651a23	喪汝兒孫。　又問五峯。峯曰。和尚也須併却。　師曰。無人	喪 汝 兒 孫 又 問 五 峯 峯 曰 和 尚 也 須 併 却 師 曰 無 人 
X68n1319_016:0651a24	處斫額望汝。　又問雲巖。巖曰。和尚有也未。　師曰。喪我	處 斫 額 望 汝 又 問 雲 巖 巖 曰 和 尚 有 也 未 師 曰 喪 我 
X68n1319_016:0651b01	兒孫。	兒 孫 
X68n1319_016:0651b02	師每上堂。有一老人隨眾聽法。一日眾退。唯老人不	師 每 上 堂 有 一 老 人 隨 眾 聽 法 一 日 眾 退 唯 老 人 不 
X68n1319_016:0651b03	去。師問。汝是何人。　老人曰。某非人也。於過去迦葉佛	去 師 問 汝 是 何 人 老 人 曰 某 非 人 也 於 過 去 迦 葉 佛 
X68n1319_016:0651b04	時曾住此山。因學人問。大修行人還落因果也無。某	時 曾 住 此 山 因 學 人 問 大 修 行 人 還 落 因 果 也 無 某 
X68n1319_016:0651b05	對云。不落因果。遂五百生墮野狐身。今請和尚代一	對 云 不 落 因 果 遂 五 百 生 墮 野 狐 身 今 請 和 尚 代 一 
X68n1319_016:0651b06	轉語。貴脫野狐身。　師曰。汝問。　老人曰。大修行人還落	轉 語 貴 脫 野 狐 身 師 曰 汝 問 老 人 曰 大 修 行 人 還 落 
X68n1319_016:0651b07	因果也無。　師曰。不昧因果。　老人於言下大悟。作禮曰。	因 果 也 無 師 曰 不 昧 因 果 老 人 於 言 下 大 悟 作 禮 曰 
X68n1319_016:0651b08	某已脫野狐身。住在山後。敢乞依亡僧津送。　師食後。	某 已 脫 野 狐 身 住 在 山 後 敢 乞 依 亡 僧 津 送 師 食 後 
X68n1319_016:0651b09	領眾至山後巖下。以杖挑出一死野狐。乃依法火葬。	領 眾 至 山 後 巖 下 以 杖 挑 出 一 死 野 狐 乃 依 法 火 葬 
X68n1319_016:0651b10	師至晚上堂。舉前因緣。黃檗便問。古人錯祗對一轉	師 至 晚 上 堂 舉 前 因 緣 黃 檗 便 問 古 人 錯 祗 對 一 轉 
X68n1319_016:0651b11	語。墮五百生野狐身。轉轉不錯。合作箇甚麼。　師曰。近	語 墮 五 百 生 野 狐 身 轉 轉 不 錯 合 作 箇 甚 麼 師 曰 近 
