T85n2767_001:0310c17	藥師經疏	藥 師 經 疏 
T85n2767_001:0321a03	佛形像報父母見歡喜端政威德重愛樂終無	佛 形 像 報 父 母 見 歡 喜 端 政 威 德 重 愛 樂 終 無 
T85n2767_001:0321a04	厭。作佛形像報金色身炎光猶妙師子像。眾	厭 作 佛 形 像 報 金 色 身 炎 光 猶 妙 師 子 像 眾 
T85n2767_001:0321a05	生見歡喜。作佛形像報閻浮提大姓剎利婆	生 見 歡 喜 作 佛 形 像 報 閻 浮 提 大 姓 剎 利 婆 
T85n2767_001:0321a06	羅門福人。於中生作佛形像報不生邊地國	羅 門 福 人 於 中 生 作 佛 形 像 報 不 生 邊 地 國 
T85n2767_001:0321a07	不盲不醜陋。六情常完具作佛形像報臨終	不 盲 不 醜 陋 六 情 常 完 具 作 佛 形 像 報 臨 終 
T85n2767_001:0321a08	識宿命見佛在其前不覺死苦時。又法華經	識 宿 命 見 佛 在 其 前 不 覺 死 苦 時 又 法 華 經 
T85n2767_001:0321a09	第一卷說。若人為佛故。建立諸形像刻彫成	第 一 卷 說 若 人 為 佛 故 建 立 諸 形 像 刻 彫 成 
T85n2767_001:0321a10	眾相。皆已成佛道。或以七寶成鍮石赤白銅	眾 相 皆 已 成 佛 道 或 以 七 寶 成 鍮 石 赤 白 銅 
T85n2767_001:0321a11	白鑞及鉛錫鐵木及與泥。或以膠漆布嚴飾。	白 鑞 及 鉛 錫 鐵 木 及 與 泥 或 以 膠 漆 布 嚴 飾 
T85n2767_001:0321a12	作佛像如是。諸人等皆已成佛道。采畫作佛	作 佛 像 如 是 諸 人 等 皆 已 成 佛 道 采 畫 作 佛 
T85n2767_001:0321a13	像百福莊嚴相自作。若使人皆已成佛道。慈	像 百福莊嚴相 自 作 若 使 人 皆 已 成 佛 道 慈 
T85n2767_001:0321a14	悲喜捨者。維摩第三卷。文殊問云何行慈。維	悲 喜 捨 者 維 摩 第 三 卷 文 殊 問 云 何 行 慈 維 
T85n2767_001:0321a15	摩詰言。菩薩作是念。我當為眾生說法。是	摩 詰 言 菩 薩 作 是 念 我 當 為 眾 生 說 法 是 
T85n2767_001:0321a16	則真實慈也。何謂為悲。答菩薩所作功德。皆	則 真 實 慈 也 何 謂 為 悲 答 菩薩所作 功 德 皆 
T85n2767_001:0321a17	與一切眾生。何謂為喜。答有所饒益歡喜無	與 一 切 眾 生 何 謂 為 喜 答 有 所 饒 益 歡 喜 無 
T85n2767_001:0321a18	悔。何謂為捨。答所作福祐無所希望。又涅槃	悔 何 謂 為 捨 答 所 作 福 祐 無 所 希 望 又 涅 槃 
T85n2767_001:0321a19	經第十五說。夫修慈者。能斷貪欲。修悲心者。	經 第 十 五 說 夫 修 慈 者 能 斷 貪 欲 修 悲 心 者 
T85n2767_001:0321a20	能斷瞋恚。修喜心者。能斷不樂。修捨心者。能	能 斷 瞋 恚 修 喜 心 者 能 斷 不 樂 修 捨 心 者 能 
T85n2767_001:0321a21	斷貪欲。瞋恚眾生。瞋有二種。一者久於過	斷 貪 欲 瞋 恚 眾 生 瞋 有 二 種 一 者 久 於 過 
T85n2767_001:0321a22	去修集。二者於今現在修集。修慈心者。能斷	去 修 集 二 者 於 今 現 在 修 集 修 慈 心 者 能 斷 
T85n2767_001:0321a23	過去。修悲心者。斷於現在。又解為諸眾生	過 去 修 悲 心 者 斷 於 現 在 又 解 為 諸 眾 生 
T85n2767_001:0321a24	除無利益。是名大慈。欲與眾生無量利樂是	除 無 利 益 是 名 大 慈 欲 與 眾 生 無 量 利 樂 是 
T85n2767_001:0321a25	名大悲。於諸眾生生歡喜心。是名大喜。無所	名 大 悲 於 諸 眾 生 生歡喜心 是 名 大 喜 無 所 
T85n2767_001:0321a26	擁護名為大捨。若不見我法相己身見一切	擁 護 名 為 大 捨 若 不 見 我 法 相 己 身 見 一 切 
T85n2767_001:0321a27	法平等無二。是名大捨。自捨己樂施與他人	法 平 等 無 二 是 名 大 捨 自 捨 己 樂 施 與 他 人 
T85n2767_001:0321a28	是名大捨。問法有多門。何故唯修慈悲喜捨。	是 名 大 捨 問 法 有 多 門 何 故 唯 修 慈 悲 喜 捨 
T85n2767_001:0321a29	答如偈說言。若於一眾生不生瞋恚心。而願	答 如 偈 說 言 若 於 一 眾 生 不 生 瞋 恚 心 而 願 
T85n2767_001:0321b01	與彼樂是名為慈善。一切眾生中。若起於悲	與 彼 樂 是 名 為 慈 善 一 切 眾 生 中 若 起 於 悲 
T85n2767_001:0321b02	心。是名聖種性。得福報無量。假使五通仙悉	心 是 名 聖 種 性 得 福 報 無 量 假 使 五 通 仙 悉 
T85n2767_001:0321b03	滿此大地。有大自在王奉施。其所安象馬種	滿 此 大 地 有 大 自 在 王 奉 施 其 所 安 象 馬 種 
T85n2767_001:0321b04	種物所得福報果不及修一慈十六分中一下	種 物 所 得 福 報 果 不 及 修 一 慈 十 六 分 中 一 下 
T85n2767_001:0321b05	三亦爾。	三 亦 爾 
T85n2767_001:0321b06	經。應念彼如來本昔大願　二勸念昔願。謂	經 應 念 彼 如 來 本 昔 大 願 二 勸 念 昔 願 謂 
T85n2767_001:0321b07	憶念彼藥師如來本昔所發殊勝大願。	憶 念 彼 藥 師 如 來 本 昔 所 發 殊 勝 大 願 
T85n2767_001:0321b08	經。并解釋此經如所思念　三如所思念。問	經 并 解 釋 此 經 如 所 思 念 三 如 所 思 念 問 
T85n2767_001:0321b09	解釋此經有何尊勝。答金剛般若經說。隨所	解 釋 此 經 有 何 尊 勝 答 金 剛 般 若 經 說 隨 所 
T85n2767_001:0321b10	有處說是法門。乃至四句偈等。當知此處一	有 處 說 是 法 門 乃 至 四 句 偈 等 當 知 此 處 一 
T85n2767_001:0321b11	切世間天人阿。	切 世 間 天 人 阿 
T85n2767_001:0321b12	經。如所願求至得男女　四稱遂所求。謂	經 如 所 願 求 至 得 男 女 四 稱 遂 所 求 謂 
T85n2767_001:0321b13	諸有所求皆得圓滿。修羅皆應供養如佛塔	諸 有 所 求 皆 得 圓 滿 修 羅 皆 應 供 養 如 佛 塔 
T85n2767_001:0321b14	廟。	廟 
T85n2767_001:0321b15	經。或復有人至皆悉隱沒　五百怪長蠲諸	經 或 復 有 人 至 皆 悉 隱 沒 五 百 怪 長 蠲 諸 
T85n2767_001:0321b16	惡夢相怪鳥於其住所百怪出現。若能供養	惡 夢 相 怪 鳥 於 其 住 所 百 怪 出 現 若 能 供 養 
T85n2767_001:0321b17	彼如來者。諸不吉祥由斯隱沒。	彼 如 來 者 諸 不 吉 祥 由 斯 隱 沒 
T85n2767_001:0321b18	經。或有水怖至皆得解脫　六眾災永彌文	經 或 有 水 怖 至 皆 得 解 脫 六 眾 災 永 彌 文 
T85n2767_001:0321b19	分為二。一逢自境難。二逢他國難。此則初也。	分 為 二 一 逢 自 境 難 二 逢 他 國 難 此 則 初 也 
T85n2767_001:0321b20	水火等怖是非情難。諸惡獸等是有情難。謂	水 火 等 怖 是 非 情 難 諸 惡 獸 等 是 有 情 難 謂 
T85n2767_001:0321b21	由憶念彼如來故。一切眾難皆得解脫。	由 憶 念 彼 如 來 故 一 切 眾 難 皆 得 解 脫 
T85n2767_001:0321b22	經。若他國侵擾至恭敬尊重　二逢他國難。	經 若 他 國 侵 擾 至 恭 敬 尊 重 二 逢 他 國 難 
T85n2767_001:0321b23	謂他邦土諸惡王等貪國位故。侵掠封邑恐	謂 他 邦 土 諸 惡 王 等 貪 國 位 故 侵 掠 封 邑 恐 
T85n2767_001:0321b24	動百姓等。是他國難。由念藥師如來名故。他	動 百 姓 等 是 他 國 難 由 念 藥 師 如 來 名 故 他 
T85n2767_001:0321b25	方逆賊不能為害。恭敬尊重者。謙遜畏難言	方 逆 賊 不 能 為 害 恭 敬 尊 重 者 謙 遜 畏 難 言 
T85n2767_001:0321b26	恭。推其智德言敬。一切眾中德無過上言尊。	恭 推 其 智 德 言 敬 一 切 眾 中 德 無 過 上 言 尊 
T85n2767_001:0321b27	敬畏之心過於父母言重。	敬 畏 之 心 過 於 父 母 言 重 
T85n2767_001:0321b28	經。復次至五百戒　七毀禁還淨文分為四。	經 復 次 至 五 百 戒 七 毀 禁 還 淨 文 分 為 四 
T85n2767_001:0321b29	一持戒。二毀禁。三供養。四蒙救。此則初也。	一 持 戒 二 毀 禁 三 供 養 四 蒙 救 此 則 初 也 
T85n2767_001:0321c01	問眾生何故受三歸依。答涅槃第五云。一切	問 眾 生 何 故 受 三 歸 依 答 涅 槃 第 五 云 一 切 
T85n2767_001:0321c02	眾生怖畏生死諸煩惱故。故受三歸。譬如群	眾 生 怖 畏 生 死 諸 煩 惱 故 故 受 三 歸 譬 如 群 
T85n2767_001:0321c03	鹿怖畏獵師既得免離。若得一跳則喻一歸。	鹿 怖 畏 獵 師 既 得 免 離 若 得 一 跳 則 喻 一 歸 
T85n2767_001:0321c04	如是三跳則喻三歸。以三跳故得受安樂眾	如 是 三 跳 則 喻 三 歸 以 三 跳 故 得 受 安 樂 眾 
T85n2767_001:0321c05	生亦爾。怖四魔惡獵師故受三歸依。三歸依	生 亦 爾 怖 四 魔 惡 獵 師 故 受 三 歸 依 三 歸 依 
T85n2767_001:0321c06	故則得安樂。云何不事餘天者。智論第二云。	故 則 得 安 樂 云 何 不 事 餘 天 者 智 論 第 二 云 
T85n2767_001:0321c07	如摩醯首羅天。此云大自在。八臂三眼。騎	如 摩 醯 首 羅 天 此 云 大 自 在 八 臂 三 眼 騎 
T85n2767_001:0321c08	白牛如韋紐天。此云遍悶四臂捉具持輪騎	白 牛 如 韋 紐 天 此 云 遍 悶 四 臂 捉 具 持 輪 騎 
T85n2767_001:0321c09	金翅鳥。鳩摩羅天此云童子。擎鷄持鈴捉赤	金 翅 鳥 鳩 摩 羅 天 此 云 童 子 擎 鷄 持 鈴 捉 赤 
T85n2767_001:0321c10	幡騎孔雀。皆諸天大將。是三天愛之令人得	幡 騎 孔 雀 皆 諸 天 大 將 是 三 天 愛 之 令 人 得 
T85n2767_001:0321c11	如願。是三天惡之令人七世滅。既有如此力。	如 願 是 三 天 惡 之 令 人 七 世 滅 既 有 如 此 力 
T85n2767_001:0321c12	云何不事天。答是天一切常怖畏不能除却	云 何 不 事 天 答 是 天 一 切 常 怖 畏 不 能 除 却 
T85n2767_001:0321c13	諸衰苦。有人奉事恭敬者。現世不免沒憂海。	諸 衰 苦 有 人 奉 事 恭 敬 者 現 世 不 免 沒 憂 海 
T85n2767_001:0321c14	有人不敬不供養。現世不妨受富樂。當知虛	有 人 不 敬 不 供 養 現 世 不 妨 受 富 樂 當 知 虛 
T85n2767_001:0321c15	誑無實事。是故智人不屬天。又隨願往生	誑 無 實 事 是 故 智 人 不 屬 天 又 隨 願 往 生 
T85n2767_001:0321c16	經說。自作自得非天與人。問如受八戒八種	經 說 自 作 自 得 非 天 與 人 問 如 受 八 戒 八 種 
T85n2767_001:0321c17	緣具始成於戒未知五戒為總受始成亦通別	緣 具 始 成 於 戒 未 知 五 戒 為 總 受 始 成 亦 通 別 
T85n2767_001:0321c18	受。答智論十三云。五戒有五種受名五種憂	受 答 智 論 十 三 云 五 戒 有 五 種 受 名 五 種 憂 
T85n2767_001:0321c19	婆塞。一者一分行憂婆塞。二者少分行優婆	婆 塞 一 者 一 分 行 憂 婆 塞 二 者 少 分 行 優 婆 
T85n2767_001:0321c20	塞。三者多分行憂婆塞。四者滿分行優婆塞。	塞 三 者 多 分 行 憂 婆 塞 四 者 滿 分 行 優 婆 塞 
T85n2767_001:0321c21	五者斷婬優婆塞。一分行者。唯受一戒。少分	五 者 斷 婬 優 婆 塞 一 分 行 者 唯 受 一 戒 少 分 
T85n2767_001:0321c22	行者。若受二戒。若受三戒。多分行者。謂受四	行 者 若 受 二 戒 若 受 三 戒 多 分 行 者 謂 受 四 
T85n2767_001:0321c23	戒。滿分行者。盡持五戒。斷婬者受五戒。已	戒 滿 分 行 者 盡 持 五 戒 斷 婬 者 受 五 戒 已 
T85n2767_001:0321c24	師前更作誓言。我於自婦不復行婬。云何受	師 前 更 作 誓 言 我 於 自 婦 不 復 行 婬 云 何 受 
T85n2767_001:0321c25	持十戒。謂男女等發心出家。創初與受受此	持 十 戒 謂 男 女 等 發 心 出 家 創 初 與 受 受 此 
T85n2767_001:0321c26	戒唯通沙彌沙彌尼。受菩薩一百四戒者。菩	戒 唯 通 沙 彌 沙 彌 尼 受 菩 薩 一 百 四 戒 者 菩 
T85n2767_001:0321c27	薩戒多少諸經論說咸悉不問。如宋本云二	薩 戒 多 少 諸 經 論 說 咸 悉 不 問 如 宋 本 云 二 
T85n2767_001:0321c28	十四戒。唐本云四百戒金。此經本一百四戒。	十 四 戒 唐 本 云 四 百 戒 金 此 經 本 一 百 四 戒 
T85n2767_001:0321c29	犯網經有十重四十八輕。瑜伽地持有四重	犯 網 經 有 十 重 四 十 八 輕 瑜 伽 地 持 有 四 重 
T85n2767_001:0322a01	二十五輕。此由菩薩戒多疑心。即是如來隨	二 十 五 輕 此 由 菩 薩 戒 多 疑 心 即 是 如 來 隨 
T85n2767_001:0322a02	病說藥多少不同。如聲聞戒中。或五戒八戒	病 說 藥 多 少 不 同 如 聲 聞 戒 中 或 五 戒 八 戒 
T85n2767_001:0322a03	二百五十戒五百戒等。以在家出家及男女	二百五十戒 五 百 戒 等 以 在家出家 及 男 女 
T85n2767_001:0322a04	不同差別非一。如來量根優劣故制有異數。	不 同 差 別 非 一 如 來 量 根 優 劣 故 制 有 異 數 
T85n2767_001:0322a05	此亦應爾。梵本不同。有此三別。是故譯經三	此 亦 應 爾 梵 本 不 同 有 此 三 別 是 故 譯 經 三 
T85n2767_001:0322a06	藏稱本而翻故有此不同。二百五十戒者。此	藏 稱 本 而 翻 故 有 此 不 同 二百五十戒 者 此 
T85n2767_001:0322a07	亦不定。若依瑜伽。苾芻有一百五十一戒合	亦 不 定 若 依 瑜 伽 苾 芻 有 一 百 五 十 一 戒 合 
T85n2767_001:0322a08	一百。眾學但為一戒。以眾學隨舉三業。皆	一 百 眾 學 但 為 一 戒 以 眾 學 隨 舉 三 業 皆 
T85n2767_001:0322a09	是不可限以百數。苾芻尼五百戒者。此亦不	是 不 可 限 以 百 數 苾 芻 尼 五 百 戒 者 此 亦 不 
T85n2767_001:0322a10	定。如四分尼律及尼戒不滿四百戒。蓋由開	定 如 四 分 尼 律 及 尼 戒 不 滿 四 百 戒 蓋 由 開 
T85n2767_001:0322a11	合故爾。	合 故 爾 
T85n2767_001:0322a12	經。於隨所至惡道　二毀禁。謂由破諸戒故	經 於 隨 所 至 惡 道 二 毀 禁 謂 由 破 諸 戒 故 
T85n2767_001:0322a13	墮於惡道。	墮 於 惡 道 
T85n2767_001:0322a14	經。若能至如來者　三供養。謂勸諸毀禁者。	經 若 能 至 如 來 者 三 供 養 謂 勸 諸 毀 禁 者 
T85n2767_001:0322a15	令修供養藥師如來。	令 修 供 養 藥 師 如 來 
T85n2767_001:0322a16	經。決定不受三惡道報　四蒙救　謂由供養	經 決 定 不 受 三 惡 道 報 四 蒙 救 謂 由 供 養 
T85n2767_001:0322a17	彼如來故。能令重業決定不受。	彼 如 來 故 能 令 重 業 決 定 不 受 
T85n2767_001:0322a18	或有至極苦　八臨難蒙恩文分為三。一遇	或 有 至 極 苦 八 臨 難 蒙 恩 文 分 為 三 一 遇 
T85n2767_001:0322a19	難。二稱名。三遂願。此則初也。諸謂女人臨難	難 二 稱 名 三 遂 願 此 則 初 也 諸 謂 女 人 臨 難 
T85n2767_001:0322a20	之時受於極苦。或喪身殞命等。	之 時 受 於 極 苦 或 喪 身 殞 命 等 
T85n2767_001:0322a21	經。若能至如來者　二稱名。謂勸諸女人等。	經 若 能 至 如 來 者 二 稱 名 謂 勸 諸 女 人 等 
T85n2767_001:0322a22	臨危厄者。令至心念藥師如來。	臨 危 厄 者 令 至 心 念 藥 師 如 來 
T85n2767_001:0322a23	經。速得解脫至奪其魂魄　三遂願。由念供	經 速 得 解 脫 至 奪 其 魂 魄 三 遂 願 由 念 供 
T85n2767_001:0322a24	養彼如來故。無諸痛惱。速得解脫。所生孩子	養 彼 如 來 故 無 諸 痛 惱 速 得 解 脫 所 生 孩 子 
T85n2767_001:0322a25	支體成滿色貌端嚴。覩者欽敬利根聰叡壽	支 體 成 滿 色 貌 端 嚴 覩 者 欽 敬 利 根 聰 叡 壽 
T85n2767_001:0322a26	命延長。不為非人害其魂魄。	命 延 長 不 為 非 人 害 其 魂 魄 
T85n2767_001:0322a27	經。爾時世尊至多生疑或　三師資辨益文	經 爾 時 世 尊 至 多 生 疑 或 三 師 資 辨 益 文 
T85n2767_001:0322a28	分為三。一佛問慶嘉。二阿難具陳。三如來順	分 為 三 一 佛 問 慶 嘉 二 阿 難 具 陳 三 如 來 順 
T85n2767_001:0322a29	成。此則初也。慧命者歎德也。謂無流勝解順	成 此 則 初 也 慧 命 者 歎 德 也 謂 無 流 勝 解 順 
T85n2767_001:0322b01	空不斷。以此為命故云慧命。即離五種邪命。	空 不 斷 以 此 為 命 故 云 慧 命 即 離 五 種 邪 命 
T85n2767_001:0322b02	如無上依經及諸經論說。若在家人五種不	如 無 上 依 經 及 諸 經 論 說 若 在 家 人 五 種 不 
T85n2767_001:0322b03	淨。一賣刀仗。二販魚肉。三貨生口。四造毒	淨 一 賣 刀 仗 二 販 魚 肉 三 貨 生 口 四 造 毒 
T85n2767_001:0322b04	藥。五酤諸酒。以斯存命故非淨命。出家離此。	藥 五 酤 諸 酒 以 斯 存 命 故 非 淨 命 出 家 離 此 
T85n2767_001:0322b05	以慧為命。又慧非諸過。亦為淨命。或言長老。	以 慧 為 命 又 慧 非 諸 過 亦 為 淨 命 或 言 長 老 
T85n2767_001:0322b06	謂年尊德廣亦是美行之異名。今言具壽義	謂 年 尊 德 廣 亦 是 美 行 之 異 名 今 言 具 壽 義 
T85n2767_001:0322b07	亦非異。阿難者此云歡喜。亦云慶喜。歡喜之	亦 非 異 阿 難 者 此 云 歡 喜 亦 云 慶 喜 歡 喜 之 
T85n2767_001:0322b08	名三因緣立。一過去因緣。如經中說。釋迦過	名 三 因 緣 立 一 過 去 因 緣 如 經 中 說 釋 迦 過 
T85n2767_001:0322b09	去行菩薩時。作一陶師名曰大光。值過去世	去 行 菩 薩 時 作 一 陶 師 名 曰 大 光 值 過 去 世 
T85n2767_001:0322b10	釋迦文佛父名淨飯。母曰摩耶。侍者弟子名	釋 迦 文 佛 父 名 淨 飯 母 曰 摩 耶 侍 者 弟 子 名 
T85n2767_001:0322b11	曰阿難。國土眷屬如今無別因。即發願。願	曰 阿 難 國 土 眷 屬 如 今 無 別 因 即 發 願 願 
T85n2767_001:0322b12	我當來成得佛道。還如今佛因斯本願今得	我 當 來 成 得 佛 道 還 如 今 佛 因 斯 本 願 今 得 
T85n2767_001:0322b13	成佛故。令侍者還字阿難。二現在因緣。阿難	成 佛 故 令 侍 者 還 字 阿 難 二 現 在 因 緣 阿 難 
T85n2767_001:0322b14	比丘面貌端政。世人見之莫不歡喜故字阿	比 丘 面 貌 端 政 世 人 見 之 莫 不 歡 喜 故 字 阿 
T85n2767_001:0322b15	難。故智論中讚歎面如淨滿月眼若青蓮花。	難 故 智 論 中 讚 歎 面 如 淨 滿 月 眼 若 青 蓮 花 
T85n2767_001:0322b16	佛法大海水流入阿難心。三父母立名。父母	佛 法 大 海 水 流 入 阿 難 心 三 父 母 立 名 父 母 
