X16n0308_001:0012a03	 續夢始末	 續 夢 始 末 
X16n0308_006:0193c03	不可思至神不可議故。無作妙德者正脈云。揀非	不 可 思 至 神 不 可 議 故 無 作 妙 德 者 正 脈 云 揀 非 
X16n0308_006:0193c04	有為作意所成。乃任運自在成就。二依數別明	有 為 作 意 所 成 乃 任 運 自 在 成 就 二 依 數 別 明 
X16n0308_006:0193c05	四。一同體形呪不思議。二異體形咒不思議。三	四 一 同 體 形 呪 不 思 議 二 異 體 形 咒 不 思 議 三 
X16n0308_006:0193c06	破慳感求不思議。四供佛利生不思議。初二。	破 慳 感 求 不 思 議 四 供 佛 利 生 不 思 議 初 二 
X16n0308_006:0193c07	一承體標用。二略出用相。初。	一 承 體 標 用 二 略 出 用 相 初 
X16n0308_006:0193c08	一者由我初獲妙妙聞心。心精遺聞。見聞覺知不能	一 者 由 我 初 獲 妙 妙 聞 心 心 精 遺 聞 見聞覺知 不 能 
X16n0308_006:0193c09	分隔。成一圓融清淨寶覺。故我能現眾多妙容。能說	分 隔 成 一 圓 融 清 淨 寶 覺 故 我 能 現 眾 多 妙 容 能 說 
X16n0308_006:0193c10	無邊祕密神呪。	無 邊 祕 密 神 呪 
X16n0308_006:0193c11	初獲妙妙聞心者。謂菩薩初修耳門三昧。獲得能	初 獲 妙 妙 聞 心 者 謂 菩 薩 初 修 耳 門 三 昧 獲 得 能 
X16n0308_006:0193c12	聞心性。超出餘門。為妙中之妙故。此當解於動靜	聞 心 性 超 出 餘 門 為 妙 中 之 妙 故 此 當 解 於 動 靜 
X16n0308_006:0193c13	二結。所聞盡而能聞現也。心精者。謂進解根覺空	二 結 所 聞 盡 而 能 聞 現 也 心 精 者 謂 進 解 根 覺 空 
X16n0308_006:0193c14	滅四結。聞心已復精真體故。遺聞者。謂寂滅現前	滅 四 結 聞 心 已 復 精 真 體 故 遺 聞 者 謂 寂 滅 現 前 
X16n0308_006:0193c15	之時。遺彼根中無始虛妄聞性永不現前也。然妄	之 時 遺 彼 根 中 無 始 虛 妄 聞 性 永 不 現 前 也 然 妄 
X16n0308_006:0193c16	聞既遺。妄見妄覺等亦隨聞而俱遺。故云見聞覺	聞 既 遺 妄 見 妄 覺 等 亦 隨 聞 而 俱 遺 故 云 見 聞 覺 
X16n0308_006:0193c17	知不能分隔。無分隔故一真圓湛。故曰成一圓融	知 不 能 分 隔 無 分 隔 故 一 真 圓 湛 故 曰 成 一 圓 融 
X16n0308_006:0193c18	清淨寶覺。圓融者。緣起無礙。即隨緣義。清淨者。湛	清 淨 寶 覺 圓 融 者 緣 起 無 礙 即 隨 緣 義 清 淨 者 湛 
X16n0308_006:0193c19	然不動。即不變義。不變隨緣故。如金與金器。故以	然 不 動 即 不 變 義 不 變 隨 緣 故 如 金 與 金 器 故 以 
X16n0308_006:0193c20	寶覺稱之。故之一字。雙承隨緣不變二義言之。正	寶 覺 稱 之 故 之 一 字 雙 承 隨 緣 不 變 二 義 言 之 正 
X16n0308_006:0193c21	以緣起相由。一多無礙。故於一身能現眾多妙容。	以 緣 起 相 由 一 多 無 礙 故 於 一 身 能 現 眾 多 妙 容 
X16n0308_006:0193c22	正以清淨湛然。真祕斯現。故於眾多妙容。能說無	正 以 清 淨 湛 然 真 祕 斯 現 故 於 眾 多 妙 容 能 說 無 
X16n0308_006:0193c23	邊祕密神呪。二略出用相(用相無盡。莫可殫述。今下所說乃於無盡	邊 祕 密 神 呪 二 略 出 用 相 用 相 無 盡 莫 可 殫 述 今 下 所 說 乃 於 無 盡 
X16n0308_006:0193c24	中略出少分。觀下其中二字可知)二。一現相表法。二變容救護	中 略 出 少 分 觀 下 其 中 二 字 可 知 二 一 現 相 表 法 二 變 容 救 護 
X16n0308_006:0194a01	初。	初 
X16n0308_006:0194a02	其中或現一首三首五首七首九首十一首如是乃	其 中 或 現 一 首 三 首 五 首 七 首 九 首 十 一 首 如 是 乃 
X16n0308_006:0194a03	至一百八首。千首萬首八萬四千爍迦羅首。○二臂	至 一 百 八 首 千 首 萬 首 八萬四千 爍 迦 羅 首 二 臂 
X16n0308_006:0194a04	四臂六臂八臂十臂十二臂十四十六十八二十至	四 臂 六 臂 八 臂 十 臂 十 二 臂 十 四 十 六 十 八 二 十 至 
X16n0308_006:0194a05	二十四。如是乃至一百八臂。千臂。萬臂。八萬四千母	二 十 四 如 是 乃 至 一 百 八 臂 千 臂 萬 臂 八萬四千 母 
X16n0308_006:0194a06	陀羅臂。○二目三目四目九目如是乃至一百八目。	陀 羅 臂 二 目 三 目 四 目 九 目 如 是 乃 至 一 百 八 目 
X16n0308_006:0194a07	千目。萬目。八萬四千清淨寶目。	千 目 萬 目 八萬四千 清 淨 寶 目 
X16n0308_006:0194a08	初能現妙首。其中者即指眾多妙容之中。多少不	初 能 現 妙 首 其 中 者 即 指 眾 多 妙 容 之 中 多 少 不 
X16n0308_006:0194a09	定故曰或現。一首乃是本數應不須現。慈威定慧	定 故 曰 或 現 一 首 乃 是 本 數 應 不 須 現 慈 威 定 慧 
X16n0308_006:0194a10	不定故無妨說現。二臂二目等準知。又首則本數	不 定 故 無 妨 說 現 二 臂 二 目 等 準 知 又 首 則 本 數 
X16n0308_006:0194a11	唯一故從奇數而增。展轉以至百八。又展轉以至	唯 一 故 從 奇 數 而 增 展 轉 以 至 百 八 又 展 轉 以 至 
X16n0308_006:0194a12	八萬四千者為對煩惱塵勞數也。爍迦羅此云堅	八萬四千 者 為 對 煩 惱 塵 勞 數 也 爍 迦 羅 此 云 堅 
X16n0308_006:0194a13	固。刀傷斧斫無能壞故。若作表法者。首是超出義	固 刀 傷 斧 斫 無 能 壞 故 若 作 表 法 者 首 是 超 出 義 
X16n0308_006:0194a14	表自利行。自利獨善故初以奇數表之。展轉以至	表 自 利 行 自 利 獨 善 故 初 以 奇 數 表 之 展 轉 以 至 
X16n0308_006:0194a15	百八又展轉以至八萬四千者。表菩薩自能超出	百 八 又 展 轉 以 至 八萬四千 者 表 菩 薩 自 能 超 出 
X16n0308_006:0194a16	百八煩惱及八萬四千塵勞。自利行滿也。○二臂	百 八 煩 惱 及 八萬四千 塵 勞 自利行滿 也 二 臂 
X16n0308_006:0194a17	下能現妙臂。臂則本數是二故從偶數而增。數極	下 能 現 妙 臂 臂 則 本 數 是 二 故 從 偶 數 而 增 數 極 
X16n0308_006:0194a18	百八又極而至於八萬四千者。準首可知。母陀羅	百 八 又 極 而 至 於 八萬四千 者 準 首 可 知 母 陀 羅 
X16n0308_006:0194a19	此云印。謂臂各有手手各結印故。若作表法者。手	此 云 印 謂 臂 各 有 手 手 各 結 印 故 若 作 表 法 者 手 
X16n0308_006:0194a20	有護持義表利他行。利他兼善故初以偶數表之。	有 護 持 義 表 利 他 行 利 他 兼 善 故 初 以 偶 數 表 之 
X16n0308_006:0194a21	數極百八又極而至於八萬四千者。表菩薩護持	數 極 百 八 又 極 而 至 於 八萬四千 者 表 菩 薩 護 持 
X16n0308_006:0194a22	眾生令脫百八煩惱及八萬四千塵勞。利他行圓	眾 生 令 脫 百 八 煩 惱 及 八萬四千 塵 勞 利 他 行 圓 
X16n0308_006:0194a23	也。○二目下能現妙目。目之本數有二有三。二如	也 二 目 下 能 現 妙 目 目 之 本 數 有 二 有 三 二 如 
X16n0308_006:0194a24	常人。三如摩醯首羅。故從雙數單數而增。增至百	常 人 三 如 摩 醯 首 羅 故 從 雙 數 單 數 而 增 增 至 百 
X16n0308_006:0194b01	八又增而至於八萬四千者。為對三昧及法門數	八 又 增 而 至 於 八萬四千 者 為 對 三 昧 及 法 門 數 
X16n0308_006:0194b02	也。清淨寶者。紺目清淨如琉璃故。若作表法者。目	也 清 淨 寶 者 紺 目 清 淨 如 琉 璃 故 若 作 表 法 者 目 
X16n0308_006:0194b03	取照見義表權實二智。權智覺他實智自覺故。以	取 照 見 義 表 權 實 二 智 權 智 覺 他 實 智 自 覺 故 以 
X16n0308_006:0194b04	雙數及單數表之。增至百八又增而至於八萬四	雙 數 及 單 數 表 之 增 至 百 八 又 增 而 至 於 八 萬 四 
X16n0308_006:0194b05	千者。表菩薩以權實二智自覺覺他。自他共證百	千 者 表 菩 薩 以 權 實 二 智 自覺覺他 自 他 共 證 百 
X16n0308_006:0194b06	八三昧及八萬四千法門。覺行圓滿也。	八 三 昧 及 八萬四千法門 覺 行 圓 滿 也 
X16n0308_006:0194b07	二變容救護。	二 變 容 救 護 
X16n0308_006:0194b08	或慈或威。或定或慧。救護眾生得大自在。	或 慈 或 威 或 定 或 慧 救 護 眾 生 得 大 自 在 
X16n0308_006:0194b09	慈者攝授義。謂應攝授者即現慈容而攝授之。如	慈 者 攝 授 義 謂 應 攝 授 者 即 現 慈 容 而 攝 授 之 如 
X16n0308_006:0194b10	對善人及正天等。威者折伏義。謂應折伏者即現	對 善 人 及 正 天 等 威 者 折 伏 義 謂 應 折 伏 者 即 現 
X16n0308_006:0194b11	威容而折伏之。如對惡人及邪魔等。定者靜住之	威 容 而 折 伏 之 如 對 惡 人 及 邪 魔 等 定 者 靜 住 之 
X16n0308_006:0194b12	容。為對妄心馳散機故。慧者觀照之容。為對愚暗	容 為 對 妄 心 馳 散 機 故 慧 者 觀 照 之 容 為 對 愚 暗 
X16n0308_006:0194b13	昏住機故。變易不定故各置或言。又慈則首臂目	昏 住 機 故 變 易 不 定 故 各 置 或 言 又 慈 則 首 臂 目 
X16n0308_006:0194b14	三皆慈。說攝授祕密神呪。攝授善人及正天等令	三 皆 慈 說 攝 授 祕 密 神 呪 攝 授 善 人 及 正 天 等 令 
X16n0308_006:0194b15	其增進。威則首臂目三皆威。說折伏秘密神呪。折	其 增 進 威 則 首 臂 目 三 皆 威 說 折 伏 秘 密 神 呪 折 
X16n0308_006:0194b16	伏惡人及邪魔等令其遠離。定則首臂目三皆定。	伏 惡 人 及 邪 魔 等 令 其 遠 離 定 則 首 臂 目 三 皆 定 
X16n0308_006:0194b17	說靜住秘密神呪。對治妄心馳散眾生令其攝念。	說 靜 住 秘 密 神 呪 對 治 妄 心 馳 散 眾 生 令 其 攝 念 
X16n0308_006:0194b18	慧則首臂目三皆慧。說智照秘密神呪。對治愚暗	慧 則 首 臂 目 三 皆 慧 說 智 照 秘 密 神 呪 對 治 愚 暗 
X16n0308_006:0194b19	昏住眾生令其觀心。然既折攝並示。止觀雙形。無	昏 住 眾 生 令 其 觀 心 然 既 折 攝 並 示 止 觀 雙 形 無 
X16n0308_006:0194b20	苦不救。無生不護。故云救護眾生。滅惡成善勢如	苦 不 救 無 生 不 護 故 云 救 護 眾 生 滅 惡 成 善 勢 如 
X16n0308_006:0194b21	游刃故曰得大自在。此等皆於一身中現故名此	游 刃 故 曰 得 大 自 在 此 等 皆 於 一 身 中 現 故 名 此 
X16n0308_006:0194b22	為同體形呪。大悲懺文云。於一身心現千手眼。照	為 同 體 形 呪 大 悲 懺 文 云 於 一 身 心 現 千 手 眼 照 
X16n0308_006:0194b23	見法界。護持眾生是也。同體形呪不思議竟。	見 法 界 護 持 眾 生 是 也 同 體 形 呪 不 思 議 竟 
X16n0308_006:0194b24	二異體形呪不思議。	二 異 體 形 呪 不 思 議 
X16n0308_006:0194c01	二者由我聞思脫出六塵。如聲度垣不能為礙。故我	二 者 由 我 聞 思 脫 出 六 塵 如 聲 度 垣 不 能 為 礙 故 我 
X16n0308_006:0194c02	妙能現一一形。誦一一呪。其形其呪能以無畏施諸	妙 能 現 一 一 形 誦 一 一 呪 其 形 其 呪 能 以 無 畏 施 諸 
X16n0308_006:0194c03	眾生。是故十方微塵國土皆名我為施無畏者。	眾 生 是 故 十 方 微 塵 國 土 皆 名 我 為 施 無 畏 者 
X16n0308_006:0194c04	聞思者六性舉二。以元是一體。單舉複舉皆各總	聞 思 者 六 性 舉 二 以 元 是 一 體 單 舉 複 舉 皆 各 總 
X16n0308_006:0194c05	攝。隨便俱得也。脫出六塵者。謂反聞功極六性圓	攝 隨 便 俱 得 也 脫 出 六 塵 者 謂 反 聞 功 極 六 性 圓 
X16n0308_006:0194c06	湛。塵不能縛也。聲謂音聲喻聞性。垣謂垣牆喻六	湛 塵 不 能 縛 也 聲 謂 音 聲 喻 聞 性 垣 謂 垣 牆 喻 六 
X16n0308_006:0194c07	塵。度謂度過喻脫出。言六性脫出六塵而塵不能	塵 度 謂 度 過 喻 脫 出 言 六 性 脫 出 六 塵 而 塵 不 能 
X16n0308_006:0194c08	縛。如音聲度過垣牆而垣不能礙。法喻歷然可對。	縛 如 音 聲 度 過 垣 牆 而 垣 不 能 礙 法 喻 歷 然 可 對 
X16n0308_006:0194c09	故我妙能等者。正以塵不能縛對緣斯現也。現一	故 我 妙 能 等 者 正 以 塵 不 能 縛 對 緣 斯 現 也 現 一 
X16n0308_006:0194c10	一形者對異機而現異形。誦一一呪者於異身而	一 形 者 對 異 機 而 現 異 形 誦 一 一 呪 者 於 異 身 而 
X16n0308_006:0194c11	說異呪。故名此為異體形呪。或現身脫其苦惱。或	說 異 呪 故 名 此 為 異 體 形 呪 或 現 身 脫 其 苦 惱 或 
X16n0308_006:0194c12	說呪隨其願求。故云其形其呪能以無畏施諸眾	說 呪 隨 其 願 求 故 云 其 形 其 呪 能 以 無 畏 施 諸 眾 
X16n0308_006:0194c13	生。無畏同前十四。但應分冥顯耳。是故十方等者	生 無 畏 同 前 十 四 但 應 分 冥 顯 耳 是 故 十 方 等 者 
X16n0308_006:0194c14	因德立稱。稱徧十方塵國者。正見菩薩實德感孚。	因 德 立 稱 稱 徧 十 方 塵 國 者 正 見 菩 薩 實 德 感 孚 
X16n0308_006:0194c15	無遠弗屆。豈獨所謂聲名洋溢乎中國已也。	無 遠 弗 屆 豈 獨 所 謂 聲 名 洋 溢 乎 中 國 已 也 
X16n0308_006:0194c16	三破慳感求不思議。	三 破 慳 感 求 不 思 議 
X16n0308_006:0194c17	三者由我脩習本妙圓通清淨本根。所遊世界皆令	三 者 由 我 脩 習 本 妙 圓 通 清 淨 本 根 所 遊 世 界 皆 令 
X16n0308_006:0194c18	眾生捨身珍寶求我哀愍。	眾 生 捨 身 珍 寶 求 我 哀 愍 
X16n0308_006:0194c19	本妙圓通即指耳根圓通。由來自具離淺圓之三	本 妙 圓 通 即 指 耳 根 圓 通 由 來 自 具 離 淺 圓 之 三 
X16n0308_006:0194c20	義故以本妙稱之。然妙雖本具但以六結未解三	義 故 以 本 妙 稱 之 然 妙 雖 本 具 但 以 六 結 未 解 三 
X16n0308_006:0194c21	執尚縛不得清淨。菩薩以脩習力解於六結越於	執 尚 縛 不 得 清 淨 菩 薩 以 脩 習 力 解 於 六 結 越 於 
X16n0308_006:0194c22	三空自成清淨本根矣。本根既淨則一切無著。以	三 空 自 成 清 淨 本 根 矣 本 根 既 淨 則 一 切 無 著 以 
X16n0308_006:0194c23	此相感。故於凡所遊處能令眾生以自身所佩珍	此 相 感 故 於 凡 所 遊 處 能 令 眾 生 以 自 身 所 佩 珍 
X16n0308_006:0194c24	寶而奉施之。如普門品無盡意菩薩解頸珍珠瓔	寶 而 奉 施 之 如 普 門 品 無 盡 意 菩 薩 解 頸 珍 珠 瓔 
X16n0308_006:0195a01	珞價值百千兩金而以與之。即其證也。求我哀愍	珞 價 值 百 千 兩 金 而 以 與 之 即 其 證 也 求 我 哀 愍 
X16n0308_006:0195a02	者恐其不受則施福不能成故。如普門品觀音不	者 恐 其 不 受 則 施 福 不 能 成 故 如 普 門 品 觀 音 不 
X16n0308_006:0195a03	受無盡意重求。觀音仍復遲疑。必待佛言當愍此	受 無 盡 意 重 求 觀 音 仍 復 遲 疑 必 待 佛 言 當 愍 此 
X16n0308_006:0195a04	無盡意等而乃受之。即其證也。正脈云。眾生慳心	無 盡 意 等 而 乃 受 之 即 其 證 也 正 脈 云 眾 生 慳 心 
X16n0308_006:0195a05	最為難破。捨心最為難發。求心不可強致。今所過	最 為 難 破 捨 心 最 為 難 發 求 心 不 可 強 致 今 所 過 
X16n0308_006:0195a06	即感眾生破慳捨施哀求。是誠不思議威神所使。	即 感 眾 生 破 慳 捨 施 哀 求 是 誠 不 思 議 威 神 所 使 
X16n0308_006:0195a07	若究其深源。但由所習耳根清淨無著便能相感	若 究 其 深 源 但 由 所 習 耳 根 清 淨 無 著 便 能 相 感 
X16n0308_006:0195a08	如此。據此則觸事染著守財慳悋而怨人不我供	如 此 據 此 則 觸 事 染 著 守 財 慳 悋 而 怨 人 不 我 供 
X16n0308_006:0195a09	者。亦應知所反矣。四供佛利生不思議。	者 亦 應 知 所 反 矣 四 供 佛 利 生 不 思 議 
X16n0308_006:0195a10	四者我得佛心證於究竟。能以珍寶種種供養十方	四 者 我 得 佛 心 證 於 究 竟 能 以 珍 寶 種種供養 十 方 
X16n0308_006:0195a11	如來。旁及法界六道眾生。求妻得妻。求子得子。求三	如 來 旁 及 法 界 六 道 眾 生 求 妻 得 妻 求 子 得 子 求 三 
X16n0308_006:0195a12	昧得三昧。求長壽得長壽。如是乃至求大涅槃得大	昧 得 三 昧 求 長 壽 得 長 壽 如 是 乃 至 求 大 涅 槃 得 大 
X16n0308_006:0195a13	涅槃。	涅 槃 
X16n0308_006:0195a14	以根性為因心因即同果。故曰我得佛心。緣結解	以 根 性 為 因 心 因 即 同 果 故 曰 我 得 佛 心 緣 結 解 
X16n0308_006:0195a15	成妙悟悟即同證。故曰證於究竟。既悟證等佛則	成 妙 悟 悟 即 同 證 故 曰 證 於 究 竟 既 悟 證 等 佛 則 
X16n0308_006:0195a16	無德不備。無法可著。故能以珍寶等物供養如來。	無 德 不 備 無 法 可 著 故 能 以 珍 寶 等 物 供養如來 
X16n0308_006:0195a17	蓋以德備故能有。無著則能供。如普門品觀音受	蓋 以 德 備 故 能 有 無 著 則 能 供 如 普 門 品 觀 音 受 
X16n0308_006:0195a18	瓔分作二分。一奉釋迦一奉多寶。即其證也。旁及	瓔 分 作 二 分 一 奉 釋 迦 一 奉 多 寶 即 其 證 也 旁 及 
X16n0308_006:0195a19	者非正供。乃以所作施福迴向法界眾生。令其有	者 非 正 供 乃 以 所 作 施 福 迴 向 法 界 眾 生 令 其 有 
X16n0308_006:0195a20	求皆遂。如普門品觀音受瓔供佛乃為愍諸四眾。	求 皆 遂 如 普 門 品 觀 音 受 瓔 供 佛 乃 為 愍 諸 四 眾 
X16n0308_006:0195a21	及於人非人等。即其證也。然法界六道亦該四聖。	及 於 人 非 人 等 即 其 證 也 然 法 界 六 道 亦 該 四 聖 
X16n0308_006:0195a22	統論所求不出二種。一者世間樂。二者出世樂。今	統 論 所 求 不 出 二 種 一 者 世 間 樂 二 者 出 世 樂 今 
X16n0308_006:0195a23	妻子之求局在欲界。三昧長壽通於色空。以長壽	妻 子 之 求 局 在 欲 界 三 昧 長 壽 通 於 色 空 以 長 壽 
X16n0308_006:0195a24	不止人間壽考而仙天長報皆是。三昧雖通出世。	不 止 人 間 壽 考 而 仙 天 長 報 皆 是 三 昧 雖 通 出 世 
