X57n0975_001:0509a06	 隨緣集敘	 隨 緣 集 敘 
X57n0975_002:0524b12	林精舍。則大非其舊矣。時維七月。霜露欲零。香銷南	林 精 舍 則 大 非 其 舊 矣 時 維 七 月 霜 露 欲 零 香 銷 南 
X57n0975_002:0524b13	國。怨入西陵。霜倒半池。潛傷皓質。露冷蓮房。盡墮香	國 怨 入 西 陵 霜 倒 半 池 潛 傷 皓 質 露 冷 蓮 房 盡 墮 香 
X57n0975_002:0524b14	魂。馬成群而踐踏。兵肆力以瓜分。偶扶笻而一探。傷	魂 馬 成 群 而 踐 踏 兵 肆 力 以 瓜 分 偶 扶 笻 而 一 探 傷 
X57n0975_002:0524b15	時序之不平。何夙昔之榮華忽摧殘。而不勝有。如千	時 序 之 不 平 何 夙 昔 之 榮 華 忽 摧 殘 而 不 勝 有 如 千 
X57n0975_002:0524b16	金貴姝。百寶娉婷。國破家亡。流落風塵。亂頭麤服。疾	金 貴 姝 百 寶 娉 婷 國 破 家 亡 流 落 風 塵 亂 頭 麤 服 疾 
X57n0975_002:0524b17	首捧心。殘香剩粉。零落無馨。如怨如怒。如泣如訴。或	首 捧 心 殘 香 剩 粉 零 落 無 馨 如 怨 如 怒 如 泣 如 訴 或 
X57n0975_002:0524b18	仰天而欲絕。若把劒之虞兮。或低頭而不語。類息國	仰 天 而 欲 絕 若 把 劒 之 虞 兮 或 低 頭 而 不 語 類 息 國 
X57n0975_002:0524b19	之夫人。又如露筯廟內立節之姑孃。隋楊宮裏繫詩	之 夫 人 又 如 露 筯 廟 內 立 節 之 姑 孃 隋 楊 宮 裏 繫 詩 
X57n0975_002:0524b20	之佳人。情人紫玉。或通半體。閶門舞鶴。竟滅全身。輕	之 佳 人 情 人 紫 玉 或 通 半 體 閶 門 舞 鶴 竟 滅 全 身 輕 
X57n0975_002:0524b21	紗血淚。喬玄玄。生殉處士。青草黃昏。蘇小小。死臥孤	紗 血 淚 喬 玄 玄 生 殉 處 士 青 草 黃 昏 蘇 小 小 死 臥 孤 
X57n0975_002:0524b22	墳。或如何氏稚經。綠珠墮粉。烏[糸*闌]在篋。小玉長徂。義	墳 或 如 何 氏 稚 經 綠 珠 墮 粉 烏 [糸闌] 在 篋 小 玉 長 徂 義 
X57n0975_002:0524b23	髻拋河。馬嵬受窘。葢伊闕之蓮已謝。唐宮六郎不醒。	髻 拋 河 馬 嵬 受 窘 葢 伊 闕 之 蓮 已 謝 唐 宮 六 郎 不 醒 
X57n0975_002:0524b24	人間釵襖。已化哀煙。天上髻鬟。或作朝雲。是皆情甘	人 間 釵 襖 已 化 哀 煙 天 上 髻 鬟 或 作 朝 雲 是 皆 情 甘 
X57n0975_002:0524c01	怨死。誓不俗生之蓮花人也。至於色香雖在。攀折欲	怨 死 誓 不 俗 生 之 蓮 花 人 也 至 於 色 香 雖 在 攀 折 欲 
X57n0975_002:0524c02	空。焚芰製而裂荷衣。劈蓮房而髠蘂宮。或歸酒肉城	空 焚 芰 製 而 裂 荷 衣 劈 蓮 房 而 髠 蘂 宮 或 歸 酒 肉 城 
X57n0975_002:0524c03	居。或逐旃帳腥[葸十+夕]。酒家樓上。供昏醉之村。夫販子筐	居 或 逐 旃 帳 腥 [葸十夕] 酒 家 樓 上 供 昏 醉 之 村 夫 販 子 筐 
X57n0975_002:0524c04	中。逐愛錢之。賈翁甚至。解髻而去席。或破顏而毀容。	中 逐 愛 錢 之 賈 翁 甚 至 解 髻 而 去 席 或 破 顏 而 毀 容 
X57n0975_002:0524c05	翠羽常低。多值斂眉之態。瓠犀難見。罕逢啟齒之儂。	翠 羽 常 低 多 值 斂 眉 之 態 瓠 犀 難 見 罕 逢 啟 齒 之 儂 
X57n0975_002:0524c06	正如良荊百萬。一朝僕妾。玉葉金枝。紛紛狼藉。王后	正 如 良 荊 百 萬 一 朝 僕 妾 玉 葉 金 枝 紛 紛 狼 藉 王 后 
X57n0975_002:0524c07	骨醉。戚姬人[(雪雨)/(土*凡)]。艮瓶抱入井之悲。金城哭出塞之曲。	骨 醉 戚 姬 人 [雪雨土凡] 艮 瓶 抱 入 井 之 悲 金 城 哭 出 塞 之 曲 
X57n0975_002:0524c08	麗華受傷于擒虎。伏后杖斃于孟德。衛共薑之死。靡	麗 華 受 傷 于 擒 虎 伏 后 杖 斃 于 孟 德 衛 共 薑 之 死 靡 
X57n0975_002:0524c09	他。仲卿妻殺身立節。江心負父。載沉載浮。驛亭斷臂。	他 仲 卿 妻 殺 身 立 節 江 心 負 父 載 沉 載 浮 驛 亭 斷 臂 
X57n0975_002:0524c10	不淄不涅。是又貞節之顯於中華。羞逐雄豪之熱客	不 淄 不 涅 是 又 貞 節 之 顯 於 中 華 羞 逐 雄 豪 之 熱 客 
X57n0975_002:0524c11	者也。若夫蓮子隨他去。不及季倫情重紅粉。馬駝歸	者 也 若 夫 蓮 子 隨 他 去 不 及 季 倫 情 重 紅 粉 馬 駝 歸 
X57n0975_002:0524c12	羞見。元戎報捷。琵琶邑邑。空調馬上之絃。惜死妮妮。	羞 見 元 戎 報 捷 琵 琶 邑 邑 空 調 馬 上 之 絃 惜 死 妮 妮 
X57n0975_002:0524c13	徒敘胡茄之拍。悲哉芙蓉木末。陂澤秋風。周郎不顧。	徒 敘 胡 茄 之 拍 悲 哉 芙 蓉 木 末 陂 澤 秋 風 周 郎 不 顧 
X57n0975_002:0524c14	妝鏡臺空。紈扇既捐。紅葉難通。陳后長門。梅女西宮。	妝 鏡 臺 空 紈 扇 既 捐 紅 葉 難 通 陳 后 長 門 梅 女 西 宮 
X57n0975_002:0524c15	傷離情于南浦。掩淚眼于牆東。疎疎雨散。神女之魂	傷 離 情 于 南 浦 掩 淚 眼 于 牆 東 疎 疎 雨 散 神 女 之 魂 
X57n0975_002:0524c16	不返。瀼瀼露滴。湘妃之泣靡窮。嗚呼音落黃埃。車馬	不 返 瀼 瀼 露 滴 湘 妃 之 泣 靡 窮 嗚 呼 音 落 黃 埃 車 馬 
X57n0975_002:0524c17	不識。或採蓮花。或採蓮子。而風流頓盡矣。予曰。昔年	不 識 或 採 蓮 花 或 採 蓮 子 而 風 流 頓 盡 矣 予 曰 昔 年 
X57n0975_002:0524c18	遇子南湖之南。靚粧婉變。蓮步姍姍。今我來思。搖落	遇 子 南 湖 之 南 靚 粧 婉 變 蓮 步 姍 姍 今 我 來 思 搖 落 
X57n0975_002:0524c19	三潭。物猶如此。人何以堪。予因之低回而不忍去焉。	三 潭 物 猶 如 此 人 何 以 堪 予 因 之 低 回 而 不 忍 去 焉 
X57n0975_002:0524c20	葢因困乏。轉須親也。或唔之于曉風殘月。或慰之于	葢 因 困 乏 轉 須 親 也 或 唔 之 于 曉 風 殘 月 或 慰 之 于 
X57n0975_002:0524c21	暮雨朝烟。而花則似嚬似笑。若送若迎。宛若生平者。	暮 雨 朝 烟 而 花 則 似 嚬 似 笑 若 送 若 迎 宛 若 生 平 者 
X57n0975_002:0524c22	正同是天涯流落人相逢。何必曾相識也。其間一縷	正 同 是 天 涯 流 落 人 相 逢 何 必 曾 相 識 也 其 間 一 縷 
X57n0975_002:0524c23	餘香。脉脉侵人。斌媚妖嬈。猶作青樓。故態如徐孃。老	餘 香 脉 脉 侵 人 斌 媚 妖 嬈 猶 作 青 樓 故 態 如 徐 孃 老 
X57n0975_002:0524c24	去風情。在西子嚬。來態轉嬌。予正色語之曰。吾學道	去 風 情 在 西 子 嚬 來 態 轉 嬌 予 正 色 語 之 曰 吾 學 道 
X57n0975_002:0525a01	人。此心已作沾泥絮。不逐東風上下狂也。卿用卿法。	人 此 心 已 作 沾 泥 絮 不 逐 東 風 上 下 狂 也 卿 用 卿 法 
X57n0975_002:0525a02	於吾法中。便為風馬牛矣。嗣後已之。母擾我心。但子	於 吾 法 中 便 為 風 馬 牛 矣 嗣 後 已 之 母 擾 我 心 但 子 
X57n0975_002:0525a03	有美質。而生非其時。植非其處。故受困頓殘折之辱。	有 美 質 而 生 非 其 時 植 非 其 處 故 受 困 頓 殘 折 之 辱 
X57n0975_002:0525a04	而未之知耶。夫西湖者。乃榮辱世界。酒肉道場也。莊	而 未 之 知 耶 夫 西 湖 者 乃 榮 辱 世 界 酒 肉 道 場 也 莊 
X57n0975_002:0525a05	生觀化。而化及生。子處榮辱。而辱及子。理之必然者	生 觀 化 而 化 及 生 子 處 榮 辱 而 辱 及 子 理 之 必 然 者 
X57n0975_002:0525a06	也。子亦何不早達。始知冶容妄方。悟群心邪。則何須	也 子 亦 何 不 早 達 始 知 冶 容 妄 方 悟 群 心 邪 則 何 須 
X57n0975_002:0525a07	待零落。然後始知空哉。今而後。盍各韜光絕迹。長揖	待 零 落 然 後 始 知 空 哉 今 而 後 盍 各 韜 光 絕 迹 長 揖 
X57n0975_002:0525a08	人寰。鉛華洗去。隱入溪山。庶幾榮辱不關抱知希。而	人 寰 鉛 華 洗 去 隱 入 溪 山 庶 幾 榮 辱 不 關 抱 知 希 而 
X57n0975_002:0525a09	自全其天也。今戊午又十八年矣。六月之望。予以一	自 全 其 天 也 今 戊 午 又 十 八 年 矣 六 月 之 望 予 以 一 
X57n0975_002:0525a10	艇。而訪舊日之蓮。則杳然絕迹也。惟見一片湖光。千	艇 而 訪 舊 日 之 蓮 則 杳 然 絕 迹 也 惟 見 一 片 湖 光 千 
X57n0975_002:0525a11	山黛色。月皎皎以娛人。風悠悠而動物。不覺蒿目欲	山 黛 色 月 皎 皎 以 娛 人 風 悠 悠 而 動 物 不 覺 蒿 目 欲 
X57n0975_002:0525a12	空。而煩襟頓滌。身世若亡。而塵心自滅。坡老曰。浩浩	空 而 煩 襟 頓 滌 身 世 若 亡 而 塵 心 自 滅 坡 老 曰 浩 浩 
X57n0975_002:0525a13	乎如憑虗御風。而莫知其所止。飄飄乎若遺世獨立。	乎 如 憑 虗 御 風 而 莫 知 其 所 止 飄 飄 乎 若 遺 世 獨 立 
X57n0975_002:0525a14	羽。化而登僊。於茲更切。須臾轉不定之金波。頃刻臥	羽 化 而 登 僊 於 茲 更 切 須 臾 轉 不 定 之 金 波 頃 刻 臥 
X57n0975_002:0525a15	深沉之鏡璧。上下渺茫。而惟現一輪之心月。依稀有	深 沉 之 鏡 璧 上 下 渺 茫 而 惟 現 一 輪 之 心 月 依 稀 有 
X57n0975_002:0525a16	響。疑蘇小小。不忘哀草。青陵而環。珮空歸月。夜魂彷	響 疑 蘇 小 小 不 忘 哀 草 青 陵 而 環 珮 空 歸 月 夜 魂 彷 
X57n0975_002:0525a17	彿聞聲。似王子安猶吟。落霞孤騖。齊飛秋水。長天一	彿 聞 聲 似 王 子 安 猶 吟 落 霞 孤 騖 齊 飛 秋 水 長 天 一 
X57n0975_002:0525a18	色。而湖心寺無蓮也。宣公祠無蓮也。孤山金沙。灘舉	色 而 湖 心 寺 無 蓮 也 宣 公 祠 無 蓮 也 孤 山 金 沙 灘 舉 
X57n0975_002:0525a19	無蓮也。夫謝月鏡之別。王清去去。不乏風流。杜蘭香	無 蓮 也 夫 謝 月 鏡 之 別 王 清 去 去 不 乏 風 流 杜 蘭 香 
X57n0975_002:0525a20	之辭。張碩來來。更無消息。其斯之謂乎。王子猶訪戴	之 辭 張 碩 來 來 更 無 消 息 其 斯 之 謂 乎 王 子 猶 訪 戴 
X57n0975_002:0525a21	之舟。興盡而返。何必蓮哉。舟回淨寺。忽覺一道香塵。	之 舟 興 盡 而 返 何 必 蓮 哉 舟 回 淨 寺 忽 覺 一 道 香 塵 
X57n0975_002:0525a22	順風而前。予曰。異哉。莫是散胡麻飯女郎。引人尋覓。	順 風 而 前 予 曰 異 哉 莫 是 散 胡 麻 飯 女 郎 引 人 尋 覓 
X57n0975_002:0525a23	抑俱娑陀天下降塵凡乎。果見藕花居畔。玉面紅顏。	抑 俱 娑 陀 天 下 降 塵 凡 乎 果 見 藕 花 居 畔 玉 面 紅 顏 
X57n0975_002:0525a24	三三兩兩。軃引香肩。綠衣黃裏。麗服花鈿。貌舒菡蓞。	三 三 兩 兩 軃 引 香 肩 綠 衣 黃 裏 麗 服 花 鈿 貌 舒 菡 蓞 
X57n0975_002:0525b01	體露嬋娟。渺不知夫新知。故識共要。予于蓮沚桑間。	體 露 嬋 娟 渺 不 知 夫 新 知 故 識 共 要 予 于 蓮 沚 桑 間 
X57n0975_002:0525b02	殆三生石上。舊精魂乎。更不須咏此身。雖異性常存	殆 三 生 石 上 舊 精 魂 乎 更 不 須 咏 此 身 雖 異 性 常 存 
X57n0975_002:0525b03	也。觀其瀟灑出塵。高潔幽閑。翛然自得。不受人憐。如	也 觀 其 瀟 灑 出 塵 高 潔 幽 閑 翛 然 自 得 不 受 人 憐 如 
X57n0975_002:0525b04	鹿母夫人未出草廬。艾封人子。尚隱驪關魚。玄機既	鹿母夫人 未 出 草 廬 艾 封 人 子 尚 隱 驪 關 魚 玄 機 既 
X57n0975_002:0525b05	入女。冠孫琰妻。長嘯峽山。張麗華之飄飄欲舉。秦弄	入 女 冠 孫 琰 妻 長 嘯 峽 山 張 麗 華 之 飄 飄 欲 舉 秦 弄 
X57n0975_002:0525b06	玉之冉冉乘鸞。又如天台洞口迎郎之女伴。羅浮山	玉 之 冉 冉 乘 鸞 又 如 天 台 洞 口 迎 郎 之 女 伴 羅 浮 山 
X57n0975_002:0525b07	內宴客之神僊。微香時吐。似服驚精。返魂羽衣。旋舞	內 宴 客 之 神 僊 微 香 時 吐 似 服 驚 精 返 魂 羽 衣 旋 舞 
X57n0975_002:0525b08	曾遊。月府廣寒。則此一晤也。竟入避秦女隊。何論晉	曾 遊 月 府 廣 寒 則 此 一 晤 也 竟 入 避 秦 女 隊 何 論 晉 
X57n0975_002:0525b09	魏。而不知有漢也。又若天風吹下。不欲許飛瓊之名	魏 而 不 知 有 漢 也 又 若 天 風 吹 下 不 欲 許 飛 瓊 之 名 
X57n0975_002:0525b10	字。落在人間者矣。予笑曰。子無乃疇昔之夜。鳳林寺	字 落 在 人 間 者 矣 予 笑 曰 子 無 乃 疇 昔 之 夜 鳳 林 寺 
X57n0975_002:0525b11	畔委頓。而受吾教者乎。子真可教也。今試與子提衡	畔 委 頓 而 受 吾 教 者 乎 子 真 可 教 也 今 試 與 子 提 衡 
X57n0975_002:0525b12	而論。方予未冠時。與子邂逅於西冷之涘。果能即其	而 論 方 予 未 冠 時 與 子 邂 逅 於 西 冷 之 涘 果 能 即 其 
X57n0975_002:0525b13	時。避紛華而出塵自勵。則久為天上之人。即予亦可	時 避 紛 華 而 出 塵 自 勵 則 久 為 天 上 之 人 即 予 亦 可 
X57n0975_002:0525b14	望。而不可親矣。何致遘明夷而迍邅。無如甘苦未甞。	望 而 不 可 親 矣 何 致 遘 明 夷 而 迍 邅 無 如 甘 苦 未 甞 
X57n0975_002:0525b15	而厥志未堅。則是子之惰也。倘鳳林寺側。輕予教而	而 厥 志 未 堅 則 是 子 之 惰 也 倘 鳳 林 寺 側 輕 予 教 而 
X57n0975_002:0525b16	仍溺五濁。今日又不知作何狀態。安得如此超脫而	仍 溺 五 濁 今 日 又 不 知 作 何 狀 態 安 得 如 此 超 脫 而 
X57n0975_002:0525b17	僊僊。斯又是子之達也。假令天下熱中塵客。皆如子	僊 僊 斯 又 是 子 之 達 也 假 令 天 下 熱 中 塵 客 皆 如 子 
X57n0975_002:0525b18	受教。而拂衣高蹈。則又何必予之喃喃說法。而升壇	受 教 而 拂 衣 高 蹈 則 又 何 必 予 之 喃 喃 說 法 而 升 壇 
X57n0975_002:0525b19	哉。易曰肥遯。又曰嘉遯。美夫囊括君子也。況桃源之	哉 易 曰 肥 遯 又 曰 嘉 遯 美 夫 囊 括 君 子 也 況 桃 源 之 
X57n0975_002:0525b20	隱逸。天目之智僊乎。然子既僊胎。予亦無意於人間	隱 逸 天 目 之 智 僊 乎 然 子 既 僊 胎 予 亦 無 意 於 人 間 
X57n0975_002:0525b21	世矣。姑勉汝更進步於百尺之竿。吾聞從是過西十	世 矣 姑 勉 汝 更 進 步 於 百 尺 之 竿 吾 聞 從 是 過 西 十 
X57n0975_002:0525b22	萬億土。有七寶池。其中無老無幼。無榮無辱。無女無	萬 億 土 有 七 寶 池 其 中 無 老 無 幼 無 榮 無 辱 無 女 無 
X57n0975_002:0525b23	男。有決志往生者。皆證大覺之金僊。而子之氏族。多	男 有 決 志 往 生 者 皆 證 大 覺 之 金 僊 而 子 之 氏 族 多 
X57n0975_002:0525b24	產其間。則又勝於子輩。皷雲璈飲。玉液唱步。虗淪七	產 其 間 則 又 勝 於 子 輩 皷 雲 璈 飲 玉 液 唱 步 虗 淪 七 
X57n0975_002:0525c01	趣之守屍神僊。汝其齋心。而先我著鞭。尚不辜三遇	趣 之 守 屍 神 僊 汝 其 齋 心 而 先 我 著 鞭 尚 不 辜 三 遇 
X57n0975_002:0525c02	而三有益焉。彼姝者子。皆倩微風。而點首心。莫逆而	而 三 有 益 焉 彼 姝 者 子 皆 倩 微 風 而 點 首 心 莫 逆 而 
X57n0975_002:0525c03	亡言。眾芳斂衽。予亦欲眠。二三子欲挾以俱。予曰不	亡 言 眾 芳 斂 衽 予 亦 欲 眠 二 三 子 欲 挾 以 俱 予 曰 不 
X57n0975_002:0525c04	可。香味頹高志。色聲喪軀齡。遠之易為士。近之難為	可 香 味 頹 高 志 色 聲 喪 軀 齡 遠 之 易 為 士 近 之 難 為 
X57n0975_002:0525c05	情。獨不顧荷神誚。爾不戒乎。二三子曰。然則夫子何	情 獨 不 顧 荷 神 誚 爾 不 戒 乎 二 三 子 曰 然 則 夫 子 何 
X57n0975_002:0525c06	獨留連眷眷哉。母亦好色耶。予曰不然。吾之好色。不	獨 留 連 眷 眷 哉 母 亦 好 色 耶 予 曰 不 然 吾 之 好 色 不 
X57n0975_002:0525c07	與俗同。直好其德耳。葢予因三遇西湖之蓮。而三變	與 俗 同 直 好 其 德 耳 葢 予 因 三 遇 西 湖 之 蓮 而 三 變 
X57n0975_002:0525c08	其態。有似一變。至魯一變。至道皭然不滓。高潔出塵	其 態 有 似 一 變 至 魯 一 變 至 道 皭 然 不 滓 高 潔 出 塵 
X57n0975_002:0525c09	之達人君子。故樂與之周旋。夫關睢樂而不淫。葢思	之 達 人 君 子 故 樂 與 之 周 旋 夫 關 睢 樂 而 不 淫 葢 思 
X57n0975_002:0525c10	窈窕。以配君子。哀賢才。而不淫其色也。阮嗣宗日狎	窈 窕 以 配 君 子 哀 賢 才 而 不 淫 其 色 也 阮 嗣 宗 日 狎 
X57n0975_002:0525c11	鄰女。而不私死。又往哭之。是真好色。而不淫者歟。故	鄰 女 而 不 私 死 又 往 哭 之 是 真 好 色 而 不 淫 者 歟 故 
X57n0975_002:0525c12	寓言其事。而託以美人也。詩曰。云誰之思西方美人。	寓 言 其 事 而 託 以 美 人 也 詩 曰 云 誰 之 思 西 方 美 人 
X57n0975_002:0525c13	庶幾旦暮遇之乎。又是予之志也。	庶 幾 旦 暮 遇 之 乎 又 是 予 之 志 也 
X57n0975_002:0525c14	為玉菴住持愚原闍黎封龕	為 玉 菴 住 持 愚 原 闍 黎 封 龕 
X57n0975_002:0525c15	拈封條示之云。愚原闍黎。箇是從上佛祖。自行化他。	拈 封 條 示 之 云 愚 原 闍 黎 箇 是 從 上 佛 祖 自 行 化 他 
X57n0975_002:0525c16	安身立命處也。汝先於此。而安住之耶。汝夙有願力	安 身 立 命 處 也 汝 先 於 此 而 安 住 之 耶 汝 夙 有 願 力 
X57n0975_002:0525c17	聞道。[宋木+取]早住院以來。事事真正。秉志固窮。不屑世諦	聞 道 [宋木取] 早 住 院 以 來 事 事 真 正 秉 志 固 窮 不 屑 世 諦 
X57n0975_002:0525c18	流布。竭厥心力。撑持祖道法門。操守峻峭岌然。難於	流 布 竭 厥 心 力 撑 持 祖 道 法 門 操 守 峻 峭 岌 然 難 於 
X57n0975_002:0525c19	干犯。直心矢口。似乎不近人情。弗顧或人之所讒忌。	干 犯 直 心 矢 口 似 乎 不 近 人 情 弗 顧 或 人 之 所 讒 忌 
X57n0975_002:0525c20	惟知行吾之所當行。乘戒精密。綽有祖風。博聞弘辯。	惟 知 行 吾 之 所 當 行 乘 戒 精 密 綽 有 祖 風 博 聞 弘 辯 
X57n0975_002:0525c21	不忝吾門。謂非乘願而來。不可也。至於自行化他之	不 忝 吾 門 謂 非 乘 願 而 來 不 可 也 至 於 自 行 化 他 之 
X57n0975_002:0525c22	事。稍畢。遽爾熱處。抽身預期。絕食而逝。衣院託付有	事 稍 畢 遽 爾 熱 處 抽 身 預 期 絕 食 而 逝 衣 院 託 付 有 
X57n0975_002:0525c23	人。苟能如此足矣。何必百歲千椿。而世或憎夫壽命	人 苟 能 如 此 足 矣 何 必 百 歲 千 椿 而 世 或 憎 夫 壽 命 
X57n0975_002:0525c24	不長。吾却喜汝真常早悟。葢有生有滅。有去有來。有	不 長 吾 却 喜 汝 真 常 早 悟 葢 有 生 有 滅 有 去 有 來 有 
X57n0975_002:0526a01	長有短者。世人之見也。無長無短。無去無來。無滅無	長 有 短 者 世 人 之 見 也 無 長 無 短 無 去 無 來 無 滅 無 
