X13n0284_001:0196a06	 重刻	 重 刻 
X13n0284_002:0210b21	簡三約真如義簡四約性字義簡一一簡示復各	簡 三 約 真 如 義 簡 四 約 性 字 義 簡 一 一 簡 示 復 各 
X13n0284_002:0210b22	五番一就世間法簡二就偏小法簡三就權漸法	五 番 一 就 世 間 法 簡 二 就 偏 小 法 簡 三 就 權 漸 法 
X13n0284_002:0210b23	簡四就開示簡五就悟入簡。初五番者一就世	簡 四 就 開 示 簡 五 就 悟 入 簡 初 五 番 者 一 就 世 
X13n0284_002:0210b24	間法簡如來藏繫辭傳云寂然不動感而遂通天	間 法 簡 如 來 藏 繫 辭 傳 云 寂 然 不 動 感 而 遂 通 天 
X13n0284_002:0210c01	下之故寂然有似如義感通有似來義又云乾坤	下 之 故 寂 然 有 似 如 義 感 通 有 似 來 義 又 云 乾 坤 
X13n0284_002:0210c02	其易之縕耶有似藏義而止是言易非是言心又	其 易 之 縕 耶 有 似 藏 義 而 止 是 言 易 非 是 言 心 又 
X13n0284_002:0210c03	僅推太極為天地萬物之生因太與西竺冥諦相	僅 推 太 極 為 天 地 萬 物 之 生 因 太 與 西 竺 冥 諦 相 
X13n0284_002:0210c04	類尚未明知正因緣境況不思議如來藏耶又老	類 尚 未 明 知 正 因 緣 境 況 不 思 議 如 來 藏 耶 又 老 
X13n0284_002:0210c05	聃云常無欲以觀其妙常有欲以觀其徼玄牝之	聃 云 常 無 欲 以 觀 其 妙 常 有 欲 以 觀 其 徼 玄 牝 之 
X13n0284_002:0210c06	門是謂天地根莊周云樞始得其寰中以應無窮	門 是 謂 天 地 根 莊 周 云 樞 始 得 其 寰 中 以 應 無 窮 
X13n0284_002:0210c07	亦復片似如來藏義而究其歸趣僅以虗無自然	亦 復 片 似 如 來 藏 義 而 究 其 歸 趣 僅 以 虗 無 自 然 
X13n0284_002:0210c08	為宗太與西竺本無因論相類是亦未知正因緣	為 宗 太 與 西 竺 本 無 因 論 相 類 是 亦 未 知 正 因 緣 
X13n0284_002:0210c09	境況不思議如來藏耶二就偏小簡者析空教門	境 況 不 思 議 如 來 藏 耶 二 就 偏 小 簡 者 析 空 教 門 
X13n0284_002:0210c10	本無如來藏名即空教門有二分別一者利根既	本 無 如 來 藏 名 即 空 教 門 有 二 分 別 一 者 利 根 既 
X13n0284_002:0210c11	見於空亦見不空二者鈍根但見於空不見不空	見 於 空 亦 見 不 空 二 者 鈍 根 但 見 於 空 不 見 不 空 
X13n0284_002:0210c12	利根接入別圓茲所不論鈍根雖見真空終與析	利 根 接 入 別 圓 茲 所 不 論 鈍 根 雖 見 真 空 終 與 析 
X13n0284_002:0210c13	空同成灰斷尚未能見如來藏性如實不空之義	空 同 成 灰 斷 尚 未 能 見 如 來 藏 性 如 實 不 空 之 義 
X13n0284_002:0210c14	況能見彼離即離非是即非即之正體耶三就權	況 能 見 彼 離 即 離 非 是 即 非 即 之 正 體 耶 三 就 權 
X13n0284_002:0210c15	漸簡者根雖見不空復有二種若見不空次第斷	漸 簡 者 根 雖 見 不 空 復 有 二 種 若 見 不 空 次 第 斷 
X13n0284_002:0210c16	結從淺至深見思塵沙惑盡空與不空二義雙明	結 從 淺 至 深 見 思 塵 沙 惑 盡 空 與 不 空 二 義 雙 明 
X13n0284_002:0210c17	方乃得見非空非不空體此則證道雖同教道永	方 乃 得 見 非 空 非 不 空 體 此 則 證 道 雖 同 教 道 永 
X13n0284_002:0210c18	別不達始終惟是一如來藏故名權漸不識正體	別 不 達 始 終 惟 是 一 如 來 藏 故 名 權 漸 不 識 正 體 
X13n0284_002:0210c19	若了達因緣生法即空即假即中陰入處界一一	若 了 達 因緣生法 即 空 即 假 即 中 陰 入 處 界 一 一 
X13n0284_002:0210c20	本如來藏隨拈一法三義圓彰方是此經之正體	本 如 來 藏 隨 拈 一 法 三 義 圓 彰 方 是 此 經 之 正 體 
X13n0284_002:0210c21	也四就開示簡者理性微妙不惟會之最難亦復	也 四 就 開 示 簡 者 理 性 微 妙 不 惟 會 之 最 難 亦 復 
X13n0284_002:0210c22	說之不易故纔涉語言動成轉計自非薦言外之	說 之 不 易 故 纔 涉 語 言 動 成 轉 計 自 非 薦 言 外 之 
X13n0284_002:0210c23	旨歸融文中之脉絡鮮有得其實義者且如此經	旨 歸 融 文 中 之 脉 絡 鮮 有 得 其 實 義 者 且 如 此 經 
X13n0284_002:0210c24	最初佛告阿難即稱常住真心性淨明體懸示定	最 初 佛 告 阿 難 即 稱 常 住 真 心 性 淨 明 體 懸 示 定 
X13n0284_002:0211a01	名即稱大佛頂首楞嚴王何嘗不直指此如來藏	名 即 稱 大 佛 頂 首 楞 嚴 王 何 嘗 不 直 指 此 如 來 藏 
X13n0284_002:0211a02	性若向破計內處了達緣影非心便可狂心頓歇	性 若 向 破 計 內 處 了 達 緣 影 非 心 便 可 狂 心 頓 歇 
X13n0284_002:0211a03	而阿難縣知末世鈍根從此薦取者少故示同未	而 阿 難 縣 知 末 世 鈍 根 從 此 薦 取 者 少 故 示 同 未 
X13n0284_002:0211a04	悟曲盡七番妄計情態直至水窮山盡咄破前塵	悟 曲 盡 七 番 妄 計 情 態 直 至 水 窮 山 盡 咄 破 前 塵 
X13n0284_002:0211a05	虗妄相想止屬徧計全體非心方更直指之云諸	虗 妄 相 想 止 屬 徧 計 全 體 非 心 方 更 直 指 之 云 諸 
X13n0284_002:0211a06	法所生唯心所現一切因果世界微塵因心成體	法 所 生 唯 心 所 現 一 切 因 果 世 界 微 塵 因 心 成 體 
X13n0284_002:0211a07	可謂和盤托出更無餘蘊予謂此是初番破顯也	可 謂 和 盤 托 出 更 無 餘 蘊 予 謂 此 是 初 番 破 顯 也 
X13n0284_002:0211a08	但妄執破處真性必彰真未明時驗妄仍在故阿	但 妄 執 破 處 真 性 必 彰 真 未 明 時 驗 妄 仍 在 故 阿 
X13n0284_002:0211a09	難猶執緣影不達性真遂永隔於寂常心性必須	難 猶 執 緣 影 不 達 性 真 遂 永 隔 於 寂 常 心 性 必 須 
X13n0284_002:0211a10	借客塵以顯主空揀前塵而彰見性於生滅中偏	借 客 塵 以 顯 主 空 揀 前 塵 而 彰 見 性 於 生 滅 中 偏 
X13n0284_002:0211a11	指無滅性迨阿難不知顛倒所在佛又徹底道破	指 無 滅 性 迨 阿 難 不 知 顛 倒 所 在 佛 又 徹 底 道 破 
X13n0284_002:0211a12	云汝身汝心皆是妙明真心中所現物是第二番	云 汝 身 汝 心 皆 是 妙 明 真 心 中 所 現 物 是 第 二 番 
X13n0284_002:0211a13	破顯也阿難復執緣心聽法者為是佛又揀去可	破 顯 也 阿 難 復 執 緣 心 聽 法 者 為 是 佛 又 揀 去 可 
X13n0284_002:0211a14	還獨以不可還者為真汝心次示為物所轉則觀	還 獨 以 不 可 還 者 為 真 汝 心 次 示 為 物 所 轉 則 觀 
X13n0284_002:0211a15	大觀小若能轉物則身心圓明夫既身心圓明則	大 觀 小 若 能 轉 物 則 身 心 圓 明 夫 既 身 心 圓 明 則 
X13n0284_002:0211a16	何物而非妙性是第三番破顯也即此所顯見精	何 物 而 非 妙 性 是 第 三 番 破 顯 也 即 此 所 顯 見 精 
X13n0284_002:0211a17	本指見見非見之性而阿難又妄謂現在我前故	本 指 見 見 非 見 之 性 而 阿 難 又 妄 謂 現 在 我 前 故 
X13n0284_002:0211a18	復以是見非見兩關齊勘令其二處無依方與文	復 以 是 見 非 見 兩 關 齊 勘 令 其 二 處 無 依 方 與 文 
X13n0284_002:0211a19	殊酬唱暢明十方如來自住三昧境界首云見與	殊 酬 唱 暢 明 十 方 如 來 自 住 三 昧 境 界 首 云 見 與 
X13n0284_002:0211a20	見緣并所想相如虗空華本無所有則何所不破	見 緣 并 所 想 相 如 虗 空 華 本 無 所 有 則 何 所 不 破 
X13n0284_002:0211a21	次云此見及緣元是菩提妙淨明體則何所不顯	次 云 此 見 及 緣 元 是 菩 提 妙 淨 明 體 則 何 所 不 顯 
X13n0284_002:0211a22	是第四番破顯也阿難又以冥諦為疑佛乃廣破	是 第 四 番 破 顯 也 阿 難 又 以 冥 諦 為 疑 佛 乃 廣 破 
X13n0284_002:0211a23	因緣自然結云離一切相即一切法夫離一切相	因 緣 自 然 結 云 離一切相 即 一 切 法 夫 離一切相 
X13n0284_002:0211a24	又何所不破即一切法又何所不顯是第五番破	又 何 所 不 破 即 一 切 法 又 何 所 不 顯 是 第 五 番 破 
X13n0284_002:0211b01	顯也阿難尚執昔時因緣之教佛更并其見聞覺	顯 也 阿 難 尚 執 昔 時 因 緣 之 教 佛 更 并 其 見 聞 覺 
X13n0284_002:0211b02	知俱從棟去獨以見不能及者為真阿難重增迷	知 俱 從 棟 去 獨 以 見 不 能 及 者 為 真 阿 難 重 增 迷 
X13n0284_002:0211b03	悶為說同別二種妄見以例明之又為除去和合	悶 為 說 同 別 二 種 妄 見 以 例 明 之 又 為 除 去 和 合 
X13n0284_002:0211b04	及不和合二種餘惑然後廣歷陰入處界明其一	及 不 和 合 二 種 餘 惑 然 後 廣 歷 陰 入 處 界 明 其 一 
X13n0284_002:0211b05	一本如來藏是第六番破顯也如此六番破顯性	一 本 如 來 藏 是 第 六 番 破 顯 也 如 此 六 番 破 顯 性 
X13n0284_002:0211b06	體方彰性量亦顯而性具妙旨猶為引而未發故	體 方 彰 性 量 亦 顯 而 性 具 妙 旨 猶 為 引 而 未 發 故 
X13n0284_002:0211b07	阿難再申疑請佛乃暢明本具七大全性即相全	阿 難 再 申 疑 請 佛 乃 暢 明 本 具 七 大 全 性 即 相 全 
X13n0284_002:0211b08	相即性隨舉一法互融互攝互徧互含然後阿難	相 即 性 隨 舉 一 法 互 融 互 攝 互 徧 互 含 然 後 阿 難 
X13n0284_002:0211b09	頓悟圓三諦理以為修證之本而有學雖悟無學	頓 悟 圓 三 諦 理 以 為 修 證 之 本 而 有 學 雖 悟 無 學 
X13n0284_002:0211b10	尚疑以其所知障重仍復攝前而成二難直待事	尚 疑 以 其 所 知 障 重 仍 復 攝 前 而 成 二 難 直 待 事 
X13n0284_002:0211b11	理性相並融然後圓結藏性三義而又申以怖頭	理 性 相 並 融 然 後 圓 結 藏 性 三 義 而 又 申 以 怖 頭 
X13n0284_002:0211b12	之喻譬以衣裡之珠再破因緣自然餘執方名無	之 喻 譬 以 衣 裡 之 珠 再 破 因 緣 自 然 餘 執 方 名 無 
X13n0284_002:0211b13	戲論法自非妄計盡除何繇識此妙體輒云一言	戲 論 法 自 非 妄 計 盡 除 何 繇 識 此 妙 體 輒 云 一 言 
X13n0284_002:0211b14	可了誠未易也五就悟入簡者法性雖復本然若	可 了 誠 未 易 也 五 就 悟 入 簡 者 法 性 雖 復 本 然 若 
X13n0284_002:0211b15	行未會理安知實義經云此句方名無戲論法菩	行 未 會 理 安 知 實 義 經 云 此 句 方 名 無 戲 論 法 菩 
X13n0284_002:0211b16	提涅槃尚在遙遠圓覺經云未證無為而辨圓覺	提 涅 槃 尚 在 遙 遠 圓 覺 經 云 未 證 無 為 而 辨 圓 覺 
X13n0284_002:0211b17	彼圓覺性即同流轉譬如雲駛謂是月運舟行謂	彼 圓 覺 性 即 同 流 轉 譬 如 雲 駛 謂 是 月 運 舟 行 謂 
X13n0284_002:0211b18	是岸移涅槃經云盲人逐語生迷聞粖謂輭聞雪	是 岸 移 涅 槃 經 云 盲 人 逐 語 生 迷 聞 粖 謂 輭 聞 雪 
X13n0284_002:0211b19	謂冷聞貝謂硬聞鵠謂動終不能見乳之真色若	謂 冷 聞 貝 謂 硬 聞 鵠 謂 動 終 不 能 見 乳 之 真 色 若 
X13n0284_002:0211b20	更堅執情謂起諸淨論言已是實餘皆妄語是非	更 堅 執 情 謂 起 諸 淨 論 言 已 是 實 餘 皆 妄 語 是 非 
X13n0284_002:0211b21	蜂起結業滋生轉增流動云何名諦若欲見諦發	蜂 起 結 業 滋 生 轉 增 流 動 云 何 名 諦 若 欲 見 諦 發 
X13n0284_002:0211b22	大慚愧苦到懺悔安立壇儀專持密印除其助因	大 慚 愧 苦 到 懺 悔 安 立 壇 儀 專 持 密 印 除 其 助 因 
X13n0284_002:0211b23	刳其正性違其現業感通諸佛冥顯加持禪慧開	刳 其 正 性 違 其 現 業 感 通 諸 佛 冥 顯 加 持 禪 慧 開 
X13n0284_002:0211b24	發觀心明淨爾時猶名暗中見杌人木未明若得	發 觀 心 明 淨 爾 時 猶 名 暗 中 見 杌 人 木 未 明 若 得 
X13n0284_002:0211c01	無明豁破如明鏡無塵色像自現淨水不動魚石	無 明 豁 破 如 明 鏡 無 塵 色 像 自 現 淨 水 不 動 魚 石 
X13n0284_002:0211c02	分明如金錍抉眼一指二指三指分明爾時方得	分 明 如 金 錍 抉 眼 一 指 二 指 三 指 分 明 爾 時 方 得 
X13n0284_002:0211c03	名為見體經云譬如琴瑟箜篌琵琶雖有妙音若	名 為 見 體 經 云 譬 如 琴 瑟 箜 篌 琵 琶 雖 有 妙 音 若 
X13n0284_002:0211c04	無妙指終不能發琴瑟等喻十界陰入處界妙音	無 妙 指 終 不 能 發 琴 瑟 等 喻 十 界 陰 入 處 界 妙 音 
X13n0284_002:0211c05	喻如來藏理全體大用妙指喻圓修也又云清水	喻 如 來 藏 理 全 體 大 用 妙 指 喻 圓 修 也 又 云 清 水 
X13n0284_002:0211c06	現前名為初伏客塵煩惱去泥純水名為永斷根	現 前 名 為 初 伏 客塵煩惱 去 泥 純 水 名 為 永 斷 根 
X13n0284_002:0211c07	本無明又云此根初解先得人空空性圓明成法	本 無 明 又 云 此 根 初 解 先 得 人 空 空 性 圓 明 成 法 
X13n0284_002:0211c08	解脫解脫法已俱空不生是名菩薩從三摩地得	解 脫 解 脫 法 已 俱 空 不 生 是 名 菩 薩 從 三 摩 地 得 
X13n0284_002:0211c09	無生忍又云初於聞中入流亡所乃至寂滅現前	無 生 忍 又 云 初 於 聞 中 入 流 亡 所 乃 至 寂 滅 現 前 
X13n0284_002:0211c10	忽然超越世出世間十方圓明如此皆明隨智妙	忽 然 超 越 世出世間 十 方 圓 明 如 此 皆 明 隨 智 妙 
X13n0284_002:0211c11	悟得見經體也簡如來藏竟。二約妙義簡有五	悟 得 見 經 體 也 簡 如 來 藏 竟 二 約 妙 義 簡 有 五 
X13n0284_002:0211c12	番者一就世間法簡繫辭傳云神也者妙萬物而	番 者 一 就 世 間 法 簡 繫 辭 傳 云 神 也 者 妙 萬 物 而 
X13n0284_002:0211c13	為言者也又云陰陽不測之謂神此贊造化氣機	為 言 者 也 又 云 陰 陽 不 測 之 謂 神 此 贊 造 化 氣 機 
X13n0284_002:0211c14	耳老聃云玄之又玄眾妙之門此贊虗無自然耳	耳 老 聃 云 玄 之 又 玄 眾 妙 之 門 此 贊 虗 無 自 然 耳 
X13n0284_002:0211c15	凡外修欣厭定於十二門禪展轉指下為苦麤障	凡 外 修 欣 厭 定 於 十 二 門 禪 展 轉 指 下 為 苦 麤 障 
X13n0284_002:0211c16	指上為淨妙離故此經於大梵天則曰身心圓妙	指 上 為 淨 妙 離 故 此 經 於 大 梵 天 則 曰 身 心 圓 妙 
X13n0284_002:0211c17	於少淨天則曰披音露妙乃至於善見天則曰妙	於 少 淨 天 則 曰 披 音 露 妙 乃 至 於 善 見 天 則 曰 妙 
X13n0284_002:0211c18	見圓澄皆不過順其情計而已尚非出世之麤況	見 圓 澄 皆 不 過 順 其 情 計 而 已 尚 非 出 世 之 麤 況 
X13n0284_002:0211c19	是出世之妙耶二就偏小法簡如六妙門禪妙法	是 出 世 之 妙 耶 二 就 偏 小 法 簡 如 六 妙 門 禪 妙 法 
X13n0284_002:0211c20	聖念處經等對世間法名之為妙秪是無常無我	聖 念 處 經 等 對 世 間 法 名 之 為 妙 秪 是 無 常 無 我 
X13n0284_002:0211c21	寂滅三印所印耳就權漸法簡若對析空則體空	寂 滅 三 印 所 印 耳 就 權 漸 法 簡 若 對 析 空 則 體 空 
X13n0284_002:0211c22	為妙若對偏真則出假為妙若對二邊則但中為	為 妙 若 對 偏 真 則 出 假 為 妙 若 對 二 邊 則 但 中 為 
X13n0284_002:0211c23	妙皆非今經義也今經以法法本如來藏不變隨	妙 皆 非 今 經 義 也 今 經 以 法 法 本 如 來 藏 不 變 隨 
X13n0284_002:0211c24	緣隨緣不變一體三義不可思議故稱為妙四就	緣 隨 緣 不 變 一 體 三 義 不可思議 故 稱 為 妙 四 就 
X13n0284_002:0212a01	開示簡五就悟入簡並如前說。三約真如義簡	開 示 簡 五 就 悟 入 簡 並 如 前 說 三 約 真 如 義 簡 
X13n0284_002:0212a02	有五番者一就世間法簡夫愚昧凡夫執其一種	有 五 番 者 一 就 世 間 法 簡 夫 愚 昧 凡 夫 執 其 一 種 
X13n0284_002:0212a03	謬計或執一枝一能一巧一術等誰不各自謂我	謬 計 或 執 一 枝 一 能 一 巧 一 術 等 誰 不 各 自 謂 我 
X13n0284_002:0212a04	道真詎知見聞幻翳三界空華且以非非想定八	道 真 詎 知 見 聞 幻 翳 三 界 空 華 且 以 非 非 想 定 八 
X13n0284_002:0212a05	萬四千大劫之後不免窮空輪轉降此而下安有	萬 四 千 大 劫 之 後 不 免 窮 空 輪 轉 降 此 而 下 安 有 
X13n0284_002:0212a06	真實治國齊家不過百年活計御風蛻化秪名播	真 實 治 國 齊 家 不 過 百 年 活 計 御 風 蛻 化 秪 名 播 
X13n0284_002:0212a07	弄精魂既不知四諦法門不明四念處慧窮神極	弄 精 魂 既 不 知 四 諦 法 門 不 明 四 念 處 慧 窮 神 極 
X13n0284_002:0212a08	化總在三界輪迴數中出世偏真永非其分況真	化 總 在 三 界 輪 迴 數 中 出 世 偏 真 永 非 其 分 況 真 
X13n0284_002:0212a09	如佛性耶二就偏小法簡若析色觀空則因滅會	如 佛 性 耶 二 就 偏 小 法 簡 若 析 色 觀 空 則 因 滅 會 
X13n0284_002:0212a10	真滅非真諦滅尚非真況苦集道斯乃真理全居	真 滅 非 真 諦 滅 尚 非 真 況 苦 集 道 斯 乃 真 理 全 居 
X13n0284_002:0212a11	事外一向不融若體色即空則解苦無苦而有真	事 外 一 向 不 融 若 體 色 即 空 則 解 苦 無 苦 而 有 真 
X13n0284_002:0212a12	諦苦既即真集滅道諦亦復如是斯乃即事全真	諦 苦 既 即 真 集 滅 道 諦 亦復如是 斯 乃 即 事 全 真 
X13n0284_002:0212a13	纔得如來藏中一切俱非少分之義既未見中道	纔 得 如 來 藏 中 一 切 俱 非 少 分 之 義 既 未 見 中 道 
X13n0284_002:0212a14	實體縱使標中道名亦不過是離斷離常意耳三	實 體 縱 使 標 中 道 名 亦 不 過 是 離 斷 離 常 意 耳 三 
X13n0284_002:0212a15	就權漸法簡若謂真如是無為法凝然常住不墮	就 權 漸 法 簡 若 謂 真 如 是 無 為 法 凝 然 常 住 不 墮 
X13n0284_002:0212a16	有為法中別藉資粮加行緣修之力至通達位方	有 為 法 中 別 藉 資 粮 加 行 緣 修 之 力 至 通 達 位 方 
X13n0284_002:0212a17	斷一分重障證一分真如乃至修習位中斷十重	斷 一 分 重 障 證 一 分 真 如 乃 至 修 習 位 中 斷 十 重 
