X51n0825_001:0454b06	 序〔龍省〕	 序 龍 省 
X51n0825_002:0490a01	次引證(論)	次 引 證 論 
X51n0825_002:0490a02	次師立十徧輕安不徧(三)	次 師 立 十 徧 輕 安 不 徧 三 
X51n0825_002:0490a03	初斥前非(有)	初 斥 前 非 有 
X51n0825_002:0490a04	次通論意(論)	次 通 論 意 論 
X51n0825_002:0490a05	三申正義(二)	三 申 正 義 二 
X51n0825_002:0490a06	初總釋十一(應)	初 總 釋 十 一 應 
X51n0825_002:0490a07	次別簡輕安(二)	次 別 簡 輕 安 二 
X51n0825_002:0490a08	初師(有)	初 師 有 
X51n0825_002:0490a09	次師(有)	次 師 有 
X51n0825_002:0490a10	三諸識相應門(此)	三 諸 識 相 應 門 此 
X51n0825_002:0490a11	四諸受相應門(此)	四 諸 受 相 應 門 此 
X51n0825_002:0490a12	五別境相應門(此)	五 別 境 相 應 門 此 
X51n0825_002:0490a13	六三性相攝門(十)	六 三 性 相 攝 門 十 
X51n0825_002:0490a14	七三界繫屬門(輕)	七 三 界 繫 屬 門 輕 
X51n0825_002:0490a15	八學等相攝門(皆)	八 學 等 相 攝 門 皆 
X51n0825_002:0490a16	九三斷相攝門(非)	九 三 斷 相 攝 門 非 
X51n0825_002:0490a17	十結例餘門(餘)	十 結 例 餘 門 餘 
X51n0825_002:0490a19	○三根本煩惱(三)	 三 根本煩惱 三 
X51n0825_002:0490a20	初結前問後(如)	初 結 前 問 後 如 
X51n0825_002:0490a21	次舉本頌答(頌)	次 舉 本 頌 答 頌 
X51n0825_002:0490a22	三末論釋成(二)	三 末 論 釋 成 二 
X51n0825_002:0490a23	初正釋頌文(二)	初 正 釋 頌 文 二 
X51n0825_002:0490a24	初略釋通名(論)	初 略 釋 通 名 論 
X51n0825_002:0490a25	次廣釋別相(六)	次 廣 釋 別 相 六 
X51n0825_002:0490a26	初釋貪(云)	初 釋 貪 云 
X51n0825_002:0490a27	二釋嗔(云)	二 釋 嗔 云 
X51n0825_002:0490a28	三釋癡(云)	三 釋 癡 云 
X51n0825_002:0490a29	四釋慢(二)	四 釋 慢 二 
X51n0825_002:0490a30	初正釋體用(云)	初 正 釋 體 用 云 
X51n0825_002:0490a31	次別顯差別(此)	次 別 顯 差 別 此 
X51n0825_002:0490a32	五釋疑(二)	五 釋 疑 二 
X51n0825_002:0490a33	初正釋體用(云)	初 正 釋 體 用 云 
X51n0825_002:0490a34	次別簡體性(二)	次 別 簡 體 性 二 
X51n0825_002:0490a35	初師以慧為體(有)	初 師 以 慧 為 體 有 
X51n0825_002:0490a36	次師別有自體(有)	次 師 別 有 自 體 有 
X51n0825_002:0490a37	六釋惡見(二)	六 釋 惡 見 二 
X51n0825_002:0490a38	初正釋體用(云)	初 正 釋 體 用 云 
X51n0825_002:0490a39	次別示行相(二)	次 別 示 行 相 二 
X51n0825_002:0490a40	初標(此)	初 標 此 
X51n0825_002:0490a41	次釋(二)	次 釋 二 
X51n0825_002:0490a42	初正釋五見(五)	初 正 釋 五 見 五 
X51n0825_002:0490a43	初身見(一)	初 身 見 一 
X51n0825_002:0490a44	二邊見(二)	二 邊 見 二 
X51n0825_002:0490a45	三邪見(三)	三 邪 見 三 
X51n0825_002:0490a46	四見取(四)	四 見 取 四 
X51n0825_002:0490a47	五戒禁取(五)	五 戒 禁 取 五 
X51n0825_002:0490a48	次通二取妨(然)	次 通 二 取 妨 然 
X51n0825_002:0490a49	次諸門分別○	次 諸 門 分 別 
X51n0825_002:0490a51	○次諸門分別(十一)	 次 諸 門 分 別 十 一 
X51n0825_002:0490a52	初俱生分別門(二)	初 俱 生 分 別 門 二 
X51n0825_002:0490a53	初通判十惑(如)	初 通 判 十 惑 如 
X51n0825_002:0490a54	次別判邊見(二)	次 別 判 邊 見 二 
X51n0825_002:0490a55	初標(邊)	初 標 邊 
X51n0825_002:0490a56	次釋(二)	次 釋 二 
X51n0825_002:0490a57	初師俱生唯斷(有)	初 師 俱 生 唯 斷 有 
X51n0825_002:0490a58	次師常亦俱生(有)	次 師 常 亦 俱 生 有 
X51n0825_002:0490a59	二自類相應門(二)	二 自 類 相 應 門 二 
X51n0825_002:0490a60	初徵(此)	初 徵 此 
X51n0825_002:0490a61	次釋(六)	次 釋 六 
X51n0825_002:0491a01	初以貪為首對餘八(貪)	初 以 貪 為 首 對 餘 八 貪 
X51n0825_002:0491a02	二以瞋為首對餘七(瞋)	二 以 瞋 為 首 對 餘 七 瞋 
X51n0825_002:0491a03	三以慢為首對餘六(慢)	三 以 慢 為 首 對 餘 六 慢 
X51n0825_002:0491a04	四以疑為首對五見(疑)	四 以 疑 為 首 對 五 見 疑 
X51n0825_002:0491a05	五五見自類不相應(五)	五 五 見 自 類 不 相 應 五 
X51n0825_002:0491a06	六以癡為首對餘九(癡)	六 以 癡 為 首 對 餘 九 癡 
X51n0825_002:0491a07	三諸識相應門(此)	三 諸 識 相 應 門 此 
X51n0825_002:0491a08	四諸受相應門(二)	四 諸 受 相 應 門 二 
X51n0825_002:0491a09	初徵(此)	初 徵 此 
X51n0825_002:0491a10	次釋(二)	次 釋 二 
X51n0825_002:0491a11	初依實義釋(四)	初 依 實 義 釋 四 
X51n0825_002:0491a12	初貪瞋癡(貪)	初 貪 瞋 癡 貪 
X51n0825_002:0491a13	二慢(二)	二 慢 二 
X51n0825_002:0491a14	初初師(有)	初 初 師 有 
X51n0825_002:0491a15	次次師(有)	次 次 師 有 
X51n0825_002:0491a16	三疑後三見(疑)	三 疑 後 三 見 疑 
X51n0825_002:0491a17	四身邊二見(二)	四 身邊二見 二 
X51n0825_002:0491a18	初初師(有)	初 初 師 有 
X51n0825_002:0491a19	次次師(有)	次 次 師 有 
X51n0825_002:0491a20	次隨麤相釋(二)	次 隨 麤 相 釋 二 
X51n0825_002:0491a21	初惑受對論(此)	初 惑 受 對 論 此 
X51n0825_002:0491a22	次兼界地論(貪)	次 兼 界 地 論 貪 
X51n0825_002:0491a23	五別境相應門(此)	五 別 境 相 應 門 此 
X51n0825_002:0491a24	六三性相攝門(此)	六 三 性 相 攝 門 此 
X51n0825_002:0491a25	七界繫現緣門(二)	七 界 繫 現 緣 門 二 
X51n0825_002:0491a26	初徵(此)	初 徵 此 
X51n0825_002:0491a27	次釋(三)	次 釋 三 
X51n0825_002:0491a28	初三界繫屬(嗔)	初 三 界 繫 屬 嗔 
X51n0825_002:0491a29	次三界現起(二)	次 三 界 現 起 二 
X51n0825_002:0491a30	初明下不起上惑(生)	初 明 下 不 起 上 惑 生 
X51n0825_002:0491a31	次明上能起下惑(二)	次 明 上 能 起 下 惑 二 
X51n0825_002:0491a32	初正釋(生)	初 正 釋 生 
X51n0825_002:0491a33	次通妨(五)	次 通 妨 五 
X51n0825_002:0491a34	三三界相緣(二)	三 三 界 相 緣 二 
X51n0825_002:0491a35	初下惑緣上(二)	初 下 惑 緣 上 二 
X51n0825_002:0491a36	初正釋(下)	初 正 釋 下 
X51n0825_002:0491a37	次通妨(而)	次 通 妨 而 
X51n0825_002:0491a38	次上惑緣下(二)	次 上 惑 緣 下 二 
X51n0825_002:0491a39	初正釋(上)	初 正 釋 上 
X51n0825_002:0491a40	次通妨(下)	次 通 妨 下 
X51n0825_002:0491a41	八學等相攝門(此)	八 學 等 相 攝 門 此 
X51n0825_002:0491a42	九三斷相攝門(二)	九 三 斷 相 攝 門 二 
X51n0825_002:0491a43	初徵(此)	初 徵 此 
X51n0825_002:0491a44	次釋(二)	次 釋 二 
X51n0825_002:0491a45	初簡非所斷(非)	初 簡 非 所 斷 非 
X51n0825_002:0491a46	次明見修斷(二)	次 明 見 修 斷 二 
X51n0825_002:0491a47	初總明(分)	初 總 明 分 
X51n0825_002:0492a01	次別釋(二)	次 別 釋 二 
X51n0825_002:0492a02	初約粗相釋唯見所斷(二)	初 約 粗 相 釋 唯 見 所 斷 二 
X51n0825_002:0492a03	初明十皆頓斷(見)	初 明 十 皆 頓 斷 見 
X51n0825_002:0492a04	次廣明迷諦相(三)	次 廣 明 迷 諦 相 三 
X51n0825_002:0492a05	初標(然)	初 標 然 
X51n0825_002:0492a06	次釋(二)	次 釋 二 
X51n0825_002:0492a07	初總迷(總)	初 總 迷 總 
X51n0825_002:0492a08	次別迷(二)	次 別 迷 二 
X51n0825_002:0492a09	初總明(別)	初 總 明 別 
X51n0825_002:0492a10	次別釋(二)	次 別 釋 二 
X51n0825_002:0492a11	初二唯迷苦(身)	初 二 唯 迷 苦 身 
X51n0825_002:0492a12	次八通迷四(二)	次 八 通 迷 四 二 
X51n0825_002:0492a13	初明十總迷苦(謂)	初 明 十 總 迷 苦 謂 
X51n0825_002:0492a14	次明八通迷三(顯)	次 明 八 通 迷 三 顯 
X51n0825_002:0492a15	三結(迷)	三 結 迷 
X51n0825_002:0492a16	次依委細釋通修所斷(二)	次 依 委 細 釋 通 修 所 斷 二 
X51n0825_002:0492a17	初標後指前(委)	初 標 後 指 前 委 
X51n0825_002:0492a18	次釋成修斷(二)	次 釋 成 修 斷 二 
X51n0825_002:0492a19	初五別迷苦諦(俱)	初 五 別 迷 苦 諦 俱 
X51n0825_002:0492a20	次四通迷四諦(瞋)	次 四 通 迷 四 諦 瞋 
X51n0825_002:0492a21	十隨境立名門(三)	十 隨 境 立 名 門 三 
X51n0825_002:0492a22	初有事無事煩惱(雖)	初 有 事 無 事 煩 惱 雖 
X51n0825_002:0492a23	次有漏無漏煩惱(彼)	次 有漏無漏 煩 惱 彼 
X51n0825_002:0492a24	三事境名境煩惱(緣)	三 事 境 名 境 煩 惱 緣 
X51n0825_002:0492a25	十一結例餘門(餘)	十 一 結 例 餘 門 餘 
X51n0825_002:0492a27	○四諸隨煩惱(三)	 四 諸 隨 煩 惱 三 
X51n0825_002:0492a28	初結前問後(巳)	初 結 前 問 後 巳 
X51n0825_002:0492a29	次舉本頌答(頌)	次 舉 本 頌 答 頌 
X51n0825_002:0492a30	三末諸釋成(二)	三 末 諸 釋 成 二 
X51n0825_002:0492a31	初正釋頌文(三)	初 正 釋 頌 文 三 
X51n0825_002:0492a32	初略釋通名(二)	初 略 釋 通 名 二 
X51n0825_002:0492a33	初正釋名(論)	初 正 釋 名 論 
X51n0825_002:0492a34	次分類別(此)	次 分 類 別 此 
X51n0825_002:0492a35	次廣釋別相(三)	次 廣 釋 別 相 三 
X51n0825_002:0492a36	初小隨(十)	初 小 隨 十 
X51n0825_002:0492a37	初釋忿(云)	初 釋 忿 云 
X51n0825_002:0492a38	二釋恨(云)	二 釋 恨 云 
X51n0825_002:0492a39	三釋覆(二)	三 釋 覆 二 
X51n0825_002:0492a40	初釋體用(云)	初 釋 體 用 云 
X51n0825_002:0492a41	次明分位(二)	次 明 分 位 二 
X51n0825_002:0492a42	初師唯癡攝(有)	初 師 唯 癡 攝 有 
X51n0825_002:0492a43	次師貪癡攝(有)	次 師 貪 癡 攝 有 
X51n0825_002:0492a44	四釋惱(云)	四 釋 惱 云 
X51n0825_002:0492a45	五釋嫉(云)	五 釋 嫉 云 
X51n0825_002:0492a46	六釋慳(云)	六 釋 慳 云 
X51n0825_002:0492a47	七釋誑(云)	七 釋 誑 云 
X51n0825_002:0492a48	八釋諂(云)	八 釋 諂 云 
X51n0825_002:0492a49	九釋害(云)	九 釋 害 云 
X51n0825_002:0492a50	十釋憍(云)	十 釋 憍 云 
X51n0825_002:0492a51	次中隨(二)	次 中 隨 二 
X51n0825_002:0492a52	初正釋(二)	初 正 釋 二 
X51n0825_002:0492a53	初無慚(云)	初 無 慚 云 
X51n0825_002:0492a54	次無愧(云)	次 無 愧 云 
X51n0825_002:0492a55	次通簡(三)	次 通 簡 三 
X51n0825_002:0492a56	初會通顯揚(不)	初 會 通 顯 揚 不 
X51n0825_002:0492a57	次正簡通別(二)	次 正 簡 通 別 二 
X51n0825_002:0492a58	初斥外家執通為別(若)	初 斥 外 家 執 通 為 別 若 
X51n0825_002:0492a59	次示別相皆徧染心(不)	次 示 別 相 皆 徧 染 心 不 
X51n0825_002:0492a60	三復會聖教(然)	三 復 會 聖 教 然 
X51n0825_002:0492a61	三大隨(八)	三 大 隨 八 
X51n0825_002:0492a62	初掉舉(二)	初 掉 舉 二 
X51n0825_002:0492a63	初釋體用(云)	初 釋 體 用 云 
X51n0825_002:0492a64	次明等流(三)	次 明 等 流 三 
X51n0825_002:0492a65	初師貪分攝(有)	初 師 貪 分 攝 有 
X51n0825_002:0492a66	次師等分攝(有)	次 師 等 分 攝 有 
X51n0825_002:0492a67	三師等流性(五)	三 師 等 流 性 五 
X51n0825_002:0492a68	初正立有性(有)	初 正 立 有 性 有 
X51n0825_002:0492a69	二斥初師非(非)	二 斥 初 師 非 非 
X51n0825_002:0492a70	三釋世俗妨(而)	三 釋 世 俗 妨 而 
X51n0825_002:0493a01	四正立別相(掉)	四 正 立 別 相 掉 
X51n0825_002:0493a02	五斥次師非(若)	五 斥 次 師 非 若 
X51n0825_002:0493a03	二惽沉(二)	二 惽 沉 二 
X51n0825_002:0493a04	初釋體用(云)	初 釋 體 用 云 
X51n0825_002:0493a05	次明等流(三)	次 明 等 流 三 
X51n0825_002:0493a06	初師癡分攝(有)	初 師 癡 分 攝 有 
X51n0825_002:0493a07	次師等分攝(有)	次 師 等 分 攝 有 
X51n0825_002:0493a08	三師等流性(五)	三 師 等 流 性 五 
X51n0825_002:0493a09	初正立有性(有)	初 正 立 有 性 有 
X51n0825_002:0493a10	二通世俗妨(隨)	二 通 世 俗 妨 隨 
X51n0825_002:0493a11	三正立別相(惛)	三 正 立 別 相 惛 
X51n0825_002:0493a12	四斥次師非(若)	四 斥 次 師 非 若 
X51n0825_002:0493a13	五與癡辯異(此)	五 與 癡 辯 異 此 
X51n0825_002:0493a14	三不信(二)	三 不 信 二 
X51n0825_002:0493a15	初釋體用(云)	初 釋 體 用 云 
X51n0825_002:0493a16	次明等流(三)	次 明 等 流 三 
X51n0825_002:0493a17	初翻信顯相(不)	初 翻 信 顯 相 不 
X51n0825_002:0493a18	次正立別相(然)	次 正 立 別 相 然 
X51n0825_002:0493a19	三簡不忍等(由)	三 簡 不 忍 等 由 
X51n0825_002:0493a20	四懈怠(二)	四 懈 怠 二 
X51n0825_002:0493a21	初正明(云)	初 正 明 云 
X51n0825_002:0493a22	次簡異(於)	次 簡 異 於 
X51n0825_002:0493a23	五放逸(二)	五 放 逸 二 
X51n0825_002:0493a24	初釋體用(云)	初 釋 體 用 云 
X51n0825_002:0493a25	次明分位(三)	次 明 分 位 三 
X51n0825_002:0493a26	初正立(謂)	初 正 立 謂 
X51n0825_002:0493a27	次釋妨(雖)	次 釋 妨 雖 
X51n0825_002:0493a28	三指同不放逸(推)	三 指 同 不 放 逸 推 
X51n0825_002:0493a29	六失念(二)	六 失 念 二 
X51n0825_002:0493a30	初釋體用(云)	初 釋 體 用 云 
X51n0825_002:0493a31	次明分位(有)	次 明 分 位 有 
X51n0825_002:0493a32	七散亂(二)	七 散 亂 二 
X51n0825_002:0493a33	初釋體用(云)	初 釋 體 用 云 
X51n0825_002:0493a34	次明分位(三)	次 明 分 位 三 
X51n0825_002:0493a35	初師癡分攝(有)	初 師 癡 分 攝 有 
X51n0825_002:0493a36	次師等分攝(有)	次 師 等 分 攝 有 
X51n0825_002:0493a37	三師等流性(四)	三 師 等 流 性 四 
X51n0825_002:0493a38	初正立有體(有)	初 正 立 有 體 有 
X51n0825_002:0493a39	二正立別相(散)	二 正 立 別 相 散 
X51n0825_002:0493a40	三斥前師非(若)	三 斥 前 師 非 若 
X51n0825_002:0493a41	四對掉舉簡(二)	四 對 掉 舉 簡 二 
X51n0825_002:0493a42	初約作用簡(二)	初 約 作 用 簡 二 
X51n0825_002:0493a43	初問(掉)	初 問 掉 
X51n0825_002:0494a01	次答(彼)	次 答 彼 
X51n0825_002:0494a02	次約徧染簡	次 約 徧 染 簡 
X51n0825_002:0494a03	次答(或)	次 答 或 
X51n0825_002:0494a04	初問(染)	初 問 染 
X51n0825_002:0494a05	八不正知(二)	八 不 正 知 二 
X51n0825_002:0494a06	初釋體用(云)	初 釋 體 用 云 
X51n0825_002:0494a07	次明分位(有)	次 明 分 位 有 
X51n0825_002:0494a08	三釋與并及言○	三 釋 與 并 及 言 
X51n0825_002:0494a09	次諸門分別○	次 諸 門 分 別 
X51n0825_002:0494a11	○三釋與併及言(三)	 三 釋 與 併 及 言 三 
X51n0825_002:0494a12	初顯隨煩惱非唯二十(與)	初 顯 隨 煩 惱 非 唯 二 十 與 
X51n0825_002:0494a13	次簡頌所說唯有二十(唯)	次 簡 頌 所 說 唯 有 二 十 唯 
X51n0825_002:0494a14	三結示餘染皆此所攝(此)	三 結 示 餘 染 皆 此 所 攝 此 
X51n0825_002:0494a16	○次諸門分別(十二)	 次 諸 門 分 別 十 二 
X51n0825_002:0494a17	初假實門(如)	初 假 實 門 如 
X51n0825_002:0494a18	二俱生分別門(二)	二 俱 生 分 別 門 二 
X51n0825_002:0494a19	三自類相應門(三)	三 自 類 相 應 門 三 
X51n0825_002:0494a20	初小隨(此)	初 小 隨 此 
X51n0825_002:0494a21	次中隨(中)	次 中 隨 中 
X51n0825_002:0494a22	三大隨(二)	三 大 隨 二 
X51n0825_002:0494a23	初正釋(論)	初 正 釋 論 
X51n0825_002:0494a24	次通妨(有)	次 通 妨 有 
X51n0825_002:0494a25	四諸識相應門(此)	四 諸 識 相 應 門 此 
X51n0825_002:0494a26	五諸受相應門(二)	五 諸 受 相 應 門 二 
X51n0825_002:0494a27	初依實義釋(由)	初 依 實 義 釋 由 
X51n0825_002:0494a28	次隨麤相釋(若)	次 隨 麤 相 釋 若 
X51n0825_002:0494a29	六別境相應門(如)	六 別 境 相 應 門 如 
X51n0825_002:0494a30	七根本相應門(中)	七 根 本 相 應 門 中 
X51n0825_002:0494a31	八三性相攝門(小)	八 三 性 相 攝 門 小 
X51n0825_002:0494a32	九界攝現緣門(三)	九 界 攝 現 緣 門 三 
X51n0825_002:0494a33	初三界繫屬(小)	初 三 界 繫 屬 小 
X51n0825_002:0494a34	次三界現起(生)	次 三 界 現 起 生 
X51n0825_002:0494a35	三三界相緣(中)	三 三 界 相 緣 中 
X51n0825_002:0494a36	十學等相攝門(二)	十 學 等 相 攝 門 二 
X51n0825_002:0494a37	十一三斷相攝門(二)	十 一 三 斷 相 攝 門 二 
X51n0825_002:0494a38	初判後十(後)	初 判 後 十 後 
X51n0825_002:0494a39	次判前十(前)	次 判 前 十 前 
X51n0825_002:0494a40	十二隨境立名門(然)	十 二 隨 境 立 名 門 然 
X51n0825_002:0494a42	第七卷	第 七 卷 
X51n0825_002:0494a44	○五不定心所(三)	 五 不 定 心 所 三 
X51n0825_002:0494a45	初結前問後(巳)	初 結 前 問 後 巳 
X51n0825_002:0494a46	次舉本頌答(頌)	次 舉 本 頌 答 頌 
X51n0825_002:0494a47	三末論釋成(二)	三 末 論 釋 成 二 
X51n0825_002:0494a48	初正釋頌文(三)	初 正 釋 頌 文 三 
X51n0825_002:0494a49	初釋不定通名(論)	初 釋 不 定 通 名 論 
X51n0825_002:0494a50	次釋悔等別名(二)	次 釋 悔 等 別 名 二 
X51n0825_002:0494a51	初悔眠(二)	初 悔 眠 二 
X51n0825_002:0494a52	初別釋行相(二)	初 別 釋 行 相 二 
X51n0825_002:0494a53	初惡作(悔)	初 惡 作 悔 
X51n0825_002:0494a54	次睡眠(眠)	次 睡 眠 眠 
X51n0825_002:0494a55	次通簡體性(四)	次 通 簡 體 性 四 
X51n0825_002:0494a56	初師唯癡分攝(有)	初 師 唯 癡 分 攝 有 
X51n0825_002:0494a57	次師癡無癡攝(有)	次 師 癡 無 癡 攝 有 
X51n0825_002:0494a58	三師思慧想攝(有)	三 師 思 慧 想 攝 有 
X51n0825_002:0494a59	四師各別有體(有)	四 師 各 別 有 體 有 
X51n0825_002:0494a60	次尋伺(二)	次 尋 伺 二 
X51n0825_002:0494a61	初釋體用(尋)	初 釋 體 用 尋 
X51n0825_002:0494a62	次明分位(並)	次 明 分 位 並 
X51n0825_002:0494a63	三釋二各二言(二)	三 釋 二 各 二 言 二 
X51n0825_002:0494a64	初標(二)	初 標 二 
X51n0825_002:0494a65	次釋(三)	次 釋 三 
X51n0825_002:0494a66	初師尋伺各二(有)	初 師 尋 伺 各 二 有 
X51n0825_002:0494a67	次師二種各二(有)	次 師 二 種 各 二 有 
X51n0825_002:0494a68	三師顯不定義(有)	三 師 顯 不 定 義 有 
X51n0825_002:0494a69	次諸門分別(十三)	次 諸 門 分 別 十 三 
X51n0825_002:0494a70	初假實門(四)	初 假 實 門 四 
X51n0825_002:0494a71	二自類相應門(四)	二 自 類 相 應 門 四 
X51n0825_002:0494a72	三諸識相應門(二)	三 諸 識 相 應 門 二 
X51n0825_002:0494a73	初簡不與七八俱(四)	初 簡 不 與 七 八 俱 四 
X51n0825_002:0494a74	次明唯與第六俱(二)	次 明 唯 與 第 六 俱 二 
X51n0825_002:0494a75	初悔眠(悔)	初 悔 眠 悔 
X51n0825_002:0494a76	次尋伺(二)	次 尋 伺 二 
X51n0825_002:0494a77	初師亦五識俱(有)	初 師 亦 五 識 俱 有 
X51n0825_002:0495a01	次師唯意識俱(四)	次 師 唯 意 識 俱 四 
X51n0825_002:0495a02	初引論釋成(有)	初 引 論 釋 成 有 
X51n0825_002:0495a03	二釋通妨難(捨)	二 釋 通 妨 難 捨 
X51n0825_002:0495a04	三復明非五(又)	三 復 明 非 五 又 
X51n0825_002:0495a05	四通前引論(然)	四 通 前 引 論 然 
X51n0825_002:0495a06	四諸受相應門(有)	四 諸 受 相 應 門 有 
X51n0825_002:0495a07	五別境相應門(四)	五 別 境 相 應 門 四 
X51n0825_002:0495a08	六信等相應門(悔)	六 信 等 相 應 門 悔 
X51n0825_002:0495a09	七煩惱相應門(悔)	七 煩 惱 相 應 門 悔 
X51n0825_002:0495a10	八隨惑相應門(悔)	八 隨 惑 相 應 門 悔 
X51n0825_002:0495a11	九三性相攝門(二)	九 三 性 相 攝 門 二 
X51n0825_002:0495a12	初總明通三性(此)	初 總 明 通 三 性 此 
X51n0825_002:0495a13	次別明通善等(二)	次 別 明 通 善 等 二 
X51n0825_002:0495a14	初通善性(有)	初 通 善 性 有 
X51n0825_002:0495a15	次通無記(二)	次 通 無 記 二 
X51n0825_002:0495a16	初二無記(後)	初 二 無 記 後 
X51n0825_002:0495a17	次四無記(四)	次 四 無 記 四 
X51n0825_002:0495a18	十界繫現緣門(三)	十 界 繫 現 緣 門 三 
X51n0825_002:0495a19	初三界繫屬(惡)	初 三 界 繫 屬 惡 
X51n0825_002:0495a20	次三界現起(悔)	次 三 界 現 起 悔 
X51n0825_002:0495a21	三三界相緣(下)	三 三 界 相 緣 下 
X51n0825_002:0495a22	十一學等相攝門(悔)	十 一 學 等 相 攝 門 悔 
X51n0825_002:0495a23	十二三斷相攝門(二)	十 二 三 斷 相 攝 門 二 
